"ruptura","conexo","estado_noticia","etapa","ley","pais","departamento","municipio","seccional","delito","captura","imputacion","condena","atipicidad_inexistencia","acusacion","total_procesos"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","NO","INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","SI","SI","NO","SI","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","UTILIZACION DE MEDIOS Y METODOS DE GUERRA ILICITOS ART. 142 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","JUICIO","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P.","NO","SI","NO","NO","NO","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","SI","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","FABRICACION, TRAFICO Y PORTE DE ARMAS DE USO PRIVATIVO DE LAS FUERZAS ARMADAS ART. 366 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","6.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACOSO SEXUAL ART. 210A","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","2.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","SI","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","EXTORSION ART. 244 C.P. MODIF.","NO","NO","NO","NO","NO","2.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 1098","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","NO","NO","NO","2.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","AMENAZAS ART. 347 C.P.","NO","NO","NO","SI","NO","2.0"
"NO","SI","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","DESPLAZAMIENTO FORZADO ART. 180  C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES CULPOSAS ART. 120 C.P. AGRAVADO POR FUGA ART. 110 N.2 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","SI","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","DESPLAZAMIENTO FORZADO ART. 180  C.P.","NO","NO","NO","NO","NO","1.0"
"NO","SI","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","EXTORSION MENOR CUANTIA ART. 244 C.P. AGRAVADA ART. 245 N.3","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","SI","NO","SI","NO","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P.","NO","NO","NO","SI","NO","2.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES SIN SECUELAS","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO. ART. 239 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","EXTORSION. ART. 244 C.P MENOR CUANTIA","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","EXTORSION. ART. 244 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","SI","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P. AGRAVADO  EN SERVIDOR PUBLICO PERIODISTA ART. 104 N.10 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ",,"HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","CONSTREÑIMIENTO ILEGAL ART. 182 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","NO","NO","NO","NO","NO","2.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.","NO","NO","NO","NO","NO","4.0"
"NO","NO","INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","SI","SI","SI","NO","SI","1.0"
"NO","NO","ACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","2.0"
"NO","NO","INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","SI","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","FALSEDAD EN DOCUMENTOS","NO","NO","NO","NO","NO","1.0"
"SI","NO","ACTIVO","JUICIO","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","NO","NO","SI","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","JUICIO","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","SI","NO","NO","SI","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES SIN SECUELAS","NO","NO","NO","NO","NO","2.0"
"NO","NO","INACTIVO","JUICIO","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","SI","NO","NO","SI","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HOMICIDIO CULPOSO ART. 109 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","2.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACOSO SEXUAL ART. 210A","NO","NO","NO","SI","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","DEL SECUESTRO","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","1.0"
"SI","NO","INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA EXTORSION ART. 340 C.P. INC.2","SI","SI","SI","NO","SI","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INTERVENCION EN POLITICA ART. 422 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","EXTORSION. ART. 244 C.P MENOR CUANTIA","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","JUICIO","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","SI","NO","NO","SI","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","AMENAZAS ART. 347 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","SI","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","RECLUTAMIENTO ILICITO ART. 162 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","19.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","22.0"
"NO","NO","ACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","13.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HOMICIDIO ART. 103 C.P.","NO","NO","NO","SI","NO","8.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","4.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","SI","NO","3.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","SI","NO","2.0"
"NO","SI","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","2.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HOMICIDIO ART. 103 C.P.","NO","NO","NO","SI","NO","7.0"
"NO","NO","ACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","NO","ACTIVO","JUICIO","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","NO","NO","SI","1.0"
"NO","NO","ACTIVO","JUICIO","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR. ART. 207 C.P.","NO","SI","NO","NO","SI","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","2.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P.","NO","SI","SI","NO","SI","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","DESPLAZAMIENTO FORZADO ART. 180  C.P.","NO","NO","NO","SI","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ",,"VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","2.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","SI","NO","NO","SI","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","AMENAZAS ART. 347 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","1.0"
"NO","SI","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HOMICIDIO ART. 103 C.P. AGRAVADO POR FINES TERRORISTAS ART. 104 N.8 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO CALIFICADO DE AUTOMOTOR MENOR CUANTIA  ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACTO SEXUAL VIOLENTO. ART.206 C.P. AGRAVADO ART. 211 N.4. SE REALIZARE SOBRE PERSONA MENOR DE 14 AÑOS","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO CALIFICADO ART. 240 C.P.  AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C","NO","NO","NO","NO","NO","2.0"
"NO","SI","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HOMICIDIO ART. 103 C.P. AGRAVADO  EN SERVIDOR PUBLICO PERIODISTA ART. 104 N.10 C.P.","NO","NO","NO","NO","NO","2.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","EXTORSION. ART. 244 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACCESO CARNAL O ACTO SEXUAL ABUSIVOS CON INCAPAZ DE RESISTIR. ART. 210 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","4.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACTO SEXUAL CON MENOR DE CATORCE AÑOS ART. 209 C.P. AGRAVADO ART. 211 N.4. SE REALIZARE SOBRE PERSONA MENOR DE 14 AÑOS","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","OBSTRUCCION A VIAS PUBLICAS QUE AFECTAN EL ORDEN PUBLICO. ART.353A C.P. LEY 1453 DE 2011","NO","NO","NO","NO","NO","2.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACTO SEXUAL CON MENOR DE CATORCE AÑOS ART. 209 C.P. AGRAVADO ART. 211 N.4. SE REALIZARE SOBRE PERSONA MENOR DE 14 AÑOS","NO","NO","NO","NO","NO","2.0"
"NO","NO","ACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","NO","NO","NO","2.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HOMICIDIO ART. 103 C.P. AGRAVADO EN PERSONA INTERNACIONALMENTE PROTEGIDA ART. 104 N.9 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ",,"ESTAFA. ART. 246 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HOMICIDIO ART. 103 C.P.","NO","NO","NO","SI","NO","3.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ESTAFA. ART. 246 C.P.","NO","NO","NO","SI","NO","2.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO. ART. 239 C.P.","NO","NO","NO","SI","NO","3.0"
"NO","NO","INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR. ART. 207 C.P.","NO","SI","SI","NO","SI","1.0"
"NO","NO","INACTIVO","QUERELLABLE","Ley 1098","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","JUICIO","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","SI","SI","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS ART.208 C.P. AGRAVADO ART. 211 N.4. SE REALIZARE SOBRE PERSONA MENOR DE 14 AÑOS","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P.","NO","SI","SI","NO","SI","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","SECUESTRO SIMPLE ART. 168 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","SI","NO","1.0"
"NO","SI","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","QUERELLABLE","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","17.0"
"NO","NO","INACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","12.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","DESPLAZAMIENTO FORZADO ART. 180  C.P.","NO","NO","NO","NO","NO","1.0"
"NO","NO","INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","SI","SI","NO","SI","1.0"
