"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","imputacion","condena","atipicidad_inexistencia","acusacion","captura","sexo_indiciado","grupo_edad_indiciado","pais_nacimiento","homicidio_doloso_consumado","total_indiciados"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Atlántico","SOLEDAD","DIRECCIÓN SECCIONAL DE ATLÁNTICO","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","99"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2012","2012","2012","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA NARCOTRAFICO ART. 340 C.P. INC.2","SI","SI","NO","SI","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","4"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2015","2015","2015","Ley 906","Colombia","Arauca","ARAUCA","DIRECCIÓN SECCIONAL DE ARAUCA","CORRUPCION ELECTORAL","OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Antioquia","ABEJORRAL","DIRECCIÓN SECCIONAL DE ANTIOQUIA","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES POR VENTA ART. 365 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","174"
"NO","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","4"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","CONSTRENIMIENTO","CONSTREÑIMIENTO ILEGAL ART. 182 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","CHIGORODÓ","DIRECCIÓN SECCIONAL DE ANTIOQUIA","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA NARCOTRAFICO ART. 340 C.P. INC.2","SI","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","8"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1512"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","112"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","54"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","5"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Risaralda","DOSQUEBRADAS","DIRECCIÓN SECCIONAL DE RISARALDA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","119"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","5"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Antioquia","BARBOSA","DIRECCIÓN SECCIONAL DE MEDELLÍN","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","49"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","CONSTRENIMIENTO","CONSTREÑIMIENTO ILEGAL ART. 182 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO",,"NO","155"
"SI","NO","NO","ACTIVO","JUICIO","2016","2016","2016","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","15"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2020","2022","2020","Ley 906","Colombia","Cundinamarca","MADRID","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","NO","SI","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","471"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2011","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Valle del Cauca","LA VICTORIA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","LESIONES PERSONALES","LESIONES PERSONALES SIN SECUELAS","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Cundinamarca","TAUSA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","4"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2015","2015","2015","Ley 906","Colombia","Atlántico","SOLEDAD","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","SI","NO","NO","NO","SI","MASCULINO","SIN DATO","Colombia","SI","4"
"SI","NO","NO","INACTIVO","INVESTIGACIÓN","2015","2015","2015","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","NO","NO","NO","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","17"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2018","2022","2018","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","NO","SI","SI","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Archipiélago de San Andrés, Providencia y Santa Catalina","SAN ANDRÉS","DIRECCIÓN SECCIONAL DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","5"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Cundinamarca","TOCANCIPÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","DELITOS SEXUALES","ACTO SEXUAL VIOLENTO. ART. 206 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Santander","BARRANCABERMEJA","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","88"
"SI","NO","NO","ACTIVO","QUERELLABLE","2020","2020","2019","Ley 906","Colombia","Valle del Cauca","BUENAVENTURA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","JUICIO","2017","2017","2017","Ley 906","Colombia","Antioquia","TURBO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","ACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","169"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Cundinamarca","LA CALERA","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","22"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2017","Ley 906","Colombia","Huila","PALERMO","DIRECCIÓN SECCIONAL DE HUILA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"NO","SI","NO","ACTIVO","QUERELLABLE","2015","2017","2014","Ley 906","Colombia","Atlántico","SOLEDAD","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ESTAFA","ESTAFA. ART. 246 C.P. MAYOR CUANTIA","SI","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","93"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Santander","FLORIÁN","DIRECCIÓN SECCIONAL DE SANTANDER","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","5"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2014","2014","2014","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C. AGRAVADO N.1 ART. 384 C.P.","SI","NO","NO","NO","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","11"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","SI","18"
"NO","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","128"
"NO","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2011","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","FALSEDAD EN DOCUMENTO","FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Magdalena","PUEBLOVIEJO","DIRECCIÓN SECCIONAL DE MAGDALENA","MALTRATO ANIMAL","MALTRATO ANIMAL ART. 339A C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","Magdalena","CIÉNAGA","DIRECCIÓN SECCIONAL DE MAGDALENA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","12"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2014","2014","2012","Ley 906","Colombia","Boyaca","SOGAMOSO","DIRECCIÓN SECCIONAL DE BOYACÁ","IMPARTICION DE JUSTICIA","FALSA DENUNCIA CONTRA PERSONA DETERMINADA ART. 436 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","4"
"SI","NO","NO","ACTIVO","EJECUCIÓN DE PENAS","2017","2017","2017","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","HURTO","HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P.  AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11","SI","SI","NO","SI","SI","MASCULINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","INACTIVO","JUICIO","2014","2014","2014","Ley 906","Colombia","Bolívar","CICUCO","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","IMPARTICION DE JUSTICIA","FALSA DENUNCIA CONTRA PERSONA DETERMINADA ART. 436 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","17"
"SI","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","193"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","192"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Venezuela","NO","153"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Cundinamarca","GUADUAS","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","20"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","834"
"SI","NO","NO","INACTIVO","JUICIO","2012","2012","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","SI","NO","NO","SI","NO",,"SIN DATO","Colombia","NO","5"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","CONTRA LA FAMILIA","EJERCICIO ARBITRARIO DE LA CUSTODIA DE HIJO MENOR DE EDAD ART. 230A C.P. AD. LEY 890/2004 ART.7","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","42"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2010","2010","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES POR PORTE ART. 365 C.P.","SI","SI","NO","SI","SI",,"SIN DATO","Colombia","NO","29"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","217"
"SI","NO","NO","ACTIVO","JUICIO","2019","2019","2019","Ley 906","Colombia","Tolima","MELGAR","DIRECCIÓN SECCIONAL DE TOLIMA","FE PUBLICA","TRAFICO DE MONEDA FALSIFICADA. ART. 274 C.P.","SI","NO","NO","SI","NO","FEMENINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Córdoba","SAN ANTERO","DIRECCIÓN SECCIONAL DE CÓRDOBA","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","23"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","17"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2017","2019","2017","Ley 906","Colombia","Valle del Cauca","ULLOA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","EXTORSION","EXTORSION. ART. 244 C.P MENOR CUANTIA","SI","SI","NO","SI","SI","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2018","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","FALSEDAD EN DOCUMENTO","DESTRUCCION, SUPRESION U OCULTAMIENTO DE DOCUMENTO PUBLICO. ART. 292 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","21"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","83"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","49"
"SI","NO","NO","ACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","39"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","TURBO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","38"
"NO","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","105"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2018","2018","2018","Ley 906","Colombia","Antioquia","ITUANGO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA FINANCIACION DEL TERRORISMO Y DE GRUPOS DE DELINCUENCIA ORGANIZADA Y ADMINITRACION DE RECURSOS RELACIONADOS CON ACTIVIDADES TERRORISTAS Y DE LA DELINCUENCIA ORGANIZADA ART. 340 C.P. INC.2","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","335"
"SI","NO","NO","ACTIVO","JUICIO","2016","2016","2016","Ley 906","Colombia","Sucre","SINCELEJO","DIRECCIÓN SECCIONAL DE SUCRE","FALSEDAD EN DOCUMENTO","FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.","SI","NO","NO","SI","NO","FEMENINO","SIN DATO","Colombia","NO","3"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Atlántico","SABANALARGA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","58"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1512"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Meta","ACACÍAS","DIRECCIÓN SECCIONAL DE META","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","7"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO. ART. 239 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO",,"NO","41"
"NO","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2010","2010","2010","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","NO","SI","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
