"employer_name","fiscal_year","coverage_type","benefit_formula","final_compensation_offset","final_compensation_period","cola","pre_retierment_option_2","sick_leave_credit","post_retirement_survivor_allowance","ordinary_disability_increase","_1959_survivor_benefit","member","employer","employer_code","coverage_group"
"Sacramento Municipal Utility District","2020","Misc","2% @ 55",,"3","5",,"Y","Y",,"0","7","9.01","1475830462","100770"
"Sacramento Municipal Utility District","2020","Misc","2% @ 62",,"3","3",,"Y",,,"0","6.5","9.01","1475830462","113843"
"Sacramento Municipal Utility District","2020","Misc","2% @ 60","Y","3","5",,"Y","Y",,"0","7","9.01","1475830462","201075"
"Sacramento Municipal Utility District","2020","Misc","2% @ 60","Y","3","5",,"Y","Y",,"0","7","9.01","1475830462","201076"
"Sacramento Municipal Utility District","2020","Misc","2% @ 60",,"3","5",,"Y","Y",,"0","7","9.01","1475830462","201074"
"Sacramento Municipal Utility District","2020","Misc","2% @ 55","Y","3","5",,"Y","Y",,"0","7","9.01","1475830462","201073"
"Central Sierra Child Support Agency","2020","Misc","2% @ 62",,"3","2","Y","Y","Y","Y","0","7.75","7.54","1476521351","112021"
"Central Sierra Child Support Agency","2020","Misc","2% @ 55",,"1","2","Y","Y","Y","Y","8","7","11.91","1476521351","112022"
"Central Sierra Child Support Agency","2020","Misc","2% @ 55","Y","1","2",,,,,"0","7","11.91","1476521351","112023"
"Central Sierra Child Support Agency","2020","Misc","2% @ 55","Y","1","2","Y","Y","Y","Y","0","7","11.91","1476521351","110026"
"Central Sierra Child Support Agency","2020","Misc","2% @ 55",,"1","2","Y","Y","Y","Y","8","7","11.91","1476521351","100772"
"Central Sierra Child Support Agency","2020","Misc","2% @ 55",,"1","2","Y","Y","Y","Y","0","7","11.91","1476521351","100773"
"Rancho Simi Recreation & Park District","2020","Misc","2% @ 55","Y","1","2",,,,,"0","7","9.11","1477559518","100777"
"Rancho Simi Recreation & Park District","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","9.11","1477559518","100775"
"Rancho Simi Recreation & Park District","2020","Misc","2% @ 55",,"1","2",,,,,"0","7","9.11","1477559518","100778"
"Rancho Simi Recreation & Park District","2020","Misc","2% @ 62",,"3","2",,,,,"0","6.75","9.11","1477559518","110027"
"Rancho Simi Recreation & Park District","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","9.11","1477559518","204013"
"Rancho Simi Recreation & Park District","2020","Misc","2% @ 60",,"3","2",,,,,"0","7","9.11","1477559518","204012"
"Rancho Simi Recreation & Park District","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","9.11","1477559518","204014"
"Central Coast Computing Authority","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","7","0","1484596088","100780"
"El Dorado Irrigation District","2020","Misc","2% @ 60",,"3","2",,"Y",,,"0","8","10.7","1495331615","206224"
"El Dorado Irrigation District","2020","Misc","2% @ 60","Y","3","2",,"Y",,,"0","8","10.7","1495331615","206225"
"El Dorado Irrigation District","2020","Misc","2.7% @ 55","Y","1","2",,"Y",,,"0","8","10.7","1495331615","107385"
"El Dorado Irrigation District","2020","Misc","2% @ 62",,"3","2",,"Y",,,"0","6.25","10.7","1495331615","110028"
"El Dorado Irrigation District","2020","Misc","2% @ 60","Y","3","2",,"Y",,,"0","8","10.7","1495331615","206226"
"El Dorado Irrigation District","2020","Misc","2% @ 55","Y","3","2",,"Y",,,"0","8","10.7","1495331615","206223"
"El Dorado Irrigation District","2020","Misc","2% @ 55","Y","3","2",,"Y",,,"0","7","10.7","1495331615","100782"
"El Dorado Irrigation District","2020","Misc","2% @ 55","Y","1","2",,"Y",,,"0","8","10.7","1495331615","107384"
"El Dorado Irrigation District","2020","Misc","2% @ 55",,"3","2",,"Y",,,"0","7","10.7","1495331615","206228"
"California Pines Community Services District","2020","Fire","2% @ 55",,"3","2","Y","Y",,,"4","7","14.81","1500397518","100788"
"California Pines Community Services District","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"3","7","8.65","1500397518","100787"
"California Pines Community Services District","2020","Fire","2% @ 57",,"3","2","Y","Y",,,"4","10","11.13","1500397518","110029"
"California Pines Community Services District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"3","6.75","7.59","1500397518","110030"
"Downey, City of","2020","Fire","2% @ 50",,"1","2",,,"Y",,"3","9","19.87","1504613451","202463"
"Downey, City of","2020","Misc","2% @ 60","Y","3","2",,,,,"0","8","10.67","1504613451","202456"
"Downey, City of","2020","Misc","2.7% @ 55","Y","1","2","Y",,,,"0","8","10.67","1504613451","202457"
"Downey, City of","2020","Fire","1/2 @ 55",,"3","2",,,"Y",,"3",,"19.87","1504613451","202462"
"Downey, City of","2020","Misc","2% @ 60",,"1","2",,,,,"4","8","10.67","1504613451","202451"
"Downey, City of","2020","Misc","2% @ 60","Y","1","2",,,,,"0","8","10.67","1504613451","202452"
"Downey, City of","2020","Misc","2% @ 55","Y","1","2","Y",,,,"0","8","10.67","1504613451","202450"
"Downey, City of","2020","Misc","2% @ 60","Y","1","2",,,,,"0","8","10.67","1504613451","202453"
"Downey, City of","2020","Misc","2% @ 55","Y","1","2","Y",,,,"0","8","10.67","1504613451","114342"
"Downey, City of","2020","Police","1/2 @ 55",,"3","2",,,"Y",,"3",,"19.87","1504613451","202465"
"Downey, City of","2020","Misc","2% @ 60",,"3","2",,,,,"4","8","10.67","1504613451","202454"
"Downey, City of","2020","Fire","2% @ 50",,"3","2",,,"Y",,"3","9","19.87","1504613451","202464"
"Downey, City of","2020","Fire","3% @ 50",,"1","2",,,"Y",,"3","9","19.87","1504613451","100802"
"Downey, City of","2020","Misc","2% @ 60",,"1","2","Y",,,,"4","7","10.67","1504613451","108356"
"Downey, City of","2020","Police","2% @ 50",,"3","2",,,"Y",,"3","9","19.87","1504613451","202466"
"Downey, City of","2020","Fire","3% @ 55",,"1","2",,,"Y",,"3","9","19.87","1504613451","110033"
"Downey, City of","2020","Police","3% @ 55",,"1","2",,,"Y",,"3","9","19.87","1504613451","110034"
"Downey, City of","2020","Police","2.7% @ 57",,"3","2",,,"Y",,"3","12","19.87","1504613451","112024"
"Downey, City of","2020","Misc","2.7% @ 55",,"1","2","Y",,,,"4","8","10.67","1504613451","100796"
"Downey, City of","2020","Misc","2.7% @ 55","Y","1","2","Y",,,,"0","8","10.67","1504613451","100795"
"Downey, City of","2020","Misc","2% @ 62",,"3","2","Y",,,,"4","6.25","10.67","1504613451","110032"
"Downey, City of","2020","Fire","2.7% @ 57",,"3","2",,,"Y",,"3","12","19.87","1504613451","110031"
"Downey, City of","2020","Police","2% @ 50",,"1","2",,,"Y",,"3","9","19.87","1504613451","108357"
"Downey, City of","2020","Misc","2% @ 55",,"1","2","Y",,,,"4","8","10.67","1504613451","100793"
"Downey, City of","2020","Police","3% @ 50",,"1","2",,,"Y",,"3","9","19.87","1504613451","100800"
"Alameda County Transportation Commission","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1523787248","108358"
"Alameda County Transportation Commission","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1523787248","108359"
"Alameda County Transportation Commission","2020","Misc","2% @ 55",,"3","2","Y","Y",,,"4","8","12.2","1523787248","219830"
"Alameda County Transportation Commission","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1523787248","112027"
"Alameda County Transportation Commission","2020","Misc","2% @ 60",,"3","2",,,,,"4","8","12.2","1523787248","219831"
"Alameda County Transportation Commission","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","7","12.2","1523787248","108360"
"Alameda County Transportation Commission","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1523787248","108361"
"Alameda County Transportation Commission","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1523787248","108362"
"Alameda County Transportation Commission","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1523787248","112025"
"Alameda County Transportation Commission","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1523787248","108363"
"Housing Authority of the City of Eureka","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"0","8","14.02","1527097646","100804"
"Housing Authority of the City of Eureka","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1527097646","112029"
"Cotati, City of","2020","Police","2% @ 50",,"3","2","Y","Y",,,"2","9","18.19","1533977406","108365"
"Cotati, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"2","13","13.13","1533977406","112030"
"Cotati, City of","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","8","14.02","1533977406","218381"
"Cotati, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1533977406","112031"
"Cotati, City of","2020","Misc","2% @ 55",,"3","2","Y","Y",,,"4","8","14.02","1533977406","218379"
"Cotati, City of","2020","Misc","2% @ 60",,"1","2","Y","Y",,,"4","7","9.13","1533977406","108364"
"Cotati, City of","2020","Misc","2% @ 60","Y","3","2",,"Y",,,"0","8","14.02","1533977406","218383"
"Cotati, City of","2020","Misc","2% @ 60",,"3","2",,"Y",,,"4","8","14.02","1533977406","218382"
"Cotati, City of","2020","Misc","2% @ 60","Y","3","2",,"Y",,,"0","8","14.02","1533977406","218384"
"Cotati, City of","2020","Police","1/2 @ 55",,"3","2",,,,,"0",,"22.48","1533977406","218387"
"Cotati, City of","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"4","8","14.02","1533977406","100809"
"Cotati, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","14.02","1533977406","100808"
"Cotati, City of","2020","Misc","2.7% @ 55","Y","1","2","Y","Y",,,"0","8","14.02","1533977406","218386"
"Cotati, City of","2020","Police","3% @ 50",,"3","2","Y","Y",,,"2","9","22.48","1533977406","100812"
"Cotati, City of","2020","Police","2% @ 50",,"3","2",,"Y",,,"2","9","22.48","1533977406","218388"
"Cotati, City of","2020","Police","2% @ 55",,"3","2",,"Y",,,"2","9","22.48","1533977406","218389"
"Cotati, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","8","14.02","1533977406","100807"
"Woodlake Fire District","2020","Fire","2% @ 55","Y","3","2","Y","Y",,,"0","7","14.81","1537743900","100813"
"Woodlake Fire District","2020","Fire","2% @ 57",,"3","2","Y","Y",,,"0","10","11.13","1537743900","114345"
"Escondido, City of","2020","Misc","2% @ 55",,"1","2","Y",,,,"4","7","11.04","1545398590","110041"
"Escondido, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y","Y",,"4","13","21.23","1545398590","112032"
"Escondido, City of","2020","Misc","2% @ 60","Y","3","2",,,,,"0","8","11.04","1545398590","202767"
"Escondido, City of","2020","Misc","2% @ 60",,"1","2",,,,,"4","8","11.04","1545398590","202764"
"Escondido, City of","2020","Misc","2% @ 60","Y","1","2",,,,,"0","8","11.04","1545398590","202765"
"Escondido, City of","2020","Police","2% @ 50",,"3","2","Y","Y","Y",,"4","9","21.23","1545398590","110040"
"Escondido, City of","2020","Misc","2% @ 60",,"1","2",,,,,"4","7","11.04","1545398590","202750"
"Escondido, City of","2020","Misc","2% @ 55",,"3","2",,"Y",,,"4","8","11.04","1545398590","202762"
"Escondido, City of","2020","Misc","2% @ 55","Y","3","2",,"Y",,,"0","8","11.04","1545398590","202763"
"Escondido, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y","Y",,"4","13","21.23","1545398590","110036"
"Escondido, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","7","11.04","1545398590","110037"
"Escondido, City of","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"4","7","11.04","1545398590","110038"
"Escondido, City of","2020","Police","3% @ 50",,"1","2","Y","Y","Y",,"4","9","21.23","1545398590","100822"
"Escondido, City of","2020","Misc","3% @ 60",,"1","2","Y","Y",,,"4","8","11.04","1545398590","100818"
"Escondido, City of","2020","Fire","3% @ 50",,"1","2","Y","Y","Y",,"4","9","21.23","1545398590","100824"
"Escondido, City of","2020","Fire","2% @ 50",,"3","2","Y","Y","Y",,"4","9","21.23","1545398590","110039"
"Escondido, City of","2020","Misc","2% @ 60",,"3","2",,,,,"4","8","11.04","1545398590","202766"
"Escondido, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","8","11.04","1545398590","202761"
"Escondido, City of","2020","Misc","3% @ 60","Y","1","2","Y","Y",,,"0","8","11.04","1545398590","202768"
"Escondido, City of","2020","Fire","1/2 @ 55",,"3","2",,,"Y",,"4",,"21.23","1545398590","202770"
"Escondido, City of","2020","Fire","2% @ 50",,"1","2","Y","Y","Y",,"4","9","21.23","1545398590","202772"
"Escondido, City of","2020","Police","1/2 @ 55",,"3","2",,,"Y",,"4",,"21.23","1545398590","202778"
"Escondido, City of","2020","Fire","2% @ 50",,"3","2",,,"Y",,"4","9","21.23","1545398590","202774"
"Escondido, City of","2020","Police","2% @ 50",,"1","2","Y","Y","Y",,"4","9","21.23","1545398590","202780"
"Escondido, City of","2020","Police","2% @ 50",,"3","2",,,"Y",,"4","9","21.23","1545398590","202784"
"Escondido, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","11.04","1545398590","100816"
"Newport Beach, City of","2020","Safety","2.7% @ 57",,"3","2","Y",,,,"4","11.5","19.73","1545983430","112940"
"Newport Beach, City of","2020","Misc","2% @ 60",,"1","2",,"Y",,,"4","8","9.79","1545983430","200344"
"Newport Beach, City of","2020","Police","2.7% @ 57",,"3","2","Y",,,,"4","11.5","19.73","1545983430","112034"
"Newport Beach, City of","2020","Safety","3% @ 50",,"1","2","Y",,,,"4","9","19.73","1545983430","100837"
"Newport Beach, City of","2020","Fire","3% @ 55",,"1","2","Y",,,,"4","9","19.73","1545983430","108367"
"Newport Beach, City of","2020","Fire","3% @ 50",,"1","2","Y",,,,"4","9","19.73","1545983430","100836"
"Newport Beach, City of","2020","Misc","2% @ 60",,"3","2",,"Y",,,"4","8","9.79","1545983430","200345"
"Newport Beach, City of","2020","Safety","2% @ 50",,"1","2",,,,,"4","9","19.73","1545983430","200347"
"Newport Beach, City of","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"4","7","9.79","1545983430","110043"
"Newport Beach, City of","2020","Police","3% @ 50",,"1","2","Y",,,,"4","9","19.73","1545983430","100834"
"Newport Beach, City of","2020","Fire","2.7% @ 57",,"3","2","Y",,,,"4","11.5","19.73","1545983430","112033"
"Newport Beach, City of","2020","Safety","2% @ 50",,"3","2",,,,,"4","9","19.73","1545983430","200348"
"Newport Beach, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.5","9.79","1545983430","110042"
"Newport Beach, City of","2020","Police","3% @ 55",,"1","2",,,,,"4","9","19.73","1545983430","200359"
"Newport Beach, City of","2020","Safety","3% @ 55",,"1","2","Y",,,,"4","9","19.73","1545983430","200349"
"Newport Beach, City of","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","9.79","1545983430","100829"
"Newport Beach, City of","2020","Fire","2% @ 50",,"1","2",,,,,"4","9","19.73","1545983430","200352"
"Newport Beach, City of","2020","Fire","2% @ 50",,"3","2",,,,,"4","9","19.73","1545983430","200353"
"Newport Beach, City of","2020","Police","2% @ 50",,"1","2",,,,,"4","9","19.73","1545983430","200357"
"Newport Beach, City of","2020","Police","3% @ 55",,"3","2","Y",,,,"4","9","19.73","1545983430","110045"
"Newport Beach, City of","2020","Fire","1/2 @ 55",,"3","2",,,,,"4",,"19.73","1545983430","200350"
"Newport Beach, City of","2020","Police","1/2 @ 55",,"3","2",,,,,"4",,"19.73","1545983430","200355"
"Newport Beach, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","9.79","1545983430","100827"
"Newport Beach, City of","2020","Police","2% @ 50",,"3","2",,,,,"4","9","19.73","1545983430","200358"
"Newport Beach, City of","2020","Fire","2% @ 50",,"3","2","Y",,,,"4","9","19.73","1545983430","110044"
"Fruitridge Fire Protection District","2020","Fire","2% @ 50",,"1","2","Y","Y",,,"1","9","0","1548552160","206676"
"Fruitridge Fire Protection District","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","0","1548552160","206675"
"Far Northern Coordinating Council on Developmental Disabilities","2020","Misc","2% @ 62",,"3","2",,"Y",,,"4","7","8.92","1548890922","110046"
"Far Northern Coordinating Council on Developmental Disabilities","2020","Misc","2% @ 60",,"1","2",,"Y",,,"4","7","8.92","1548890922","100840"
"Lake, County of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","7.25","9.5","1550680106","110048"
"Lake, County of","2020","Misc","2% @ 55",,"3","2",,"Y",,,"0","7","9.5","1550680106","202350"
"Lake, County of","2020","Misc","2% @ 60",,"3","2",,"Y",,,"0","7","9.5","1550680106","202352"
"Lake, County of","2020","Misc","2% @ 55","Y","3","2",,"Y",,,"0","7","9.5","1550680106","202351"
"Lake, County of","2020","Peace","2.7% @ 57",,"3","2",,"Y","Y",,"0","13.25","16.59","1550680106","110047"
"Lake, County of","2020","Misc","2% @ 60","Y","3","2",,"Y",,,"0","7","9.5","1550680106","202353"
"Lake, County of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","9.5","1550680106","100843"
"Lake, County of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","9.5","1550680106","100844"
"Lake, County of","2020","Peace","2% @ 50",,"3","2",,"Y","Y",,"0","9","16.59","1550680106","100847"
"Delta Vector Control District","2020","Misc","2% @ 60","Y","3","2",,"Y",,,"0","8","14.54","1552820512","206302"
"Delta Vector Control District","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","8","14.54","1552820512","100849"
"Delta Vector Control District","2020","Misc","3% @ 60","Y","3","2","Y","Y",,,"0","8","14.54","1552820512","100850"
"Delta Vector Control District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1552820512","113154"
"North Delta Water Agency","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"8","7","8.65","1553867136","217703"
"North Delta Water Agency","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","7","8.65","1553867136","100851"
"North Delta Water Agency","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1553867136","113155"
"Beach Cities Health District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1553890181","110049"
"Beach Cities Health District","2020","Misc","2% @ 60","Y","1","2","Y","Y",,,"0","7","9.13","1553890181","100853"
"Anderson Cemetery District","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","7","10.34","1554773413","100855"
"Chino Basin Water Conservation District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1556141651","110050"
"Chino Basin Water Conservation District","2020","Misc","2% @ 60","Y","1","2","Y","Y",,,"0","7","9.13","1556141651","100857"
"Victor Valley Transit Authority","2020","Misc","2.7% @ 55",,"3","2","Y","Y",,,"4","8","13.35","1558143090","108369"
"Victor Valley Transit Authority","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1558143090","112038"
"Central Contra Costa Solid Waste Authority","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"4","7","11.6","1558143448","108918"
"Central Contra Costa Solid Waste Authority","2020","Misc","2% @ 55",,"1","2",,"Y","Y",,"4","7","11.6","1558143448","111747"
"Central Contra Costa Solid Waste Authority","2020","Misc","2% @ 60",,"3","2","Y","Y","Y",,"4","7","9.3","1558143448","112039"
"Central Contra Costa Solid Waste Authority","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"4","7.25","7.73","1558143448","219486"
"Dinuba, City of","2020","Fire","1/2 @ 55",,"3","2",,,,,"3",,"19.25","1573700529","206350"
"Dinuba, City of","2020","Fire","2% @ 55",,"1","2","Y","Y",,,"3","9","19.25","1573700529","206351"
"Dinuba, City of","2020","Fire","2% @ 55",,"3","2",,,,,"3","9","19.25","1573700529","206352"
"Dinuba, City of","2020","Police","1/2 @ 55",,"3","2",,,,,"3",,"19.25","1573700529","206353"
"Dinuba, City of","2020","Misc","2% @ 55",,"3","2",,,,,"3","7","10.88","1573700529","206343"
"Dinuba, City of","2020","Misc","2% @ 55","Y","3","2",,,,,"0","7","10.88","1573700529","206345"
"Dinuba, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"3","13","13.13","1573700529","112040"
"Dinuba, City of","2020","Fire","1/2 @ 55",,"1","2","Y","Y",,,"3",,"19.25","1573700529","206349"
"Dinuba, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"3","13","13.13","1573700529","110051"
"Dinuba, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"3","6.75","7.59","1573700529","110052"
"Dinuba, City of","2020","Police","1/2 @ 55",,"1","2","Y","Y",,,"3",,"19.25","1573700529","108869"
"Dinuba, City of","2020","Police","2% @ 50",,"1","2","Y","Y",,,"3","9","19.25","1573700529","100864"
"Dinuba, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"3","7","10.88","1573700529","100861"
"Dinuba, City of","2020","Fire","2% @ 50",,"1","2","Y","Y",,,"3","9","19.25","1573700529","100865"
"Dinuba, City of","2020","Misc","2% @ 60",,"3","2",,,,,"3","7","10.88","1573700529","206346"
"Dinuba, City of","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","10.88","1573700529","206348"
"Dinuba, City of","2020","Police","2% @ 55",,"3","2",,,,,"3","9","19.25","1573700529","206355"
"Dinuba, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","10.88","1573700529","100860"
"Dinuba, City of","2020","Police","2% @ 55",,"1","2","Y","Y",,,"3","9","19.25","1573700529","206354"
"Mokelumne Rural Fire District","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1577762632","113829"
"Mokelumne Rural Fire District","2020","Fire","2% @ 50","Y","3","2","Y","Y",,,"0","9","18.19","1577762632","100867"
"Capitol Area Development Authority","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"2","7.25","7.73","1582060797","112041"
"Capitol Area Development Authority","2020","Misc","2% @ 60",,"3","2",,"Y","Y",,"2","7","11.6","1582060797","207704"
"Capitol Area Development Authority","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"2","7","11.6","1582060797","100870"
"Big Bear City Community Services District","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"0","8","14.87","1584416215","110053"
"Big Bear City Community Services District","2020","Misc","2.7% @ 55",,"1","2","Y","Y","Y",,"0","8","14.87","1584416215","110054"
"Big Bear City Community Services District","2020","Misc","2.7% @ 55",,"1","2","Y","Y","Y",,"3","8","14.87","1584416215","100873"
"Big Bear City Community Services District","2020","Fire","3% @ 50","Y","1","2","Y","Y","Y",,"0","9","0","1584416215","100876"
"Big Bear City Community Services District","2020","Fire","3% @ 55","Y","1","2","Y","Y","Y",,"0","9","0","1584416215","108370"
"Big Bear City Community Services District","2020","Misc","2.5% @ 55",,"1","2","Y","Y","Y",,"0","8","12.99","1584416215","110055"
"Big Bear City Community Services District","2020","Misc","2% @ 60",,"1","2",,"Y","Y",,"3","8","14.87","1584416215","206709"
"Big Bear City Community Services District","2020","Misc","2% @ 60",,"1","2",,"Y","Y",,"0","8","14.87","1584416215","206710"
"Big Bear City Community Services District","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"0","7.25","7.73","1584416215","110057"
"Big Bear City Community Services District","2020","Fire","3% @ 50",,"1","2","Y","Y","Y",,"0","9","0","1584416215","112042"
"Big Bear City Community Services District","2020","Fire","2% @ 50","Y","1","2","Y","Y","Y",,"0","9","0","1584416215","206714"
"Big Bear City Community Services District","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"3","8","14.87","1584416215","100872"
"Big Bear City Community Services District","2020","Fire","2.7% @ 57",,"3","2","Y","Y","Y",,"0","12.75","0","1584416215","110056"
"Port San Luis Harbor District","2020","Misc","2% @ 55",,"3","2","Y","Y",,,"0","8","13.35","1586750882","112043"
"Port San Luis Harbor District","2020","Misc","2.7% @ 55","Y","3","2","Y","Y",,,"0","8","13.35","1586750882","100879"
"Port San Luis Harbor District","2020","Police","3% @ 50","Y","3","2","Y","Y",,,"0","9","22.48","1586750882","100881"
"Port San Luis Harbor District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1586750882","110058"
"Port San Luis Harbor District","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1586750882","112044"
"Port San Luis Harbor District","2020","Police","2% @ 50","Y","3","2","Y","Y",,,"0","9","18.19","1586750882","113759"
"Port San Luis Harbor District","2020","Misc","2% @ 60","Y","3","2",,"Y",,,"0","8","13.35","1586750882","208864"
"Port San Luis Harbor District","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","8","13.35","1586750882","100878"
"Port San Luis Harbor District","2020","Police","3% @ 50",,"3","2","Y","Y",,,"0","9","22.48","1586750882","216914"
"Poway, City of","2020","Fire","2% @ 55","Y","3","2",,,,,"0","9","22.48","1599501570","207926"
"Poway, City of","2020","Misc","2% @ 60",,"3","2",,,,,"8","7","8.74","1599501570","207917"
"Poway, City of","2020","Fire","2% @ 50",,"3","2",,,,,"8","9","22.48","1599501570","207923"
"Poway, City of","2020","Fire","2% @ 55",,"3","2",,,,,"8","9","22.48","1599501570","207924"
"Poway, City of","2020","Fire","2% @ 55",,"3","2",,,,,"8","9","22.48","1599501570","207925"
"Poway, City of","2020","Misc","2% @ 62",,"3","2","Y",,,,"8","7","8.74","1599501570","110060"
"Poway, City of","2020","Fire","3% @ 50",,"3","2","Y","Y",,,"8","9","22.48","1599501570","112047"
"Poway, City of","2020","Fire","3% @ 55",,"3","2","Y","Y",,,"8","9","20.64","1599501570","108373"
"Poway, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"8","13","13.13","1599501570","110059"
"Poway, City of","2020","Fire","3% @ 50","Y","3","2","Y","Y",,,"0","9","22.48","1599501570","112046"
"Poway, City of","2020","Misc","2% @ 60",,"3","2","Y",,,,"8","7","8.74","1599501570","108372"
"Poway, City of","2020","Misc","2% @ 55",,"1","2","Y",,,,"8","7","8.74","1599501570","207913"
"Poway, City of","2020","Misc","2% @ 55",,"3","2",,,,,"8","7","8.74","1599501570","207916"
"Poway, City of","2020","Misc","2% @ 55",,"1","2","Y",,,,"8","7","8.74","1599501570","100884"
"Poway, City of","2020","Fire","3% @ 50",,"3","2","Y","Y",,,"8","9","22.48","1599501570","100887"
"Pico Rivera, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","9.58","1600331280","100889"
"Pico Rivera, City of","2020","Misc","2% @ 60",,"3","2",,"Y",,,"4","8","9.58","1600331280","202947"
"Pico Rivera, City of","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"4","7","9.58","1600331280","110063"
"Pico Rivera, City of","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","9.58","1600331280","100891"
"Pico Rivera, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.25","9.58","1600331280","110062"
"Sonoma, City of","2020","Fire","2% @ 50",,"1","2",,"Y","Y",,"3","9","0","1611242837","217044"
"Sonoma, City of","2020","Misc","2% @ 60",,"1","2",,"Y","Y",,"3","7","11.6","1611242837","206014"
"Sonoma, City of","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"3","7.25","7.73","1611242837","110064"
"Sonoma, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y","Y",,"0","7","11.6","1611242837","206013"
"Sonoma, City of","2020","Misc","2% @ 60",,"3","2",,"Y","Y",,"3","7","11.6","1611242837","206017"
"Sonoma, City of","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"3","7","11.6","1611242837","100893"
