"employer_name","fiscal_year","category","actuarial_liabilities","market_value_of_assets","unfunded_liabilities","current_year","prior_year_1","prior_year_2","prior_year_3","employer_code"
"Richmond, City of","2020","2","686317366","469970338","216347027","68.5","68.5","69.7","68.4","2751275565"
"Riverside, City of","2020","1","1462992745","1138310022","324682722","77.8","77.9","78.2","74.3","3165685202"
"Riverside, City of","2020","2","1170505908","830071258","340434649","70.9","71.5","73.2","71.6","3165685202"
"Riverside County Flood Control and Water Conservation District","2020","1","213971705","136343827","77627877","63.7","63.9","65.7","63.9","7613937239"
"Riverside, County of","2020","1","8602935143","6103248893","2499686249","70.9","70.4","71.6","70.1","5982690295"
"Riverside, County of","2020","2","3857810725","2742688692","1115122032","71.1","70.4","71.2","69.2","5982690295"
"Riverside Transit Agency","2020","1","119691644","114590833","5100810","95.7","75.8","77.8","76.1","1702399141"
"Rocklin, City of","2020","1","94335603","65583366","28752236","69.5","69.2","70.5","66.6","7695678946"
"Rohnert Park, City of","2020","1","95002236","68531223","26471012","72.1","72.4","74","70.1","1238309969"
"Roseville, City of","2020","2","364834164","243659808","121174355","66.8","66.6","66.5","64.8","3831513094"
"Roseville, City of","2020","1","727773089","461560819","266212269","63.4","63.2","64.1","62","3831513094"
"Sacramento City Housing Authority","2020","1","175425021","124397398","51027622","70.9","71","73","71.4","6390332398"
"Sacramento, City of","2020","1","1437537209","1031484519","406052689","71.8","71.4","72.7","70.8","7903930500"
"Sacramento, City of","2020","2","2078193827","1382286135","695907691","66.5","66.7","68.4","66.5","7903930500"
"Sacramento Metropolitan Fire District","2020","2","1248290108","805110184","443179923","64.5","65.3","67.3","64.7","2231586717"
"Sacramento Municipal Utility District","2020","1","2378821508","1865011198","513810309","78.4","77.9","76.5","74","1475830462"
"Sacramento Public Library Authority","2020","1","92908015","73044360","19863654","78.6","78.1","79.5","77.1","7193431752"
"Salinas, City of","2020","4","318607796","200923794","117684001","63.1","63.1","65","64.5","3206018329"
"Salinas, City of","2020","1","128712329","91800348","36911980","71.3","70.9","72.2","70.1","3206018329"
"San Andreas Regional Center, Inc.","2020","1","120383375","91141889","29241485","75.7","75.9","77","77.4","7652627336"
"San Benito, County of","2020","1","179971992","126963914","53008077","70.5","70.5","72.1","69.8","1750632294"
"San Bernardino, City of","2020","2","847120305","551424398","295695906","65.1","65.7","67.6","66.9","6652305580"
"San Bernardino, City of","2020","1","604587242","425715567","178871674","70.4","70.4","72","70.3","6652305580"
"San Bernardino County Housing Authority","2020","1","65444147","42575141","22869005","65.1","64.4","65.1","63","3145762046"
"San Bruno, City of","2020","1","149605423","100191286","49414136","67","67","68","65.7","4089864542"
"San Clemente, City of","2020","1","66597664","51138698","15458965","76.8","76.6","79","77.1","5216144622"
"San Diego Association of Governments","2020","1","186100917","127580060","58520856","68.6","67.4","68.2","65.5","2953118763"
"San Diego County Office of Education","2020","1","374921275","270496819","104424455","72.1","72.3","73.7","71.9","3105048192"
"San Diego County Water Authority","2020","1","274484751","201751781","72732969","73.5","73.6","73.4","65.9","7512430360"
"San Diego Trolley, Inc.","2020","1","167089791","129931703","37158087","77.8","77.6","79.5","77.2","2804362881"
"San Francisco Bay Area Rapid Transit District","2020","2","381943125","227016977","154926147","59.4","59.9","60.9","58.8","1135793148"
"San Francisco Bay Area Rapid Transit District","2020","1","2618173479","1940359778","677813700","74.1","74.2","76","74","1135793148"
"San Francisco City and County Housing Authority","2020","1","125758252","107874648","17883603","85.8","85.9","85.1","82.1","5837182027"
"San Francisco, City and County of","2020","2","1485501259","1142982629","342518629","76.9","76.2","77","76","3715108645"
"San Leandro, City of","2020","1","317450113","212889760","104560352","67.1","67.6","69.4","67.4","7713051229"
"San Luis Obispo, City of","2020","1","234600386","144624229","89976156","61.6","60.7","61.6","59.5","7574628515"
"San Marcos, City of","2020","1","149625548","102159651","47465896","68.3","68.1","69.2","62.5","4284426953"
"San Mateo, City of","2020","2","426830446","263317173","163513272","61.7","61.2","62","60.3","3416548531"
"San Mateo, City of","2020","1","288186854","203253308","84933545","70.5","70.7","72.3","70.4","3416548531"
"San Mateo County Transit District","2020","1","376084919","296551861","79533057","78.9","78.7","80.1","78.4","3116480113"
"San Ramon, City of","2020","1","166694692","133707094","32987597","80.2","81.8","84.1","82.7","4889155551"
"Santa Ana, City of","2020","1","948084339","645902345","302181993","68.1","68","68.7","67","4843991156"
"Santa Ana, City of","2020","2","1191809847","787086635","404723211","66","66.6","68.5","67.7","4843991156"
"Santa Barbara, City of","2020","1","639325707","452180323","187145383","70.7","69.8","70.6","68.2","6782000650"
"Santa Barbara, City of","2020","4","294383584","194401905","99981678","66","66.1","67.3","66.4","6782000650"
"Santa Clara, City of","2020","2","822752334","528212617","294539716","64.2","64.7","66","64.6","5184718394"
"Santa Clara, City of","2020","1","786334071","479256169","307077901","60.9","61","62","60.4","5184718394"
"Santa Clara County Central Fire Protection District","2020","2","617002258","424003514","192998743","68.7","69.1","70.5","68","5486958840"
"Santa Clara County Housing Authority","2020","1","70479609","83256444","-12776835","118.1","118.5","106","104.2","6434404540"
"Santa Clara, County of","2020","2","3254544478","2204520067","1050024410","67.7","67.5","68.4","66.5","2402960317"
"Santa Clara, County of","2020","1","11944862372","8320971250","3623891121","69.7","69.5","70.9","68.8","2402960317"
"Santa Clara Valley Transportation Authority","2020","1","498282924","357517079","140765844","71.7","71.3","72.5","70.4","1066201338"
"Santa Clara Valley Water District","2020","1","889898474","628762018","261136455","70.7","70.6","72.1","69.4","4282193951"
"Santa Clarita, City of","2020","1","217977186","172175765","45801420","79","75.8","74.9","72.9","7433720491"
"Santa Cruz, City of","2020","1","434124474","331477462","102647011","76.4","75.9","74.9","72.5","3582898457"
"Santa Cruz, County of","2020","1","1414219194","964982076","449237117","68.2","68.5","70.3","68.5","5468080152"
"Santa Cruz, County of","2020","2","222848646","151664135","71184510","68.1","67.9","69.3","68.8","5468080152"
"Santa Cruz, County of","2020","4","219500466","134393971","85106494","61.2","60.5","61.5","59.9","5468080152"
"Santa Cruz Metropolitan Transit District","2020","1","192306857","127847867","64458989","66.5","66.4","67.4","65.1","1162446343"
"Santa Fe Springs, City of","2020","1","184348239","105454898","78893340","57.2","57.2","58.4","56.6","3397611634"
"Santa Margarita Water District","2020","1","109836610","74501480","35335129","67.8","67.6","68.5","66.3","3747071786"
"Santa Maria, City of","2020","1","258848478","176725959","82122518","68.3","68.3","69.5","67.8","4069543728"
"Santa Monica, City of","2020","3","265485190","181105756","84379433","68.2","68.3","69.8","66.4","6936770431"
"Santa Monica, City of","2020","4","511100277","373671443","137428833","73.1","72.8","73","67.8","6936770431"
"Santa Monica, City of","2020","1","1221092447","946031896","275060550","77.5","76.4","77.3","71.5","6936770431"
"Santa Rosa, City of","2020","1","772772883","567430302","205342580","73.4","73.5","74.8","73.1","5472028534"
"Santa Rosa, City of","2020","4","328386793","212853832","115532960","64.8","64.8","66.9","65.3","5472028534"
"Santa Rosa, City of","2020","3","244355621","166632266","77723354","68.2","67.8","68","66.4","5472028534"
"Shasta, County of","2020","2","263527127","173862611","89664515","66","66","67.6","65.8","7392159845"
"Shasta, County of","2020","1","707528348","516344721","191183626","73","72.7","74.7","72.9","7392159845"
"Simi Valley, City of","2020","2","196213393","132481461","63731931","67.5","67.1","67.9","65.9","4443252244"
"Simi Valley, City of","2020","1","312358009","218852009","93505999","70.1","69.3","69.7","67.6","4443252244"
"Siskiyou, County of","2020","2","102349224","76436818","25912405","74.7","74.4","75.8","74.1","2721600452"
"Siskiyou, County of","2020","1","257480598","176252494","81228103","68.5","68.8","70.8","69.5","2721600452"
"Solano, County of","2020","1","1713776612","1224720832","489055779","71.5","71.3","72.8","71","7688821115"
"Solano, County of","2020","2","546596382","403874795","142721586","73.9","72.7","72.3","70.5","7688821115"
"Sonoma County Library","2020","1","72444789","58435203","14009585","80.7","80.3","80.9","77.3","6462278835"
"South Central Los Angeles Regional Center for Developmentally Disabled Persons","2020","1","87331572","71998121","15333450","82.4","80","79.5","77.5","2739302641"
"Southern California Association of Governments","2020","1","137113157","90812701","46300455","66.2","66.6","67.5","65.4","5083638397"
"Southern California Regional Rail Authority","2020","1","85245591","69104992","16140598","81.1","82","83.6","81.1","5378941366"
"South Gate, City of","2020","1","170562589","128374621","42187967","75.3","75.7","75.9","74.7","7499696720"
"South Lake Tahoe, City of","2020","1","101973097","64179224","37793872","62.9","62.9","64.2","62.4","7101839796"
"South San Francisco, City of","2020","2","350809431","231939143","118870287","66.1","65.8","66.9","65.4","7147827092"
"South San Francisco, City of","2020","1","250948962","163560435","87388526","65.2","65.4","66.7","64.9","7147827092"
"State Bar of California","2020","1","413164213","335829451","77334761","81.3","82","83.3","79.8","6732849460"
"Stockton, City of","2020","2","1161033061","771632498","389400562","66.5","65.9","66.9","66.9","6373973665"
"Stockton, City of","2020","1","751315952","590310297","161005654","78.6","77.5","77.6","75.1","6373973665"
"Sunnyvale, City of","2020","1","649043374","451936426","197106947","69.6","68.7","69.8","67.7","7567930273"
"Sunnyvale, City of","2020","2","612037941","408594213","203443727","66.8","66.4","67.6","65.5","7567930273"
"Sutter, County of","2020","2","146134899","103156362","42978536","70.6","70.6","72.6","69.2","3486621504"
"Sutter, County of","2020","1","442667144","311281725","131385418","70.3","69.7","71.1","68.5","3486621504"
"Sweetwater Authority","2020","1","130160172","83771516","46388655","64.4","64","64.3","61.5","5358201878"
"Tehama, County of","2020","1","270274661","191428996","78845664","70.8","70.9","72.8","70.9","5510681725"
"Tehama, County of","2020","2","97385033","63775594","33609438","65.5","64.9","65.8","63.6","5510681725"
"Temecula, City of","2020","1","132294735","88973463","43321271","67.3","66.9","67.6","64.1","4274393153"
"Thousand Oaks, City of","2020","1","315922729","240127765","75794963","76","75.1","75.7","73","1718650418"
"Torrance, City of","2020","1","666564519","530837278","135727240","79.6","79.1","79.8","76.8","5672521502"
"Torrance, City of","2020","3","382842471","249196097","133646373","65.1","64.9","66.2","64.2","5672521502"
"Torrance, City of","2020","4","597220380","371102530","226117849","62.1","61.8","62.3","60.3","5672521502"
"Tracy, City of","2020","2","203126661","149228175","53898485","73.5","74.1","76.1","74.1","3260816880"
"Tracy, City of","2020","1","171530366","124601928","46928437","72.6","73.4","74.4","72.3","3260816880"
"Tri-Counties Association for the Developmentally Disabled","2020","1","112606571","96758784","15847786","85.9","83.6","82.5","81.7","6850180664"
"Trinity, County of","2020","1","119121279","66309260","52812018","55.7","55.3","56.7","55","6471587186"
"Tulare, City of","2020","1","133174943","92269542","40905400","69.3","68.9","70.3","68.2","7326372145"
"Tuolumne, County of","2020","1","310565868","204205974","106359893","65.8","66.2","68.1","67.3","6076203632"
"Turlock, City of","2020","1","156713285","104268192","52445092","66.5","66.7","67.8","65.5","4043453740"
"Tustin, City of","2020","1","127575789","98567135","29008653","77.3","75.5","76.2","75.2","5687245261"
"Ukiah, City of","2020","1","97517888","59864802","37653085","61.4","61.1","62.4","60.8","2477026415"
"Union City, City of","2020","1","143383480","107200439","36183040","74.8","73.9","76.1","72.7","2699451559"
"Union Sanitary District","2020","1","159124986","103764050","55360935","65.2","65.6","67.5","65.9","6011550262"
"University Enterprises, Inc.","2020","1","74300946","54371848","19929097","73.2","72.7","75","74.9","4469647662"
"Upland, City of","2020","1","137078703","93761964","43316738","68.4","68.6","69.9","68.2","1005915265"
"Vacaville, City of","2020","1","267089384","179340500","87748883","67.1","67.6","68.8","66.7","5009967201"
"Vacaville, City of","2020","2","343036895","220929623","122107271","64.4","63.1","63.4","61.6","5009967201"
"Vallejo, City of","2020","2","515750900","314516745","201234154","61","60.9","61.8","60.1","7921927105"
"Vallejo, City of","2020","1","296233841","182129993","114103847","61.5","61.2","61.4","59.4","7921927105"
"Valley Mountain Regional Center, Inc.","2020","1","93324077","77216507","16107569","82.7","82.9","82.2","83.5","3396370036"
"Ventura, City of","2020","2","415184272","251980630","163203641","60.7","60.2","60.7","59.3","7190826021"
"Ventura, City of","2020","1","305767727","228922750","76844976","74.9","74.7","76.5","75","7190826021"
"Vernon, City of","2020","1","180748853","134027015","46721837","74.2","74.5","77.1","76.4","3431795727"
"Victorville, City of","2020","1","207508366","151026063","56482302","72.8","72.9","75","73.3","2827335760"
"Visalia, City of","2020","2","250871188","184621617","66249570","73.6","72.3","73.6","71","7130443408"
"Visalia, City of","2020","1","245248713","169664276","75584436","69.2","68.4","69.7","67.5","7130443408"
"Vista, City of","2020","1","160963378","118644481","42318896","73.7","72.6","73.7","71","1913340563"
"Walnut Creek, City of","2020","1","233191242","161548811","71642430","69.3","69","69.9","67.3","2530164919"
"Water Employee Services Authority","2020","1","108135135","78344488","29790646","72.5","72","73.5","70.7","1658043308"
"Watsonville, City of","2020","1","158018220","114190261","43827958","72.3","71.9","73","70.7","2152559898"
"West Covina, City of","2020","2","401026203","251586953","149439249","62.7","62.3","63.1","61.8","3963758199"
"West Covina, City of","2020","1","163092544","115368161","47724382","70.7","70.8","72.5","71.4","3963758199"
"West Hollywood, City of","2020","1","187294227","134621887","52672339","71.9","70.9","71.4","68.6","6026260260"
"Westminster, City of","2020","1","142306075","96161105","46144969","67.6","68.1","69.2","66.9","5339970252"
"West Sacramento, City of","2020","1","140954334","99029310","41925023","70.3","69.5","70.5","67.6","4259962247"
"Whittier, City of","2020","2","224427209","134931224","89495984","60.1","59.4","60.3","59.7","5028070334"
"Whittier, City of","2020","1","206692707","154218828","52473878","74.6","74","74.9","73.8","5028070334"
"Woodland, City of","2020","1","141744233","88441869","53302363","62.4","62.5","63.2","61.4","3497730642"
"Woodland, City of","2020","2","164497891","109300841","55197049","66.4","66.4","66.1","65.2","3497730642"
"Yolo, County of","2020","1","788803907","521305474","267498432","66.1","66.1","67.4","65.3","6380137448"
"Yolo, County of","2020","2","245793550","163046768","82746781","66.3","65.6","66.3","64.3","6380137448"
"Yorba Linda, City of","2020","1","78455461","55276066","23179394","70.5","69.3","69.7","67.6","6908104753"
"Yuba City, City of","2020","1","132061424","95793396","36268027","72.5","71.1","71.5","67.5","6515248486"
"Yuba, County of","2020","2","146604295","96212762","50391532","65.6","66.1","67.1","65.4","3649506927"
"Yuba, County of","2020","1","372176852","245490012","126686839","66","66.2","67.6","66.5","3649506927"
"Alameda Alliance for Health","2019","1","41540720","40071418","1469302.41","96.5","99.7","97.8","104.2","3186054072"
"Alameda, City of","2019","1","298673668","213616419","85057248.62","71.5","72.5","70.5","76.5","6261532335"
"Alameda, City of","2019","2","466937250","278904072","188033178.23","59.7","59","57.9","62.7","6261532335"
"Alameda County Fire Department","2019","2","469964704","344774745","125189959.2","73.4","74.9","72.4","78.2","6496722114"
"Alameda County Water District","2019","1","266287858","185969049","80318808.57","69.8","68","64.7","68.5","5819666550"
"Alhambra, City of","2019","2","284057335","189811176","94246159.29","66.8","68.5","66.5","70.1","2546057773"
"Alhambra, City of","2019","1","177608446","135996230","41612215.84","76.6","78.1","75.2","79.1","2546057773"
"Alta California Regional Center, Inc.","2019","1","106756294","78839204","27917089.8","73.8","74.1","74.8","79.9","6051653640"
"Amador, County of","2019","1","158006770","105640886","52365884.43","66.9","68.7","67.5","72.9","4367673667"
"Anaheim, City of","2019","1","1455034735","1014033704","441001031.2","69.7","70.3","68","73.7","6207170049"
"Anaheim, City of","2019","4","809187846","567889729","241298116.9","70.2","71.3","69.2","74.8","6207170049"
"Anaheim, City of","2019","3","451623081","316715430","134907651.25","70.1","71.3","69.6","74.6","6207170049"
"Antelope Valley Schools Transportation Agency","2019","1","47972656","36107226","11865430.41","75.3","77.9","75.9","83.1","6550197981"
"Antioch, City of","2019","1","182377368","122544551","59832817.17","67.2","67.5","65.1","69.4","7701602999"
"Arcadia, City of","2019","2","263455296","159757550","103697745.69","60.6","61.1","59.2","63.4","1676318862"
"Arcadia, City of","2019","1","156969394","106518485","50450908.6","67.9","68.9","66.6","70.9","1676318862"
"Azusa, City of","2019","1","155388663","113412988","41975674.71","73","74.8","72.9","78.7","4050337614"
"Bakersfield, City of","2019","1","579061879","405562691","173499188.34","70","70.9","68.5","72.9","3050192847"
"Bakersfield, City of","2019","3","295515940","209529022","85986918.45","70.9","71.5","69.7","74.8","3050192847"
"Bakersfield, City of","2019","4","515892493","320278865","195613627.55","62.1","62.6","60.9","64.7","3050192847"
"Baldwin Park, City of","2019","1","84639632","58870902","25768729.61","69.6","70.7","69.4","75.3","2485886186"
"Banning, City of","2019","1","77866881","50963724","26903156.63","65.4","67.1","64.9","69","2317277676"
"Bay Area Air Quality Management District","2019","1","325716303","239406402","86309901.48","73.5","75.1","72.8","78","1866236624"
"Benicia, City of","2019","1","117929275","86368436","31560839.14","73.2","75.2","72.9","77.8","2572957638"
"Berkeley, City of","2019","3","279630344","197083361","82546983.08","70.5","71.8","69.9","75","4652939061"
"Berkeley, City of","2019","1","1051185636","736417944","314767692.04","70.1","71.6","69.6","74.4","4652939061"
"Berkeley, City of","2019","4","424284336","258124809","166159527","60.8","61.2","59.5","63.5","4652939061"
"Beverly Hills, City of","2019","2","506097212","332893344","173203868.02","65.8","67.3","64.9","69.8","5284239652"
"Beverly Hills, City of","2019","1","403641212","296063023","107578188.79","73.3","74","71.3","75.3","5284239652"
"Brea, City of","2019","1","148823699","106834163","41989535.57","71.8","73.3","71.9","77.1","5656211102"
"Brea, City of","2019","2","266487569","171279297","95208272.22","64.3","65.8","64.1","69","5656211102"
"Brentwood, City of","2019","1","138927346","103177914","35749431.83","74.3","74.7","70.8","76.1","7588583620"
"Buena Park, City of","2019","1","145043589","101163530","43880059.27","69.7","71.1","69.4","74.1","7431146835"
"Burbank, City of","2019","4","321822028","221821559","100000469.41","68.9","70.2","68.6","73.8","2580244717"
"Burbank, City of","2019","3","247824385","185759854","62064531.23","75","76.5","74.6","80.4","2580244717"
"Burbank, City of","2019","1","916087173","687269532","228817641.24","75","76","73.4","78.3","2580244717"
"Burlingame, City of","2019","1","151868465","110285911","41582553.79","72.6","73.7","71.8","77.3","1429123533"
"Butte, County of","2019","1","767101771","547745153","219356618.1","71.4","73.8","72.5","77.9","7607918484"
"Butte, County of","2019","2","219430661","152050214","67380447.27","69.3","71.1","69.4","75.1","7607918484"
"Calaveras, County of","2019","1","188838720","132279332","56559387.77","70","71.2","69.5","74.3","1957548103"
"Cal Poly Corporation","2019","1","85391158","62696353","22694804.85","73.4","75.3","74.3","80.8","5301694017"
"Camarillo, City of","2019","1","115224162","84110452","31113709.52","73","73.2","69.3","73.9","4455599675"
"Campbell, City of","2019","1","113121107","81618443","31502664.05","72.2","73.7","71.1","76.9","2284247568"
"Carlsbad, City of","2019","1","392462997","300350224","92112773.38","76.5","74.3","69.9","74.3","3747905882"
"Carlsbad, City of","2019","2","307725897","219697334","88028562.79","71.4","72.4","69.3","74.6","3747905882"
"Carson, City of","2019","1","298114395","193131026","104983369.03","64.8","65.4","63","67.6","1835910357"
"Central Contra Costa Transit Authority","2019","1","99433809","89262391","10171417.69","89.8","91.5","88.9","95.8","2146548042"
"Central Valley Regional Center, Inc.","2019","1","133446625","115528789","17917836.38","86.6","90.1","93.2","99.1","5271394619"
"Cerritos, City of","2019","1","242230417","170922951","71307465.73","70.6","72.2","69.1","72.9","3202987374"
"Chico, City of","2019","2","228259073","154414078","73844995.4","67.6","68.8","66.5","72","6818749730"
"Chico, City of","2019","1","192964848","125774304","67190544.49","65.2","65.8","63.9","67.8","6818749730"
"Chino, City of","2019","1","187641453","173025211","14616242.23","92.2","73.4","72.1","78.2","6931700878"
"Chula Vista, City of","2019","1","560624186","376419218","184204968.15","67.1","67.4","64","68","4698580102"
"Chula Vista, City of","2019","2","531027850","369695062","161332787.59","69.6","71","69.3","74.8","4698580102"
"Claremont, City of","2019","1","103385578","69151959","34233618.61","66.9","68.5","65.5","69.9","2072700019"
"Clovis, City of","2019","1","210668252","145319433","65348819.04","69","70.3","68.5","73.5","1662820276"
"Clovis, City of","2019","2","224135728","140147183","83988545.25","62.5","64.1","62.4","67.7","1662820276"
"Coachella Valley Water District","2019","1","416508525","266118786","150389738.67","63.9","64.7","62.3","67.2","2760458496"
"Coastal Developmental Services Fdn Dba Westside Regional Center","2019","1","71395673","57935245","13460427.84","81.1","82.5","84.5","92.6","7433675132"
"Colton, City of","2019","1","154671578","107444010","47227568.39","69.5","71.6","70.4","76.2","1959058023"
"Colusa, County of","2019","1","165468473","99356094","66112378.92","60","61.2","60.1","65.1","6882588749"
"Commerce, City of","2019","1","116194512","82769217","33425294.91","71.2","72.9","71.5","77.3","1958786993"
"Compton, City of","2019","1","218820968","140007071","78813897.18","64","65","62.4","67.4","1001685032"
"Concord, City of","2019","1","233460072","147670444","85789628.27","63.3","64.5","63.5","67.9","7341818712"
"Concord, City of","2019","2","284283759","174280753","110003005.8","61.3","63","63","67.3","7341818712"
"Conejo Recreation and Park District","2019","1","67066239","51841145","15225094.39","77.3","78.3","76.6","83.5","2176990821"
"Cooperative Personnel Services","2019","1","62851786","56577646","6274139.7","90","92.9","91.7","99.3","3920146584"
"Corona, City of","2019","1","364095480","238185795","125909684.93","65.4","62.7","60.1","63.6","1307714161"
"Corona, City of","2019","4","263305426","167871298","95434128.14","63.8","64.9","62.9","67","1307714161"
"Coronado, City of","2019","1","108446440","84091494","24354945.7","77.5","78.6","75.9","80.7","1057970246"
"Costa Mesa, City of","2019","1","290905067","187562052","103343015.39","64.5","65.8","63","67.7","5937664258"
"Costa Mesa, City of","2019","4","307789697","180547341","127242355.6","58.7","58.7","56.8","61.3","5937664258"
"Cosumnes Community Services District","2019","1","55080081","40820775","14259306.35","74.1","77.6","80","75","6941382455"
"Cosumnes Community Services District","2019","2","197744869","131903677","65841191.82","66.7","68.9","67","68.6","6941382455"
"Covina, City of","2019","1","94438860","63814473","30624387.45","67.6","69.9","68.6","71.6","6374196181"
"Cucamonga Valley Water District","2019","1","92052642","64699270","27353372.19","70.3","71.4","68.1","73.3","7516476876"
"Culver City, City of","2019","1","314886836","213552355","101334481.23","67.8","69.4","67","71.1","5061097655"
"Culver City, City of","2019","2","403009226","249424088","153585137.8","61.9","63","61.6","66.5","5061097655"
"Cupertino, City of","2019","1","141033621","93550299","47483321.76","66.3","68.1","65.8","70.1","5045997158"
"Daly City, City of","2019","1","326775942","252257682","74518260.39","77.2","78.4","75.7","81.9","6727554025"
"Daly City, City of","2019","2","343992987","240061593","103931394.1","69.8","72.4","70.9","77.2","6727554025"
"Davis, City of","2019","1","223166134","143689409","79476724.72","64.4","65.5","63.7","68.7","6213369926"
"Del Norte, County of","2019","1","136236006","92963317","43272689.15","68.2","70.2","68.4","72.6","2628696052"
"Downey, City of","2019","1","201388360","137683265","63705094.64","68.4","69.1","67.4","72.4","1504613451"
"Downey, City of","2019","2","415089252","276237943","138851308.99","66.5","67.8","66.7","71.1","1504613451"
"East Bay Regional Park District","2019","1","339754161","236539887","103214274.47","69.6","70.7","67.6","71.7","7703330070"
"Eastern Municipal Water District","2019","1","463981295","317582172","146399122.55","68.4","69.6","67.7","72.3","4327726225"
"El Cajon, City of","2019","1","233570524","156241053","77329471.16","66.9","68.2","65.8","70.5","3551608662"
"El Cajon, City of","2019","2","329637443","202843543","126793899.51","61.5","62.5","61.3","65.6","3551608662"
"El Centro, City of","2019","1","81135271","63790572","17344698.95","78.6","79.6","77.7","84.4","5941230462"
"El Dorado, County of","2019","2","381360175","236422600","144937574.52","62","62.8","61.4","65.2","4797218318"
"El Dorado, County of","2019","1","763958777","520512801","243445975.99","68.1","69.4","67.1","72.3","4797218318"
"El Dorado Irrigation District","2019","1","170065697","104148616","65917081.07","61.2","61.8","60.1","63.1","1495331615"
"El Monte, City of","2019","2","322502580","234752295","87750285.38","72.8","72.6","69.8","74","6241013965"
"El Monte, City of","2019","1","163468511","118831586","44636924.98","72.7","72.9","69.4","73.4","6241013965"
"El Segundo, City of","2019","1","119367106","85063117","34303989.18","71.3","71.4","69.7","75","2657082556"
"Encinitas, City of","2019","1","111323617","84685674","26637942.75","76.1","76.3","73","76.2","7856446300"
"Escondido, City of","2019","1","435500135","294879711","140620424.08","67.7","68.5","65.8","70.3","1545398590"
"Escondido, City of","2019","2","408449545","285329603","123119941.52","69.9","70.8","68.6","73.7","1545398590"
"Eureka, City of","2019","1","105716378","66779557","38936821.01","63.2","64.2","62.7","66.8","3720044028"
"Fairfield, City of","2019","1","335174369","234503203","100671166.13","70","71.4","70","75.6","1879515394"
"Fairfield, City of","2019","2","316812348","217142269","99670078.54","68.5","70.9","69.7","74.8","1879515394"
"Far Northern Coordinating Council on Developmental Disabilities","2019","1","58019777","46842169","11177607.94","80.7","80.7","82.8","90.4","1548890922"
"Folsom, City of","2019","1","229306126","146733967","82572158.94","64","65.1","64.8","68.4","5310946449"
"Folsom, City of","2019","2","201515597","124433365","77082231.68","61.7","62.2","61.2","65.9","5310946449"
"Fontana, City of","2019","2","272946997","167117927","105829070","61.2","62.6","60.7","64.7","1650909259"
"Fontana, City of","2019","1","213651602","152866595","60785007.33","71.5","73.8","71.4","76.1","1650909259"
"Foster City, City of","2019","1","118644515","81833844","36810671.35","69","0","0","0","1673139670"
"Fremont, City of","2019","2","714198892","450799089","263399803.44","63.1","64.4","63.1","67.6","2378859287"
"Fremont, City of","2019","1","519066586","375094902","143971683.92","72.3","72.4","69.1","72.9","2378859287"
"Fresno City Housing Authority","2019","1","40510012","31053595","9456417.38","76.7","79.9","79.6","86.3","3809879183"
"Fresno County Housing Authority","2019","1","36085470","26375869","9709601.33","73.1","77","76.4","83.9","7736774172"
"Fullerton, City of","2019","1","298466112","222904574","75561537.61","74.7","75.5","73.7","79.6","3608564961"
"Fullerton, City of","2019","2","505600262","324880143","180720118.71","64.3","65.2","64","69.2","3608564961"
"Galt, City of","2019","1","45823928","32390247","13433681.26","70.7","71.5","69.9","74.9","6038671520"
"Gardena, City of","2019","1","171150423","125210201","45940221.81","73.2","75.9","74.5","80.8","4916209368"
"Garden Grove, City of","2019","2","546234958","348316850","197918107.94","63.8","65","63.1","68","4553365413"
"Garden Grove, City of","2019","1","326674105","225361716","101312389.07","69","70.1","67.1","71","4553365413"
"Gilroy, City of","2019","1","114142332","78514090","35628242.17","68.8","71.1","69.7","72.9","2484813561"
"Gilroy, City of","2019","2","166875721","113589955","53285766.02","68.1","68.2","66","70.6","2484813561"
"Glendale, City of","2019","2","873688382","574528149","299160233.1","65.8","66.8","64.9","69.7","7588227145"
"Glendale, City of","2019","1","1161964411","842093106","319871304.75","72.5","73.9","72.1","77.4","7588227145"
"Glendora, City of","2019","1","107855874","77750851","30105022.87","72.1","73","71.3","76","3884368391"
"Glenn, County of","2019","1","193095536","118237585","74857950.53","61.2","63.4","62.5","67.5","3880586994"
"Gold Coast Transit","2019","1","57112357","43238028","13874328.73","75.7","77.1","74.5","79.6","3767894911"
"Golden Gate Bridge Highway and Transportation District","2019","1","436656234","312979498","123676735.93","71.7","71.5","68.2","72.7","3087042275"
"Hanford, City of","2019","1","107508531","81175019","26333511.79","75.5","75.4","70.5","72.5","5052486602"
"Hawthorne, City of","2019","1","200331806","146643644","53688162.09","73.2","73.8","71.6","77.2","2458670034"
"Hayward Area Recreation and Park District","2019","1","84147584","56934611","27212972.97","67.7","69.4","66.5","70.6","2890833478"
"Hayward, City of","2019","3","306090827","187172577","118918249.74","61.1","62.1","61.2","66.3","4829348799"
"Hayward, City of","2019","4","406281633","243851978","162429654.81","60","61.3","59.2","63.3","4829348799"
"Hayward, City of","2019","1","473968195","305866109","168102085.59","64.5","65.9","64.2","69.4","4829348799"
"Helix Water District","2019","1","138984231","92499559","46484672.03","66.6","68.1","65.8","70.6","6878685786"
"Hemet, City of","2019","1","124581736","87625985","36955750.65","70.3","71.2","68.1","72.5","7650881726"
"Hemet, City of","2019","2","183567738","114266773","69300964.88","62.2","63.8","62.4","66.6","7650881726"
