"entity_name","entity_id","fiscal_year","_1_year_dollar_weighted_rate_of_return","_3_year_dollar_weighted_rate_of_return","_5_year_dollar_weighted_rate_of_return","_1_year_time_weighted_rate_of_return","_3_year_time_weighted_rate_of_return","_5_year_time_weighted_rate_of_return"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20122013","13.7","12.2","6","NULL","NULL","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20112012","NULL","NULL","NULL","0.1","12.3","2.2"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20102011","NULL","NULL","NULL","24","5.6","5.4"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20092010","NULL","NULL","NULL","13.5","-3.9","2.8"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20082009","NULL","NULL","NULL","-17","-3.1","1.9"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20072008","NULL","NULL","NULL","-5.9","6.7","9.1"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20062007","NULL","NULL","NULL","16.4","12.1","11.3"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20052006","NULL","NULL","NULL","10.9","12.2","6.9"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20042005","NULL","NULL","NULL","9.1","9.7","3.3"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20032004","NULL","NULL","NULL","16.7","4.8","3.6"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20152016","NULL","NULL","NULL","-0.2","5.8","6"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20142015","NULL","NULL","NULL","1.8","10.9","11.1"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20132014","NULL","NULL","NULL","17.8","10.3","13.6"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20122013","NULL","NULL","NULL","13.7","12.2","6"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20112012","NULL","NULL","NULL","0.1","12.3","2.2"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20102011","NULL","NULL","NULL","24","5.6","5.4"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20092010","NULL","NULL","NULL","13.5","-3.9","2.8"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20082009","NULL","NULL","NULL","-17","-3.1","1.9"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20072008","NULL","NULL","NULL","-5.9","6.7","9.1"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20062007","NULL","NULL","NULL","16.4","12.1","11.3"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20052006","NULL","NULL","NULL","10.9","12.2","6.9"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20042005","NULL","NULL","NULL","9.1","9.7","3.3"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20032004","NULL","NULL","NULL","16.7","4.8","3.6"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20152016","NULL","NULL","NULL","-0.2","5.8","6"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20142015","NULL","NULL","NULL","1.8","10.9","11.1"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20132014","NULL","NULL","NULL","17.8","10.3","13.6"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20122013","NULL","NULL","NULL","13.7","12.2","6"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20112012","NULL","NULL","NULL","0.1","12.3","2.2"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20102011","NULL","NULL","NULL","24","5.6","5.4"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20092010","NULL","NULL","NULL","13.5","-3.9","2.8"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20082009","NULL","NULL","NULL","-17","-3.1","1.9"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20072008","NULL","NULL","NULL","-5.9","6.7","9.1"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20062007","NULL","NULL","NULL","16.4","12.1","11.3"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20052006","NULL","NULL","NULL","10.9","12.2","6.9"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20042005","NULL","NULL","NULL","9.1","9.7","3.3"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20032004","NULL","NULL","NULL","16.7","4.8","3.6"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20152016","NULL","NULL","NULL","-0.2","5.8","6"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20142015","NULL","NULL","NULL","1.8","10.9","11.1"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20132014","NULL","NULL","NULL","17.8","10.3","13.6"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20122013","NULL","NULL","NULL","13.7","12.2","6"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20112012","NULL","NULL","NULL","0.1","12.3","2.2"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20102011","NULL","NULL","NULL","24","5.6","5.4"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20092010","NULL","NULL","NULL","13.5","-3.9","2.8"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20082009","NULL","NULL","NULL","-17","-3.1","1.9"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20072008","NULL","NULL","NULL","-5.9","6.7","9.1"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20062007","NULL","NULL","NULL","16.4","12.1","11.3"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20052006","NULL","NULL","NULL","10.9","12.2","6.9"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20042005","NULL","NULL","NULL","9.1","9.7","3.3"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20032004","NULL","NULL","NULL","16.7","4.8","3.6"
"Madera Irrigation District 401(k) Pension Plan","8295","20142015","NULL","NULL","NULL","NULL","NULL","NULL"
"Madera Irrigation District 401(k) Pension Plan","8295","20132014","0","0","0","0","0","0"
"Madera Irrigation District 401(k) Pension Plan","8295","20122013","NULL","NULL","NULL","NULL","NULL","0"
"Marin County Employees' Retirement Association","7264","20152016","NULL","NULL","NULL","10.09","7.85","11.95"
"Marin County Employees' Retirement Association","7264","20142015","NULL","NULL","NULL","5.15","13.17","13.02"
"Marin County Employees' Retirement Association","7264","20132014","NULL","NULL","NULL","18.75","11.97","13.77"
"Marin County Employees' Retirement Association","7264","20122013","0","0","0","0","0","0"
"Marin County Employees' Retirement Association","7264","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Marin County Employees' Retirement Association","7264","20102011","NULL","NULL","NULL","23.5","2.3","3.3"
"Marin County Employees' Retirement Association","7264","20092010","NULL","NULL","NULL","8.88","-6.26","1.91"
"Marin County Employees' Retirement Association","7264","20082009","NULL","NULL","NULL","-19.32","-3.52","2.18"
"Marin County Employees' Retirement Association","7264","20072008","NULL","NULL","NULL","-6.12","7.82","10.34"
"Marin County Employees' Retirement Association","7264","20052006","NULL","NULL","NULL","12.63","13.69","6.85"
"Marin County Employees' Retirement Association","7264","20042005","NULL","NULL","NULL","10.13","9.7","3.76"
"Marin County Employees' Retirement Association","7264","20032004","NULL","NULL","NULL","18.48","3.94","3.89"
"Mendocino County Employees' Retirement Association","7265","20152016","NULL","NULL","NULL","2.19","6","6.18"
"Mendocino County Employees' Retirement Association","7265","20142015","NULL","NULL","NULL","3.11","11.72","10.95"
"Mendocino County Employees' Retirement Association","7265","20132014","NULL","NULL","NULL","18.07","10.19","13.29"
"Mendocino County Employees' Retirement Association","7265","20122013","NULL","NULL","NULL","14.52","11.36","5.71"
"Mendocino County Employees' Retirement Association","7265","20112012","NULL","NULL","NULL","-1.04","11.35","2.09"
"Mendocino County Employees' Retirement Association","7265","20102011","NULL","NULL","NULL","21.87","5.22","5.76"
"Mendocino County Employees' Retirement Association","7265","20092010","NULL","NULL","NULL","14.47","-2.76","3.99"
"Mendocino County Employees' Retirement Association","7265","20082009","NULL","NULL","NULL","-16.5","-1.76","3.33"
"Mendocino County Employees' Retirement Association","7265","20072008","NULL","NULL","NULL","-3.82","8.36","10.74"
"Mendocino County Employees' Retirement Association","7265","20062007","NULL","NULL","NULL","18.2","13.62","12.94"
"Mendocino County Employees' Retirement Association","7265","20052006","12.1","13.62","8.51","NULL","NULL","NULL"
"Mendocino County Employees' Retirement Association","7265","20042005","2.75","11.57","5.24","NULL","NULL","NULL"
"Mendocino County Employees' Retirement Association","7265","20032004","-0.67","6.58","5.87","NULL","NULL","NULL"
"Merced County Employees' Retirement Association","7266","20152016","NULL","NULL","NULL","0.6","7","6.4"
"Merced County Employees' Retirement Association","7266","20142015","NULL","NULL","NULL","3.2","11","10.9"
"Merced County Employees' Retirement Association","7266","20132014","NULL","NULL","NULL","17.9","9.5","13"
"Merced County Employees' Retirement Association","7266","20122013","NULL","NULL","NULL","12.4","11.2","4.2"
"Merced County Employees' Retirement Association","7266","20112012","NULL","NULL","NULL","-1","11.5","0.5"
"Merced County Employees' Retirement Association","7266","20102011","NULL","NULL","NULL","23.6","3.3","4"
"Merced County Employees' Retirement Association","7266","20092010","NULL","NULL","NULL","13.4","-5.7","1.3"
"Merced County Employees' Retirement Association","7266","20082009","NULL","NULL","NULL","-21.4","-4.6","0.6"
"Merced County Employees' Retirement Association","7266","20072008","NULL","NULL","NULL","-6","6.1","8.2"
"Merced County Employees' Retirement Association","7266","20062007","NULL","NULL","NULL","17.4","11.7","10.7"
"Merced County Employees' Retirement Association","7266","20052006","NULL","NULL","NULL","8.3","10.4","6.2"
"Merced County Employees' Retirement Association","7266","20042005","NULL","NULL","NULL","9.5","9.4","3.9"
"Merced County Employees' Retirement Association","7266","20032004","NULL","NULL","NULL","13.3","4.4","4"
"Modesto Irrigation District Basic Retirement Plan","7186","20152016","-0.26","8.71","7.61","NULL","NULL","NULL"
"Modesto Irrigation District Basic Retirement Plan","7186","20142015","NULL","NULL","NULL","7.96","11.31","9.58"
"Modesto Irrigation District Basic Retirement Plan","7186","20132014","NULL","NULL","NULL","14.93","9.49","15.48"
"Modesto Irrigation District Basic Retirement Plan","7186","20122013","NULL","NULL","NULL","11.26","5.43","7.59"
"Modesto Irrigation District Basic Retirement Plan","7186","20112012","NULL","NULL","NULL","8.48","17.14","3.81"
"Modesto Irrigation District Basic Retirement Plan","7186","20102011","NULL","NULL","NULL","12","3.02","5.23"
"Modesto Irrigation District Basic Retirement Plan","7186","20092010","NULL","NULL","NULL","25.61","0.1","3.29"
"Modesto Irrigation District Basic Retirement Plan","7186","20082009","NULL","NULL","NULL","-23.16","-3.21","0"
"Modesto Irrigation District Basic Retirement Plan","7186","20072008","NULL","NULL","NULL","5","8.3","11.7"
"Modesto Irrigation District Basic Retirement Plan","7186","20062007","NULL","NULL","NULL","12.2","10.3","8.8"
"Modesto Irrigation District Basic Retirement Plan","7186","20052006","NULL","NULL","NULL","7.8","13.9","5.7"
"Modesto Irrigation District Basic Retirement Plan","7186","20042005","NULL","NULL","NULL","10.9","8","4.8"
"Modesto Irrigation District Basic Retirement Plan","7186","20032004","NULL","NULL","NULL","23.5","3.4","4.7"
"Modesto Irrigation District Basic Retirement Plan","7186","20022003","NULL","NULL","NULL","-8.1","-2.7","3"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20152016","0","0","0","NULL","NULL","NULL"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20142015","0","0","0","NULL","NULL","NULL"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20132014","NULL","NULL","NULL","NULL","NULL","NULL"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20112012","0","0","0","0","0","0"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20102011","NULL","NULL","NULL","NULL","NULL","NULL"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20092010","0","0","0","0","0","0"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20082009","0","0","0","0","0","0"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20052006","NULL","NULL","NULL","NULL","NULL","NULL"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20042005","NULL","NULL","NULL","NULL","NULL","NULL"
"North of the River Recreation and Park District Pension Trust Fund","7152","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"North of the River Recreation and Park District Pension Trust Fund","7152","20062007","NULL","NULL","NULL","NULL","NULL","NULL"
"North of the River Recreation and Park District Pension Trust Fund","7152","20052006","NULL","NULL","NULL","NULL","NULL","NULL"
"North of the River Recreation and Park District Pension Trust Fund","7152","20042005","0","0","0","0","0","0"
"North of the River Recreation and Park District Pension Trust Fund","7152","20032004","0","0","0","0","0","0"
"North of the River Recreation and Park District Pension Trust Fund","7152","20022003","NULL","NULL","NULL","NULL","NULL","NULL"
"North Tahoe Public Utility District Money Purchase Pension Plan","7169","20142015","NULL","NULL","NULL","NULL","NULL","NULL"
"North Tahoe Public Utility District Money Purchase Pension Plan","7169","20132014","0","NULL","NULL","NULL","NULL","NULL"
"North Tahoe Public Utility District Money Purchase Pension Plan","7169","20122013","0","NULL","NULL","NULL","NULL","NULL"
"North Tahoe Public Utility District Money Purchase Pension Plan","7169","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"North Tahoe Public Utility District Money Purchase Pension Plan","7169","20102011","NULL","NULL","NULL","NULL","NULL","NULL"
"North Tahoe Public Utility District Money Purchase Pension Plan","7169","20092010","0","NULL","NULL","NULL","NULL","NULL"
"North Tahoe Public Utility District Money Purchase Pension Plan","7169","20082009","NULL","NULL","NULL","NULL","NULL","NULL"
"Orange County Employees' Retirement System","7267","20152016","NULL","NULL","NULL","0.09","5.29","5.71"
"Orange County Employees' Retirement System","7267","20142015","NULL","NULL","NULL","4.93","9.39","8.06"
"Orange County Employees' Retirement System","7267","20132014","NULL","NULL","NULL","11.14","7.93","10.72"
"Orange County Employees' Retirement System","7267","20122013","NULL","NULL","NULL","12.26","8.1","3.49"
"Orange County Employees' Retirement System","7267","20112012","NULL","NULL","NULL","0.74","10.07","3.2"
"Orange County Employees' Retirement System","7267","20102011","NULL","NULL","NULL","11.7","1.63","5.71"
"Orange County Employees' Retirement System","7267","20092010","NULL","NULL","NULL","18.52","1.34","5.16"
"Orange County Employees' Retirement System","7267","20082009","NULL","NULL","NULL","-20.71","-0.1","3.87"
"Orange County Employees' Retirement System","7267","20072008","NULL","NULL","NULL","10.75","11.03","12.81"
"Orange County Employees' Retirement System","7267","20062007","NULL","NULL","NULL","13.55","11.25","9.3"
"Orange County Employees' Retirement System","7267","20052006","NULL","NULL","NULL","8.83","13.26","5.86"
"Orange County Employees' Retirement System","7267","20042005","NULL","NULL","NULL","11.4","8.07","4.76"
"Orange County Employees' Retirement System","7267","20032004","NULL","NULL","NULL","19.84","3.12","5.55"
"Orange County Employees' Retirement System","7267","20022003","NULL","NULL","NULL","-5.46","-1.87","4.27"
"Orange County Water District Money Purchase and Cash Balance Retirement Plans","7179","20152016","0","0","0","0","0","0"
"Orange County Water District Money Purchase and Cash Balance Retirement Plans","7179","20142015","0","0","0","0","0","0"
"Orange County Water District Money Purchase and Cash Balance Retirement Plans","7179","20122013","NULL","NULL","NULL","NULL","NULL","NULL"
"Orange County Water District Money Purchase and Cash Balance Retirement Plans","7179","20112012","0","0","0","0","0","0"
"Orange County Water District Money Purchase and Cash Balance Retirement Plans","7179","20102011","0","0","0","0","0","0"
"Orange County Water District Money Purchase and Cash Balance Retirement Plans","7179","20092010","0","0","0","0","0","0"
"Orange County Water District Money Purchase and Cash Balance Retirement Plans","7179","20082009","0","0","0","0","0","0"
"Orange County Water District Money Purchase and Cash Balance Retirement Plans","7179","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Orange County Water District Money Purchase and Cash Balance Retirement Plans","7179","20062007","0","0","0","0","0","0"
"Palm Springs Aerial Tramway Restated Pension Plan","11123","20112012","NULL","NULL","NULL","3.8","9.94","2.27"
"Palm Springs Aerial Tramway Restated Pension Plan","11123","20102011","NULL","NULL","NULL","16.72","3.35","4.48"
"PARS Participant Directed Investment Program Trust","10523","20152016","0","NULL","NULL","NULL","NULL","NULL"
"PARS Participant Directed Investment Program Trust","10523","20142015","0","NULL","NULL","NULL","NULL","NULL"
"PARS Participant Directed Investment Program Trust","10523","20132014","0","NULL","NULL","NULL","NULL","NULL"
"PARS Participant Directed Investment Program Trust","10523","20122013","0","NULL","NULL","NULL","NULL","NULL"
"PARS Participant Directed Investment Program Trust","10523","20102011","0","NULL","NULL","NULL","NULL","NULL"
"PARS Participant Directed Investment Program Trust","10523","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System","7217","20152016","0","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System","7217","20142015","0","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System","7217","20132014","0","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System","7217","20122013","0","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System","7217","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System","7217","20102011","0","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System","7217","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System Defined Benefit Plans","7215","20152016","0","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System Defined Benefit Plans","7215","20142015","0","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System Defined Benefit Plans","7215","20132014","0","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System Defined Benefit Plans","7215","20122013","0","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System Defined Benefit Plans","7215","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System Defined Benefit Plans","7215","20102011","0","0","0","0","0","0"
"Public Agency Retirement System Defined Benefit Plans","7215","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"Public Agency Retirement System Defined Benefit Plans","7215","20082009","0","0","0","0","0","0"
"Public Agency Retirement System Defined Benefit Plans","7215","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Sacramento County Employees' Retirement System","7268","20152016","NULL","NULL","NULL","-0.6","5.9","6.2"
"Sacramento County Employees' Retirement System","7268","20142015","NULL","NULL","NULL","2.5","10.6","10.8"
"Sacramento County Employees' Retirement System","7268","20132014","NULL","NULL","NULL","16.6","9.9","13"
"Sacramento County Employees' Retirement System","7268","20122013","NULL","NULL","NULL","13.2","11.9","4.3"
"Sacramento County Employees' Retirement System","7268","20112012","NULL","NULL","NULL","0.5","11.8","0.8"
"Sacramento County Employees' Retirement System","7268","20102011","NULL","NULL","NULL","22.7","2.7","4.1"
"Sacramento County Employees' Retirement System","7268","20092010","NULL","NULL","NULL","13.9","-5.1","2.3"
"Sacramento County Employees' Retirement System","7268","20082009","NULL","NULL","NULL","-21.8","-4","1.8"
"Sacramento County Employees' Retirement System","7268","20072008","NULL","NULL","NULL","-4.5","8.2","10.2"
"Sacramento County Employees' Retirement System","7268","20062007","NULL","NULL","NULL","18","13.4","12"
"Sacramento County Employees' Retirement System","7268","20052006","NULL","NULL","NULL","12.1","13","7.2"
"Sacramento County Employees' Retirement System","7268","20042005","NULL","NULL","NULL","10.1","9.8","3.6"
"Sacramento County Employees' Retirement System","7268","20032004","NULL","NULL","NULL","16.2","4.5","3.6"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20152016","NULL","NULL","NULL","-0.16","6.02","6.95"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20142015","NULL","NULL","NULL","3.24","10.93","11.03"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20132014","NULL","NULL","NULL","15.61","10.72","13.65"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20122013","NULL","NULL","NULL","14.37","12.23","6.56"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20112012","NULL","NULL","NULL","2.65","12.87","3.64"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20102011","NULL","NULL","NULL","20.42","6.83","6.28"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20092010","NULL","NULL","NULL","16.33","-1.1","4.12"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20082009","NULL","NULL","NULL","-13.04","-1.12","2.56"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20072008","NULL","NULL","NULL","-4.52","6.47","8.6"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20062007","NULL","NULL","NULL","16.44","12.43","10.97"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20052006","NULL","NULL","NULL","8.55","10.77","5.66"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20042005","NULL","NULL","NULL","8.12","8.77","3.29"
"Sacramento Regional Transit District Contract Employees' Retirement Plan","7164","20032004","NULL","NULL","NULL","15.8","3.92","3.96"
"Sacramento Regional Transit District Salaried Employees' Retirement Plan","7165","20152016","NULL","NULL","NULL","-0.16","6.02","6.95"
"Sacramento Regional Transit District Salaried Employees' Retirement Plan","7165","20142015","NULL","NULL","NULL","3.24","10.93","11.03"
"Sacramento Regional Transit District Salaried Employees' Retirement Plan","7165","20132014","NULL","NULL","NULL","15.61","10.72","13.65"
"Sacramento Regional Transit District Salaried Employees' Retirement Plan","7165","20122013","NULL","NULL","NULL","14.37","12.23","6.56"
"Sacramento Regional Transit District Salaried Employees' Retirement Plan","7165","20112012","NULL","NULL","NULL","2.62","12.87","3.64"
"Sacramento Regional Transit District Salaried Employees' Retirement Plan","7165","20102011","20.42","6.83","6.28","NULL","NULL","NULL"
