"year","neighbourhood","site_type","category","target","size","number_of_tags","lir_value","lir_group_value","latitude","longitude","location","geometry_point"
"2015","Strathcona","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","6.0","17.0","16-20","53.51874","-113.50448","(53.51874, -113.50448)",
"2017","CPR West / Strathcona Junction","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","31","24","21-25","53.517519999999998","-113.49683","(53.51752, -113.49683)",
"2015","Oliver","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","22.0","21-25","53.54177","-113.53418","(53.54177, -113.53418)",
"2015","Downtown","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.54293","-113.49084","(53.54293, -113.49084)",
"2015","Eastwood","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57196","-113.4715","(53.57196, -113.4715)",
"2015","McCauley","Random","Private","Retail","Med (>2sq ft<=9sqft)","3.0","24.0","21-25","53.55196","-113.49018","(53.55196, -113.49018)",
"2015","Westmount","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54674","-113.53321","(53.54674, -113.53321)",
"2015","Boyle Street","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.54533","-113.4834","(53.54533, -113.4834)",
"2015","Oliver","Random","Gov't","Canada Post","Small (>1sq ft<=2sqft)","5.0","17.0","16-20","53.53651","-113.51395","(53.53651, -113.51395)",
"2015","Central McDougall","Random","City","Corporate property","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.55817","-113.49477","(53.55817, -113.49477)",
"2017","McCauley","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","3","18","16-20","53.552869999999999","-113.48651","(53.55287, -113.48651)",
"2015","Inglewood","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56198","-113.53667","(53.56198, -113.53667)",
"2015","Beacon Heights","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57096","-113.41302","(53.57096, -113.41302)",
"2015","Eastwood","Random","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.57112","-113.47704","(53.57112, -113.47704)",
"2016","Central McDougall","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.55457","-113.50816","(53.55457, -113.50816)",
"2017","Queen Mary Park","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.550049999999999","-113.52036","(53.55005, -113.52036)",
"2016","Downtown","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","5","17","16-20","53.53902","-113.4985","(53.53902, -113.4985)",
"2015","Downtown","Random","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","1.0","19.0","16-20","53.53994","-113.50195","(53.53994, -113.50195)",
"2016","Strathcona","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1","16","16-20","53.51979","-113.49897","(53.51979, -113.49897)",
"2016","Garneau","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.52195","-113.51855","(53.52195, -113.51855)",
"2015","Downtown","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.54242","-113.5058","(53.54242, -113.5058)",
"2016","Parkdale","Random","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.56287","-113.47746","(53.56287, -113.47746)",
"2015","Strathcona","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.52355","-113.48637","(53.52355, -113.48637)",
"2017","McCauley","Random","Private","Commercial","Small (>1sq ft<=2sqft)","5","17","16-20","53.548870000000001","-113.48882","(53.54887, -113.48882)",
"2017","McCauley","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.55885","-113.48518","(53.55885, -113.48518)",
"2015","Oliver","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54613","-113.53094","(53.54613, -113.53094)",
"2015","Queen Alexandra","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","2.0","18.0","16-20","53.51752","-113.50179","(53.51752, -113.50179)",
"2016","Downtown","Random","Gov't","Canada Post","Small (>1sq ft<=2sqft)","8","17","16-20","53.5405","-113.50088","(53.5405, -113.50088)",
"2015","Eastwood","Random","City","ETS","Small (>1sq ft<=2sqft)","2.0","23.0","21-25","53.57049","-113.47131","(53.57049, -113.47131)",
"2016","Downtown","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.54156","-113.49826","(53.54156, -113.49826)",
"2015","Garneau","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.52047","-113.50965","(53.52047, -113.50965)",
"2016","Boyle Street","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","6","18","16-20","53.54738","-113.48077","(53.54738, -113.48077)",
"2017","McCauley","Hot Spot","City","ETS","Med (>2sq ft<=9sqft)","2","17","16-20","53.556019999999997","-113.48466000000001","(53.55602, -113.48466)",
"2017","Oliver","Hot Spot","Private","Newspaper","Small (>1sq ft<=2sqft)","3","16","16-20","53.546579999999999","-113.535","(53.54658, -113.535)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.53893","-113.49761","(53.53893, -113.49761)",
"2015","Garneau","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","7.0","20.0","16-20","53.51831","-113.50831","(53.51831, -113.50831)",
"2015","Downtown","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","1.0","17.0","16-20","53.54033","-113.49848","(53.54033, -113.49848)",
"2016","Beverly Heights","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","1","16","16-20","53.56995","-113.41583","(53.56995, -113.41583)",
"2017","Downtown","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","14","21","21-25","53.544060000000002","-113.50758","(53.54406, -113.50758)",
"2017","Garneau","Random","Private","Commercial","Small (>1sq ft<=2sqft)","4","17","16-20","53.521990000000002","-113.51907","(53.52199, -113.51907)",
"2017","Queen Mary Park","Random","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","2","16","16-20","53.551760000000002","-113.50941","(53.55176, -113.50941)",
"2015","Queen Alexandra","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51473","-113.50579","(53.51473, -113.50579)",
"2016","Strathcona","Hot Spot","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","8","21","21-25","53.51862","-113.49599","(53.51862, -113.49599)",
"2016","Beverly Heights","Random","City","ETS","Small (>1sq ft<=2sqft)","3","15","2017-11-15T00:00:00","53.56641","-113.39375","(53.56641, -113.39375)",
"2015","CPR est / Strathcona Junction","Hot Spot","Private","Private aste - Triline","Small (>1sq ft<=2sqft)","3.0","24.0","21-25","53.51749","-113.49545","(53.51749, -113.49545)",
"2015","Queen Alexandra","Hot Spot","Private","Private aste - Triline","Small (>1sq ft<=2sqft)","4.0","17.0","16-20","53.51659","-113.50176","(53.51659, -113.50176)",
"2017","Queen Alexandra","Hot Spot","Private","Retail","X-Large (>20sqft)","9","30","26-30","53.517949999999999","-113.50306999999999","(53.51795, -113.50307)",
"2017","Queen Mary Park","Random","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","1","16","16-20","53.551560000000002","-113.51293","(53.55156, -113.51293)",
"2017","Oliver","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","3","17","16-20","53.54166","-113.52967","(53.54166, -113.52967)",
"2017","Parkdale","Hot Spot","Private","Private Waste - Save On Bins","Large (>9sq ft<=20sqft)","1","19","16-20","53.569580000000002","-113.46809","(53.56958, -113.46809)",
"2017","Belvedere","Hot Spot","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","2","16","16-20","53.5871","-113.44005","(53.5871, -113.44005)",
"2016","Oliver","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.53872","-113.51031","(53.53872, -113.51031)",
"2016","Ritchie","Hot Spot","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","4","17","16-20","53.51762","-113.4929","(53.51762, -113.4929)",
"2017","Queen Alexandra","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","11","20","16-20","63.517620000000001","-113.5018","(63.51762, -113.5018)",
"2016","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","32","32","31-35","53.51851","-113.49551","(53.51851, -113.49551)",
"2015","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54168","-113.49966","(53.54168, -113.49966)",
"2017","Eastwood","Random","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","1","16","16-20","53.57197","-113.47539999999999","(53.57197, -113.4754)",
"2015","Ritchie","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","23.0","21-25","53.51516","-113.49142","(53.51516, -113.49142)",
"2016","Downtown","Random","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","14","21","21-25","53.54413","-113.50388","(53.54413, -113.50388)",
"2015","McCauley","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55845","-113.48689","(53.55845, -113.48689)",
"2015","Boyle Street","Hot Spot","Private","Private aste - Super Save","Small (>1sq ft<=2sqft)","1.0","19.0","16-20","53.54486","-113.48425","(53.54486, -113.48425)",
"2016","Oliver","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.5426","-113.53501","(53.5426, -113.53501)",
"2017","McCauley","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.554659999999998","-113.48488","(53.55466, -113.48488)",
"2016","Inglewood","Random","Private","Commercial","Med (>2sq ft<=9sqft)","1","18","16-20","53.56926","-113.54766","(53.56926, -113.54766)",
"2016","Downtown","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.54268","-113.50203","(53.54268, -113.50203)",
"2015","Eastwood","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57351","-113.47528","(53.57351, -113.47528)",
"2015","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","8.0","31.0","31-35","53.55214","-113.4902","(53.55214, -113.4902)",
"2017","Eastwood","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.57179","-113.4726","(53.57179, -113.4726)",
"2017","Eastwood","Random","Private","Residence","Med (>2sq ft<=9sqft)","1","16","16-20","53.571869999999997","-113.47333","(53.57187, -113.47333)",
"2017","Downtown","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","3","16","16-20","53.544029999999999","-113.502","(53.54403, -113.502)",
"2015","Westmount","Random","Private","Telus","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.55395","-113.54184","(53.55395, -113.54184)",
"2017","Eastwood","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.57499","-113.45807000000001","(53.57499, -113.45807)",
"2015","Downtown","Hot Spot","Private","Multi Family Dwelling","Med (>2sq ft<=9sqft)","2.0","24.0","21-25","53.54201","-113.50039","(53.54201, -113.50039)",
"2016","Boyle Street","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.54386","-113.48404","(53.54386, -113.48404)",
"2015","Queen Mary Park","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55381","-113.52576","(53.55381, -113.52576)",
"2015","CPR est / Strathcona Junction","Hot Spot","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","1.0","30.0","26-30","53.51753","-113.49685","(53.51753, -113.49685)",
"2015","Downtown","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1.0","24.0","21-25","53.54201","-113.50039","(53.54201, -113.50039)",
"2016","Boyle Street","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","10","18","16-20","53.54385","-113.4786","(53.54385, -113.4786)",
"2017","Eastwood","Random","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","5","22","21-25","53.570799999999998","-113.47769","(53.5708, -113.47769)",
"2015","Strathcona","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","19.0","16-20","53.51866","-113.50602","(53.51866, -113.50602)",
"2017","Strathcona","Hot Spot","Private","Private Waste - Triline","Med (>2sq ft<=9sqft)","35","28","26-30","53.518540000000002","-113.5029","(53.51854, -113.5029)",
"2015","Downtown","Hot Spot","Private","EPCOR","X-Small (<=1sq ft)","3.0","18.0","16-20","53.54011","-113.49635","(53.54011, -113.49635)",
"2015","Garneau","Hot Spot","Private","ewspaper","Small (>1sq ft<=2sqft)","4.0","20.0","16-20","53.51851","-113.51158","(53.51851, -113.51158)",
"2015","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","6.0","20.0","16-20","53.51869","-113.49846","(53.51869, -113.49846)",
"2017","Queen Alexandra","Hot Spot","Private","Private Waste -Waste Connections","Small (>1sq ft<=2sqft)","4","16","16-20","53.51473","-113.49863999999999","(53.51473, -113.49864)",
"2015","Alberta Avenue","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56934","-113.48505","(53.56934, -113.48505)",
"2017","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.551650000000002","-113.48876","(53.55165, -113.48876)",
"2015","Killarney","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.58753","-113.4683","(53.58753, -113.4683)",
"2017","CPR West / Strathcona Junction","Hot Spot","Private","Newspaper","Small (>1sq ft<=2sqft)","4","16","16-20","53.515880000000003","-113.49541000000001","(53.51588, -113.49541)",
"2016","McCauley","Random","Private","Residence","Small (>1sq ft<=2sqft)","2","16","16-20","53.5536","-113.46789","(53.5536, -113.46789)",
"2016","Beacon Heights","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.5708","-113.41773","(53.5708, -113.41773)",
"2015","Oliver","Random","City","Corporate property","Large (>9sq ft<=20sqft)","1.0","23.0","21-25","53.53664","-113.51028","(53.53664, -113.51028)",
"2015","Central McDougall","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","4.0","16.0","16-20","53.55209","-113.50638","(53.55209, -113.50638)",
"2015","Downtown","Random","City","ETS","Small (>1sq ft<=2sqft)","5.0","16.0","16-20","53.54084","-113.50357","(53.54084, -113.50357)",
"2015","McCauley","Random","Private","Commercial","Small (>1sq ft<=2sqft)","2.0","18.0","16-20","53.55135","-113.48733","(53.55135, -113.48733)",
"2017","Garneau","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","12","19","16-20","53.518889999999999","-113.51176","(53.51889, -113.51176)",
"2015","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","8.0","24.0","21-25","53.55196","-113.49018","(53.55196, -113.49018)",
"2017","McCauley","Random","Private","Commercial","Small (>1sq ft<=2sqft)","3","16","16-20","53.548729999999999","-113.49215","(53.54873, -113.49215)",
"2015","Eastwood","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57374","-113.46175","(53.57374, -113.46175)",
"2015","Westmount","Hot Spot","Private","Private aste - Triline","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54721","-113.53492","(53.54721, -113.53492)",
"2015","Alberta Avenue","Random","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","4.0","18.0","16-20","53.5704","-113.48208","(53.5704, -113.48208)",
"2017","Eastwood","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","2","16","16-20","53.571359999999999","-113.45869999999999","(53.57136, -113.4587)",
"2015","Garneau","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51854","-113.50891","(53.51854, -113.50891)",
"2015","Boyle Street","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","19.0","16-20","53.54486","-113.48425","(53.54486, -113.48425)",
"2015","Queen Mary Park","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55702","-113.51582","(53.55702, -113.51582)",
"2015","Downtown","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","4.0","17.0","16-20","53.54071","-113.49575","(53.54071, -113.49575)",
"2016","Garneau","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","3","17","16-20","53.51852","-113.50956","(53.51852, -113.50956)",
"2017","CPR West / Strathcona Junction","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.514139999999998","-113.49495","(53.51414, -113.49495)",
"2015","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","5.0","26.0","26-30","53.51861","-113.49541","(53.51861, -113.49541)",
"2016","Downtown","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","3","18","16-20","53.54127","-113.50465","(53.54127, -113.50465)",
"2015","Killarney","Random","City","Edmonton aste","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.59081","-113.48932","(53.59081, -113.48932)",
"2016","CPR West / Strathcona Junction","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","32","32","31-35","53.51751","-113.51752","(53.51751, -113.51752)",
"2016","McCauley","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","1","18","16-20","53.55827","-113.48518","(53.55827, -113.48518)",
"2016","Ritchie","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","8","20","16-20","53.51667","-113.49108","(53.51667, -113.49108)",
"2016","Downtown","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","4","16","16-20","53.54146","-113.50188","(53.54146, -113.50188)",
"2017","Belvedere","Random","Private","Telus","Small (>1sq ft<=2sqft)","3","16","16-20","53.595860000000002","-113.42612","(53.59586, -113.42612)",
"2015","CPR est / Strathcona Junction","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1.0","28.0","26-30","53.51759","-113.49629","(53.51759, -113.49629)",
"2015","Downtown","Random","Private","Private aste - GFL","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.54436","-113.5038","(53.54436, -113.5038)",
"2017","McCauley","Random","Private","Private Waste - Progressive","Med (>2sq ft<=9sqft)","4","20","16-20","53.549379999999999","-113.49252","(53.54938, -113.49252)",
"2017","Alberta Avenue","Random","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","4","17","16-20","53.570569999999996","-113.48050000000001","(53.57057, -113.4805)",
"2016","Eastwood","Hot Spot","Private","Private Waste - Derrick Disposal","Small (>1sq ft<=2sqft)","2","16","16-20","53.5717","-113.46175","(53.5717, -113.46175)",
"2016","Westmount","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","2","16","16-20","53.55054","-113.53668","(53.55054, -113.53668)",
"2015","Queen Mary Park","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55871","-113.51553","(53.55871, -113.51553)",
"2015","Eastwood","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57505","-113.47528","(53.57505, -113.47528)",
"2015","Queen Alexandra","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.51754","-113.4996","(53.51754, -113.4996)",
"2016","Inglewood","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.56367","-113.54637","(53.56367, -113.54637)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","4.0","19.0","16-20","53.53503","-113.49751","(53.53503, -113.49751)",
"2017","Ritchie","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.51708","-113.49301","(53.51708, -113.49301)",
"2016","McCauley","Hot Spot","Private","Telus","Med (>2sq ft<=9sqft)","9","21","21-25","53.55756","-113.48485","(53.55756, -113.48485)",
"2017","Eastwood","Hot Spot","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","3","17","16-20","53.570790000000002","-113.46335999999999","(53.57079, -113.46336)",
"2016","Garneau","Random","Private","Telus","Med (>2sq ft<=9sqft)","2","17","16-20","53.52052","-113.52013","(53.52052, -113.52013)",
"2017","Strathcona","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","1","17","16-20","53.5197","-113.49525","(53.5197, -113.49525)",
"2017","Central McDougall","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.54965","-113.50667","(53.54965, -113.50667)",
"2015","Parkdale","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56628","-113.46812","(53.56628, -113.46812)",
"2017","Westmount","Hot Spot","Private","Private Waste - Triline","Small (>1sq ft<=2sqft)","2","16","16-20","53.548859999999998","-113.53677999999999","(53.54886, -113.53678)",
"2017","Ritchie","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1","16","16-20","53.516669999999998","-113.49156000000001","(53.51667, -113.49156)",
"2017","McCauley","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","1","16","16-20","53.555590000000002","-113.48522","(53.55559, -113.48522)",
"2016","Alberta Avenue","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.56219","-113.48943","(53.56219, -113.48943)",
"2017","Downtown","Random","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","5","20","16-20","53.54392","-113.50385","(53.54392, -113.50385)",
"2017","Central McDougall","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","2","16","16-20","53.548679999999997","-113.50124","(53.54868, -113.50124)",
"2017","McCauley","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","4","17","16-20","53.55068","-113.48952","(53.55068, -113.48952)",
"2016","Downtown","Random","City","Transportation Dept","Med (>2sq ft<=9sqft)","3","17","16-20","53.54084","-113.50636","(53.54084, -113.50636)",
"2017","Belvedere","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1","16","16-20","53.58914","-113.43746","(53.58914, -113.43746)",
"2017","Strathcona","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","8","19","16-20","53.51811","-113.49921000000001","(53.51811, -113.49921)",
"2015","McCauley","Random","Private","Residence","Med (>2sq ft<=9sqft)","1.0","17.0","16-20","53.5505","-113.48602","(53.5505, -113.48602)",
"2015","Inglewood","Hot Spot","Private","Telus","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56563","-113.53774","(53.56563, -113.53774)",
"2017","McCauley","Random","Private","Multi Family Dwelling","X-Small (<=1sq ft)","2","16","16-20","53.550289999999997","-113.4858","(53.55029, -113.4858)",
"2017","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","7","21","21-25","63.541789999999999","-113.50526000000001","(63.54179, -113.50526)",
"2015","Queen Alexandra","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51568","-113.50578","(53.51568, -113.50578)",
"2017","Oliver","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.543460000000003","-113.53489","(53.54346, -113.53489)",
"2015","Beacon Heights","Hot Spot","Private","Multi Family Dwelling","Med (>2sq ft<=9sqft)","1.0","18.0","16-20","53.57058","-113.41368","(53.57058, -113.41368)",
"2015","Belvedere","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","1.0","16.0","16-20","53.58937","-113.44046","(53.58937, -113.44046)",
"2016","Alberta Avenue","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","2","16","16-20","53.56293","-113.48647","(53.56293, -113.48647)",
"2015","Downtown","Random","Private","Commercial","Med (>2sq ft<=9sqft)","2.0","23.0","21-25","53.53957","-113.50182","(53.53957, -113.50182)",
"2017","Downtown","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","4","18","16-20","53.54157","-113.50461","(53.54157, -113.50461)",
"2016","Beacon Heights","Hot Spot","Private","Residence","Med (>2sq ft<=9sqft)","2","16","16-20","53.57088","-113.41645","(53.57088, -113.41645)",
"2015","Queen Mary Park","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55183","-113.50945","(53.55183, -113.50945)",
"2015","McCauley","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55359","-113.49127","(53.55359, -113.49127)",
"2015","Boyle Street","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55347","-113.47393","(53.55347, -113.47393)",
"2015","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","3.0","21.0","21-25","53.52088","-113.49606","(53.52088, -113.49606)",
"2015","Downtown","Random","Private","Retail","Med (>2sq ft<=9sqft)","1.0","21.0","21-25","53.54154","-113.50161","(53.54154, -113.50161)",
"2015","Strathcona","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51828","-113.50616","(53.51828, -113.50616)",
"2016","Ritchie","Hot Spot","City","Edmonton Recycle Bin","Med (>2sq ft<=9sqft)","4","17","16-20","53.51749","-113.48334","(53.51749, -113.48334)",
"2016","Downtown","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","1","16","16-20","53.59384","-113.50775","(53.59384, -113.50775)",
"2015","Strathcona","Hot Spot","Private","Private aste - GFL","Small (>1sq ft<=2sqft)","9.0","22.0","21-25","53.5188","-113.49986","(53.5188, -113.49986)",
"2015","McCauley","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.55537","-113.4836","(53.55537, -113.4836)",
"2016","Alberta Avenue","Random","Private","Retail","Med (>2sq ft<=9sqft)","5","22","21-25","53.57062","-113.48045","(53.57062, -113.48045)",
"2015","Alberta Avenue","Random","Private","Church","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56293","-113.48791","(53.56293, -113.48791)",
"2015","Downtown","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54129","-113.49954","(53.54129, -113.49954)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","4.0","16.0","16-20","53.5399","-113.50296","(53.5399, -113.50296)",
"2016","McCauley","Random","Private","Residence","Small (>1sq ft<=2sqft)","2","17","16-20","53.5501","-113.48639","(53.5501, -113.48639)",
"2016","Eastwood","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.57217","-113.47534","(53.57217, -113.47534)",
"2015","Belvedere","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.58746","-113.43851","(53.58746, -113.43851)",
"2015","CPR est / Strathcona Junction","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.50718","-113.49684","(53.50718, -113.49684)",
"2017","Boyle Street","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","3","16","16-20","53.543849999999999","-113.48285","(53.54385, -113.48285)",
"2016","Strathcona","Hot Spot","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","32","27","26-30","53.52088","-113.49651","(53.52088, -113.49651)",
"2015","Eastwood","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57236","-113.47511","(53.57236, -113.47511)",
"2017","McCauley","Random","Private","Retail","X-Large (>20sqft)","1","34","31-35","53.550800000000002","-113.48878000000001","(53.5508, -113.48878)",
