"year","neighbourhood","site_type","category","target","size","number_of_tags","lir_value","lir_group_value","latitude","longitude","location","geometry_point"
"2017","Strathcona","Hot Spot","Private","Telus","Med (>2sq ft<=9sqft)","1","16","16-20","53.519170000000003","-113.50608","(53.51917, -113.50608)",
"2016","Garneau","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","5","19","16-20","53.52053","-113.51164","(53.52053, -113.51164)",
"2017","Beverly Heights","Random","Private","Vehicles/ Rolling Stock","Med (>2sq ft<=9sqft)","1","16","16-20","53.5702","-113.39554","(53.5702, -113.39554)",
"2017","Beacon Heights","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.570619999999998","-113.4123","(53.57062, -113.4123)",
"2016","Downtown","Random","Private","Private Waste - Super Save","X-Small (<=1sq ft)","4","17","16-20","53.54022","-113.50643","(53.54022, -113.50643)",
"2016","Central McDougall","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","9","16","16-20","53.54966","-113.50198","(53.54966, -113.50198)",
"2016","Oliver","Hot Spot","Private","Multi Family Dwelling","Med (>2sq ft<=9sqft)","1","18","16-20","53.5422","-113.52965","(53.5422, -113.52965)",
"2016","Beacon Heights","Random","Private","Residence","Small (>1sq ft<=2sqft)","7","20","16-20","53.57075","-113.39682","(53.57075, -113.39682)",
"2016","Oliver","Random","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","1","16","16-20","53.5392","-113.51118","(53.5392, -113.51118)",
"2017","Downtown","Random","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","3","17","16-20","53.543190000000003","-113.50386","(53.54319, -113.50386)",
"2017","Killarney","Hot Spot","Private","Newspaper","Small (>1sq ft<=2sqft)","1","16","16-20","53.592080000000003","-113.46887","(53.59208, -113.46887)",
"2017","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.514780000000002","-113.50587","(53.51478, -113.50587)",
"2015","McCauley","Random","Private","Residence","Med (>2sq ft<=9sqft)","1.0","17.0","16-20","53.55119","-113.48634","(53.55119, -113.48634)",
"2017","Westmount","Hot Spot","Private","Retail","X-Large (>20sqft)","3","19","16-20","53.548070000000003","-113.53335","(53.54807, -113.53335)",
"2015","Strathcona","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","3.0","17.0","16-20","53.51891","-113.50513","(53.51891, -113.50513)",
"2017","Queen Mary Park","Hot Spot","City","Edmonton Waste","X-Small (<=1sq ft)","1","16","16-20","53.550890000000003","-113.52047","(53.55089, -113.52047)",
"2016","Boyle Street","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","2","16","16-20","53.54493","-113.48399","(53.54493, -113.48399)",
"2016","Garneau","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.51876","-113.5165","(53.51876, -113.5165)",
"2015","Strathcona","Hot Spot","Private","Private aste - Triline","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.51887","-113.4985","(53.51887, -113.4985)",
"2016","Garneau","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.51895","-113.51173","(53.51895, -113.51173)",
"2017","Queen Mary Park","Random","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","1","16","16-20","53.55471","-113.51318000000001","(53.55471, -113.51318)",
"2015","Strathcona","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","6.0","21.0","21-25","53.51859","-113.49911","(53.51859, -113.49911)",
"2017","Belvedere","Random","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","2","16","16-20","53.599119999999999","-113.43147","(53.59912, -113.43147)",
"2017","Eastwood","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","1","16","16-20","53.557516","-113.46066","(53.557516, -113.46066)",
"2015","Downtown","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.5399","-113.50296","(53.5399, -113.50296)",
"2015","Beacon Heights","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57542","-113.3969","(53.57542, -113.3969)",
"2015","Belvedere","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.58746","-113.43851","(53.58746, -113.43851)",
"2015","Downtown","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","3.0","24.0","21-25","53.54121","-113.49896","(53.54121, -113.49896)",
"2015","Killarney","Hot Spot","Private","Private aste - Progressive","Med (>2sq ft<=9sqft)","1.0","18.0","16-20","53.59018","-113.46814","(53.59018, -113.46814)",
"2015","Boyle Street","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54351","-113.48224","(53.54351, -113.48224)",
"2017","Alberta Avenue","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.561599999999999","-113.48793000000001","(53.5616, -113.48793)",
"2015","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.53959","-113.50117","(53.53959, -113.50117)",
"2016","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","3","16","16-20","53.51471","-113.50431","(53.51471, -113.50431)",
"2015","McCauley","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.55488","-113.48668","(53.55488, -113.48668)",
"2015","Boyle Street","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54515","-113.47992","(53.54515, -113.47992)",
"2016","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.51475","-113.49851","(53.51475, -113.49851)",
"2015","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","3.0","18.0","16-20","53.54158","-113.50571","(53.54158, -113.50571)",
"2016","Inglewood","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","1","16","16-20","53.56523","-113.53826","(53.56523, -113.53826)",
"2015","McCauley","Random","Private","Commercial","Med (>2sq ft<=9sqft)","4.0","18.0","16-20","53.55316","-113.49148","(53.55316, -113.49148)",
"2015","Alberta Avenue","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","8.0","18.0","16-20","53.56076","-113.48683","(53.56076, -113.48683)",
"2015","Strathcona","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20",,"-113.48383",,
"2015","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","7.0","24.0","21-25","53.54121","-113.49896","(53.54121, -113.49896)",
"2015","Queen Alexandra","Hot Spot","Private","Private aste - Derrick Disposal","Small (>1sq ft<=2sqft)","2.0","18.0","16-20","53.51752","-113.50179","(53.51752, -113.50179)",
"2016","Downtown","Random","Private","Retail","Med (>2sq ft<=9sqft)","11","21","21-25","53.54152","-113.50537","(53.54152, -113.50537)",
"2016","Eastwood","Random","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","22","29","26-30","53.57151","-113.47712","(53.57151, -113.47712)",
"2016","Inglewood","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.56071","-113.53602","(53.56071, -113.53602)",
"2017","Ritchie","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.517569999999999","-113.49178000000001","(53.51757, -113.49178)",
"2017","Oliver","Hot Spot","Private","Private Waste - Triline","Small (>1sq ft<=2sqft)","7","21","21-25","53.541969999999999","-113.53522","(53.54197, -113.53522)",
"2016","Killarney","Random","Private","EPCOR","Med (>2sq ft<=9sqft)","1","17","16-20","53.58906","-113.4895","(53.58906, -113.4895)",
"2017","Boyle Street","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","2","16","16-20","53.544159999999998","-113.48614999999999","(53.54416, -113.48615)",
"2017","Boyle Street","Random","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","2","16","16-20","53.552990000000001","-113.47659","(53.55299, -113.47659)",
"2015","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.54603","-113.50626","(53.54603, -113.50626)",
"2015","Strathcona","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","7.0","21.0","21-25","53.52088","-113.49606","(53.52088, -113.49606)",
"2017","Parkdale","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","3","16","16-20","53.561520000000002","-113.47396000000001","(53.56152, -113.47396)",
"2016","Inglewood","Random","City","ETS","Small (>1sq ft<=2sqft)","1","16","16-20","53.56733","-113.54893","(53.56733, -113.54893)",
"2015","Downtown","Random","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","1.0","21.0","21-25","53.54154","-113.50161","(53.54154, -113.50161)",
"2015","Strathcona","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","7.0","24.0","21-25","53.51813","-113.49864","(53.51813, -113.49864)",
"2016","Alberta Avenue","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","1","17","16-20","53.5642","-113.48698","(53.5642, -113.48698)",
"2015","Alberta Avenue","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.56322","-113.48782","(53.56322, -113.48782)",
"2015","Boyle Street","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.44448","-113.48666","(53.44448, -113.48666)",
"2017","Queen Alexandra","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","7","22","21-25","53.517629999999997","-113.50127999999999","(53.51763, -113.50128)",
"2017","Eastwood","Random","Private","Vehicles/ Rolling Stock","Med (>2sq ft<=9sqft)","7","30","26-30","53.5717","-113.47718999999999","(53.5717, -113.47719)",
"2016","Eastwood","Random","Private","Retail","Med (>2sq ft<=9sqft)","2","16","16-20","53.57081","-113.47303","(53.57081, -113.47303)",
"2015","McCauley","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.5518","-113.48962","(53.5518, -113.48962)",
"2016","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.53992","-113.50688","(53.53992, -113.50688)",
"2017","Downtown","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","4","16","16-20","53.540329999999997","-113.50044","(53.54033, -113.50044)",
"2017","Ritchie","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.516640000000002","-113.49305","(53.51664, -113.49305)",
"2016","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","31","32","31-35","53.51871","-113.4985","(53.51871, -113.4985)",
"2016","Garneau","Random","City","Transportation Dept","Small (>1sq ft<=2sqft)","1","16","16-20","53.5223","-113.51786","(53.5223, -113.51786)",
"2016","Downtown","Random","Private","Private Waste - 432 Yuck","Small (>1sq ft<=2sqft)","4","18","16-20","53.54152","-113.50274","(53.54152, -113.50274)",
"2015","McCauley","Random","Private","Private aste - GFL","Small (>1sq ft<=2sqft)","1.0","24.0","21-25","53.55196","-113.49018","(53.55196, -113.49018)",
"2017","Downtown","Hot Spot","Gov't","Canada Post","Med (>2sq ft<=9sqft)","4","18","16-20","53.542099999999998","-113.49834","(53.5421, -113.49834)",
"2015","Boyle Street","Hot Spot","Private","EPCOR","X-Small (<=1sq ft)","4.0","19.0","16-20","53.54486","-113.48425","(53.54486, -113.48425)",
"2015","Downtown","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.5389","-113.49397","(53.5389, -113.49397)",
"2017","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.550460000000001","-113.491","(53.55046, -113.491)",
"2015","McCauley","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54882","-113.49255","(53.54882, -113.49255)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.5428","-113.50379","(53.5428, -113.50379)",
"2016","Inglewood","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.56217","-113.53687","(53.56217, -113.53687)",
"2015","Inglewood","Hot Spot","Private","Telus","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56207","-113.53477","(53.56207, -113.53477)",
"2015","Alberta Avenue","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56531","-113.48938","(53.56531, -113.48938)",
"2015","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.5186","-113.50314","(53.5186, -113.50314)",
"2016","Boyle Street","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","4","16","16-20","53.54721","-113.48049","(53.54721, -113.48049)",
"2015","Boyle Street","Random","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55347","-113.47393","(53.55347, -113.47393)",
"2015","Queen Mary Park","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.55316","-113.51394","(53.55316, -113.51394)",
"2017","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","3","16","16-20","53.514670000000002","-113.50487","(53.51467, -113.50487)",
"2015","Alberta Avenue","Random","Private","Retail","Small (>1sq ft<=2sqft)","4.0","17.0","16-20","53.55941","-113.49004","(53.55941, -113.49004)",
"2015","Strathcona","Random","Private","Residence","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.52308","-113.48483","(53.52308, -113.48483)",
"2017","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","17","16-20","53.516550000000002","-113.50561999999999","(53.51655, -113.50562)",
"2015","Queen Mary Park","Random","Private","Residence","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.55744","-113.50883","(53.55744, -113.50883)",
"2015","Boyle Street","Hot Spot","Private","Private aste - GFL","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.54549","-113.48602","(53.54549, -113.48602)",
"2016","Alberta Avenue","Random","Private","Retail","Small (>1sq ft<=2sqft)","4","16","16-20","53.57001","-113.48483","(53.57001, -113.48483)",
"2015","Oliver","Random","City","Corporate property","Small (>1sq ft<=2sqft)","2.0","23.0","21-25","53.53664","-113.51028","(53.53664, -113.51028)",
"2016","Belvedere","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.58715","-113.44009","(53.58715, -113.44009)",
"2016","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","11","23","21-25","53.5398","-113.4963","(53.5398, -113.4963)",
"2015","Downtown","Hot Spot","Private","Commercial","Med (>2sq ft<=9sqft)","3.0","16.0","16-20","53.54384","-113.49816","(53.54384, -113.49816)",
"2016","Downtown","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","6","18","16-20","53.54319","-113.49879","(53.54319, -113.49879)",
"2016","Strathcona","Random","Private","Residence","Small (>1sq ft<=2sqft)","2","16","16-20","53.52314","-113.4856","(53.52314, -113.4856)",
"2017","Central McDougall","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.550910000000002","-113.50789","(53.55091, -113.50789)",
"2017","Downtown","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","3","16","16-20","63.54598","-113.50772000000001","(63.54598, -113.50772)",
"2015","Boyle Street","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","7.0","23.0","21-25","53.54398","-113.48277","(53.54398, -113.48277)",
"2016","McCauley","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","1","16","16-20","53.55196","-113.4902","(53.55196, -113.4902)",
"2017","Killarney","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","3","16","16-20","53.588639999999998","-113.46825","(53.58864, -113.46825)",
"2015","Parkdale","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56867","-113.46561","(53.56867, -113.46561)",
"2017","Central McDougall","Hot Spot","Private","Telus","Small (>1sq ft<=2sqft)","1","16","16-20","53.552779999999998","-113.50581","(53.55278, -113.50581)",
"2015","Eastwood","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57571","-113.46275","(53.57571, -113.46275)",
"2017","Queen Alexandra","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","8","20","16-20","53.517620000000001","-113.50082","(53.51762, -113.50082)",
"2016","Strathcona","Random","Private","Residence","Small (>1sq ft<=2sqft)","2","17","16-20","53.52293","-113.48489","(53.52293, -113.48489)",
"2015","Downtown","Random","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.54158","-113.50571","(53.54158, -113.50571)",
"2016","Central McDougall","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","10","19","16-20","53.54846","-113.50663","(53.54846, -113.50663)",
"2017","Central McDougall","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.554310000000001","-113.5056","(53.55431, -113.5056)",
"2015","Queen Alexandra","Hot Spot","Private","Vehicles/ Rolling Stock","Large (>9sq ft<=20sqft)","1.0","23.0","21-25","53.51571","-113.50152","(53.51571, -113.50152)",
"2016","Garneau","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.51814","-113.51047","(53.51814, -113.51047)",
"2015","CPR est / Strathcona Junction","Hot Spot","Private","Private aste - GFL","Small (>1sq ft<=2sqft)","1.0","28.0","26-30","53.51759","-113.49629","(53.51759, -113.49629)",
"2015","Downtown","Random","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","1.0","23.0","21-25","53.53957","-113.50182","(53.53957, -113.50182)",
"2016","Queen Alexandra","Random","City","ETS","Med (>2sq ft<=9sqft)","2","17","16-20","53.50878","-113.51185","(53.50878, -113.51185)",
"2016","Downtown","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","7","17","16-20","53.54116","-113.50791","(53.54116, -113.50791)",
"2017","Queen Alexandra","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","32","30","26-30","53.517670000000003","-113.49872999999999","(53.51767, -113.49873)",
"2016","Beverly Heights","Random","Private","Multi Family Dwelling","Med (>2sq ft<=9sqft)","1","19","16-20","53.56999","-113.41444","(53.56999, -113.41444)",
"2017","McCauley","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","18","26","26-30","53.550260000000002","-113.49194","(53.55026, -113.49194)",
"2015","Downtown","Random","Private","Private aste - Derrick Disposal","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54524","-113.50754","(53.54524, -113.50754)",
"2017","Queen Alexandra","Hot Spot","Private","Residence","Med (>2sq ft<=9sqft)","2","16","16-20","53.517560000000003","-113.50436999999999","(53.51756, -113.50437)",
"2017","Central McDougall","Random","City","ETS","Small (>1sq ft<=2sqft)","6","16","16-20","53.558239999999998","-113.49381","(53.55824, -113.49381)",
"2015","Strathcona","Hot Spot","Private","Retail","X-Small (<=1sq ft)","2.0","16.0","16-20","53.5182","-113.50182","(53.5182, -113.50182)",
"2015","Downtown","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.54107","-113.5053","(53.54107, -113.5053)",
"2017","Queen Mary Park","Random","Private","Multi Family Dwelling","Large (>9sq ft<=20sqft)","8","24","21-25","53.55348","-113.51488999999999","(53.55348, -113.51489)",
"2015","Downtown","Hot Spot","Private","Church","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.53963","-113.49639","(53.53963, -113.49639)",
"2016","Beacon Heights","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.57464","-113.4161","(53.57464, -113.4161)",
"2015","Eastwood","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57505","-113.47708","(53.57505, -113.47708)",
"2015","McCauley","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55886","-113.48508","(53.55886, -113.48508)",
"2016","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","4","17","16-20","53.51839","-113.50093","(53.51839, -113.50093)",
"2017","Beverly Heights","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.569940000000003","-113.41705","(53.56994, -113.41705)",
"2017","McCauley","Hot Spot","City","Transportation Dept","Small (>1sq ft<=2sqft)","3","17","16-20","53.557630000000003","-113.48650000000001","(53.55763, -113.4865)",
"2015","Strathcona","Hot Spot","Private","Private aste - GFL","Small (>1sq ft<=2sqft)","5.0","17.0","16-20","53.5186","-113.50172","(53.5186, -113.50172)",
"2015","CPR est / Strathcona Junction","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","1.0","24.0","21-25","53.51749","-113.49545","(53.51749, -113.49545)",
"2017","Downtown","Random","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","3","16","16-20","53.544359999999998","-113.50275000000001","(53.54436, -113.50275)",
"2016","Boyle Street","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","3","16","16-20","53.54311","-113.4836","(53.54311, -113.4836)",
"2015","Queen Alexandra","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","6.0","16.0","16-20","53.51753","-113.50314","(53.51753, -113.50314)",
"2017","Eastwood","Hot Spot","Private","Vehicles/ Rolling Stock","Large (>9sq ft<=20sqft)","3","18","16-20","53.575760000000002","-113.46283","(53.57576, -113.46283)",
"2017","Eastwood","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","2","16","16-20","53.570830000000001","-113.46184","(53.57083, -113.46184)",
"2015","Eastwood","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57136","-113.45864","(53.57136, -113.45864)",
"2015","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1.0","22.0","21-25","53.51752","-113.49921","(53.51752, -113.49921)",
"2015","Westmount","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54704","-113.53407","(53.54704, -113.53407)",
"2015","Central McDougall","Random","City","ETS","Med (>2sq ft<=9sqft)","1.0","17.0","16-20","53.55825","-113.49405","(53.55825, -113.49405)",
"2016","Ritchie","Hot Spot","Private","Commercial","Large (>9sq ft<=20sqft)","1","19","16-20","53.51465","-113.48779","(53.51465, -113.48779)",
"2015","Alberta Avenue","Random","Private","Retail","Small (>1sq ft<=2sqft)","6.0","16.0","16-20","53.57042","-113.48535","(53.57042, -113.48535)",
"2017","Garneau","Random","Private","EPCOR","X-Small (<=1sq ft)","1","16","16-20","53.522410000000001","-113.51600000000001","(53.52241, -113.516)",
"2015","Garneau","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51863","-113.50665","(53.51863, -113.50665)",
"2016","Boyle Street","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","3","16","16-20","53.54961","-113.47598","(53.54961, -113.47598)",
"2015","Oliver","Random","Private","Private aste - MI","Small (>1sq ft<=2sqft)","4.0","17.0","16-20","53.54011","-113.51487","(53.54011, -113.51487)",
"2016","Downtown","Random","Private","Private Waste - Triline","Small (>1sq ft<=2sqft)","2","16","16-20","53.53989","-113.50569","(53.53989, -113.50569)",
"2017","Strathcona","Random","Private","Residence","Small (>1sq ft<=2sqft)","3","16","16-20","53.522959999999998","-113.48473","(53.52296, -113.48473)",
"2015","Belvedere","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","3.0","19.0","16-20","53.58774","-113.44041","(53.58774, -113.44041)",
"2016","Alberta Avenue","Hot Spot","Private","Residence","Med (>2sq ft<=9sqft)","1","16","16-20","53.56542","-113.48944","(53.56542, -113.48944)",
"2017","Garneau","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.52243","-113.51589","(53.52243, -113.51589)",
"2015","Strathcona","Hot Spot","Private","Private aste - Super Save","Small (>1sq ft<=2sqft)","2.0","25.0","21-25","53.51868","-113.49673","(53.51868, -113.49673)",
"2015","Downtown","Hot Spot","Private","ewspaper","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.54576","-113.50114","(53.54576, -113.50114)",
"2016","Boyle Street","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.54477","-113.4067","(53.54477, -113.4067)",
"2015","McCauley","Random","Private","Residence","Med (>2sq ft<=9sqft)","2.0","18.0","16-20","53.55027","-113.48582","(53.55027, -113.48582)",
"2017","Ritchie","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","8","22","21-25","53.517479999999999","-113.49003","(53.51748, -113.49003)",
"2015","Killarney","Random","Private","EPCOR","Med (>2sq ft<=9sqft)","1.0","17.0","16-20","53.58897","-113.48966","(53.58897, -113.48966)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","3.0","17.0","16-20","53.54457","-113.50586","(53.54457, -113.50586)",
"2016","Garneau","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","8","21","21-25","53.51855","-113.5084","(53.51855, -113.5084)",
"2017","Downtown","Hot Spot","Private","Newspaper","Small (>1sq ft<=2sqft)","1","16","16-20","53.544539999999998","-113.4928","(53.54454, -113.4928)",
"2017","Ritchie","Hot Spot","Private","Commercial","X-Large (>20sqft)","10","35","31-35","53.514719999999997","-113.48775000000001","(53.51472, -113.48775)",
"2017","Ritchie","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","12","21","21-25","53.517580000000002","-113.4924","(53.51758, -113.4924)",
"2016","Strathcona","Hot Spot","City","Transportation Dept","Small (>1sq ft<=2sqft)","2","16","16-20","53.51893","-113.4977","(53.51893, -113.4977)",
"2016","Downtown","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","1","16","16-20","53.54432","-113.50212","(53.54432, -113.50212)",
"2015","Queen Mary Park","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.5528","-113.51117","(53.5528, -113.51117)",
"2016","Parkdale","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","17","16-20","53.56908","-113.46789","(53.56908, -113.46789)",
"2017","Garneau","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.520560000000003","-113.50677","(53.52056, -113.50677)",
"2016","Ritchie","Random","Private","Retail","Small (>1sq ft<=2sqft)","9","23","21-25","53.51814","-113.49577","(53.51814, -113.49577)",
"2016","Queen Alexandra","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","1","16","16-20","53.5176","-113.50117","(53.5176, -113.50117)",
"2015","Parkdale","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56181","-113.47746","(53.56181, -113.47746)",
"2017","Ritchie","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.516620000000003","-113.48887000000001","(53.51662, -113.48887)",
"2015","Queen Alexandra","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","3.0","17.0","16-20","53.51754","-113.4996","(53.51754, -113.4996)",
"2016","Downtown","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","1","16","16-20","53.53921","-113.50196","(53.53921, -113.50196)",
"2016","Garneau","Hot Spot","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","7","16","16-20","52.51862","-113.51105","(52.51862, -113.51105)",
"2017","Ritchie","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","63.518000000000001","-113.49256","(63.518, -113.49256)",
"2015","Downtown","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","5.0","18.0","16-20","53.54569","-113.49368","(53.54569, -113.49368)",
