"file_number","start_date","finish_date","work_reason","street_full_name","road_segment_intersections","intersecting_streets","spatial_reference","peak_hour_restrictions","bike_facilities_affected","on_street_parking_affected","pedestrian_affected","latitude","longitude","location","geometry_multiline"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51680534099762 53.6141262251152, -113.51661137297586 53.6141268650515))"
"P2022-007201","2022-09-06T00:00:00.000","2022-09-16T00:00:00.000","POWER INSTALL","170 STREET [SOUTHBOUND SIDE] NW","From 105 AVENUE NW; To 103 AVENUE NW","170 STREET [NORTHBOUND SIDE] NW, STONY PLAIN ROAD [WESTBOUND SIDE] NW","Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.5469366003707","-113.6155744231795","
,  
(53.5469366003707, -113.6155744231795)",
"P2022-005960","2022-07-27T00:00:00.000","2022-09-30T00:00:00.000","OTHER","151 STREET NW","From 82 AVENUE NW; To 83 AVENUE NW",,"Actual Road Segment",,"No","No","No","53.515639871142064","-113.58097796531392","
,  
(53.515639871142064, -113.58097796531392)",
"P2022-007005","2022-09-01T00:00:00.000","2022-09-23T00:00:00.000","SEWER REPAIR REPLACE","36A AVENUE NW","From 64 STREET NW; To 66 STREET [NORTHBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","No","53.47085548073495","-113.43708941484583","
,  
(53.47085548073495, -113.43708941484583)",
"P2022-006378","2022-09-05T00:00:00.000","2022-09-17T00:00:00.000","F.A.C. INSPECTION","130 STREET NW","From 115 AVENUE NW; To 116 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement",,"Yes","No","53.566063696779956","-113.54453489301488","
,  
(53.566063696779956, -113.54453489301488)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53414639799834 53.570305937635524, -113.53505134466126 53.57030511700646, -113.5354196914473 53.570304781019786, -113.53591566470541 53.57030432682726))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4871505585612 53.56272380332061, -113.48790238295182 53.56272027725514, -113.48865961826475 53.56271672077324))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.52497484648234 53.54621486676023, -113.52678770151371 53.5462100908665))"
"P2022-002235","2022-04-29T00:00:00.000","2022-11-15T00:00:00.000","ROAD CONSTRUCTION REHAB","109 STREET [SOUTHBOUND SIDE] NW","From 84 AVENUE NW; To 83 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","Yes","Yes","53.51955463761126","-113.51214167307451","
,  
(53.51955463761126, -113.51214167307451)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.44614446081762 53.54632639398937, -113.44614083032708 53.547941683403344))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48678695043844 53.58911612544105, -113.4867848100626 53.589576286913015, -113.48678940711774 53.58988329570077, -113.48677740112734 53.589922133705734, -113.486752334398 53.589954221607954, -113.48671520188836 53.589981861647615))"
"P2021-004252","2021-06-28T00:00:00.000","2023-09-15T00:00:00.000","ROAD CONSTRUCTION NEW","YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","From 149 STREET [SOUTHBOUND SIDE] NW; To 149 STREET [NORTHBOUND SIDE] NW","149 STREET [SOUTHBOUND SIDE] NW, YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","Actual Road Segment","6 - Special Arrangement","No","Unknown","Yes","53.58119321676314","-113.57799948709614","
,  
(53.58119321676314, -113.57799948709614)",
"P2022-002235","2022-04-29T00:00:00.000","2022-11-15T00:00:00.000","ROAD CONSTRUCTION REHAB","109 STREET [NORTHBOUND SIDE] NW","From 83 AVENUE NW; To 84 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","Yes","Yes","53.51955349812179","-113.51194807712169","
,  
(53.51955349812179, -113.51194807712169)",
"P2022-003915","2022-06-02T00:00:00.000","2022-09-30T00:00:00.000","PAVING","135 STREET NW","From 109A AVENUE NW; To 109A AVENUE NW",,"Lat/Long Point for Reference","2 - No Restrictions","No","No","Yes","53.55577186362596","-113.555517833435","
,  
(53.55577186362596, -113.555517833435)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50579890494552 53.442473208172565, -113.50596464530348 53.44255987972221, -113.50611988407057 53.442653226036946, -113.50686318088228 53.44313166826167, -113.50704070618558 53.4432547945409, -113.50720246102948 53.44338543658145, -113.50734755782327 53.44352287548876, -113.50747520329894 53.443666354294045, -113.50758467791638 53.44381508901059, -113.50767538956313 53.44396825878908, -113.50774683967519 53.4441250205138, -113.50779863583863 53.44428451280735, -113.50793057153012 53.444790431896706))"
"P2022-002415","2022-04-13T00:00:00.000","2022-11-01T00:00:00.000","CAFE RETAIL SPACE","82 AVENUE NW","From 104 STREET NW; To GATEWAY BOULEVARD NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.518072435587996","-113.49626069601453","
,  
(53.518072435587996, -113.49626069601453)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54438976226547 53.56207019360227, -113.54509430624958 53.563646948739))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4184373149636 53.50998238357861, -113.41839185667124 53.50816152303705))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.46564507330046 53.49224115463204, -113.46569726861469 53.49230613892388, -113.46570695240368 53.49237796102293, -113.46571272188842 53.49391364068996))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.43832861627668 53.470654473788855, -113.43839229490723 53.47080047862741, -113.43851273342507 53.47109742025674, -113.43862458241553 53.47140424783815, -113.43873926405332 53.47176261647232, -113.43882002845714 53.47205405784851, -113.43891490783994 53.47246401963277, -113.43898841756504 53.472875861662686, -113.43904246080513 53.47330304213611, -113.43907170730985 53.47369347215473, -113.43907603749173 53.473798642286866, -113.4390960410434 53.47428447624542))"
"P2022-007075","2022-09-12T00:00:00.000","2022-11-11T00:00:00.000","SEWER REPAIR REPLACE","115 AVENUE NW","From 115 AVENUE NW; To 145 STREET NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","Yes","Yes","53.56528095722673","-113.57074915127775","
,  
(53.56528095722673, -113.57074915127775)",
"P2022-000754","2022-02-04T00:00:00.000","2022-09-30T00:00:00.000","CROSSING TEMPORARY TCP","61 STREET NW","From 112 AVENUE NW; To 113 AVENUE NW",,"Actual Road Segment",,"No","Yes","Yes","53.566985292423276","-113.43245793093142","
,  
(53.566985292423276, -113.43245793093142)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.49738608144438 53.53407584576653, -113.49864560879476 53.53408390869063))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4924006289333 53.52937355056036, -113.4924210167202 53.52935138034988, -113.49245897984784 53.52932629566031, -113.49250745233948 53.5293146990265, -113.4925390717155 53.529312187728564, -113.49304154265853 53.529302918267426, -113.49356159518943 53.52929332223738, -113.49363079565245 53.52930156578103, -113.49367593852712 53.5293220513543))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47992281972542 53.424963441798894, -113.47992270552325 53.4246136428924, -113.47992031495525 53.424199575230595, -113.47992087717657 53.423546635791595, -113.47991465601307 53.423389914415026, -113.4798562922141 53.42290293469774, -113.47975856867188 53.422374527230204, -113.47963006784981 53.421945997264324, -113.47942270307641 53.42153745121251, -113.47915991199727 53.42117344744774))"
"P2022-001726","2022-04-04T00:00:00.000","2022-09-30T00:00:00.000","ROAD CONSTRUCTION REHAB","120 AVENUE NW","From 91 STREET NW; To 92 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.57354498555203","-113.4822840464617","
,  
(53.57354498555203, -113.4822840464617)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.5779928422662 53.567794596752705, -113.57790390120002 53.56787547453017, -113.5779168154919 53.56883335380331, -113.57792261104895 53.56995196154744, -113.57792275172032 53.5704120679024))"
"P2019-005345","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","ROSENTHAL BOULEVARD [EASTBOUND SIDE] NW","From ROSENTHAL WAY NW; To 217 STREET NW",,"Actual Road Segment","6 - Special Arrangement","No","Unknown","No","53.517482779555344","-113.69363049605374","
,  
(53.517482779555344, -113.69363049605374)",
"P2022-005355","2022-07-13T00:00:00.000","2022-10-08T00:00:00.000","WASTE BIN POD SEACAN","87 STREET NW","From 93 AVENUE NW; To 95 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","No","53.530497055478044","-113.46083768622367","
,  
(53.530497055478044, -113.46083768622367)",
"P2022-006161","2022-08-09T00:00:00.000","2022-09-27T00:00:00.000","GRINDING & PAVING","134 AVENUE NW","From 116 STREET NW; To 117 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.594908757031014","-113.5225639731714","
,  
(53.594908757031014, -113.5225639731714)",
"P2022-006471","2022-08-22T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","106 AVENUE NW","From 149 STREET NW; To 149 STREET NW",,"Lat/Long Point for Reference","2 - No Restrictions","No","Yes","Yes","53.548607651899324","-113.5780785432294","
,  
(53.548607651899324, -113.5780785432294)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.3443531313923 53.62221937835658, -113.34434338239666 53.623351839592935, -113.3443430653831 53.623683691513165, -113.34437140613761 53.624237958737396, -113.34437189833984 53.624354833821656))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4610330934765 53.57199108288899, -113.46178289597857 53.571989268966504, -113.46253515326636 53.57198744447942))"
"P2022-005997","2022-07-26T00:00:00.000","2022-09-30T00:00:00.000","TRAFFIC SIGNAL REPAIR","172 STREET NW","From CALLINGWOOD ROAD [EASTBOUND SIDE] NW; To CALLINGWOOD ROAD [WESTBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,"No","No","53.49736685656112","-113.62100627690506","
,  
(53.49736685656112, -113.62100627690506)",
"P2022-007240","2022-09-12T00:00:00.000","2022-09-17T00:00:00.000","PAVING","28 STREET NW","From 151A AVENUE NW; To 152 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","No","53.614700742596945","-113.3800016251685","
,  
(53.614700742596945, -113.3800016251685)",
"P2022-006471","2022-08-22T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","151 STREET NW","From 106 AVENUE NW; To 107 AVENUE [EASTBOUND SIDE] NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.55025693527029","-113.58159051539874","
,  
(53.55025693527029, -113.58159051539874)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.57972256362983 53.51852670190261, -113.57977817131435 53.51854037530291, -113.57986173032211 53.51854763059871, -113.58241003204087 53.518548532947214))"
"P2019-005343","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","111 STREET [SOUTHBOUND SIDE] SW","From 111 STREET [SOUTHBOUND SIDE] NW; To MACEWAN ROAD SW",,"Actual Road Segment","6 - Special Arrangement","No","Unknown","No","53.43088369020452","-113.51747133431894","
,  
(53.43088369020452, -113.51747133431894)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.52887074647114 53.59069863090174, -113.52886399514549 53.59174054837721, -113.52886333774958 53.59215905016013))"
"P2022-002374","2022-04-25T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","129 AVENUE NW","From 121 STREET NW; To 122 STREET NW",,"Actual Road Segment",,"Yes","Yes","Yes","53.58759586879366","-113.53117700684645","
,  
(53.58759586879366, -113.53117700684645)",
"P2022-002424","2022-04-25T00:00:00.000","2022-11-15T00:00:00.000","ROAD CONSTRUCTION REHAB","111 STREET NW","From 89 AVENUE NW; To 90 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","Yes","Yes","Yes","53.52527488583437","-113.51779674430504","
,  
(53.52527488583437, -113.51779674430504)",
"P2022-005960","2022-07-27T00:00:00.000","2022-09-30T00:00:00.000","OTHER","152 STREET NW","From 85 AVENUE NW; To 86 AVENUE NW",,"Actual Road Segment",,"No","No","No","53.5181439979622","-113.58240947851095","
,  
(53.5181439979622, -113.58240947851095)",
"P2022-003915","2022-06-02T00:00:00.000","2022-09-30T00:00:00.000","PAVING","109 AVENUE NW","From 139 STREET NW; To 140 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","Yes","53.5543851310547","-113.56217549221087","
,  
(53.5543851310547, -113.56217549221087)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50610446216008 53.48820662875542, -113.50448496494857 53.48820786834399, -113.50437422025207 53.48820554418198))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53443191693681 53.60334914212496, -113.53443100289928 53.60374645147353, -113.53442999479985 53.604184627248735))"
"P2022-006597","2022-08-10T00:00:00.000","2022-09-16T00:00:00.000","WATER LINE INSTALL","CRAWFORD LANDING SW","From CRAWFORD DRIVE SW; To CRAWFORD DRIVE SW",,"Lat/Long Point for Reference","2 - No Restrictions","No","No","No","53.399493709654024","-113.59592812060029","
,  
(53.399493709654024, -113.59592812060029)",
"P2022-003660","2022-05-23T00:00:00.000","2022-11-23T00:00:00.000","CROSSING TEMPORARY TCP","125 STREET NW","From 120 AVENUE NW; To 121 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.574318654798944","-113.53773124785874","
,  
(53.574318654798944, -113.53773124785874)",
"P2022-006977","2022-09-06T00:00:00.000","2022-11-30T00:00:00.000","GAS LINE REPAIR REPLACE","109 STREET NW","From 52 AVENUE NW; To 53 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.48990088137739","-113.51192807574667","
,  
(53.48990088137739, -113.51192807574667)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48417164012173 53.56426898518073, -113.48418760985086 53.565803096954454))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.59035044826601 53.57759875649254, -113.59023675488831 53.5776996611184, -113.59041641853015 53.57816123920898, -113.5905497003806 53.57854920153984, -113.59064854318595 53.578869408644636, -113.59070598478961 53.579072561330634, -113.58917628359904 53.57949008979128, -113.58709004435829 53.57995543785066, -113.5853008839275 53.58035448353066, -113.5831663920447 53.58082842539142, -113.58245890739695 53.58096148218029, -113.58163335346063 53.58107685723642, -113.58132733727597 53.581109101211815, -113.58102833460707 53.58113525322159, -113.5805932772693 53.581163990892186, -113.58005900083566 53.581184370857684, -113.5797040453979 53.58118889852505, -113.57868647271934 53.58119113310201, -113.57809605998231 53.58119292409112))"
"P2022-002580","2022-04-23T00:00:00.000","2022-12-19T00:00:00.000","CROSSING TEMPORARY TCP","73 AVENUE NW","From 109 STREET NW; To 111 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","No","53.50941964534863","-113.51431837292719","
,  
(53.50941964534863, -113.51431837292719)",
"P2022-001600","2022-03-01T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","51 AVENUE [EASTBOUND SIDE] NW","From 91 STREET [NORTHBOUND SIDE] NW; To 89 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.48806240057099","-113.46556059239902","
,  
(53.48806240057099, -113.46556059239902)",
"P2022-002971","2022-05-02T00:00:00.000","2022-10-21T00:00:00.000","OTHER","104 STREET [NORTHBOUND SIDE] NW","From 85 AVENUE NW; To 86 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.52127812026788","-113.49748132184254","
,  
(53.52127812026788, -113.49748132184254)",
"P2022-007232","2022-09-08T00:00:00.000","2022-09-14T00:00:00.000","TELECOM REPAIR REPLACE","54 AVENUE NW","From 202 STREET NW; To 203 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","No","53.489619177842364","-113.66999412278139","
,  
(53.489619177842364, -113.66999412278139)",
"P2022-007075","2022-09-12T00:00:00.000","2022-11-11T00:00:00.000","SEWER REPAIR REPLACE","142 STREET NW","From 116 AVENUE NW; To 118 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","No","Yes","Yes","53.569079364033406","-113.56582365629161","
,  
(53.569079364033406, -113.56582365629161)",
"P2022-007316","2022-09-08T00:00:00.000","2022-09-30T00:00:00.000","PAVEMENT MARKING INSTALL","84 STREET NW","From 105 AVENUE NW; To 106 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.5486551751126","-113.45713922651733","
,  
(53.5486551751126, -113.45713922651733)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50440871901448 53.495626424485565, -113.50440753726542 53.49631308218044))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.68928341040423 53.574786517009834, -113.68928906990791 53.57693609788541, -113.68928489681167 53.577091994131166, -113.68927104403696 53.577252181021535, -113.68924920117493 53.577469099569264, -113.68924338403718 53.57765339922915, -113.68924803902267 53.57942429463951, -113.68924831235776 53.57950963391063, -113.68925476310935 53.57967420279727, -113.68927506076624 53.57987207528639, -113.68929210705369 53.58004771483122, -113.68929766597567 53.58020710844881, -113.68929940465068 53.58086867049337))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54286012808646 53.560488946776644, -113.54285993745069 53.56109922254289))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.63526892671304 53.48313135744271, -113.63365374626545 53.483134215353715))"
"P2022-007213","2022-09-12T00:00:00.000","2022-09-21T00:00:00.000","TELECOM INSTALL","167 AVENUE [EASTBOUND SIDE] NW","From 130 STREET NW; To 127 STREET [SOUTHBOUND SIDE] NW","167 AVENUE [WESTBOUND SIDE] NW, 127 STREET [SOUTHBOUND SIDE] NW","Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown",,"No","53.628654541738406","-113.54440295767711","
,  
(53.628654541738406, -113.54440295767711)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.45208274086423 53.51514417603622, -113.4550154109482 53.51514164212734))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.45358687813044 53.42429472734802, -113.45358118525382 53.42385344582227, -113.45357926032295 53.423453570876454))"
"P2022-006471","2022-08-22T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","152 STREET NW","From 106 AVENUE NW; To 107 AVENUE [EASTBOUND SIDE] NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.55025623180847","-113.58333577033717","
,  
(53.55025623180847, -113.58333577033717)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50045919466137 53.51517472334961, -113.50045787550471 53.51566462369582, -113.50045661009379 53.51613472040966))"
"P2021-010588","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","87 AVENUE [EASTBOUND SIDE] NW","From 161 STREET NW; To 159 STREET [SOUTHBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.51944518651321","-113.59820606595689","
,  
(53.51944518651321, -113.59820606595689)",
"P2022-002321","2022-04-25T00:00:00.000","2022-11-12T00:00:00.000","ROAD CONSTRUCTION REHAB","106 STREET NW","From 158 AVENUE NW; To 106 STREET NW",,"Lat/Long Point for Reference","2 - No Restrictions","Yes","Yes","Yes","53.61791454087026","-113.5043679587936","
,  
(53.61791454087026, -113.5043679587936)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.45273900488738 53.503202080487696, -113.4527841593334 53.503330010583454))"
"P2022-002370","2022-04-20T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","124 AVENUE NW","From 76 STREET NW; To 77 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.579845669846044","-113.45920737842968","
,  
(53.579845669846044, -113.45920737842968)",
"P2022-007247","2022-09-06T00:00:00.000","2022-09-30T00:00:00.000","ROAD CONSTRUCTION REHAB","80 AVENUE NW","From 85 STREET NW; To 87 STREET NW",,"Actual Road Segment",,"No","No","No","53.51608515226071","-113.45983431410339","
,  
(53.51608515226071, -113.45983431410339)",
"P2022-004744","2022-07-04T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","RUNDLE PARK ROAD [SOUTHBOUND SIDE] NW","From 118 AVENUE [EASTBOUND SIDE] NW; To 118 AVENUE [EASTBOUND SIDE] NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","No","No","53.57053766851053","-113.3871264328049","
,  
(53.57053766851053, -113.3871264328049)",
"P2022-002514","2022-04-21T00:00:00.000","2022-09-19T00:00:00.000","WASTE BIN POD SEACAN","168A AVENUE NW","From 58 STREET NW; To MCCONACHIE WAY NW",,"Actual Road Segment","2 - No Restrictions","Unknown","Unknown","Unknown","53.63123862819029","-113.42482251462305","
,  
(53.63123862819029, -113.42482251462305)",
"P2021-004252","2021-06-28T00:00:00.000","2023-09-15T00:00:00.000","ROAD CONSTRUCTION NEW","YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","From 142 STREET NW; To 142 STREET NW","149 STREET [NORTHBOUND SIDE] NW, YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","Yes","53.581140602549205","-113.56581194948217","
,  
(53.581140602549205, -113.56581194948217)",
"P2022-004681","2022-06-24T00:00:00.000","2024-09-30T00:00:00.000","CROSSING TEMPORARY TCP","70 AVENUE NW","From 104 STREET NW; To 105 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.506371667475165","-113.4991129811761","
,  
(53.506371667475165, -113.4991129811761)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47263175873529 53.57354873474192, -113.4735243560451 53.573547895667254, -113.47441509470757 53.57354613357775))"
"P2022-000972","2022-02-16T00:00:00.000","2022-09-17T00:00:00.000","WASTE BIN POD SEACAN","160 STREET NW","From 80 AVENUE NW; To 83 AVENUE NW",,"Actual Road Segment","2 - No Restrictions",,,,"53.51530155010749","-113.59827124490197","
,  
(53.51530155010749, -113.59827124490197)",
"P2022-007005","2022-09-01T00:00:00.000","2022-09-23T00:00:00.000","SEWER REPAIR REPLACE","36A AVENUE NW","From WOODVALE ROAD WEST NW; To 64 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","No","53.47123941935351","-113.43462668800086","
,  
(53.47123941935351, -113.43462668800086)",
"P2022-005960","2022-07-27T00:00:00.000","2022-09-30T00:00:00.000","OTHER","158 STREET NW","From 79A AVENUE NW; To 81 AVENUE NW",,"Actual Road Segment",,"No","No","No","53.514071167201344","-113.59518643433253","
,  
(53.514071167201344, -113.59518643433253)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47335217002865 53.472124024909355, -113.47335707692123 53.474112353406625))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51782558026461 53.51616374923957, -113.51997556480353 53.51616719117651, -113.52074877498397 53.516168419635065))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.46096250648992 53.49392175231583, -113.46097032489644 53.49590594183119))"
"P2022-006327","2022-09-09T00:00:00.000","2022-09-29T00:00:00.000","HYDROVAC","106 STREET [SOUTHBOUND SIDE] NW","From 35 AVENUE NW; To 34 AVENUE [WESTBOUND SIDE] NW","36A AVENUE NW, 106 STREET [NORTHBOUND SIDE] NW","Actual Road Segment","6 - Special Arrangement","No","No","Yes","53.468122692335044","-113.50425203131358","
,  
(53.468122692335044, -113.50425203131358)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.39351236873881 53.657758802824056, -113.39690438568545 53.65777483581622, -113.41813943945247 53.65782218588589))"
"P2022-001296","2022-04-11T00:00:00.000","2022-10-24T00:00:00.000","ROAD CONSTRUCTION REHAB","117 AVENUE NW","From 93 STREET NW; To 94 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.56887401845489","-113.48496786874499","
,  
(53.56887401845489, -113.48496786874499)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50955880212918 53.49156751564594, -113.50948030857569 53.491611672867194, -113.50831395051323 53.49257425196344))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.49740789670487 53.54301311081866, -113.49832000703054 53.54300936810962, -113.49923135144387 53.543005621726365))"
"P2022-006229","2022-08-15T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","127 AVENUE NW","From 125 STREET NW; To 125 STREET NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","Yes","No","53.58496333809953","-113.53814408540782","
,  
(53.58496333809953, -113.53814408540782)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.5665384218486 53.4958076742305, -113.56655479613224 53.496707469239105))"
"P2022-001939","2022-04-25T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","129A AVENUE NW","From 94A STREET NW; To 95 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.58819547416874","-113.48706701326802","
,  
(53.58819547416874, -113.48706701326802)",
"P2022-003134","2022-06-24T00:00:00.000","2022-09-30T00:00:00.000","HOARDING","111 STREET [NORTHBOUND SIDE] NW","From 23 AVENUE [WESTBOUND SIDE] NW; To 25 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","No","No","53.45494116942264","-113.51614290140124","
,  
(53.45494116942264, -113.51614290140124)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.55631923295901 53.54303755597088, -113.5563200418319 53.54360139063973, -113.556320709626 53.54406689583017, -113.55632076045619 53.54471048175936))"
"P2022-007179","2022-09-12T00:00:00.000","2022-09-16T00:00:00.000","CONCRETE REPAIR",,,"WINDERMERE BOULEVARD [EASTBOUND SIDE] SW, 170 STREET [SOUTHBOUND SIDE] SW","No Spatial Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","Yes",,,,
"P2022-005309","2022-07-11T00:00:00.000","2022-09-30T00:00:00.000","CROSSING TEMPORARY TCP","49 STREET NW","From 145 AVENUE NW; To 146 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","No","53.60883394741253","-113.41612153888683","
,  
(53.60883394741253, -113.41612153888683)",
"P2021-004252","2021-06-28T00:00:00.000","2023-09-15T00:00:00.000","ROAD CONSTRUCTION NEW","YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","From 142 STREET NW; To 142 STREET NW","149 STREET [SOUTHBOUND SIDE] NW, YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","Yes","53.581140602549205","-113.56581194948217","
,  
(53.581140602549205, -113.56581194948217)",
"P2022-000318","2022-02-07T00:00:00.000","2022-12-31T00:00:00.000","DRAINAGE TUNNEL SHAFT","153 AVENUE [EASTBOUND SIDE] NW","From CASTLE DOWNS ROAD [SOUTHBOUND SIDE] NW; To CASTLE DOWNS ROAD [NORTHBOUND SIDE] NW","153 AVENUE [WESTBOUND SIDE] NW, CASTLE DOWNS ROAD [NORTHBOUND SIDE] NW","Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","Yes","53.61412654512265","-113.51670835698724","
,  
(53.61412654512265, -113.51670835698724)",
