"file_number","start_date","finish_date","work_reason","street_full_name","road_segment_intersections","intersecting_streets","spatial_reference","peak_hour_restrictions","bike_facilities_affected","on_street_parking_affected","pedestrian_affected","latitude","longitude","location","geometry_multiline"
"P2019-005345","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","ROSENTHAL BOULEVARD [WESTBOUND SIDE] NW","From WINTERBURN ROAD NW; To 217 STREET NW",,"Actual Road Segment","6 - Special Arrangement","No","Unknown","No","53.517595411528625","-113.6903110276402","
,  
(53.517595411528625, -113.6903110276402)",
"P2022-007161","2022-09-06T00:00:00.000","2022-09-23T00:00:00.000","SEWER INSTALL","106 AVENUE NW","From 122 STREET NW; To 123 STREET NW",,"Actual Road Segment","2 - No Restrictions","Yes","Yes","Yes","53.549371252062876","-113.53328987142059","
,  
(53.549371252062876, -113.53328987142059)",
"P2021-002226","2021-05-25T00:00:00.000","2022-11-01T00:00:00.000","ROAD CONSTRUCTION REHAB","231 STREET NW","From WHITEMUD DRIVE NW; To ROSENTHAL BOULEVARD NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.515069409573876","-113.71345573123817","
,  
(53.515069409573876, -113.71345573123817)",
"P2021-010587","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","104 AVENUE NW","From 120 STREET NW; To 121 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.54620102754789","-113.529755558358","
,  
(53.54620102754789, -113.529755558358)",
"P2022-003266","2022-05-16T00:00:00.000","2022-12-31T00:00:00.000","ROAD CONSTRUCTION NEW","50 STREET [NORTHBOUND SIDE] NW","From 82 AVENUE NW; To 84 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","Yes","Yes","53.5188911323663","-113.41839343582267","
,  
(53.5188911323663, -113.41839343582267)",
"P2022-002423","2022-04-25T00:00:00.000","2022-11-15T00:00:00.000","ROAD CONSTRUCTION REHAB","79 AVENUE NW","From 112 STREET NW; To 113 STREET NW",,"Actual Road Segment","2 - No Restrictions","Yes","Yes","Yes","53.51511115577362","-113.52163347233625","
,  
(53.51511115577362, -113.52163347233625)",
"P2022-006147","2022-08-29T00:00:00.000","2022-09-19T00:00:00.000","STREET LIGHT INSTALL","114 STREET NW","From 38 AVENUE NW; To 40 AVENUE [EASTBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","Yes","53.4748780822474","-113.52655946611256","
,  
(53.4748780822474, -113.52655946611256)",
"P2022-003903","2022-06-28T00:00:00.000","2022-12-03T00:00:00.000","DRAINAGE CB CLEANING",,,,"No Spatial Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes",,,,
"P2021-010617","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","66 STREET [NORTHBOUND SIDE] NW","From 38 AVENUE [WESTBOUND SIDE] NW; To 41 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement",,,,"53.4766393788355","-113.43970761255245","
,  
(53.4766393788355, -113.43970761255245)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54285993745069 53.56109922254289, -113.54286066334402 53.56158346353186, -113.54286148816884 53.56208101680783))"
"P2022-002628","2022-05-02T00:00:00.000","2022-12-31T00:00:00.000","X - OSCAM ADMIN","102 AVENUE NW","From 106 STREET NW; To 107 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","Yes","53.54301347393524","-113.50382890242972","
,  
(53.54301347393524, -113.50382890242972)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48877001416388 53.54237411933336, -113.48911551516049 53.54235252779822, -113.48914251627288 53.542348258407, -113.48916604564594 53.54233928801169, -113.4892181858436 53.54231181245299, -113.48924154588781 53.54230288652333, -113.48926834828617 53.542298596072236, -113.4898973804692 53.54225773284057, -113.48991415758582 53.542257574770574, -113.48993069542244 53.542259263926454, -113.49004482235534 53.542277540432565, -113.49006121566808 53.54227922285862, -113.49007784903812 53.54227908992848, -113.49042561909698 53.54225716731831, -113.49050239515641 53.54225936034988))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.5324658064728 53.56684564100959, -113.5333111614635 53.56684456071808, -113.5341524093111 53.5668434797447))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.45699627182438 53.52462964225036, -113.45696689526268 53.524587045230774, -113.45523543492278 53.52280500911646, -113.45518201557348 53.5227372162746, -113.45515001166972 53.522668950390646, -113.45513658402693 53.52258640803756, -113.45513535331102 53.52214324665096))"
"P2021-010615","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","85 STREET [SOUTHBOUND SIDE] NW","From 90 AVENUE [WESTBOUND SIDE] NW; To CONNORS ROAD [NORTHBOUND SIDE] NW",,"Lat/Long Point for Reference","6 - Special Arrangement",,,,"53.52521661168807","-113.45745005914854","
,  
(53.52521661168807, -113.45745005914854)",
"P2021-010616","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","83 STREET [SOUTHBOUND SIDE] NW","From 77 AVENUE NW; To 76 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement",,,,"53.51276737983119","-113.45525676765592","
,  
(53.51276737983119, -113.45525676765592)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.41845960122043 53.5108707516256, -113.4184373149636 53.50998238357861))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48578413453413 53.57314532094392, -113.48655678238603 53.57314794265289, -113.48732614577435 53.573150548258695))"
"P2022-007039","2022-09-06T00:00:00.000","2022-09-20T00:00:00.000","TELECOM REPAIR REPLACE","50 STREET [SOUTHBOUND SIDE] NW","From 90A AVENUE NW; To 90 AVENUE [WESTBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown","Unknown","Unknown","53.52236707980537","-113.41868453464288","
,  
(53.52236707980537, -113.41868453464288)",
"P2019-004731","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","66 STREET [SOUTHBOUND SIDE] NW","From ANTHONY HENDAY DRIVE [WESTBOUND SIDE] NW; To ANTHONY HENDAY DRIVE [WESTBOUND SIDE] NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","No","53.65198249310678","-113.43510380666197","
,  
(53.65198249310678, -113.43510380666197)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51763899296802 53.55458390341398, -113.51855265566022 53.55458500593701, -113.51947000837318 53.554586105891225))"
"P2022-006103","2022-08-15T00:00:00.000","2022-09-26T00:00:00.000","CONCRETE REPAIR","112 AVENUE NW","From 123 STREET NW; To 124 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Yes","Yes","53.56049134176975","-113.53503642982331","
,  
(53.56049134176975, -113.53503642982331)",
"P2022-006815","2022-08-31T00:00:00.000","2022-09-16T00:00:00.000","TREE SHRUB INSTALL REMOVE","82 AVENUE [WESTBOUND SIDE] NW","From 98 STREET NW; To 99 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.51811564005343","-113.4844836251672","
,  
(53.51811564005343, -113.4844836251672)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48121141432455 53.5673598422008, -113.48122672049539 53.568887135561994))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47673076817686 53.5703880797214, -113.4774819783481 53.5703869927955, -113.47797057038332 53.57038628331998, -113.47821056776424 53.570384032215046))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.55712475575419 53.55258073177153, -113.55707571934516 53.55261178340679, -113.55705524827435 53.55266505611334, -113.55705466052457 53.55395599064337, -113.55705075105963 53.554422077660924))"
"P2022-006763","2022-08-18T00:00:00.000","2022-09-18T00:00:00.000","WASTE BIN POD SEACAN","HECTOR ROAD NW","From HECTOR ROAD NW; To HECTOR ROAD NW",,"No Spatial Reference","2 - No Restrictions","Unknown","Yes","Unknown",,,,
"P2022-001600","2022-03-01T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","51 AVENUE [WESTBOUND SIDE] NW","From 106 STREET NW; To 106A STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.48830887437009","-113.5052372175476","
,  
(53.48830887437009, -113.5052372175476)",
"P2022-004893","2022-06-24T00:00:00.000","2022-09-16T00:00:00.000","WATER LINE INSTALL","MEADOWLARK ROAD NW","From MEADOWLARK ROAD [SOUTHBOUND SIDE] NW; To 88A AVENUE NW","87 AVENUE [EASTBOUND SIDE] NW, 159 STREET [SOUTHBOUND SIDE] NW","No Spatial Reference",,"No","Yes","Yes",,,,
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4747540871197 53.534615086076045, -113.47476785549095 53.53614307513596))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54483814035702 53.5668613570134, -113.54565139570329 53.56686121493277, -113.54655186328127 53.56686105116581, -113.54695234556868 53.56738222564802))"
"P2022-006161","2022-08-09T00:00:00.000","2022-09-27T00:00:00.000","GRINDING & PAVING","134 AVENUE NW","From 113A STREET NW; To 114 STREET NW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.59492344103699","-113.51828523360541","
,  
(53.59492344103699, -113.51828523360541)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.44800621601146 53.468339623640965, -113.44764265678667 53.46837915164878, -113.44728270289035 53.468429064159416, -113.44644617251934 53.46855875810293, -113.44495164445395 53.4687904102856, -113.44477257151175 53.46881815792523, -113.44459599656079 53.4688511170092, -113.44442541976525 53.46889411392522, -113.444262585731 53.4689467236802, -113.44410884743763 53.46900852773469, -113.44396582388524 53.46907889779733, -113.44383485136471 53.46915717551044, -113.44371715268171 53.4692426304607, -113.44361372371819 53.46933456640452, -113.44352566548717 53.46943203525553, -113.44345371016777 53.46953410302268, -113.44339870895315 53.46963985783154, -113.44336109526677 53.469748273709115, -113.44335115356964 53.46980331210161, -113.44334121184629 53.4698583504927, -113.44333924417874 53.46996904414605, -113.44335414179525 53.47007938610249, -113.44338704122718 53.47030769356853, -113.44342189818693 53.47046698541469, -113.4434787775835 53.4706240038714, -113.4435572889811 53.47077766587628, -113.44365689098264 53.47092691353348, -113.44377689780649 53.471070717380826, -113.44391648215584 53.47120808682888, -113.44407468297885 53.471338075231316, -113.4442504095875 53.47145978709539, -113.44548003730779 53.47224487861624, -113.44567988819175 53.47239774128216, -113.44585879837813 53.47255957531703, -113.44601428676577 53.47272982798781, -113.44614523162308 53.47290727710431, -113.44625071618707 53.47309068596039, -113.44632997832245 53.47327873731929, -113.44638245606744 53.47347009904121, -113.44640777691404 53.4736634154052, -113.4464350852613 53.47418513032057))"
"P2022-002235","2022-04-29T00:00:00.000","2022-11-15T00:00:00.000","ROAD CONSTRUCTION REHAB","109 STREET NW","From 86 AVENUE NW; To 87 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","Yes","Yes","53.522416651156185","-113.51204696378845","
,  
(53.522416651156185, -113.51204696378845)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.57792406970624 53.46768426811534, -113.57954258745939 53.46807948346742, -113.57992955084586 53.468171700503305, -113.58070949716257 53.46836118282226))"
"P2022-007316","2022-09-08T00:00:00.000","2022-09-30T00:00:00.000","PAVEMENT MARKING INSTALL","84 STREET NW","From 103 AVENUE NW; To 104 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.545535102829994","-113.45713557541706","
,  
(53.545535102829994, -113.45713557541706)",
"P2021-010535","2021-12-20T00:00:00.000","2023-01-30T00:00:00.000","OTHER","85 AVENUE NW","From 101 STREET NW; To 102 STREET NW",,"Actual Road Segment","6 - Special Arrangement","No","No","No","53.520951111862225","-113.49280029252817","
,  
(53.520951111862225, -113.49280029252817)",
"P2021-010581","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","DRAINAGE REPAIR REPLACE","STONY PLAIN ROAD NW","From 122 STREET NW; To 123 STREET NW",,"Actual Road Segment","6 - Special Arrangement",,"Yes","Yes","53.54655902709555","-113.53325878559443","
,  
(53.54655902709555, -113.53325878559443)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48685271716138 53.58599599857058, -113.48685015060491 53.58649199675439, -113.48684799835206 53.58690791426068))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51038220660058 53.5575900385858, -113.51187861844582 53.55680069893127, -113.51194619149615 53.55677098060848, -113.51201304128827 53.5567459604615, -113.51209728624212 53.55671977660401, -113.51218502125197 53.556698082441834, -113.51226915118622 53.556682078917284, -113.51236594458786 53.55666901620881, -113.51244741324454 53.556662213280376, -113.51255647396859 53.556658886009735, -113.51290158719318 53.55665861460011, -113.51373006723243 53.55665848400996, -113.51579765475046 53.556654752026695))"
"P2021-003010","2021-05-10T00:00:00.000","2022-11-15T00:00:00.000","DRAINAGE INSTALL","FORT ROAD [NORTHBOUND SIDE] NW","From FORT ROAD [NORTHBOUND SIDE] NW; To 66 STREET NW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.584938516467886","-113.44292406147247","
,  
(53.584938516467886, -113.44292406147247)",
"P2022-001811","2022-04-04T00:00:00.000","2023-01-16T00:00:00.000","CROSSING TEMPORARY TCP","122 STREET NW","From 113 AVENUE NW; To 114 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","Unknown","Yes","Yes","53.56287971927553","-113.53247545753248","
,  
(53.56287971927553, -113.53247545753248)",
"P2022-001598","2022-03-01T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","51 AVENUE [WESTBOUND SIDE] NW","From 91 STREET [SOUTHBOUND SIDE] NW; To 93 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.488189294442336","-113.4688551615192","
,  
(53.488189294442336, -113.4688551615192)",
"P2021-009997","2022-01-10T00:00:00.000","2022-10-01T00:00:00.000","DRAINAGE TUNNEL SHAFT","118 AVENUE NW","From 88 STREET NW; To 89 STREET NW","117 AVENUE NW, 88 STREET NW","Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Yes","53.570387009174375","-113.47747068251518","
,  
(53.570387009174375, -113.47747068251518)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51781967001259 53.517111350591016, -113.52075878373604 53.5171167570749))"
"P2022-004640","2022-06-15T00:00:00.000","2023-06-15T00:00:00.000","CROSSING TEMPORARY TCP","72 AVENUE NW","From 97 STREET NW; To 98 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","No","53.50853991962951","-113.48130494555008","
,  
(53.50853991962951, -113.48130494555008)",
"P2021-010046","2021-11-25T00:00:00.000","2022-11-30T00:00:00.000","CROSSING TEMPORARY TCP","RIVERSIDE DRIVE NW","From RIVERSIDE CRESCENT NW; To SUMMIT POINT NW",,"Actual Road Segment","2 - No Restrictions","No","No","No","53.534264732757904","-113.56032301375991","
,  
(53.534264732757904, -113.56032301375991)",
"P2022-007252","2022-09-13T00:00:00.000","2022-09-14T00:00:00.000","TREE SHRUB TRIM MAINTAIN","FORT ROAD [NORTHBOUND SIDE] NW","From BELVEDERE GATE [NORTHBOUND SIDE] NW; To BELVEDERE WAY NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.58607831853319","-113.44050765581586","
,  
(53.58607831853319, -113.44050765581586)",
"P2022-004001","2022-08-02T00:00:00.000","2022-10-08T00:00:00.000","GAS LINE REPAIR REPLACE","101 STREET NW","From 101 STREET NW; To 101 STREET NW",,"No Spatial Reference","2 - No Restrictions",,"Yes","Yes",,,,
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.56584533563736 53.58130814645225, -113.56756479726525 53.58130523056729))"
"P2022-002370","2022-04-20T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","75 STREET NW","From 125 AVENUE NW; To 75 STREET NW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.58139494347692","-113.45690847656681","
,  
(53.58139494347692, -113.45690847656681)",
"P2022-006103","2022-08-15T00:00:00.000","2022-09-26T00:00:00.000","CONCRETE REPAIR","117 AVENUE NW","From 122 STREET NW; To 123 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Yes","Yes","53.56842677678422","-113.53331062687755","
,  
(53.56842677678422, -113.53331062687755)",
"P2021-008640","2021-10-25T00:00:00.000","2022-09-30T00:00:00.000","CROSSING TEMPORARY TCP","75 AVENUE NW","From 93 STREET NW; To 95 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.511331023344745","-113.47194389050172","
,  
(53.511331023344745, -113.47194389050172)",
"P2022-003836","2022-06-13T00:00:00.000","2022-10-10T00:00:00.000","ROAD CONSTRUCTION REHAB","52 STREET NW","From 72A AVENUE NW; To 76 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.51052911218947","-113.42020894134325","
,  
(53.51052911218947, -113.42020894134325)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51649718740491 53.490613359498965, -113.51651547566652 53.49223361662751, -113.51650831707059 53.49247944222785, -113.51646995546476 53.492783678392954, -113.5164366512509 53.493026796563555, -113.51640345023681 53.493260809410216, -113.51639016137261 53.49347018727027, -113.5163815900953 53.49364836458953, -113.51639220726858 53.49409159657556))"
"P2022-005292","2022-07-20T00:00:00.000","2022-09-30T00:00:00.000","TELECOM INSTALL","STANTON DRIVE SW","From 74 STREET SW; To 72 STREET SW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown","Yes","Unknown","53.4208363827263","-113.4509391799787","
,  
(53.4208363827263, -113.4509391799787)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.52680611642658 53.58758348641077, -113.52886091913663 53.58758704192298))"
"P2022-001296","2022-04-11T00:00:00.000","2022-10-24T00:00:00.000","ROAD CONSTRUCTION REHAB","115 AVENUE NW","From 91 STREET NW; To 92 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.56581607940556","-113.48193973955871","
,  
(53.56581607940556, -113.48193973955871)",
"P2021-010587","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","STONY PLAIN ROAD [WESTBOUND SIDE] NW","From 102 AVENUE [WESTBOUND SIDE] NW; To 142 STREET [NORTHBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.54305140823155","-113.5641780159028","
,  
(53.54305140823155, -113.5641780159028)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51210610576905 53.54301820282541, -113.51302620011789 53.54301384621891, -113.51394764046485 53.54300947614382))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54108761830845 53.62373788620796, -113.54108619899453 53.62627321426522, -113.54108825498717 53.627430334526146, -113.54108518478063 53.628378700975595, -113.54108597985655 53.62870597740404))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53247931143531 53.57511597974412, -113.5324863614501 53.57670741473191))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53589557767181 53.55096996811881, -113.53589832163985 53.55255290258528))"
"P2022-003915","2022-06-02T00:00:00.000","2022-09-30T00:00:00.000","PAVING","109 AVENUE NW","From 134 STREET NW; To 135 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","Yes","53.55438720443526","-113.55467804107224","
,  
(53.55438720443526, -113.55467804107224)",
"P2022-006901","2022-09-12T00:00:00.000","2022-09-20T00:00:00.000","SEWER REPAIR REPLACE","CORONET ROAD NW","From 80 STREET NW; To 81 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","No","53.50376275203161","-113.4493368929087","
,  
(53.50376275203161, -113.4493368929087)",
"P2022-002913","2022-05-09T00:00:00.000","2022-10-28T00:00:00.000","ROAD CONSTRUCTION REHAB","124 STREET [NORTHBOUND SIDE] NW","From 123 AVENUE NW; To 124 AVENUE NW",,"Lat/Long Point for Reference","6 - Special Arrangement","Yes","Yes","Yes","53.578752457922654","-113.53582019480443","
,  
(53.578752457922654, -113.53582019480443)",
"P2022-002971","2022-05-02T00:00:00.000","2022-10-21T00:00:00.000","OTHER","104 STREET [NORTHBOUND SIDE] NW","From 83 AVENUE NW; To 84 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.51954298922513","-113.49748813400785","
,  
(53.51954298922513, -113.49748813400785)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.45519783253799 53.51514176354221, -113.45814943018016 53.515138557659874, -113.45831419323046 53.51513831544326))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48242098696782 53.60596749834776, -113.48200019776179 53.606977173021306, -113.48179429500198 53.60736606735196))"
"P2021-004252","2021-06-28T00:00:00.000","2023-09-15T00:00:00.000","ROAD CONSTRUCTION NEW","YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","From 142 STREET NW; To 142 STREET NW","149 STREET [NORTHBOUND SIDE] NW, YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","Yes","53.581140602549205","-113.56581194948217","
,  
(53.581140602549205, -113.56581194948217)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.482846836809 53.51138560153545, -113.48604774579137 53.511382310587535))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.38651335643436 53.46910996774489, -113.38662844911444 53.46908391141174, -113.38692494663366 53.46901845756475, -113.38722911223843 53.46896703592987, -113.38753831557791 53.468927923437775, -113.3878512271167 53.46890130626122))"
"P2022-002371","2022-04-20T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","124 AVENUE NW","From 75 STREET NW; To 76 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.57984612427632","-113.45766935247134","
,  
(53.57984612427632, -113.45766935247134)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53040489173965 53.58759772262923, -113.53041102071968 53.58915053029418))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47791610265102 53.59112299026583, -113.47779795906348 53.59115516651964, -113.47640051065925 53.5911700758421, -113.4762130604217 53.591207537380825))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.61518719222303 53.563019971369734, -113.61543584862902 53.56303581413768))"
"P2022-004658","2022-06-20T00:00:00.000","2022-09-30T00:00:00.000","SIGN INSTALL","WHITEMUD DRIVE [WESTBOUND SIDE] NW","From 149 STREET [SOUTHBOUND SIDE] NW; To 159 STREET NW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.51409423872252","-113.57859088858285","
,  
(53.51409423872252, -113.57859088858285)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.57277910389024 53.53766562808957, -113.5727847136862 53.53926144459527))"
"P2022-004588","2022-06-28T00:00:00.000","2022-09-23T00:00:00.000","CROSSING TEMPORARY TCP","JASPER AVENUE NW","From 110 STREET NW; To 111 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","Yes","53.540937569169564","-113.51118684353428","
,  
(53.540937569169564, -113.51118684353428)",
"P2022-004948","2022-06-30T00:00:00.000","2023-01-31T00:00:00.000","CROSSING TEMPORARY TCP","123 STREET NW","From 117 AVENUE NW; To 118 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","No","No","53.569366248268416","-113.5341489909767","
,  
(53.569366248268416, -113.5341489909767)",
"P2022-007247","2022-09-06T00:00:00.000","2022-09-30T00:00:00.000","ROAD CONSTRUCTION REHAB","81 AVENUE NW","From 91 STREET NW; To 93 STREET NW",,"Actual Road Segment",,"No","No","No","53.51702496091094","-113.4687881883353","
,  
(53.51702496091094, -113.4687881883353)",
"P2022-005331","2022-07-12T00:00:00.000","2022-10-28T00:00:00.000","WASTE BIN POD SEACAN","ST GEORGES CRESCENT NW","From 135 STREET NW; To ST GEORGES CRESCENT NW",,"Lat/Long Point for Reference","2 - No Restrictions","Unknown","Yes","Unknown","53.53970433557476","-113.55517565599001","
,  
(53.53970433557476, -113.55517565599001)",
"P2021-001303","2021-03-10T00:00:00.000","2031-06-22T00:00:00.000","X - OSCAM ADMIN","95 AVENUE NW","From 100 STREET NW; To 100A STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown","Unknown","Unknown","53.53088260413324","-113.49176504639406","
,  
(53.53088260413324, -113.49176504639406)",
"P2022-006731","2022-08-25T00:00:00.000","2022-09-23T00:00:00.000","LOOPS REPAIR REPLACE",,,"ELLERSLIE ROAD [WESTBOUND SIDE] SW, EDWARDS DRIVE [NORTHBOUND SIDE] SW","No Spatial Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No",,,,
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.56930161710471 53.53770623057948, -113.56930597171028 53.53823621721984, -113.56930568373997 53.53864904721964, -113.56930534653098 53.538754691141925, -113.56930325773293 53.538784586116726, -113.56929334099853 53.538835968934244, -113.56926493499721 53.538931603277135))"
"P2021-004324","2021-06-29T00:00:00.000","2022-09-30T00:00:00.000","CROSSING TEMPORARY TCP","123 STREET NW","From 107 AVENUE NW; To 108 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.55176140515993","-113.53413150989627","
,  
(53.55176140515993, -113.53413150989627)",
"P2022-004630","2022-08-16T00:00:00.000","2022-11-30T00:00:00.000","CROSSING TEMPORARY TCP","55 AVENUE NW","From 50 STREET [SOUTHBOUND SIDE] NW; To 54 STREET NW",,"Actual Road Segment","2 - No Restrictions","Unknown","No","No","53.491879683844886","-113.41984669115683","
,  
(53.491879683844886, -113.41984669115683)",
"P2022-007334","2022-09-13T00:00:00.000","2022-09-23T00:00:00.000","TEST HOLE DRILLING","104 STREET NW","From ALLENDALE ROAD [EASTBOUND SIDE] NW; To 61 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown","No","Unknown","53.498884006507275","-113.49768165029339","
,  
(53.498884006507275, -113.49768165029339)",
"P2022-007288","2022-09-07T00:00:00.000","2022-11-25T00:00:00.000","ROAD CONSTRUCTION REHAB","111 STREET [NORTHBOUND SIDE] NW","From 57 AVENUE NW; To 61 AVENUE [EASTBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","Yes","Yes","53.4961223931412","-113.51646202126643","
,  
(53.4961223931412, -113.51646202126643)",
"P2022-002377","2022-04-25T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","120 STREET NW","From 127 AVENUE NW; To 128 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.58550188328973","-113.52886646535062","
,  
(53.58550188328973, -113.52886646535062)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48122672049539 53.568887135561994, -113.48122609496829 53.57000091068951, -113.48122587785353 53.570386814326895))"
