"area","park_name","address","drop_in_type_amenity","dates","hours","additional_info","latitude","longitude","location"
"Northwest","Elsinore Chambery Park (Castlebrook)","17604 104 St NW","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.64119946","-113.5056207","(53.64119946, -113.5056207)"
"Northwest","Gariepy Park","17404 - 57 Ave","Flying Eagle","Jul 4 - 6","10am-1:30pm","https://edmonton.ca/flyingeagle","53.494028","-113.622635","(53.494028, -113.622635)"
"Northwest","Gariepy Park","17404 - 57 Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.494028","-113.622635","(53.494028, -113.622635)"
"Northwest","Glastonbury Park","1101 Grantham Drive","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.50667067","-113.6675799","(53.492688, -113.680282)"
"Northwest","Glenora Park","10426 – 136 St","Flying Eagle","Jul 16 - 20","10am-1:30pm","https://edmonton.ca/flyingeagle","53.54657513","-113.5571581","(53.54657513, -113.5571581)"
"Northwest","Glenora Park","10426 – 136 St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.54403633","-113.5550559","(53.54403633, -113.5550559)"
"Northwest","Glenora Park","10426 – 136 St","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.5466747","-113.5568867","(53.5466747, -113.5568867)"
"Northwest","Glenwood","16430 - 97 Ave","Green Shack","Jul 3 - Aug 23","10am-6pm weekdays","https://edmonton.ca/greenshacks","53.535685","-113.60506","(53.535685, -113.60506)"
"Northwest","Gordan Drynan Park (Britannia Youngstown)","15927 - 105 Ave","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.54611249","-113.6094396","(53.54611249, -113.6094396)"
"Northwest","Gordan Drynan Park (Britannia Youngstown)","10320 – 166 St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.54611249","-113.6094396","(53.54611249, -113.6094396)"
"Northwest","Grovenor Park","14325 104 Ave","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.546212","-113.567765","(53.546212, -113.567765)"
"Northwest","Hamptons Park","365 Hemingway Rd NW","Green Shack","Jul 3 - Aug 23","10am-6pm weekdays","https://edmonton.ca/greenshacks","53.491072","-113.682684","(53.491072, -113.682684)"
"Northwest","High Park","11031 – 154 St","Pop Up Play","Jul 3 - Aug 23","Wednesdays & Fridays: 10am-1:30pm","https://edmonton.ca/popupplay","53.556388","-113.586346","(53.556388, -113.586346)"
"Northwest","Hudson Park","13625 Cumberland Rd","Flying Eagle","Jul 30 - Aug 3","2:30-6pm","https://edmonton.ca/flyingeagle","53.60775378","-113.5560773","(53.60775378, -113.5560773)"
"Northwest","Hudson Park","13625 Cumberland Rd","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.60775378","-113.5560773","(53.60775378, -113.5560773)"
"Northwest","Hudson Park","13625 Cumberland Rd","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.60775378","-113.5560773","(53.60775378, -113.5560773)"
"Northwest","Jasper Park","8751 - 153 St","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.520957","-113.585082","(53.520957, -113.585082)"
"Northwest","John Devoldere Memorial Park (Elmwood)","16415 83 Ave NW","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.516601","-113.606554","(53.516601, -113.606554)"
"Northwest","John Devoldere Memorial Park (Elmwood)","16415 83 Ave NW","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.516601","-113.606554","(53.516601, -113.606554)"
"Northwest","Johnny Bright Sports Park (West Meadowlark)","9311 – 165 St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.52930329","-113.6067257","(53.52930329, -113.6067257)"
"Northwest","Johnny Bright Sports Park (West Meadowlark)","9311 – 165 St","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.52930329","-113.6067257","(53.52930329, -113.6067257)"
"Northwest","Kensington Park","12130 – 134A Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.59589992","-113.5307082","(53.59589992, -113.5307082)"
"Northwest","Kensington Park","12130 – 134A Ave","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.59589992","-113.5307082","(53.59589992, -113.5307082)"
"Northwest","LaPerle Park","18611 – 97A Ave","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.53336689","-113.6440036","(53.53336689, -113.6440036)"
"Northwest","Lauderdale Park","12937 – 107 St","Flying Eagle","Jul 9 - 13","2:30-6pm","https://edmonton.ca/flyingeagle","53.58857289","-113.5031773","(53.58857289, -113.5031773)"
"Northwest","Lauderdale Park","12937 – 107 St","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.58857289","-113.5031773","(53.58857289, -113.5031773)"
"Northwest","Laurier Heights Park","14405 – 85 Ave","Flying Eagle","Aug 7 - 10","10am-1:30pm","https://edmonton.ca/flyingeagle","53.623428","-113.50095","(53.623428, -113.50095)"
"Northwest","Laurier Heights Park","14405 – 85 Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.517557","-113.568476","(53.517557, -113.568476)"
"Northwest","Laurier Heights Park","14405 – 85 Ave","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.517557","-113.568476","(53.517557, -113.568476)"
"Northwest","Lorelei Park","16220 – 103 St","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.623428","-113.50095","(53.623428, -113.50095)"
"Northwest","Lymburn Park","18740-72 Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.46889291","-113.4087741","(53.46889291, -113.4087741)"
"Northwest","Lynnwood Park","15524 – 84 Ave","Flying Eagle","Jul 16 - 20","2:30-6pm","https://edmonton.ca/flyingeagle","53.51623846","-113.5898041","(53.51623846, -113.5898041)"
"Northwest","Lynnwood Park","15524 – 84 Ave","Green Shack","Jul 3 - Aug 23","10am-6pm weekdays","https://edmonton.ca/greenshacks","53.51623846","-113.5898041","(53.51623846, -113.5898041)"
"Northwest","Maple Leaf Park (Griesbach)","14300 102A St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.608154","-113.497988","(53.608154, -113.497988)"
"Northwest","Mayfield Park","10920 - 159 St","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.55493","-113.596374","(53.55493, -113.596374)"
"Northwest","McQueen Park","10825 McQueen Rd","Pop Up Play","Jul 3 - Aug 23","Tuesdays & Thursdays: 10am-1:30pm","https://edmonton.ca/popupplay","53.554513","-113.572164","(53.554513, -113.572164)"
"Northwest","Meadowlark Park","15961 92 Ave NW","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.526684","-113.595618","(53.526684, -113.595618)"
"Northwest","North Glenora Park","13535 – 109A Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.555764","-113.557017","(53.555764, -113.557017)"
"Northwest","North Glenora Park","13535 – 109A Ave","Water Play","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/waterplay","53.555764","-113.557017","(53.555764, -113.557017)"
"Northwest","Oleskiw (Wolf Willow Park)","887 Wanyandi Rd","Pop Up Play","Jul 3 - Aug 23","Tuesdays & Fridays: 2:30-6pm","https://edmonton.ca/popupplay","53.498842","-113.603202","(53.498842, -113.603202)"
"Northwest","Oxford Park","13104 155 Ave","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.617887","-113.54567","(53.617887, -113.54567)"
"Northwest","Parkview Park","9135 – 146 St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.52600085","-113.5676542","(53.52600085, -113.5676542)"
"Northwest","Patricia Heights Park","16216 - 78 Ave","Pop Up Play","Jul 3 - Aug 23","Tuesdays & Fridays: 10am-1:30pm","https://edmonton.ca/popupplay","53.511385","-113.603933","(53.511385, -113.603933)"
"Northwest","Potter Greens Park","924 Picard Drive","Pop Up Play","Jul 3 - Aug 23","Mondays & Wednesdays: 10am-1:30pm","https://edmonton.ca/popupplay","53.517966","-113.675082","(53.517966, -113.675082)"
"Northwest","Quesnell Heights","39 Quesnell Cres","Pop Up Play","Jul 3 - Aug 23","Mondays & Thursdays:2:30-6pm","https://edmonton.ca/popupplay","53.51015","-113.573755","(53.51015, -113.573755)"
"Northwest","Rapperswill","122 St & Rapperswill Dr","Pop Up Play","Jul 3 - Aug 23","Tuesdays & Thursdays: 2:30-6pm","https://edmonton.ca/popupplay","53.637271","-113.53286","(53.637271, -113.53286)"
"Northwest","Rio Terrace","15504 - 76 Ave","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.508659","-113.589428","(53.508659, -113.589428)"
"Northwest","Rio Terrace","15504 - 76 Ave","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.508659","-113.589428","(53.508659, -113.589428)"
"Northwest","Rosenthal","1070 Rosenthal Blvd","Flying Eagle","Jul 23 - 27","10am-1:30pm","https://edmonton.ca/flyingeagle","53.517276","-113.696165","(53.517276, -113.696165)"
"Northwest","Rosenthal","1070 Rosenthal Blvd","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.517276","-113.696165","(53.517276, -113.696165)"
"Northwest","Rosenthal","1070 Rosenthal Blvd","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.517276","-113.696165","(53.517276, -113.696165)"
"Northwest","Secord Park","9550 - 217 St","Flying Eagle","Aug 13 - 17","10am-1:30pm","https://edmonton.ca/flyingeagle","53.533746","-113.68949","(53.533746, -113.68949)"
"Northwest","Secord Park","9550 - 217 St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.533746","-113.68949","(53.533746, -113.68949)"
"Northwest","Sherwood","93 Ave & 155 St","Pop Up Play","Jul 3 - Aug 23","Mondays & Wednesdays: 2:30-6pm","https://edmonton.ca/popupplay","53.529092","-113.587523","(53.529092, -113.587523)"
"Northwest","St. Francis Xavier Sports Centre","9250 - 163 St","Youth Programs","Jul 16 - Aug 20","Mondays: 5:00-8:00pm","https://edmonton.ca/youth","53.529029","-113.603565","(53.529029, -113.603565)"
"Northwest","Suder Greens Park","290 Suder Greens Drive NW","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.52100924","-113.6844977","(53.52100924, -113.6844977)"
"Northwest","Summerlea Park","9020 – 175 St","Pop Up Play","Jul 3 - Aug 23","Mondays & Wednesdays: 10am-1:30pm","https://edmonton.ca/popupplay","53.52706765","-113.6239219","(53.52706765, -113.6239219)"
"Northwest","Thorncliff Park","8215 – 175 St","Green Shack","Jul 3 - Aug 23","10am-6pm weekdays","https://edmonton.ca/greenshacks","53.51607895","-113.6207344","(53.51607895, -113.6207344)"
"Northwest","Trumpeter","12956 - 202 St","Pop Up Play","Jul 3 - Aug 23","Tuesdays & Thursdays: 10am-1:30pm","https://edmonton.ca/popupplay","53.591153","-113.668439","(53.591153, -113.668439)"
"Northwest","Wedgewood Heights Park","1003 Wedgewood Boulevard","Pop Up Play","Jul 3 - Aug 23","Mondays & Wednesdays: 2:30-6pm","https://edmonton.ca/popupplay","53.48053501","-113.6467743","(53.48053501, -113.6467743)"
"Northwest","Wellington Park","13440 – 132 St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.59648092","-113.5503554","(53.59648092, -113.5503554)"
"Northwest","Wellington Park","13440 – 132 St","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.59658643","-113.5507273","(53.59658643, -113.5507273)"
"Northwest","West Jasper Place (Arthur Elliot Park)","9620 - 152 St","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.534609","-113.583315","(53.534609, -113.583315)"
"Northwest","Westridge Park","505 Wolf Willow Rd","Pop Up Play","Jul 3 - Aug 23","Mondays & Thursdays: 10am-1:30pm","https://edmonton.ca/popupplay","53.5064","-113.603149","(53.5064, -113.603149)"
"Northwest","Westview Village Park","10770 Winterburn Rd NW","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.55302335","-113.6923648","(53.55302335, -113.6923648)"
"Northwest","Willowby Park (Ormsby Place)","6315 184 St","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.496661","-113.637675","(53.496661, -113.637675)"
"Southeast","Avonmore Park","7902 – 73 Ave","Flying Eagle","Aug 20 - 22","2:30-6pm","https://edmonton.ca/flyingeagle","53.51006636","-113.4482255","(53.51006636, -113.4482255)"
"Southeast","Avonmore Park","7902 – 73 Ave","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.51006636","-113.4482255","(53.51006636, -113.4482255)"
"Southeast","Avonmore Park","7902 – 73 Ave","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.51006636","-113.4482255","(53.51006636, -113.4482255)"
"Southeast","Bisset Park","3202 – 37 St","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.46185041","-113.3994273","(53.46185041, -113.3994273)"
"Southeast","Bonnie Doon Park","9240 – 93 St","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.5274026","-113.4702799","(53.5274026, -113.4702799)"
"Southeast","Bonnie Doon Park","9240 – 93 St","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.5274026","-113.4702799","(53.5274026, -113.4702799)"
"Southeast","Capilano","10810 - 54 St","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.556463","-113.422725","(53.556463, -113.422725)"
"Southeast","Capilano","10810 - 54 St","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/greenshacks","53.556463","-113.422725","(53.556463, -113.422725)"
"Southeast","Charlesworth","5805 - 3 Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.429929","-113.431386","(53.429929, -113.431386)"
"Southeast","Cloverdale (Gallagher Park)","9411 – 97 Ave","Pop Up Play","Jul 3 - Aug 23","Tuesdays & Thursdays: 2:30 - 6pm","https://edmonton.ca/popupplay","53.5359655","-113.4723911","(53.5359655, -113.4723911)"
"Southeast","Cloverdale (Gallagher Park)","9411 – 97 Ave","Water Play","Jul 3 - Aug 23","9am-8pm daily","https://edmonton.ca/waterplay","53.5359655","-113.4723911","(53.5359655, -113.4723911)"
"Southeast","Crawford Plains","4212 – 12 Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.44089133","-113.4043985","(53.44089133, -113.4043985)"
"Southeast","Daly Grove Park","1880 – 37 St","Flying Eagle","Jul 4 - 6","10am-1:30pm weekdays","https://edmonton.ca/flyingeagle","53.44883745","-113.3994041","(53.44883745, -113.3994041)"
"Southeast","Daly Grove Park","1880 – 37 St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.44883745","-113.3994041","(53.44883745, -113.3994041)"
"Southeast","Ekota Park","1415 Knottwood Rd East NW","Flying Eagle","Jul 9 - 13","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.450196","-113.440973","(53.450196, -113.440973)"
"Southeast","Ekota Park","1415 Knottwood Rd East NW","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.450196","-113.440973","(53.450196, -113.440973)"
"Southeast","Ellerslie","319 – 83 St SW","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.42984","-113.460606","(53.42984, -113.460606)"
"Southeast","Ellerslie","319 – 83 St SW","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.42984","-113.460606","(53.42984, -113.460606)"
"Southeast","Forest Heights","10150 – 80 St","Pop Up Play","Jul 3 - Aug 23","Mondays & Wednesdays 2:30pm-6pm","https://edmonton.ca/popupplay","53.54346584","-113.4515601","(53.54346584, -113.4515601)"
"Southeast","Forest Heights","10150 – 80 St","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.54346584","-113.4515601","(53.54346584, -113.4515601)"
"Southeast","Fulton Ravine South Skate Park","6503 101 Ave (north of Fire Hall)","Skate Park","Jun 2 - Aug 26","Mon, Tues, Thurs, Fri: 12:30-8pm, Wed 3:30-8pm","https://edmonton.ca/skateparks","53.5396782","-113.4265577","(53.5396782, -113.4265577)"
"Southeast","Gold Bar Park","4620 – 105 Ave","Flying Eagle","Aug 20 - 22","10am-1:30pm","https://edmonton.ca/flyingeagle","53.54858585","-113.413604","(53.54858585, -113.413604)"
"Southeast","Gold Bar Park","4620 – 105 Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.54858585","-113.413604","(53.54858585, -113.413604)"
"Southeast","Gold Bar Park","4620 – 105 Ave","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.54858585","-113.413604","(53.54858585, -113.413604)"
"Southeast","Greenview Park","5904 – 38 Ave","Flying Eagle","July 16 - 20","10am-1:30pm","https://edmonton.ca/flyingeagle","53.54858585","-113.413604","(53.54858585, -113.413604)"
"Southeast","Greenview Park","5904 – 38 Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.47364029","-113.4264481","(53.47364029, -113.4264481)"
"Southeast","Hillview","355 Woodvale Road East","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.468053","-113.427733","(53.468053, -113.427733)"
"Southeast","Holyrood Park","9411 Holyrood Rd","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.531257","-113.453094","(53.531257, -113.453094)"
"Southeast","Holyrood Park","9411 Holyrood Rd","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.531257","-113.453094","(53.531257, -113.453094)"
"Southeast","Idylwylde Park","8631 - 81 St",,"Closed for Season",,,"53.523374","-113.452119","(53.523374, -113.452119)"
"Southeast","Jackie Parker Park Spray Park","4540 - 50 St","Water Play","Jul 3 - Aug 23","Staffed 11am-6pm daily; operational hours 9am-9pm","https://edmonton.ca/waterplay","53.48445711","-113.4244773","(53.48445711, -113.4244773)"
"Southeast","Jackson Heights (Annie May Jackson Park)","311 Jackson Rd NW","Flying Eagle","Jul 16 - 20","2:30-6pm weekdays","https://edmonton.ca/flyingeagle","53.48334998","-113.4074189","(53.48334998, -113.4074189)"
"Southeast","Jackson Heights (Annie May Jackson Park)","311 Jackson Rd NW","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays",,"53.48334998","-113.4074189","(53.48334998, -113.4074189)"
"Southeast","Kameyosek Park","260 Lakewood Rd East","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.46123865","-113.4433439","(53.46123865, -113.4433439)"
"Southeast","Kenilworth Park","7104 – 87 Ave","Pop Up Play","Jul 3 - Aug 23","Tuesdays & Thursdays 10am-1:30pm","https://edmonton.ca/popupplay","53.52254858","-113.4375198","(53.52254858, -113.4375198)"
"Southeast","Kenilworth Park","7104 – 87 Ave","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.52274369","-113.4376304","(53.52274369, -113.4376304)"
"Southeast","King Edward Park","7708 85 St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.513238","-113.461348","(53.513238, -113.461348)"
"Southeast","King Edward Park","7708 85 St","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.513238","-113.461348","(53.513238, -113.461348)"
"Southeast","Kiniski Gardens Park","4104 – 41 St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.47780121","-113.404161","(53.47780121, -113.404161)"
"Southeast","Larkspur Park","2845 – 43A Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.48040114","-113.3870833","(53.48040114, -113.3870833)"
"Southeast","Laurel","3304 - 21 Ave","Flying Eagle","Jul 9 - 13","2:30-6pm weekdays","https://edmonton.ca/flyingeagle","53.451159","-113.385606","(53.451159, -113.385606)"
"Southeast","Laurel","3304 - 21 Ave","Green Shack","Jul 2 - Aug 21","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.451159","-113.385606","(53.451159, -113.385606)"
"Southeast","Lee Ridge","440 Millbourne Road East","Flying Eagle","Jul 23 - 27","2:30-6pm weekdays","https://edmonton.ca/flyingeagle","53.471402","-113.4428","(53.471402, -113.4428)"
"Southeast","Lee Ridge","440 Millbourne Road East","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.471402","-113.4428","(53.471402, -113.4428)"
"Southeast","Maple Ridge (Maple Downs Park)","1515 – 66 Ave","Flying Eagle","Aug 13 - 17","2:30-6pm weekdays","https://edmonton.ca/flyingeagle","53.502883","-113.365966","(53.502883, -113.365966)"
"Southeast","Maple Ridge (Maple Downs Park)","1515 – 66 Ave","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.502883","-113.365966","(53.502883, -113.365966)"
"Southeast","Menisa Park","943 Knottwood Rd South","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.44277784","-113.4473191","(53.44277784, -113.4473191)"
"Southeast","Meyokumin Park","5811 – 19A Ave","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.45006584","-113.4294087","(53.45006584, -113.4294087)"
"Southeast","Meyonohk Park","1840 Lakewood Rd South","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.454421","-113.454922","(53.454421, -113.454922)"
"Southeast","Michael’s Park","980 Millbourne Rd East","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.48043","-113.446201","(53.48043, -113.446201)"
"Southeast","Mill Woods Recreation Centre","7207 - 28 Ave","Youth Programs","Jul 6 - Aug 17","Fridays: 5:00-8:00pm","https://edmonton.ca/youth","53.456821","-113.444107","(53.456821, -113.444107)"
"Southeast","Mill Woods Skate Park","7207 - 28 Ave","Skate Park","Jun 2 - Aug 26","Mon, Tues, Thurs, Fri: 12:30-8pm, Wed 3:30-8pm","https://edmonton.ca/skateparks","53.4584006","-113.4416473","(53.47970336, -113.4416473)"
"Southeast","Mill Woods Spray Park","2730 – 66 St","Water Play","Jul 3 - Aug 23","Staffed 11am-6pm daily; operational hours 9am-9pm daily","https://edmonton.ca/waterplay","53.457097","-113.434571","(53.457097, -113.434571)"
"Southeast","Minchau Park","3724 Mill Woods Rd East","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.46889291","-113.4087741","(53.46889291, -113.4087741)"
"Southeast","Ottewell Park","5920 – 93A Ave","Flying Eagle","Jul 30 - Aug 3","2:30-6pm weekdays","https://edmonton.ca/flyingeagle","53.53072635","-113.4241739","(53.53072635, -113.4241739)"
"Southeast","Ottewell Park","5920 – 93A Ave","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.53090834","-113.4239603","(53.53090834, -113.4239603)"
"Southeast","Ottewell Park","5920 – 93A Ave","Water Play","Jul 3 - Aug 23","9am-9pm daily","https://edmonton.ca/waterplay","53.53072635","-113.4241739","(53.53072635, -113.4241739)"
"Southeast","Pollard Meadows Park","1751 – 48 St","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.44779265","-113.4124863","(53.44779265, -113.4124863)"
"Southeast","Richfield Park","7910 – 36 Ave","Green Shack","Jul 3 - Aug 23","10am-6pm weekdays","https://edmonton.ca/greenshacks","53.46894707","-113.4524024","(53.46894707, -113.4524024)"
"Southeast","Sakaw","5820 - 11 A Ave","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.441266","-113.428481","(53.441266, -113.428481)"
"Southeast","Satoo Park","445 Knottwood Rd West","Flying Eagle","Jul 4 - 6","2:30-6pm weekdays","https://edmonton.ca/flyingeagle","53.44626429","-113.4591132","(53.44626429, -113.4591132)"
"Southeast","Satoo Park","445 Knottwood Rd West","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.44626429","-113.4591132","(53.44626429, -113.4591132)"
"Southeast","Silver Berry Park","485 Silverberry Rd NW","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.4577976","-113.3844913","(53.45751573, -113.384321)"
"Southeast","Strathearn (Ecole Gabrielle-Roy)","8728 - 93 Ave","Flying Eagle","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.530073","-113.462924","(53.530073, -113.462924)"
"Southeast","Strathearn (Ecole Gabrielle-Roy)","8728 - 93 Ave","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.530073","-113.462924","(53.530073, -113.462924)"
"Southeast","Strathearn (Ecole Gabrielle-Roy)","8728 - 93 Ave","Water Play","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.530073","-113.462924","(53.530073, -113.462924)"
"Southeast","Summerside Park","4110 Savaryn Drive SW","Flying Eagle","Aug 7 - 10","2:30-6pm","https://edmonton.ca/flyingeagle","53.41292","-113.46159","(53.41292, -113.46159)"
"Southeast","Summerside Park","4110 Savaryn Drive SW","Green Shack","Jul 3 - Aug 23","2:30-6pm weekdays","https://edmonton.ca/greenshacks","53.41292","-113.46159","(53.41292, -113.46159)"
"Southeast","Tamarack Park","430 Tamarack Green","Flying Eagle","Jul 23 - 27","10am-1:30pm","https://edmonton.ca/flyingeagle","53.470313","-113.360984","(53.470313, -113.360984)"
"Southeast","Tamarack Park","430 Tamarack Green","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.470313","-113.360984","(53.470313, -113.360984)"
"Southeast","Terrace Heights","9835 - 71 St","Green Shack","Jul 3 - Aug 23","10am-1:30pm weekdays","https://edmonton.ca/greenshacks","53.539217","-113.435973","(53.539217, -113.435973)"
"Southeast","The Meadows Community Recreation Centre","2704 - 17 St","Youth Programs","Jul 9 - Aug 20","Mondays: 5:00-8:00pm","https://edmonton.ca/youth","53.457943","-113.370396","(53.457943, -113.370396)"
