"name","field_number","length","width","latitude","longitude","location","geometry_point"
"Thorncliffe","5","150","100","53.51697068094752","-113.62218801274818","
,  
(53.51697068094752, -113.62218801274818)","POINT (-113.62218801274818 53.51697068094752)"
"Riverdale","2","240","150","53.54358399499161","-113.46921451131051","
,  
(53.54358399499161, -113.46921451131051)","POINT (-113.46921451131051 53.54358399499161)"
"Kildare","3","240","150","53.60633791235893","-113.45464864612369","
,  
(53.60633791235893, -113.45464864612369)","POINT (-113.45464864612369 53.60633791235893)"
"Mee Yah Noh","2","240","150","53.588508802291045","-113.4832790893789","
,  
(53.588508802291045, -113.4832790893789)","POINT (-113.4832790893789 53.588508802291045)"
"Lee Ridge","1","150","90","53.47082982191183","-113.44545377762643","
,  
(53.47082982191183, -113.44545377762643)","POINT (-113.44545377762643 53.47082982191183)"
"Michaels Park","2","170","95","53.480248835281365","-113.45143800846866","
,  
(53.480248835281365, -113.45143800846866)","POINT (-113.45143800846866 53.480248835281365)"
"Sherbrooke","2","300","186","53.57641640881156","-113.5485539101007","
,  
(53.57641640881156, -113.5485539101007)","POINT (-113.5485539101007 53.57641640881156)"
"Herb Link","4","190","100","53.624416169240476","-113.53283251002966","
,  
(53.624416169240476, -113.53283251002966)","POINT (-113.53283251002966 53.624416169240476)"
"Fraser","3","180","80","53.61092369891746","-113.37425772606592","
,  
(53.61092369891746, -113.37425772606592)","POINT (-113.37425772606592 53.61092369891746)"
"Notre Dame","2","240","145","53.52363556003287","-113.58719260155348","
,  
(53.52363556003287, -113.58719260155348)","POINT (-113.58719260155348 53.52363556003287)"
"LaPerle W","2","240","160","53.53148323421429","-113.64392570493547","
,  
(53.53148323421429, -113.64392570493547)","POINT (-113.64392570493547 53.53148323421429)"
"Frere Antoine","1","330","210","53.461028779689315","-113.4511556202435","
,  
(53.461028779689315, -113.4511556202435)","POINT (-113.4511556202435 53.461028779689315)"
"Ogilvie","1","180","90","53.463474396790005","-113.5615447935108","
,  
(53.463474396790005, -113.5615447935108)","POINT (-113.5615447935108 53.463474396790005)"
"LaPerle E","3","270","170","53.53208590466842","-113.63425884031822","
,  
(53.53208590466842, -113.63425884031822)","POINT (-113.63425884031822 53.53208590466842)"
"York Park","1","130","70","53.60110398141874","-113.4337456296562","
,  
(53.60110398141874, -113.4337456296562)","POINT (-113.4337456296562 53.60110398141874)"
"St. John Bosco","3","300","180","53.62163305629356","-113.4615834983138","
,  
(53.62163305629356, -113.4615834983138)","POINT (-113.4615834983138 53.62163305629356)"
"Pollard Meadows","4","300","170","53.448279064002406","-113.40909776545773","
,  
(53.448279064002406, -113.40909776545773)","POINT (-113.40909776545773 53.448279064002406)"
"Killarney","4","295","120","53.591846348186486","-113.48410680479243","
,  
(53.591846348186486, -113.48410680479243)","POINT (-113.48410680479243 53.591846348186486)"
"Clara Tyner","3","200","150","53.53187592471291","-113.4366788803253","
,  
(53.53187592471291, -113.4366788803253)","POINT (-113.4366788803253 53.53187592471291)"
"McNally","2","330","180","53.54686906874943","-113.45939101745468","
,  
(53.54686906874943, -113.45939101745468)","POINT (-113.45939101745468 53.54686906874943)"
"Corpus Christi","3","240","180","53.42178392739537","-113.42971606839527","
,  
(53.42178392739537, -113.42971606839527)","POINT (-113.42971606839527 53.42178392739537)"
"Elsinore","3","300","180","53.641477639388405","-113.50803811696171","
,  
(53.641477639388405, -113.50803811696171)","POINT (-113.50803811696171 53.641477639388405)"
"Lynnwood","1","240","130","53.51609997379897","-113.58901758188006","
,  
(53.51609997379897, -113.58901758188006)","POINT (-113.58901758188006 53.51609997379897)"
"St. Richard","1","180","90","53.44724768328129","-113.42731738329147","
,  
(53.44724768328129, -113.42731738329147)","POINT (-113.42731738329147 53.44724768328129)"
"St. Anne","5","240","150","53.60491919351118","-113.48278391065388","
,  
(53.60491919351118, -113.48278391065388)","POINT (-113.48278391065388 53.60491919351118)"
"Frere Antoine","2","270","190","53.459451061787064","-113.4511962120422","
,  
(53.459451061787064, -113.4511962120422)","POINT (-113.4511962120422 53.459451061787064)"
"Velma E Baker","1","180","90","53.481222589906636","-113.3846066517455","
,  
(53.481222589906636, -113.3846066517455)","POINT (-113.3846066517455 53.481222589906636)"
"McKee","3","240","150","53.486499884922296","-113.50956917640178","
,  
(53.486499884922296, -113.50956917640178)","POINT (-113.50956917640178 53.486499884922296)"
"Foote Field","3","330","215","53.50312275827158","-113.52598260612841","
,  
(53.50312275827158, -113.52598260612841)","POINT (-113.52598260612841 53.50312275827158)"
"Daly Grove","2","240","180","53.44880612429656","-113.4009741841045","
,  
(53.44880612429656, -113.4009741841045)","POINT (-113.4009741841045 53.44880612429656)"
"Twin Brooks","1","330","160","53.44147481159488","-113.52690918864796","
,  
(53.44147481159488, -113.52690918864796)","POINT (-113.52690918864796 53.44147481159488)"
"École Michaëlle-Jean","2","300","200","53.5397027304247","-113.45609280967392","
,  
(53.5397027304247, -113.45609280967392)","POINT (-113.45609280967392 53.5397027304247)"
"Alberta Avenue","1","135","70","53.571843593633105","-113.4833829003304","
,  
(53.571843593633105, -113.4833829003304)","POINT (-113.4833829003304 53.571843593633105)"
"St. Teresa","6","270","160","53.459158280698944","-113.52708456984178","
,  
(53.459158280698944, -113.52708456984178)","POINT (-113.52708456984178 53.459158280698944)"
"St. Augustine","7","180","90","53.47271477106264","-113.50742551677865","
,  
(53.47271477106264, -113.50742551677865)","POINT (-113.50742551677865 53.47271477106264)"
"Capilano","1","240","150","53.55419782064003","-113.4222248376383","
,  
(53.55419782064003, -113.4222248376383)","POINT (-113.4222248376383 53.55419782064003)"
"Summerside W","2","300","210","53.4191676185269","-113.46226257665239","
,  
(53.4191676185269, -113.46226257665239)","POINT (-113.46226257665239 53.4191676185269)"
"James Gibbons","1","175","70","53.52289647383775","-113.58360318323307","
,  
(53.52289647383775, -113.58360318323307)","POINT (-113.58360318323307 53.52289647383775)"
"Kirkness","1","265","145","53.612693660430715","-113.39314624007065","
,  
(53.612693660430715, -113.39314624007065)","POINT (-113.39314624007065 53.612693660430715)"
"Aldergrove","2","330","180","53.51869391364259","-113.63334381515112","
,  
(53.51869391364259, -113.63334381515112)","POINT (-113.63334381515112 53.51869391364259)"
"Allendale","2","240","130","53.50042443209729","-113.50411392769172","
,  
(53.50042443209729, -113.50411392769172)","POINT (-113.50411392769172 53.50042443209729)"
"Richard Secord","2","150","90","53.477646686098616","-113.53279338660765","
,  
(53.477646686098616, -113.53279338660765)","POINT (-113.53279338660765 53.477646686098616)"
"Ermineskin","6","130","80","53.45788427105717","-113.50680360622006","
,  
(53.45788427105717, -113.50680360622006)","POINT (-113.50680360622006 53.45788427105717)"
"Greenview","3","270","190","53.47723209725795","-113.42759147883449","
,  
(53.47723209725795, -113.42759147883449)","POINT (-113.42759147883449 53.47723209725795)"
"Summerlea","2","240","150","53.5276055253636","-113.62265423284822","
,  
(53.5276055253636, -113.62265423284822)","POINT (-113.62265423284822 53.5276055253636)"
"Forest Heights","2","180","90","53.54419091173814","-113.45380842582134","
,  
(53.54419091173814, -113.45380842582134)","POINT (-113.45380842582134 53.54419091173814)"
"Belmont","8","300","180","53.59474644243691","-113.39649445479701","
,  
(53.59474644243691, -113.39649445479701)","POINT (-113.39649445479701 53.59474644243691)"
"Kirkness","7","180","100","53.61209204852981","-113.3876516686594","
,  
(53.61209204852981, -113.3876516686594)","POINT (-113.3876516686594 53.61209204852981)"
"Westview Village",,"150","90","53.553478272043485","-113.69203425220115","
,  
(53.553478272043485, -113.69203425220115)","POINT (-113.69203425220115 53.553478272043485)"
"Meyonohk","1","240","160","53.45635038556553","-113.45671018654643","
,  
(53.45635038556553, -113.45671018654643)","POINT (-113.45671018654643 53.45635038556553)"
"St. Justin","1","180","100","53.517757194472566","-113.62072290202208","
,  
(53.517757194472566, -113.62072290202208)","POINT (-113.62072290202208 53.517757194472566)"
"Tomlinson Park","1","300","210","53.44933890949305","-113.58464407531166","
,  
(53.44933890949305, -113.58464407531166)","POINT (-113.58464407531166 53.44933890949305)"
"Meadowlark","2","150","100","53.5262020857261","-113.5959753362794","
,  
(53.5262020857261, -113.5959753362794)","POINT (-113.5959753362794 53.5262020857261)"
"Oleskiw","1","240","150","53.49821787699719","-113.60489297805121","
,  
(53.49821787699719, -113.60489297805121)","POINT (-113.60489297805121 53.49821787699719)"
"St. Boniface","2","250","150","53.477197737281244","-113.5354854597757","
,  
(53.477197737281244, -113.5354854597757)","POINT (-113.5354854597757 53.477197737281244)"
"Horse Hills","2","330","210","53.655978562064554","-113.34065978371352","
,  
(53.655978562064554, -113.34065978371352)","POINT (-113.34065978371352 53.655978562064554)"
"Balwin","3","300","195","53.59045178782087","-113.45105471857201","
,  
(53.59045178782087, -113.45105471857201)","POINT (-113.45105471857201 53.59045178782087)"
"Delwood","4","150","90","53.595366395230165","-113.45540583410131","
,  
(53.595366395230165, -113.45540583410131)","POINT (-113.45540583410131 53.595366395230165)"
"St. Dominic","8","180","70","53.60806439148083","-113.43190226253093","
,  
(53.60806439148083, -113.43190226253093)","POINT (-113.43190226253093 53.60806439148083)"
"Fulton Place","1","135","80","53.54597347227946","-113.42441974360867","
,  
(53.54597347227946, -113.42441974360867)","POINT (-113.42441974360867 53.54597347227946)"
"Glenora","1","220","105","53.54480879124771","-113.55501467012867","
,  
(53.54480879124771, -113.55501467012867)","POINT (-113.55501467012867 53.54480879124771)"
"Lymburn","5","180","100","53.506430494423796","-113.6451023243932","
,  
(53.506430494423796, -113.6451023243932)","POINT (-113.6451023243932 53.506430494423796)"
"Cumberland","3","330","210","53.611898850207524","-113.54703807624675","
,  
(53.611898850207524, -113.54703807624675)","POINT (-113.54703807624675 53.611898850207524)"
"Poplar Park","1","300","180","53.62593082290018","-113.4687078293126","
,  
(53.62593082290018, -113.4687078293126)","POINT (-113.4687078293126 53.62593082290018)"
"Lillian Osborne","2","300","140","53.456231770553615","-113.57830834216209","
,  
(53.456231770553615, -113.57830834216209)","POINT (-113.57830834216209 53.456231770553615)"
"Centennial","1","240","130","53.49492455471854","-113.6237148467229","
,  
(53.49492455471854, -113.6237148467229)","POINT (-113.6237148467229 53.49492455471854)"
"Keheewin","9","180","90","53.44999836035599","-113.50250756341417","
,  
(53.44999836035599, -113.50250756341417)","POINT (-113.50250756341417 53.44999836035599)"
"Mount Royal","2","240","150","53.56869474932268","-113.42331244104419","
,  
(53.56869474932268, -113.42331244104419)","POINT (-113.42331244104419 53.56869474932268)"
"John Thompson","1","300","180","53.59128690053792","-113.55490909406181","
,  
(53.59128690053792, -113.55490909406181)","POINT (-113.55490909406181 53.59128690053792)"
"Belmont","3","180","95","53.59445782109981","-113.39288949766475","
,  
(53.59445782109981, -113.39288949766475)","POINT (-113.39288949766475 53.59445782109981)"
"Earl Buxton","4","180","160","53.474390281525274","-113.5848165043132","
,  
(53.474390281525274, -113.5848165043132)","POINT (-113.5848165043132 53.474390281525274)"
"Lee Ridge","3","330","210","53.47026834682455","-113.44658581211532","
,  
(53.47026834682455, -113.44658581211532)","POINT (-113.44658581211532 53.47026834682455)"
"Bessie Nichols","2","180","100","53.48766629278329","-113.67034243793748","
,  
(53.48766629278329, -113.67034243793748)","POINT (-113.67034243793748 53.48766629278329)"
"Crestwood","4","185","75","53.53503646701678","-113.56941393825464","
,  
(53.53503646701678, -113.56941393825464)","POINT (-113.56941393825464 53.53503646701678)"
"St. Benedict","7","195","115","53.52563652315747","-113.63187079301433","
,  
(53.52563652315747, -113.63187079301433)","POINT (-113.63187079301433 53.52563652315747)"
"Leger","1","300","180","53.46119134961283","-113.58617424008267","
,  
(53.46119134961283, -113.58617424008267)","POINT (-113.58617424008267 53.46119134961283)"
"Mayfield","3","240","150","53.554944405324555","-113.5957510506205","
,  
(53.554944405324555, -113.5957510506205)","POINT (-113.5957510506205 53.554944405324555)"
"McQueen","3","150","90","53.555179203742355","-113.57013705326231","
,  
(53.555179203742355, -113.57013705326231)","POINT (-113.57013705326231 53.555179203742355)"
"Delton","1","175","80","53.57649518804527","-113.47899328611578","
,  
(53.57649518804527, -113.47899328611578)","POINT (-113.47899328611578 53.57649518804527)"
"Cameron Heights","1","330","210","53.47474616289908","-113.63737665015887","
,  
(53.47474616289908, -113.63737665015887)","POINT (-113.63737665015887 53.47474616289908)"
"St. Bonaventure","2","240","180","53.605095824125684","-113.38822713040204","
,  
(53.605095824125684, -113.38822713040204)","POINT (-113.38822713040204 53.605095824125684)"
"Coronation Park","6","250","80","53.562689961733724","-113.5595424792025","
,  
(53.562689961733724, -113.5595424792025)","POINT (-113.5595424792025 53.562689961733724)"
"St. Martha","2","150","75","53.506438186053536","-113.63578849271447","
,  
(53.506438186053536, -113.63578849271447)","POINT (-113.63578849271447 53.506438186053536)"
"Kensington","2","180","100","53.596245128598376","-113.52973618353957","
,  
(53.596245128598376, -113.52973618353957)","POINT (-113.52973618353957 53.596245128598376)"
"Sifton","2","180","100","53.59582225707124","-113.40962963784571","
,  
(53.59582225707124, -113.40962963784571)","POINT (-113.40962963784571 53.59582225707124)"
"Bisset","3","180","90","53.46015536384092","-113.40046356286993","
,  
(53.46015536384092, -113.40046356286993)","POINT (-113.40046356286993 53.46015536384092)"
"Waverly","3","180","90","53.52332475680849","-113.43358020983347","
,  
(53.52332475680849, -113.43358020983347)","POINT (-113.43358020983347 53.52332475680849)"
"M Butterworth","8","300","135","53.62461737388815","-113.50556245052209","
,  
(53.62461737388815, -113.50556245052209)","POINT (-113.50556245052209 53.62461737388815)"
"St. Paul","1","150","90","53.533433394956894","-113.57215948964581","
,  
(53.533433394956894, -113.57215948964581)","POINT (-113.57215948964581 53.533433394956894)"
"Westmount","2","180","100","53.55526278590355","-113.54357941957869","
,  
(53.55526278590355, -113.54357941957869)","POINT (-113.54357941957869 53.55526278590355)"
"St. Lucy","3","150","70","53.623294518987336","-113.52759155615703","
,  
(53.623294518987336, -113.52759155615703)","POINT (-113.52759155615703 53.623294518987336)"
"Grace Martin","4","180","90","53.470499000142475","-113.4574876847272","
,  
(53.470499000142475, -113.4574876847272)","POINT (-113.4574876847272 53.470499000142475)"
"St. Augustine","6","100","70","53.47400004887979","-113.50560204703336","
,  
(53.47400004887979, -113.50560204703336)","POINT (-113.50560204703336 53.47400004887979)"
"Lorelei","6","150","90","53.62381423385154","-113.50323220199978","
,  
(53.62381423385154, -113.50323220199978)","POINT (-113.50323220199978 53.62381423385154)"
"Brookside","1","240","140","53.49185637712339","-113.56977045451009","
,  
(53.49185637712339, -113.56977045451009)","POINT (-113.56977045451009 53.49185637712339)"
"MacEwan","1","150","90","53.429841014164616","-113.52993233694215","
,  
(53.429841014164616, -113.52993233694215)","POINT (-113.52993233694215 53.429841014164616)"
"Newton","2","245","180","53.576506615276756","-113.4277744972918","
,  
(53.576506615276756, -113.4277744972918)","POINT (-113.4277744972918 53.576506615276756)"
"Lauderdale","2","180","100","53.58803307386416","-113.50140806395903","
,  
(53.58803307386416, -113.50140806395903)","POINT (-113.50140806395903 53.58803307386416)"
"Kiniski Gardens","2","270","160","53.47791347871743","-113.40873831569685","
,  
(53.47791347871743, -113.40873831569685)","POINT (-113.40873831569685 53.47791347871743)"
"Westmount","1","235","130","53.561391466271594","-113.54706509158869","
,  
(53.561391466271594, -113.54706509158869)","POINT (-113.54706509158869 53.561391466271594)"
"Patricia Heights","2","180","100","53.51159802731108","-113.60210730316355","
,  
(53.51159802731108, -113.60210730316355)","POINT (-113.60210730316355 53.51159802731108)"
"Carlisle Park","6","240","150","53.60446579010044","-113.5273981884052","
,  
(53.60446579010044, -113.5273981884052)","POINT (-113.5273981884052 53.60446579010044)"
"The Hamptons","6","150","90","53.49025806951805","-113.68468917196135","
,  
(53.49025806951805, -113.68468917196135)","POINT (-113.68468917196135 53.49025806951805)"
"George Luck","5","180","100","53.47383509867865","-113.57606245635893","
,  
(53.47383509867865, -113.57606245635893)","POINT (-113.57606245635893 53.47383509867865)"
"Ellerslie Park","2","150","90","53.43049306243093","-113.4587375720866","
,  
(53.43049306243093, -113.4587375720866)","POINT (-113.4587375720866 53.43049306243093)"
"Malmo","2","240","140","53.4838776157346","-113.53171503108453","
,  
(53.4838776157346, -113.53171503108453)","POINT (-113.53171503108453 53.4838776157346)"
"Avonmore","1","180","110","53.510588894364425","-113.44957824724692","
,  
(53.510588894364425, -113.44957824724692)","POINT (-113.44957824724692 53.510588894364425)"
"Kernohan","4","240","150","53.59292735286852","-113.38200968988431","
,  
(53.59292735286852, -113.38200968988431)","POINT (-113.38200968988431 53.59292735286852)"
"Katherine Therrien","4","300","175","53.61033826652062","-113.5290583881446","
,  
(53.61033826652062, -113.5290583881446)","POINT (-113.5290583881446 53.61033826652062)"
"Potter Greens","1","270","170","53.51711656552434","-113.6769808832724","
,  
(53.51711656552434, -113.6769808832724)","POINT (-113.6769808832724 53.51711656552434)"
"Pkdale","1","140","105","53.56877185603792","-113.47262148153514","
,  
(53.56877185603792, -113.47262148153514)","POINT (-113.47262148153514 53.56877185603792)"
"Winterburn","2","210","100","53.53525184394275","-113.6872577963977","
,  
(53.53525184394275, -113.6872577963977)","POINT (-113.6872577963977 53.53525184394275)"
"Edmonton Soccer Centre South","2","330","210","53.49756464058212","-113.43334502268844","
,  
(53.49756464058212, -113.43334502268844)","POINT (-113.43334502268844 53.49756464058212)"
"Bishop Greschuk","1","180","100","53.63550516859913","-113.48128817879449","
,  
(53.63550516859913, -113.48128817879449)","POINT (-113.48128817879449 53.63550516859913)"
"Bellevue","2","230","90","53.56819676106591","-113.44829410135645","
,  
(53.56819676106591, -113.44829410135645)","POINT (-113.44829410135645 53.56819676106591)"
"Poplar Park","3","240","180","53.6257984050493","-113.4709390827028","
,  
(53.6257984050493, -113.4709390827028)","POINT (-113.4709390827028 53.6257984050493)"
"Dunluce","2","240","150","53.622661536827735","-113.52527869116962","
,  
(53.622661536827735, -113.52527869116962)","POINT (-113.52527869116962 53.622661536827735)"
"Afton","2","150","90","53.52651342824867","-113.60797378161155","
,  
(53.52651342824867, -113.60797378161155)","POINT (-113.60797378161155 53.52651342824867)"
"Crawford Plains","2","300","130","53.441626709621765","-113.40620631426974","
,  
(53.441626709621765, -113.40620631426974)","POINT (-113.40620631426974 53.441626709621765)"
"Laurier Heights","2","240","125","53.516056075425965","-113.56671917272504","
,  
(53.516056075425965, -113.56671917272504)","POINT (-113.56671917272504 53.516056075425965)"
"Greenfield","5","150","90","53.47202180102349","-113.52585141640748","
,  
(53.47202180102349, -113.52585141640748)","POINT (-113.52585141640748 53.47202180102349)"
"A. Blair McPherson","2","150","110","53.46981776371558","-113.36025527763523","
,  
(53.46981776371558, -113.36025527763523)","POINT (-113.36025527763523 53.46981776371558)"
"St. Benedict","6","295","160","53.526095529231","-113.63193956978598","
,  
(53.526095529231, -113.63193956978598)","POINT (-113.63193956978598 53.526095529231)"
"Sakaw","3","180","90","53.44186911964238","-113.42898225571528","
,  
(53.44186911964238, -113.42898225571528)","POINT (-113.42898225571528 53.44186911964238)"
"Ozerna","1","330","210","53.62128347368934","-113.44977108542138","
,  
(53.62128347368934, -113.44977108542138)","POINT (-113.44977108542138 53.62128347368934)"
"Edmonton Minor Soccer Association","1","330","210","53.43028537731431","-113.40830099016745","
,  
(53.43028537731431, -113.40830099016745)","POINT (-113.40830099016745 53.43028537731431)"
"Kildare","2","240","150","53.60649723327917","-113.45540276316423","
,  
(53.60649723327917, -113.45540276316423)","POINT (-113.45540276316423 53.60649723327917)"
"Club Soccer","2","330","210","53.428741576241954","-113.41322196059414","
,  
(53.428741576241954, -113.41322196059414)","POINT (-113.41322196059414 53.428741576241954)"
"Bishop Greschuk","2","240","150","53.63609764830598","-113.48255981804552","
,  
(53.63609764830598, -113.48255981804552)","POINT (-113.48255981804552 53.63609764830598)"
"Pleasantview","1","230","135","53.49520094082647","-113.5094395356608","
,  
(53.49520094082647, -113.5094395356608)","POINT (-113.5094395356608 53.49520094082647)"
"St. John Bosco","4","180","100","53.62189738315905","-113.46200379614292","
,  
(53.62189738315905, -113.46200379614292)","POINT (-113.46200379614292 53.62189738315905)"
"The Meadows","2","330","170","53.45927556123134","-113.37394271559828","
,  
(53.45927556123134, -113.37394271559828)","POINT (-113.37394271559828 53.45927556123134)"
"Elmwood","3","300","185","53.5147210792135","-113.60557367337984","
,  
(53.5147210792135, -113.60557367337984)","POINT (-113.60557367337984 53.5147210792135)"
"Earl Buxton","3","330","150","53.472582044589025","-113.58446350182231","
,  
(53.472582044589025, -113.58446350182231)","POINT (-113.58446350182231 53.472582044589025)"
"Bessie Nichols","1","330","210","53.48769045572334","-113.66965550812739","
,  
(53.48769045572334, -113.66965550812739)","POINT (-113.66965550812739 53.48769045572334)"
"Ramsey Heights","1","180","100","53.482883607081305","-113.58021698538515","
,  
(53.482883607081305, -113.58021698538515)","POINT (-113.58021698538515 53.482883607081305)"
"Dunluce","6","150","90","53.62168741568502","-113.52723045533031","
,  
(53.62168741568502, -113.52723045533031)","POINT (-113.52723045533031 53.62168741568502)"
"Edmonton Minor Soccer Association","6","330","210","53.42805062255395","-113.41018800064435","
,  
(53.42805062255395, -113.41018800064435)","POINT (-113.41018800064435 53.42805062255395)"
,"3","140","80","53.56639075706561","-113.53858343272883","
,  
(53.56639075706561, -113.53858343272883)","POINT (-113.53858343272883 53.56639075706561)"
"Kernohan","7","180","90","53.59170707788387","-113.38230169895945","
,  
(53.59170707788387, -113.38230169895945)","POINT (-113.38230169895945 53.59170707788387)"
"Terwillegar Towne","1","240","180","53.44927345830688","-113.5752295889701","
,  
(53.44927345830688, -113.5752295889701)","POINT (-113.5752295889701 53.44927345830688)"
"St. Basil","4","190","100","53.567438701703544","-113.49712498223002","
,  
(53.567438701703544, -113.49712498223002)","POINT (-113.49712498223002 53.567438701703544)"
"Kensington","1","300","165","53.59639265515997","-113.52976848786136","
,  
(53.59639265515997, -113.52976848786136)","POINT (-113.52976848786136 53.59639265515997)"
"Alex Taylor","1","175","60","53.545924404467314","-113.47616233206412","
,  
(53.545924404467314, -113.47616233206412)","POINT (-113.47616233206412 53.545924404467314)"
"Blue Quill","4","270","160","53.45914110201797","-113.52437576948945","
,  
(53.45914110201797, -113.52437576948945)","POINT (-113.52437576948945 53.45914110201797)"
"Homesteader","4","220","125","53.58672934018966","-113.41083584024081","
,  
(53.58672934018966, -113.41083584024081)","POINT (-113.41083584024081 53.58672934018966)"
"Prince Charles","1","300","165","53.57835676373127","-113.53801402054609","
,  
(53.57835676373127, -113.53801402054609)","POINT (-113.53801402054609 53.57835676373127)"
"Donald R. Getty","2","150","90","53.4026319616481","-113.58374774518498","
,  
(53.4026319616481, -113.58374774518498)","POINT (-113.58374774518498 53.4026319616481)"
"Dan Knott","1","270","170","53.44651554341929","-113.45529080141007","
,  
(53.44651554341929, -113.45529080141007)","POINT (-113.45529080141007 53.44651554341929)"
"Lady Of Fatima","1","240","40","53.53735827146839","-113.59290068770133","
,  
(53.53735827146839, -113.59290068770133)","POINT (-113.59290068770133 53.53735827146839)"
"Primrose","2","180","100","53.5166567665938","-113.64683813873366","
,  
(53.5166567665938, -113.64683813873366)","POINT (-113.64683813873366 53.5166567665938)"
"Abbottsfield","1","240","150","53.573841166251945","-113.3922699744001","
,  
(53.573841166251945, -113.3922699744001)","POINT (-113.3922699744001 53.573841166251945)"
"Aldergrove","4","330","210","53.52020694728635","-113.63516021279968","
,  
(53.52020694728635, -113.63516021279968)","POINT (-113.63516021279968 53.52020694728635)"
"Dunluce","4","330","210","53.62109210503245","-113.52362486429276","
,  
(53.62109210503245, -113.52362486429276)","POINT (-113.52362486429276 53.62109210503245)"
"Laurier Heights","3","240","125","53.51565740678406","-113.56672323972445","
,  
(53.51565740678406, -113.56672323972445)","POINT (-113.56672323972445 53.51565740678406)"
"Belmead","1","295","175","53.525630904718255","-113.63671968802521","
,  
(53.525630904718255, -113.63671968802521)","POINT (-113.63671968802521 53.525630904718255)"
"Delwood","1","180","120","53.59582000977019","-113.45633037967337","
,  
(53.59582000977019, -113.45633037967337)","POINT (-113.45633037967337 53.59582000977019)"
"Oxford Pk","1","295","205","53.61875335152928","-113.54436619948544","
,  
(53.61875335152928, -113.54436619948544)","POINT (-113.54436619948544 53.61875335152928)"
"Herb Link # 4 S","1","300","210","53.46245970233607","-113.42698905185247","
,  
(53.46245970233607, -113.42698905185247)","POINT (-113.42698905185247 53.46245970233607)"
"Herb Link","1","180","100","53.624808516923665","-113.53249287108294","
,  
(53.624808516923665, -113.53249287108294)","POINT (-113.53249287108294 53.624808516923665)"
"Corpus Christi","1","240","180","53.421803916389244","-113.43211016570613","
,  
(53.421803916389244, -113.43211016570613)","POINT (-113.43211016570613 53.421803916389244)"
"Father Lacombe","1","300","180","53.59057079742321","-113.50551063973458","
,  
(53.59057079742321, -113.50551063973458)","POINT (-113.50551063973458 53.59057079742321)"
"Crawford Plains","1","180","90","53.440738286122226","-113.40684303734574","
,  
(53.440738286122226, -113.40684303734574)","POINT (-113.40684303734574 53.440738286122226)"
"St. Francis of Assisi","2","150","105","53.589736579421434","-113.44387489689076","
,  
(53.589736579421434, -113.44387489689076)","POINT (-113.44387489689076 53.589736579421434)"
"Daly Grove","1","200","110","53.44894702799062","-113.40234007135754","
,  
(53.44894702799062, -113.40234007135754)","POINT (-113.40234007135754 53.44894702799062)"
"DS McKenzie","3","240","180","53.4765960141553","-113.50846207265683","
,  
(53.4765960141553, -113.50846207265683)","POINT (-113.50846207265683 53.4765960141553)"
"Mee Yah Noh","1","185","105","53.588304904773274","-113.4827888620766","
,  
(53.588304904773274, -113.4827888620766)","POINT (-113.4827888620766 53.588304904773274)"
"Caernarvon","2","180","105","53.6089241858206","-113.52680623749868","
,  
(53.6089241858206, -113.52680623749868)","POINT (-113.52680623749868 53.6089241858206)"
"Scott Robertson","2","150","90","53.59613919484444","-113.50332817672604","
,  
(53.59613919484444, -113.50332817672604)","POINT (-113.50332817672604 53.59613919484444)"
"Westglen","3","255","150","53.55454011768233","-113.54358074690536","
,  
(53.55454011768233, -113.54358074690536)","POINT (-113.54358074690536 53.55454011768233)"
"St. Francis Xavier","6","150","100","53.52986808990979","-113.60517671990944","
,  
(53.52986808990979, -113.60517671990944)","POINT (-113.60517671990944 53.52986808990979)"
"Westminster","1","240","150","53.54759605757889","-113.55824428533535","
,  
(53.54759605757889, -113.55824428533535)","POINT (-113.55824428533535 53.54759605757889)"
"Ormsby Place","2","240","150","53.49907943879299","-113.6373416793151","
,  
(53.49907943879299, -113.6373416793151)","POINT (-113.6373416793151 53.49907943879299)"
"WP Wagner","3","240","80","53.499265144521225","-113.45400272293217","
,  
(53.499265144521225, -113.45400272293217)","POINT (-113.45400272293217 53.499265144521225)"
"Lorelei","5","240","150","53.62458489189101","-113.50366825059247","
,  
(53.62458489189101, -113.50366825059247)","POINT (-113.50366825059247 53.62458489189101)"
"Webber Greens Park","1","330","220","53.531202718857806","-113.68100560835472","
,  
(53.531202718857806, -113.68100560835472)","POINT (-113.68100560835472 53.531202718857806)"
"St. Alphonsus","1","180","100","53.56874903603693","-113.46571515015196","
,  
(53.56874903603693, -113.46571515015196)","POINT (-113.46571515015196 53.56874903603693)"
"Father Leo Green","2","150","90","53.608266870866125","-113.45636814695315","
,  
(53.608266870866125, -113.45636814695315)","POINT (-113.45636814695315 53.608266870866125)"
"St. Thomas Aquinas","1","240","180","53.39869565395386","-113.5562626673041","
,  
(53.39869565395386, -113.5562626673041)","POINT (-113.5562626673041 53.39869565395386)"
"Ottewell","1","300","200","53.531158901067336","-113.4383899704807","
,  
(53.531158901067336, -113.4383899704807)","POINT (-113.4383899704807 53.531158901067336)"
"Vernon Barford","4","240","150","53.473467691921755","-113.53990861390321","
,  
(53.473467691921755, -113.53990861390321)","POINT (-113.53990861390321 53.473467691921755)"
