"name","field_number","length","width","latitude","longitude","location","geometry_point"
"Ermineskin","4","200","120","53.45728874920691","-113.505938376084","
,  
(53.45728874920691, -113.505938376084)","POINT (-113.505938376084 53.45728874920691)"
"Ogilvie","2","270","170","53.46344741066851","-113.5606013127737","
,  
(53.46344741066851, -113.5606013127737)","POINT (-113.5606013127737 53.46344741066851)"
"Kenilworth","2","300","200","53.52306952301938","-113.43614821545063","
,  
(53.52306952301938, -113.43614821545063)","POINT (-113.43614821545063 53.52306952301938)"
"Belvedere","1","180","120","53.59435403822781","-113.43392901888024","
,  
(53.59435403822781, -113.43392901888024)","POINT (-113.43392901888024 53.59435403822781)"
"Michaels Park","5","175","95","53.480146618502395","-113.44744462590268","
,  
(53.480146618502395, -113.44744462590268)","POINT (-113.44744462590268 53.480146618502395)"
"Kernohan","6","180","75","53.59160610325627","-113.38143350934587","
,  
(53.59160610325627, -113.38143350934587)","POINT (-113.38143350934587 53.59160610325627)"
"St. Martin","3","150","130","53.48950467537423","-113.52303823452954","
,  
(53.48950467537423, -113.52303823452954)","POINT (-113.52303823452954 53.48950467537423)"
"St. Kateri","1","150","90","53.476273195768286","-113.40310221940375","
,  
(53.476273195768286, -113.40310221940375)","POINT (-113.40310221940375 53.476273195768286)"
"Riverdale","1","180","100","53.54357504894727","-113.4668950695293","
,  
(53.54357504894727, -113.4668950695293)","POINT (-113.4668950695293 53.54357504894727)"
"McKee","1","180","120","53.48706591809603","-113.50908683693702","
,  
(53.48706591809603, -113.50908683693702)","POINT (-113.50908683693702 53.48706591809603)"
"Kaskitayo","1","330","180","53.450296708517754","-113.51282338697143","
,  
(53.450296708517754, -113.51282338697143)","POINT (-113.51282338697143 53.450296708517754)"
"Academy at King Edward","1","205","90","53.52167395781976","-113.489410114552","
,  
(53.52167395781976, -113.489410114552)","POINT (-113.489410114552 53.52167395781976)"
"Good Shepherd","1","330","210","53.491293375211164","-113.63462126961895","
,  
(53.491293375211164, -113.63462126961895)","POINT (-113.63462126961895 53.491293375211164)"
"Rosslyn","2","310","205","53.59384494088868","-113.51488694324125","
,  
(53.59384494088868, -113.51488694324125)","POINT (-113.51488694324125 53.59384494088868)"
"Norwood","1","150","30","53.56080418019695","-113.48774949258969","
,  
(53.56080418019695, -113.48774949258969)","POINT (-113.48774949258969 53.56080418019695)"
"Beaumaris","1","240","150","53.61666897325738","-113.4986327744682","
,  
(53.61666897325738, -113.4986327744682)","POINT (-113.4986327744682 53.61666897325738)"
"M A Kostek","2","180","100","53.489478674593016","-113.64855276591081","
,  
(53.489478674593016, -113.64855276591081)","POINT (-113.64855276591081 53.489478674593016)"
"John Barnett","2","150","85","53.61027563320088","-113.45149442906407","
,  
(53.61027563320088, -113.45149442906407)","POINT (-113.45149442906407 53.61027563320088)"
"Fraser","1","240","120","53.6117618546686","-113.37492309357647","
,  
(53.6117618546686, -113.37492309357647)","POINT (-113.37492309357647 53.6117618546686)"
"John Paul I","4","170","90","53.47147904533458","-113.42740054997464","
,  
(53.47147904533458, -113.42740054997464)","POINT (-113.42740054997464 53.47147904533458)"
"Clareview Park","4","330","210","53.601549546596644","-113.40569412276827","
,  
(53.601549546596644, -113.40569412276827)","POINT (-113.40569412276827 53.601549546596644)"
"St. Vladimir","2","180","120","53.59321287022882","-113.45702037841014","
,  
(53.59321287022882, -113.45702037841014)","POINT (-113.45702037841014 53.59321287022882)"
"Balwin","1","240","150","53.59178207456023","-113.4478458991378","
,  
(53.59178207456023, -113.4478458991378)","POINT (-113.4478458991378 53.59178207456023)"
"Dunluce","5","240","150","53.621684236747626","-113.52642610053974","
,  
(53.621684236747626, -113.52642610053974)","POINT (-113.52642610053974 53.621684236747626)"
"Bellevue","3","150","90","53.568754536685056","-113.44851161199136","
,  
(53.568754536685056, -113.44851161199136)","POINT (-113.44851161199136 53.568754536685056)"
"Bisset","2","180","90","53.46014848361085","-113.39984433478635","
,  
(53.46014848361085, -113.39984433478635)","POINT (-113.39984433478635 53.46014848361085)"
"Menisa","2","235","125","53.443953178961635","-113.44900114676956","
,  
(53.443953178961635, -113.44900114676956)","POINT (-113.44900114676956 53.443953178961635)"
"Father Leo Green","1","180","120","53.608500054987445","-113.45692753772609","
,  
(53.608500054987445, -113.45692753772609)","POINT (-113.45692753772609 53.608500054987445)"
"St. Bernard","1","180","100","53.53413943842107","-113.43992231208564","
,  
(53.53413943842107, -113.43992231208564)","POINT (-113.43992231208564 53.53413943842107)"
"Glendale","1","215","140","53.53736084057682","-113.59998921279298","
,  
(53.53736084057682, -113.59998921279298)","POINT (-113.59998921279298 53.53736084057682)"
"Archbishop MacDonald","3","330","200","53.553897082622946","-113.56774086305235","
,  
(53.553897082622946, -113.56774086305235)","POINT (-113.56774086305235 53.553897082622946)"
"Holy Cross","2","185","100","53.54774544565282","-113.58081853350774","
,  
(53.54774544565282, -113.58081853350774)","POINT (-113.58081853350774 53.54774544565282)"
"St. Francis of Assisi","3","115","90","53.58919616072301","-113.44418551476579","
,  
(53.58919616072301, -113.44418551476579)","POINT (-113.44418551476579 53.58919616072301)"
"St. Benedict","8","180","90","53.52556570208402","-113.63283778240846","
,  
(53.52556570208402, -113.63283778240846)","POINT (-113.63283778240846 53.52556570208402)"
"Minchau","3","150","90","53.46826368742533","-113.40704223082211","
,  
(53.46826368742533, -113.40704223082211)","POINT (-113.40704223082211 53.46826368742533)"
"Laurier Heights","1","300","180","53.51609570485885","-113.566854975969","
,  
(53.51609570485885, -113.566854975969)","POINT (-113.566854975969 53.51609570485885)"
"Foote Field","5","330","215","53.504030428500926","-113.52471742972415","
,  
(53.504030428500926, -113.52471742972415)","POINT (-113.52471742972415 53.504030428500926)"
"St. Lucy","2","240","150","53.624071248146016","-113.5276303871894","
,  
(53.624071248146016, -113.5276303871894)","POINT (-113.5276303871894 53.624071248146016)"
"Keheewin","1","280","130","53.45068376966477","-113.5060974006998","
,  
(53.45068376966477, -113.5060974006998)","POINT (-113.5060974006998 53.45068376966477)"
"Virginia Pk","1","180","75","53.56103670555034","-113.44958147932473","
,  
(53.56103670555034, -113.44958147932473)","POINT (-113.44958147932473 53.56103670555034)"
"Blue Quill","5","270","140","53.459689333573856","-113.52438291144718","
,  
(53.459689333573856, -113.52438291144718)","POINT (-113.52438291144718 53.459689333573856)"
"Kiniski Gardens","5","240","130","53.47944240086281","-113.40619298090496","
,  
(53.47944240086281, -113.40619298090496)","POINT (-113.40619298090496 53.47944240086281)"
"Callingwood Park","6","240","150","53.50868274794199","-113.62073432658289","
,  
(53.50868274794199, -113.62073432658289)","POINT (-113.62073432658289 53.50868274794199)"
"Montrose","2","150","90","53.57300342509458","-113.4343195476318","
,  
(53.57300342509458, -113.4343195476318)","POINT (-113.4343195476318 53.57300342509458)"
"Ramsey Heights","4","300","170","53.48310774769851","-113.58281491452853","
,  
(53.48310774769851, -113.58281491452853)","POINT (-113.58281491452853 53.48310774769851)"
"St. Matthew","3","150","100","53.591279222523866","-113.47486441567443","
,  
(53.591279222523866, -113.47486441567443)","POINT (-113.47486441567443 53.591279222523866)"
"George Luck","3","180","80","53.472827197274334","-113.57498948764258","
,  
(53.472827197274334, -113.57498948764258)","POINT (-113.57498948764258 53.472827197274334)"
"Coronation","1","280","165","53.55558817137511","-113.55907180847124","
,  
(53.55558817137511, -113.55907180847124)","POINT (-113.55907180847124 53.55558817137511)"
"Dovercourt","3","180","100","53.57425292715259","-113.56224515437418","
,  
(53.57425292715259, -113.56224515437418)","POINT (-113.56224515437418 53.57425292715259)"
"Hudson","1","300","195","53.60689758381666","-113.55610126506804","
,  
(53.60689758381666, -113.55610126506804)","POINT (-113.55610126506804 53.60689758381666)"
"Northmount","2","240","150","53.60380874977118","-113.47786310236107","
,  
(53.60380874977118, -113.47786310236107)","POINT (-113.47786310236107 53.60380874977118)"
"Summerlea","1","240","150","53.52656448981335","-113.62388532062803","
,  
(53.52656448981335, -113.62388532062803)","POINT (-113.62388532062803 53.52656448981335)"
"Thorncliffe","4","150","100","53.516923963541174","-113.62274375909719","
,  
(53.516923963541174, -113.62274375909719)","POINT (-113.62274375909719 53.516923963541174)"
"Edmonton Minor Soccer Association","3","330","210","53.42922086361436","-113.40955678489917","
,  
(53.42922086361436, -113.40955678489917)","POINT (-113.40955678489917 53.42922086361436)"
"Beacon Heights","2","110","60","53.575844367924695","-113.41414516861616","
,  
(53.575844367924695, -113.41414516861616)","POINT (-113.41414516861616 53.575844367924695)"
"Sakaw","1","240","160","53.44452047411794","-113.42839389806456","
,  
(53.44452047411794, -113.42839389806456)","POINT (-113.42839389806456 53.44452047411794)"
"St. Elizabeth","2","100","70","53.46934825232065","-113.4531089531351","
,  
(53.46934825232065, -113.4531089531351)","POINT (-113.4531089531351 53.46934825232065)"
"Lorelei","4","180","100","53.62386007247734","-113.50373699835582","
,  
(53.62386007247734, -113.50373699835582)","POINT (-113.50373699835582 53.62386007247734)"
"Hollick Kenyon","1","300","195","53.622410461557564","-113.4223687798316","
,  
(53.622410461557564, -113.4223687798316)","POINT (-113.4223687798316 53.622410461557564)"
"JA Fife","2","240","150","53.61278664357335","-113.46064760791255","
,  
(53.61278664357335, -113.46064760791255)","POINT (-113.46064760791255 53.61278664357335)"
"Duggan","1","100","50","53.47200328802367","-113.50502204843801","
,  
(53.47200328802367, -113.50502204843801)","POINT (-113.50502204843801 53.47200328802367)"
"Lynnwood","5","150","90","53.51613832409438","-113.58802772597849","
,  
(53.51613832409438, -113.58802772597849)","POINT (-113.58802772597849 53.51613832409438)"
"Belmont","6","180","100","53.59341909971658","-113.39437683659574","
,  
(53.59341909971658, -113.39437683659574)","POINT (-113.39437683659574 53.59341909971658)"
"LaPerle W","5","175","100","53.53293978921058","-113.6466524482508","
,  
(53.53293978921058, -113.6466524482508)","POINT (-113.6466524482508 53.53293978921058)"
"Woodcroft","3","200","100","53.566934566818425","-113.56000706115422","
,  
(53.566934566818425, -113.56000706115422)","POINT (-113.56000706115422 53.566934566818425)"
"Lady Prairies","2","240","150","53.49850331048801","-113.62481106224323","
,  
(53.49850331048801, -113.62481106224323)","POINT (-113.62481106224323 53.49850331048801)"
"Castle Downs","2","330","210","53.61944422865652","-113.51948091188774","
,  
(53.61944422865652, -113.51948091188774)","POINT (-113.51948091188774 53.61944422865652)"
"Donnan","1","300","200","53.5146955977391","-113.45946298670616","
,  
(53.5146955977391, -113.45946298670616)","POINT (-113.45946298670616 53.5146955977391)"
"Katherine Therrien","6","210","140","53.61237749144217","-113.52788233822609","
,  
(53.61237749144217, -113.52788233822609)","POINT (-113.52788233822609 53.61237749144217)"
"McQueen","2","180","110","53.55527093930366","-113.5702191377373","
,  
(53.55527093930366, -113.5702191377373)","POINT (-113.5702191377373 53.55527093930366)"
"Oxford","3","300","210","53.618829560072804","-113.54719663276623","
,  
(53.618829560072804, -113.54719663276623)","POINT (-113.54719663276623 53.618829560072804)"
"Lymburn","3","240","150","53.50714672520339","-113.64471124269318","
,  
(53.50714672520339, -113.64471124269318)","POINT (-113.64471124269318 53.50714672520339)"
"Crestwood","3","210","150","53.533734999325134","-113.57001874497969","
,  
(53.533734999325134, -113.57001874497969)","POINT (-113.57001874497969 53.533734999325134)"
"Richard Secord","1","180","90","53.47702631796304","-113.53336816717444","
,  
(53.47702631796304, -113.53336816717444)","POINT (-113.53336816717444 53.47702631796304)"
"Poplar Park","2","330","210","53.62742777594101","-113.47217861627215","
,  
(53.62742777594101, -113.47217861627215)","POINT (-113.47217861627215 53.62742777594101)"
"Sherwood","1","240","150","53.53258743649585","-113.58367741684859","
,  
(53.53258743649585, -113.58367741684859)","POINT (-113.58367741684859 53.53258743649585)"
"Father Lacombe","3","200","120","53.590132337444764","-113.50547695107822","
,  
(53.590132337444764, -113.50547695107822)","POINT (-113.50547695107822 53.590132337444764)"
"Ste. Jeanne D'Arc","1","160","90","53.520916280207956","-113.4299125926284","
,  
(53.520916280207956, -113.4299125926284)","POINT (-113.4299125926284 53.520916280207956)"
"Dunluce","7","180","100","53.6217254442215","-113.52775873383511","
,  
(53.6217254442215, -113.52775873383511)","POINT (-113.52775873383511 53.6217254442215)"
"St. Kateri","4","300","180","53.47483279359608","-113.40158528908967","
,  
(53.47483279359608, -113.40158528908967)","POINT (-113.40158528908967 53.47483279359608)"
"Elizabeth Finch","2","150","90","53.62055316562532","-113.55822168781856","
,  
(53.62055316562532, -113.55822168781856)","POINT (-113.55822168781856 53.62055316562532)"
"Carlisle Park","4","180","125","53.60418487464465","-113.52532914803119","
,  
(53.60418487464465, -113.52532914803119)","POINT (-113.52532914803119 53.60418487464465)"
"Elsinore","1","300","180","53.6424362058208","-113.50411000303795","
,  
(53.6424362058208, -113.50411000303795)","POINT (-113.50411000303795 53.6424362058208)"
"S Bruce Smith","4","330","210","53.49020901145723","-113.63977438425208","
,  
(53.49020901145723, -113.63977438425208)","POINT (-113.63977438425208 53.49020901145723)"
"St. Gabriel","1","240","130","53.55157021273102","-113.42295814159485","
,  
(53.55157021273102, -113.42295814159485)","POINT (-113.42295814159485 53.55157021273102)"
"Westglen","5","180","100","53.554587126970056","-113.54293644640609","
,  
(53.554587126970056, -113.54293644640609)","POINT (-113.54293644640609 53.554587126970056)"
"River Valley","1","250","110","53.53329508560733","-113.49399241343956","
,  
(53.53329508560733, -113.49399241343956)","POINT (-113.49399241343956 53.53329508560733)"
"Cameron Heights","2","180","100","53.4747179698892","-113.63622139012045","
,  
(53.4747179698892, -113.63622139012045)","POINT (-113.63622139012045 53.4747179698892)"
"Greenview","2","240","130","53.475578679804286","-113.428065858791","
,  
(53.475578679804286, -113.428065858791)","POINT (-113.428065858791 53.475578679804286)"
"Edmonton Minor Soccer Association","4","330","210","53.42921570848673","-113.40831541200922","
,  
(53.42921570848673, -113.40831541200922)","POINT (-113.40831541200922 53.42921570848673)"
"St. Augustine","3","240","170","53.47225789138869","-113.50746594072471","
,  
(53.47225789138869, -113.50746594072471)","POINT (-113.50746594072471 53.47225789138869)"
"St. Jerome","3","180","100","53.561537985186696","-113.39171185307363","
,  
(53.561537985186696, -113.39171185307363)","POINT (-113.39171185307363 53.561537985186696)"
"Belmead","3","200","100","53.5256634303227","-113.6360738114767","
,  
(53.5256634303227, -113.6360738114767)","POINT (-113.6360738114767 53.5256634303227)"
"Jackson Heights","1","180","90","53.48276736807559","-113.40626802849764","
,  
(53.48276736807559, -113.40626802849764)","POINT (-113.40626802849764 53.48276736807559)"
"George Luck","2","240","150","53.47245058635775","-113.57632250161626","
,  
(53.47245058635775, -113.57632250161626)","POINT (-113.57632250161626 53.47245058635775)"
"Mount Pleasant","1","240","160","53.494964931731396","-113.50132932044782","
,  
(53.494964931731396, -113.50132932044782)","POINT (-113.50132932044782 53.494964931731396)"
"Herb Link","5","330","210","53.623950334948326","-113.53202940101787","
,  
(53.623950334948326, -113.53202940101787)","POINT (-113.53202940101787 53.623950334948326)"
"Westridge","1","240","155","53.506796827554176","-113.60240659403007","
,  
(53.506796827554176, -113.60240659403007)","POINT (-113.60240659403007 53.506796827554176)"
"St. Mark","1","240","150","53.568212714298944","-113.55329688554963","
,  
(53.568212714298944, -113.55329688554963)","POINT (-113.55329688554963 53.568212714298944)"
"Borden Park","1","240","180","53.56226361219221","-113.46138823286614","
,  
(53.56226361219221, -113.46138823286614)","POINT (-113.46138823286614 53.56226361219221)"
"Ekota","2","240","200","53.44793673549925","-113.44151103489347","
,  
(53.44793673549925, -113.44151103489347)","POINT (-113.44151103489347 53.44793673549925)"
