"row_id","track_id","date_and_time_of_reading","number_of_satellites","dop","elevation_above_sea_level","ground_speed_km_h","heading_degrees_off_north","latitude","longitude","geocoded_column"
"HELICOPTER-TM52180:05-07--20200507140307","TM52180:05-07","2020-05-07T14:03:07.000","18","1","703","35.4","168.6","53.35950743","-113.5985161","POINT (-113.5985161 53.35950743)"
"HELICOPTER-TM52180:07-06--20200706121232","TM52180:07-06","2020-07-06T12:12:32.000","17","1","721","48.4","272.9","53.4601825","-113.6425367","POINT (-113.6425367 53.4601825)"
"HELICOPTER-TM52178:05-10--20200510103659","TM52178:05-10","2020-05-10T10:36:59.000","19","1.1","727","47.8","359.9","53.47737461","-113.7755646","POINT (-113.7755646 53.47737461)"
"HELICOPTER-TM52180:apr 24--20200424204143","TM52180:apr 24","2020-04-24T20:41:43.000","19","1","699","37.3","269.6","53.45785936","-113.6334764","POINT (-113.6334764 53.45785936)"
"HELICOPTER-TM52180:05-12--20200512203228","TM52180:05-12","2020-05-12T20:32:28.000","19","1","755","40","359.7","53.40467841","-113.3553772","POINT (-113.3553772 53.40467841)"
"HELICOPTER-TM52178:05-10--20200510095452","TM52178:05-10","2020-05-10T09:54:52.000","19","1","740","27","101.9","53.48233861","-113.76836275","POINT (-113.76836275 53.48233861)"
"HELICOPTER-TM52179:04-27--20200427121519","TM52179:04-27","2020-04-27T12:15:19.000","19","1.1","743","48","268.9","53.46655373","-113.3622685","POINT (-113.3622685 53.46655373)"
"HELICOPTER-TM52180:05-02--20200502072502","TM52180:05-02","2020-05-02T07:25:02.000","17","1","732","35.9","89.4","53.40392817","-113.4256742","POINT (-113.4256742 53.40392817)"
"HELICOPTER-TM52178:04-28--20200428064205","TM52178:04-28","2020-04-28T06:42:05.000","17","1","719","39.5","32","53.53014915","-113.6624295","POINT (-113.6624295 53.53014915)"
"HELICOPTER-TM52178:bt-04---20200425082655","TM52178:bt-04-","2020-04-25T08:26:55.000","17","1.4","693","36.849999999999994","359.85","53.59922191","-113.66289355","POINT (-113.66289355 53.59922191)"
"HELICOPTER-TM52178:06-04--20200604083254","TM52178:06-04","2020-06-04T08:32:54.000","18","1.1","686","37.7","270","53.70120933","-113.4244768","POINT (-113.4244768 53.70120933)"
"HELICOPTER-TM52180:06-01--20200601202347","TM52180:06-01","2020-06-01T20:23:47.000","19","1","664","40","0.6","53.62708228","-113.3953873","POINT (-113.3953873 53.62708228)"
"HELICOPTER-TM52179:04-27--20200427072015","TM52179:04-27","2020-04-27T07:20:15.000","19","0.9","699","45.8","11.8","53.55631616","-113.3741065","POINT (-113.3741065 53.55631616)"
"HELICOPTER-TM52180:05-09--20200509063915","TM52180:05-09","2020-05-09T06:39:15.000","19","1","726","39.1","120.6","53.35930259","-113.5429814","POINT (-113.5429814 53.35930259)"
"HELICOPTER-TM52178:05-07--20200507074930","TM52178:05-07","2020-05-07T07:49:30.000","19","1.1","678","34.3","2.3","53.6987274","-113.4077952","POINT (-113.4077952 53.6987274)"
"HELICOPTER-TM52179:04-29--20200429062623","TM52179:04-29","2020-04-29T06:26:23.000","18","1.2","737","43.7","273.3","53.42710266","-113.5756507","POINT (-113.5756507 53.42710266)"
"HELICOPTER-TM52684:06-05--20200605071955","TM52684:06-05","2020-06-05T07:19:55.000","16","1.2","748","45","269.4","53.45328652","-113.67718","POINT (-113.67718 53.45328652)"
"HELICOPTER-TM52178:05-06--20200506063805","TM52178:05-06","2020-05-06T06:38:05.000","17","1","722","30.7","118.6","53.50156001","-113.7217926","POINT (-113.7217926 53.50156001)"
"HELICOPTER-TM52684:06-04--20200604110101","TM52684:06-04","2020-06-04T11:01:01.000","19","1.1","712","34.05","91.4","53.70641399","-113.41848935","POINT (-113.41848935 53.70641399)"
"HELICOPTER-TM52180:apr 24--20200424193621","TM52180:apr 24","2020-04-24T19:36:21.000","19","1.1","750","40.1","90.4","53.46146496","-113.6557592","POINT (-113.6557592 53.46146496)"
"HELICOPTER-TM52180:apr 26--20200427105515","TM52180:apr 26","2020-04-27T10:55:15.000","19","1.2","705","29.9","239.3","53.65842671","-113.5306292","POINT (-113.5306292 53.65842671)"
"HELICOPTER-TM52180:04-30--20200430103319","TM52180:04-30","2020-04-30T10:33:19.000","18","1.1","692","33.3","321.9","53.66793717","-113.3310627","POINT (-113.3310627 53.66793717)"
"HELICOPTER-TM52180:06-01--20200601184857","TM52180:06-01","2020-06-01T18:48:57.000","17","1.3","700","36.4","35.5","53.64924069","-113.4817201","POINT (-113.4817201 53.64924069)"
"HELICOPTER-TM52178:05-13--20200513094051","TM52178:05-13","2020-05-13T09:40:51.000","19","1.1","755","38","327.7","53.38444043","-113.2974375","POINT (-113.2974375 53.38444043)"
"HELICOPTER-TM52178:07-06--20200706091659","TM52178:07-06","2020-07-06T09:16:59.000","18","1","773","37.6","177.3","53.41164384","-113.3388722","POINT (-113.3388722 53.41164384)"
"HELICOPTER-TM52180:05-12--20200512081939","TM52180:05-12","2020-05-12T08:19:39.000","19","1.2","673","33.4","55.8","53.67936001","-113.362888","POINT (-113.362888 53.67936001)"
"HELICOPTER-TM52684:06-04--20200604092006","TM52684:06-04","2020-06-04T09:20:06.000","18","1.1","684","37.7","270.9","53.71433624","-113.4470877","POINT (-113.4470877 53.71433624)"
"HELICOPTER-TM52180:07-08--20200708215530","TM52180:07-08","2020-07-08T21:55:30.000","19","1.1","703","48","86.8","53.64786915","-113.5135882","POINT (-113.5135882 53.64786915)"
"HELICOPTER-TM52179:04-27--20200427105758","TM52179:04-27","2020-04-27T10:57:58.000","19","1.1","760","51.6","245.2","53.49277658","-113.3584872","POINT (-113.3584872 53.49277658)"
"HELICOPTER-TM52180:06-04--20200604090725","TM52180:06-04","2020-06-04T09:07:25.000","18","1.1","689","41.2","89.1","53.70817896","-113.4124644","POINT (-113.4124644 53.70817896)"
"HELICOPTER-TM52178:05-13--20200513093518","TM52178:05-13","2020-05-13T09:35:18.000","18","1.1","744","36","169.2","53.384564499999996","-113.30261765","POINT (-113.30261765 53.384564499999996)"
"HELICOPTER-TM52180:05-09--20200509075245","TM52180:05-09","2020-05-09T07:52:45.000","17","1.2","727","39.349999999999994","92.15","53.37211034","-113.4023727","POINT (-113.4023727 53.37211034)"
"HELICOPTER-TM52178:05-05--20200505124945","TM52178:05-05","2020-05-05T12:49:45.000","19","0.9","740","40","89.2","53.46190347","-113.7673218","POINT (-113.7673218 53.46190347)"
"HELICOPTER-TM52180:05-28--20200528050853","TM52180:05-28","2020-05-28T05:08:53.000","19","0.9","644","34.9","168.9","53.43464598","-113.6393774","POINT (-113.6393774 53.43464598)"
"HELICOPTER-TM52180:04-30--20200430073618","TM52180:04-30","2020-04-30T07:36:18.000","16","1","636","34.6","162.9","53.6424557","-113.2520099","POINT (-113.2520099 53.6424557)"
"HELICOPTER-TM52178:04-30--20200430102002","TM52178:04-30","2020-04-30T10:20:02.000","19","1","694","33.5","263.2","53.58136531","-113.7463546","POINT (-113.7463546 53.58136531)"
"HELICOPTER-TM52178:04-29--20200429100346","TM52178:04-29","2020-04-29T10:03:46.000","18","1.1","690.5","30.8","88.95","53.665517695000005","-113.42637055","POINT (-113.42637055 53.665517695000005)"
"HELICOPTER-TM52179:04-24--20200424075515","TM52179:04-24","2020-04-24T07:55:15.000","18","1","725","52.8","69.55","53.559993399999996","-113.68228350000001","POINT (-113.68228350000001 53.559993399999996)"
"HELICOPTER-TM52180:07-09--20200709081531","TM52180:07-09","2020-07-09T08:15:31.000","17","1.3","693","40","314.7","53.65992348","-113.4394752","POINT (-113.4394752 53.65992348)"
"HELICOPTER-TM52178:05-07--20200507082348","TM52178:05-07","2020-05-07T08:23:48.000","19","1","686","38.9","268.9","53.68457817","-113.4130644","POINT (-113.4130644 53.68457817)"
"HELICOPTER-TM52178:07-06--20200706061141","TM52178:07-06","2020-07-06T06:11:41.000","19","1.1","778","52.9","104","53.44929065","-113.3223916","POINT (-113.3223916 53.44929065)"
"HELICOPTER-TM52180:05-07--20200507142919","TM52180:05-07","2020-05-07T14:29:19.000","18","1.1","712","44.35","20.95","53.339381085","-113.59386555","POINT (-113.59386555 53.339381085)"
"HELICOPTER-TM52180:05-05--20200505131844","TM52180:05-05","2020-05-05T13:18:44.000","19","0.9","725","32.7","85.2","53.36763864","-113.4183691","POINT (-113.4183691 53.36763864)"
"HELICOPTER-TM52178:06-04--20200604050154","TM52178:06-04","2020-06-04T05:01:54.000","16","1.1","698","38.2","269.1","53.67787425","-113.4388097","POINT (-113.4388097 53.67787425)"
"HELICOPTER-TM52178:06-05--20200605052133","TM52178:06-05","2020-06-05T05:21:33.000","15","1.3","727","20.6","79.7","53.41418462","-113.5125069","POINT (-113.5125069 53.41418462)"
"HELICOPTER-TM52180:07-08--20200708202557","TM52180:07-08","2020-07-08T20:25:57.000","19","1.2","713","40.5","271.2","53.65337664","-113.5530087","POINT (-113.5530087 53.65337664)"
"HELICOPTER-TM52180:apr 26--20200427115510","TM52180:apr 26","2020-04-27T11:55:10.000","19","1.1","696","36.6","271.1","53.67808999","-113.5150642","POINT (-113.5150642 53.67808999)"
"HELICOPTER-TM52178:05-12--20200512182519","TM52178:05-12","2020-05-12T18:25:19.000","19","1","705","50","231.3","53.58285774","-113.3056053","POINT (-113.3056053 53.58285774)"
"HELICOPTER-TM52178:07-06--20200706092151","TM52178:07-06","2020-07-06T09:21:51.000","19","0.9","765","40.5","56.6","53.4171727","-113.335339","POINT (-113.335339 53.4171727)"
"HELICOPTER-TM52178:04-30--20200430052841","TM52178:04-30","2020-04-30T05:28:41.000","20","1","715","27.8","271.5","53.54310329","-113.7579513","POINT (-113.7579513 53.54310329)"
"HELICOPTER-TM52178:05-28--20200528075444","TM52178:05-28","2020-05-28T07:54:44.000","19","1.1","713","37.3","360","53.54913024","-113.6605545","POINT (-113.6605545 53.54913024)"
"HELICOPTER-TM52178:04-30--20200430073226","TM52178:04-30","2020-04-30T07:32:26.000","17","1.1","684","40.2","91","53.58006328","-113.7921171","POINT (-113.7921171 53.58006328)"
"HELICOPTER-TM52178:06-04--20200604095248","TM52178:06-04","2020-06-04T09:52:48.000","18","1.1","690","23.5","236.1","53.70001999","-113.3985481","POINT (-113.3985481 53.70001999)"
"HELICOPTER-TM52179:04-27--20200427062251","TM52179:04-27","2020-04-27T06:22:51.000","20","1","665","48.4","255.6","53.58947645","-113.3378823","POINT (-113.3378823 53.58947645)"
"HELICOPTER-TM52180:apr 24--20200425110537","TM52180:apr 24","2020-04-25T11:05:37.000","19","1.1","702","38.4","271.2","53.65013193","-113.5205625","POINT (-113.5205625 53.65013193)"
"HELICOPTER-TM52180:05-07--20200507062357","TM52180:05-07","2020-05-07T06:23:57.000","19","1","698","43.9","316.2","53.68245623","-113.4717576","POINT (-113.4717576 53.68245623)"
"HELICOPTER-TM52180:05-29--20200429094407","TM52180:05-29","2020-04-29T09:44:07.000","19","1.1","698","31.2","203.1","53.70996112","-113.4887413","POINT (-113.4887413 53.70996112)"
"HELICOPTER-TM52179:04-28--20200428091002","TM52179:04-28","2020-04-28T09:10:02.000","17","1.3","718","41","177.1","53.42089993","-113.542688","POINT (-113.542688 53.42089993)"
"HELICOPTER-TM52179:04-25--20200425091533","TM52179:04-25","2020-04-25T09:15:33.000","17","1.2","686","43.3","307.6","53.65348285","-113.37162265","POINT (-113.37162265 53.65348285)"
"HELICOPTER-TM52180:05-30--20200530081148","TM52180:05-30","2020-05-30T08:11:48.000","19","1.1","699","43.6","90.1","53.64628911","-113.4757019","POINT (-113.4757019 53.64628911)"
"HELICOPTER-TM52180:05-07--20200507083041","TM52180:05-07","2020-05-07T08:30:41.000","19","1.1","699","35.9","275.2","53.70010535","-113.4676138","POINT (-113.4676138 53.70010535)"
"HELICOPTER-TM52178:05-02--20200502062303","TM52178:05-02","2020-05-02T06:23:03.000","17","1","699","29.4","270.5","53.44090501","-113.686281","POINT (-113.686281 53.44090501)"
"HELICOPTER-TM52178:05-09--20200509055025","TM52178:05-09","2020-05-09T05:50:25.000","19","0.9","757","33.7","204.5","53.4059685","-113.3044165","POINT (-113.3044165 53.4059685)"
"HELICOPTER-TM52178:05-05--20200505100201","TM52178:05-05","2020-05-05T10:02:01.000","19","1","712","40.1","270.3","53.47181609","-113.7219996","POINT (-113.7219996 53.47181609)"
"HELICOPTER-TM52178:05-06--20200506045721","TM52178:05-06","2020-05-06T04:57:21.000","18","1.1","738","38.5","173.7","53.49915184","-113.6942867","POINT (-113.6942867 53.49915184)"
"HELICOPTER-TM52178:05-05--20200505120804","TM52178:05-05","2020-05-05T12:08:04.000","18","1","730","42.7","85.4","53.45655519","-113.7567632","POINT (-113.7567632 53.45655519)"
"HELICOPTER-TM52178:05-07--20200507135731","TM52178:05-07","2020-05-07T13:57:31.000","20","1","761","36.3","11.4","53.41683565","-113.2974253","POINT (-113.2974253 53.41683565)"
"HELICOPTER-TM52178:07-06--20200705062034","TM52178:07-06","2020-07-05T06:20:34.000","19","1","756","41.6","213.9","53.44534555","-113.3642083","POINT (-113.3642083 53.44534555)"
"HELICOPTER-TM52180:06-01--20200601190015","TM52180:06-01","2020-06-01T19:00:15.000","18","1.2","698","30.7","203.4","53.648983145","-113.4692324","POINT (-113.4692324 53.648983145)"
"HELICOPTER-TM52180:05-29--20200429113801","TM52180:05-29","2020-04-29T11:38:01.000","18","1.1","700","37.3","353.9","53.71054905","-113.4177064","POINT (-113.4177064 53.71054905)"
"HELICOPTER-TM52178:05-05--20200505120931","TM52178:05-05","2020-05-05T12:09:31.000","18","1","724.5","39.75","268.25","53.456171139999995","-113.75621195","POINT (-113.75621195 53.456171139999995)"
"HELICOPTER-TM52180:05-07--20200507114133","TM52180:05-07","2020-05-07T11:41:33.000","19","1","709","40.4","271","53.37491058","-113.5744288","POINT (-113.5744288 53.37491058)"
"HELICOPTER-TM52684:06-04--20200604091631","TM52684:06-04","2020-06-04T09:16:31.000","18","1.1","698","44.9","90.2","53.71287502","-113.4442026","POINT (-113.4442026 53.71287502)"
"HELICOPTER-TM52180:05-02--20200502091324","TM52180:05-02","2020-05-02T09:13:24.000","19.5","1.05","741","34.25","90.5","53.402263525","-113.40538465","POINT (-113.40538465 53.402263525)"
"HELICOPTER-TM52180:05-28--20200528152957","TM52180:05-28","2020-05-28T15:29:57.000","17","1.1","699.5","32.4","203.75","53.415476235","-113.5947434","POINT (-113.5947434 53.415476235)"
"HELICOPTER-TM52180:05-12--20200512084733","TM52180:05-12","2020-05-12T08:47:33.000","19","1","677","32.7","86.2","53.70793061","-113.3489332","POINT (-113.3489332 53.70793061)"
"HELICOPTER-TM52178:06-04--20200604083740","TM52178:06-04","2020-06-04T08:37:40.000","19","1.1","695","42","358.4","53.69357736","-113.4234664","POINT (-113.4234664 53.69357736)"
"HELICOPTER-TM52178:06-02--20200602090858","TM52178:06-02","2020-06-02T09:08:58.000","18","1.1","692","31.7","181.1","53.68580549","-113.39377","POINT (-113.39377 53.68580549)"
"HELICOPTER-TM52178:05-02--20200502064206","TM52178:05-02","2020-05-02T06:42:06.000","18","0.9","713","41","181.8","53.43595073","-113.6771388","POINT (-113.6771388 53.43595073)"
"HELICOPTER-TM52180:05-07--20200507140912","TM52180:05-07","2020-05-07T14:09:12.000","19","1","707","38.650000000000006","265.8","53.342881995","-113.6032724","POINT (-113.6032724 53.342881995)"
"HELICOPTER-TM52178:05-07--20200507071725","TM52178:05-07","2020-05-07T07:17:25.000","17","1.2","677","35.3","1.3","53.68996618","-113.4335323","POINT (-113.4335323 53.68996618)"
"HELICOPTER-TM52180:07-09--20200709115727","TM52180:07-09","2020-07-09T11:57:27.000","15","1.1","706","44.4","89.1","53.6521919","-113.4742106","POINT (-113.4742106 53.6521919)"
"HELICOPTER-TM52180:05-05--20200505093005","TM52180:05-05","2020-05-05T09:30:05.000","19","1","726","35.2","179.5","53.38873798","-113.4334845","POINT (-113.4334845 53.38873798)"
"HELICOPTER-TM52178:05-13--20200513064100","TM52178:05-13","2020-05-13T06:41:00.000","17","1.1","764","35.8","0.2","53.36693958","-113.3318221","POINT (-113.3318221 53.36693958)"
"HELICOPTER-TM52178:05-09--20200509071206","TM52178:05-09","2020-05-09T07:12:06.000","17","1.2","745","36","177.6","53.39890654","-113.3052955","POINT (-113.3052955 53.39890654)"
"HELICOPTER-TM52179:04-30--20200430084308","TM52179:04-30","2020-04-30T08:43:08.000","16","1.2","706","44.7","137.3","53.41344636","-113.6103136","POINT (-113.6103136 53.41344636)"
"HELICOPTER-TM52178:06-05--20200605105551","TM52178:06-05","2020-06-05T10:55:51.000","16","1.1","754","29.4","272.5","53.42019241","-113.4128753","POINT (-113.4128753 53.42019241)"
"HELICOPTER-TM52178:bt-04---20200425084338","TM52178:bt-04-","2020-04-25T08:43:38.000","19","1","710","38.8","337.2","53.60051741","-113.6369838","POINT (-113.6369838 53.60051741)"
"HELICOPTER-TM52178:04-28--20200428054509","TM52178:04-28","2020-04-28T05:45:09.000","19","1","720","27.6","265.9","53.51978153","-113.6681012","POINT (-113.6681012 53.51978153)"
"HELICOPTER-TM52179:04-29--20200429102644","TM52179:04-29","2020-04-29T10:26:44.000","18","1.1","708","42.7","272.3","53.66030853","-113.4849884","POINT (-113.4849884 53.66030853)"
"HELICOPTER-TM52178:05-29--20200529053551","TM52178:05-29","2020-05-29T05:35:51.000","17","1.1","713.5","26.95","218.95","53.55372223","-113.70999795","POINT (-113.70999795 53.55372223)"
"HELICOPTER-TM52180:07-09--20200709061748","TM52180:07-09","2020-07-09T06:17:48.000","19","1","724","33.2","46.8","53.66092857","-113.5001213","POINT (-113.5001213 53.66092857)"
"HELICOPTER-TM52178:04-29--20200429093917","TM52178:04-29","2020-04-29T09:39:17.000","19","1.1","681","29.6","253.9","53.6669036","-113.4195716","POINT (-113.4195716 53.6669036)"
"HELICOPTER-TM52180:06-02--20200602092641","TM52180:06-02","2020-06-02T09:26:41.000","18","1.1","683","33.3","179.1","53.67468036","-113.4459895","POINT (-113.4459895 53.67468036)"
"HELICOPTER-TM52178:05-13--20200513090956","TM52178:05-13","2020-05-13T09:09:56.000","19","1","764","34.9","295.1","53.36758416","-113.299935","POINT (-113.299935 53.36758416)"
"HELICOPTER-TM52178:05-07--20200507134125","TM52178:05-07","2020-05-07T13:41:25.000","18","1.1","730","32.9","95.2","53.42267042","-113.3149644","POINT (-113.3149644 53.42267042)"
"HELICOPTER-TM52180:07-09--20200709054118","TM52180:07-09","2020-07-09T05:41:18.000","20","1.1","718","51.1","355.5","53.66835275","-113.4840253","POINT (-113.4840253 53.66835275)"
"HELICOPTER-TM52178:06-02--20200602075101","TM52178:06-02","2020-06-02T07:51:01.000","18","1.1","688","41.2","0.4","53.66772546","-113.4317819","POINT (-113.4317819 53.66772546)"
"HELICOPTER-TM52180:05-07--20200507102355","TM52180:05-07","2020-05-07T10:23:55.000","19","1.1","687","38","54.7","53.69030177","-113.4467405","POINT (-113.4467405 53.69030177)"
"HELICOPTER-TM52180:05-10--20200510104220","TM52180:05-10","2020-05-10T10:42:20.000","19","1.05","743","37","349.79999999999995","53.40311546","-113.37069745","POINT (-113.37069745 53.40311546)"
"HELICOPTER-TM52180:07-09--20200709052525","TM52180:07-09","2020-07-09T05:25:25.000","20","1","710","44","176.3","53.66016273","-113.4885525","POINT (-113.4885525 53.66016273)"
"HELICOPTER-TM52178:06-04--20200604082917","TM52178:06-04","2020-06-04T08:29:17.000","18","1.1","677","40.1","359.8","53.69946075","-113.4223138","POINT (-113.4223138 53.69946075)"
"HELICOPTER-TM52178:04-27--20200427075009","TM52178:04-27","2020-04-27T07:50:09.000","17","1.2","708","33.7","278.6","53.60794153","-113.6118973","POINT (-113.6118973 53.60794153)"
"HELICOPTER-TM52180:07-08--20200708215049","TM52180:07-08","2020-07-08T21:50:49.000","19","1.1","700","43.6","273.4","53.65006836","-113.5202534","POINT (-113.5202534 53.65006836)"
"HELICOPTER-TM52180:05-05--20200505133751","TM52180:05-05","2020-05-05T13:37:51.000","17","1","727","35.9","118.5","53.39274624","-113.4005501","POINT (-113.4005501 53.39274624)"
"HELICOPTER-TM52178:05-28--20200528110900","TM52178:05-28","2020-05-28T11:09:00.000","20","0.9","706","38.3","11.1","53.55070257","-113.6571911","POINT (-113.6571911 53.55070257)"
"HELICOPTER-TM52178:05-07--20200507054525","TM52178:05-07","2020-05-07T05:45:25.000","19","0.9","699","24.9","82.5","53.67968369","-113.4369298","POINT (-113.4369298 53.67968369)"
"HELICOPTER-TM52180:05-10--20200510061733","TM52180:05-10","2020-05-10T06:17:33.000","19","1","742","28.5","273.2","53.38582956","-113.3808086","POINT (-113.3808086 53.38582956)"
"HELICOPTER-TM52180:apr 24--20200425111159","TM52180:apr 24","2020-04-25T11:11:59.000","19","1.1","710","42.5","89.1","53.64961339","-113.5231107","POINT (-113.5231107 53.64961339)"
"HELICOPTER-TM52180:04-30--20200430082059","TM52180:04-30","2020-04-30T08:20:59.000","17","1.1","627","36.5","117.9","53.64915507","-113.275467","POINT (-113.275467 53.64915507)"
"HELICOPTER-TM52180:07-09--20200709120016","TM52180:07-09","2020-07-09T12:00:16.000","16","1.1","704","43.4","89.5","53.65691789","-113.487654","POINT (-113.487654 53.65691789)"
"HELICOPTER-TM52180:06-02--20200602074509","TM52180:06-02","2020-06-02T07:45:09.000","19","1","698","40.4","312.4","53.66427043","-113.4579612","POINT (-113.4579612 53.66427043)"
"HELICOPTER-TM52180:05-02--20200502102151","TM52180:05-02","2020-05-02T10:21:51.000","18","1.1","736","38.4","320","53.40146372","-113.3796736","POINT (-113.3796736 53.40146372)"
"HELICOPTER-TM52180:07-09--20200709052238","TM52180:07-09","2020-07-09T05:22:38.000","20","1.1","713","46.8","355.4","53.66338091","-113.4898358","POINT (-113.4898358 53.66338091)"
"HELICOPTER-TM52684:06-02--20200602093352","TM52684:06-02","2020-06-02T09:33:52.000","19","1.1","701","34.2","359.9","53.69904181","-113.495379","POINT (-113.495379 53.69904181)"
"HELICOPTER-TM52180:05-05--20200505113157","TM52180:05-05","2020-05-05T11:31:57.000","19","1.1","725","32.6","177.2","53.38254917","-113.4428377","POINT (-113.4428377 53.38254917)"
"HELICOPTER-TM52178:04-29--20200429062929","TM52178:04-29","2020-04-29T06:29:29.000","19","1","723","39.2","6.3","53.550326725000005","-113.74881669999999","POINT (-113.74881669999999 53.550326725000005)"
"HELICOPTER-TM52180:05-29--20200429084855","TM52180:05-29","2020-04-29T08:48:55.000","18","1.2","689","33.4","145.7","53.69662012","-113.4051265","POINT (-113.4051265 53.69662012)"
"HELICOPTER-TM52178:07-06--20200706132009","TM52178:07-06","2020-07-06T13:20:09.000","18","1.1","746","40.3","267.8","53.40592358","-113.4089702","POINT (-113.4089702 53.40592358)"
"HELICOPTER-TM52180:05-05--20200505064712","TM52180:05-05","2020-05-05T06:47:12.000","19","0.9","714","39.7","270.3","53.39330545","-113.4840115","POINT (-113.4840115 53.39330545)"
"HELICOPTER-TM52180:05-07--20200507080339","TM52180:05-07","2020-05-07T08:03:39.000","17","1.2","692","39.8","182.6","53.69197668","-113.4897448","POINT (-113.4897448 53.69197668)"
"HELICOPTER-TM52180:07-06--20200706161048","TM52180:07-06","2020-07-06T16:10:48.000","16","1.3","729.5","43","270.5","53.44668776","-113.73224429999999","POINT (-113.73224429999999 53.44668776)"
"HELICOPTER-TM52180:apr 24--20200425063058","TM52180:apr 24","2020-04-25T06:30:58.000","20","1","645","36.9","133.9","53.43290123","-113.6375943","POINT (-113.6375943 53.43290123)"
"HELICOPTER-TM52180:05-10--20200510075109","TM52180:05-10","2020-05-10T07:51:09.000","17","1.1","716","40.1","176.6","53.53640153","-113.8009851","POINT (-113.8009851 53.53640153)"
"HELICOPTER-TM52179:04-30--20200430060447","TM52179:04-30","2020-04-30T06:04:47.000","20","1","704","43.8","232.3","53.42919567","-113.4847613","POINT (-113.4847613 53.42919567)"
"HELICOPTER-TM52180:07-09--20200709124804","TM52180:07-09","2020-07-09T12:48:04.000","18","1.1","684","44.2","90.2","53.67185758","-113.4225481","POINT (-113.4225481 53.67185758)"
"HELICOPTER-TM52180:05-28--20200528122000","TM52180:05-28","2020-05-28T12:20:00.000","18","1","768","40.1","88.8","53.43231798","-113.3751436","POINT (-113.3751436 53.43231798)"
"HELICOPTER-TM52180:06-01--20200601184801","TM52180:06-01","2020-06-01T18:48:01.000","17","1.3","698","37.2","33","53.648649415","-113.48167674999999","POINT (-113.48167674999999 53.648649415)"
"HELICOPTER-TM52180:06-05--20200605091242","TM52180:06-05","2020-06-05T09:12:42.000","16","1.2","725","39.849999999999994","326.9","53.485637","-113.3600866","POINT (-113.3600866 53.485637)"
"HELICOPTER-TM52180:05-06--20200506080146","TM52180:05-06","2020-05-06T08:01:46.000","18","1","668","36","0.2","53.66557986","-113.3763654","POINT (-113.3763654 53.66557986)"
"HELICOPTER-TM52180:05-30--20200530083205","TM52180:05-30","2020-05-30T08:32:05.000","19","1.1","692","31.2","119.8","53.64312967","-113.4345366","POINT (-113.4345366 53.64312967)"
"HELICOPTER-TM52180:07-05--20200705061540","TM52180:07-05","2020-07-05T06:15:40.000","19","1","720","49.9","180.9","53.57784549","-113.67589","POINT (-113.67589 53.57784549)"
"HELICOPTER-TM52180:06-01--20200601191230","TM52180:06-01","2020-06-01T19:12:30.000","20","1.1","701","40.1","75.4","53.64894636","-113.4543849","POINT (-113.4543849 53.64894636)"
"HELICOPTER-TM52178:05-29--20200529065619","TM52178:05-29","2020-05-29T06:56:19.000","19","1","730","8.7","125","53.52013099","-113.72771455","POINT (-113.72771455 53.52013099)"
"HELICOPTER-TM52179:04-29--20200429120348","TM52179:04-29","2020-04-29T12:03:48.000","19","1.1","674","44.1","359.6","53.66331614","-113.3786648","POINT (-113.3786648 53.66331614)"
"HELICOPTER-TM52180:06-02--20200602100234","TM52180:06-02","2020-06-02T10:02:34.000","18","1.2","682","34","179.3","53.67410477","-113.4490454","POINT (-113.4490454 53.67410477)"
"HELICOPTER-TM52179:04-27--20200427110112","TM52179:04-27","2020-04-27T11:01:12.000","19","1.1","774","59.7","335.2","53.48554068","-113.3593212","POINT (-113.3593212 53.48554068)"
"HELICOPTER-TM52684:06-02--20200602092826","TM52684:06-02","2020-06-02T09:28:26.000","18","1.1","699","33.6","180.9","53.69903874","-113.4929206","POINT (-113.4929206 53.69903874)"
"HELICOPTER-TM52178:06-04--20200604075543","TM52178:06-04","2020-06-04T07:55:43.000","19","1","685","41.1","181.3","53.69560974","-113.4419045","POINT (-113.4419045 53.69560974)"
"HELICOPTER-TM52178:05-28--20200528135814","TM52178:05-28","2020-05-28T13:58:14.000","19","0.9","702","30.799999999999997","82.35","53.602486479999996","-113.5837851","POINT (-113.5837851 53.602486479999996)"
"HELICOPTER-TM52684:06-02--20200602093058","TM52684:06-02","2020-06-02T09:30:58.000","19","1.1","714","38.3","3.1","53.70141531","-113.4949858","POINT (-113.4949858 53.70141531)"
"HELICOPTER-TM52179:04-29--20200429060855","TM52179:04-29","2020-04-29T06:08:55.000","19","1.2","700","37.9","45.1","53.4411311","-113.6063855","POINT (-113.6063855 53.4411311)"
"HELICOPTER-TM52180:07-09--20200709054147","TM52180:07-09","2020-07-09T05:41:47.000","20","1.1","715","53.3","176.7","53.6649203","-113.4833063","POINT (-113.4833063 53.6649203)"
"HELICOPTER-TM52684:06-04--20200604110339","TM52684:06-04","2020-06-04T11:03:39.000","19","1.1","681","41.6","90.8","53.70703306","-113.4240236","POINT (-113.4240236 53.70703306)"
"HELICOPTER-TM52180:06-04--20200604072005","TM52180:06-04","2020-06-04T07:20:05.000","19","1","694","39.5","357.3","53.69940592","-113.4690921","POINT (-113.4690921 53.69940592)"
