"row_id","track_id","date_and_time_of_reading","number_of_satellites","dop","elevation_above_sea_level","ground_speed_km_h","heading_degrees_off_north","latitude","longitude","geocoded_column"
"HELICOPTER-TM52178:05-09--20200509063321","TM52178:05-09","2020-05-09T06:33:21.000","19","1","759","29.5","192.1","53.41108204","-113.3002524","POINT (-113.3002524 53.41108204)"
"HELICOPTER-TM52178:06-04--20200604054321","TM52178:06-04","2020-06-04T05:43:21.000","15","1.55","681","34","180.75","53.680934425","-113.439413","POINT (-113.439413 53.680934425)"
"HELICOPTER-TM52180:06-05--20200605064437","TM52180:06-05","2020-06-05T06:44:37.000","18","1.3","685","34","0.2","53.53591793","-113.3862691","POINT (-113.3862691 53.53591793)"
"HELICOPTER-TM52178:05-10--20200510095234","TM52178:05-10","2020-05-10T09:52:34.000","18","1.1","728","45.5","119.8","53.48154497","-113.7692172","POINT (-113.7692172 53.48154497)"
"HELICOPTER-TM52178:04-29--20200429054615","TM52178:04-29","2020-04-29T05:46:15.000","19","1","712.5","33.55","51.650000000000006","53.560043515000004","-113.73224905000001","POINT (-113.73224905000001 53.560043515000004)"
"HELICOPTER-TM52178:05-28--20200528151434","TM52178:05-28","2020-05-28T15:14:34.000","18","1.1","711","41.6","178","53.60126465","-113.6382132","POINT (-113.6382132 53.60126465)"
"HELICOPTER-TM52178:06-01--20200601203032","TM52178:06-01","2020-06-01T20:30:32.000","19","1.1","688","39.6","285.9","53.58449319","-113.778295","POINT (-113.778295 53.58449319)"
"HELICOPTER-TM52180:06-04--20200604073611","TM52180:06-04","2020-06-04T07:36:11.000","18","1.1","693","37.3","270.8","53.69481756","-113.4894209","POINT (-113.4894209 53.69481756)"
"HELICOPTER-TM52180:05-29--20200529065241","TM52180:05-29","2020-05-29T06:52:41.000","16","1.2","696","37","172.1","53.63217089","-113.5532822","POINT (-113.5532822 53.63217089)"
"HELICOPTER-TM52180:05-05--20200505094218","TM52180:05-05","2020-05-05T09:42:18.000","18","1.1","720","35.5","180.3","53.38391343","-113.4351705","POINT (-113.4351705 53.38391343)"
"HELICOPTER-TM52178:07-06--20200706083818","TM52178:07-06","2020-07-06T08:38:18.000","17","1.2","743","43.4","269.1","53.42291421","-113.3166514","POINT (-113.3166514 53.42291421)"
"HELICOPTER-TM52180:07-05--20200705221115","TM52180:07-05","2020-07-05T22:11:15.000","19","1.2","717","47.3","88.4","53.56742666","-113.6656432","POINT (-113.6656432 53.56742666)"
"HELICOPTER-TM52180:06-02--20200602073716","TM52180:06-02","2020-06-02T07:37:16.000","19","1","700","41.2","316.3","53.66498166","-113.4558023","POINT (-113.4558023 53.66498166)"
"HELICOPTER-TM52180:05-01--20200501061354","TM52180:05-01","2020-05-01T06:13:54.000","20","1","704","40.7","175.1","53.41166333","-113.4953113","POINT (-113.4953113 53.41166333)"
"HELICOPTER-TM52180:apr 24--20200424195014","TM52180:apr 24","2020-04-24T19:50:14.000","19","1.1","701","31.5","302.4","53.459811575","-113.65033105","POINT (-113.65033105 53.459811575)"
"HELICOPTER-TM52179:04-29--20200429085640","TM52179:04-29","2020-04-29T08:56:40.000","18","1.1","703","44.1","267.9","53.65438143","-113.4717886","POINT (-113.4717886 53.65438143)"
"HELICOPTER-TM52180:06-02--20200602063421","TM52180:06-02","2020-06-02T06:34:21.000","16","1.2","703","32.4","176.8","53.66125865","-113.485659","POINT (-113.485659 53.66125865)"
"HELICOPTER-TM52180:apr 26--20200427120428","TM52180:apr 26","2020-04-27T12:04:28.000","19","1.1","695","37.2","89.8","53.67621671","-113.5232926","POINT (-113.5232926 53.67621671)"
"HELICOPTER-TM52180:05-05--20200505083240","TM52180:05-05","2020-05-05T08:32:40.000","16","1.2","732","40.4","175.4","53.38420304","-113.4570117","POINT (-113.4570117 53.38420304)"
"HELICOPTER-TM52180:07-09--20200709070714","TM52180:07-09","2020-07-09T07:07:14.000","19","1","698","47.9","45.2","53.66998075","-113.4698904","POINT (-113.4698904 53.66998075)"
"HELICOPTER-TM52180:05-28--20200528055343","TM52180:05-28","2020-05-28T05:53:43.000","17","1","705","41.5","218.2","53.44678188","-113.5943911","POINT (-113.5943911 53.44678188)"
"HELICOPTER-TM52684:06-04--20200604092221","TM52684:06-04","2020-06-04T09:22:21.000","18","1.1","701","35.3","89.5","53.71523855","-113.4470897","POINT (-113.4470897 53.71523855)"
"HELICOPTER-TM52180:apr 26--20200427083455","TM52180:apr 26","2020-04-27T08:34:55.000","18","1.1","700","36.5","92.3","53.64894426","-113.5345123","POINT (-113.5345123 53.64894426)"
"HELICOPTER-TM52180:05-12--20200512075116","TM52180:05-12","2020-05-12T07:51:16.000","17","1.2","678","36.7","269.3","53.67318503","-113.3573805","POINT (-113.3573805 53.67318503)"
"HELICOPTER-TM52180:05-13--20200513070132","TM52180:05-13","2020-05-13T07:01:32.000","18","0.9","752","37.7","89","53.37662257","-113.3513885","POINT (-113.3513885 53.37662257)"
"HELICOPTER-TM52180:06-04--20200604081010","TM52180:06-04","2020-06-04T08:10:10.000","17","1.2","685","34.1","268.7","53.69957902","-113.4805897","POINT (-113.4805897 53.69957902)"
"HELICOPTER-TM52178:05-13--20200513052003","TM52178:05-13","2020-05-13T05:20:03.000","18","1","767","41.3","95.4","53.38031807","-113.3336882","POINT (-113.3336882 53.38031807)"
"HELICOPTER-TM52178:07-06--20200706164019","TM52178:07-06","2020-07-06T16:40:19.000","18","1.1","732","33.4","176.9","53.39405843","-113.4380173","POINT (-113.4380173 53.39405843)"
"HELICOPTER-TM52178:06-05--20200605081348","TM52178:06-05","2020-06-05T08:13:48.000","16","1.2","736","35.5","4.5","53.39622199","-113.4424928","POINT (-113.4424928 53.39622199)"
"HELICOPTER-TM52180:05-07--20200507102428","TM52180:05-07","2020-05-07T10:24:28.000","19","1.1","688","36.05","246.45","53.689773495","-113.44792095","POINT (-113.44792095 53.689773495)"
"HELICOPTER-TM52180:04-30--20200430082314","TM52180:04-30","2020-04-30T08:23:14.000","17","1.2","626","29.4","118.7","53.64893833","-113.2771864","POINT (-113.2771864 53.64893833)"
"HELICOPTER-TM52178:06-04--20200604063344","TM52178:06-04","2020-06-04T06:33:44.000","19","1","680","35.2","359.4","53.68551265","-113.4266163","POINT (-113.4266163 53.68551265)"
"HELICOPTER-TM52180:apr 24--20200424204629","TM52180:apr 24","2020-04-24T20:46:29.000","19","1","702","37.6","89.8","53.45601089","-113.6314361","POINT (-113.6314361 53.45601089)"
"HELICOPTER-TM52178:05-09--20200509083655","TM52178:05-09","2020-05-09T08:36:55.000","17","1.2","748","20.6","126","53.39238267","-113.3120451","POINT (-113.3120451 53.39238267)"
"HELICOPTER-TM52178:05-28--20200528083421","TM52178:05-28","2020-05-28T08:34:21.000","18","1.1","706","33.3","267.9","53.54511551","-113.6777103","POINT (-113.6777103 53.54511551)"
"HELICOPTER-TM52178:05-29--20200529045154","TM52178:05-29","2020-05-29T04:51:54.000","18","0.9","678.5","36","2.5","53.587428595","-113.71136304999999","POINT (-113.71136304999999 53.587428595)"
"HELICOPTER-TM52180:05-07--20200507074632","TM52180:05-07","2020-05-07T07:46:32.000","18","1","694","43.1","315.5","53.68966217","-113.4790727","POINT (-113.4790727 53.68966217)"
"HELICOPTER-TM52178:05-07--20200507051453","TM52178:05-07","2020-05-07T05:14:53.000","19","1","684","38.7","0.2","53.69194953","-113.4282355","POINT (-113.4282355 53.69194953)"
"HELICOPTER-TM52178:05-28--20200528064552","TM52178:05-28","2020-05-28T06:45:52.000","19","1","711","31.1","137.3","53.56780708","-113.6743999","POINT (-113.6743999 53.56780708)"
"HELICOPTER-TM52180:05-12--20200512090736","TM52180:05-12","2020-05-12T09:07:36.000","19","1","673","39.3","215.8","53.69348583","-113.3584343","POINT (-113.3584343 53.69348583)"
"HELICOPTER-TM52180:05-05--20200505064332","TM52180:05-05","2020-05-05T06:43:32.000","19","1","737","25.3","104.2","53.39419936","-113.490923","POINT (-113.490923 53.39419936)"
"HELICOPTER-TM52180:06-01--20200601202245","TM52180:06-01","2020-06-01T20:22:45.000","19","1","676","33.1","184.1","53.62827028","-113.3950834","POINT (-113.3950834 53.62827028)"
"HELICOPTER-TM52178:05-07--20200507120200","TM52178:05-07","2020-05-07T12:02:00.000","19","1","721","38.25","169.5","53.380682085000004","-113.64003124999999","POINT (-113.64003124999999 53.380682085000004)"
"HELICOPTER-TM52180:05-29--20200429084946","TM52180:05-29","2020-04-29T08:49:46.000","18","1.2","688","34.7","169.2","53.6958598","-113.4038467","POINT (-113.4038467 53.6958598)"
"HELICOPTER-TM52180:05-07--20200507093607","TM52180:05-07","2020-05-07T09:36:07.000","18","1.1","698","38.4","269.5","53.69989217","-113.4553837","POINT (-113.4553837 53.69989217)"
"HELICOPTER-TM52178:04-29--20200429092221","TM52178:04-29","2020-04-29T09:22:21.000","18","1.1","694","34.25","264.15","53.673857555","-113.44017735","POINT (-113.44017735 53.673857555)"
"HELICOPTER-TM52180:05-10--20200510092224","TM52180:05-10","2020-05-10T09:22:24.000","17","1.2","734","40.7","136.2","53.48732804","-113.7830447","POINT (-113.7830447 53.48732804)"
"HELICOPTER-TM52178:04-30--20200430063719","TM52178:04-30","2020-04-30T06:37:19.000","16","1","693","30.5","9.5","53.57809815","-113.802284","POINT (-113.802284 53.57809815)"
"HELICOPTER-TM52180:06-04--20200604051514","TM52180:06-04","2020-06-04T05:15:14.000","16","1","698","37.3","312.9","53.68760056","-113.4817754","POINT (-113.4817754 53.68760056)"
"HELICOPTER-TM52180:06-02--20200602073028","TM52180:06-02","2020-06-02T07:30:28.000","19","1","696","42.4","317.7","53.67024635","-113.4612104","POINT (-113.4612104 53.67024635)"
"HELICOPTER-TM52178:06-04--20200604074354","TM52178:06-04","2020-06-04T07:43:54.000","18","1","684","44.2","179.5","53.69403591","-113.4395773","POINT (-113.4395773 53.69403591)"
"HELICOPTER-TM52180:05-28--20200528133237","TM52180:05-28","2020-05-28T13:32:37.000","19","1.1","747","39.3","156","53.46105668","-113.3590865","POINT (-113.3590865 53.46105668)"
"HELICOPTER-TM52179:04-25--20200425083050","TM52179:04-25","2020-04-25T08:30:50.000","18","1","683","41.8","122.3","53.63233874","-113.3771738","POINT (-113.3771738 53.63233874)"
"HELICOPTER-TM52180:07-09--20200709152633","TM52180:07-09","2020-07-09T15:26:33.000","19","1","694","48.2","274.2","53.67338978","-113.4479917","POINT (-113.4479917 53.67338978)"
"HELICOPTER-TM52180:06-02--20200602084318","TM52180:06-02","2020-06-02T08:43:18.000","19","1","696","39.9","1","53.67348811","-113.4433068","POINT (-113.4433068 53.67348811)"
"HELICOPTER-TM52179:04-25--20200425084113","TM52179:04-25","2020-04-25T08:41:13.000","18","1","678","44.5","216","53.64946863","-113.385032","POINT (-113.385032 53.64946863)"
"HELICOPTER-TM52178:06-01--20200601175035","TM52178:06-01","2020-06-01T17:50:35.000","17","1.3","722","49.8","19.8","53.55758579","-113.716894","POINT (-113.716894 53.55758579)"
"HELICOPTER-TM52178:04-28--20200428080658","TM52178:04-28","2020-04-28T08:06:58.000","17","1.2","727","38.3","150.95","53.515456154999995","-113.72413435","POINT (-113.72413435 53.515456154999995)"
"HELICOPTER-TM52178:05-09--20200509065057","TM52178:05-09","2020-05-09T06:50:57.000","17","1.1","775","37.4","282.6","53.4037341","-113.2971299","POINT (-113.2971299 53.4037341)"
"HELICOPTER-TM52180:06-04--20200604064424","TM52180:06-04","2020-06-04T06:44:24.000","15","1.5","691","40.1","0.9","53.68141401","-113.4654792","POINT (-113.4654792 53.68141401)"
"HELICOPTER-TM52178:04-29--20200429103222","TM52178:04-29","2020-04-29T10:32:22.000","18","1.1","677","35.3","179.8","53.68137962","-113.4255105","POINT (-113.4255105 53.68137962)"
"HELICOPTER-TM52179:04-29--20200429121447","TM52179:04-29","2020-04-29T12:14:47.000","19","1","672","39.4","238.3","53.68051883","-113.372456","POINT (-113.372456 53.68051883)"
"HELICOPTER-TM52178:05-07--20200507063008","TM52178:05-07","2020-05-07T06:30:08.000","17","1","689","36.2","91.9","53.69874597","-113.416366","POINT (-113.416366 53.69874597)"
"HELICOPTER-TM52179:04-27--20200427074301","TM52179:04-27","2020-04-27T07:43:01.000","18","1","716","31.8","48.1","53.53271916","-113.3786394","POINT (-113.3786394 53.53271916)"
"HELICOPTER-TM52684:06-05--20200605112644","TM52684:06-05","2020-06-05T11:26:44.000","17","1.1","745","39.6","98.3","53.44204285","-113.6779549","POINT (-113.6779549 53.44204285)"
"HELICOPTER-TM52178:06-01--20200601202904","TM52178:06-01","2020-06-01T20:29:04.000","19","1.1","684","44.1","103.9","53.58414236","-113.7773008","POINT (-113.7773008 53.58414236)"
"HELICOPTER-TM52180:05-28--20200528143343","TM52180:05-28","2020-05-28T14:33:43.000","17","1.1","716","38.2","90.5","53.40873545","-113.6177195","POINT (-113.6177195 53.40873545)"
"HELICOPTER-TM52180:06-01--20200601191636","TM52180:06-01","2020-06-01T19:16:36.000","19","1","694","37.3","349.3","53.64313261","-113.4187014","POINT (-113.4187014 53.64313261)"
"HELICOPTER-TM52180:apr 24--20200425075754","TM52180:apr 24","2020-04-25T07:57:54.000","16","1","695","35.2","201.4","53.63044843","-113.5506424","POINT (-113.5506424 53.63044843)"
"HELICOPTER-TM52180:05-13--20200513055343","TM52180:05-13","2020-05-13T05:53:43.000","19","1","752","37.1","91.5","53.38987272","-113.3529367","POINT (-113.3529367 53.38987272)"
"HELICOPTER-TM52180:05-10--20200510103703","TM52180:05-10","2020-05-10T10:37:03.000","19","1","744","33.2","6.3","53.40281874","-113.3798805","POINT (-113.3798805 53.40281874)"
"HELICOPTER-TM52180:06-01--20200601202040","TM52180:06-01","2020-06-01T20:20:40.000","19","1","668","39","359.6","53.62517689","-113.3941209","POINT (-113.3941209 53.62517689)"
"HELICOPTER-TM52178:04-27--20200427125900","TM52178:04-27","2020-04-27T12:59:00.000","18","1","716","37.8","177.9","53.52116331","-113.7111112","POINT (-113.7111112 53.52116331)"
"HELICOPTER-TM52178:05-28--20200528152350","TM52178:05-28","2020-05-28T15:23:50.000","18","1.1","705","31.6","190.9","53.6055645","-113.5895338","POINT (-113.5895338 53.6055645)"
"HELICOPTER-TM52684:06-02--20200602093931","TM52684:06-02","2020-06-02T09:39:31.000","19","1.1","706","40.3","179.4","53.69972031","-113.4974636","POINT (-113.4974636 53.69972031)"
"HELICOPTER-TM52178:05-05--20200505091450","TM52178:05-05","2020-05-05T09:14:50.000","19","1.1","712","37.9","255.5","53.46497741","-113.7177958","POINT (-113.7177958 53.46497741)"
"HELICOPTER-TM52178:bt-04---20200425101115","TM52178:bt-04-","2020-04-25T10:11:15.000","19","1.1","695","31.8","349.95","53.58191923","-113.61651865","POINT (-113.61651865 53.58191923)"
"HELICOPTER-TM52180:07-05--20200705210145","TM52180:07-05","2020-07-05T21:01:45.000","19","1","711","39.5","270.8","53.55277379","-113.6682047","POINT (-113.6682047 53.55277379)"
"HELICOPTER-TM52178:07-06--20200706164250","TM52178:07-06","2020-07-06T16:42:50.000","19","1.1","729","43.7","357.5","53.39432602","-113.4382723","POINT (-113.4382723 53.39432602)"
"HELICOPTER-TM52178:05-07--20200507115727","TM52178:05-07","2020-05-07T11:57:27.000","18","1.1","711","34.2","188.5","53.37677742","-113.6408008","POINT (-113.6408008 53.37677742)"
"HELICOPTER-TM52180:06-02--20200602060847","TM52180:06-02","2020-06-02T06:08:47.000","18","1.1","715","36.1","156","53.66906353","-113.4843692","POINT (-113.4843692 53.66906353)"
"HELICOPTER-TM52179:04-30--20200430061431","TM52179:04-30","2020-04-30T06:14:31.000","20","1","712","42.6","201.2","53.40649493","-113.5017202","POINT (-113.5017202 53.40649493)"
"HELICOPTER-TM52178:06-02--20200602090011","TM52178:06-02","2020-06-02T09:00:11.000","19","1.1","669","35.5","271.2","53.67260118","-113.4093283","POINT (-113.4093283 53.67260118)"
"HELICOPTER-TM52178:05-10--20200510111436","TM52178:05-10","2020-05-10T11:14:36.000","18","1.1","714","3.1","19.8","53.47332001","-113.7792519","POINT (-113.7792519 53.47332001)"
"HELICOPTER-TM52178:05-28--20200528144344","TM52178:05-28","2020-05-28T14:43:44.000","16","1.2","709","32.55","260.85","53.60735913","-113.60917635","POINT (-113.60917635 53.60735913)"
"HELICOPTER-TM52180:apr 26--20200427063052","TM52180:apr 26","2020-04-27T06:30:52.000","19","1","692","18.7","88.3","53.64348001","-113.4364988","POINT (-113.4364988 53.64348001)"
"HELICOPTER-TM52179:04-27--20200427121642","TM52179:04-27","2020-04-27T12:16:42.000","19","1.1","749","41.9","85","53.46600252","-113.3641265","POINT (-113.3641265 53.46600252)"
"HELICOPTER-TM52180:05-07--20200507085002","TM52180:05-07","2020-05-07T08:50:02.000","19","1.3","696","40","270","53.69784381","-113.4829383","POINT (-113.4829383 53.69784381)"
"HELICOPTER-TM52180:05-28--20200528105736","TM52180:05-28","2020-05-28T10:57:36.000","18","1.1","714","40.2","103.2","53.43516695","-113.4535318","POINT (-113.4535318 53.43516695)"
"HELICOPTER-TM52180:05-02--20200502081324","TM52180:05-02","2020-05-02T08:13:24.000","17","1.1","719","39.5","87.8","53.39753957","-113.4349432","POINT (-113.4349432 53.39753957)"
"HELICOPTER-TM52180:05-07--20200507075623","TM52180:05-07","2020-05-07T07:56:23.000","17","1.1","692","36.9","316.8","53.68956395","-113.4828153","POINT (-113.4828153 53.68956395)"
"HELICOPTER-TM52180:05-10--20200510063222","TM52180:05-10","2020-05-10T06:32:22.000","19","1","736","43.4","257.6","53.39078656","-113.3866518","POINT (-113.3866518 53.39078656)"
"HELICOPTER-TM52178:05-30--20200530073858","TM52178:05-30","2020-05-30T07:38:58.000","19","1.1","720","33.8","207.8","53.54558854","-113.7318527","POINT (-113.7318527 53.54558854)"
"HELICOPTER-TM52178:05-06--20200506072807","TM52178:05-06","2020-05-06T07:28:07.000","17","1.1","746","33.2","90.6","53.50711642","-113.7559981","POINT (-113.7559981 53.50711642)"
"HELICOPTER-TM52180:06-04--20200604050318","TM52180:06-04","2020-06-04T05:03:18.000","18","1","697","37.4","136.3","53.68622279","-113.4765156","POINT (-113.4765156 53.68622279)"
"HELICOPTER-TM52178:04-27--20200427124904","TM52178:04-27","2020-04-27T12:49:04.000","18","1","710","27.2","266.8","53.54217905","-113.7034224","POINT (-113.7034224 53.54217905)"
"HELICOPTER-TM52178:07-06--20200706163027","TM52178:07-06","2020-07-06T16:30:27.000","16","1.3","736","42.4","356.9","53.3990211","-113.4618234","POINT (-113.4618234 53.3990211)"
"HELICOPTER-TM52180:07-06--20200706080204","TM52180:07-06","2020-07-06T08:02:04.000","19","1.1","708","45.8","91","53.58497937","-113.6308903","POINT (-113.6308903 53.58497937)"
"HELICOPTER-TM52180:06-04--20200604051227","TM52180:06-04","2020-06-04T05:12:27.000","16","1","699","38.1","316.4","53.69156215","-113.4873525","POINT (-113.4873525 53.69156215)"
"HELICOPTER-TM52179:04-30--20200430065631","TM52179:04-30","2020-04-30T06:56:31.000","19","1","710","33.8","120.4","53.39434406","-113.528594","POINT (-113.528594 53.39434406)"
"HELICOPTER-TM52178:04-28--20200428083057","TM52178:04-28","2020-04-28T08:30:57.000","19","1.1","730","33.650000000000006","341.7","53.517686065","-113.7496353","POINT (-113.7496353 53.517686065)"
"HELICOPTER-TM52178:05-07--20200507075515","TM52178:05-07","2020-05-07T07:55:15.000","19","1.1","692","38.8","358","53.68822329","-113.4178517","POINT (-113.4178517 53.68822329)"
"HELICOPTER-TM52179:04-27--20200427132850","TM52179:04-27","2020-04-27T13:28:50.000","18","1.1","769","48.9","290.7","53.426527","-113.3485439","POINT (-113.3485439 53.426527)"
"HELICOPTER-TM52180:05-05--20200505113033","TM52180:05-05","2020-05-05T11:30:33.000","19","1.1","714","33.5","0.7","53.39285019","-113.4426419","POINT (-113.4426419 53.39285019)"
"HELICOPTER-TM52180:05-05--20200505123133","TM52180:05-05","2020-05-05T12:31:33.000","17","1.2","715","35","287.6","53.38210775","-113.4230558","POINT (-113.4230558 53.38210775)"
"HELICOPTER-TM52178:06-02--20200602042103","TM52178:06-02","2020-06-02T04:21:03.000","16","1","689","32.9","182.1","53.65214287","-113.4397721","POINT (-113.4397721 53.65214287)"
"HELICOPTER-TM52178:06-01--20200601202810","TM52178:06-01","2020-06-01T20:28:10.000","19","1.1","662","40.2","283.1","53.58295288","-113.7686037","POINT (-113.7686037 53.58295288)"
"HELICOPTER-TM52178:05-13--20200513061547","TM52178:05-13","2020-05-13T06:15:47.000","18","1","752","37.3","180.4","53.36751127","-113.3407082","POINT (-113.3407082 53.36751127)"
"HELICOPTER-TM52180:05-30--20200530082546","TM52180:05-30","2020-05-30T08:25:46.000","18","1.2","694","40.7","93.5","53.64187055","-113.4500108","POINT (-113.4500108 53.64187055)"
"HELICOPTER-TM52180:05-09--20200509054847","TM52180:05-09","2020-05-09T05:48:47.000","19","1.1","722","37.8","203.7","53.34959385","-113.5445763","POINT (-113.5445763 53.34959385)"
"HELICOPTER-TM52180:04-30--20200430062105","TM52180:04-30","2020-04-30T06:21:05.000","19","1.1","675","36","181.7","53.6071543","-113.2559993","POINT (-113.2559993 53.6071543)"
"HELICOPTER-TM52178:bt-04---20200425091100","TM52178:bt-04-","2020-04-25T09:11:00.000","19","1","712","34.5","205","53.62172392","-113.5945922","POINT (-113.5945922 53.62172392)"
"HELICOPTER-TM52180:04-30--20200430081146","TM52180:04-30","2020-04-30T08:11:46.000","18","1","626","35.2","291.9","53.64749718","-113.2696751","POINT (-113.2696751 53.64749718)"
"HELICOPTER-TM52180:06-02--20200602070120","TM52180:06-02","2020-06-02T07:01:20.000","19","1.2","707","37.6","335.7","53.65138242","-113.4664298","POINT (-113.4664298 53.65138242)"
"HELICOPTER-TM52180:apr 24--20200424195113","TM52180:apr 24","2020-04-24T19:51:13.000","19","1","698","35.9","86.9","53.45953078","-113.64118","POINT (-113.64118 53.45953078)"
"HELICOPTER-TM52178:06-02--20200602054917","TM52178:06-02","2020-06-02T05:49:17.000","17","1.3","675","36.8","180.4","53.65946612","-113.4075293","POINT (-113.4075293 53.65946612)"
"HELICOPTER-TM52180:06-02--20200602092826","TM52180:06-02","2020-06-02T09:28:26.000","18","1.1","684","36.1","1","53.6765885","-113.4463241","POINT (-113.4463241 53.6765885)"
"HELICOPTER-TM52178:07-05--20200705220750","TM52178:07-05","2020-07-05T22:07:50.000","19","1.2","738","33.5","359.8","53.3833543","-113.435618","POINT (-113.435618 53.3833543)"
"HELICOPTER-TM52178:06-04--20200604050059","TM52178:06-04","2020-06-04T05:00:59.000","16","1.1","698","41.5","86.6","53.67777249","-113.4360528","POINT (-113.4360528 53.67777249)"
"HELICOPTER-TM52180:05-28--20200528134639","TM52180:05-28","2020-05-28T13:46:39.000","19","1.2","738","31.8","94.9","53.4666956","-113.3490869","POINT (-113.3490869 53.4666956)"
"HELICOPTER-TM52180:07-08--20200708215547","TM52180:07-08","2020-07-08T21:55:47.000","19","1.1","700","44.9","267.1","53.64797602","-113.5150176","POINT (-113.5150176 53.64797602)"
"HELICOPTER-TM52178:05-28--20200528151320","TM52178:05-28","2020-05-28T15:13:20.000","18","1","704","36.7","180.5","53.5991825","-113.6388149","POINT (-113.6388149 53.5991825)"
"HELICOPTER-TM52180:05-29--20200429112900","TM52180:05-29","2020-04-29T11:29:00.000","18","1.1","699","43.7","91.2","53.71557394","-113.4097688","POINT (-113.4097688 53.71557394)"
"HELICOPTER-TM52178:06-05--20200605045129","TM52178:06-05","2020-06-05T04:51:29.000","17","1","708","35.1","93.1","53.40832674","-113.5415342","POINT (-113.5415342 53.40832674)"
"HELICOPTER-TM52180:05-29--20200429120436","TM52180:05-29","2020-04-29T12:04:36.000","19","1","697","39.4","268.2","53.70906842","-113.4079922","POINT (-113.4079922 53.70906842)"
"HELICOPTER-TM52684:06-02--20200602081819","TM52684:06-02","2020-06-02T08:18:19.000","19","1","718","40.6","183.3","53.69030894","-113.4932801","POINT (-113.4932801 53.69030894)"
"HELICOPTER-TM52180:07-09--20200709092731","TM52180:07-09","2020-07-09T09:27:31.000","17","1.1","696","49.7","359.7","53.65107556","-113.4312417","POINT (-113.4312417 53.65107556)"
"HELICOPTER-TM52178:05-13--20200513093309","TM52178:05-13","2020-05-13T09:33:09.000","18","1.1","743","20.4","295.4","53.3882778","-113.3061203","POINT (-113.3061203 53.3882778)"
"HELICOPTER-TM52178:06-02--20200602063651","TM52178:06-02","2020-06-02T06:36:51.000","19","1","681","38.3","270.9","53.65931898","-113.4280524","POINT (-113.4280524 53.65931898)"
"HELICOPTER-TM52178:06-04--20200604065447","TM52178:06-04","2020-06-04T06:54:47.000","18","1.1","694","41.6","182.8","53.69068135","-113.432048","POINT (-113.432048 53.69068135)"
"HELICOPTER-TM52180:05-07--20200507071509","TM52180:05-07","2020-05-07T07:15:09.000","17","1","686","40","42.8","53.66953101","-113.4454103","POINT (-113.4454103 53.66953101)"
"HELICOPTER-TM52180:apr 26--20200427125711","TM52180:apr 26","2020-04-27T12:57:11.000","19","1.1","712","37.2","263.4","53.67315121","-113.5163119","POINT (-113.5163119 53.67315121)"
"HELICOPTER-TM52180:06-02--20200602055705","TM52180:06-02","2020-06-02T05:57:05.000","19","1","705","43","90.2","53.65622561","-113.4725443","POINT (-113.4725443 53.65622561)"
"HELICOPTER-TM52178:04-27--20200427122737","TM52178:04-27","2020-04-27T12:27:37.000","18","1.1","724","29.9","246.2","53.55055079","-113.7057231","POINT (-113.7057231 53.55055079)"
"HELICOPTER-TM52178:04-27--20200427060639","TM52178:04-27","2020-04-27T06:06:39.000","19","1","696","27.8","189.6","53.5905768","-113.6340239","POINT (-113.6340239 53.5905768)"
"HELICOPTER-TM52180:05-28--20200428091827","TM52180:05-28","2020-04-28T09:18:27.000","18","1.3","769","34.7","182.7","53.41834305","-113.3539244","POINT (-113.3539244 53.41834305)"
"HELICOPTER-TM52180:05-13--20200513065534","TM52180:05-13","2020-05-13T06:55:34.000","16","1","755","34.7","91.5","53.37827822","-113.3551753","POINT (-113.3551753 53.37827822)"
"HELICOPTER-TM52180:06-05--20200605070311","TM52180:06-05","2020-06-05T07:03:11.000","19","1.1","679","37.4","181.3","53.52199349","-113.3963375","POINT (-113.3963375 53.52199349)"
"HELICOPTER-TM52178:05-02--20200502082009","TM52178:05-02","2020-05-02T08:20:09.000","19","1.1","655","47.6","0","53.41928532","-113.667121","POINT (-113.667121 53.41928532)"
"HELICOPTER-TM52178:05-07--20200507083342","TM52178:05-07","2020-05-07T08:33:42.000","18","1","688","29.3","180.4","53.6828887","-113.4151532","POINT (-113.4151532 53.6828887)"
"HELICOPTER-TM52178:04-30--20200430073935","TM52178:04-30","2020-04-30T07:39:35.000","17","1.1","679","37.9","93.7","53.58139463","-113.7964235","POINT (-113.7964235 53.58139463)"
"HELICOPTER-TM52180:05-13--20200513060247","TM52180:05-13","2020-05-13T06:02:47.000","19","1","757","30.9","269.6","53.38629594","-113.3535464","POINT (-113.3535464 53.38629594)"
"HELICOPTER-TM52178:06-04--20200604042241","TM52178:06-04","2020-06-04T04:22:41.000","16","1","696","39.1","267.8","53.67281446","-113.4344163","POINT (-113.4344163 53.67281446)"
"HELICOPTER-TM52178:07-06--20200706142443","TM52178:07-06","2020-07-06T14:24:43.000","19","1.1","736","31.5","281.1","53.40554701","-113.4243425","POINT (-113.4243425 53.40554701)"
"HELICOPTER-TM52180:05-09--20200509080005","TM52180:05-09","2020-05-09T08:00:05.000","17","1.2","728","39.7","257.6","53.37446275","-113.4093711","POINT (-113.4093711 53.37446275)"
"HELICOPTER-TM52178:05-10--20200510104758","TM52178:05-10","2020-05-10T10:47:58.000","19","1","720","40.4","179.1","53.47205557","-113.7794236","POINT (-113.7794236 53.47205557)"
