"responsedate","completiondate","q01","q02","q1ai","q1b","q2","q3_purchased_local_food","q3_visited_a_farmers_market","q3_planted_a_food_garden","q3_supported_a_community_food_garden","q3_purchased_food_directly_from_a_local_producer","q3_supported_a_community_supported_agriculture_program","q3_pursued_new_cooking_skills","q3_foraged_hunted_or_fished","q3_raised_bees_or_hens","q3_redistributed_surplus_food","q3_learned_how_to_manage_household_food_waste","q4_there_are_more_opportunities_to_buy_local_food_now_compared_to_12_months_ago","q4_there_are_more_places_to_buy_local_food_now_compared_to_12_months_ago","q4_more_people_are_producing_their_own_food_in_edmonton_now_compared_to_12_months_ago","q4_more_variety_of_local_food_products_is_available_in_edmonton_now_compared_with_12_months_ago","q4_more_people_are_employed_in_the_local_food_system_now_than_compared_to_12_months_ago","q5","q6","q7","q7b_because_of_health_reasons","q7b_because_i_want_to_support_the_local_economy","q7b_because_of_environmental_reasons","q7b_because_of_community_cultural_or_recreational_reasons","q7b_because_of_personal_economic_reasons","q7b_other_please_specify","q8","q9a_diverse_cultural_preferences","q9a_diverse_dietary_needs","q10a","q11a_local_food_contributes_to_healthier_ecosystems","q11a_local_food_contributes_to_more_vibrant_attractive_and_unique_places","q11a_local_food_contributes_to_a_stronger_more_vibrant_local_economy","q11a_local_food_contributes_to_a_healthier_and_more_food_secure_community","q11a_local_food_contributes_to_reducing_energy_emissions_and_waste","gender","age","education","employment_status","fsa","ostype","devicetype","browsertype","q3_own_rent_study_profiling_questionnaire_2014","q7_children_study_profiling_questionnaire_2014","q8_born_canada_study_profiling_questionnaire_2014","q9a_edmonton_study_profiling_questionnaire_2014","q10_own_business_study_profiling_questionnaire_2014","q11_home_language_study_profiling_questionnaire_2014","q13_volunteer_study_profiling_questionnaire_2014","q14a_primary_transportation_study_profiling_questionnaire_2014","q14b_secondary_transportation_study_profiling_questionnaire_2014","q15_household_income_study_profiling_questionnaire_2014","q17_city_employee_study_profiling_questionnaire_2014"
"2017-03-28T11:44:00.000","2017-03-28T11:53:00.000","No","No","Agree","Moderately familiar","Stayed about the same in the last 12 months","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","I don't know","I don't know","The same","2 Somewhat Disagree","3 Neither Agree nor Disagree","2 Somewhat Disagree","2 Somewhat Disagree","3 Neither Agree nor Disagree","Male","""75-79""","University undergraduate degree","Retired","T6R","Windows","Desktop","Google Chrome","Own","No","No","Greater than 5 years","No","Spanish","Yes","Car/truck/Van as DRIVER","Walk","$30,000 to $39,999",
"2017-04-10T21:38:00.000","2017-04-10T21:47:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","Not applicable","1 Didn't do it","1 Didn't do it","1 Didn't do it","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"About the same","4 Somewhat Agree","4 Somewhat Agree","Fewer barriers","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","Female","""40-44""","University undergraduate degree","Employed full-time (30+ hours a week)","T6L","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","No","Public Transit","Car/truck/van as PASSENGER","$60,000 to $79,999","No"
"2017-03-27T11:17:00.000","2017-03-27T11:20:00.000","No","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","1 Strongly Disagree","1 Strongly Disagree","The same","3 Neither Agree nor Disagree","2 Somewhat Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","Male","""30-34""","Post-graduate degree","Employed full-time (30+ hours a week)","T5K","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Walk","Car/truck/Van as DRIVER","$100,000 to $149,000","No"
"2017-03-27T23:12:00.000","2017-03-27T23:18:00.000","No","No","Agree","Moderately familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","The same","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""55-59""","College / technical school graduate","Employed full-time (30+ hours a week)","T5R","Mac (OS X)","Desktop","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$150,000 and over","No"
"2017-03-28T12:37:00.000","2017-03-28T12:52:00.000","No","No","Agree","Not at all familiar","Stayed about the same in the last 12 months","1 Didn't do it","3 Did about the same","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","4 Somewhat Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same",,,,,,,"More","4 Somewhat Agree","4 Somewhat Agree","The same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Male","""50-54""","College / technical school graduate","Employed full-time (30+ hours a week)","T5T","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","No","Public Transit","Car/truck/Van as DRIVER","$80,000 to $99,999","Yes"
"2017-03-27T18:45:00.000","2017-03-27T18:50:00.000","No","No","Agree","Not at all familiar","I don’t know","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"About the same","I don't know","I don't know","I don't know","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","Don't know","Male","""45-49""","College / technical school graduate","Employed full-time (30+ hours a week)","T6J","Windows","Desktop","Google Chrome","Own","Yes","No","Greater than 5 years","Yes","English","No","Car/truck/Van as DRIVER","Walk","$80,000 to $99,999","No"
"2017-03-27T13:04:00.000","2017-03-27T13:12:00.000","No","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Somewhat Agree","3 Neither Agree nor Disagree","Don't know","3 Neither Agree nor Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"About the same","I don't know","I don't know","Fewer barriers","3 Neither Agree nor Disagree","4 Somewhat Agree","3 Neither Agree nor Disagree","2 Somewhat Disagree","4 Somewhat Agree","Female","""35-39""","Post-graduate degree","Employed full-time (30+ hours a week)","T6J","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","No","Public Transit","Car/truck/Van as DRIVER","$60,000 to $79,999","No"
"2017-03-27T14:24:00.000","2017-03-27T14:32:00.000","Yes","No","Agree","Moderately familiar","Improved in the last 12 months","4 Did it more","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","4 Did it more","4 Did it more","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","I don’t know","More","1","1","1","1","0","0","I don't know","2 Somewhat Disagree","I don't know","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""45-49""","Post-graduate degree","Employed part-time (0-30 hours a week)","T6E","Mac (OS X)","Desktop","Google Chrome","Own","Yes","No","Greater than 5 years","No","Other (Specify)","Yes","Car/truck/Van as DRIVER","Car/truck/Van as DRIVER","$20,000 to $29,999",
"2017-03-27T11:25:00.000","2017-03-27T11:33:00.000","Yes","Yes","Agree","Somewhat familiar","I don’t know","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","The same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Male","""70-74""","University undergraduate degree","Retired","T6W","Mac (OS X)","Desktop","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Public Transit","$50,000 to $59,999",
"2017-03-27T12:56:00.000","2017-03-27T12:59:00.000","No","No","Agree","Not at all familiar","I don’t know","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","I don't know","I don't know","I don't know","4 Somewhat Agree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","Female","""40-44""","Post-graduate degree","Employed full-time (30+ hours a week)","T5K","Windows","Desktop","Google Chrome","Own","No","Yes","Between 3 to 5 years","No","English","Yes","Walk","Bicycle","$100,000 to $149,000","No"
"2017-03-27T11:21:00.000","2017-03-27T11:24:00.000","Yes","Yes","Agree","Moderately familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","4 Somewhat Agree","4 Somewhat Agree","Don't know","3 Neither Agree nor Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","4 Somewhat Agree","4 Somewhat Agree","The same","3 Neither Agree nor Disagree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""45-49""","University undergraduate degree","Employed full-time (30+ hours a week)","T5M","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Bicycle","$100,000 to $149,000","No"
"2017-03-28T14:38:00.000","2017-04-07T09:08:00.000","Yes","No","Agree","Moderately familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","4 Did it more","3 Did about the same","4 Somewhat Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","1","1","1","0","0","0","About the same","2 Somewhat Disagree","I don't know","I don't know","4 Somewhat Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Female","""60-64""","Post-graduate degree","Retired","T6K","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Public Transit","$60,000 to $79,999","No"
"2017-03-27T21:39:00.000","2017-03-27T21:44:00.000","No","Yes","Agree","Somewhat familiar","Improved in the last 12 months","4 Did it more","1 Didn't do it","4 Did it more","Not applicable","3 Did about the same","3 Did about the same","4 Did it more","1 Didn't do it","1 Didn't do it","2 Did less of it","3 Did about the same","5 Strongly Agree","5 Strongly Agree","Don't know","4 Somewhat Agree","Don't know","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same",,,,,,,"I don't know","4 Somewhat Agree","5 Strongly Agree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""35-39""","High school graduate","Unemployed","T5X","Windows","Desktop","Firefox","Own","Yes","Yes","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$100,000 to $149,000","No"
"2017-03-27T11:20:00.000","2017-03-27T11:25:00.000","Yes","No","Agree","Slightly familiar","I don’t know","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","I don't know","4 Somewhat Agree","The same","5 Strongly Agree","3 Neither Agree nor Disagree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Female","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T5Y","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$150,000 and over","Yes"
"2017-03-27T14:02:00.000","2017-03-27T14:08:00.000","Yes","Yes","Agree","Moderately familiar","Stayed about the same in the last 12 months","4 Did it more","3 Did about the same","4 Did it more","3 Did about the same","3 Did about the same","3 Did about the same","4 Did it more","1 Didn't do it","1 Didn't do it","2 Did less of it","3 Did about the same","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","1","1","1","1","0","0","More","3 Neither Agree nor Disagree","4 Somewhat Agree","The same","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""35-39""","College / technical school graduate","Employed full-time (30+ hours a week)","T6C","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","Yes","English","No","Car/truck/Van as DRIVER","Public Transit","$150,000 and over","Yes"
"2017-04-17T21:51:00.000","2017-04-17T22:30:00.000","Yes","No","Agree","Moderately familiar","Improved in the last 12 months","4 Did it more","4 Did it more","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","2 Did less of it","4 Did it more","1 Didn't do it","3 Did about the same","3 Did about the same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","More","0","1","1","0","0","0","More","4 Somewhat Agree","4 Somewhat Agree","The same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","Male","""25-29""","University undergraduate degree","Employed full-time (30+ hours a week)","T6G","Windows","Desktop","Google Chrome","Own","No","No","Greater than 5 years","Yes","Other (Specify)","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","No"
"2017-04-03T21:56:00.000","2017-04-03T22:07:00.000","Yes","Yes","Agree","Extremely familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","2 Somewhat Disagree","2 Somewhat Disagree","4 Somewhat Agree","2 Somewhat Disagree","2 Somewhat Disagree","Become MORE knowledgeable about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","More","1","1","1","0","0","0","About the same","2 Somewhat Disagree","4 Somewhat Agree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""60-64""","Post-graduate degree","Retired","T6L","Windows","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$50,000 to $59,999",
"2017-03-27T18:14:00.000","2017-03-27T18:38:00.000","No","No","Agree","Somewhat familiar","I don’t know","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","Don't know","2 Somewhat Disagree","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","4 Somewhat Agree","I don't know","I don't know","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""55-59""","University undergraduate degree","Employed part-time (0-30 hours a week)","T6A","Mac (OS X)","Desktop","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Walk","$20,000 to $29,999","No"
"2017-03-27T12:05:00.000","2017-03-27T12:12:00.000","No","Yes","Agree","Somewhat familiar","Improved in the last 12 months","3 Did about the same","3 Did about the same","4 Did it more","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","4 Did it more","2 Somewhat Disagree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same",,,,,,,"More","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Fewer barriers","Don't know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Don't know","Female","""50-54""","University undergraduate degree","Employed full-time (30+ hours a week)","T6C","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$100,000 to $149,000","Yes"
"2017-03-31T10:55:00.000","2017-03-31T11:26:00.000","Yes","Yes","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","4 Did it more","3 Did about the same","3 Did about the same","3 Did about the same","Not applicable","2 Did less of it","2 Did less of it","Not applicable","3 Did about the same","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","1","1","1","1","1","0","More","4 Somewhat Agree","4 Somewhat Agree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""50-54""","College / technical school graduate","Employed full-time (30+ hours a week)","T6L","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Public Transit","$60,000 to $79,999","Yes"
"2017-03-27T11:02:00.000","2017-03-27T11:16:00.000","No","No","Agree","Slightly familiar","I don’t know","2 Did less of it","2 Did less of it","1 Didn't do it","2 Did less of it","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","2 Did less of it","1 Didn't do it","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","0","1","0","0","0","1","I don't know","4 Somewhat Agree","5 Strongly Agree","Fewer barriers","Don't know","5 Strongly Agree","5 Strongly Agree","Don't know","Don't know","Female","""45-49""","College / technical school graduate","Employed full-time (30+ hours a week)","T6J","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Other (Specify)","Public Transit","$80,000 to $99,999","Yes"
"2017-03-27T11:09:00.000","2017-03-27T11:17:00.000","No","No","Agree","Somewhat familiar","I don’t know","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","4 Somewhat Agree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"More","4 Somewhat Agree","4 Somewhat Agree","The same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Female","""35-39""","Post-graduate degree","Employed full-time (30+ hours a week)","T5J","Windows","Desktop","Google Chrome","Rent","No","Yes","Less than 1 year","No","English","Yes","Car/truck/Van as DRIVER","Walk","$30,000 to $39,999","Yes"
"2017-03-27T14:46:00.000","2017-03-27T14:53:00.000","No","No","Agree","Slightly familiar","I don’t know","4 Did it more","4 Did it more","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","0","1","1","0","0","0","About the same","I don't know","4 Somewhat Agree","I don't know","Don't know","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""60-64""","University undergraduate degree","Employed full-time (30+ hours a week)","T6J","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/Van as DRIVER","$100,000 to $149,000","Yes"
"2017-03-27T11:35:00.000","2017-03-27T11:41:00.000","Yes","Yes","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","4 Did it more","4 Did it more","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","4 Did it more","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","3 Neither Agree nor Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","0","1","1","1","0","0","I don't know","3 Neither Agree nor Disagree","4 Somewhat Agree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""25-29""","University undergraduate degree","Employed full-time (30+ hours a week)","T5B","Windows","Desktop","Google Chrome","Rent","Yes","No","Greater than 5 years","No","Cantonese","Yes","Public Transit","Bicycle","$30,000 to $39,999","Yes"
"2017-03-27T15:26:00.000","2017-03-27T15:31:00.000","Yes","No","Agree","Somewhat familiar","I don’t know","3 Did about the same","1 Didn't do it","Not applicable","Not applicable","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","Not applicable","3 Did about the same","4 Did it more","4 Somewhat Agree","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","4 Somewhat Agree","4 Somewhat Agree","I don't know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Male","""75-79""","University undergraduate degree","Retired","T5K","Windows","Desktop","Internet Explorer","Own","No","No","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$40,000 to $49,999",
"2017-03-28T15:47:00.000","2017-03-28T15:55:00.000","Yes","No","Agree","Moderately familiar","Stayed about the same in the last 12 months","3 Did about the same","4 Did it more","3 Did about the same","3 Did about the same","4 Did it more","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same",,,,,,,"About the same","5 Strongly Agree","4 Somewhat Agree","Fewer barriers","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","Prefer not to answer","Post-graduate degree","Employed full-time (30+ hours a week)","T6C","Mac (OS X)","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/van as PASSENGER","Prefer not to answer","No"
"2017-04-04T21:53:00.000","2017-04-04T21:57:00.000","Yes","No","Agree","Moderately familiar","Improved in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","Not applicable","3 Did about the same","3 Did about the same","4 Did it more","Not applicable","Not applicable","3 Did about the same","3 Did about the same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","1","1","1","1","0","0","More","5 Strongly Agree","5 Strongly Agree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T6C","Mac (OS X)","Desktop","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Public Transit","Car/truck/Van as DRIVER","$150,000 and over","No"
"2017-03-28T09:52:00.000","2017-03-28T10:38:00.000","Yes","Yes","Agree","Somewhat familiar","Declined in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","Don't know","4 Somewhat Agree","Don't know","2 Somewhat Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","1","1","0","0","0","1","More","5 Strongly Agree","5 Strongly Agree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""60-64""","Post-graduate degree","Employed full-time (30+ hours a week)","T6C","iOS","Phone","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$60,000 to $79,999","Yes"
"2017-03-27T09:51:00.000","2017-03-27T09:55:00.000","Yes","Yes","Agree","Extremely familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","4 Did it more","2 Did less of it","3 Did about the same","2 Somewhat Disagree","2 Somewhat Disagree","4 Somewhat Agree","2 Somewhat Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","2 Somewhat Disagree","2 Somewhat Disagree","The same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","2 Somewhat Disagree","Female","""45-49""","College / technical school graduate","Employed full-time (30+ hours a week)","T5G","iOS","Tablet","Safari","Own","Yes","Yes","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Bicycle","$60,000 to $79,999","No"
