"responsedate","completiondate","q01","q02","q1ai","q1b","q2","q3_purchased_local_food","q3_visited_a_farmers_market","q3_planted_a_food_garden","q3_supported_a_community_food_garden","q3_purchased_food_directly_from_a_local_producer","q3_supported_a_community_supported_agriculture_program","q3_pursued_new_cooking_skills","q3_foraged_hunted_or_fished","q3_raised_bees_or_hens","q3_redistributed_surplus_food","q3_learned_how_to_manage_household_food_waste","q4_there_are_more_opportunities_to_buy_local_food_now_compared_to_12_months_ago","q4_there_are_more_places_to_buy_local_food_now_compared_to_12_months_ago","q4_more_people_are_producing_their_own_food_in_edmonton_now_compared_to_12_months_ago","q4_more_variety_of_local_food_products_is_available_in_edmonton_now_compared_with_12_months_ago","q4_more_people_are_employed_in_the_local_food_system_now_than_compared_to_12_months_ago","q5","q6","q7","q7b_because_of_health_reasons","q7b_because_i_want_to_support_the_local_economy","q7b_because_of_environmental_reasons","q7b_because_of_community_cultural_or_recreational_reasons","q7b_because_of_personal_economic_reasons","q7b_other_please_specify","q8","q9a_diverse_cultural_preferences","q9a_diverse_dietary_needs","q10a","q11a_local_food_contributes_to_healthier_ecosystems","q11a_local_food_contributes_to_more_vibrant_attractive_and_unique_places","q11a_local_food_contributes_to_a_stronger_more_vibrant_local_economy","q11a_local_food_contributes_to_a_healthier_and_more_food_secure_community","q11a_local_food_contributes_to_reducing_energy_emissions_and_waste","gender","age","education","employment_status","fsa","ostype","devicetype","browsertype","q3_own_rent_study_profiling_questionnaire_2014","q7_children_study_profiling_questionnaire_2014","q8_born_canada_study_profiling_questionnaire_2014","q9a_edmonton_study_profiling_questionnaire_2014","q10_own_business_study_profiling_questionnaire_2014","q11_home_language_study_profiling_questionnaire_2014","q13_volunteer_study_profiling_questionnaire_2014","q14a_primary_transportation_study_profiling_questionnaire_2014","q14b_secondary_transportation_study_profiling_questionnaire_2014","q15_household_income_study_profiling_questionnaire_2014","q17_city_employee_study_profiling_questionnaire_2014"
"2017-03-28T20:19:00.000","2017-03-28T20:23:00.000","No","No","Agree","Slightly familiar","Improved in the last 12 months","3 Did about the same","3 Did about the same","4 Did it more","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same",,,,,,,"More","2 Somewhat Disagree","2 Somewhat Disagree","The same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Male","""40-44""","Post-graduate degree","Employed full-time (30+ hours a week)","T6J","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$100,000 to $149,000","No"
"2017-03-27T11:30:00.000","2017-03-27T11:37:00.000","No","No","Agree","Somewhat familiar","Improved in the last 12 months","4 Did it more","4 Did it more","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","5 Strongly Agree","4 Somewhat Agree","Fewer barriers","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Female","""65-69""","College / technical school graduate","Retired","T5G","iOS","Tablet","Safari","Rent","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$150,000 and over","No"
"2017-03-27T14:53:00.000","2017-03-27T15:21:00.000","Yes","No","Agree","Extremely familiar","I don’t know","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","2 Somewhat Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","3 Neither Agree nor Disagree","I don't know","The same","1 Strongly Disagree","2 Somewhat Disagree","3 Neither Agree nor Disagree","1 Strongly Disagree","1 Strongly Disagree","Male","""70-74""","University undergraduate degree","Retired","T5X","Windows","Desktop","Firefox","Own","No","No","Greater than 5 years","No","English","No","Car/truck/van as PASSENGER","Car/truck/Van as DRIVER","$50,000 to $59,999","No"
"2017-03-29T21:16:00.000","2017-03-29T21:20:00.000","Yes","Yes","Agree","Slightly familiar","Declined in the last 12 months","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"Less","4 Somewhat Agree","1 Strongly Disagree","The same","2 Somewhat Disagree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Male","""45-49""","High school graduate","Employed full-time (30+ hours a week)","T5K","iOS","Tablet","Safari","Rent","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/van as PASSENGER","$80,000 to $99,999","No"
"2017-03-27T11:06:00.000","2017-03-27T11:10:00.000","Yes","No","Agree","Somewhat familiar","I don’t know","3 Did about the same","3 Did about the same","2 Did less of it","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","I don't know","I don't know","I don't know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Female","""50-54""","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)","Employed part-time (0-30 hours a week)","T5H","Mac (OS X)","Desktop","Safari","Own","No","No","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$100,000 to $149,000","No"
"2017-03-27T11:01:00.000","2017-03-27T11:15:00.000","Yes","No","Agree","Extremely familiar","Improved in the last 12 months","3 Did about the same","3 Did about the same","4 Did it more","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","4 Did it more","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same",,,,,,,"More","4 Somewhat Agree","3 Neither Agree nor Disagree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""35-39""","Post-graduate degree","Employed full-time (30+ hours a week)","T5T","Windows","Desktop","Firefox","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$80,000 to $99,999","No"
"2017-03-27T13:23:00.000","2017-03-27T13:49:00.000","No","Yes","Agree","Slightly familiar","I don’t know","3 Did about the same","3 Did about the same","4 Did it more","Not applicable","3 Did about the same","Not applicable","4 Did it more","3 Did about the same","Not applicable","Not applicable","3 Did about the same","4 Somewhat Agree","Don't know","Don't know","Don't know","Don't know","Become MORE knowledgeable about where your food comes from","I don’t know","More","1","1","0","0","0","1","I don't know","I don't know","I don't know","I don't know","Don't know","Don't know","5 Strongly Agree","5 Strongly Agree","Don't know","Male","""60-64""","College / technical school graduate","Retired","T5M","Android","Phone","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$100,000 to $149,000","No"
"2017-03-27T20:03:00.000","2017-03-27T20:15:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","I don't know","Don't know","Don't know","4 Somewhat Agree","Don't know","Don't know","Male","""60-64""","College / technical school graduate","Retired","T6B","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Bicycle","$100,000 to $149,000","Yes"
"2017-03-27T12:16:00.000","2017-03-27T12:25:00.000","No","Yes","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","2 Somewhat Disagree","3 Neither Agree nor Disagree","2 Somewhat Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"Less","2 Somewhat Disagree","2 Somewhat Disagree","More barriers","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","Male","""50-54""","College / technical school graduate","Employed full-time (30+ hours a week)","T5E","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$80,000 to $99,999","No"
"2017-03-28T20:53:00.000","2017-03-28T20:59:00.000","Yes","Yes","Agree","Not at all familiar","Stayed about the same in the last 12 months","1 Didn't do it","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","2 Somewhat Disagree","1 Strongly Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","I don't know","3 Neither Agree nor Disagree","2 Somewhat Disagree","4 Somewhat Agree","2 Somewhat Disagree","4 Somewhat Agree","Male","""40-44""","High school graduate","Employed full-time (30+ hours a week)","T5W","Windows","Desktop","Firefox","Rent","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Walk","Prefer not to answer","No"
"2017-03-31T14:58:00.000","2017-03-31T15:02:00.000","No","No","Agree","Slightly familiar","Improved in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","I don't know","I don't know","I don't know","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T5E","Android","Phone","Unknown","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$150,000 and over","No"
"2017-04-01T15:12:00.000","2017-04-01T15:15:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","Don't know","4 Somewhat Agree","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","I don't know","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","Male","""30-34""","Post-graduate degree","Employed full-time (30+ hours a week)","T5K","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","No","Walk","Car/truck/Van as DRIVER","$100,000 to $149,000","No"
"2017-03-28T15:34:00.000","2017-03-28T15:39:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","Not applicable","1 Didn't do it","Not applicable","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","I don't know","I don't know","I don't know","Don't know","Don't know","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Don't know","Male","""55-59""","High school graduate","Employed full-time (30+ hours a week)","T6L","Windows","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Only have one mode of transportation","$100,000 to $149,000","Yes"
"2017-03-27T11:01:00.000","2017-03-27T11:07:00.000","Yes","Yes","Agree","Extremely familiar","Stayed about the same in the last 12 months","4 Did it more","3 Did about the same","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same",,,,,,,"I don't know","2 Somewhat Disagree","3 Neither Agree nor Disagree","The same","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","3 Neither Agree nor Disagree","Male","""25-29""","University undergraduate degree","Employed full-time (30+ hours a week)","T5K","Windows","Desktop","Google Chrome","Own","No","Yes","Between 1 to 2 years","No","English","Yes","Walk","Car/truck/Van as DRIVER","$50,000 to $59,999","No"
"2017-03-27T11:15:00.000","2017-03-27T11:19:00.000","Yes","Yes","Agree","Somewhat familiar","I don’t know","2 Did less of it","3 Did about the same","1 Didn't do it","1 Didn't do it","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","2 Somewhat Disagree","I don't know","I don't know","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""35-39""","Post-graduate degree","Employed full-time (30+ hours a week)","T6E","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/Van as DRIVER","$150,000 and over","No"
"2017-03-27T17:22:00.000","2017-03-27T17:27:00.000","No","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","2 Did less of it","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","2 Somewhat Disagree","2 Somewhat Disagree","1 Strongly Disagree","2 Somewhat Disagree","2 Somewhat Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","2 Somewhat Disagree","2 Somewhat Disagree","The same","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","2 Somewhat Disagree","5 Strongly Agree","Female","""55-59""","High school graduate","Employed full-time (30+ hours a week)","T6M","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$150,000 and over","No"
