"name","field_number","length","width","latitude","longitude","location"
"Winterburn",,"305",,"53.536024018033714","-113.6887373852817","
,  
(53.536024018033714, -113.6887373852817)"
"Winterburn",,"275",,"53.534873472976344","-113.68625850931471","
,  
(53.534873472976344, -113.68625850931471)"
"Winterburn",,"275",,"53.53555172590359","-113.6909795214321","
,  
(53.53555172590359, -113.6909795214321)"
"Woodcroft",,"225",,"53.568314974027835","-113.5610725608917","
,  
(53.568314974027835, -113.5610725608917)"
"Woodcroft",,"125",,"53.56750607956655","-113.56093324671804","
,  
(53.56750607956655, -113.56093324671804)"
"WP Wagner",,"150",,"53.49906362156887","-113.4553939674775","
,  
(53.49906362156887, -113.4553939674775)"
"WP Wagner",,"150",,"53.49883232134133","-113.45395662628906","
,  
(53.49883232134133, -113.45395662628906)"
"York Park",,"230",,"53.60140523039323","-113.4336957997963","
,  
(53.60140523039323, -113.4336957997963)"
"York Park",,"170",,"53.60130705074887","-113.43237248267367","
,  
(53.60130705074887, -113.43237248267367)"
"Youngstown",,"150",,"53.545388947881754","-113.60512318888526","
,  
(53.545388947881754, -113.60512318888526)"
