"award_number","rebate_amount","city","state","county","zip","age","gender","date_of_purchase","dealership","vehicle_type","make","model","year","lease","gasoline_emissions","alt_fuel_emissions","emissions_avoided"
"CVR0616159","2200","Lewes","DE","Sussex","19958",,,"2015-11-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
"CVR0616160","2200","Townsend","DE","New Castle","19734","80","F","2016-06-21T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0616161","2200","Wilmington","DE","New Castle","19806","42","M","2016-06-17T00:00:00.000","Audi Wilmington","Plug-in Hybrid","Audi","A3 Sportback e-tron","2016","No","14815","6575","8240"
"CVR0616162","2200","Lewes","DE","Sussex","19958","75","M","2016-04-04T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0616163","2200","Wilmington","DE","New Castle","19804","61","F","2016-05-23T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0616164","2200","Lewes","DE","Sussex","19958","38","F","2016-04-18T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0716165","2200","Middletown","DE","New Castle","19709","44","F","2016-06-28T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0716166","2200","Wilmington","DE","New Castle","19810","65","F","2016-06-20T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0716167","2200","Millsboro","DE","Sussex","19966","58","F","2016-06-30T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0716168","2200","Newark","DE","New Castle","19711","71","M","2016-07-02T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR0716169","2200","Marshallton","DE","New Castle","19808","59","F","2016-06-25T00:00:00.000","Audi Wilmington","Plug-in Hybrid","Audi","A3 Sportback e-tron","2016","No","14815","6575","8240"
"CVR0716170","2200","Millsboro","DE","Sussex","19966",,"M","2016-07-11T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0716171","2200","Wilmington","DE","New Castle","19810","64","M","2016-07-02T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2016","No","14815","5539","9276"
"CVR0716172","2200","Montchanin","DE","New Castle","19710","56","F","2016-06-21T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2016","No","14815","5539","9276"
"CVR0716173","2200","Wilmington","DE","New Castle","19807","50","F","2016-06-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR0716174","2200","Bridgeville","DE","Sussex","19933","60","F","2016-07-14T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2017","Yes","14815","6575","8240"
"CVR0716175","2200","Rehoboth Beach","DE","Sussex","19971","67","F","2016-06-30T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","No","14815","6575","8240"
"CVR0716176","2200","Middletown","DE","New Castle","19709","40","M","2016-06-10T00:00:00.000","Williams Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR0716177","2200","Wilmington","DE","New Castle","19803","40","M","2016-07-09T00:00:00.000","Patriot Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2016","No","14815","6575","8240"
"CVR0716178","2200","Rehoboth Beach","DE","Sussex","19971","60","M","2016-06-18T00:00:00.000","Mercedes-Benz of Annapolis","Plug-in Hybrid","Mercedes-Benz","B250e","2016","Yes","14815","6575","8240"
"CVR0716179","2200","Millsboro","DE","Sussex","19966","44","F","2016-07-12T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0716180","2200","Newark","DE","New Castle","19711","31","M","2016-06-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR0716181","2200","Bear","DE","New Castle","19701","53","M","2016-07-16T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR0716182","2200","Smyrna","DE","Kent","19977","37","F","2016-07-22T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2017","Yes","14815","6575","8240"
"CVR0816183","2200","Rehoboth Beach","DE","Sussex","19971","69","M","2016-06-13T00:00:00.000","Union Park Automotive Group","Plug-in Hybrid","Volvo","XC90","2016","No","14815","6575","8240"
"CVR0816184","2200","Townsend","DE","New Castle","19734","28","M","2016-06-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0816185","2200","Clayton","DE","New Castle","19938","73","M","2016-07-23T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0816186","2200","Claymont","DE","New Castle","19703","62","M","2016-07-16T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0816187","2200","Seaford","DE","Sussex","19973","82","M","2016-06-30T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0816188","2200","New Castle","DE","New Castle","19720","33","F","2016-07-29T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2017","Yes","14815","6575","8240"
"CVR0816189","2200","Seaford","DE","Sussex","19973","48","F","2016-07-30T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0816190","2200","Lewes","DE","Sussex","19958","66","M","2016-07-28T00:00:00.000","I.G. Burton BMW","Plug-in Hybrid","BMW","X5 40E","2016","No","14815","6575","8240"
"CVR0816191","2200","Newark","DE","New Castle","19711","25","F","2016-06-13T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0816192","2200","Wilmington","DE","New Castle","19806","71","M","2016-08-01T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0816193","2200","Milton","DE","Sussex","19968","66","M","2016-07-22T00:00:00.000","Nucar Lewes Automall","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR0816194","2200","Rehoboth Beach","DE","Sussex","19971","62","F","2016-05-06T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0816195","2200","Wilmington","DE","New Castle","19808","60","F","2016-07-12T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0816196","2200","Smyrna","DE","Kent","19977","50","M","2016-08-05T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0816197","2200","Lewes","DE","New Castle","19958","70","M","2016-07-01T00:00:00.000","Norris Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","No","14815","6575","8240"
"CVR0816198","2200","Milton","DE","Sussex","19968",,"M","2016-08-05T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0816199","2200","Lewes","DE","Sussex","19958","63","F","2016-04-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0816200","2200","Wilmington","DE","New Castle","19807","79","M","2017-08-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0816201","2200","Middletown","DE","New Castle","19709","34","M","2016-06-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0816202","2200","Hockessin","DE","New Castle","19707","50","M","2016-08-16T00:00:00.000","Nucar Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","Yes","14815","6575","8240"
"CVR0816203","2200","Newark","DE","New Castle","19713","25","M","2016-07-30T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0816204","2200","Bear","DE","New Castle","19701","58","M","2016-08-18T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2017","Yes","14815","6575","8240"
"CVR0816205","2200","Wilmington","DE","New Castle","19810","41","M","2016-08-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR0816206","2200","Lewes","DE","Sussex","19958","67","M","2016-08-13T00:00:00.000","Preston Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","No","14815","6575","8240"
"CVR0816207","2200","Middletown","DE","New Castle","19709","61","M","2016-06-09T00:00:00.000","Williams Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR0816208","2200","Wilmington","DE","New Castle","19808","76","F","2016-08-13T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","No","14815","6575","8240"
"CVR0816209","2200","Newark","DE","New Castle","19711","56","M","2016-08-20T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","No","14815","6575","8240"
"CVR0816210","2200","Dover","DE","Kent","19901","34","F","2016-08-25T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0916211","2200","Newark","DE","New Castle","19711","64","F","2016-08-19T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0916212","2200","Wilmington","DE","New Castle","19808","29","M","2016-08-06T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0916213","2200","Wilmington","DE","New Castle","19802","63","M","2016-08-16T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0916214","2200","Milford","DE","Sussex","19963","37","M","2016-08-31T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","No","14815","6575","8240"
"CVR0916215","2200","Middletown","DE","New Castle","19709","64","M","2016-08-15T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0916216","2200","Wilmington","DE","New Castle","19806","85","M","2016-08-15T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0916217","2200","Millsboro","DE","Sussex","19966","73","M","2016-05-20T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0916218","2200","Wilmington","DE","New Castle","19810","37","F","2016-07-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR0916219","2200","Newark","DE","New Castle","19702","54","M","2016-09-03T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0916220","2200","Wilmington","DE","New Castle","19808","65","M","2016-09-03T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","6575","8240"
"CVR0916221","2200","Smyrna","DE","Kent","19977","70","M","2016-09-07T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0916222","2200","Delmar","DE","Sussex","19940","46","F","2016-08-28T00:00:00.000","Ourisman Chevrolet of Bowie","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR0916223","2200","Dover","DE","Kent","19901","45","M","2016-09-10T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0916224","2200","Newark","DE","New Castle","19702","33","F","2016-08-28T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0916225","2200","Lewes","DE","Sussex","19958","52","M","2016-08-31T00:00:00.000","I.G. Burton BMW","Plug-in Hybrid","BMW","330e","2016","No","14815","6575","8240"
"CVR0916226","2200","Wilmington","DE","New Castle","19809","59","F","2016-08-27T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","No","14815","6575","8240"
"CVR0916227","2200","Wilmington","DE","New Castle","19807","60","M","2016-05-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0916228","2200","Elsmere","DE","New Castle","19805","27","F","2016-08-10T00:00:00.000","Thomas Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR0916229","2200","Newark","DE","New Castle","19711","69","M","2016-09-05T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0916230","2200","Hockessin","DE","New Castle","19707","65","M","2016-09-05T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0916231","2200","Newark","DE","New Castle","19711","54","F","2016-09-03T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","No","14815","6575","8240"
"CVR0916232","2200","Hockessin","DE","New Castle","19707","71","M","2016-09-20T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","No","14815","6575","8240"
"CVR0916233","2200","Wilmington","DE","New Castle","19804","58","M","2016-08-31T00:00:00.000","Springfield Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0916234","2200","Newark","DE","New Castle","19702","60","M","2016-09-24T00:00:00.000","Norris Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","No","14815","6575","8240"
"CVR0916235","2200","Townsend","DE","New Castle","19734","58","M","2016-09-23T00:00:00.000","Willis Chevrolet Buick","Plug-in Hybrid","Chevrolet","Volt","2017","Yes","14815","6575","8240"
"CVR1016236","2200","Wilmington","DE","New Castle","19808","63","M","2016-09-27T00:00:00.000","Porter Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1016237","2200","Wilmington","DE","New Castle","19808","35","M","2016-10-01T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2016","No","14815","5539","9276"
"CVR1016238","2200","Greenwood","DE","Sussex","19956","31","M","2015-10-28T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR1016239","2200","Wilmington","DE","New Castle","19802","58","F","2016-09-22T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR1016240","2200","Bethany Beach","DE","Sussex","19930","26","M","2016-06-30T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1016241","2200","Wilmington","DE","New Castle","19807","52","M","2016-09-30T00:00:00.000","Audi Wilmington","Plug-in Hybrid","Audi","A3 Sportback e-tron","2016","No","14815","6575","8240"
"CVR1016242","2200","Dover","DE","Kent","19901","45","M","2016-09-30T00:00:00.000","Koons Tysons Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1016243","2200","Smyrna","DE","Kent","19977",,,"2016-10-03T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","No","14815","6575","8240"
"CVR1016244","2200","Wilmington","DE","New Castle","19803","61","M","2016-09-30T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1016245","2200","Newark","DE","New Castle","19711","66","F","2016-09-29T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1016246","2200","Hockessin","DE","New Castle","19707","64","M","2016-09-24T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR1016247","2200","Wilmington","DE","New Castle","19803","42","M","2016-09-12T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR1016248","2200","Lewes","DE","Sussex","19958","83","M","2016-09-09T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR1016249","2200","Wilmington","DE","New Castle","19808","78","F","2016-09-09T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR1016250","2200","Newark","DE","New Castle","19711","50","M","2016-09-28T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2016","Yes","14815","5539","9276"
"CVR1016251","2200","Wilmington","DE","New Castle","19805","61","M","2016-10-05T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR1016252","2200","Lincoln","DE","Sussex","19960","68","F","2016-10-07T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","No","14815","6575","8240"
"CVR1016253","2200","Clayton","DE","Kent","19938","38","F","2016-10-10T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR1016254","2200","Dover","DE","Kent","19904","58","M","2016-08-01T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1016255","2200","Lewes","DE","Sussex","19958","33","M","2016-09-30T00:00:00.000","I.G. Burton BMW","Plug-in Hybrid","BMW","X5 40E","2016","No","14815","6575","8240"
"CVR1016256","2200","Wilmington","DE","New Castle","19808","59","M","2016-09-30T00:00:00.000","Fairfield Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1016257","2200","Wilmington","DE","New Castle","19808","81","M","2016-10-13T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2017","No","14815","6575","8240"
"CVR1016258","2200","Newark","DE","New Castle","19713","64","F","2016-10-12T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR1016259","2200","Dover","DE","Kent","19904","33","F","2016-10-10T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR1016260","2200","Camden Wyoming","DE","Kent","19934","56","M","2016-08-19T00:00:00.000","McDermott Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2015","No","14815","6575","8240"
"CVR1016261","2200","Wilmington","DE","New Castle","19805","62","F","2016-10-04T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2016","Yes","14815","5539","9276"
"CVR1016262","2200","Millsboro","DE","Sussex","19966","65","M","2016-10-08T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR1016263","2200","Milford","DE","Sussex","19963","80","M","2016-10-12T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2017","No","14815","6575","8240"
"CVR1016264","2200","Middletown","DE","New Castle","19709","44","M","2016-09-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR1016265","2200","Middletown","DE","New Castle","19709","70","M","2016-06-30T00:00:00.000","Willis Chevrolet Buick","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1016266","2200","Newark","DE","New Castle","19702","73","M","2016-10-22T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR1116267","2200","Wilmington","DE","New Castle","19810","41","M","2016-10-22T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR1116268","2200","Hockessin","DE","New Castle","19707","53","F","2016-10-26T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1116269","2200","Newark","DE","New Castle","19713","71","F","2016-10-28T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2017","Yes","14815","6575","8240"
"CVR1116270","2200","Wilmington","DE","New Castle","19809","31","M","2016-10-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR1116271","2200","Wilmington","DE","New Castle","19807","64","M","2016-09-22T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1116272","2200","Smyrna","DE","Kent","19977","24","M","2016-10-31T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR1116273","2200","Smyrna","DE","Kent","19977","74","M","2016-10-31T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2017","Yes","14815","6575","8240"
"CVR1116274","2200","Smyrna","DE","Kent","19977","44","F","2016-10-31T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2017","Yes","14815","6575","8240"
"CVR1116275","2200","Millsboro","DE","Sussex","19966","65","F","2016-11-01T00:00:00.000","I.G. Burton Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1116276","2200","Bear","DE","New Castle","19701","47","M","2016-08-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR1116277","2200","New Castle","DE","New Castle","19720","68","M","2016-09-17T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","Yes","14815","6575","8240"
"CVR1116278","2200","Millsboro","DE","Sussex","19966","75","M","2016-09-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","6575","8240"
"CVR1116279","2200","Millsboro","DE","Sussex","19966","63","M","2016-10-12T00:00:00.000","Romeo Chevrolet Buick GMC LLC","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1116280","2200","Millsboro","DE","Sussex","19966","50","F","2016-10-24T00:00:00.000","I.G. Burton Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1116281","2200","Wilmington","DE","New Castle","19807","59","M","2016-06-09T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR1116282","2200","Port Penn","DE","New Castle","19731","62","M","2016-10-31T00:00:00.000","Willis Chevrolet Buick","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1216283","2200","Smyrna","DE","Kent","19977","59","M","2016-10-26T00:00:00.000","Willis Chevrolet Buick","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR1216284","2200","Rehoboth Beach","DE","Sussex","19971","43","M","2016-09-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR1216285","2200","Newark","DE","New Castle","19713","47","M","2016-09-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR1216286","2200","Dover","DE","Kent","19901","36","M","2016-10-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR1216287","2200","Dover","DE","Kent","19904","26","M","2016-09-05T00:00:00.000","Turnersville Kia","Electric","Kia","Soul EV","2016","Yes","14815","5539","9276"
"CVR1216288","2200","Wilmington","DE","New Castle","19810","37","M","2016-07-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR1216289","2200","Wilmington","DE","New Castle","19808","28","F","2016-10-14T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2017","Yes","14815","6575","8240"
"CVR0116290","2200","Kenton","DE","Kent","19955",,,"2016-08-16T00:00:00.000","I.G. Burton BMW","Plug-in Hybrid","BMW","X5 40E","2016","No","14815","6575","8240"
"CVR0117291","2200","Dover","DE","Kent","19904",,,"2016-05-20T00:00:00.000","Winner Ford","Electric","Ford","Focus Electric","2016","No","14815","5539","9276"
"CVR0117292","2200","Dover","DE","Kent","19904",,,"2016-05-20T00:00:00.000","Winner Ford","Electric","Ford","Focus Electric","2016","No","14815","5539","9276"
"CVR0217293","2200","Wilmington","DE","New Castle","19806","65","F","2016-10-20T00:00:00.000","Audi Wilmington","Plug-in Hybrid","Audi","A3 Sportback e-tron","2017","Yes","14815","6575","8240"
"CVR0317294","2200","Smyrna","DE","Kent","19977","69","M","2016-01-25T00:00:00.000","BMW of Annapolis","Plug-in Hybrid","BMW","X5 40E","2016","No","14815","6575","8240"
"CVR0417295","2200","Middletown","DE","New Castle","19709","30","M","2016-09-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0417296","2200","Hockessin","DE","New Castle","19707","57","M","2016-06-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0417297","2200","Wilmington","DE","New Castle","19803","61","M","2016-06-04T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR0517298","2200","Wilmington","DE","New Castle","19807","55","M","2016-04-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR0617299","2200","Wilmington","DE","New Castle","19806","65","M","2016-04-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR0917300","2200","Rehoboth Beach","DE","Sussex","19971",,,"2016-08-31T00:00:00.000","Sun Motor Cars BMW","Plug-in Hybrid","BMW","X5 40E","2016","No","14815","6575","8240"
"BEV111601","1000","New Castle","DE","New Castle","19720","33","M","2016-10-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","11435","5654","5781"
"BEV121602","3500","Milford","DE","Sussex","19963","59","M","2016-11-17T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2016","Yes","11435","5654","5781"
"BEV011703","1000","Lewes","DE","Sussex","19958","30","M","2016-12-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2017","No","11435","5654","5781"
"BEV011704","1000","Wilmington","DE","New Castle","19810","52","M","2016-12-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","11435","5654","5781"
"BEV011705","1000","Lewes","DE","Sussex","19958","63","M","2016-12-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","11435","5654","5781"
"BEV011706","1000","Newark","DE","New Castle","19711","31","M","2016-12-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","11435","5654","5781"
"BEV011707","3500","Camden Wyoming","DE","Kent","19934","46","M","2017-01-10T00:00:00.000","Willis Ford","Electric","Ford","Focus Electric","2016","Yes","11435","5654","5781"
"BEV011708","1000","Middletown","DE","New Castle","19709","40","M","2016-12-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","11435","5654","5781"
"BEV011709","1000","Wilmington","DE","New Castle","19807","60","M","2016-12-31T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","11435","5654","5781"
"BEV011710","1000","Smyrna","DE","New Castle","19977","56","F","2016-12-31T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","11435","5654","5781"
"BEV021711","1000","Greenville","DE","New Castle","19807","69","M","2016-12-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","11435","5654","5781"
