"agerange","zipcode","city","gender","donors","nondonors","idcarddonors","idcardnondonors","licdonors","licnondonors","bothdonors","bothnondonors"
"45-50","19730","ODESSA","F","16","7","1","22","15","8","0","0"
"51-55","19730","ODESSA","F","15","6","0","21","15","6","0","0"
"56-60","19730","ODESSA","F","13","0","1","12","12","1","1","0"
"61-65","19730","ODESSA","F","6","10","0","16","6","10","0","0"
"66-70","19730","ODESSA","F","16","11","0","27","16","11","0","0"
"71+","19730","ODESSA","F","28","18","2","44","26","20","0","0"
"16-17","19730","ODESSA","M","2","2","0","4","2","2","0","0"
"18-20","19730","ODESSA","M","6","3","0","9","6","3","0","0"
"21-25","19730","ODESSA","M","4","11","1","14","3","12","1","1"
"26-30","19730","ODESSA","M","5","5","1","9","4","6","1","1"
"31-35","19730","ODESSA","M","9","6","2","13","7","8","2","1"
"36-40","19730","ODESSA","M","6","7","0","13","6","7","0","0"
"41-45","19730","ODESSA","M","7","7","0","14","7","7","0","0"
"45-50","19730","ODESSA","M","11","10","0","21","11","10","1","1"
"51-55","19730","ODESSA","M","7","5","0","12","7","5","0","0"
"56-60","19730","ODESSA","M","12","8","0","20","12","8","1","0"
"61-65","19730","ODESSA","M","8","6","1","13","7","7","0","0"
"66-70","19730","ODESSA","M","13","5","1","17","12","6","1","0"
"71+","19730","ODESSA","M","27","19","1","45","26","20","1","0"
"18-20","19731","PORT PENN","F","3","0","0","3","3","0","2","0"
"21-25","19731","PORT PENN","F","1","2","0","3","1","2","0","0"
"26-30","19731","PORT PENN","F","9","0","1","8","8","1","1","0"
"31-35","19731","PORT PENN","F","7","3","0","10","7","3","0","1"
"36-40","19731","PORT PENN","F","2","1","1","2","1","2","0","0"
"41-45","19731","PORT PENN","F","4","2","0","6","4","2","0","0"
"45-50","19731","PORT PENN","F","4","4","1","7","3","5","1","1"
"51-55","19731","PORT PENN","F","8","1","1","8","7","2","0","0"
"56-60","19731","PORT PENN","F","3","3","0","6","3","3","0","0"
"61-65","19731","PORT PENN","F","7","3","0","10","7","3","0","1"
"66-70","19731","PORT PENN","F","6","3","0","9","6","3","0","0"
"71+","19731","PORT PENN","F","3","14","0","17","3","14","0","0"
"18-20","19731","PORT PENN","M","4","3","2","5","2","5","2","1"
"21-25","19731","PORT PENN","M","1","1","0","2","1","1","0","0"
"26-30","19731","PORT PENN","M","3","3","0","6","3","3","0","0"
"31-35","19731","PORT PENN","M","7","5","2","10","5","7","1","1"
"36-40","19731","PORT PENN","M","4","3","0","7","4","3","0","1"
"41-45","19731","PORT PENN","M","4","3","0","7","4","3","0","0"
"45-50","19731","PORT PENN","M","3","4","0","7","3","4","0","0"
"51-55","19731","PORT PENN","M","5","7","0","12","5","7","0","0"
"56-60","19731","PORT PENN","M","1","7","0","8","1","7","0","0"
"61-65","19731","PORT PENN","M","6","3","0","9","6","3","0","0"
"66-70","19731","PORT PENN","M","4","7","0","11","4","7","0","0"
"71+","19731","PORT PENN","M","7","2","0","9","7","2","0","0"
"16-17","19732","ROCKLAND","F","1","0","0","1","1","0","0","0"
"21-25","19732","ROCKLAND","F","4","2","1","5","3","3","1","0"
"26-30","19732","ROCKLAND","F","3","0","0","3","3","0","0","0"
"31-35","19732","ROCKLAND","F","2","0","0","2","2","0","0","0"
"36-40","19732","ROCKLAND","F","5","1","0","6","5","1","0","0"
"41-45","19732","ROCKLAND","F","1","0","0","1","1","0","0","0"
"45-50","19732","ROCKLAND","F","1","0","0","1","1","0","0","0"
"51-55","19732","ROCKLAND","F","4","3","0","7","4","3","0","0"
"56-60","19732","ROCKLAND","F","6","6","0","12","6","6","0","0"
"61-65","19732","ROCKLAND","F","10","3","0","13","10","3","0","0"
"66-70","19732","ROCKLAND","F","4","0","0","4","4","0","0","0"
"71+","19732","ROCKLAND","F","12","15","1","26","11","16","0","0"
"16-17","19732","ROCKLAND","M","1","0","0","1","1","0","0","0"
"21-25","19732","ROCKLAND","M","4","0","1","3","3","1","1","0"
"26-30","19732","ROCKLAND","M","4","1","0","5","4","1","0","0"
"31-35","19732","ROCKLAND","M","2","0","0","2","2","0","0","0"
"36-40","19732","ROCKLAND","M","2","0","0","2","2","0","0","0"
"41-45","19732","ROCKLAND","M","3","1","0","4","3","1","0","0"
"45-50","19732","ROCKLAND","M","1","0","0","1","1","0","0","0"
"51-55","19732","ROCKLAND","M","3","0","0","3","3","0","0","0"
"56-60","19732","ROCKLAND","M","6","1","0","7","6","1","0","0"
"61-65","19732","ROCKLAND","M","2","3","0","5","2","3","0","0"
"66-70","19732","ROCKLAND","M","8","4","0","12","8","4","0","0"
"71+","19732","ROCKLAND","M","16","8","1","23","15","9","0","1"
"16-17","19733","SAINT GEORGES","F","1","0","0","1","1","0","0","0"
"18-20","19733","SAINT GEORGES","F","3","2","0","5","3","2","0","1"
"21-25","19733","SAINT GEORGES","F","7","2","0","9","7","2","0","0"
"26-30","19733","SAINT GEORGES","F","7","2","0","9","7","2","2","0"
"31-35","19733","SAINT GEORGES","F","5","4","1","8","4","5","1","0"
"36-40","19733","SAINT GEORGES","F","7","3","0","10","7","3","0","0"
"41-45","19733","SAINT GEORGES","F","3","2","1","4","2","3","0","0"
"45-50","19733","SAINT GEORGES","F","4","3","0","7","4","3","0","0"
"51-55","19733","SAINT GEORGES","F","4","3","0","7","4","3","0","0"
"56-60","19733","SAINT GEORGES","F","16","1","0","17","16","1","0","0"
"61-65","19733","SAINT GEORGES","F","7","2","0","9","7","2","0","1"
"66-70","19733","SAINT GEORGES","F","5","3","1","7","4","4","0","0"
"71+","19733","SAINT GEORGES","F","8","4","2","10","6","6","0","0"
"18-20","19733","SAINT GEORGES","M","4","2","1","5","3","3","3","0"
"21-25","19733","SAINT GEORGES","M","7","7","0","14","7","7","3","0"
"26-30","19733","SAINT GEORGES","M","5","7","0","12","5","7","0","0"
"31-35","19733","SAINT GEORGES","M","3","5","1","7","2","6","0","0"
"36-40","19733","SAINT GEORGES","M","2","9","0","11","2","9","0","0"
"41-45","19733","SAINT GEORGES","M","2","2","0","4","2","2","1","0"
"45-50","19733","SAINT GEORGES","M","3","5","0","8","3","5","0","1"
"51-55","19733","SAINT GEORGES","M","2","10","0","12","2","10","0","0"
"56-60","19733","SAINT GEORGES","M","6","5","0","11","6","5","0","0"
"61-65","19733","SAINT GEORGES","M","9","6","0","15","9","6","0","0"
"66-70","19733","SAINT GEORGES","M","2","2","0","4","2","2","0","0"
"71+","19733","SAINT GEORGES","M","4","7","0","11","4","7","0","0"
"21-25","19733","ST GEORGES","F","1","0","0","1","1","0","0","0"
"31-35","19733","ST GEORGES","F","1","0","0","1","1","0","0","0"
"36-40","19733","ST GEORGES","F","0","2","0","2","0","2","0","0"
"41-45","19733","ST GEORGES","F","1","0","0","1","1","0","0","0"
"45-50","19733","ST GEORGES","F","3","0","0","3","3","0","1","0"
"51-55","19733","ST GEORGES","F","2","0","0","2","2","0","0","0"
"56-60","19733","ST GEORGES","F","2","1","0","3","2","1","0","0"
"61-65","19733","ST GEORGES","F","1","3","0","4","1","3","0","0"
"66-70","19733","ST GEORGES","F","2","1","0","3","2","1","0","0"
"71+","19733","ST GEORGES","F","3","1","0","4","3","1","0","0"
"21-25","19733","ST GEORGES","M","0","2","0","2","0","2","0","0"
"31-35","19733","ST GEORGES","M","1","1","0","2","1","1","0","0"
"45-50","19733","ST GEORGES","M","0","2","0","2","0","2","0","0"
"51-55","19733","ST GEORGES","M","2","1","0","3","2","1","0","0"
"56-60","19733","ST GEORGES","M","1","1","0","2","1","1","0","0"
"61-65","19733","ST GEORGES","M","2","3","0","5","2","3","0","0"
"66-70","19733","ST GEORGES","M","1","2","0","3","1","2","0","0"
"71+","19733","ST GEORGES","M","2","1","0","3","2","1","0","0"
"51-55","19733","ST. GEORGES","F","1","0","0","1","1","0","0","0"
"51-55","19733","ST. GEORGES","M","0","1","0","1","0","1","0","0"
"61-65","19733","ST. GEORGES","M","1","0","0","1","1","0","0","0"
"71+","19733","ST. GEORGES","M","0","1","0","1","0","1","0","0"
"16-17","19734","TOWNSEND","F","88","43","3","128","85","46","7","6"
"18-20","19734","TOWNSEND","F","174","108","12","270","162","120","15","11"
"21-25","19734","TOWNSEND","F","273","143","16","400","257","159","22","7"
"26-30","19734","TOWNSEND","F","282","115","9","388","273","124","15","9"
"31-35","19734","TOWNSEND","F","291","157","13","435","278","170","18","8"
"36-40","19734","TOWNSEND","F","306","188","10","484","296","198","11","8"
"41-45","19734","TOWNSEND","F","329","200","6","523","323","206","4","7"
"45-50","19734","TOWNSEND","F","311","213","7","517","304","220","13","3"
"51-55","19734","TOWNSEND","F","272","206","5","473","267","211","4","3"
"56-60","19734","TOWNSEND","F","266","195","3","458","263","198","5","0"
"61-65","19734","TOWNSEND","F","211","167","2","376","209","169","1","2"
"66-70","19734","TOWNSEND","F","178","160","1","337","177","161","2","5"
"71+","19734","TOWNSEND","F","233","342","13","562","220","355","3","2"
"16-17","19734","TOWNSEND","M","68","58","3","123","65","61","7","6"
"18-20","19734","TOWNSEND","M","153","130","5","278","148","135","11","18"
"21-25","19734","TOWNSEND","M","226","193","15","404","211","208","20","22"
"26-30","19734","TOWNSEND","M","240","167","24","383","216","191","32","23"
"31-35","19734","TOWNSEND","M","250","183","13","420","237","196","18","15"
"36-40","19734","TOWNSEND","M","247","196","15","428","232","211","9","13"
"41-45","19734","TOWNSEND","M","264","237","7","494","257","244","6","7"
"45-50","19734","TOWNSEND","M","256","240","10","486","246","250","11","11"
"51-55","19734","TOWNSEND","M","277","258","8","527","269","266","4","10"
"56-60","19734","TOWNSEND","M","235","208","5","438","230","213","4","8"
"61-65","19734","TOWNSEND","M","209","195","10","394","199","205","8","4"
"66-70","19734","TOWNSEND","M","147","179","2","324","145","181","2","5"
"71+","19734","TOWNSEND","M","234","330","7","557","227","337","2","4"
"61-65","19735","WINERTH DEL","M","1","0","1","0","0","1","0","0"
"21-25","19735","WINTERTHUR","F","1","0","0","1","1","0","0","0"
"31-35","19735","WINTERTHUR","F","2","0","0","2","2","0","0","0"
"36-40","19735","WINTERTHUR","F","2","0","0","2","2","0","0","0"
"41-45","19735","WINTERTHUR","F","2","0","0","2","2","0","0","0"
"45-50","19735","WINTERTHUR","F","1","0","0","1","1","0","0","0"
"51-55","19735","WINTERTHUR","F","1","1","0","2","1","1","0","0"
"56-60","19735","WINTERTHUR","F","1","0","0","1","1","0","0","0"
"61-65","19735","WINTERTHUR","F","1","0","0","1","1","0","0","0"
"66-70","19735","WINTERTHUR","F","1","0","0","1","1","0","0","0"
"36-40","19735","WINTERTHUR","M","0","1","0","1","0","1","0","0"
"41-45","19735","WINTERTHUR","M","0","1","0","1","0","1","0","0"
"45-50","19735","WINTERTHUR","M","1","0","0","1","1","0","0","0"
"51-55","19735","WINTERTHUR","M","2","0","0","2","2","0","0","0"
"66-70","19735","WINTERTHUR","M","0","1","0","1","0","1","0","0"
"21-25","19736","YORKLYN","F","3","0","0","3","3","0","0","0"
"26-30","19736","YORKLYN","F","4","0","0","4","4","0","0","0"
"31-35","19736","YORKLYN","F","1","1","0","2","1","1","0","0"
"36-40","19736","YORKLYN","F","1","2","0","3","1","2","0","0"
"41-45","19736","YORKLYN","F","2","0","0","2","2","0","0","0"
"45-50","19736","YORKLYN","F","4","0","0","4","4","0","0","0"
"51-55","19736","YORKLYN","F","6","1","0","7","6","1","0","0"
"56-60","19736","YORKLYN","F","12","2","0","14","12","2","0","0"
"61-65","19736","YORKLYN","F","6","5","0","11","6","5","0","0"
"66-70","19736","YORKLYN","F","4","5","0","9","4","5","0","1"
"71+","19736","YORKLYN","F","14","8","0","22","14","8","0","0"
"16-17","19736","YORKLYN","M","1","0","0","1","1","0","0","0"
"18-20","19736","YORKLYN","M","2","0","0","2","2","0","0","0"
"21-25","19736","YORKLYN","M","7","2","0","9","7","2","0","0"
"26-30","19736","YORKLYN","M","4","1","1","4","3","2","1","0"
"31-35","19736","YORKLYN","M","2","1","0","3","2","1","0","0"
"36-40","19736","YORKLYN","M","3","0","0","3","3","0","0","0"
"51-55","19736","YORKLYN","M","7","6","1","12","6","7","0","0"
"56-60","19736","YORKLYN","M","2","1","0","3","2","1","0","0"
"61-65","19736","YORKLYN","M","4","3","0","7","4","3","0","0"
"66-70","19736","YORKLYN","M","7","2","0","9","7","2","0","0"
"71+","19736","YORKLYN","M","8","13","0","21","8","13","0","0"
"56-60","19736","YORKLYNN","M","0","1","0","1","0","1","0","0"
"26-30","19801","NEWCASTLE","M","0","1","0","1","0","1","0","0"
"45-50","19801","WILIMINGTON","F","0","1","0","1","0","1","0","0"
"56-60","19801","WILM","F","1","0","0","1","1","0","0","0"
"61-65","19801","WILM","F","0","1","0","1","0","1","0","0"
"51-55","19801","WILMIGTON","M","0","1","0","1","0","1","0","0"
"26-30","19801","WILMIMGTON","F","0","1","0","1","0","1","0","0"
"26-30","19801","WILMINGTION","F","1","0","0","1","1","0","0","0"
"16-17","19801","WILMINGTON","F","19","42","4","57","15","46","10","10"
"18-20","19801","WILMINGTON","F","68","103","14","157","54","117","24","47"
"21-25","19801","WILMINGTON","F","178","293","25","446","153","318","32","98"
"26-30","19801","WILMINGTON","F","384","493","72","805","312","565","58","128"
"31-35","19801","WILMINGTON","F","337","436","63","710","274","499","42","71"
"36-40","19801","WILMINGTON","F","236","323","58","501","178","381","33","51"
"41-45","19801","WILMINGTON","F","169","258","38","389","131","296","14","29"
"45-50","19801","WILMINGTON","F","163","260","36","387","127","296","19","28"
"51-55","19801","WILMINGTON","F","161","271","24","408","137","295","10","18"
"56-60","19801","WILMINGTON","F","160","277","32","405","128","309","13","18"
"61-65","19801","WILMINGTON","F","148","220","31","337","117","251","4","7"
"66-70","19801","WILMINGTON","F","101","187","10","278","91","197","5","2"
"71+","19801","WILMINGTON","F","97","300","14","383","83","314","1","3"
"16-17","19801","WILMINGTON","M","7","32","1","38","6","33","2","8"
"18-20","19801","WILMINGTON","M","40","108","10","138","30","118","18","45"
"21-25","19801","WILMINGTON","M","152","241","27","366","125","268","31","68"
"26-30","19801","WILMINGTON","M","336","438","66","708","270","504","53","101"
"31-35","19801","WILMINGTON","M","296","434","58","672","238","492","30","71"
"36-40","19801","WILMINGTON","M","248","401","56","593","192","457","23","77"
"41-45","19801","WILMINGTON","M","166","296","60","402","106","356","21","40"
"45-50","19801","WILMINGTON","M","156","257","42","371","114","299","19","28"
"51-55","19801","WILMINGTON","M","163","261","41","383","122","302","13","31"
"56-60","19801","WILMINGTON","M","157","298","58","397","99","356","14","36"
"61-65","19801","WILMINGTON","M","150","258","28","380","122","286","14","17"
"66-70","19801","WILMINGTON","M","93","182","25","250","68","207","2","17"
"71+","19801","WILMINGTON","M","93","209","15","287","78","224","5","12"
"26-30","19801","WILMINGTON DE","F","0","1","0","1","0","1","0","0"
"56-60","19801","WILMINGTON -DEL","F","0","1","0","1","0","1","0","0"
"71+","19801","WILMINTON","F","1","0","0","1","1","0","0","0"
"51-55","19801","WILMINTON","M","0","1","0","1","0","1","0","0"
"26-30","19801","WIMINGTON","F","1","0","0","1","1","0","0","0"
"61-65","19802","DELAWAR","M","0","1","0","1","0","1","0","0"
"45-50","19802","DELAWARE","F","0","1","0","1","0","1","0","0"
"61-65","19802","WELMINGTON","M","0","1","0","1","0","1","0","0"
"66-70","19802","WIL DE","M","0","1","0","1","0","1","0","0"
"61-65","19802","WILM","M","0","1","0","1","0","1","0","0"
"61-65","19802","WILM DEL","F","0","1","0","1","0","1","0","0"
"16-17","19802","WILMINGTON","F","45","93","4","134","41","97","12","32"
"18-20","19802","WILMINGTON","F","181","250","34","397","147","284","55","70"
"21-25","19802","WILMINGTON","F","304","488","40","752","264","528","59","135"
"26-30","19802","WILMINGTON","F","398","589","66","921","332","655","53","153"
"31-35","19802","WILMINGTON","F","410","543","67","886","343","610","53","114"
"36-40","19802","WILMINGTON","F","437","541","64","914","373","605","39","69"
"41-45","19802","WILMINGTON","F","351","492","37","806","314","529","15","48"
"45-50","19802","WILMINGTON","F","335","466","43","758","292","509","18","35"
"51-55","19802","WILMINGTON","F","373","525","44","854","329","569","25","36"
"56-60","19802","WILMINGTON","F","321","536","37","820","284","573","13","28"
"61-65","19802","WILMINGTON","F","328","487","28","787","300","515","5","13"
"66-70","19802","WILMINGTON","F","221","393","9","605","212","402","5","8"
"71+","19802","WILMINGTON","F","343","765","28","1080","315","793","3","14"
"16-17","19802","WILMINGTON","M","39","88","4","123","35","92","8","29"
"18-20","19802","WILMINGTON","M","132","237","25","344","107","262","41","99"
"21-25","19802","WILMINGTON","M","296","528","61","763","235","589","61","156"
"26-30","19802","WILMINGTON","M","347","643","89","901","258","732","56","156"
"31-35","19802","WILMINGTON","M","335","582","76","841","259","658","45","98"
"36-40","19802","WILMINGTON","M","333","561","92","802","241","653","41","97"
"41-45","19802","WILMINGTON","M","299","511","73","737","226","584","38","81"
"45-50","19802","WILMINGTON","M","295","452","68","679","227","520","30","48"
"51-55","19802","WILMINGTON","M","282","472","46","708","236","518","23","44"
"56-60","19802","WILMINGTON","M","273","508","46","735","227","554","27","52"
"61-65","19802","WILMINGTON","M","241","424","33","632","208","457","12","30"
"66-70","19802","WILMINGTON","M","185","316","14","487","171","330","9","13"
"71+","19802","WILMINGTON","M","258","524","25","757","233","549","7","20"
"51-55","19802","WILMINGTON DE","F","0","1","0","1","0","1","0","0"
"56-60","19802","WILMINGTON DE","M","0","1","0","1","0","1","0","0"
"66-70","19802","WILMINGTON DELA","M","1","0","0","1","1","0","0","0"
"61-65","19802","WILMINGTONDELAW","F","0","1","0","1","0","1","0","0"
"71+","19802","WILMNINGTON","F","0","1","0","1","0","1","0","0"
"16-17","19803","TALLEYVILLE","F","4","1","0","5","4","1","0","0"
"18-20","19803","TALLEYVILLE","F","5","5","0","10","5","5","0","1"
"21-25","19803","TALLEYVILLE","F","5","2","0","7","5","2","0","1"
"26-30","19803","TALLEYVILLE","F","13","5","2","16","11","7","2","0"
"31-35","19803","TALLEYVILLE","F","9","6","0","15","9","6","1","0"
"36-40","19803","TALLEYVILLE","F","13","11","0","24","13","11","0","1"
"41-45","19803","TALLEYVILLE","F","4","4","0","8","4","4","0","1"
"45-50","19803","TALLEYVILLE","F","7","4","1","10","6","5","0","0"
"51-55","19803","TALLEYVILLE","F","15","5","0","20","15","5","0","0"
"56-60","19803","TALLEYVILLE","F","9","5","0","14","9","5","0","0"
"61-65","19803","TALLEYVILLE","F","8","6","0","14","8","6","0","0"
"66-70","19803","TALLEYVILLE","F","2","4","0","6","2","4","0","0"
"71+","19803","TALLEYVILLE","F","5","13","0","18","5","13","0","0"
"16-17","19803","TALLEYVILLE","M","2","1","0","3","2","1","0","1"
"18-20","19803","TALLEYVILLE","M","5","2","0","7","5","2","0","0"
"21-25","19803","TALLEYVILLE","M","10","7","0","17","10","7","2","1"
"26-30","19803","TALLEYVILLE","M","10","11","1","20","9","12","3","1"
"31-35","19803","TALLEYVILLE","M","12","10","2","20","10","12","2","1"
"36-40","19803","TALLEYVILLE","M","10","7","1","16","9","8","0","2"
"41-45","19803","TALLEYVILLE","M","6","9","0","15","6","9","0","0"
"45-50","19803","TALLEYVILLE","M","12","10","1","21","11","11","1","2"
"51-55","19803","TALLEYVILLE","M","8","7","2","13","6","9","2","1"
"56-60","19803","TALLEYVILLE","M","3","7","0","10","3","7","0","0"
"61-65","19803","TALLEYVILLE","M","9","4","0","13","9","4","0","0"
"66-70","19803","TALLEYVILLE","M","3","6","0","9","3","6","0","0"
"71+","19803","TALLEYVILLE","M","5","10","0","15","5","10","0","0"
"16-17","19803","WILMINGTON","F","159","40","0","199","159","40","2","4"
"18-20","19803","WILMINGTON","F","270","76","4","342","266","80","10","5"
"21-25","19803","WILMINGTON","F","398","162","5","555","393","167","12","17"
"26-30","19803","WILMINGTON","F","387","130","16","501","371","146","14","5"
"31-35","19803","WILMINGTON","F","421","168","10","579","411","178","9","9"
"36-40","19803","WILMINGTON","F","494","200","2","692","492","202","7","6"
"41-45","19803","WILMINGTON","F","436","194","8","622","428","202","4","5"
"45-50","19803","WILMINGTON","F","494","173","4","663","490","177","4","3"
"51-55","19803","WILMINGTON","F","580","223","4","799","576","227","5","5"
"56-60","19803","WILMINGTON","F","612","244","7","849","605","251","3","1"
"61-65","19803","WILMINGTON","F","569","264","6","827","563","270","4","2"
"66-70","19803","WILMINGTON","F","509","279","6","782","503","285","3","3"
"71+","19803","WILMINGTON","F","989","855","43","1801","946","898","15","13"
"16-17","19803","WILMINGTON","M","127","44","3","168","124","47","4","2"
"18-20","19803","WILMINGTON","M","235","131","3","363","232","134","6","9"
"21-25","19803","WILMINGTON","M","382","190","14","558","368","204","22","13"
"26-30","19803","WILMINGTON","M","376","189","16","549","360","205","21","14"
"31-35","19803","WILMINGTON","M","387","170","8","549","379","178","8","7"
"36-40","19803","WILMINGTON","M","409","209","9","609","400","218","11","9"
"41-45","19803","WILMINGTON","M","379","222","4","597","375","226","2","5"
"45-50","19803","WILMINGTON","M","428","237","8","657","420","245","7","8"
"51-55","19803","WILMINGTON","M","449","256","5","700","444","261","4","5"
"56-60","19803","WILMINGTON","M","499","280","11","768","488","291","12","9"
"61-65","19803","WILMINGTON","M","502","313","5","810","497","318","9","8"
"66-70","19803","WILMINGTON","M","400","247","11","636","389","258","4","4"
"71+","19803","WILMINGTON","M","824","723","33","1514","791","756","7","13"
"71+","19803","WILMINGTON 3","F","2","1","0","3","2","1","0","0"
"71+","19803","WILMINGTON DELA","F","1","0","0","1","1","0","0","0"
"71+","19803","WLMINGTON","F","1","0","0","1","1","0","0","0"
"16-17","19804","NEWPORT","F","4","2","0","6","4","2","0","1"
"18-20","19804","NEWPORT","F","2","5","0","7","2","5","0","1"
"21-25","19804","NEWPORT","F","9","4","0","13","9","4","0","0"
"26-30","19804","NEWPORT","F","17","7","1","23","16","8","1","0"
"31-35","19804","NEWPORT","F","10","5","3","12","7","8","2","0"
"36-40","19804","NEWPORT","F","13","3","1","15","12","4","1","0"
"41-45","19804","NEWPORT","F","8","4","0","12","8","4","0","0"
"45-50","19804","NEWPORT","F","8","4","1","11","7","5","0","0"
"51-55","19804","NEWPORT","F","6","4","1","9","5","5","2","0"
"56-60","19804","NEWPORT","F","8","9","0","17","8","9","0","0"
"61-65","19804","NEWPORT","F","16","7","0","23","16","7","0","0"
"66-70","19804","NEWPORT","F","8","8","0","16","8","8","0","0"
"71+","19804","NEWPORT","F","8","16","0","24","8","16","1","0"
"16-17","19804","NEWPORT","M","2","1","0","3","2","1","0","1"
"18-20","19804","NEWPORT","M","3","3","1","5","2","4","1","0"
"21-25","19804","NEWPORT","M","8","6","1","13","7","7","0","2"
"26-30","19804","NEWPORT","M","10","10","1","19","9","11","1","2"
"31-35","19804","NEWPORT","M","12","9","2","19","10","11","1","2"
"36-40","19804","NEWPORT","M","8","13","1","20","7","14","1","2"
"41-45","19804","NEWPORT","M","6","7","0","13","6","7","1","1"
"45-50","19804","NEWPORT","M","10","3","1","12","9","4","0","0"
"51-55","19804","NEWPORT","M","5","6","1","10","4","7","1","1"
"56-60","19804","NEWPORT","M","9","3","1","11","8","4","1","0"
"61-65","19804","NEWPORT","M","8","9","3","14","5","12","0","1"
"66-70","19804","NEWPORT","M","5","7","0","12","5","7","0","1"
"71+","19804","NEWPORT","M","12","12","0","24","12","12","0","1"
"26-30","19804","STANTON","F","0","1","0","1","0","1","0","0"
"16-17","19804","WILMINGTON","F","88","47","7","128","81","54","13","9"
"18-20","19804","WILMINGTON","F","158","115","9","264","149","124","25","24"
"21-25","19804","WILMINGTON","F","317","209","38","488","279","247","49","39"
"26-30","19804","WILMINGTON","F","407","258","29","636","378","287","39","43"
"31-35","19804","WILMINGTON","F","362","240","30","572","332","270","31","27"
"36-40","19804","WILMINGTON","F","359","259","25","593","334","284","17","29"
"41-45","19804","WILMINGTON","F","322","205","19","508","303","224","18","21"
"45-50","19804","WILMINGTON","F","309","214","29","494","280","243","11","19"
"51-55","19804","WILMINGTON","F","326","236","20","542","306","256","5","5"
"56-60","19804","WILMINGTON","F","374","270","22","622","352","292","10","7"
"61-65","19804","WILMINGTON","F","331","270","7","594","324","277","6","5"
"66-70","19804","WILMINGTON","F","247","208","8","447","239","216","2","5"
"71+","19804","WILMINGTON","F","374","615","40","949","334","655","3","8"
"16-17","19804","WILMINGTON","M","55","59","7","107","48","66","12","14"
"18-20","19804","WILMINGTON","M","147","163","14","296","133","177","25","42"
"21-25","19804","WILMINGTON","M","284","267","31","520","253","298","53","53"
"26-30","19804","WILMINGTON","M","388","320","36","672","352","356","38","61"
"31-35","19804","WILMINGTON","M","354","285","40","599","314","325","42","41"
"36-40","19804","WILMINGTON","M","300","327","30","597","270","357","23","37"
"41-45","19804","WILMINGTON","M","245","267","20","492","225","287","17","33"
"45-50","19804","WILMINGTON","M","266","280","29","517","237","309","21","29"
"51-55","19804","WILMINGTON","M","297","324","23","598","274","347","19","19"
"56-60","19804","WILMINGTON","M","279","373","18","634","261","391","14","15"
"61-65","19804","WILMINGTON","M","261","283","14","530","247","297","4","10"
"66-70","19804","WILMINGTON","M","179","201","11","369","168","212","3","10"
"71+","19804","WILMINGTON","M","256","466","19","703","237","485","5","7"
"71+","19804","WILMINGTON 4","M","0","1","0","1","0","1","0","0"
"71+","19804","WILMINGTON 5","M","0","1","0","1","0","1","0","0"
"61-65","19804","WILMINGTON DE","M","0","1","0","1","0","1","0","1"
"61-65","19804","WILMINTON","F","1","0","0","1","1","0","0","0"
"26-30","19804","WIMINGTON","M","1","0","0","1","1","0","0","0"
"71+","19805","EILMINGTON","M","1","0","0","1","1","0","0","0"
"16-17","19805","ELSMERE","F","1","3","0","4","1","3","0","0"
"18-20","19805","ELSMERE","F","6","8","0","14","6","8","0","1"
"21-25","19805","ELSMERE","F","17","10","1","26","16","11","6","1"
"26-30","19805","ELSMERE","F","21","16","3","34","18","19","5","4"
"31-35","19805","ELSMERE","F","21","18","2","37","19","20","1","1"
"36-40","19805","ELSMERE","F","17","10","1","26","16","11","2","1"
"41-45","19805","ELSMERE","F","5","13","1","17","4","14","0","0"
"45-50","19805","ELSMERE","F","10","4","3","11","7","7","0","0"
"51-55","19805","ELSMERE","F","14","14","3","25","11","17","1","0"
"56-60","19805","ELSMERE","F","8","10","2","16","6","12","0","1"
"61-65","19805","ELSMERE","F","7","4","0","11","7","4","0","0"
"66-70","19805","ELSMERE","F","4","7","0","11","4","7","0","0"
"71+","19805","ELSMERE","F","9","11","0","20","9","11","0","1"
"16-17","19805","ELSMERE","M","2","4","0","6","2","4","0","1"
"18-20","19805","ELSMERE","M","4","10","0","14","4","10","2","1"
"21-25","19805","ELSMERE","M","8","20","1","27","7","21","1","3"
"26-30","19805","ELSMERE","M","17","16","4","29","13","20","4","9"
"31-35","19805","ELSMERE","M","14","19","2","31","12","21","2","3"
"36-40","19805","ELSMERE","M","12","16","0","28","12","16","1","2"
"41-45","19805","ELSMERE","M","10","8","1","17","9","9","1","1"
"45-50","19805","ELSMERE","M","6","15","1","20","5","16","0","1"
"51-55","19805","ELSMERE","M","7","14","0","21","7","14","0","1"
"56-60","19805","ELSMERE","M","10","14","0","24","10","14","0","1"
"61-65","19805","ELSMERE","M","8","7","0","15","8","7","0","0"
"66-70","19805","ELSMERE","M","2","5","0","7","2","5","0","1"
"71+","19805","ELSMERE","M","5","14","0","19","5","14","0","2"
"71+","19805","WIL DEL","F","0","1","0","1","0","1","0","0"
"51-55","19805","WILIMINGTON","F","0","1","0","1","0","1","0","0"
"56-60","19805","WILM","F","1","0","0","1","1","0","0","0"
"71+","19805","WILMDE","F","0","1","0","1","0","1","0","0"
"51-55","19805","WILMIMGTON","M","1","0","1","0","0","1","0","0"
"21-25","19805","WILMINGTION","M","0","1","0","1","0","1","0","0"
