"township","age_group","age","count"
"Thompson","3","Ages 5-17","600"
"Thompson","4","Ages 18-64","1496"
"Thompson","5","Ages 65 and older","450"
"Tolland","1","Under 1 year old","32"
"Tolland","2","Ages 1-4","118"
"Tolland","3","Ages 5-17","447"
"Tolland","4","Ages 18-64","1196"
"Tolland","5","Ages 65 and older","424"
"Torrington","1","Under 1 year old","238"
"Torrington","2","Ages 1-4","1081"
"Torrington","3","Ages 5-17","3696"
"Torrington","4","Ages 18-64","9582"
"Torrington","5","Ages 65 and older","2506"
"Trumbull","1","Under 1 year old","71"
"Trumbull","2","Ages 1-4","307"
"Trumbull","3","Ages 5-17","1396"
"Trumbull","4","Ages 18-64","3355"
"Trumbull","5","Ages 65 and older","1408"
"Union","1","Under 1 year old","0"
"Union","2","Ages 1-4","0"
"Union","3","Ages 5-17","23"
"Union","4","Ages 18-64","59"
"Union","5","Ages 65 and older","19"
"Unknown","1","Under 1 year old","6"
"Unknown","2","Ages 1-4","12"
"Unknown","3","Ages 5-17","53"
"Unknown","4","Ages 18-64","349"
"Unknown","5","Ages 65 and older","15"
"Vernon","1","Under 1 year old","184"
"Vernon","2","Ages 1-4","835"
"Vernon","3","Ages 5-17","2496"
"Vernon","4","Ages 18-64","6618"
"Vernon","5","Ages 65 and older","1771"
"Voluntown","1","Under 1 year old","5"
"Voluntown","2","Ages 1-4","33"
"Voluntown","3","Ages 5-17","135"
"Voluntown","4","Ages 18-64","403"
"Voluntown","5","Ages 65 and older","104"
"Wallingford","1","Under 1 year old","145"
"Wallingford","2","Ages 1-4","698"
"Wallingford","3","Ages 5-17","2213"
"Wallingford","4","Ages 18-64","5928"
"Wallingford","5","Ages 65 and older","2395"
"Warren","1","Under 1 year old","0"
"Warren","2","Ages 1-4","13"
"Warren","3","Ages 5-17","54"
"Warren","4","Ages 18-64","136"
"Warren","5","Ages 65 and older","30"
"Washington","1","Under 1 year old","6"
"Washington","2","Ages 1-4","27"
"Washington","3","Ages 5-17","128"
"Washington","4","Ages 18-64","410"
"Washington","5","Ages 65 and older","115"
"Waterbury","1","Under 1 year old","1549"
"Waterbury","2","Ages 1-4","6520"
"Waterbury","3","Ages 5-17","19518"
"Waterbury","4","Ages 18-64","46383"
"Waterbury","5","Ages 65 and older","8229"
"Waterford","1","Under 1 year old","64"
"Waterford","2","Ages 1-4","284"
"Waterford","3","Ages 5-17","1006"
"Waterford","4","Ages 18-64","2724"
"Waterford","5","Ages 65 and older","1060"
"Watertown","1","Under 1 year old","79"
"Watertown","2","Ages 1-4","342"
"Watertown","3","Ages 5-17","1184"
"Watertown","4","Ages 18-64","3253"
"Watertown","5","Ages 65 and older","1220"
"West Hartford","1","Under 1 year old","175"
"West Hartford","2","Ages 1-4","701"
"West Hartford","3","Ages 5-17","2828"
"West Hartford","4","Ages 18-64","7482"
"West Hartford","5","Ages 65 and older","2892"
"West Haven","1","Under 1 year old","481"
"West Haven","2","Ages 1-4","2053"
"West Haven","3","Ages 5-17","6191"
"West Haven","4","Ages 18-64","14639"
"West Haven","5","Ages 65 and older","2995"
"Westbrook","1","Under 1 year old","18"
"Westbrook","2","Ages 1-4","79"
"Westbrook","3","Ages 5-17","299"
"Westbrook","4","Ages 18-64","1006"
"Westbrook","5","Ages 65 and older","387"
"Weston","1","Under 1 year old","7"
"Weston","2","Ages 1-4","31"
"Weston","3","Ages 5-17","211"
"Weston","4","Ages 18-64","586"
"Weston","5","Ages 65 and older","105"
"Westport","1","Under 1 year old","24"
"Westport","2","Ages 1-4","85"
"Westport","3","Ages 5-17","501"
"Westport","4","Ages 18-64","1713"
"Westport","5","Ages 65 and older","440"
"Wethersfield","1","Under 1 year old","74"
"Wethersfield","2","Ages 1-4","402"
"Wethersfield","3","Ages 5-17","1295"
"Wethersfield","4","Ages 18-64","3417"
"Wethersfield","5","Ages 65 and older","1480"
"Willington","1","Under 1 year old","26"
"Willington","2","Ages 1-4","89"
"Willington","3","Ages 5-17","282"
"Willington","4","Ages 18-64","829"
"Willington","5","Ages 65 and older","182"
"Wilton","1","Under 1 year old","6"
"Wilton","2","Ages 1-4","59"
"Wilton","3","Ages 5-17","334"
"Wilton","4","Ages 18-64","1015"
"Wilton","5","Ages 65 and older","499"
"Winchester","1","Under 1 year old","77"
"Winchester","2","Ages 1-4","321"
"Winchester","3","Ages 5-17","884"
"Winchester","4","Ages 18-64","2750"
"Winchester","5","Ages 65 and older","781"
"Windham","1","Under 1 year old","232"
"Windham","2","Ages 1-4","976"
"Windham","3","Ages 5-17","3237"
"Windham","4","Ages 18-64","8179"
"Windham","5","Ages 65 and older","1519"
"Windsor Locks","1","Under 1 year old","63"
"Windsor Locks","2","Ages 1-4","305"
"Windsor Locks","3","Ages 5-17","933"
"Windsor Locks","4","Ages 18-64","2446"
"Windsor Locks","5","Ages 65 and older","593"
"Windsor","1","Under 1 year old","156"
"Windsor","2","Ages 1-4","681"
"Windsor","3","Ages 5-17","2339"
"Windsor","4","Ages 18-64","6654"
"Windsor","5","Ages 65 and older","1482"
"Wolcott","1","Under 1 year old","65"
"Wolcott","2","Ages 1-4","221"
"Wolcott","3","Ages 5-17","830"
"Wolcott","4","Ages 18-64","2285"
"Wolcott","5","Ages 65 and older","930"
"Woodbridge","1","Under 1 year old","12"
"Woodbridge","2","Ages 1-4","62"
"Woodbridge","3","Ages 5-17","270"
"Woodbridge","4","Ages 18-64","734"
"Woodbridge","5","Ages 65 and older","249"
"Woodbury","1","Under 1 year old","24"
"Woodbury","2","Ages 1-4","89"
"Woodbury","3","Ages 5-17","325"
"Woodbury","4","Ages 18-64","1051"
"Woodbury","5","Ages 65 and older","371"
"Woodstock","1","Under 1 year old","21"
"Woodstock","2","Ages 1-4","120"
"Woodstock","3","Ages 5-17","412"
"Woodstock","4","Ages 18-64","914"
"Woodstock","5","Ages 65 and older","250"
