"township","age_group","age","count"
"Thompson","3","Ages 5-17","568"
"Thompson","4","Ages 18-64","1424"
"Thompson","5","Ages 65 and older","410"
"Tolland","1","Under 1 year old","26"
"Tolland","2","Ages 1-4","94"
"Tolland","3","Ages 5-17","404"
"Tolland","4","Ages 18-64","986"
"Tolland","5","Ages 65 and older","366"
"Torrington","1","Under 1 year old","292"
"Torrington","2","Ages 1-4","1075"
"Torrington","3","Ages 5-17","3067"
"Torrington","4","Ages 18-64","8790"
"Torrington","5","Ages 65 and older","2197"
"Trumbull","1","Under 1 year old","73"
"Trumbull","2","Ages 1-4","227"
"Trumbull","3","Ages 5-17","1150"
"Trumbull","4","Ages 18-64","2804"
"Trumbull","5","Ages 65 and older","1254"
"Union","1","Under 1 year old","0"
"Union","2","Ages 1-4","7"
"Union","3","Ages 5-17","14"
"Union","4","Ages 18-64","60"
"Union","5","Ages 65 and older","13"
"Vernon","1","Under 1 year old","206"
"Vernon","2","Ages 1-4","753"
"Vernon","3","Ages 5-17","2085"
"Vernon","4","Ages 18-64","5612"
"Vernon","5","Ages 65 and older","1441"
"Voluntown","1","Under 1 year old","15"
"Voluntown","2","Ages 1-4","37"
"Voluntown","3","Ages 5-17","181"
"Voluntown","4","Ages 18-64","429"
"Voluntown","5","Ages 65 and older","75"
"Wallingford","1","Under 1 year old","162"
"Wallingford","2","Ages 1-4","626"
"Wallingford","3","Ages 5-17","2023"
"Wallingford","4","Ages 18-64","5186"
"Wallingford","5","Ages 65 and older","2106"
"Warren","1","Under 1 year old","0"
"Warren","2","Ages 1-4","8"
"Warren","3","Ages 5-17","40"
"Warren","4","Ages 18-64","91"
"Warren","5","Ages 65 and older","28"
"Washington","1","Under 1 year old","7"
"Washington","2","Ages 1-4","28"
"Washington","3","Ages 5-17","123"
"Washington","4","Ages 18-64","338"
"Washington","5","Ages 65 and older","81"
"Waterbury","1","Under 1 year old","1672"
"Waterbury","2","Ages 1-4","6127"
"Waterbury","3","Ages 5-17","17626"
"Waterbury","4","Ages 18-64","42785"
"Waterbury","5","Ages 65 and older","7037"
"Waterford","1","Under 1 year old","62"
"Waterford","2","Ages 1-4","251"
"Waterford","3","Ages 5-17","957"
"Waterford","4","Ages 18-64","2451"
"Waterford","5","Ages 65 and older","966"
"Watertown","1","Under 1 year old","77"
"Watertown","2","Ages 1-4","288"
"Watertown","3","Ages 5-17","1008"
"Watertown","4","Ages 18-64","2933"
"Watertown","5","Ages 65 and older","1076"
"West Hartford","1","Under 1 year old","173"
"West Hartford","2","Ages 1-4","701"
"West Hartford","3","Ages 5-17","2740"
"West Hartford","4","Ages 18-64","6629"
"West Hartford","5","Ages 65 and older","2639"
"West Haven","1","Under 1 year old","555"
"West Haven","2","Ages 1-4","1960"
"West Haven","3","Ages 5-17","5490"
"West Haven","4","Ages 18-64","13377"
"West Haven","5","Ages 65 and older","2335"
"Westbrook","1","Under 1 year old","20"
"Westbrook","2","Ages 1-4","101"
"Westbrook","3","Ages 5-17","237"
"Westbrook","4","Ages 18-64","871"
"Westbrook","5","Ages 65 and older","336"
"Weston","1","Under 1 year old","0"
"Weston","2","Ages 1-4","21"
"Weston","3","Ages 5-17","139"
"Weston","4","Ages 18-64","358"
"Weston","5","Ages 65 and older","71"
"Westport","1","Under 1 year old","20"
"Westport","2","Ages 1-4","66"
"Westport","3","Ages 5-17","383"
"Westport","4","Ages 18-64","1219"
"Westport","5","Ages 65 and older","418"
"Wethersfield","1","Under 1 year old","77"
"Wethersfield","2","Ages 1-4","335"
"Wethersfield","3","Ages 5-17","1094"
"Wethersfield","4","Ages 18-64","3069"
"Wethersfield","5","Ages 65 and older","1262"
"Willington","1","Under 1 year old","18"
"Willington","2","Ages 1-4","72"
"Willington","3","Ages 5-17","221"
"Willington","4","Ages 18-64","683"
"Willington","5","Ages 65 and older","112"
"Wilton","1","Under 1 year old","14"
"Wilton","2","Ages 1-4","47"
"Wilton","3","Ages 5-17","260"
"Wilton","4","Ages 18-64","706"
"Wilton","5","Ages 65 and older","492"
"Winchester","1","Under 1 year old","76"
"Winchester","2","Ages 1-4","277"
"Winchester","3","Ages 5-17","936"
"Winchester","4","Ages 18-64","2554"
"Winchester","5","Ages 65 and older","659"
"Windham","1","Under 1 year old","305"
"Windham","2","Ages 1-4","1081"
"Windham","3","Ages 5-17","3093"
"Windham","4","Ages 18-64","8351"
"Windham","5","Ages 65 and older","1282"
"Windsor Locks","1","Under 1 year old","61"
"Windsor Locks","2","Ages 1-4","271"
"Windsor Locks","3","Ages 5-17","798"
"Windsor Locks","4","Ages 18-64","2068"
"Windsor Locks","5","Ages 65 and older","464"
"Windsor","1","Under 1 year old","151"
"Windsor","2","Ages 1-4","551"
"Windsor","3","Ages 5-17","1805"
"Windsor","4","Ages 18-64","4556"
"Windsor","5","Ages 65 and older","1189"
"Wolcott","1","Under 1 year old","48"
"Wolcott","2","Ages 1-4","177"
"Wolcott","3","Ages 5-17","699"
"Wolcott","4","Ages 18-64","1914"
"Wolcott","5","Ages 65 and older","850"
"Woodbridge","1","Under 1 year old","8"
"Woodbridge","2","Ages 1-4","60"
"Woodbridge","3","Ages 5-17","230"
"Woodbridge","4","Ages 18-64","591"
"Woodbridge","5","Ages 65 and older","230"
"Woodbury","1","Under 1 year old","22"
"Woodbury","2","Ages 1-4","57"
"Woodbury","3","Ages 5-17","297"
"Woodbury","4","Ages 18-64","875"
"Woodbury","5","Ages 65 and older","297"
"Woodstock","1","Under 1 year old","30"
"Woodstock","2","Ages 1-4","119"
"Woodstock","3","Ages 5-17","375"
"Woodstock","4","Ages 18-64","883"
"Woodstock","5","Ages 65 and older","193"
