"township","age_group","age","count"
"Thompson","3","Ages 5-17","603"
"Thompson","4","Ages 18-64","1430"
"Thompson","5","Ages 65 and older","410"
"Tolland","1","Under 1 year old","28"
"Tolland","2","Ages 1-4","106"
"Tolland","3","Ages 5-17","422"
"Tolland","4","Ages 18-64","1017"
"Tolland","5","Ages 65 and older","398"
"Torrington","1","Under 1 year old","256"
"Torrington","2","Ages 1-4","1123"
"Torrington","3","Ages 5-17","3342"
"Torrington","4","Ages 18-64","8993"
"Torrington","5","Ages 65 and older","2250"
"Trumbull","1","Under 1 year old","64"
"Trumbull","2","Ages 1-4","288"
"Trumbull","3","Ages 5-17","1292"
"Trumbull","4","Ages 18-64","2947"
"Trumbull","5","Ages 65 and older","1297"
"Union","1","Under 1 year old","0"
"Union","2","Ages 1-4","0"
"Union","3","Ages 5-17","21"
"Union","4","Ages 18-64","60"
"Union","5","Ages 65 and older","10"
"Unknown","1","Under 1 year old","0"
"Unknown","2","Ages 1-4","15"
"Unknown","3","Ages 5-17","49"
"Unknown","4","Ages 18-64","161"
"Unknown","5","Ages 65 and older","0"
"Vernon","1","Under 1 year old","187"
"Vernon","2","Ages 1-4","813"
"Vernon","3","Ages 5-17","2353"
"Vernon","4","Ages 18-64","5940"
"Vernon","5","Ages 65 and older","1524"
"Voluntown","1","Under 1 year old","9"
"Voluntown","2","Ages 1-4","38"
"Voluntown","3","Ages 5-17","162"
"Voluntown","4","Ages 18-64","374"
"Voluntown","5","Ages 65 and older","85"
"Wallingford","1","Under 1 year old","172"
"Wallingford","2","Ages 1-4","657"
"Wallingford","3","Ages 5-17","2212"
"Wallingford","4","Ages 18-64","5453"
"Wallingford","5","Ages 65 and older","2145"
"Warren","1","Under 1 year old","0"
"Warren","2","Ages 1-4","17"
"Warren","3","Ages 5-17","50"
"Warren","4","Ages 18-64","121"
"Warren","5","Ages 65 and older","27"
"Washington","1","Under 1 year old","9"
"Washington","2","Ages 1-4","36"
"Washington","3","Ages 5-17","157"
"Washington","4","Ages 18-64","379"
"Washington","5","Ages 65 and older","89"
"Waterbury","1","Under 1 year old","1733"
"Waterbury","2","Ages 1-4","6523"
"Waterbury","3","Ages 5-17","18982"
"Waterbury","4","Ages 18-64","45050"
"Waterbury","5","Ages 65 and older","7357"
"Waterford","1","Under 1 year old","53"
"Waterford","2","Ages 1-4","263"
"Waterford","3","Ages 5-17","1005"
"Waterford","4","Ages 18-64","2571"
"Waterford","5","Ages 65 and older","984"
"Watertown","1","Under 1 year old","90"
"Watertown","2","Ages 1-4","333"
"Watertown","3","Ages 5-17","1128"
"Watertown","4","Ages 18-64","3012"
"Watertown","5","Ages 65 and older","1066"
"West Hartford","1","Under 1 year old","149"
"West Hartford","2","Ages 1-4","751"
"West Hartford","3","Ages 5-17","2889"
"West Hartford","4","Ages 18-64","6732"
"West Hartford","5","Ages 65 and older","2684"
"West Haven","1","Under 1 year old","487"
"West Haven","2","Ages 1-4","2055"
"West Haven","3","Ages 5-17","5855"
"West Haven","4","Ages 18-64","13807"
"West Haven","5","Ages 65 and older","2521"
"Westbrook","1","Under 1 year old","18"
"Westbrook","2","Ages 1-4","96"
"Westbrook","3","Ages 5-17","258"
"Westbrook","4","Ages 18-64","926"
"Westbrook","5","Ages 65 and older","342"
"Weston","1","Under 1 year old","0"
"Weston","2","Ages 1-4","17"
"Weston","3","Ages 5-17","166"
"Weston","4","Ages 18-64","455"
"Weston","5","Ages 65 and older","81"
"Westport","1","Under 1 year old","20"
"Westport","2","Ages 1-4","83"
"Westport","3","Ages 5-17","466"
"Westport","4","Ages 18-64","1464"
"Westport","5","Ages 65 and older","415"
"Wethersfield","1","Under 1 year old","91"
"Wethersfield","2","Ages 1-4","367"
"Wethersfield","3","Ages 5-17","1220"
"Wethersfield","4","Ages 18-64","3190"
"Wethersfield","5","Ages 65 and older","1298"
"Willington","1","Under 1 year old","25"
"Willington","2","Ages 1-4","83"
"Willington","3","Ages 5-17","245"
"Willington","4","Ages 18-64","736"
"Willington","5","Ages 65 and older","121"
"Wilton","1","Under 1 year old","9"
"Wilton","2","Ages 1-4","57"
"Wilton","3","Ages 5-17","315"
"Wilton","4","Ages 18-64","805"
"Wilton","5","Ages 65 and older","533"
"Winchester","1","Under 1 year old","90"
"Winchester","2","Ages 1-4","292"
"Winchester","3","Ages 5-17","952"
"Winchester","4","Ages 18-64","2505"
"Winchester","5","Ages 65 and older","667"
"Windham","1","Under 1 year old","257"
"Windham","2","Ages 1-4","1101"
"Windham","3","Ages 5-17","3270"
"Windham","4","Ages 18-64","8422"
"Windham","5","Ages 65 and older","1349"
"Windsor Locks","1","Under 1 year old","74"
"Windsor Locks","2","Ages 1-4","289"
"Windsor Locks","3","Ages 5-17","854"
"Windsor Locks","4","Ages 18-64","2099"
"Windsor Locks","5","Ages 65 and older","486"
"Windsor","1","Under 1 year old","155"
"Windsor","2","Ages 1-4","672"
"Windsor","3","Ages 5-17","2093"
"Windsor","4","Ages 18-64","6199"
"Windsor","5","Ages 65 and older","1260"
"Wolcott","1","Under 1 year old","44"
"Wolcott","2","Ages 1-4","206"
"Wolcott","3","Ages 5-17","786"
"Wolcott","4","Ages 18-64","2061"
"Wolcott","5","Ages 65 and older","853"
"Woodbridge","1","Under 1 year old","11"
"Woodbridge","2","Ages 1-4","63"
"Woodbridge","3","Ages 5-17","290"
"Woodbridge","4","Ages 18-64","677"
"Woodbridge","5","Ages 65 and older","254"
"Woodbury","1","Under 1 year old","20"
"Woodbury","2","Ages 1-4","77"
"Woodbury","3","Ages 5-17","318"
"Woodbury","4","Ages 18-64","948"
"Woodbury","5","Ages 65 and older","327"
"Woodstock","1","Under 1 year old","22"
"Woodstock","2","Ages 1-4","131"
"Woodstock","3","Ages 5-17","395"
"Woodstock","4","Ages 18-64","820"
"Woodstock","5","Ages 65 and older","203"
