"data_as_of","sfy","office","region","demographic","exit_type","los_lessthan12mnths","los_morethan12mnths","total_reunified","demographic_type"
"2016-02-10T00:00:00.000","2013","Meriden","Region 6","6-12","Reunification","1","6","7","Age"
"2016-02-10T00:00:00.000","2013","Meriden","Region 6","3-5","Reunification","1","3","4","Age"
"2016-02-10T00:00:00.000","2013","Meriden","Region 6","13-17","Reunification","3","5","8","Age"
"2016-02-10T00:00:00.000","2013","Meriden","Region 6","<3","Reunification","3","5","8","Age"
"2016-02-10T00:00:00.000","2013","New Britain","Region 6","6-12","Reunification","5","8","13","Age"
"2016-02-10T00:00:00.000","2013","New Britain","Region 6","3-5","Reunification","2","4","6","Age"
"2016-02-10T00:00:00.000","2013","New Britain","Region 6","13-17","Reunification","13","6","19","Age"
"2016-02-10T00:00:00.000","2013","New Britain","Region 6","<3","Reunification","9","4","13","Age"
"2016-03-03T00:00:00.000","2014","Middletown","Region 3","<3","Reunification","3","2","5","Age"
"2016-03-03T00:00:00.000","2014","Meriden","Region 6","13-17","Reunification","12","4","16","Age"
"2016-03-03T00:00:00.000","2014","Manchester","Region 4","6-12","Reunification","2","11","13","Age"
"2016-03-03T00:00:00.000","2014","Meriden","Region 6","<3","Reunification","4","0","4","Age"
"2016-03-03T00:00:00.000","2014","Manchester","Region 4","3-5","Reunification","1","6","7","Age"
"2016-03-03T00:00:00.000","2014","Stamford","Region 1","3-5","Reunification","1","1","2","Age"
"2016-03-03T00:00:00.000","2014","Willimantic","Region 3","13-17","Reunification","3","1","4","Age"
"2016-03-03T00:00:00.000","2014","Norwalk","Region 1",">=18","Reunification","0","1","1","Age"
"2016-03-03T00:00:00.000","2014","Torrington","Region 5","6-12","Reunification","1","1","2","Age"
"2016-03-03T00:00:00.000","2014","Waterbury","Region 5","6-12","Reunification","17","8","25","Age"
"2016-03-03T00:00:00.000","2014","Manchester","Region 4","<3","Reunification","6","7","13","Age"
"2016-03-03T00:00:00.000","2014","Norwich","Region 3","13-17","Reunification","11","3","14","Age"
"2016-03-03T00:00:00.000","2014","Danbury","Region 5","<3","Reunification","12","1","13","Age"
"2016-03-03T00:00:00.000","2014","Hartford","Region 4","6-12","Reunification","8","18","26","Age"
"2016-03-03T00:00:00.000","2014","Torrington","Region 5","3-5","Reunification","5","0","5","Age"
"2016-03-03T00:00:00.000","2014","Danbury","Region 5",">=18","Reunification","1","0","1","Age"
"2016-03-03T00:00:00.000","2014","Milford","Region 2","6-12","Reunification","4","7","11","Age"
"2016-03-03T00:00:00.000","2014","New Haven","Region 2","13-17","Reunification","10","6","16","Age"
"2016-03-03T00:00:00.000","2014","New Haven","Region 2","<3","Reunification","16","3","19","Age"
"2016-03-03T00:00:00.000","2014","Willimantic","Region 3","3-5","Reunification","9","6","15","Age"
"2016-03-03T00:00:00.000","2014","Other","Region 0","13-17","Reunification","1","0","1","Age"
"2016-03-03T00:00:00.000","2014","Other","Region 0","6-12","Reunification","1","0","1","Age"
"2016-03-03T00:00:00.000","2014","Bridgeport","Region 1","<3","Reunification","7","2","9","Age"
"2016-03-03T00:00:00.000","2014","Other","Region 0",">=18","Reunification","1","1","2","Age"
"2016-03-03T00:00:00.000","2014","Norwich","Region 3","<3","Reunification","7","2","9","Age"
"2016-03-03T00:00:00.000","2014","Waterbury","Region 5",">=18","Reunification","1","1","2","Age"
"2016-03-03T00:00:00.000","2014","Norwalk","Region 1","13-17","Reunification","3","3","6","Age"
"2016-03-03T00:00:00.000","2014","Danbury","Region 5","3-5","Reunification","4","0","4","Age"
"2016-03-03T00:00:00.000","2014","Meriden","Region 6",">=18","Reunification","0","1","1","Age"
"2016-03-03T00:00:00.000","2014","Waterbury","Region 5","3-5","Reunification","9","3","12","Age"
"2016-03-03T00:00:00.000","2014","Danbury","Region 5","13-17","Reunification","7","0","7","Age"
"2016-03-03T00:00:00.000","2014","Middletown","Region 3",">=18","Reunification","0","2","2","Age"
"2016-03-03T00:00:00.000","2014","Norwalk","Region 1","<3","Reunification","5","0","5","Age"
"2016-03-03T00:00:00.000","2014","Manchester","Region 4","13-17","Reunification","8","6","14","Age"
"2016-03-03T00:00:00.000","2014","Stamford","Region 1","<3","Reunification","1","1","2","Age"
"2016-03-03T00:00:00.000","2014","Torrington","Region 5","<3","Reunification","3","0","3","Age"
"2016-03-03T00:00:00.000","2014","Willimantic","Region 3","6-12","Reunification","7","3","10","Age"
"2016-03-03T00:00:00.000","2014","Milford","Region 2",">=18","Reunification","0","1","1","Age"
"2016-03-03T00:00:00.000","2014","Middletown","Region 3","13-17","Reunification","4","0","4","Age"
"2016-03-03T00:00:00.000","2014","Waterbury","Region 5","13-17","Reunification","12","3","15","Age"
"2016-03-03T00:00:00.000","2014","Norwalk","Region 1","6-12","Reunification","1","2","3","Age"
"2016-03-03T00:00:00.000","2014","New Haven","Region 2","3-5","Reunification","6","4","10","Age"
"2016-03-03T00:00:00.000","2014","Meriden","Region 6","3-5","Reunification","2","2","4","Age"
"2016-03-03T00:00:00.000","2014","Bridgeport","Region 1",">=18","Reunification","0","1","1","Age"
"2016-03-03T00:00:00.000","2014","Manchester","Region 4",">=18","Reunification","0","2","2","Age"
"2016-03-03T00:00:00.000","2014","Hartford","Region 4","3-5","Reunification","4","12","16","Age"
"2016-03-03T00:00:00.000","2014","Milford","Region 2","3-5","Reunification","2","4","6","Age"
"2016-03-03T00:00:00.000","2014","Milford","Region 2","13-17","Reunification","9","4","13","Age"
"2016-03-03T00:00:00.000","2014","Hartford","Region 4","<3","Reunification","13","12","25","Age"
"2016-03-03T00:00:00.000","2014","Hartford","Region 4","13-17","Reunification","14","11","25","Age"
"2016-03-03T00:00:00.000","2014","Stamford","Region 1","6-12","Reunification","3","4","7","Age"
"2016-03-03T00:00:00.000","2014","Norwich","Region 3","6-12","Reunification","11","3","14","Age"
"2016-03-03T00:00:00.000","2014","New Britain","Region 6","6-12","Reunification","5","5","10","Age"
"2016-03-03T00:00:00.000","2014","Meriden","Region 6","6-12","Reunification","4","0","4","Age"
"2016-03-03T00:00:00.000","2014","Bridgeport","Region 1","6-12","Reunification","8","2","10","Age"
"2016-03-03T00:00:00.000","2014","Danbury","Region 5","6-12","Reunification","8","1","9","Age"
"2016-03-03T00:00:00.000","2014","Willimantic","Region 3","<3","Reunification","8","1","9","Age"
"2016-03-03T00:00:00.000","2014","Norwich","Region 3","3-5","Reunification","4","3","7","Age"
"2016-03-03T00:00:00.000","2014","New Britain","Region 6","<3","Reunification","9","1","10","Age"
"2016-03-03T00:00:00.000","2014","Torrington","Region 5","13-17","Reunification","2","1","3","Age"
"2016-03-03T00:00:00.000","2014","New Haven","Region 2","6-12","Reunification","8","4","12","Age"
"2016-03-03T00:00:00.000","2014","Middletown","Region 3","6-12","Reunification","1","0","1","Age"
"2016-03-03T00:00:00.000","2014","Milford","Region 2","<3","Reunification","8","1","9","Age"
"2016-03-03T00:00:00.000","2014","Waterbury","Region 5","<3","Reunification","6","3","9","Age"
"2016-03-03T00:00:00.000","2014","New Britain","Region 6","13-17","Reunification","5","6","11","Age"
"2016-03-03T00:00:00.000","2014","Bridgeport","Region 1","3-5","Reunification","8","0","8","Age"
"2016-03-03T00:00:00.000","2014","New Britain","Region 6","3-5","Reunification","2","3","5","Age"
"2016-03-03T00:00:00.000","2014","New Haven","Region 2",">=18","Reunification","0","2","2","Age"
"2016-03-03T00:00:00.000","2014","Bridgeport","Region 1","13-17","Reunification","12","5","17","Age"
"2017-09-14T00:00:00.000","2015","Other","Region 0","<3","Reunification","1","0","1","Age"
"2017-09-14T00:00:00.000","2015","Meriden","Region 6","13-17","Reunification","5","4","9","Age"
"2017-09-14T00:00:00.000","2015","New Britain","Region 6",">=18","Reunification","0","2","2","Age"
"2017-09-14T00:00:00.000","2015","New Haven","Region 2",">=18","Reunification","1","2","3","Age"
"2017-09-14T00:00:00.000","2015","Bridgeport","Region 1","6-12","Reunification","8","2","10","Age"
"2017-09-14T00:00:00.000","2015","Milford","Region 2","3-5","Reunification","5","0","5","Age"
"2017-09-14T00:00:00.000","2015","Manchester","Region 4","<3","Reunification","13","5","18","Age"
"2017-09-14T00:00:00.000","2015","Middletown","Region 3","3-5","Reunification","2","1","3","Age"
"2017-09-14T00:00:00.000","2015","New Britain","Region 6","<3","Reunification","5","2","7","Age"
"2017-09-14T00:00:00.000","2015","Meriden","Region 6",">=18","Reunification","1","0","1","Age"
"2017-09-14T00:00:00.000","2015","Milford","Region 2","13-17","Reunification","15","5","20","Age"
"2017-09-14T00:00:00.000","2015","Torrington","Region 5",">=18","Reunification","0","1","1","Age"
"2017-09-14T00:00:00.000","2015","Norwich","Region 3","3-5","Reunification","9","3","12","Age"
"2017-09-14T00:00:00.000","2015","Bridgeport","Region 1","13-17","Reunification","13","5","18","Age"
"2017-09-14T00:00:00.000","2015","Manchester","Region 4","3-5","Reunification","2","6","8","Age"
"2017-09-14T00:00:00.000","2015","Bridgeport","Region 1",">=18","Reunification","0","3","3","Age"
"2017-09-14T00:00:00.000","2015","Hartford","Region 4","<3","Reunification","19","5","24","Age"
"2017-09-14T00:00:00.000","2015","Middletown","Region 3","13-17","Reunification","1","0","1","Age"
"2017-09-14T00:00:00.000","2015","Norwalk","Region 1","6-12","Reunification","8","0","8","Age"
"2017-09-14T00:00:00.000","2015","Meriden","Region 6","6-12","Reunification","3","0","3","Age"
"2017-09-14T00:00:00.000","2015","Hartford","Region 4",">=18","Reunification","0","4","4","Age"
"2017-09-14T00:00:00.000","2015","Torrington","Region 5","<3","Reunification","5","0","5","Age"
"2017-09-14T00:00:00.000","2015","Other","Region 0","13-17","Reunification","3","0","3","Age"
"2017-09-14T00:00:00.000","2015","Norwich","Region 3",">=18","Reunification","0","1","1","Age"
"2017-09-14T00:00:00.000","2015","Norwalk","Region 1","<3","Reunification","7","0","7","Age"
"2017-09-14T00:00:00.000","2015","Milford","Region 2","6-12","Reunification","4","2","6","Age"
"2017-09-14T00:00:00.000","2015","Manchester","Region 4","13-17","Reunification","5","3","8","Age"
"2017-09-14T00:00:00.000","2015","Norwalk","Region 1","3-5","Reunification","3","2","5","Age"
"2017-09-14T00:00:00.000","2015","Waterbury","Region 5","13-17","Reunification","18","9","27","Age"
"2017-09-14T00:00:00.000","2015","New Britain","Region 6","6-12","Reunification","4","8","12","Age"
"2017-09-14T00:00:00.000","2015","Meriden","Region 6","<3","Reunification","2","2","4","Age"
"2017-09-14T00:00:00.000","2015","Waterbury","Region 5","<3","Reunification","10","3","13","Age"
"2017-09-14T00:00:00.000","2015","Manchester","Region 4","6-12","Reunification","8","8","16","Age"
"2017-09-14T00:00:00.000","2015","Willimantic","Region 3","13-17","Reunification","6","4","10","Age"
"2017-09-14T00:00:00.000","2015","Danbury","Region 5","13-17","Reunification","7","4","11","Age"
"2017-09-14T00:00:00.000","2015","Middletown","Region 3","6-12","Reunification","1","1","2","Age"
"2017-09-14T00:00:00.000","2015","New Haven","Region 2","6-12","Reunification","8","3","11","Age"
"2017-09-14T00:00:00.000","2015","Hartford","Region 4","3-5","Reunification","7","14","21","Age"
"2017-09-14T00:00:00.000","2015","Willimantic","Region 3","3-5","Reunification","7","0","7","Age"
"2017-09-14T00:00:00.000","2015","Torrington","Region 5","13-17","Reunification","6","5","11","Age"
"2017-09-14T00:00:00.000","2015","Norwich","Region 3","6-12","Reunification","5","7","12","Age"
"2017-09-14T00:00:00.000","2015","New Britain","Region 6","3-5","Reunification","4","3","7","Age"
"2017-09-14T00:00:00.000","2015","Meriden","Region 6","3-5","Reunification","1","0","1","Age"
"2017-09-14T00:00:00.000","2015","Norwalk","Region 1",">=18","Reunification","0","1","1","Age"
"2017-09-14T00:00:00.000","2015","Milford","Region 2","<3","Reunification","3","2","5","Age"
"2017-09-14T00:00:00.000","2015","New Britain","Region 6","13-17","Reunification","10","9","19","Age"
"2017-09-14T00:00:00.000","2015","Willimantic","Region 3","6-12","Reunification","10","4","14","Age"
"2017-09-14T00:00:00.000","2015","Willimantic","Region 3","<3","Reunification","15","3","18","Age"
"2017-09-14T00:00:00.000","2015","Danbury","Region 5","3-5","Reunification","2","3","5","Age"
"2017-09-14T00:00:00.000","2015","Hartford","Region 4","6-12","Reunification","7","25","32","Age"
"2017-09-14T00:00:00.000","2015","Other","Region 0","6-12","Reunification","1","0","1","Age"
"2017-09-14T00:00:00.000","2015","Bridgeport","Region 1","3-5","Reunification","7","3","10","Age"
