"the_geom","miles","stateab","cntyfips","stcntyfips","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","net","passngr","shape_leng","shape_stlength","frfranode","tofranode","fraregion","fraarcid","country","objectid","stfips","yardname","tracks"
"MULTILINESTRING ((-117.32422812283 34.07863295115, -117.324307406162 34.078438586072, -117.324497581298 34.077972383819, -117.324809878973 34.077206795457, -117.32549099941 34.075536999933, -117.325537070779 34.075422876864, -117.326135153215 34.073941321135, -117.326301999937 34.073527999917, -117.326513999821 34.072944000865, -117.326689999844 34.072327999438, -117.326834000189 34.071720000178, -117.326888193335 34.071461571894))","0.5211525","CA","071","06071","BNSF",,,"AMTK","SCAX","UP",,,,,,,"S","SAN BERNARDINO","M","B","838.71533076","0.0076609429158302307","325404","325363","7","343104","US","715","06",,"3"
"MULTILINESTRING ((-87.846607206557 42.308439455816, -87.846536971304 42.309871612685, -87.846479864354 42.310471238357, -87.846308542605 42.311461093355, -87.846094390644 42.312246314816, -87.845651810882 42.313545500624, -87.844750000412 42.315149999973, -87.844699999905 42.315260000549, -87.843031200829 42.318231699633))","0.71120656","IL","097","17097","UP",,,"NIRC",,,,,,,,,,"KENOSHA","M","C","1144.578302","0.010596795485447882","412818","412841","4","509915","US","3332","17",,"2"
"MULTILINESTRING ((-71.280978578299 42.593302496413, -71.280962000196 42.593268000218, -71.280853674158 42.593079375513, -71.280676000497 42.592770000635, -71.280519685735 42.592544054065, -71.280385470013 42.592350052313, -71.280345999668 42.592293000222, -71.280104219634 42.591990613076, -71.279971000361 42.591824000177, -71.279900385594 42.59174724484, -71.279556999256 42.59137400011, -71.27951105649 42.591330737324, -71.279327177507 42.591157582756))","0.17153141","MA","017","25017","MBTA",,,"ST",,,,,,,,,,"(MBTA) LOWELL","M","C","276.05359383","0.0027202203544106191","494446","494448","1","377346","US","1199","25",,"1"
"MULTILINESTRING ((-86.311380258692 41.700778092935, -86.309274691274 41.700831094479, -86.307989999839 41.700979999727, -86.306499393332 41.70100455032, -86.306032023759 41.701076822537, -86.305709203117 41.701173187593, -86.305343017166 41.701317734726, -86.305020195626 41.701510463937, -86.304273370719 41.702122378845, -86.303955367746 41.702339199095, -86.303637364773 41.702498201031, -86.303285633625 41.702623474794, -86.302967630652 41.702690930242, -86.302596627033 41.702724658416, -86.299773144315 41.702753567123, -86.29939250536 41.702768021927, -86.298934772921 41.702811386336, -86.298346949952 41.702883658554, -86.29607274616 41.703283571779, -86.295745106052 41.703322117622, -86.295436739314 41.703317299953, -86.295157282183 41.703288390347, -86.294853734013 41.703225753466, -86.294564640646 41.703124569843, -86.2943622734 41.703028206587, -86.294087634836 41.702854749847, -86.293841905879 41.702637929597, -86.293634721865 41.702358471566, -86.293485357064 41.702030833256, -86.293427537851 41.701751375226, -86.293413083047 41.701303279922))","1.05826207","IN","141","18141","NICD",,,,,,,,,,,,,,"M","C","1703.1111236","0.019666226387080137","423868","424026","4","494628","US","3150","18",,"1"
"MULTILINESTRING ((-118.225866314379 34.026365532843, -118.225836591785 34.026231395363, -118.225690862943 34.025573722949, -118.225210161819 34.023404247908, -118.224943249331 34.022199574551, -118.224878466668 34.021907186068, -118.224834999735 34.021710999863, -118.224830598453 34.021674401952, -118.224802443378 34.02144027335, -118.224786081113 34.021304199629, -118.224777999805 34.021236999588, -118.224777700331 34.021222157177, -118.224768156725 34.020749326021, -118.224767000197 34.020692000535, -118.224784316643 34.020341754169, -118.224812763098 34.019766416487, -118.224825367996 34.019511464982, -118.224825841939 34.019501894397, -118.224828473355 34.019448662626, -118.224830187463 34.019413989264, -118.224832724451 34.019362691035, -118.224833385452 34.019349317217, -118.224831769371 34.019272579866, -118.224828077654 34.019097295704, -118.224825188132 34.018960160783, -118.224818210292 34.018906940703, -118.224782227518 34.018632493695, -118.224775999713 34.018584999598, -118.224704937982 34.018355530383, -118.224697637286 34.018331952857, -118.224695202821 34.018324094581, -118.224688242069 34.018301615127, -118.224682903693 34.018284374225, -118.224680000681 34.018275000591, -118.224676573365 34.018267529023, -118.224577252238 34.018051012744, -118.224530000959 34.0179479999, -118.224454701623 34.017821285424, -118.224395564004 34.017721765547, -118.224303293562 34.01760142007, -118.224224000337 34.017498000732, -118.224100649325 34.017369082018, -118.223935999647 34.017197000341, -118.223921988209 34.017185149075, -118.22372200057 34.017016000088, -118.223719865579 34.01701443257, -118.223466000456 34.016828000412, -118.22345300795 34.016820934439, -118.223191436536 34.01667866259, -118.223112999465 34.016635999652, -118.222912930887 34.016544466654, -118.222844155234 34.016513000275, -118.222640556816 34.016446778696, -118.222549000436 34.016416999445, -118.222313003043 34.016360995963, -118.22211128151 34.016313125051, -118.221906035535 34.016279842041, -118.221759122286 34.016256018101, -118.221732967303 34.016252749065, -118.221592745009 34.016235220379, -118.221485472976 34.016221813286, -118.221453225986 34.016217781625, -118.221413973276 34.016212874924, -118.221397780083 34.01621085055, -118.221378407787 34.016208428676, -118.220874324291 34.016177745607, -118.220220638572 34.016137953304, -118.219989337438 34.016123872619, -118.219679813273 34.016098652031, -118.219274964568 34.016065662201, -118.219141262359 34.01604783494, -118.219018735126 34.016031498755, -118.218745605625 34.015995080708, -118.218704654996 34.015989620924, -118.218703894169 34.015989518402, -118.218245812794 34.015892616451, -118.21820896757 34.015884822027, -118.218034202317 34.015834897962, -118.217860719497 34.015785339922, -118.217653000386 34.015725999955, -118.217547321951 34.015691505559, -118.216838682259 34.015460190935, -118.215915999424 34.015158999888, -118.214868176825 34.014804488037))","1.20697391","CA","037","06037","SCAX",,,"AMTK","BNSF",,,,,,,,"S","RIVER","M","B","1942.44009742","0.019045915743530387","321756","322052","7","345929","US","825","06",,"2"
"MULTILINESTRING ((-76.69357078936 39.179510404981, -76.69348794831 39.17986420367, -76.692863869172 39.182529550498, -76.692671999713 39.183349000156, -76.692624780809 39.183582560387, -76.692539978337 39.18400201678, -76.692523000036 39.184085999969, -76.692453580468 39.184560523649, -76.692450000267 39.184584999598, -76.692407000083 39.185071000426, -76.692402695928 39.185240322983, -76.692396766697 39.185473479418, -76.692392000291 39.185660999755, -76.692407180847 39.18593015875, -76.692429000198 39.186317000329, -76.69245356518 39.186490908529, -76.69251699976 39.186940000281, -76.692593034741 39.187276099412, -76.692673999805 39.187633999909, -76.692767350333 39.187930286953, -76.69290399962 39.188364000298, -76.692943656125 39.188464361041, -76.693294000518 39.189350999949, -76.693936002245 39.190840343807, -76.694541010359 39.192243862664))","0.90808661","MD","003","24003","AMTK",,,"MARC","NS",,,,,,,,,"NORTHEAST CORRIDOR","M","B","1461.42665399","0.013251313041628205","478219","478212","2","394199","US","2267","24",,"3"
"MULTILINESTRING ((-75.066070999277 39.973596912168, -75.066032549662 39.973830895979, -75.065976386101 39.973954453835, -75.065957440084 39.973990159618, -75.065947591608 39.974008721625, -75.065854455119 39.974184246806, -75.065848569956 39.974195133998, -75.065760662125 39.974357765598, -75.06572729278 39.974416494925, -75.065700395857 39.974463830741, -75.065643420208 39.974564109646, -75.065545114415 39.974737782223, -75.065502730267 39.974812663374, -75.065371418456 39.975047146309, -75.065340855896 39.975095900356, -75.065307805811 39.97514862401, -75.065231235733 39.975270773527, -75.065174453438 39.975361354143, -75.065091559328 39.975484942576, -75.065043197386 39.97555704662, -75.0650057703 39.975606819599, -75.064684182629 39.976034500292, -75.064661999951 39.976063999854, -75.064339201793 39.976420215021, -75.064187830604 39.976587254198, -75.064178999261 39.976597000152, -75.064153057418 39.976620975178, -75.0640169792 39.976746730977, -75.064003367062 39.976759310694, -75.063998503528 39.976763805505, -75.063862303902 39.97688967372, -75.063702689527 39.97703718232, -75.063533000048 39.977193999803, -75.06337880229 39.977313847056, -75.063071000326 39.977553079311, -75.062926999981 39.97766499994, -75.062640547923 39.977857780412, -75.062322887591 39.978071561853, -75.062313465394 39.978077902973, -75.062311286337 39.978079369767, -75.062295249626 39.978090161632, -75.06229305528 39.978091639218, -75.062140480799 39.978194320212, -75.062138448331 39.978195688081, -75.062093898614 39.978225669679))","0.39112693","NJ","007","34007","NJT",,,"CSAO","CSXT","NS",,,,,,,,"RIVER LINE","M","C","629.45903488","0.0062332825553411348","485132","485148","1","394827","US","2354","34",,"1"
"MULTILINESTRING ((-117.612568549499 33.886022398415, -117.612446516893 33.886042882273, -117.611790149396 33.886153060016, -117.609625624223 33.886516370834, -117.607688114915 33.886841542303, -117.606976538936 33.886960957882, -117.605106036315 33.887274841061, -117.603803262211 33.887493436573, -117.603582448971 33.887530487742))","0.52331662","CA","065","06065","BNSF",,,"AMTK","SCAX",,,,,,,,"S","SAN BERNARDINO","M","B","842.19815168","0.0091117691013646845","324335","324346","7","523692","US","3756","06","WEST CORONA YARD","2"
"MULTILINESTRING ((-121.274507214137 37.886017062837, -121.274517738003 37.884755544233, -121.274542350649 37.881805865948, -121.274550462534 37.880834188047, -121.274605043288 37.874297883041, -121.274623746489 37.872059359852, -121.27465199959 37.868678999836, -121.274709479759 37.861405507958, -121.274756068238 37.855515498941, -121.274775556547 37.853053041864, -121.274802649523 37.849631036943, -121.274803460711 37.849528577182, -121.274817194258 37.847794619526))","2.66198568","CA","077","06077","UP",,,"BNSF",,,,,,,,,,"FRESNO","M","C","4284.0592434","0.038223701164841938","313744","313740","7","330021","US","314","06",,"2"
"MULTILINESTRING ((-87.990576245597 41.677095320093, -87.986022229842 41.678367979499, -87.97973500017 41.680125000269, -87.979379581802 41.680236911005, -87.978754508014 41.680433870627, -87.974163999569 41.681996999362, -87.971686653316 41.682852383231, -87.969427398056 41.683632464167, -87.968300214783 41.684021659272, -87.962617683859 41.68598373626, -87.959825000224 41.68694800015, -87.958501059676 41.687458033561, -87.957556611448 41.687822317446))","1.85374595","IL","031","17031","CN",,,"AMTK","CSS","NIRC","UP",,,,,,,"JOLIET (CN)","M","B","2983.3208848","0.03473469540667453","411365","411611","4","490783","US","2951","17",,"2"
"MULTILINESTRING ((-73.980993999873 40.583457999687, -73.981076000057 40.583185999734, -73.98121819996 40.582914300155, -73.981231993761 40.582888012072, -73.981735999916 40.58175599944, -73.981738645722 40.581747591678, -73.981764000308 40.581666999832, -73.981920999455 40.581164000019, -73.981970568287 40.581004071781, -73.9819740001 40.580993000227, -73.981912423519 40.580555544803, -73.981744000285 40.579358999518, -73.981706419416 40.579129182266, -73.981691999686 40.579041000142, -73.981641501854 40.578731356367, -73.981509999387 40.577924999939, -73.981349720413 40.577199527636, -73.981282000564 40.576893000012, -73.981117000149 40.576447000129, -73.980803375975 40.576222254154, -73.980503000613 40.576007000523, -73.980081000038 40.575734000524, -73.979903369545 40.575696764994, -73.979790000108 40.575673000409, -73.979291999626 40.575568000063, -73.979003000688 40.575546999994, -73.97813500023 40.575789999509, -73.976611000098 40.576116000153, -73.975078000449 40.57634800006, -73.973924000292 40.576408000129, -73.972983000065 40.576505000106))","0.95293254","NY","047","36047","LI",,,,,,,,,,,,,,"M","C","1533.59932535","0.015760215354641931","490125","490152","1","524977","US","3766","36",,"1"
"MULTILINESTRING ((-73.682809637255 40.730327437761, -73.680587289272 40.730859462294, -73.678133283124 40.73144694532, -73.677936796546 40.731493982561, -73.677740233525 40.731541039587, -73.676774604464 40.73177220942, -73.674013192055 40.732433284868, -73.672364951481 40.732827868711, -73.670977204035 40.733160092664, -73.670610000051 40.733247999596, -73.669063073502 40.733585185108, -73.668884999643 40.733623999848, -73.667787156752 40.733886723294, -73.663494680935 40.734913946921, -73.661163895397 40.735471723541, -73.660830368327 40.735551539272, -73.658805325305 40.736036148849, -73.657254153057 40.736407357514, -73.656164999415 40.736667999928, -73.653918075659 40.737230685947, -73.652635000305 40.737551999325, -73.651701179366 40.737772562554, -73.648825303945 40.738451828589, -73.646928104948 40.738899936483, -73.643707246892 40.739660683794, -73.639845392551 40.740572831971, -73.639648582216 40.740619317927))","2.35771733","NY","059","36059","LI",,,"NYA",,,,,,,,,,"MAIN LINE (LI)","M","C","3794.38582703","0.044371762349206804","491212","491246","1","383640","US","1686","36",,"1"
"MULTILINESTRING ((-80.070556518968 26.553563126637, -80.070524000382 26.555076999504, -80.070442463349 26.559239799377, -80.070220990007 26.570546947584, -80.069994831196 26.582093302864, -80.069888566404 26.587518490086))","2.32079601","FL","099","12099","SFRC",,,"AMTK","CSXT",,,,,,,,"S","MIAMI (TCCX)","M","B","3734.96660032","0.033961935215451218","460638","460649","3","471490","US","2888","12",,"1"
"MULTILINESTRING ((-87.694380318197 41.826458426215, -87.69282817558 41.826490386322))","0.07957011","IL","031","17031","CN",,,"AMTK","CSS","NIRC","UP",,,,,,,"JOLIET (CN)","M","B","128.05593092","0.0015524716270747061","414006","414013","4","492862","US","3080","17",,"2"
"MULTILINESTRING ((-79.535071999673 43.637510999733, -79.535162000226 43.637435999872))","0.00687254","ON",,,"CPRS",,,,,,,,,,,,,"GALT","M","C","11.06031105","0.00011715408126448838","634652","634651","99","746640","CA","3601",,,"2"
"MULTILINESTRING ((-74.184605653428 40.750972730607, -74.184578066724 40.750995534716, -74.184320987424 40.75120805171, -74.184036080401 40.751547225624, -74.183873277929 40.751872833265, -74.183886844202 40.752266274969, -74.184117482536 40.753663672141, -74.184280285906 40.754192782871, -74.184945066562 40.755278139575, -74.185162138622 40.755793684931, -74.185257107929 40.75643133214, -74.185277968603 40.75696329552, -74.185284240475 40.757123246241, -74.185175706693 40.75786942993, -74.185172101311 40.757880810851, -74.184917934015 40.758683446784, -74.184434226458 40.759860889568, -74.184159494365 40.760339124751, -74.183966166206 40.760664732392, -74.183742310559 40.761000514063, -74.18336582827 40.761407522939, -74.182938468635 40.761814531815, -74.182592512035 40.762180839174, -74.182053225476 40.762638723598, -74.181717442906 40.762974507068, -74.181432537681 40.763320464568, -74.18113745483 40.763757999132, -74.180699921164 40.764348161239, -74.179651873735 40.765752341997, -74.179346616853 40.766230577179, -74.178095065435 40.768011239327, -74.177718582247 40.768489476308, -74.177535427218 40.768794731392, -74.177454025982 40.769089814244, -74.177372624747 40.769374719468, -74.177352273089 40.769618924973, -74.177392974606 40.770005583091, -74.177474375842 40.770310839973, -74.177966123338 40.771628837801, -74.178231432335 40.77264183865, -74.17827967107 40.773461884558, -74.178159075581 40.774137218758, -74.177773171095 40.775005503401, -74.177248725149 40.775851390429, -74.177025481041 40.776211456494, -74.176454577916 40.77684408099, -74.176133075681 40.777200335727, -74.175938846401 40.77748873122, -74.175364991701 40.778340787597, -74.175090261406 40.778757176403, -74.174944310432 40.779001859448))","2.12481633","NJ","013","34013","NJT",,,,,,,,,,,,,"NEWARK CITY SUBWAY","M","C","3419.56725831","0.032299215505687276","487958","488074","1","389449","US","2052","34",,"1"
"MULTILINESTRING ((-117.332035008009 33.134342130885, -117.331529738307 33.133345725225, -117.331456740336 33.133201822906))","0.0858213","CA","073","06073","SDNR","BNSF",,"AMTK","PSRR","SCAX",,,,,,,"S","SAN DIEGO (SDNR)","M","B","138.11626457","0.0012785522249821879","325269","325279","7","339110","US","584","06",,"1"
"MULTILINESTRING ((-75.182699999705 39.96080000012, -75.183110000626 39.961290000233))","0.04036273","PA","101","42101","AMTK",,,"NJT","NS","SEPA",,,,,,,,"NORTHEAST CORRIDOR","M","B","64.95765398","0.00063890599171297991","484553","484548","2","396564","US","2411","42",,"4"
"MULTILINESTRING ((-77.168638486677 38.765962231572, -77.167231017997 38.766546347536, -77.166638287427 38.766792337297, -77.16630994225 38.766928604372, -77.165812661225 38.767134981694, -77.165511583493 38.7672599326, -77.165234003247 38.767375130358, -77.165074858318 38.767441178368, -77.165002999789 38.767470999887, -77.164904572588 38.767515000117, -77.164531472649 38.767681786585, -77.164143999746 38.767855000508, -77.163720625906 38.768080677281, -77.163616762304 38.768136041345, -77.163261852952 38.768325222731, -77.162993999773 38.768467999998, -77.162737739755 38.768626592743, -77.162581682199 38.768723173636, -77.16257426549 38.768727761977, -77.162442999545 38.768808999536, -77.162399311379 38.768838997322, -77.161956037341 38.769143344989, -77.161823999778 38.769234000249, -77.161667383743 38.769353748577, -77.161259000702 38.769666000386, -77.160976770062 38.769906658066, -77.160647999506 38.77018700013, -77.160501740063 38.770331584135, -77.160235039815 38.770595230286, -77.159774999716 38.771050000357, -77.159666997434 38.771176231898, -77.159383999672 38.771506999848, -77.159133544777 38.771831427578, -77.159125726971 38.771841553945, -77.158953999627 38.772063999454, -77.158829789763 38.772241980683, -77.158774006615 38.772321910628, -77.158656000274 38.77249099936, -77.15858225137 38.772611216235, -77.158310000506 38.773055000188, -77.158240755406 38.773186693311, -77.158065090831 38.773520781559, -77.157933000208 38.773771999978, -77.157734691603 38.774237017824, -77.157704035513 38.774308906931, -77.157628702902 38.774485553566, -77.157587999586 38.774581000413, -77.157393495114 38.775164514731, -77.157366000141 38.775247000549, -77.157210907557 38.77586567566, -77.157186771552 38.775961953481, -77.157182999796 38.775977000039, -77.156684000166 38.778854000512, -77.156503647425 38.779942249435, -77.156271625035 38.781342278923, -77.155705976649 38.784755405737, -77.154932992264 38.789419600134, -77.154920000657 38.789497999433, -77.154835049798 38.78997605655, -77.154828189769 38.790014662647, -77.15481800045 38.790071999823, -77.154705583396 38.790542331763, -77.154681999575 38.790640999982, -77.154498000083 38.791197999588, -77.154497113351 38.791199938526, -77.154253621907 38.791732990085, -77.154165000015 38.791926999931, -77.154016272833 38.792173584144, -77.15378199944 38.792561999537, -77.153660863458 38.792730774406, -77.153432401484 38.793049079551, -77.15342599921 38.793057999927, -77.15332868537 38.79317163916, -77.15324396114 38.793270574478, -77.15296100025 38.793600999786, -77.152951491718 38.793610274495, -77.152820027023 38.793738522315, -77.152497069684 38.794053571915, -77.152430000944 38.794118999392, -77.151810000231 38.794625000244, -77.151488623901 38.794843247718, -77.15116517913 38.795062900832, -77.151139999911 38.795079999642, -77.150387578524 38.79549561593, -77.150315648049 38.795535347978, -77.150232999453 38.795581000263, -77.150083602276 38.795645665115, -77.149775287699 38.795779114615, -77.149227999872 38.796016000538, -77.14896068179 38.796100535911, -77.148174999876 38.796349000606, -77.147818312565 38.796425518523, -77.147009554048 38.796599020229, -77.146991000135 38.796602999729, -77.134627514548 38.798352430221, -77.134487487408 38.798372244084, -77.130856605948 38.79888601238, -77.124708023856 38.799756035413, -77.123847075882 38.799877858476, -77.123088441978 38.799985205153))","3.9189468","VA","059","51059","CSXT",,,"AMTK","VREX",,,,,,,,"S","RF&P","M","B","6306.94613713","0.065223952085782633","475568","475669","2","396148","US","2399","51",,"2"
"MULTILINESTRING ((-118.177718151671 34.011597994852, -118.17610196923 34.011459168306))","0.09257304","CA","037","06037","UP",,,"SCAX",,,,,,,,,,"LOS ANGELES","M","C","148.98215791","0.001622133931594252","322555","322568","7","327933","US","259","06","EAST YARD","2"
"MULTILINESTRING ((-118.589074388572 34.239329344274, -118.589959999554 34.239510000087, -118.590700000405 34.239679999832, -118.591500000425 34.239910000546, -118.592319999568 34.240209999992, -118.592910636517 34.240470423871, -118.593462661073 34.240735936115, -118.593940086865 34.240992595432, -118.594366361019 34.241247485783, -118.594711643128 34.241465204456, -118.594755453601 34.241495464844, -118.59515529578 34.241771642148, -118.595472541525 34.242010380675, -118.595849879968 34.242310558186, -118.596220650662 34.242640515847, -118.596432510252 34.242845971365, -118.596624704367 34.243032352261, -118.59691871073 34.24333981608, -118.597239444944 34.243706070379, -118.597423318531 34.243936723101, -118.597544231481 34.244088392865, -118.597762255024 34.244397988077, -118.59824758226 34.245152158645, -118.598430880281 34.245486685762, -118.59869729994 34.246044224961, -118.598889123534 34.246500874616, -118.599068158768 34.247019470472, -118.59912501211 34.24721577269, -118.599189647284 34.247438944851, -118.599268508835 34.247766382612, -118.599345236294 34.248136296253, -118.599358682057 34.24822042873, -118.599404915305 34.248509748726, -118.59944114899 34.24883364046, -118.599470988495 34.249283196263, -118.599485181596 34.249870910414, -118.599486973945 34.249945134161, -118.599486256286 34.251198093917, -118.599488433544 34.252364578463, -118.599489644931 34.253013135348))","1.24096896","CA","037","06037","SCAX",,,"AMTK","UP",,,,,,,,"C","VENTURA","M","B","1997.14994495","0.019307316324385145","320207","320180","7","334314","US","445","06",,"1"
"MULTILINESTRING ((-73.869914686114 40.846224346876, -73.869528024399 40.846795418174))","0.04452882","NY","005","36005","LI",,,,,,,,,,,,,,"M","C","71.66233742","0.00068965912531778677","490670","490673","1","388722","US","1973","36",,"1"
"MULTILINESTRING ((-79.881240000326 43.517910000746, -79.881559000647 43.51778700047, -79.882499999975 43.517423999918, -79.88361800027 43.516982000219, -79.88374299974 43.516932999758, -79.883782000639 43.51691699992, -79.883830000154 43.516897999943, -79.883862999878 43.516885000243, -79.883917999716 43.516864000174, -79.884331999922 43.516699999805))","0.17593553","ON",,,"CPRS",,,,,,,,,,,,,"GALT","M","C","283.14135917","0.0033203611803895917","632360","632339","99","742913","CA","3535",,,"2"
"MULTILINESTRING ((-76.819731375003 39.119977432213, -76.819099269416 39.120227866423, -76.81742974009 39.120889315989))","0.13798999","MD","027","24027","CSXT",,,"MARC","NS",,,,,,,,"S","CAPITAL","M","C","222.07381464","0.0024756928913060331","477376","477384","2","413621","US","2561","24",,"2"
"MULTILINESTRING ((-77.22385295455 38.696746280816, -77.22384772769 38.696762395768, -77.223367809876 38.698242428046, -77.223319322029 38.698391964618, -77.223318175393 38.698395497155, -77.220315567509 38.707655319837, -77.220013391705 38.708587207234, -77.219874999532 38.709013999397, -77.219770553168 38.709300201443, -77.219765633877 38.709313679583, -77.219620999509 38.709710000017, -77.219597873443 38.709759704647, -77.219352999741 38.710285999599, -77.219223951524 38.710505235428))","0.99025386","VA","059","51059","CSXT",,,"AMTK","VREX",,,,,,,,"S","RF&P","M","B","1593.6622998","0.014527143373216325","475392","475423","2","405510","US","2513","51",,"2"
"MULTILINESTRING ((-117.647386414052 34.094436888552, -117.649964558118 34.094430837014, -117.650116628979 34.094430478184, -117.65155134262 34.094427083243, -117.656865524724 34.094414368628, -117.65976809742 34.094407326937, -117.662209317006 34.094401350942, -117.665463285402 34.094393310103, -117.668550504202 34.094385601115, -117.669533232972 34.094383130677, -117.670390324654 34.094380971405, -117.674564190685 34.094370363002, -117.674705999382 34.094369999676, -117.675039709015 34.094353589746, -117.675545526405 34.094328715398, -117.676007475764 34.094305994926, -117.67628788258 34.094292202923, -117.676352999791 34.094289000437, -117.676434586287 34.094280430797, -117.676490173383 34.094274592399, -117.677049975276 34.094215788428, -117.677135200429 34.094206835677, -117.679082370255 34.094002278582, -117.679599000194 34.093948, -117.6796553697 34.093945829037, -117.680134653491 34.093927370452, -117.680959518867 34.093895600102, -117.681026999496 34.093893000162, -117.681521649105 34.093893501084, -117.682279994326 34.093894263709, -117.68404454422 34.093896023683, -117.689559998195 34.09390155811, -117.689648421338 34.093901645345, -117.689993210618 34.093901981691, -117.690405326744 34.093903276715))","2.4498519","CA","071","06071","SCAX",,,"BNSF",,,,,,,,,,"SAN GABRIEL","M","C","3942.66233955","0.043039912830273766","324292","324238","7","524468","US","3758","06",,"1"
"MULTILINESTRING ((-71.133353007335 42.421757828761, -71.132623336997 42.421163622403, -71.130226625758 42.419211864236, -71.128600241408 42.417887422766, -71.128506956531 42.417811457033, -71.12834108917 42.417676383358, -71.128176352257 42.417542228791, -71.12808416815 42.417467159682, -71.126822248448 42.416439517869, -71.125999619687 42.415769611079, -71.12599957562 42.415769576005, -71.125663406341 42.415495816978, -71.125193633779 42.415113257971, -71.123370999372 42.413629000678, -71.122550199832 42.412957531765, -71.121423451831 42.412035779727, -71.118710000266 42.409816000208, -71.118147089417 42.409308086499, -71.118013999646 42.409188000026, -71.117619427495 42.408757745474, -71.11743900011 42.40856099989, -71.116552000574 42.407414000056, -71.116450084004 42.407277532432, -71.115136049489 42.405518014245, -71.113259578067 42.403005378595, -71.110929538068 42.399885408285, -71.110514265321 42.399329347571, -71.108890308241 42.397154833629, -71.106743010482 42.394279559854, -71.106742725396 42.394279176743, -71.106386706281 42.393802460515, -71.106236999738 42.393601999832, -71.105879402313 42.393158545031, -71.105832999993 42.393101000111, -71.105578790429 42.392821098715, -71.105561429017 42.392801982725, -71.10551885601 42.392755108262, -71.105456999741 42.392686999905, -71.105059999419 42.392303000183, -71.104952108653 42.392210852949, -71.104907585916 42.392172826914, -71.10479702866 42.392078402596))","2.53696034","MA","017","25017","MBTA",,,"AMTK","ST",,,,,,,,,"(MBTA) LOWELL","M","B","4082.85006906","0.041472901607864286","494723","494807","1","377328","US","1186","25",,"2"
"MULTILINESTRING ((-74.018658789771 40.204619220001, -74.018006442243 40.206432745175, -74.017194858956 40.208688941841))","0.29352648","NJ","025","34025","NJT",,,,,,,,,,,,,"NORTH JERSEY COAST LINE","M","C","472.3860238","0.0043250120566324301","489908","489919","1","388636","US","1929","34",,"1"
"MULTILINESTRING ((-87.752567972634 42.040614296213, -87.752302055695 42.039763100487, -87.751923515758 42.038753309318, -87.751351012739 42.037396012916, -87.750756611229 42.036136639195, -87.750052714561 42.034606699939, -87.74941764211 42.032969438289, -87.74878256966 42.030965950219, -87.747909738044 42.028146031514, -87.747299693726 42.026252020614, -87.746943051381 42.025510261589, -87.74638619117 42.024756829364, -87.745366323097 42.023847103061, -87.744349747443 42.023236146831, -87.743075681497 42.022737979974, -87.741521943483 42.022448346114, -87.739874980846 42.022402004049, -87.733613416926 42.022436760148, -87.72694788114 42.022448346114, -87.723296596761 42.022459931181, -87.721603022262 42.022517858313, -87.718775218302 42.022749564141, -87.717174868425 42.02278432114, -87.714121848145 42.022757801931, -87.711483885673 42.022698555494, -87.707834174208 42.022607711377, -87.706245039777 42.022619560844, -87.705604088458 42.022639309057, -87.702088072906 42.02274956504, -87.700767395099 42.022680052842, -87.698452325215 42.022413590015, -87.697442396449 42.022309320819, -87.696075106781 42.022309320819, -87.69417954545 42.022390418983, -87.69324730372 42.022390418983, -87.688617163951 42.02192700193, -87.687949056704 42.021903831796, -87.684950342884 42.021915415964, -87.680879549951 42.021869073899, -87.679465646622 42.021892244931, -87.678517866406 42.021811146767, -87.677632236538 42.021625778507, -87.677395105999 42.021544024737, -87.676187259834 42.02112759906, -87.674431535887 42.020212328436))","4.91830521","IL","031","17031","CTA",,,,,,,,,,,,,,"M","C","7915.26081553","0.090065293042572395","413433","414241","4","511443","US","3356","17",,"1"
"MULTILINESTRING ((-75.031430402791 39.886621812447, -75.031797608573 39.887218926312, -75.031847693616 39.887300370716, -75.031924876132 39.887436047835, -75.031933309974 39.88745087226, -75.032088075204 39.887722926172, -75.032135120539 39.88782674301, -75.032289083574 39.888166495188, -75.032487049538 39.888621284145, -75.032510311402 39.888674720962, -75.032597224582 39.888874384845, -75.032884010289 39.889617688006, -75.032980728778 39.889868367731))","0.24076715","NJ","007","34007","NJT",,,"PATC","CSAO","CSXT","NS",,,,,,,"ATLANTIC CITY LINE","M","C","387.47794793","0.0036071823400430454","485249","485236","1","409519","US","2556","34",,"2"
"MULTILINESTRING ((-74.543965906301 40.379098609313, -74.54287795955 40.379957457371, -74.539823674823 40.382368575749))","0.31423976","NJ","023","34023","AMTK",,,"CSAO","CSXT","NJT","NS",,,,,,,"NORTHEAST CORRIDOR","M","B","505.72088711","0.0052773821270903788","486368","486371","1","381235","US","1583","34",,"4"
"MULTILINESTRING ((-74.897134308901 40.176822844699, -74.896519999998 40.17807000023, -74.894889999474 40.182389999799, -74.893790000008 40.185420000133, -74.893259999849 40.186739999851, -74.893146056645 40.18700096872))","0.73907792","PA","017","42017","CSXT",,,"SEPA",,,,,,,,,"S","TRENTON LINE","M","C","1189.4329901","0.010938202894349476","485526","485551","2","396682","US","2416","42",,"1"
