"the_geom","fraarcid","miles","stateab","cntyfips","stcntyfips","fraregion","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","frfranode","tofranode","net","passngr","objectid","shape_stlength","country","stfips","tracks","carddirect","km","timezone","im_rt_type","ds"
"MULTILINESTRING ((-118.172769153 40.945164646, -118.171123488 40.945395316, -118.17085107 40.9454335, -118.167253381 40.945937686, -118.16355928 40.946455261, -118.16116836 40.946790181, -118.158794685 40.947122633, -118.153978269 40.947797052, -118.149168957 40.948470262, -118.148848659 40.948515089))","326829","1.26290144","NV","013","32013","7","UP",,,"BNSF",,,,,,,,,"C","WINNEMUCCA","322610","322814","M",,"3541","0.024153995605958725","US","32","1",,"2.03244693","P","DS","UP-DS"
"MULTILINESTRING ((-149.801626669 61.618548372, -149.79945108 61.618127578, -149.799196668 61.618078371, -149.799074861 61.618065169, -149.796336669 61.617768371, -149.793834164 61.617167769, -149.793336669 61.61704837, -149.766419236 61.61216763, -149.763996671 61.611728365, -149.762786672 61.611408365, -149.762226673 61.611238365, -149.761446673 61.610958364, -149.760526673 61.610588364, -149.759626673 61.610148364, -149.759236674 61.609928364, -149.758716673 61.609618364, -149.758146675 61.609168364, -149.75800265 61.60902434, -149.757706674 61.608728364, -149.757066675 61.607998363, -149.756686676 61.607448363, -149.756436675 61.606948363, -149.756217424 61.606135298, -149.756196676 61.606058363, -149.756116677 61.605558363, -149.756116677 61.605188363, -149.756116677 61.605008363, -149.756216677 61.604428364, -149.756286678 61.604138363, -149.756626679 61.603158363, -149.757505987 61.60113678, -149.757696681 61.600698363, -149.757936681 61.599938363, -149.758046682 61.599408363, -149.758084932 61.598930227, -149.758086681 61.598908363, -149.758056683 61.597918363, -149.757916683 61.597348362, -149.757726683 61.596848363, -149.757386684 61.596348363, -149.756916683 61.595818363, -149.756636684 61.595568362, -149.756146683 61.595188363, -149.755416684 61.594718363, -149.754606685 61.594288362, -149.754246684 61.594128362, -149.753876685 61.593988362, -149.752706685 61.593638362, -149.751526685 61.593358362, -149.750456686 61.593138361, -149.740304733 61.591400587, -149.732346688 61.590038358, -149.726686688 61.589088358, -149.722892662 61.588492838, -149.722736688 61.588468356, -149.722625901 61.588448723, -149.72115669 61.588188356, -149.71583669 61.587228355, -149.71269669 61.586738355, -149.71148669 61.586618355, -149.710296691 61.586538355, -149.70906669 61.586518355, -149.70799669 61.586548354, -149.70680669 61.586618354, -149.70608669 61.586678353, -149.70521669 61.586778354, -149.70384669 61.586968354, -149.70091669 61.587418353, -149.699616689 61.587568353, -149.697346688 61.587768353, -149.696066688 61.587848353, -149.695096689 61.587878353, -149.693906689 61.587868352, -149.691076689 61.587738352, -149.688886689 61.587628352, -149.686606689 61.587478351, -149.684206689 61.58729835, -149.681836689 61.58708835, -149.67817669 61.586738349, -149.66850669 61.585748347, -149.664386691 61.585348347, -149.66227669 61.585148346, -149.662236691 61.585148346, -149.655026691 61.584538346, -149.65496289 61.584533346, -149.65052669 61.584188344, -149.647706691 61.583998344, -149.644766691 61.583828344, -149.641836691 61.583678343, -149.638906691 61.583538343, -149.633056692 61.583328342, -149.631696691 61.583298341))","301641","7.40668767","AK","170","02170","8","ARR",,,,,,,,,,,,"C","ANCHORAGE","300110","300206","M","D","391","0.18603274202683032","US","02","1",,"11.9199322","K",,
"MULTILINESTRING ((-116.602800792 33.900617484, -116.602201316 33.900635569, -116.580839152 33.901278149))","522123","1.25371115","CA","065","06065","7","UP",,,"AMTK",,,,,,,,,"S","YUMA","326968","327039","M","A","26171","0.021971575042121314","US","06","2",,"2.01765656","P","DS","UP-DS"
"MULTILINESTRING ((-118.993167236 47.407938912, -118.992922566 47.407878453, -118.991563313 47.407542578, -118.990559223 47.407294465, -118.989425749 47.407014381, -118.985620748 47.406074155, -118.982933993 47.40541025, -118.98268327 47.405348297))","314390","0.52568167","WA","025","53025","8","BNSF",,,"AMTK",,,,,,,,,"S","COLUMBIA RIVER","319599","319638","M","A","2371","0.010799297623846496","US","53","1",,"0.84600434","P","INT","BN-INT"
"MULTILINESTRING ((-97.936186314 29.882861224, -97.935884702 29.883143651))","441469","0.02657568","TX","209","48209","5","UP",,,,,,,,,,,,"S","AUSTIN","354444","354446","M",,"17057","0.00041320068836613901","US","48","1",,"0.0427695","C",,
"MULTILINESTRING ((-86.404808113 35.657101766, -86.404548963 35.656800808, -86.404371115 35.656137235, -86.403878725 35.654299916, -86.402921147 35.650944895, -86.402508854 35.649500368, -86.402034255 35.647793535, -86.40187144 35.646629505))","468153","0.74901455","TN","149","47149","3","CSXT",,,,,,,,,,,,"S","CHATTANOOGA","423435","423445","S",,"21051","0.010924466718324229","US","47","0",,"1.20542449","C","INT",
"MULTILINESTRING ((-97.209184024 38.917293536, -97.205715936 38.91781904, -97.204323952 38.918036761))","354375","0.26452155","KS","041","20041","6","UP",,,,,,,,,,,,"S","SALINA (UP)","358993","359005","M",,"7698","0.0049165837507392524","US","20","1",,"0.42570702","C","DS","UP-DS"
"MULTILINESTRING ((-110.451298579 31.98735546, -110.451256314 31.987353052, -110.449816404 31.98727101, -110.449304405 31.98726401, -110.449132223 31.987273248, -110.448633405 31.98730001, -110.448082864 31.987373785, -110.447939405 31.98739301, -110.447278668 31.987544369, -110.447031405 31.987601009, -110.445903815 31.987906589, -110.445351294 31.98805632, -110.444275289 31.988347902))","340585","0.4212734","AZ","003","04003","7","UP",,,"AMTK",,,,,,,,,"S","LORDSBURG","335795","335797","M","A","5657","0.0071558385623382145","US","04","1",,"0.67797518","Z","DS","UP-DS"
"MULTILINESTRING ((-120.00474976 47.230393689, -120.004683134 47.230407274, -120.004184981 47.230508847, -120.004173168 47.230512058, -120.003737207 47.230630572, -120.003523043 47.230688792, -120.003473243 47.23070233, -120.003257982 47.230760847, -120.003012301 47.230844535, -120.002344981 47.231071847, -120.002050947 47.231192891, -120.001744981 47.231318847, -120.001564268 47.231405413, -120.001234739 47.231563266, -120.001125906 47.2316154, -120.001005982 47.231672847, -120.000502671 47.231952845, -120.000419981 47.231998846, -120.000387216 47.232019723, -120.000271183 47.232093653, -120.00001124 47.232259278, -119.999843982 47.232365846, -119.999679887 47.232486334, -119.999271981 47.232785847, -119.999063824 47.232961582, -119.998828981 47.233159847, -119.998649537 47.233330906, -119.998400981 47.233567847, -119.998064276 47.233938396, -119.998012981 47.233994846, -119.997696981 47.234410847, -119.997599429 47.234566332, -119.997551395 47.234642894, -119.99751448 47.234701734, -119.997467981 47.234775846, -119.997020499 47.23561862, -119.996486357 47.236624607, -119.996235038 47.237097933, -119.99593517 47.237662694, -119.995152981 47.239135845, -119.995080609 47.239255061, -119.994904544 47.239545087, -119.99487798 47.239588846, -119.994824359 47.239663007, -119.994752723 47.239762084, -119.994705884 47.239826864, -119.994582981 47.239996846, -119.99444215 47.240159672, -119.994330007 47.240289328, -119.994162972 47.240482451, -119.99412198 47.240529845, -119.994100861 47.24055021, -119.993882587 47.240760674, -119.993644846 47.240989911, -119.993506981 47.241122845, -119.993468763 47.241156158, -119.993399259 47.241216743, -119.992358757 47.242123726, -119.989328914 47.24476477, -119.989182627 47.244892285, -119.988749578 47.245269763, -119.988005104 47.245918705, -119.987692293 47.246191374, -119.98768214 47.246200225, -119.987608496 47.246264418, -119.987595688 47.246275583))","313760","1.40092573","WA","025","53025","8","BNSF",,,"AMTK",,,,,,,,,"S","COLUMBIA RIVER","496866","316605","M","A","2323","0.024105082194065802","US","53","1",,"2.25457593","P","INT","BN-INT"
"MULTILINESTRING ((-84.199385373 32.112701291, -84.194873358 32.120805978))","455833","0.61990354","GA","261","13261","3","NS",,,"CSXT",,,,,,,,,"C","ALBANY DISTRICT","434329","434361","M",,"19810","0.0092760029500225973","US","13","1",,"0.99764004","E",,
"MULTILINESTRING ((-84.166870138 39.902019539, -84.167369197 39.903498834, -84.167629516 39.904270461, -84.167698454 39.904474804, -84.168335448 39.906362955, -84.168437455 39.90666532, -84.168570629 39.907106745, -84.168669455 39.90743432, -84.168730648 39.907692826, -84.168825454 39.90809332, -84.168828984 39.908115002, -84.169033287 39.909369725, -84.169037455 39.909395319, -84.16903882 39.909406773, -84.169088005 39.909818819, -84.169274432 39.911380641, -84.169542955 39.91363023, -84.169712352 39.915049369, -84.169840926 39.916126515, -84.169842453 39.916139317, -84.169929453 39.917143317, -84.169936103 39.917491345, -84.169944454 39.917928317, -84.169915454 39.918605317, -84.16990571 39.918712291, -84.169867454 39.919132317, -84.169740773 39.91989501, -84.169673453 39.920300316, -84.169358283 39.921585656, -84.169188504 39.922278064, -84.169172003 39.922345354, -84.169128336 39.922523438, -84.169028337 39.922931262, -84.169027363 39.922935237, -84.169000217 39.923045937))","398499","1.48318937","OH","113","39113","2","CSXT",,,,,,,,,,,,"S","TOLEDO","434581","434562","M",,"13284","0.021505166016612867","US","39","1",,"2.38696668","E","DS","CSXT-3"
"MULTILINESTRING ((-77.043430885 35.115914845, -77.04323857 35.115777476, -77.043089439 35.115648916, -77.043074168 35.115635751, -77.043030827 35.115598387, -77.042997054 35.115569273, -77.042722226 35.115261134, -77.042536343 35.115035418))","479670","0.07951011","NC","049","37049","3","NS",,,,,,,,,,,,"C","EAST CAROLINA BUS UNIT MOREHEAD CITY TO GOLDSBORO","475934","475939","M",,"22844","0.0012605043768074134","US","37","1",,"0.12795937","E",,
"MULTILINESTRING ((-85.740623809 34.944093366, -85.740073771 34.944411128, -85.739692733 34.944617922, -85.73944365 34.944751895, -85.738796264 34.945050285, -85.738772011 34.945060472, -85.738020842 34.945338409, -85.737844085 34.945394928, -85.737263816 34.945548133, -85.736897125 34.945634715, -85.736495493 34.945709728, -85.736081469 34.945776491, -85.735620523 34.945821606, -85.735133329 34.945858253, -85.734903107 34.945861918, -85.734583616 34.945860034, -85.734069079 34.945856457, -85.733350257 34.945822461, -85.733233433 34.945816513, -85.732693992 34.945740029, -85.732611267 34.945730348, -85.732164415 34.945643574, -85.732027814 34.945612441, -85.731229876 34.945406345, -85.730900558 34.945316547, -85.728025311 34.94440697, -85.72537527 34.943576329, -85.724330219 34.943240684, -85.723697018 34.943049885, -85.723584735 34.943016051, -85.723120383 34.942896049, -85.722836749 34.942838642, -85.722425409 34.942783857, -85.721791288 34.942746877, -85.721442909 34.94275612, -85.721121124 34.942782405, -85.720705588 34.94283759))","452327","1.18732919","AL","071","01071","3","CSXT",,,"NS",,,,,,,,,"S","CHATTANOOGA","426487","426580","M",,"19140","0.02070242778859243","US","01","2",,"1.91082493","C","DS","CSXT-3"
"MULTILINESTRING ((-89.276404595 31.297428446, -89.275482452 31.295696923, -89.273054513 31.291137985, -89.271620941 31.288456268, -89.267372396 31.28050757))","476243","1.28539495","MS","035","28035","3","KCS",,,,,,,,,,,,"C","GULFPORT BRANCH","402605","402662","M",,"22174","0.019180637669183528","US","28","1",,"2.06864679","C",,
"MULTILINESTRING ((-75.930908709 40.393739422, -75.930792959 40.394128875, -75.930664654 40.39475684, -75.930650958 40.394823875, -75.930342182 40.397217602, -75.930242344 40.397991566, -75.930219359 40.398169751))","391178","0.3107083","PA","011","42011","2","NS",,,"RBMN","CPRS",,,,,,,,"S","READING LINE","481377","481380","M",,"11845","0.0044892465951200632","US","42","2",,"0.50003754","E","DS","NS-DS"
"MULTILINESTRING ((-86.600054421 33.621267675, -86.601158293 33.620739936, -86.607620513 33.617650475))","474529","0.50068409","AL","073","01073","3","NS",,,,,,,,,,,,"S","AGS NORTH DISTRICT","422764","422741","M",,"21844","0.0083862914325927539","US","01","1",,"0.80577455","C","DS","NS-DS"
"MULTILINESTRING ((-94.37220946 34.494444453, -94.372203452 34.494449348, -94.371599606 34.494941334, -94.369245894 34.496859031, -94.369151204 34.496936181, -94.368898114 34.497142388, -94.368440993 34.497514828, -94.367909173 34.497971034, -94.367807993 34.498057829, -94.36753262 34.498333439, -94.366647994 34.499218828, -94.362611733 34.503353573, -94.362446338 34.503523004, -94.362103562 34.503874143, -94.361669461 34.504318837, -94.361629375 34.5043599, -94.361592938 34.504397226, -94.361565994 34.504424827, -94.361434432 34.504551329, -94.360967995 34.504999827, -94.360941438 34.505022932, -94.360486874 34.505418424, -94.360336994 34.505548827, -94.360006048 34.505810505, -94.359728097 34.50603028, -94.359605994 34.506126827, -94.359447761 34.506238865, -94.359185673 34.506424439, -94.358848994 34.506662826, -94.358453901 34.506915246, -94.358164994 34.507099826, -94.357573589 34.507444481, -94.357421995 34.507532826, -94.357139706 34.507676576, -94.357063728 34.507715266, -94.356689627 34.507905769, -94.356474728 34.508015201, -94.351461996 34.510567826, -94.351140509 34.510743542, -94.350443402 34.511124566, -94.350437876 34.511127586, -94.350409996 34.511142826, -94.350016398 34.511423114, -94.350013997 34.511424825, -94.349859389 34.511564321, -94.349719973 34.51169011, -94.349646303 34.511756579, -94.349614997 34.511784825, -94.349428414 34.511998863, -94.349281997 34.512166825, -94.349217325 34.512265454, -94.34914772 34.51237161, -94.349022997 34.512561825, -94.348957911 34.512690285, -94.348870997 34.512861825, -94.348817284 34.512998344, -94.34877512 34.513105512, -94.348750997 34.513166825, -94.348673928 34.513483994, -94.34866849 34.513506372, -94.348667028 34.51351239, -94.348594997 34.513808825, -94.348419419 34.515113324, -94.348394651 34.515297338, -94.348307249 34.515946711, -94.348007424 34.518174328, -94.347847997 34.519358824, -94.347840865 34.519416014, -94.347707359 34.52048665, -94.347692997 34.520601823, -94.347662997 34.521005824, -94.347669234 34.521182912, -94.347680997 34.521516823, -94.347694357 34.521587889, -94.347743346 34.521848471, -94.347774997 34.522016823, -94.347831836 34.522183617, -94.347896997 34.522374823, -94.347964104 34.522518335, -94.347997437 34.522589621, -94.348011929 34.52262061, -94.348062996 34.522729823, -94.348218177 34.522979343, -94.348289997 34.523094823, -94.348563996 34.523446823, -94.348594471 34.523478798, -94.352268448 34.527333663, -94.353336995 34.528454822, -94.353559572 34.528711945, -94.353866973 34.529067055, -94.353903994 34.529109822, -94.354136022 34.529462007, -94.354183994 34.529534822, -94.354306504 34.529799782, -94.354398995 34.529999822, -94.354417822 34.530061729, -94.354516994 34.530387822, -94.354551368 34.530600403, -94.354581994 34.530789822, -94.354587103 34.53103416, -94.354587111 34.531034605, -94.35458712 34.531035045, -94.354592591 34.531296721, -94.354593994 34.531363822, -94.354587724 34.531423946, -94.354568123 34.531611924, -94.354515995 34.532111821, -94.354204069 34.534320356, -94.354049334 34.535415936, -94.353912829 34.536382438, -94.353750097 34.537534638, -94.353594994 34.53863282, -94.353532513 34.538968069, -94.353408993 34.53963082, -94.353297242 34.540008791, -94.353291392 34.540028573, -94.353283959 34.540053716, -94.353149993 34.54050682, -94.353057314 34.540733679, -94.353031947 34.54079577, -94.352952619 34.540989947, -94.352874303 34.541181645, -94.352816263 34.541323711, -94.352814993 34.54132682, -94.35280986 34.541336895, -94.35263416 34.541681714, -94.352547994 34.541850819, -94.352329337 34.542218907, -94.352288993 34.542286819, -94.352050994 34.54261482, -94.351982806 34.542692024, -94.351808994 34.54288882, -94.351714662 34.542974404, -94.351480692 34.543186682, -94.351409641 34.543251145, -94.351355994 34.543299819, -94.351059571 34.543494425, -94.351032101 34.543512459, -94.351012536 34.543525304, -94.350764995 34.543687819, -94.350467351 34.543842219, -94.350257995 34.543950819, -94.347100158 34.545457284, -94.346908399 34.545548764, -94.346901996 34.545551819, -94.346560825 34.545750082, -94.346297995 34.545902819, -94.346210652 34.545968663, -94.346156988 34.546009115, -94.345791279 34.546284806, -94.345777995 34.546294818, -94.345589921 34.546471804, -94.345370996 34.546677818, -94.345236206 34.546825846, -94.344922995 34.547169819, -94.344872224 34.547230031, -94.344054091 34.548200301))","431632","4.67637109","AR","113","05113","5","KCS",,,,,,,,,,,,"S","SHREVEPORT (KCS)","376403","376655","M",,"14889","0.072687908768688692","US","05","1",,"7.5259048","C",,
"MULTILINESTRING ((-97.35410107 32.631559273, -97.354102161 32.631533497, -97.354195653 32.62932454, -97.354372982 32.625134765, -97.354389073 32.62475457, -97.354426792 32.623863382, -97.354482443 32.622548486, -97.354500382 32.622124656, -97.354538127 32.621232828))","442216","0.71612765","TX","439","48439","5","BNSF",,,"AMTK",,,,,,,,,"S","FORT WORTH","357861","357850","M","A","17365","0.010335689873385503","US","48","1",,"1.15249804","C","DS","BN-DS"
"MULTILINESTRING ((-106.215820013 44.721796498, -106.214793184 44.72165913, -106.214364057 44.721555056, -106.212609171 44.721208822, -106.210679354 44.720981227, -106.207719423 44.720825386, -106.207434116 44.720810364, -106.206569413 44.72079727, -106.20142919 44.720720632, -106.194233787 44.720648024))","533336","1.06775643","WY","033","56033","8","BNSF",,,,,,,,,,,,"S",,"339357","339364","S",,"26882","0.021660549217791172","US","56","0",,"1.71839084","M","INT",
"MULTILINESTRING ((-121.49751128 38.584790492, -121.497196347 38.58493351, -121.49703888 38.585023559, -121.496912906 38.585115373, -121.496786933 38.585226609, -121.496678955 38.585334314, -121.496575478 38.585454378, -121.496471999 38.585611521, -121.49637077 38.585789851, -121.496209583 38.585948174))","343968","0.10904889","CA","067","06067","7","UP",,,,,,,,,,,,"S",,"312653","312659","O",,"6234","0.0017813815957055112","US","06","0",,"0.17549753","P",,
"MULTILINESTRING ((-108.43023695 35.499184286, -108.43018131 35.49918587, -108.422803438 35.499395754, -108.419261429 35.499496517, -108.418775293 35.499510347))","436878","0.64087031","NM","031","35031","5","BNSF",,,"AMTK",,,,,,,,,"S","GALLUP","337222","337236","M","A","15851","0.011466293950587946","US","35","1",,"1.03138285","M","DS","BN-DS"
"MULTILINESTRING ((-97.722642241 30.449467509, -97.72301337 30.448729748, -97.723692698 30.447372133, -97.723876706 30.447004398, -97.72692937 30.440903749, -97.727011553 30.440728912, -97.727188369 30.440352749, -97.72723442 30.440239635, -97.72739437 30.439846749, -97.727434156 30.43972236, -97.727542461 30.439383758, -97.72766337 30.439005749, -97.727702291 30.438832624, -97.727904369 30.43793375, -97.727989335 30.437491241, -97.72809054 30.436964163, -97.728293147 30.435908965, -97.728770849 30.433421053, -97.728802552 30.433255947, -97.728912595 30.432682834, -97.72895846 30.432443961, -97.72975492 30.428295939, -97.730033369 30.426845752, -97.730096668 30.426431881, -97.73013737 30.426165752, -97.730148324 30.42599683, -97.730157428 30.425856431, -97.730175369 30.425579752, -97.730171977 30.425293618, -97.730166369 30.424820753, -97.730107369 30.423926753, -97.730043916 30.423041774, -97.729475778 30.415118058, -97.729218819 30.411534293, -97.729182999 30.41103471))","441233","2.72678542","TX","453","48453","5","UP",,,"AMTK",,,,,,,,,"S","AUSTIN","355403","355377","M","A","16972","0.039859632402771121","US","48","1",,"4.38834453","C","DS","UP-DS"
"MULTILINESTRING ((-85.632251812 41.089146194, -85.628770311 41.088598604, -85.62688055 41.088301371))","494670","0.28429096","IN","183","18183","4","NS",,,,,,,,,,,,"S","CHICAGO DISTRICT","427299","427322","M",,"24522","0.0054372954098364009","US","18","1",,"0.45752286","E","DS","NS-DS"
"MULTILINESTRING ((-76.923127477 34.881101857, -76.922309841 34.879887081, -76.922207816 34.8797355, -76.920528193 34.877186702))","480132","0.30904944","NC","049","37049","3","NS",,,,,,,,,,,,"C","EAST CAROLINA BUS UNIT MOREHEAD CITY TO GOLDSBORO","476664","476699","M",,"22973","0.0046994887859520334","US","37","1",,"0.49736786","E",,
"MULTILINESTRING ((-104.870083235 39.896243626, -104.867822193 39.899123202, -104.867358085 39.899714272, -104.867287939 39.899803607, -104.863987993 39.904012052, -104.863551303 39.904568964, -104.862952771 39.905332276, -104.861685742 39.906948127, -104.859553996 39.909666757, -104.859036578 39.910326624, -104.857778902 39.911930547, -104.857447266 39.912369116, -104.857105902 39.912820547, -104.856948886 39.913049704, -104.856143902 39.914224547, -104.856098821 39.914298951, -104.855533595 39.915231843, -104.855299902 39.915617546, -104.855179347 39.915828934, -104.854915731 39.916291168, -104.852612239 39.920330216))","353659","1.91537387","CO","001","08001","6","UP",,,,,,,,,,,,"S","GREELEY","341268","341393","M",,"7602","0.029808505830877595","US","08","1",,"3.08250161","M","DS","UP-DS"
"MULTILINESTRING ((-90.282711006 34.196665278, -90.282768112 34.196084691, -90.282783166 34.195661911, -90.282699886 34.195045631, -90.282576154 34.194534046, -90.28215261 34.19288746, -90.281767139 34.191383641, -90.281298385 34.189537179, -90.281105647 34.188711506, -90.281016831 34.188241988, -90.2809704 34.187894575, -90.280946225 34.185525408, -90.280969242 34.182122016, -90.280986675 34.179050897, -90.281003333 34.176271687, -90.281058937 34.175434092))","457835","1.4849814","MS","119","28119","3","CN",,,"AMTK",,,,,,,,,"S",,"394248","394268","S",,"20180","0.02145115405650851","US","28","0",,"2.38985068","C",,
"MULTILINESTRING ((-123.024003417 44.91259803, -123.023301476 44.911927736, -123.022970731 44.911633872, -123.022729974 44.911466514))","314803","0.10023837","OR","047","41047","8","UP",,,"AMTK",,,,,,,,,"S","BROOKLYN","301958","301963","M","A","2396","0.0017062201057352535","US","41","1",,"0.16131835","P","DS","UP-DS"
"MULTILINESTRING ((-90.239854219 32.393371315, -90.243501596 32.397012209, -90.244534015 32.398042794, -90.246623025 32.400128091, -90.246626229 32.400131288, -90.24738476 32.400888471, -90.248095659 32.401598107, -90.249341223 32.402841458, -90.250397447 32.403895806, -90.252141952 32.405637211, -90.253882891 32.407375055, -90.254876005 32.408366404, -90.256077515 32.409565779, -90.25607788 32.409566145, -90.257762478 32.411247748, -90.25941686 32.412899191, -90.259490381 32.41297258))","455262","1.77412391","MS","049","28049","3","CN",,,"AMTK",,,,,,,,,"S","YAZOO","394661","394467","M","A","19691","0.027745061682592748","US","28","1",,"2.85518139","C",,
"MULTILINESTRING ((-78.691249429 35.20344931, -78.688346206 35.207315246, -78.687495316 35.208451479, -78.685664673 35.210896021, -78.683735749 35.213471802, -78.683255007 35.214113758, -78.680605574 35.21765167))","479555","1.1540173","NC","051","37051","3","CSXT",,,"AMTK",,,,,,,,,"S","SOUTH END","469610","469642","M","A","22812","0.017748205325298982","US","37","1",,"1.85721453","E","DS","CSXT-3"
"MULTILINESTRING ((-104.677167895 38.602315618, -104.675747786 38.60009044, -104.674606963 38.598302876, -104.673896921 38.597190308, -104.672524774 38.595040283, -104.669723544 38.590651019, -104.668835993 38.58926031, -104.668780094 38.589172721, -104.668084395 38.58823037, -104.6675641 38.587525611))","348526","1.15180539","CO","041","08041","6","BNSF","UP",,,,,,,,,,,"S","PIKES PEAK","341958","341972","M",,"6919","0.017638716980565097","US","08","1",,"1.85365479","M","DS","BN-DS"
"MULTILINESTRING ((-76.675444852 39.233865704, -76.674784613 39.234390372, -76.673230798 39.235625132, -76.672508798 39.236133132, -76.671441174 39.236830071, -76.670898798 39.237184132, -76.670570802 39.237434291, -76.670169798 39.237740132, -76.670057237 39.237843848, -76.669685462 39.238186412, -76.668853937 39.238952604, -76.6687698 39.239030131, -76.668647731 39.239150624, -76.668594132 39.239203531, -76.668491763 39.239304579, -76.6678398 39.239948131, -76.667460953 39.240385579, -76.667386547 39.240471496, -76.6671998 39.240687131, -76.667088331 39.240839236, -76.666648926 39.241438825, -76.666601799 39.24150313, -76.6662548 39.242077869, -76.666153827 39.24224511, -76.6660548 39.24240913, -76.665817428 39.242904444, -76.665604799 39.24334813, -76.665579028 39.243418843, -76.665307821 39.244162981, -76.665241799 39.24434413, -76.665137348 39.244712133, -76.665090799 39.24487613, -76.665024833 39.245165496, -76.6649718 39.24539813, -76.664863095 39.246061701, -76.664856799 39.246100129, -76.6647898 39.246814128, -76.664743253 39.250411507, -76.664741703 39.250531248, -76.6647408 39.250601128, -76.664736835 39.250641256, -76.66472152 39.25079626, -76.664715038 39.250861855, -76.664712547 39.250887081, -76.664707799 39.250935128, -76.664703416 39.250962486, -76.664684451 39.251080867, -76.664658096 39.251245381, -76.664649381 39.251299779, -76.6645518 39.251621128, -76.664397286 39.251899672))","394747","1.45537772","MD","005","24005","2","CSXT",,,"MARC","NS",,,,,,,,"S","BALTIMORE TERMINAL","478278","478305","M","C","12672","0.022573240387491512","US","24","2",,"2.34220808","E","DS","CSXT-1"
"MULTILINESTRING ((-81.025285631 29.210097451, -81.02512265 29.209745751, -81.023119684 29.20604302, -81.021491593 29.203033294, -81.021069055 29.202228646, -81.020077111 29.200339668, -81.019076728 29.198434617, -81.018028424 29.196438308, -81.016992401 29.194465385, -81.016094978 29.192756404, -81.016026939 29.192610052, -81.014720153 29.189799147, -81.01113587 29.182089328, -81.011131424 29.182079764, -81.00952241 29.178642587, -81.007725945 29.174804977, -81.006831266 29.172893762))","471660","2.79398439","FL","127","12127","3","FEC",,,"SCXF",,,,,,,,,"C","MAIN LINE","453992","454112","M",,"21530","0.041543616871950906","US","12","1",,"4.496491","E","DS","NS-DS"
"MULTILINESTRING ((-76.078317825 40.328373654, -76.078703916 40.328484894, -76.078743639 40.328494741, -76.079651915 40.328719893, -76.080017717 40.328794083, -76.080859915 40.328964894, -76.080909565 40.328971961, -76.081578287 40.329067154, -76.082194837 40.329154921, -76.08221832 40.329158264, -76.082267828 40.329165311, -76.082552915 40.329205893, -76.082742226 40.329224096, -76.082825814 40.329232133, -76.0829353 40.329242662, -76.083436914 40.329290893, -76.083538121 40.329296442, -76.084244263 40.329335156, -76.084348914 40.329340893, -76.084996988 40.329347872, -76.085741914 40.329355894, -76.086228342 40.329347888, -76.088620263 40.329308519, -76.089662723 40.329291361, -76.089751913 40.329289894, -76.090486615 40.329306116, -76.090838912 40.329313894, -76.091397141 40.32934882, -76.091797912 40.329373893, -76.092403703 40.329445785, -76.093421729 40.329566597, -76.093575912 40.329584894, -76.094442895 40.329737633, -76.094960911 40.329828894, -76.095332964 40.329917569, -76.096273128 40.33014165, -76.09631191 40.330150893, -76.096938637 40.330336003, -76.09749691 40.330500894, -76.097601429 40.330537408, -76.098173269 40.330737176, -76.098306154 40.330783599, -76.09864191 40.330900894, -76.099109432 40.331088419, -76.099440139 40.331221067, -76.099546909 40.331263893, -76.099877051 40.331418978, -76.100722506 40.331816136, -76.101234682 40.332056733, -76.101662908 40.332257893, -76.104627908 40.333736894, -76.106194646 40.334487357, -76.107579906 40.335150893, -76.109304807 40.336030286, -76.109576173 40.336168635, -76.11021721 40.33649545, -76.110786906 40.336785893, -76.111077232 40.336929225, -76.115047509 40.338889323, -76.11909145 40.340885787, -76.120758419 40.341708759, -76.12723974 40.344908541, -76.131632938 40.347077431, -76.133915015 40.348204076))","396813","3.29422006","PA","011","42011","2","NS",,,"CPRS",,,,,,,,,"S","HARRISBURG LINE","480900","480767","M",,"13023","0.059900815836507665","US","42","2",,"5.30154389","E","DS","NS-DS"
"MULTILINESTRING ((-97.592724409 35.429171125, -97.58741463 35.431650289, -97.583293239 35.433574588, -97.583259291 35.433589991, -97.582030722 35.434162706, -97.581514057 35.434403558, -97.580484226 35.434885161, -97.579149349 35.435510959, -97.57668937 35.436647363, -97.576522425 35.436724485, -97.575066195 35.437412148, -97.573512407 35.438137884, -97.572916365 35.438415397, -97.570782973 35.439408692, -97.569538857 35.439991755, -97.569072334 35.440210393, -97.568993381 35.440247156, -97.567861189 35.440774326, -97.566147977 35.441573824, -97.565442674 35.441912454, -97.564352674 35.442435784))","437306","1.8354381","OK","109","40109","5","SLWC",,,,,,,,,,,,"C","LAWTON (SLWC)","356111","356218","M",,"15957","0.031319587476844019","US","40","1",,"2.9538572","C",,
