"the_geom","fraarcid","miles","stateab","cntyfips","stcntyfips","fraregion","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","frfranode","tofranode","net","passngr","objectid","shape_stlength","country","stfips","tracks","carddirect","km","timezone","im_rt_type","ds"
"MULTILINESTRING ((-118.229235383 34.018188053, -118.228254109 34.018185602, -118.22764533 34.018152451, -118.227298749 34.018086148, -118.227045594 34.018010804, -118.22678641 34.017899295, -118.226554352 34.017751621, -118.226382568 34.017612989, -118.226062058 34.017300915, -118.225809955 34.017055444, -118.225523648 34.016781192, -118.225249397 34.016549133, -118.22499624 34.016401459, -118.224670757 34.016268854, -118.224401186 34.016192561, -118.224351298 34.016178441, -118.224110197 34.016148304, -118.223847046 34.016150036, -118.223652108 34.016151318))","335931","0.36917187","CA","037","06037","7","BNSF",,,,,,,,,,,,"C","SAN BERNARDINO","321551","321838","M",,"4900","0.0062184715361941652","US","06","2",,"0.59412571","P","INT",
"MULTILINESTRING ((-77.78203317 35.974270888, -77.782098094 35.974114252, -77.78213911 35.974015898, -77.782806981 35.972414346))","487671","0.13614058","NC","127","37127","3","CSXT",,,"AMTK",,,,,,,,,"S","NORTH END","472848","472843","M","A","23738","0.0020113510657585962","US","37","2",,"0.21909746","E","DS","CSXT-3"
"MULTILINESTRING ((-87.579263875 38.245203237, -87.578965586 38.242819796, -87.578402728 38.238148203, -87.578009301 38.234882849, -87.578002646 38.23482762, -87.577946612 38.234362555, -87.577317588 38.229141799, -87.575894589 38.217731801, -87.575559751 38.21495218, -87.57489259 38.209413803, -87.574889882 38.209392141, -87.574802463 38.208693069, -87.574353516 38.205102937, -87.574200994 38.203883254))","495439","2.89070176","IN","051","18051","4","CSXT",,,,,,,,,,,,"S","CED","415397","415449","M",,"24654","0.041629098590448506","US","18","1",,"4.65214284","C","DS","CSXT-3"
"MULTILINESTRING ((-99.979888098 40.854558965, -99.978711692 40.854117337, -99.976906597 40.85344485, -99.975146455 40.852793964, -99.974632346 40.852596386, -99.974358234 40.852485978, -99.973252878 40.851984556))","374011","0.38870266","NE","047","31047","6","UP",,,,,,,,,,,,"S","KEARNEY","349650","349660","O",,"10274","0.007119545094629769","US","31","0",,"0.62555754","C",,
"MULTILINESTRING ((-94.642252709 37.331164227, -94.637189036 37.323907975, -94.631858051 37.316268664, -94.629383131 37.3127221, -94.628290342 37.311156132, -94.627104674 37.309457068, -94.626199842 37.308160441, -94.623997248 37.305004122, -94.618959716 37.297785329, -94.617936474 37.296332954, -94.617916571 37.296304705))","356802","2.7666715","KS","021","20021","6","KCS",,,,,,,,,,,,"S","HEAVENER","374350","374564","M",,"8024","0.042513943263356439","US","20","1",,"4.45253508","C",,
"MULTILINESTRING ((-95.853919671 46.823572721, -95.853320655 46.823411337, -95.853054563 46.823327193, -95.850044141 46.821990799, -95.849302642 46.821739158, -95.8475814 46.820955733))","514789","0.35219711","MN","005","27005","4","BNSF",,,,,,,,,,,,"S",,"366865","366913","O",,"25722","0.0068673536283159631","US","27","0",,"0.56680744","C","INT",
"MULTILINESTRING ((-82.564618198 34.82760654, -82.5641836 34.827493535, -82.563669383 34.827359824, -82.563591978 34.827340161, -82.56329115 34.827263738, -82.56256064 34.827076244, -82.562344163 34.827020682, -82.561586271 34.826822267, -82.561397271 34.826774267, -82.561025615 34.826677413, -82.560827161 34.826625694, -82.559515173 34.826287526, -82.558361311 34.825990115, -82.55722222 34.825698481, -82.556652273 34.825555267, -82.556461272 34.825510267, -82.556270273 34.825467267, -82.55612211 34.825435792, -82.556077273 34.825426267, -82.555883273 34.825390267, -82.555797525 34.82537583, -82.555687273 34.825357267, -82.555492272 34.825329267, -82.555346487 34.825311506, -82.555295273 34.825305267, -82.555097273 34.825286267, -82.554899273 34.825269266, -82.554847201 34.825266403, -82.554699273 34.825258266, -82.554501273 34.825252267, -82.554303273 34.825251267, -82.554104273 34.825253267, -82.554004273 34.825256267, -82.553807274 34.825265267, -82.553609247 34.825275944, -82.553586664 34.825277863, -82.553335198 34.825299234))","483923","0.66047703","SC","077","45077","3","NS",,,"AMTK",,,,,,,,,"S","GREENVILLE DISTRICT GREENVILLE TO INMAN YARD","444249","444328","M","A","23483","0.011570308639359757","US","45","1",,"1.06293687","E","DS","NS-DS"
"MULTILINESTRING ((-118.900238327 47.371499879, -118.899035143 47.370813722, -118.898547685 47.370570211, -118.897918143 47.370255722, -118.897634205 47.370144647, -118.897368067 47.370040535, -118.896750369 47.369798895, -118.896737143 47.369793722, -118.896509511 47.369729551, -118.895584658 47.369468827, -118.895311144 47.369391721, -118.894550144 47.369235722, -118.894023352 47.369157631, -118.893727144 47.369113721, -118.893348473 47.369082646, -118.892360204 47.369001548, -118.892350145 47.369000721, -118.889083269 47.368882424, -118.888898145 47.368875721, -118.888238185 47.368799453, -118.888099365 47.368783411, -118.887825145 47.368751721, -118.887563661 47.368705729, -118.887348047 47.368667805, -118.886921146 47.368592721, -118.886429836 47.368467148, -118.885600349 47.368255139, -118.885266146 47.368169721, -118.88463352 47.367986164, -118.883692774 47.367713205, -118.88222987 47.367288742, -118.880799069 47.366873594, -118.879732306 47.366564072, -118.87697153 47.36576303, -118.876567804 47.365645889, -118.876443149 47.365609719, -118.876312353 47.365576019, -118.875399149 47.365340719, -118.874786956 47.365217837, -118.874572149 47.365174719, -118.873843148 47.365062719, -118.87343982 47.365019966, -118.872777149 47.364949719, -118.871674355 47.364863418, -118.870085356 47.364739068, -118.867720725 47.364554019, -118.867695125 47.364552016, -118.86649015 47.364457718, -118.865334723 47.364344512, -118.865204151 47.364331719, -118.864112814 47.364159844, -118.863923237 47.364129988, -118.863841457 47.364117108, -118.863642151 47.364085718, -118.863390522 47.364026092, -118.862612461 47.36384172, -118.862374555 47.363785344, -118.862127151 47.363726719, -118.861668784 47.363584758, -118.861665809 47.363583837, -118.861650544 47.363579109, -118.861097151 47.363407718, -118.861014322 47.363378014, -118.859357152 47.362783718, -118.85619448 47.361623546))","306696","2.21887552","WA","043","53043","8","BNSF",,,"AMTK",,,,,,,,,"S","COLUMBIA RIVER","319781","319853","M","A","1414","0.045484480371873047","US","53","1",,"3.57094115","P","INT","BN-INT"
"MULTILINESTRING ((-80.601870954 32.733418656, -80.601387954 32.733482656, -80.601284955 32.733497656, -80.601093954 32.733522657, -80.600901955 32.733547657, -80.600709954 32.733572656, -80.600517955 32.733596656, -80.600326954 32.733620656, -80.600134955 32.733646656, -80.599942954 32.733670656, -80.599750954 32.733695656, -80.599559955 32.733720656, -80.599367955 32.733745656, -80.599175955 32.733770656, -80.598984955 32.733795656, -80.598792955 32.733819656, -80.598600955 32.733844656, -80.598408955 32.733868656, -80.598401661 32.733869611, -80.598217955 32.733893656, -80.598025955 32.733918656, -80.597833956 32.733942656, -80.597642955 32.733968656, -80.597450956 32.733992656, -80.597258956 32.734017656, -80.597066956 32.734042656, -80.596875956 32.734068656, -80.596683956 32.734092656, -80.596492955 32.734117656, -80.596300956 32.734142655, -80.596108956 32.734167656, -80.595917956 32.734192656, -80.595726955 32.734216656, -80.595534956 32.734241656, -80.595343956 32.734266656, -80.595150956 32.734291656, -80.594959956 32.734316656, -80.594767956 32.734341656, -80.594576956 32.734365656, -80.594384956 32.734390655, -80.594194956 32.734415655, -80.594003957 32.734440656, -80.593812956 32.734465655, -80.593624957 32.734489656, -80.593432956 32.734514656, -80.593249956 32.734533655, -80.593057957 32.734558656, -80.592866956 32.734583656, -80.592674956 32.734608655, -80.592483957 32.734633656, -80.592291956 32.734658655, -80.592105569 32.734683052, -80.592100956 32.734683655, -80.591908957 32.734708655, -80.591716957 32.734733656, -80.591525956 32.734758656, -80.591333957 32.734783656, -80.591142958 32.734808655, -80.591055191 32.734820083, -80.590950957 32.734833655, -80.590759957 32.734858656, -80.590567957 32.734883655, -80.590375957 32.734907656, -80.590184957 32.734933655, -80.589992957 32.734957655, -80.589800958 32.734983655, -80.589609957 32.735008656, -80.589417958 32.735032655, -80.589225958 32.735057656, -80.589033958 32.735082656, -80.588841957 32.735107655, -80.588649958 32.735132656, -80.588458958 32.735157655, -80.588265958 32.735181655, -80.588074958 32.735207655, -80.588040255 32.735212175, -80.587882958 32.735232655, -80.587691958 32.735256655, -80.587500958 32.735281656, -80.587308958 32.735306655, -80.587116958 32.735331655, -80.586924958 32.735356655, -80.586732958 32.735381655, -80.586541958 32.735405655, -80.586349959 32.735430655, -80.586158959 32.735455655, -80.585966959 32.735480655, -80.585775958 32.735505655, -80.585583959 32.735530655, -80.585391959 32.735555655, -80.585200959 32.735580655, -80.585008959 32.735605655, -80.584817959 32.735630655, -80.584625958 32.735655655, -80.584434959 32.735680655, -80.584242959 32.735705655, -80.584050959 32.735730655, -80.583858959 32.735755655, -80.58366796 32.735780655, -80.58347596 32.735805655, -80.58328496 32.735830655, -80.58309396 32.735855655, -80.58290196 32.735879655, -80.582829619 32.735889451, -80.58270996 32.735905655, -80.582518959 32.735930655, -80.58232696 32.735955655, -80.58213496 32.735979655, -80.58194396 32.736004655, -80.581751959 32.736029655, -80.58155996 32.736054655, -80.58136796 32.736079654, -80.58117696 32.736103655, -80.58098496 32.736128655, -80.58079296 32.736153655, -80.580601961 32.736178655, -80.58040996 32.736203654, -80.58021896 32.736228655, -80.58002696 32.736253654, -80.579835961 32.736278655, -80.57964396 32.736303655, -80.57945296 32.736327654, -80.57926096 32.736352655, -80.57906896 32.736377654, -80.578877961 32.736402655, -80.57868596 32.736427655, -80.578494961 32.736451655, -80.578302961 32.736477655, -80.578110961 32.736502654, -80.57791996 32.736527655, -80.577727961 32.736551655, -80.577635661 32.736563673, -80.577535961 32.736576655, -80.577343961 32.736601655, -80.577152961 32.736626654, -80.576960961 32.736651654, -80.576768961 32.736676654, -80.576577961 32.736701655, -80.576385961 32.736726654, -80.576194961 32.736751654, -80.576002961 32.736776654, -80.575811961 32.736800654, -80.575619961 32.736825655, -80.575427962 32.736850655, -80.575235962 32.736875654, -80.575044962 32.736900655, -80.574852962 32.736925655, -80.574661962 32.736949655, -80.574583859 32.736959824, -80.574469962 32.736974654, -80.574278962 32.736999655, -80.574086962 32.737024654, -80.573894962 32.737048654, -80.573702962 32.737073654, -80.573511963 32.737098654, -80.573319963 32.737123654, -80.573127963 32.737147654, -80.572935962 32.737172655, -80.572744962 32.737197654, -80.572552962 32.737223654, -80.572361962 32.737247654, -80.572169962 32.737272654, -80.571978962 32.737297654, -80.571786963 32.737322654, -80.571593962 32.737346655, -80.571402963 32.737371654, -80.571210963 32.737396655, -80.571019963 32.737421654, -80.570827963 32.737446654, -80.570635963 32.737470654, -80.570443963 32.737496655, -80.570251963 32.737521654, -80.570060963 32.737547654, -80.569868963 32.737574654, -80.569677963 32.737602655, -80.569486964 32.737630654, -80.569296964 32.737659654, -80.569105963 32.737689655, -80.568915963 32.737720654, -80.568724963 32.737752654, -80.568534964 32.737784654, -80.568467437 32.737796382, -80.568344964 32.737817654, -80.568154963 32.737851654, -80.567965964 32.737885654, -80.567775964 32.737921654, -80.567618685 32.737952444, -80.567611848 32.737953783, -80.567586963 32.737958654, -80.567397964 32.737995654, -80.567208964 32.738033654, -80.567020964 32.738072654, -80.566832965 32.738112654, -80.566644964 32.738152654, -80.566457964 32.738193654, -80.566269964 32.738236654, -80.56614506 32.738265375, -80.566082964 32.738279654, -80.565895965 32.738322654, -80.565708964 32.738367654, -80.565522964 32.738412654, -80.565336964 32.738458653, -80.565150965 32.738505654, -80.564964965 32.738552654, -80.564778965 32.738600654, -80.564593964 32.738648654, -80.564407965 32.738696654, -80.564222964 32.738745654, -80.564036965 32.738793654, -80.563851964 32.738842654, -80.563666965 32.738891653, -80.563480966 32.738939653, -80.563295966 32.738987653, -80.563110965 32.739035653, -80.563095903 32.739039621, -80.562924965 32.739084653, -80.562739966 32.739133654, -80.562554966 32.739181653, -80.562369965 32.739230653, -80.562184965 32.739278653, -80.561998965 32.739326654, -80.561813966 32.739375654, -80.561628965 32.739423654, -80.561443965 32.739472653, -80.561257966 32.739520653, -80.561071966 32.739568653, -80.560886965 32.739617653, -80.560701966 32.739665653, -80.560516966 32.739713653, -80.560330966 32.739762654, -80.560144966 32.739811653, -80.559959966 32.739859654, -80.559772966 32.739908654, -80.559587966 32.739956653, -80.559401967 32.740005653, -80.559215966 32.740053654, -80.559029967 32.740101653, -80.558842966 32.740149654, -80.558653967 32.740197653, -80.558467966 32.740245653, -80.558279967 32.740293654, -80.558094966 32.740341653, -80.557994967 32.740363653, -80.557809967 32.740411653, -80.557622966 32.740458653, -80.557437967 32.740509653, -80.557251967 32.740557653, -80.557066967 32.740605653, -80.556881967 32.740653653, -80.556695967 32.740704653, -80.556510966 32.740753653, -80.556324967 32.740801653, -80.556139968 32.740850653, -80.555954967 32.740898653, -80.555768968 32.740947653, -80.555582967 32.740995653, -80.555397967 32.741043653, -80.555212968 32.741091653, -80.555027968 32.741140653, -80.554842968 32.741188653, -80.554658967 32.741236652, -80.554472967 32.741284652, -80.554288968 32.741331652, -80.554104968 32.741380653, -80.553919967 32.741428652, -80.553736967 32.741479653, -80.553555968 32.741529652, -80.553369968 32.741577653, -80.552592295 32.741785282, -80.552573089 32.74179041, -80.552521374 32.741803909, -80.551713968 32.742014652, -80.551643261 32.7420329, -80.551527969 32.742062653, -80.551341969 32.742111653, -80.551157969 32.742160653, -80.551047966 32.742188448, -80.550971968 32.742207653, -80.550786968 32.742256653, -80.550600969 32.742304652, -80.550416969 32.742353653, -80.550230969 32.742402653, -80.550045969 32.742450652, -80.549860969 32.742498653, -80.549675968 32.742547652, -80.549489969 32.742594652, -80.549304969 32.742643653, -80.549118969 32.742690653, -80.549043521 32.742710636, -80.548933969 32.742739653, -80.548748969 32.742788652, -80.548562969 32.742836653, -80.548378969 32.742885652, -80.54819297 32.742933652, -80.548007969 32.742982652, -80.547821969 32.743031653, -80.547636969 32.743079652, -80.547452969 32.743129653, -80.54726797 32.743177653, -80.54708297 32.743225652, -80.546896969 32.743274652, -80.54671197 32.743322652, -80.54652597 32.743371652, -80.54634097 32.743420652, -80.54615597 32.743468652, -80.54596997 32.743517652, -80.54578497 32.743566652, -80.54559997 32.743614652, -80.54541397 32.743663652, -80.54522897 32.743710652, -80.54504297 32.743759652, -80.54485897 32.743808652, -80.54467297 32.743856652, -80.544487971 32.743905652, -80.54430297 32.743954652, -80.54411697 32.744001652, -80.54393197 32.744050651, -80.543745971 32.744097652, -80.54356097 32.744146652, -80.54343849 32.744179755))","481345","3.47318976","SC","029","45029","3","CSXT",,,"AMTK",,,,,,,,,"S","CHARLESTON","456570","456837","M","A","23181","0.059524191490318901","US","45","1",,"5.58956827","E","DS","CSXT-3"
"MULTILINESTRING ((-119.41765711 35.907760409, -119.417649336 35.907749751, -119.414309995 35.903174483, -119.413115884 35.90153826, -119.410131641 35.897448757, -119.409839437 35.897048303, -119.405580565 35.891211116, -119.405577673 35.89120715, -119.403896058 35.888902046, -119.40361488 35.8885166, -119.396669301 35.878993955, -119.396520715 35.878790413))","329852","2.33312246","CA","107","06107","7","BNSF",,,"AMTK",,,,,,,,,"S","BAKERSFIELD","317972","318021","M","A","3995","0.035860952034187335","US","06","1",,"3.75480414","P","DS","BN-DS"
"MULTILINESTRING ((-119.742428941 39.530358158, -119.741608165 39.530342903))","519202","0.04345344","NV","031","32031","7","UP",,,,,,,,,,,,"S",,"317140","317152","Y",,"25962","0.00082091775301808452","US","32","0",,"0.06993167","P",,
"MULTILINESTRING ((-94.904717481 38.812027723, -94.899721057 38.812901135, -94.896283671 38.813502014, -94.891037509 38.814419082, -94.889723054 38.814696363, -94.889411509 38.814762082, -94.888845934 38.814924717, -94.88786051 38.815208082, -94.887500975 38.815340902, -94.88647956 38.815718235, -94.88633651 38.815771081, -94.88575807 38.816036522, -94.884913511 38.816424081, -94.884768724 38.816501131, -94.884229511 38.816788082, -94.884001314 38.816921852, -94.883504511 38.817213081, -94.883311693 38.817342359, -94.882444542 38.817923753, -94.882363512 38.817978081, -94.881676512 38.818504081, -94.880895512 38.819158081, -94.875545478 38.823827652, -94.874052307 38.825130907, -94.873984513 38.825190079, -94.873275671 38.825738287, -94.873225513 38.825777079, -94.872560276 38.826192116, -94.872547512 38.826200079, -94.872123513 38.826421079, -94.872008744 38.826471875, -94.871583513 38.826660079, -94.87097493 38.82686275, -94.870514514 38.827016079, -94.867898114 38.827658774, -94.864721514 38.828439078, -94.864276624 38.828564142, -94.863821515 38.828692078, -94.863215829 38.828922758, -94.862818515 38.829074078, -94.862560025 38.829204843, -94.862393515 38.829289078, -94.861909515 38.829581078, -94.86161927 38.829795971, -94.861389515 38.829966077, -94.861172145 38.830170714, -94.860894515 38.830432078, -94.860764266 38.830584352, -94.860551515 38.830833077, -94.860448521 38.830979979, -94.860110516 38.831462077, -94.854836286 38.840053807, -94.853738516 38.841842075, -94.853492516 38.842268075, -94.853420835 38.842409876, -94.853217516 38.842812075, -94.853081617 38.843128577, -94.853065517 38.843166075, -94.852895516 38.843645074, -94.852882738 38.843696187, -94.852686783 38.844480008, -94.852654516 38.844609075, -94.852184926 38.847120681, -94.851073516 38.853065073, -94.851010049 38.853342309, -94.850853516 38.854026073, -94.850780678 38.854255662, -94.850728517 38.854420073, -94.85058413 38.854788756, -94.850569516 38.854826073, -94.850298513 38.855372805, -94.850225517 38.855520073, -94.850013505 38.855844089, -94.849748516 38.856249072, -94.849718272 38.856287593, -94.849452516 38.856626072, -94.849127516 38.856989072, -94.849108273 38.85700808, -94.848718516 38.857393072, -94.848651704 38.857450708, -94.848252517 38.857795072, -94.848213458 38.857824146, -94.847763516 38.858159072, -94.847699189 38.858200916, -94.847248517 38.858494072, -94.847147636 38.858551695, -94.846637517 38.858843072, -94.84635988 38.858984612, -94.845923517 38.859207072, -94.845391219 38.859447508, -94.845126517 38.859567071, -94.844410987 38.859856211, -94.844344517 38.859883072, -94.843363406 38.860217134, -94.842808517 38.860406072, -94.839497739 38.861404872))","362593","5.34210974","KS","091","20091","6","BNSF",,,"UP",,,,,,,,,"S","EMPORIA","372582","373077","M",,"8792","0.088927689280866376","US","20","2",,"8.59730946","C","DS","BN-DS"
