"report_no","reported_date","zipcode","reported_time","location_1","description","address","city"
"140000068","2014-01-01T00:00:00.000","64134","6:56","POINT (-94.525142139 38.950627854)","Non Aggravated Assau","5500  E 96 PL","KANSAS CITY"
"140000068","2014-01-01T00:00:00.000","64134","6:56","POINT (-94.525142139 38.950627854)","Possession/Sale/Dist","5500  E 96 PL","KANSAS CITY"
"140000068","2014-01-01T00:00:00.000","64134","6:56","POINT (-94.525142139 38.950627854)","Possession/Sale/Dist","5500  E 96 PL","KANSAS CITY"
"140000068","2014-01-01T00:00:00.000","64134","6:56","POINT (-94.525142139 38.950627854)","Possession/Sale/Dist","5500  E 96 PL","KANSAS CITY"
"140000068","2014-01-01T00:00:00.000","64134","6:56","POINT (-94.525142139 38.950627854)","Non Agg Assault Dome","5500  E 96 PL","KANSAS CITY"
"140000068","2014-01-01T00:00:00.000","64134","6:56","POINT (-94.525142139 38.950627854)","Non Aggravated Assau","5500  E 96 PL","KANSAS CITY"
"140000069","2014-01-01T00:00:00.000","64129","6:58","POINT (-94.565905908 39.062952518)","Non Agg Assault Dome","3500  FLORA AV","KANSAS CITY"
"140000069","2014-01-01T00:00:00.000","64129","6:58","POINT (-94.565905908 39.062952518)","Non Agg Assault Dome","3500  FLORA AV","KANSAS CITY"
"140000069","2014-01-01T00:00:00.000","64129","6:58","POINT (-94.565905908 39.062952518)","Non Agg Assault Dome","3500  FLORA AV","KANSAS CITY"
"140000072","2014-01-01T00:00:00.000","64110","4:04","POINT (-94.560492247 39.057714389)","Property Damage","2000  E 38 ST","KANSAS CITY"
"140000072","2014-01-01T00:00:00.000","64110","4:04","POINT (-94.560492247 39.057714389)","Property Damage","2000  E 38 ST","KANSAS CITY"
"140000077","2014-01-01T00:00:00.000","64111","4:18","POINT (-94.59306945 39.05549663)","Property Damage","E 40 ST/MCGEE ST","KANSAS CITY"
"140000077","2014-01-01T00:00:00.000","64111","4:18","POINT (-94.59306945 39.05549663)","Property Damage","E 40 ST/MCGEE ST","KANSAS CITY"
"140000077","2014-01-01T00:00:00.000","64111","4:18","POINT (-94.59306945 39.05549663)","Property Damage","E 40 ST/MCGEE ST","KANSAS CITY"
"140000077","2014-01-01T00:00:00.000","64111","4:18","POINT (-94.59306945 39.05549663)","Property Damage","E 40 ST/MCGEE ST","KANSAS CITY"
"140000077","2014-01-01T00:00:00.000","64111","4:18","POINT (-94.59306945 39.05549663)","Property Damage","E 40 ST/MCGEE ST","KANSAS CITY"
"140000080","2014-01-01T00:00:00.000","64138","8:41","POINT (-94.504669804 38.974058263)","Burglary - Residence","7200  E 83 ST","KANSAS CITY"
"140000080","2014-01-01T00:00:00.000","64138","8:41","POINT (-94.504669804 38.974058263)","Burglary - Residence","7200  E 83 ST","KANSAS CITY"
"140000081","2014-01-01T00:00:00.000","64124","8:44","POINT (-94.541955339 39.104092113)","Burglary - Residence","700  INDIANA AV","KANSAS CITY"
"140000081","2014-01-01T00:00:00.000","64124","8:44","POINT (-94.541955339 39.104092113)","Burglary - Residence","700  INDIANA AV","KANSAS CITY"
"140000083","2014-01-01T00:00:00.000","64109","9:50","POINT (-94.547110081 39.067874774)","Stealing from Buildi","3100  E LINWOOD BL","KANSAS CITY"
"140000083","2014-01-01T00:00:00.000","64109","9:50","POINT (-94.547110081 39.067874774)","Stealing from Buildi","3100  E LINWOOD BL","KANSAS CITY"
"140000085","2014-01-01T00:00:00.000","64111","10:26","POINT (-94.581018845 39.068318372)","Stealing Auto Parts/","300  E LINWOOD BL","KANSAS CITY"
"140000085","2014-01-01T00:00:00.000","64111","10:26","POINT (-94.581018845 39.068318372)","Stealing Auto Parts/","300  E LINWOOD BL","KANSAS CITY"
"140000087","2014-01-01T00:00:00.000","64129","9:59","POINT (-94.496019407 39.039016024)","Misc Violation","E 23 ST/TELEVISION PL","KANSAS CITY"
"140000087","2014-01-01T00:00:00.000","64129","9:59","POINT (-94.496019407 39.039016024)","Misc Violation","E 23 ST/TELEVISION PL","KANSAS CITY"
"140000089","2014-01-01T00:00:00.000","64108","10:15","POINT (-94.581576911 39.085068738)","Auto Theft","500  SOUTHWEST BL","KANSAS CITY"
"140000089","2014-01-01T00:00:00.000","64108","10:15","POINT (-94.581576911 39.085068738)","Auto Theft","500  SOUTHWEST BL","KANSAS CITY"
"140000089","2014-01-01T00:00:00.000","64108","10:15","POINT (-94.581576911 39.085068738)","Property Damage","500  SOUTHWEST BL","KANSAS CITY"
"140000089","2014-01-01T00:00:00.000","64108","10:15","POINT (-94.581576911 39.085068738)","Auto Theft","500  SOUTHWEST BL","KANSAS CITY"
"140000089","2014-01-01T00:00:00.000","64108","10:15","POINT (-94.581576911 39.085068738)","Property Damage","500  SOUTHWEST BL","KANSAS CITY"
"140000089","2014-01-01T00:00:00.000","64108","10:15","POINT (-94.581576911 39.085068738)","Property Damage","500  SOUTHWEST BL","KANSAS CITY"
"140000089","2014-01-01T00:00:00.000","64108","10:15","POINT (-94.581576911 39.085068738)","Property Damage","500  SOUTHWEST BL","KANSAS CITY"
"140000089","2014-01-01T00:00:00.000","64108","10:15","POINT (-94.581576911 39.085068738)","Auto Theft","500  SOUTHWEST BL","KANSAS CITY"
"140000090","2014-01-01T00:00:00.000","64110","11:03","POINT (-94.582831384 39.027323642)","Stealing All Other","5500  CRESTWOOD DR","KANSAS CITY"
"140000090","2014-01-01T00:00:00.000","64110","11:03","POINT (-94.582831384 39.027323642)","Stealing All Other","5500  CRESTWOOD DR","KANSAS CITY"
"140000092","2014-01-01T00:00:00.000","64130","11:01","POINT (-94.578570505 38.980693371)","Property Damage","8100  CAMPBELL ST","KANSAS CITY"
"140000092","2014-01-01T00:00:00.000","64130","11:01","POINT (-94.578570505 38.980693371)","Property Damage","8100  CAMPBELL ST","KANSAS CITY"
"140000093","2014-01-01T00:00:00.000","64111","10:56","POINT (-94.59306945 39.05549663)","Trespassing","E 10 ST/MAIN ST","KANSAS CITY"
"140000093","2014-01-01T00:00:00.000","64111","10:56","POINT (-94.59306945 39.05549663)","Trespassing","E 10 ST/MAIN ST","KANSAS CITY"
"140000094","2014-01-01T00:00:00.000","64111","11:31","POINT (-94.59306945 39.05549663)","Stealing From Auto","E 16 ST/WALNUT ST","KANSAS CITY"
"140000094","2014-01-01T00:00:00.000","64111","11:31","POINT (-94.59306945 39.05549663)","Stealing From Auto","E 16 ST/WALNUT ST","KANSAS CITY"
"140000095","2014-01-01T00:00:00.000","64130","11:24","POINT (-94.552797929 39.010475806)","Auto Theft","6400  SOUTH BENTON AV","KANSAS CITY"
"140000095","2014-01-01T00:00:00.000","64130","11:24","POINT (-94.552797929 39.010475806)","Auto Theft","6400  SOUTH BENTON AV","KANSAS CITY"
"140000096","2014-01-01T00:00:00.000","64138","11:25","POINT (-94.517371551 38.950839318)","Property Damage","6200  E 96 ST","KANSAS CITY"
"140000096","2014-01-01T00:00:00.000","64138","11:25","POINT (-94.517371551 38.950839318)","Property Damage","6200  E 96 ST","KANSAS CITY"
"140000097","2014-01-01T00:00:00.000","64111","11:58","POINT (-94.59306945 39.05549663)","Stealing from Buildi","6300  BROOKSIDE PL","KANSAS CITY"
"140000097","2014-01-01T00:00:00.000","64111","11:58","POINT (-94.59306945 39.05549663)","Stealing from Buildi","6300  BROOKSIDE PL","KANSAS CITY"
"140000099","2014-01-01T00:00:00.000","64152","11:39","POINT (-94.691031723 39.247086352)","Possession/Sale/Dist","00  NW BARRY RD","KANSAS CITY"
"140000100","2014-01-01T00:00:00.000","64155","11:36","POINT (-94.571766022 39.2556817)","Violation Ex Parte O","8900  N HOLMES ST","KANSAS CITY"
"140000100","2014-01-01T00:00:00.000","64155","11:36","POINT (-94.571766022 39.2556817)","Violation Ex Parte O","8900  N HOLMES ST","KANSAS CITY"
"140000102","2014-01-01T00:00:00.000","64138","11:16","POINT (-94.490060023 38.956898482)","Aggravated Assault (","8500  E 92 ST","KANSAS CITY"
"140000102","2014-01-01T00:00:00.000","64138","11:16","POINT (-94.490060023 38.956898482)","Aggravated Assault (","8500  E 92 ST","KANSAS CITY"
"140000102","2014-01-01T00:00:00.000","64138","11:16","POINT (-94.490060023 38.956898482)","Aggravated Assault (","8500  E 92 ST","KANSAS CITY"
"140000104","2014-01-01T00:00:00.000","64127","12:16","POINT (-94.521106867 39.083221077)","Impersonation","2300  VAN BRUNT BL","KANSAS CITY"
"140000104","2014-01-01T00:00:00.000","64127","12:16","POINT (-94.521106867 39.083221077)","Impersonation","2300  VAN BRUNT BL","KANSAS CITY"
"140000105","2014-01-01T00:00:00.000","64111","12:21","POINT (-94.59306945 39.05549663)","Stealing From Auto","W 39 ST/BROADWAY","KANSAS CITY"
"140000105","2014-01-01T00:00:00.000","64111","12:21","POINT (-94.59306945 39.05549663)","Stealing From Auto","W 39 ST/BROADWAY","KANSAS CITY"
"140000106","2014-01-01T00:00:00.000","64127","11:36","POINT (-94.520105771 39.079532379)","Burglary - Residence","2500  HARDESTY AV","KANSAS CITY"
"140000108","2014-01-01T00:00:00.000","64119","12:47","POINT (-94.52721061 39.201339584)","Property Damage","5900  N JACKSON AV","KANSAS CITY"
"140000108","2014-01-01T00:00:00.000","64119","12:47","POINT (-94.52721061 39.201339584)","Property Damage","5900  N JACKSON AV","KANSAS CITY"
"140000109","2014-01-01T00:00:00.000","64127","11:12","POINT (-94.551059775 39.103513507)","Misc Violation","2600  E 8 ST","KANSAS CITY"
"140000109","2014-01-01T00:00:00.000","64127","11:12","POINT (-94.551059775 39.103513507)","Misc Violation","2600  E 8 ST","KANSAS CITY"
"140000110","2014-01-01T00:00:00.000","64131","12:50","POINT (-94.581175555 38.974862556)","Auto Theft","8400  HOLMES RD","KANSAS CITY"
"140000110","2014-01-01T00:00:00.000","64131","12:50","POINT (-94.581175555 38.974862556)","Auto Theft","8400  HOLMES RD","KANSAS CITY"
"140000111","2014-01-01T00:00:00.000","64114","12:42","POINT (-94.586028966 38.992038468)","Stealing Shoplifting","300  W 75 ST","KANSAS CITY"
"140000111","2014-01-01T00:00:00.000","64114","12:42","POINT (-94.586028966 38.992038468)","Stealing Shoplifting","300  W 75 ST","KANSAS CITY"
"140000116","2014-01-01T00:00:00.000","64111","13:30","POINT (-94.587668771 39.08731148)","Property Damage","2100  CENTRAL ST","KANSAS CITY"
"140000116","2014-01-01T00:00:00.000","64111","13:30","POINT (-94.587668771 39.08731148)","Property Damage","2100  CENTRAL ST","KANSAS CITY"
"140000117","2014-01-01T00:00:00.000","64154","13:31","POINT (-94.658498922 39.260905201)","Stealing Shoplifting","9100  N SKYVIEW AV","KANSAS CITY"
"140000117","2014-01-01T00:00:00.000","64154","13:31","POINT (-94.658498922 39.260905201)","Stealing Shoplifting","9100  N SKYVIEW AV","KANSAS CITY"
"140000120","2014-01-01T00:00:00.000","64130","13:43","POINT (-94.562925716 39.033952719)","Auto Theft","5100  MICHIGAN AV","KANSAS CITY"
"140000120","2014-01-01T00:00:00.000","64130","13:43","POINT (-94.562925716 39.033952719)","Auto Theft","5100  MICHIGAN AV","KANSAS CITY"
"140000125","2014-01-01T00:00:00.000","64110","13:50","POINT (-94.571075805 39.052341985)","Auto Theft","4100  FOREST AV","KANSAS CITY"
"140000125","2014-01-01T00:00:00.000","64110","13:50","POINT (-94.571075805 39.052341985)","Auto Theft","4100  FOREST AV","KANSAS CITY"
"140000126","2014-01-01T00:00:00.000","64110","14:22","POINT (-94.573446049 39.05415222)","Property Damage","4000  HARRISON ST","KANSAS CITY"
"140000126","2014-01-01T00:00:00.000","64110","14:22","POINT (-94.573446049 39.05415222)","Property Damage","4000  HARRISON ST","KANSAS CITY"
"140000127","2014-01-01T00:00:00.000","64130","14:02","POINT (-94.565642729 39.005685349)","Non Agg Assault Dome","1800  E 67 ST","KANSAS CITY"
"140000127","2014-01-01T00:00:00.000","64130","14:02","POINT (-94.565642729 39.005685349)","Non Agg Assault Dome","1800  E 67 ST","KANSAS CITY"
"140000129","2014-01-01T00:00:00.000","64106","14:42","POINT (-94.575968802 39.105202493)","Violation Ex Parte O","600  ADMIRAL BL","KANSAS CITY"
"140000129","2014-01-01T00:00:00.000","64106","14:42","POINT (-94.575968802 39.105202493)","Violation Ex Parte O","600  ADMIRAL BL","KANSAS CITY"
"140000130","2014-01-01T00:00:00.000","64130","14:05","POINT (-94.530818535 39.04663819)","Burglary - Residence","4600  E 43 ST","KANSAS CITY"
"140000131","2014-01-10T00:00:00.000","64105","0:05","POINT (-94.584302848 39.108619429)","Trespassing","400  DELAWARE ST","KANSAS CITY"
"140000131","2014-01-01T00:00:00.000","64105","14:25","POINT (-94.584302848 39.108619429)","Burglary - Residence","400  DELAWARE ST","KANSAS CITY"
"140000131","2014-01-10T00:00:00.000","64105","0:05","POINT (-94.584302848 39.108619429)","Trespassing","400  DELAWARE ST","KANSAS CITY"
"140000131","2014-01-01T00:00:00.000","64105","14:25","POINT (-94.584302848 39.108619429)","Burglary - Residence","400  DELAWARE ST","KANSAS CITY"
"140000132","2014-01-01T00:00:00.000","64106","14:28","POINT (-94.574659662 39.104256282)","Agg Assault - Drive-","W 23 ST/MERCIER ST","KANSAS CITY"
"140000132","2014-01-01T00:00:00.000","64106","14:28","POINT (-94.574659662 39.104256282)","Agg Assault - Drive-","W 23 ST/MERCIER ST","KANSAS CITY"
"140000134","2014-01-01T00:00:00.000","64130","14:11","POINT (-94.544188138 39.033319722)","Possession/Sale/Dist","BENTON BL/LOCKRIDGE ST","KANSAS CITY"
"140000134","2014-01-01T00:00:00.000","64130","14:11","POINT (-94.544188138 39.033319722)","Possession/Sale/Dist","BENTON BL/LOCKRIDGE ST","KANSAS CITY"
"140000136","2014-01-01T00:00:00.000","64138","15:09","POINT (-94.517653703 38.96741098)","Stealing Auto Parts/","6100  E 87 ST","KANSAS CITY"
"140000136","2014-01-01T00:00:00.000","64138","15:09","POINT (-94.517653703 38.96741098)","Stealing Auto Parts/","6100  E 87 ST","KANSAS CITY"
"140000137","2014-01-01T00:00:00.000","64124","14:51","POINT (-94.551011049 39.104496583)","Non Aggravated Assau","2600  E 7 ST","KANSAS CITY"
"140000137","2014-01-01T00:00:00.000","64124","14:51","POINT (-94.551011049 39.104496583)","Non Aggravated Assau","2600  E 7 ST","KANSAS CITY"
"140000137","2014-01-01T00:00:00.000","64124","14:51","POINT (-94.551011049 39.104496583)","Non Agg Assault Dome","2600  E 7 ST","KANSAS CITY"
"140000137","2014-01-01T00:00:00.000","64124","14:51","POINT (-94.551011049 39.104496583)","Non Aggravated Assau","2600  E 7 ST","KANSAS CITY"
"140000137","2014-01-01T00:00:00.000","64124","14:51","POINT (-94.551011049 39.104496583)","Non Agg Assault Dome","2600  E 7 ST","KANSAS CITY"
"140000137","2014-01-01T00:00:00.000","64124","14:51","POINT (-94.551011049 39.104496583)","Non Agg Assault Dome","2600  E 7 ST","KANSAS CITY"
"140000137","2014-01-01T00:00:00.000","64124","14:51","POINT (-94.551011049 39.104496583)","Non Agg Assault Dome","2600  E 7 ST","KANSAS CITY"
"140000137","2014-01-01T00:00:00.000","64124","14:51","POINT (-94.551011049 39.104496583)","Non Aggravated Assau","2600  E 7 ST","KANSAS CITY"
"140000138","2014-01-01T00:00:00.000","64127","15:20","POINT (-94.519795807 39.086002441)","Stealing from Buildi","2000  HARDESTY AV","KANSAS CITY"
"140000138","2014-01-01T00:00:00.000","64127","15:20","POINT (-94.519795807 39.086002441)","Stealing from Buildi","2000  HARDESTY AV","KANSAS CITY"
"140000139","2014-01-01T00:00:00.000","64114","14:51","POINT (-94.587616462 38.960744319)","Auto Theft","9200  MCGEE ST","KANSAS CITY"
"140000139","2014-01-01T00:00:00.000","64114","14:51","POINT (-94.587616462 38.960744319)","Auto Theft","9200  MCGEE ST","KANSAS CITY"
"140000139","2014-01-01T00:00:00.000","64114","14:51","POINT (-94.587616462 38.960744319)","Auto Theft","9200  MCGEE ST","KANSAS CITY"
"140000139","2014-01-01T00:00:00.000","64114","14:51","POINT (-94.587616462 38.960744319)","Auto Theft","9200  MCGEE ST","KANSAS CITY"
"140000140","2014-01-01T00:00:00.000","64131","15:22","POINT (-94.575768727 38.978459182)","Stealing from Buildi","8200  FOREST AV","KANSAS CITY"
"140000140","2014-01-01T00:00:00.000","64131","15:22","POINT (-94.575768727 38.978459182)","Stealing from Buildi","8200  FOREST AV","KANSAS CITY"
"140000141","2014-01-01T00:00:00.000","64128","15:37","POINT (-94.552615557 39.074824927)","Stealing Auto Parts/","2800  PROSPECT AV","KANSAS CITY"
"140000141","2014-01-01T00:00:00.000","64128","15:37","POINT (-94.552615557 39.074824927)","Stealing Auto Parts/","2800  PROSPECT AV","KANSAS CITY"
"140000142","2014-01-01T00:00:00.000","64127","15:08","POINT (-94.534039846 39.10923414)","Non Agg Assault Dome","400  NORTON AV","KANSAS CITY"
"140000142","2014-01-01T00:00:00.000","64127","15:08","POINT (-94.534039846 39.10923414)","Non Agg Assault Dome","400  NORTON AV","KANSAS CITY"
"140000143","2014-01-01T00:00:00.000","64127","15:28","POINT (-94.518089278 39.092867736)","Burglary - Residence","5500  E 16 TE","KANSAS CITY"
"140000143","2014-01-01T00:00:00.000","64127","15:28","POINT (-94.518089278 39.092867736)","Burglary - Residence","5500  E 16 TE","KANSAS CITY"
"140000144","2014-01-01T00:00:00.000","64138","15:51","POINT (-94.486467208 38.956046946)","Property Damage","8700  E 92 TE","KANSAS CITY"
"140000144","2014-01-01T00:00:00.000","64138","15:51","POINT (-94.486467208 38.956046946)","Property Damage","8700  E 92 TE","KANSAS CITY"
"140000147","2014-01-01T00:00:00.000","64119","14:05","POINT (-94.489766191 39.187343322)","Pornography","5200  N PALMER AV","KANSAS CITY"
"140000147","2014-01-01T00:00:00.000","64119","14:05","POINT (-94.489766191 39.187343322)","Pornography","5200  N PALMER AV","KANSAS CITY"
"140000148","2014-01-01T00:00:00.000","64127","16:10","POINT (-94.521257231 39.13087429)","Auto Theft","5100  E FRONT ST","KANSAS CITY"
"140000148","2014-01-01T00:00:00.000","64127","16:10","POINT (-94.521257231 39.13087429)","Auto Theft","5100  E FRONT ST","KANSAS CITY"
"140000149","2014-01-01T00:00:00.000","64108","16:03","POINT (-94.581576911 39.085068738)","Trespassing","800  SOUTHWEST BL","KANSAS CITY"
"140000149","2014-01-01T00:00:00.000","64108","16:03","POINT (-94.581576911 39.085068738)","Trespassing","800  SOUTHWEST BL","KANSAS CITY"
"140000150","2014-01-01T00:00:00.000","64131","15:49","POINT (-94.553928354 39.010515988)","Property Damage","6400  CHESTNUT AV","KANSAS CITY"
"140000150","2014-01-01T00:00:00.000","64131","15:49","POINT (-94.553928354 39.010515988)","Property Damage","6400  CHESTNUT AV","KANSAS CITY"
"140000152","2014-01-01T00:00:00.000","64119","15:08","POINT (-94.513564115 39.190447249)","Stealing from Buildi","5600  NE LANCASTER AV","KANSAS CITY"
"140000152","2014-01-01T00:00:00.000","64119","15:08","POINT (-94.513564115 39.190447249)","Stealing from Buildi","5600  NE LANCASTER AV","KANSAS CITY"
"140000153","2014-01-01T00:00:00.000","64111","16:24","POINT (-94.563308078 39.10679273)","Armed Robbery","1400  INDEPENDENCE AV","KANSAS CITY"
"140000153","2014-01-01T00:00:00.000","64111","16:24","POINT (-94.563308078 39.10679273)","Armed Robbery","1400  INDEPENDENCE AV","KANSAS CITY"
"140000155","2014-01-01T00:00:00.000","64106","16:15","POINT (-94.574659662 39.104256282)","Stealing All Other","GARFIELD AV/INDEPENDENCE AV","KANSAS CITY"
"140000155","2014-01-01T00:00:00.000","64106","16:15","POINT (-94.574659662 39.104256282)","Stealing All Other","GARFIELD AV/INDEPENDENCE AV","KANSAS CITY"
"140000155","2014-01-01T00:00:00.000","64106","16:15","POINT (-94.574659662 39.104256282)","Stealing All Other","GARFIELD AV/INDEPENDENCE AV","KANSAS CITY"
"140000155","2014-01-01T00:00:00.000","64106","16:15","POINT (-94.574659662 39.104256282)","Possession of Drug E","GARFIELD AV/INDEPENDENCE AV","KANSAS CITY"
"140000155","2014-01-01T00:00:00.000","64106","16:15","POINT (-94.574659662 39.104256282)","Possession of Drug E","GARFIELD AV/INDEPENDENCE AV","KANSAS CITY"
"140000155","2014-01-01T00:00:00.000","64106","16:15","POINT (-94.574659662 39.104256282)","Possession of Drug E","GARFIELD AV/INDEPENDENCE AV","KANSAS CITY"
"140000157","2014-01-01T00:00:00.000","64127","17:01","POINT (-94.525675902 39.079782424)","Burglary - Residence","2500  POPLAR AV","KANSAS CITY"
"140000157","2014-01-01T00:00:00.000","64127","17:01","POINT (-94.525675902 39.079782424)","Burglary - Residence","2500  POPLAR AV","KANSAS CITY"
"140000158","2014-01-01T00:00:00.000","64128","17:01","POINT (-94.544248169 39.081772036)","Burglary - Residence","3300  E 24 TE","KANSAS CITY"
"140000158","2014-01-01T00:00:00.000","64128","17:01","POINT (-94.544248169 39.081772036)","Burglary - Residence","3300  E 24 TE","KANSAS CITY"
"140000160","2014-01-01T00:00:00.000","64127","16:40","POINT (-94.540595137 39.085164844)","Misc Violation","2200  ASKEW AV","KANSAS CITY"
"140000160","2014-01-01T00:00:00.000","64127","16:40","POINT (-94.540595137 39.085164844)","Misc Violation","2200  ASKEW AV","KANSAS CITY"
"140000161","2014-01-01T00:00:00.000","64130","15:38","POINT (-94.534314698 39.027423478)","Agg Assault - Domest","5400  KENSINGTON AV","KANSAS CITY"
"140000161","2014-01-01T00:00:00.000","64130","15:38","POINT (-94.534314698 39.027423478)","Agg Assault - Domest","5400  KENSINGTON AV","KANSAS CITY"
"140000162","2014-01-02T00:00:00.000","64109","10:11","POINT (-94.568728729 39.066698054)","Auto Theft","34 ST/BRUCE R WATKINS","KANSAS CITY"
"140000162","2014-01-01T00:00:00.000","64113","17:25","POINT (-94.537386785 39.112063641)","Auto Theft","200  MONROE AV","KANSAS CITY"
"140000162","2014-01-01T00:00:00.000","64113","17:25","POINT (-94.537386785 39.112063641)","Auto Theft","200  MONROE AV","KANSAS CITY"
"140000162","2014-01-01T00:00:00.000","64113","17:25","POINT (-94.537386785 39.112063641)","Stealing From Auto","200  MONROE AV","KANSAS CITY"
"140000162","2014-01-01T00:00:00.000","64113","17:25","POINT (-94.537386785 39.112063641)","Stealing From Auto","200  MONROE AV","KANSAS CITY"
"140000164","2014-01-01T00:00:00.000","64124","16:58","POINT (-94.538719732 39.110428511)","Auto Theft","3600  LEXINGTON AV","KANSAS CITY"
"140000164","2014-01-01T00:00:00.000","64124","16:58","POINT (-94.538719732 39.110428511)","Auto Theft","3600  LEXINGTON AV","KANSAS CITY"
"140000165","2014-01-01T00:00:00.000","64127","17:15","POINT (-94.551587683 39.095771216)","Stealing From Auto","1400  PROSPECT AV","KANSAS CITY"
"140000165","2014-01-01T00:00:00.000","64127","17:15","POINT (-94.551587683 39.095771216)","Stealing From Auto","1400  PROSPECT AV","KANSAS CITY"
"140000166","2014-01-01T00:00:00.000","64111","17:48","POINT (-94.59306945 39.05549663)","Auto Theft","W 12 ST/BALTIMORE AV","KANSAS CITY"
"140000166","2014-01-01T00:00:00.000","64111","17:48","POINT (-94.59306945 39.05549663)","Auto Theft","W 12 ST/BALTIMORE AV","KANSAS CITY"
"140000167","2014-01-01T00:00:00.000","64123","17:54","POINT (-94.514293662 39.105426456)","Stealing from Buildi","5800  WILSON AV","KANSAS CITY"
"140000167","2014-01-01T00:00:00.000","64123","17:54","POINT (-94.514293662 39.105426456)","Stealing from Buildi","5800  WILSON AV","KANSAS CITY"
"140000168","2014-01-01T00:00:00.000","64114","17:39","POINT (-94.59216141 38.970404377)","Misc Violation","8600  RAINBOW LN","KANSAS CITY"
"140000177","2014-01-01T00:00:00.000","64134","19:01","POINT (-94.491165061 38.946576342)","Wire Fraud","9800  WALLACE AV","KANSAS CITY"
"140000177","2014-01-01T00:00:00.000","64134","19:01","POINT (-94.491165061 38.946576342)","Wire Fraud","9800  WALLACE AV","KANSAS CITY"
"140000178","2014-01-01T00:00:00.000","64126","18:26","POINT (-94.496937761 38.944794355)","Misc Violation","1700  POTTER AVE","KANSAS CITY"
"140000178","2014-01-01T00:00:00.000","64126","18:26","POINT (-94.496937761 38.944794355)","Misc Violation","1700  POTTER AVE","KANSAS CITY"
"140000179","2014-01-01T00:00:00.000","64111","18:57","POINT (-94.5865763 39.049192799)","Auto Theft","4300  MAIN ST","KANSAS CITY"
"140000179","2014-01-01T00:00:00.000","64111","18:57","POINT (-94.5865763 39.049192799)","Auto Theft","4300  MAIN ST","KANSAS CITY"
"140000180","2014-01-01T00:00:00.000","64111","18:34","POINT (-94.58664065 39.047904998)","Non Agg Assault Dome","4400  MAIN ST","KANSAS CITY"
"140000180","2014-01-01T00:00:00.000","64111","18:34","POINT (-94.58664065 39.047904998)","Non Agg Assault Dome","4400  MAIN ST","KANSAS CITY"
"140000180","2014-01-01T00:00:00.000","64111","18:34","POINT (-94.58664065 39.047904998)","Non Agg Assault Dome","4400  MAIN ST","KANSAS CITY"
"140000180","2014-01-01T00:00:00.000","64111","18:34","POINT (-94.58664065 39.047904998)","Non Agg Assault Dome","4400  MAIN ST","KANSAS CITY"
"140000183","2014-01-01T00:00:00.000","64131","19:05","POINT (-94.56439129 38.99762306)","Auto Theft","1900  E 71 TE","KANSAS CITY"
"140000183","2014-01-01T00:00:00.000","64131","19:05","POINT (-94.56439129 38.99762306)","Auto Theft","1900  E 71 TE","KANSAS CITY"
"140000183","2014-01-01T00:00:00.000","64131","19:05","POINT (-94.56439129 38.99762306)","Auto Theft","1900  E 71 TE","KANSAS CITY"
"140000186","2014-01-01T00:00:00.000","64134","18:52","POINT (-94.501585146 38.918525193)","Burglary - Residence","11200  OAKLAND AV","KANSAS CITY"
"140000186","2014-01-01T00:00:00.000","64134","18:52","POINT (-94.501585146 38.918525193)","Burglary - Residence","11200  OAKLAND AV","KANSAS CITY"
"140000189","2014-01-01T00:00:00.000","64130","19:16","POINT (-94.502326502 38.972066623)","Aggravated Assault (","8400  OLDHAM RD","KANSAS CITY"
"140000189","2014-01-01T00:00:00.000","64130","19:16","POINT (-94.502326502 38.972066623)","Aggravated Assault (","8400  OLDHAM RD","KANSAS CITY"
"140000189","2014-01-01T00:00:00.000","64130","19:16","POINT (-94.502326502 38.972066623)","Aggravated Assault (","8400  OLDHAM RD","KANSAS CITY"
"140000191","2014-01-01T00:00:00.000","64109","19:28","POINT (-94.563930505 39.06844858)","Forcible Sodomy","1600  E LINWOOD BL","KANSAS CITY"
"140000191","2014-01-02T00:00:00.000","64109","0:49","POINT (-94.563930505 39.06844858)","Statutory Rape","1600  E LINWOOD BL","KANSAS CITY"
"140000191","2014-01-02T00:00:00.000","64109","0:49","POINT (-94.563930505 39.06844858)","Statutory Rape","1600  E LINWOOD BL","KANSAS CITY"
"140000193","2014-01-01T00:00:00.000","64133","20:03","POINT (-94.448411831 39.049064366)","HOMICIDE/Non Neglige","4000  HARVARD CI","KANSAS CITY"
"140000193","2014-01-01T00:00:00.000","64133","20:03","POINT (-94.448411831 39.049064366)","HOMICIDE/Non Neglige","4000  HARVARD CI","KANSAS CITY"
"140000193","2014-01-01T00:00:00.000","64133","20:03","POINT (-94.448411831 39.049064366)","HOMICIDE/Non Neglige","4000  HARVARD CI","KANSAS CITY"
"140000193","2014-01-01T00:00:00.000","64133","20:03","POINT (-94.448411831 39.049064366)","HOMICIDE/Non Neglige","4000  HARVARD CI","KANSAS CITY"
"140000194","2014-01-01T00:00:00.000","64130","20:20","POINT (-94.518222514 39.068252084)","Auto Theft","11600  E US 40 HWY","KANSAS CITY"
"140000194","2014-01-01T00:00:00.000","64130","20:20","POINT (-94.518222514 39.068252084)","Auto Theft","11600  E US 40 HWY","KANSAS CITY"
