"report_no","reported_date","zipcode","reported_time","location_1","description","address","city"
"140000370","2014-01-02T00:00:00.000","64131","14:59","POINT (-94.564134449 39.001096401)","Burglary - Residence","1900  E 69 TE","KANSAS CITY"
"140000370","2014-01-02T00:00:00.000","64131","14:59","POINT (-94.564134449 39.001096401)","Burglary - Residence","1900  E 69 TE","KANSAS CITY"
"140000372","2014-01-02T00:00:00.000","64131","14:59","POINT (-94.564134449 39.001096401)","Burglary - Residence","1900  E 69 TE","KANSAS CITY"
"140000372","2014-01-02T00:00:00.000","64131","14:59","POINT (-94.564134449 39.001096401)","Burglary - Residence","1900  E 69 TE","KANSAS CITY"
"140000375","2014-01-02T00:00:00.000","64106","14:00","POINT (-94.577375383 39.100855311)","Misc Violation","1100  LOCUST ST","KANSAS CITY"
"140000375","2014-01-02T00:00:00.000","64106","14:00","POINT (-94.577375383 39.100855311)","Misc Violation","1100  LOCUST ST","KANSAS CITY"
"140000376","2014-01-02T00:00:00.000","64106","14:30","POINT (-94.577375383 39.100855311)","Misc Violation","1100  LOCUST ST","KANSAS CITY"
"140000376","2014-01-02T00:00:00.000","64106","14:30","POINT (-94.577375383 39.100855311)","Misc Violation","1100  LOCUST ST","KANSAS CITY"
"140000378","2014-01-02T00:00:00.000","64125","15:50","POINT (-94.550798443 39.106343114)","Stealing Pickpocket","2600  INDEPENDENCE AV","KANSAS CITY"
"140000378","2014-01-02T00:00:00.000","64125","15:50","POINT (-94.550798443 39.106343114)","Stealing Pickpocket","2600  INDEPENDENCE AV","KANSAS CITY"
"140000379","2014-01-02T00:00:00.000","64155","15:47","POINT (-94.571766022 39.2556817)","Violation Ex Parte O","8900  N HOLMES ST","KANSAS CITY"
"140000379","2014-01-02T00:00:00.000","64155","15:47","POINT (-94.571766022 39.2556817)","Violation Ex Parte O","8900  N HOLMES ST","KANSAS CITY"
"140000380","2014-01-02T00:00:00.000","64125","16:17","POINT (-94.500629458 39.104025997)","Auto Theft Outside S","E 47 ST / ASH AVE","KANSAS CITY"
"140000380","2014-01-02T00:00:00.000","64125","16:17","POINT (-94.500629458 39.104025997)","Auto Theft Outside S","E 47 ST / ASH AVE","KANSAS CITY"
"140000381","2014-01-02T00:00:00.000","64110","15:33","POINT (-94.574816112 39.030732092)","Property Damage","5300  HARRISON ST","KANSAS CITY"
"140000381","2014-01-02T00:00:00.000","64110","15:33","POINT (-94.574816112 39.030732092)","Property Damage","5300  HARRISON ST","KANSAS CITY"
"140000385","2014-01-02T00:00:00.000","64132","16:41","POINT (-94.547516251 38.999311671)","Burglary - Residence","7000  INDIANA AV","KANSAS CITY"
"140000385","2014-01-02T00:00:00.000","64132","16:41","POINT (-94.547516251 38.999311671)","Burglary - Residence","7000  INDIANA AV","KANSAS CITY"
"140000387","2014-01-02T00:00:00.000","64111","12:36","POINT (-94.600774626 39.04414375)","Property Damage","4600  HOLLY ST","KANSAS CITY"
"140000387","2014-01-02T00:00:00.000","64111","12:36","POINT (-94.600774626 39.04414375)","Property Damage","4600  HOLLY ST","KANSAS CITY"
"140000390","2014-01-02T00:00:00.000","64111","16:45","POINT (-94.57146636 39.068585031)","Property Damage","3200  TROOST AV","KANSAS CITY"
"140000390","2014-01-02T00:00:00.000","64111","16:45","POINT (-94.57146636 39.068585031)","Property Damage","3200  TROOST AV","KANSAS CITY"
"140000391","2014-01-02T00:00:00.000","64117","16:32","POINT (-94.549047804 39.173363954)","Weapons Law Violatio","4300  N ANTIOCH RD","KANSAS CITY"
"140000392","2014-01-02T00:00:00.000","64134","17:03","POINT (-94.524502399 38.925086335)","Credit/Debit/ATM Car","11000  HICKMAN MILLS DR","KANSAS CITY"
"140000392","2014-01-02T00:00:00.000","64134","17:03","POINT (-94.524502399 38.925086335)","Credit/Debit/ATM Car","11000  HICKMAN MILLS DR","KANSAS CITY"
"140000393","2014-01-02T00:00:00.000","64106","15:45","POINT (-94.577375383 39.100855311)","Misc Violation","1100  LOCUST ST","KANSAS CITY"
"140000393","2014-01-02T00:00:00.000","64106","15:45","POINT (-94.577375383 39.100855311)","Misc Violation","1100  LOCUST ST","KANSAS CITY"
"140000394","2014-01-02T00:00:00.000","64157","16:18","POINT (-94.472226157 39.278026087)","Stealing Shoplifting","9200  M 152 HW","KANSAS CITY"
"140000394","2014-01-02T00:00:00.000","64157","16:18","POINT (-94.472226157 39.278026087)","Stealing Shoplifting","9200  M 152 HW","KANSAS CITY"
"140000395","2014-01-02T00:00:00.000","64128","17:00","POINT (-94.53796609 39.0673976)","Misc Violation","E 39 ST/PROSPECT AV","KANSAS CITY"
"140000397","2014-01-02T00:00:00.000","64133","16:44","POINT (-94.469173357 39.052297455)","Burglary - Non Resid","6700  E 39TH","KANSAS CITY"
"140000397","2014-01-02T00:00:00.000","64133","16:44","POINT (-94.469173357 39.052297455)","Burglary - Non Resid","6700  E 39TH","KANSAS CITY"
"140000398","2014-01-02T00:00:00.000","64112","14:28","POINT (-94.594762175 39.042427296)","Embezzlement","700  W 47 ST","KANSAS CITY"
"140000398","2014-01-02T00:00:00.000","64112","14:28","POINT (-94.594762175 39.042427296)","Embezzlement","700  W 47 ST","KANSAS CITY"
"140000399","2014-01-02T00:00:00.000","64118","17:34","POINT (-94.587360233 39.246527573)","Stealing from Buildi","500  NW BARRY RD","KANSAS CITY"
"140000399","2014-01-02T00:00:00.000","64118","17:34","POINT (-94.587360233 39.246527573)","Stealing from Buildi","500  NW BARRY RD","KANSAS CITY"
"140000401","2014-01-02T00:00:00.000","64112","17:44","POINT (-94.591774158 39.041285961)","Stealing from Buildi","400  NICHOLS RD","KANSAS CITY"
"140000401","2014-01-02T00:00:00.000","64112","17:44","POINT (-94.591774158 39.041285961)","Stealing from Buildi","400  NICHOLS RD","KANSAS CITY"
"140000402","2014-01-02T00:00:00.000","64118","17:09","POINT (-94.573369195 39.214267476)","Possession of Drug E","N CLEVELAND AVE/NE PARVIN RD","KANSAS CITY"
"140000402","2014-01-02T00:00:00.000","64118","17:09","POINT (-94.573369195 39.214267476)","Possession of Drug E","N CLEVELAND AVE/NE PARVIN RD","KANSAS CITY"
"140000404","2014-01-02T00:00:00.000","64133","15:17","POINT (-94.415725474 39.033969042)","Stealing Shoplifting","4800  NOLAND RD","KANSAS CITY"
"140000404","2014-01-02T00:00:00.000","64133","15:17","POINT (-94.415725474 39.033969042)","Stealing Shoplifting","4800  NOLAND RD","KANSAS CITY"
"140000408","2014-01-02T00:00:00.000","64213","17:37","POINT (-94.537189767 39.113104891)","Stealing Shoplifting","3700  ST JOHN AV","KANSAS CITY"
"140000408","2014-01-02T00:00:00.000","64213","17:37","POINT (-94.537189767 39.113104891)","Stealing Shoplifting","3700  ST JOHN AV","KANSAS CITY"
"140000411","2014-01-02T00:00:00.000","64119","17:36","POINT (-94.516964651 39.199403104)","Property Damage","5800  N COLORADO AV","KANSAS CITY"
"140000411","2014-01-02T00:00:00.000","64119","17:36","POINT (-94.516964651 39.199403104)","Property Damage","5800  N COLORADO AV","KANSAS CITY"
"140000415","2014-01-02T00:00:00.000","64110","17:48","POINT (-94.602634383 39.058570097)","Non Agg Assault Dome","3800  TERRACE ST","KANSAS CITY"
"140000415","2014-01-02T00:00:00.000","64110","17:48","POINT (-94.602634383 39.058570097)","Non Agg Assault Dome","3800  TERRACE ST","KANSAS CITY"
"140000416","2014-01-02T00:00:00.000","64111","18:09","POINT (-94.604225801 39.046222216)","Burglary - Residence","4500  FAIRMOUNT AV","KANSAS CITY"
"140000416","2014-01-02T00:00:00.000","64111","18:09","POINT (-94.604225801 39.046222216)","Burglary - Residence","4500  FAIRMOUNT AV","KANSAS CITY"
"140000416","2014-01-02T00:00:00.000","64111","18:09","POINT (-94.604225801 39.046222216)","Burglary - Residence","4500  FAIRMOUNT AV","KANSAS CITY"
"140000417","2014-01-02T00:00:00.000","64131","18:14","POINT (-94.54579813 39.026243826)","Misc Violation","3400  E 55 ST","KANSAS CITY"
"140000417","2014-01-02T00:00:00.000","64131","18:14","POINT (-94.54579813 39.026243826)","Misc Violation","3400  E 55 ST","KANSAS CITY"
"140000418","2014-01-02T00:00:00.000","64134","18:36","POINT (-94.491778075 38.924918053)","Impersonation","8600  E 109 TE","KANSAS CITY"
"140000418","2014-01-02T00:00:00.000","64134","18:36","POINT (-94.491778075 38.924918053)","Impersonation","8600  E 109 TE","KANSAS CITY"
"140000418","2014-01-02T00:00:00.000","64134","18:36","POINT (-94.491778075 38.924918053)","Impersonation","8600  E 109 TE","KANSAS CITY"
"140000418","2014-01-02T00:00:00.000","64134","18:36","POINT (-94.491778075 38.924918053)","Impersonation","8600  E 109 TE","KANSAS CITY"
"140000420","2014-01-02T00:00:00.000","64111","18:52","POINT (-94.593583522 39.042411318)","Stealing All Other","600  W 47 ST","KANSAS CITY"
"140000420","2014-01-02T00:00:00.000","64111","18:52","POINT (-94.593583522 39.042411318)","Stealing All Other","600  W 47 ST","KANSAS CITY"
"140000423","2014-01-02T00:00:00.000","64118","18:05","POINT (-94.566472439 39.240597179)","Non Agg Assault Dome","1200  NE 81 ST","KANSAS CITY"
"140000423","2014-01-02T00:00:00.000","64118","18:05","POINT (-94.566472439 39.240597179)","Non Agg Assault Dome","1200  NE 81 ST","KANSAS CITY"
"140000425","2014-01-02T00:00:00.000","64116","18:37","POINT (-94.544065149 39.18821343)","Non Aggravated Assau","5200  N AGNES AV","KANSAS CITY"
"140000425","2014-01-02T00:00:00.000","64116","18:37","POINT (-94.544065149 39.18821343)","Non Aggravated Assau","5200  N AGNES AV","KANSAS CITY"
"140000427","2014-01-02T00:00:00.000","64155","19:25","POINT (-94.575802883 39.261612818)","Burglary - Non Resid","9200  N OAK TF","KANSAS CITY"
"140000427","2014-01-02T00:00:00.000","64155","19:25","POINT (-94.575802883 39.261612818)","Burglary - Non Resid","9200  N OAK TF","KANSAS CITY"
"140000428","2014-01-02T00:00:00.000","64130","16:56","POINT (-94.461933871 39.048823797)","Property Damage","10600  E 41 ST","KANSAS CITY"
"140000428","2014-01-02T00:00:00.000","64130","16:56","POINT (-94.461933871 39.048823797)","Property Damage","10600  E 41 ST","KANSAS CITY"
"140000429","2014-01-02T00:00:00.000","64133","19:43","POINT (-94.459477911 39.015518235)","Auto Theft","BLUE RIDGE CUTOFF/I 70 HWY FRONTAGE RD","KANSAS CITY"
"140000429","2014-01-02T00:00:00.000","64133","19:43","POINT (-94.459477911 39.015518235)","Auto Theft","BLUE RIDGE CUTOFF/I 70 HWY FRONTAGE RD","KANSAS CITY"
"140000430","2014-01-02T00:00:00.000","64132","19:19","POINT (-94.576350267 38.975854179)","Burglary - Residence","1100  E 83 TE","KANSAS CITY"
"140000430","2014-01-02T00:00:00.000","64132","19:19","POINT (-94.576350267 38.975854179)","Burglary - Residence","1100  E 83 TE","KANSAS CITY"
"140000433","2014-01-02T00:00:00.000","64106","18:04","POINT (-94.574469275 39.104228083)","Property Damage","700  E 8 ST","KANSAS CITY"
"140000433","2014-01-02T00:00:00.000","64106","18:04","POINT (-94.574469275 39.104228083)","Property Damage","700  E 8 ST","KANSAS CITY"
"140000433","2014-01-02T00:00:00.000","64106","18:04","POINT (-94.574469275 39.104228083)","Stealing From Auto","700  E 8 ST","KANSAS CITY"
"140000433","2014-01-02T00:00:00.000","64106","18:04","POINT (-94.574469275 39.104228083)","Stealing From Auto","700  E 8 ST","KANSAS CITY"
"140000437","2014-01-02T00:00:00.000","64130","20:02","POINT (-94.551415573 39.053442414)","Non Agg Assault Dome","4000  CHESTNUT AV","KANSAS CITY"
"140000437","2014-01-02T00:00:00.000","64130","20:02","POINT (-94.551415573 39.053442414)","Non Agg Assault Dome","4000  CHESTNUT AV","KANSAS CITY"
"140000438","2014-01-02T00:00:00.000","64127","16:10","POINT (-94.529595964 39.083442071)","Burglary - Residence","2300  ELMWOOD AV","KANSAS CITY"
"140000438","2014-01-02T00:00:00.000","64127","16:10","POINT (-94.529595964 39.083442071)","Burglary - Residence","2300  ELMWOOD AV","KANSAS CITY"
"140000438","2014-01-02T00:00:00.000","64127","16:10","POINT (-94.529595964 39.083442071)","Burglary - Residence","2300  ELMWOOD AV","KANSAS CITY"
"140000438","2014-01-02T00:00:00.000","64127","16:10","POINT (-94.529595964 39.083442071)","Burglary - Residence","2300  ELMWOOD AV","KANSAS CITY"
"140000442","2014-01-02T00:00:00.000","64132","19:58","POINT (-94.553434892 38.997783765)","Misc Violation","7100  SOUTH BENTON AV","KANSAS CITY"
"140000442","2014-01-02T00:00:00.000","64132","19:58","POINT (-94.553434892 38.997783765)","Misc Violation","7100  SOUTH BENTON AV","KANSAS CITY"
"140000445","2014-01-02T00:00:00.000","64157","20:28","POINT (-94.458681085 39.246078583)","Embezzlement","8500  N CHURCH RD","KANSAS CITY"
"140000445","2014-01-02T00:00:00.000","64157","20:28","POINT (-94.458681085 39.246078583)","Embezzlement","8500  N CHURCH RD","KANSAS CITY"
"140000446","2014-01-02T00:00:00.000","64157","20:28","POINT (-94.458681085 39.246078583)","Embezzlement","8500  N CHURCH RD","KANSAS CITY"
"140000446","2014-01-02T00:00:00.000","64157","20:28","POINT (-94.458681085 39.246078583)","Embezzlement","8500  N CHURCH RD","KANSAS CITY"
"140000447","2014-01-02T00:00:00.000","64128","21:14","POINT (-94.541326193 39.071162204)","Auto Theft","3000  ASKEW AV","KANSAS CITY"
"140000447","2014-01-02T00:00:00.000","64128","21:14","POINT (-94.541326193 39.071162204)","Auto Theft","3000  ASKEW AV","KANSAS CITY"
"140000450","2014-01-02T00:00:00.000","64110","21:23","POINT (-94.565329376 39.050447634)","Auto Theft","1600  E 42 ST","KANSAS CITY"
"140000450","2014-01-02T00:00:00.000","64110","21:23","POINT (-94.565329376 39.050447634)","Auto Theft","1600  E 42 ST","KANSAS CITY"
"140000451","2014-01-02T00:00:00.000","64145","21:30","POINT (-94.604380206 38.88657818)","Stealing Pickpocket","1700  W 133 ST","KANSAS CITY"
"140000451","2014-01-02T00:00:00.000","64145","21:30","POINT (-94.604380206 38.88657818)","Stealing Pickpocket","1700  W 133 ST","KANSAS CITY"
"140000453","2014-01-02T00:00:00.000","64138","22:12","POINT (-94.505625521 38.965482841)","Burglary - Residence","8700  CORRINGTON AV","KANSAS CITY"
"140000453","2014-01-02T00:00:00.000","64138","22:12","POINT (-94.505625521 38.965482841)","Burglary - Residence","8700  CORRINGTON AV","KANSAS CITY"
"140000454","2014-01-02T00:00:00.000","64124","21:54","POINT (-94.551079106 39.102498508)","Aggravated Assault (","2600  E 9 ST","KANSAS CITY"
"140000454","2014-01-02T00:00:00.000","64124","21:54","POINT (-94.551079106 39.102498508)","Aggravated Assault (","2600  E 9 ST","KANSAS CITY"
"140000456","2014-01-02T00:00:00.000","64134","22:09","POINT (-94.515840024 38.911815456)","Non Agg Assault Dome","11700  FULLER AV","KANSAS CITY"
"140000456","2014-01-02T00:00:00.000","64134","22:09","POINT (-94.515840024 38.911815456)","Non Agg Assault Dome","11700  FULLER AV","KANSAS CITY"
"140000457","2014-01-02T00:00:00.000","64109","23:04","POINT (-94.564085799 39.077402437)","Property Damage","2700  VINE ST","KANSAS CITY"
"140000457","2014-01-02T00:00:00.000","64109","23:04","POINT (-94.564085799 39.077402437)","Property Damage","2700  VINE ST","KANSAS CITY"
"140000459","2014-01-02T00:00:00.000","64127","23:43","POINT (-94.522147566 39.085094303)","Stealing Auto Parts/","2200  DENVER AV","KANSAS CITY"
"140000459","2014-01-02T00:00:00.000","64127","23:43","POINT (-94.522147566 39.085094303)","Stealing Auto Parts/","2200  DENVER AV","KANSAS CITY"
"140000461","2014-01-02T00:00:00.000","64127","23:47","POINT (-94.524406087 39.082028221)","Non Agg Assault Dome","5000  E 24 ST","KANSAS CITY"
"140000461","2014-01-02T00:00:00.000","64127","23:47","POINT (-94.524406087 39.082028221)","Non Agg Assault Dome","5000  E 24 ST","KANSAS CITY"
"140000463","2014-01-02T00:00:00.000","64130","23:49","POINT (-94.553458656 39.020944832)","Non Agg Assault Dome","5800  CHESTNUT AV","KANSAS CITY"
"140000463","2014-01-02T00:00:00.000","64130","23:49","POINT (-94.553458656 39.020944832)","Property Damage","5800  CHESTNUT AV","KANSAS CITY"
"140000463","2014-01-02T00:00:00.000","64130","23:49","POINT (-94.553458656 39.020944832)","Non Agg Assault Dome","5800  CHESTNUT AV","KANSAS CITY"
"140000463","2014-01-02T00:00:00.000","64130","23:49","POINT (-94.553458656 39.020944832)","Property Damage","5800  CHESTNUT AV","KANSAS CITY"
"140000466","2014-01-02T00:00:00.000","64133","23:54","POINT (-94.443320004 39.014978368)","Non Agg Assault Dome","11700  E 59 ST","KANSAS CITY"
"140000466","2014-01-02T00:00:00.000","64133","23:54","POINT (-94.443320004 39.014978368)","Non Agg Assault Dome","11700  E 59 ST","KANSAS CITY"
"140000469","2014-01-02T00:00:00.000","64145","22:11","POINT (-94.588954598 38.892444087)","Aggravated Assault (","500  E 129 TE","KANSAS CITY"
"140000469","2014-01-02T00:00:00.000","64145","22:11","POINT (-94.588954598 38.892444087)","Aggravated Assault (","500  E 129 TE","KANSAS CITY"
"140000475","2014-01-03T00:00:00.000","64127","1:41","POINT (-94.522095673 39.054499627)","Stealing Shoplifting","5300  E 39 ST","KANSAS CITY"
"140000475","2014-01-03T00:00:00.000","64127","1:41","POINT (-94.522095673 39.054499627)","Stealing Shoplifting","5300  E 39 ST","KANSAS CITY"
"140000475","2014-01-03T00:00:00.000","64127","1:41","POINT (-94.522095673 39.054499627)","Stealing Shoplifting","5300  E 39 ST","KANSAS CITY"
"140000477","2014-01-03T00:00:00.000","64109","1:23","POINT (-94.575816325 39.085054648)","Aggravated Assault (","2300  HOLMES ST","KANSAS CITY"
"140000477","2014-01-03T00:00:00.000","64120","1:23","POINT (-94.502668247 39.128130355)","Aggravated Assault (","6900  UNIVERSAL AV","KANSAS CITY"
"140000477","2014-01-03T00:00:00.000","64109","1:23","POINT (-94.575816325 39.085054648)","Aggravated Assault (","2300  HOLMES ST","KANSAS CITY"
"140000477","2014-01-03T00:00:00.000","64120","1:23","POINT (-94.502668247 39.128130355)","Aggravated Assault (","6900  UNIVERSAL AV","KANSAS CITY"
"140000477","2014-01-03T00:00:00.000","64120","1:23","POINT (-94.502668247 39.128130355)","Aggravated Assault (","6900  UNIVERSAL AV","KANSAS CITY"
"140000477","2014-01-03T00:00:00.000","64109","1:23","POINT (-94.575816325 39.085054648)","Possession/Sale/Dist","2300  HOLMES ST","KANSAS CITY"
"140000477","2014-01-03T00:00:00.000","64109","1:23","POINT (-94.575816325 39.085054648)","Possession/Sale/Dist","2300  HOLMES ST","KANSAS CITY"
"140000478","2014-01-03T00:00:00.000","64045","2:16","POINT (-94.583075872 39.102950303)","Driving Under Influe","E 129 TE/CHERRY ST","KANSAS CITY"
"140000481","2014-01-03T00:00:00.000","64111","2:37","POINT (-94.588367589 39.05839588)","Non Aggravated Assau","3800  WYANDOTTE ST","KANSAS CITY"
"140000481","2014-01-03T00:00:00.000","64111","2:37","POINT (-94.588367589 39.05839588)","Non Aggravated Assau","3800  WYANDOTTE ST","KANSAS CITY"
"140000484","2014-01-03T00:00:00.000","64127","3:24","POINT (-94.528748833 39.067304744)","Trespassing","4800  E LINWOOD BL","KANSAS CITY"
"140000484","2014-01-03T00:00:00.000","64127","3:24","POINT (-94.528748833 39.067304744)","Trespassing","4800  E LINWOOD BL","KANSAS CITY"
"140000485","2014-01-03T00:00:00.000","64124","3:58","POINT (-94.544140065 39.106107454)","Auto Theft Outside S","3200  INDEPENDENCE AV","KANSAS CITY"
"140000485","2014-01-03T00:00:00.000","64124","3:58","POINT (-94.544140065 39.106107454)","Auto Theft Outside S","3200  INDEPENDENCE AV","KANSAS CITY"
"140000487","2014-01-03T00:00:00.000","64117","4:08","POINT (-94.56047742 39.166758347)","Stolen Property OFFE","1600  NE PARVIN RD","KANSAS CITY"
"140000487","2014-01-03T00:00:00.000","64117","4:08","POINT (-94.56047742 39.166758347)","Auto Theft Outside S","1600  NE PARVIN RD","KANSAS CITY"
"140000487","2014-01-03T00:00:00.000","64117","4:08","POINT (-94.56047742 39.166758347)","Auto Theft Outside S","1600  NE PARVIN RD","KANSAS CITY"
"140000487","2014-01-03T00:00:00.000","64117","4:08","POINT (-94.56047742 39.166758347)","Stolen Property OFFE","1600  NE PARVIN RD","KANSAS CITY"
"140000488","2014-01-03T00:00:00.000","64111","4:16","POINT (-94.605079032 39.068851602)","Burglary - Non Resid","3200  ROANOKE RD","KANSAS CITY"
"140000488","2014-01-03T00:00:00.000","64111","4:16","POINT (-94.605079032 39.068851602)","Burglary - Non Resid","3200  ROANOKE RD","KANSAS CITY"
"140000489","2014-01-03T00:00:00.000","64110","4:35","POINT (-94.573056971 39.019815078)","Dead Body","5900  FOREST AV","KANSAS CITY"
"140000490","2014-01-03T00:00:00.000","64114","4:08","POINT (-94.592699526 38.948688474)","Trespassing","100  W 99 TE","KANSAS CITY"
"140000490","2014-01-03T00:00:00.000","64114","4:08","POINT (-94.592699526 38.948688474)","Trespassing","100  W 99 TE","KANSAS CITY"
"140000491","2014-01-03T00:00:00.000","64105","5:26","POINT (-94.586609716 39.100057975)","Trespassing","200  W 12 ST","KANSAS CITY"
"140000491","2014-01-03T00:00:00.000","64105","5:26","POINT (-94.586609716 39.100057975)","Trespassing","200  W 12 ST","KANSAS CITY"
"140000494","2014-01-03T00:00:00.000","64120","6:53","POINT (-94.552268872 39.120784845)","Auto Theft","2500  ROCHESTER AV","KANSAS CITY"
"140000494","2014-01-03T00:00:00.000","64120","6:53","POINT (-94.552268872 39.120784845)","Auto Theft","2500  ROCHESTER AV","KANSAS CITY"
"140000497","2014-01-03T00:00:00.000","64127","6:08","POINT (-94.514065132 39.112394009)","Arson","100  N TOPPING AV","KANSAS CITY"
"140000497","2014-01-03T00:00:00.000","64127","6:08","POINT (-94.514065132 39.112394009)","Arson","100  N TOPPING AV","KANSAS CITY"
"140000505","2014-01-03T00:00:00.000","64134","8:00","POINT (-94.510609817 38.943627652)","Auto Theft","6800  E 100 ST","KANSAS CITY"
"140000505","2014-01-03T00:00:00.000","64134","8:00","POINT (-94.510609817 38.943627652)","Auto Theft","6800  E 100 ST","KANSAS CITY"
"140000509","2014-02-01T00:00:00.000","64129","14:34","POINT (-94.502943686 39.031118106)","Stealing Shoplifting","7000  EASTWOOD TF","KANSAS CITY"
"140000509","2014-02-01T00:00:00.000","64129","14:34","POINT (-94.502943686 39.031118106)","Possession of Drug E","7000  EASTWOOD TF","KANSAS CITY"
"140000509","2014-02-01T00:00:00.000","64129","14:34","POINT (-94.502943686 39.031118106)","Stealing Shoplifting","7000  EASTWOOD TF","KANSAS CITY"
"140000509","2014-01-03T00:00:00.000","64129","8:09","POINT (-94.502943686 39.031118106)","Stealing from Buildi","7000  EASTWOOD TF","KANSAS CITY"
"140000509","2014-02-01T00:00:00.000","64129","14:34","POINT (-94.502943686 39.031118106)","Stealing Shoplifting","7000  EASTWOOD TF","KANSAS CITY"
"140000509","2014-02-01T00:00:00.000","64129","14:34","POINT (-94.502943686 39.031118106)","Possession of Drug E","7000  EASTWOOD TF","KANSAS CITY"
"140000509","2014-02-01T00:00:00.000","64129","14:34","POINT (-94.502943686 39.031118106)","Possession of Drug E","7000  EASTWOOD TF","KANSAS CITY"
"140000509","2014-01-03T00:00:00.000","64129","8:09","POINT (-94.502943686 39.031118106)","Stealing from Buildi","7000  EASTWOOD TF","KANSAS CITY"
"140000509","2014-01-03T00:00:00.000","64129","8:09","POINT (-94.502943686 39.031118106)","Stealing from Buildi","7000  EASTWOOD TF","KANSAS CITY"
"140000512","2014-01-03T00:00:00.000","64124","8:48","POINT (-94.537251861 39.103043771)","Auto Theft","3800  E 8 ST","KANSAS CITY"
"140000512","2014-01-03T00:00:00.000","64124","8:48","POINT (-94.537251861 39.103043771)","Auto Theft","3800  E 8 ST","KANSAS CITY"
"140000515","2014-01-03T00:00:00.000","64106","8:40","POINT (-94.574659662 39.104256282)","Driving Under Influe","E 11 ST/LOCUST ST","KANSAS CITY"
"140000515","2014-01-03T00:00:00.000","64106","8:40","POINT (-94.574659662 39.104256282)","Driving Under Influe","E 11 ST/LOCUST ST","KANSAS CITY"
"140000517","2014-01-03T00:00:00.000","64129","8:45","POINT (-94.504652637 39.057548143)","Stealing All Other","6800  E STADIUM DR","KANSAS CITY"
"140000517","2014-01-03T00:00:00.000","64129","8:45","POINT (-94.504652637 39.057548143)","Stealing All Other","6800  E STADIUM DR","KANSAS CITY"
"140000518","2014-01-03T00:00:00.000","64105","9:29","POINT (-94.580510812 39.085220666)","Stealing Auto Parts/","2300  MCGEE ST","KANSAS CITY"
"140000518","2014-01-03T00:00:00.000","64105","9:29","POINT (-94.580510812 39.085220666)","Stealing Auto Parts/","2300  MCGEE ST","KANSAS CITY"
"140000520","2014-01-03T00:00:00.000","64134","9:38","POINT (-94.602418571 38.940937204)","Stealing Auto Parts/","10400  MADISON AV","KANSAS CITY"
"140000520","2014-01-03T00:00:00.000","64134","9:38","POINT (-94.602418571 38.940937204)","Stealing Auto Parts/","10400  MADISON AV","KANSAS CITY"
"140000521","2014-01-03T00:00:00.000","64118","9:56","POINT (-94.582154995 39.180957377)","Stealing Auto Parts/","100  NE VIVION RD","KANSAS CITY"
"140000521","2014-01-03T00:00:00.000","64118","9:56","POINT (-94.582154995 39.180957377)","Stealing Auto Parts/","100  NE VIVION RD","KANSAS CITY"
"140000522","2014-01-03T00:00:00.000","64105","9:58","POINT (-94.585636038 39.107767892)","Stealing Auto Parts/","200  W 5 ST","KANSAS CITY"
"140000522","2014-01-03T00:00:00.000","64105","9:58","POINT (-94.585636038 39.107767892)","Stealing Auto Parts/","200  W 5 ST","KANSAS CITY"
"140000523","2014-01-03T00:00:00.000","64110","9:25","POINT (-94.565460377 39.003871569)","Burglary - Residence","1800  E 68 ST","KANSAS CITY"
"140000523","2014-01-03T00:00:00.000","64110","9:25","POINT (-94.565460377 39.003871569)","Burglary - Residence","1800  E 68 ST","KANSAS CITY"
"140000526","2014-01-03T00:00:00.000","64132","9:44","POINT (-94.541711587 39.017124106)","Aggravated Assault (","3800  E 60 ST","KANSAS CITY"
"140000526","2014-01-03T00:00:00.000","64132","9:44","POINT (-94.541711587 39.017124106)","Aggravated Assault (","3800  E 60 ST","KANSAS CITY"
"140000529","2014-01-03T00:00:00.000","64132","9:51","POINT (-94.552169913 38.986858578)","Aggravated Assault (","E 67 ST/CLEVELAND AV","KANSAS CITY"
"140000529","2014-01-03T00:00:00.000","64132","9:51","POINT (-94.552169913 38.986858578)","Aggravated Assault (","E 67 ST/CLEVELAND AV","KANSAS CITY"
"140000530","2014-01-03T00:00:00.000","64130","9:03","POINT (-94.573236203 39.011425683)","Stealing Shoplifting","1200  E MEYER BL","KANSAS CITY"
"140000530","2014-01-03T00:00:00.000","64130","9:03","POINT (-94.573236203 39.011425683)","Stealing Shoplifting","1200  E MEYER BL","KANSAS CITY"
"140000530","2014-01-03T00:00:00.000","64130","9:03","POINT (-94.573236203 39.011425683)","Stealing Shoplifting","1200  E MEYER BL","KANSAS CITY"
"140000531","2014-01-03T00:00:00.000","64105","7:57","POINT (-94.599597228 39.107121533)","Fraud/Confidence Gam","600  MULBERRY ST","KANSAS CITY"
"140000531","2014-01-03T00:00:00.000","64105","7:57","POINT (-94.599597228 39.107121533)","Fraud/Confidence Gam","600  MULBERRY ST","KANSAS CITY"
"140000532","2014-01-03T00:00:00.000","64127","9:48","POINT (-94.553397102 39.059233055)","Strong Arm Robbery","3700  PROSPECT AV","KANSAS CITY"
"140000532","2014-01-03T00:00:00.000","64127","9:48","POINT (-94.553397102 39.059233055)","Strong Arm Robbery","3700  PROSPECT AV","KANSAS CITY"
