"animal_id","animal_type","animal_breed","kennel_number","kennel_status","tag_type","activity_number","activity_sequence","source_id","census_tract","council_district","intake_type","intake_subtype","reason","staff_id","intake_date","intake_time","due_out","intake_condition","hold_request","outcome_type","outcome_date","outcome_time","receipt_number","impound_number","service_request_number","outcome_condition","chip_status","animal_origin","additional_information","animal_stay_days","month","year"
"A1107360","DOG","CHIHUAHUA SH","LOST","IMPOUNDED",,,"0","P0937316",,,"STRAY","WEB",,"WEB","2020-09-08T00:00:00.000","13:25:00","2020-09-13T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512857",,,,,,"30","SEP.2020","FY2020"
"A1107040","DOG","CHIHUAHUA SH","LOST","IMPOUNDED",,,"0","P0936822",,,"STRAY","WEB",,"WEB","2020-09-05T00:00:00.000","18:25:00","2020-09-07T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512455",,,,,,"33","SEP.2020","FY2020"
"A1108451","DOG","FILA","LFD 073","IMPOUNDED",,"A20-238711","1","P0887314","2500","7","STRAY","AT LARGE","OTHRINTAKS","DAA1761","2020-10-05T00:00:00.000","13:00:00","2020-10-09T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514149",,,"SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1108567","DOG","LABRADOR RETR","NMOMS 1","IMPOUNDED",,"A20-238951","1","P9991736","17003","8","STRAY","AT LARGE","OTHRINTAKS","TMB1736","2020-10-07T00:00:00.000","12:26:00","2020-10-11T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514273",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108290","DOG","CHIHUAHUA SH","LFSD 15","IMPOUNDED",,"A20-238398","1","P9998447","17102","8","STRAY","AT LARGE","OTHRINTAKS","MAC8447","2020-10-02T00:00:00.000","01:13:00","2020-10-08T00:00:00.000","APP INJ","RESC FOSTR","TRANSFER",,"00:00:00",,"K20-513961",,"APP INJ","SCAN CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108402","DOG","GERM SHEPHERD","AD 019","AVAILABLE",,"A20-238568","1","P0938943","20200","7","STRAY","CONFINED","OTHRINTAKS","ROB1772","2020-10-03T00:00:00.000","17:53:00","2020-10-07T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514084",,,"SCAN NO CHIP","FIELD",,"5","NEXT_FY","NEXT_FY"
"A1108364","DOG","CHIHUAHUA SH","LOST","IMPOUNDED",,,"0","P0938888",,,"STRAY","WEB",,"WEB","2020-10-03T00:00:00.000","09:25:00","2020-10-03T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514039",,,,,,"5","NEXT_FY","NEXT_FY"
"A1108537","DOG","BRITTANY","LOST","IMPOUNDED",,,"0","P0939193",,,"STRAY","WEB",,"WEB","2020-10-06T00:00:00.000","18:25:00","2020-10-06T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514239",,,,,,"2","NEXT_FY","NEXT_FY"
"A1108312","CAT","DOMESTIC SH","N07","UNAVAILABLE",,"A20-238414","1","P9998445","6401","1","KEEPSAFE","EVICTION","OTHRINTAKS","KCB8445","2020-10-02T00:00:00.000","10:39:00","2020-10-13T00:00:00.000","UNDERAGE","NEONATE","OTHER",,"00:00:00",,"K20-513982",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1086369","DOG","PIT BULL","AD 047","AVAILABLE",,"A20-237897","1","P0607906","16701","8","OWNER SURRENDER","GENERAL","OTHRINTAKS","TMB1736","2020-09-28T00:00:00.000","09:50:00","2020-09-28T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513706",,,"SCAN CHIP","FIELD",,"10","SEP.2020","FY2020"
"A1108523","DOG","PIT BULL","LFD 068","IMPOUNDED",,,"1","P0939169","2702","7","STRAY","OTC","OTHRINTAKS","JLC","2020-10-06T00:00:00.000","15:15:00","2020-10-06T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514221",,,"SCAN CHIP","OVER THE COUNTER",,"2","NEXT_FY","NEXT_FY"
"A1107344","DOG","MASTIFF","FOUND","IMPOUNDED",,,"0","P0937272",,,"STRAY","WEB",,"WEB","2020-09-12T00:00:00.000","00:25:00","2020-09-13T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512825",,,,,,"26","SEP.2020","FY2020"
"A1108265","DOG","AMER BULLDOG","LOST","IMPOUNDED",,,"0","P0938747",,,"STRAY","WEB",,"WEB","2020-10-01T00:00:00.000","16:25:00","2020-10-01T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513936",,,,,,"7","NEXT_FY","NEXT_FY"
"A1108608","DOG","ALASKAN HUSKY","AD 044","IMPOUNDED",,,"1","P0939273",,,"OWNER SURRENDER","APPOINT","HOUSING","BBW","2020-10-07T00:00:00.000","16:43:00","2020-10-13T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514311",,,"SCAN CHIP","OVER THE COUNTER",,"1","NEXT_FY","NEXT_FY"
"A0878645","DOG","LABRADOR RETR","VIP17","AVAILABLE",,,"1","P0825032",,,"OWNER SURRENDER","APPOINT","MEDICAL","IFM","2020-10-01T00:00:00.000","12:52:00","2020-10-07T00:00:00.000","APP SICK","ADOP RESCU","OTHER",,"00:00:00",,"K20-513914",,,"SCAN CHIP","OVER THE COUNTER",,"7","NEXT_FY","NEXT_FY"
"A1108300","CAT","DOMESTIC SH","AK 03","EU RISK",,"A20-237751","3","P0938266","19213","11","OWNER SURRENDER","FIELD","PERSNLISSU","MAW1723","2020-10-02T00:00:00.000","11:17:00","2020-10-02T00:00:00.000","APP WNL","RESC FOSTR","OTHER",,"00:00:00",,"K20-513970",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108477","DOG","GERM SHEPHERD","LFD 075","IMPOUNDED",,"A20-238724","1","P0939100","8704","4","STRAY","CONFINED","OTHRINTAKS","ATB1754","2020-10-05T00:00:00.000","16:42:00","2020-10-09T00:00:00.000","APP WNL","ADOPTION","OTHER",,"00:00:00",,"K20-514179",,,"SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1108035","DOG","PIT BULL","AD 037","AVAILABLE",,"A20-237854","1","P0938378","8703","4","STRAY","CONFINED","OTHRINTAKS","RKB1765","2020-09-26T00:00:00.000","19:37:00","2020-09-30T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513642",,,"SCAN NO CHIP","FIELD",,"12","SEP.2020","FY2020"
"A1108568","CAT","DOMESTIC SH","N04","IMPOUNDED",,,"1","P0829822",,,"OWNER SURRENDER","APPOINT","HOUSING","BBW","2020-10-07T00:00:00.000","12:05:00","2020-10-07T00:00:00.000","APP WNL","NEONATE","OTHER",,"00:00:00",,"K20-514274",,,"SCAN NO CHIP","OVER THE COUNTER",,"1","NEXT_FY","NEXT_FY"
"A1053856","DOG","LABRADOR RETR","AD 067","IMPOUNDED",,"A20-238495","1","P0938856","12800","9","STRAY","CONFINED","OTHRINTAKS","AVB1171","2020-10-02T00:00:00.000","21:58:00","2020-10-08T00:00:00.000","APP INJ","ADOP RESCU","ADOPTION",,"00:00:00",,"K20-514023",,"APP WNL","SCAN CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108527","CAT","DOMESTIC SH","QC 02","IMPOUNDED",,"A20-238874","1","P0939180","4800","1","CONFISCATED","QUARANTINE","OTHRINTAKS","ATB1754","2020-10-06T00:00:00.000","17:13:00","2020-10-16T00:00:00.000","UNDERAGE","QUARANTINE","OTHER",,"00:00:00",,"K20-514230",,,"SCAN NO CHIP","FIELD",,"2","NEXT_FY","NEXT_FY"
"A1107607","DOG","GERM SHEPHERD","PCD 09","EU RISK",,,"1","P0939057",,,"OWNER SURRENDER","ALUMNI","BEHAVIOR","DAL","2020-10-06T00:00:00.000","14:34:00","2020-10-06T00:00:00.000","APP WNL","EUTH","OTHER",,"00:00:00",,"K20-514219",,,"SCAN CHIP","OVER THE COUNTER",,"2","NEXT_FY","NEXT_FY"
"A1108216","DOG","ALASKAN HUSKY","LOST","IMPOUNDED",,,"0","P0938689",,,"STRAY","WEB",,"WEB","2020-09-30T00:00:00.000","22:25:00","2020-09-30T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513883",,,,,,"8","SEP.2020","FY2020"
"A1107326","DOG","PIT BULL","AD 034","IMPOUNDED",,,"1","P0922040",,,"FOSTER","RETURN","NOTRIGHTFT","JLC","2020-10-07T00:00:00.000","13:31:00","2020-10-07T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514283",,,"SCAN CHIP","OVER THE COUNTER",,"1","NEXT_FY","NEXT_FY"
"A1107380","DOG","AUST CATTLE DOG","LOST","IMPOUNDED",,,"0","P0937360",,,"STRAY","WEB",,"WEB","2020-09-12T00:00:00.000","09:25:00","2020-09-14T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512874",,,,,,"26","SEP.2020","FY2020"
"A1107562","DOG","YORKSHIRE TERR","LOST","IMPOUNDED",,,"0","P0937642",,,"STRAY","WEB",,"WEB","2020-09-15T00:00:00.000","21:25:00","2020-09-17T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513086",,,,,,"23","SEP.2020","FY2020"
"A1108394","DOG","BORDER COLLIE","QD 30","AVAILABLE",,"A20-238550","1","P0938907","10804","3","STRAY","CONFINED","OTHRINTAKS","MAW1723","2020-10-03T00:00:00.000","15:14:00","2020-10-07T00:00:00.000","APP WNL","ADOP RESCU","ADOPTION",,"00:00:00","R20-571081","K20-514075",,"APP WNL","SCAN NO CHIP","FIELD",,"5","NEXT_FY","NEXT_FY"
"A1108413","DOG","CHIHUAHUA SH","LFSD 02","IMPOUNDED",,,"1","P0938976","10701","6","STRAY","OTC","OTHRINTAKS","DAL","2020-10-04T00:00:00.000","11:14:00","2020-10-08T00:00:00.000","APP WNL","ADOP RESCU","TRANSFER",,"00:00:00",,"K20-514105",,"APP WNL","SCAN NO CHIP","OVER THE COUNTER",,"4","NEXT_FY","NEXT_FY"
"A1081720","DOG","GERM SHEPHERD","AD 054","AVAILABLE",,,"1","P0835015",,,"OWNER SURRENDER","APPOINT","FINANCIAL","SDW","2020-09-25T00:00:00.000","16:15:00","2020-09-25T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513574",,,"SCAN CHIP","OVER THE COUNTER",,"13","SEP.2020","FY2020"
"A1108039","DOG","AKITA","LOST","IMPOUNDED",,,"0","P0938405",,,"STRAY","WEB",,"WEB","2020-09-26T00:00:00.000","02:25:00","2020-09-27T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513647",,,,,,"12","SEP.2020","FY2020"
"A1107466","DOG","YORKSHIRE TERR","LOST","IMPOUNDED",,,"0","P0937462",,,"STRAY","WEB",,"WEB","2020-09-14T00:00:00.000","15:25:00","2020-09-15T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512963",,,,,,"24","SEP.2020","FY2020"
"A1103523","DOG","GERM SHEPHERD","VIP25","AVAILABLE",,,"1","P0542160",,,"TRANSFER","ALUMNI","OTHRINTAKS","JLC","2020-09-21T00:00:00.000","09:54:00","2020-09-21T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513269",,,"SCAN CHIP","OVER THE COUNTER",,"17","SEP.2020","FY2020"
"A1108072","DOG","PIT BULL","FOUND","IMPOUNDED",,,"0","P0938482",,,"STRAY","WEB",,"WEB","2020-09-28T00:00:00.000","11:25:00","2020-09-28T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513710",,,,,,"10","SEP.2020","FY2020"
"A1108614","DOG","AUST CATTLE DOG","ID21A","IMPOUNDED",,"A20-239017","1","P0867188","4202","1","STRAY","CONFINED","OTHER","VJD1770","2020-10-07T00:00:00.000","18:51:00","2020-10-09T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514319",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108325","CAT","DOMESTIC SH","INCU 03","IMPOUNDED",,,"1","P0932962",,,"FOSTER","RETURN","PERSNLISSU","JLC","2020-10-06T00:00:00.000","16:03:00","2020-10-06T00:00:00.000","APP WNL","NEONATE","OTHER",,"00:00:00",,"K20-514223",,,"SCAN NO CHIP","OVER THE COUNTER",,"2","NEXT_FY","NEXT_FY"
"A1107551","DOG","AFFENPINSCHER","LOST","IMPOUNDED",,,"0","P0937623",,,"STRAY","WEB",,"WEB","2020-09-15T00:00:00.000","16:25:00","2020-09-17T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513072",,,,,,"23","SEP.2020","FY2020"
"A1108391","CAT","DOMESTIC SH","LOST","IMPOUNDED",,,"0","P0938924",,,"STRAY","WEB",,"WEB","2020-09-29T00:00:00.000","14:25:00","2020-10-03T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514073",,,,,,"9","SEP.2020","FY2020"
"A1108299","DOG","PIT BULL","AD 013","EU RISK",,"A20-238415","1","P0938791","31706","12","STRAY","AT LARGE","OTHER","ODB1712","2020-10-02T00:00:00.000","11:02:00","2020-10-08T00:00:00.000","APP WNL","RESCU ONLY","OTHER",,"00:00:00",,"K20-513967",,,"SCAN CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1106279","DOG","TENN TR BRINDLE","VIP08","AVAILABLE",,,"1","P0935656","11300","3","STRAY","OTC","OTHRINTAKS","LOB","2020-08-24T00:00:00.000","15:02:00","2020-08-28T00:00:00.000","APP INJ","ADOP RESCU","OTHER",,"00:00:00",,"K20-511524",,,"SCAN NO CHIP","OVER THE COUNTER",,"45","AUG.2020","FY2020"
"A1106535","DOG","PIT BULL","AD 012","AVAILABLE",,"A20-238038","1","P0938525","12000","5","STRAY","CONFINED","OTHRINTAKS","AKB1780","2020-09-28T00:00:00.000","21:56:00","2020-10-05T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513747",,,"SCAN CHIP","FIELD",,"10","SEP.2020","FY2020"
"A1108348","CAT","DOMESTIC SH","AC 037","AVAILABLE",,"A20-238471","1","P0938835","20400","2","STRAY","CONFINED","OTHRINTAKS","RKB1765","2020-10-02T00:00:00.000","18:37:00","2020-10-02T00:00:00.000","APP SICK","RESC FOSTR","OTHER",,"00:00:00",,"K20-514020",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108008","DOG","SCHNAUZER MIN","LOST","IMPOUNDED",,,"0","P0938328",,,"STRAY","WEB",,"WEB","2020-09-23T00:00:00.000","09:25:00","2020-09-26T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513600",,,,,,"15","SEP.2020","FY2020"
"A1107480","DOG","LABRADOR RETR","FOUND","IMPOUNDED",,,"0","P0937470",,,"STRAY","WEB",,"WEB","2020-09-15T00:00:00.000","17:25:00","2020-09-15T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512976",,,,,,"23","SEP.2020","FY2020"
"A0866600","DOG","PIT BULL","AD 056","AVAILABLE",,"A20-237482","1","P9991765","8704","3","STRAY","AT LARGE","OTHRINTAKS","RKB1765","2020-09-23T00:00:00.000","17:01:00","2020-09-29T00:00:00.000","APP INJ","RESC FOSTR","OTHER",,"00:00:00",,"K20-513440",,,"SCAN CHIP","FIELD",,"15","SEP.2020","FY2020"
"A1108335","DOG","CHIHUAHUA LH","PCD 03","IMPOUNDED",,"A20-238443","1","P0938819","9802","6","KEEPSAFE","OWN HOSPIT","OTHRINTAKS","CVB1710","2020-10-02T00:00:00.000","13:59:00","2020-10-13T00:00:00.000","APP WNL","RESC FOSTR","TRANSFER",,"00:00:00",,"K20-514005",,"APP WNL","SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108409","DOG","POINTER","LFD 058","IMPOUNDED",,"A20-238599","1","P0938962","9201","5","STRAY","CONFINED","OTHRINTAKS","TMB1736","2020-10-04T00:00:00.000","09:17:00","2020-10-08T00:00:00.000","APP WNL","ADOPTION","ADOPTION",,"00:00:00","R20-571075","K20-514094",,"APP WNL","SCAN NO CHIP","FIELD",,"4","NEXT_FY","NEXT_FY"
"A1107204","CAT","DOMESTIC MH","LOST","IMPOUNDED",,,"0","P0937070",,,"STRAY","WEB",,"WEB","2020-09-08T00:00:00.000","20:25:00","2020-09-10T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512663",,,,,,"30","SEP.2020","FY2020"
"A1108560","CAT","DOMESTIC SH","AC 033","IMPOUNDED",,"A20-238912","1","P0058343","12204","7","OWNER SURRENDER","FIELD","PERSNLISSU","SME8452","2020-10-07T00:00:00.000","12:11:00","2020-10-07T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514267",,,"SCAN CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1107450","DOG","YORKSHIRE TERR","LOST","IMPOUNDED",,,"0","P0937447",,,"STRAY","WEB",,"WEB","2020-09-14T00:00:00.000","12:25:00","2020-09-15T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512948",,,,,,"24","SEP.2020","FY2020"
"A1108480","DOG","BRITTANY","PCD 19","IMPOUNDED",,"A20-238788","1","P9991776","11701","5","KEEPSAFE","OWN ARREST","OTHRINTAKS","MRY1776","2020-10-05T00:00:00.000","19:15:00","2020-10-16T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514181",,,"SCAN CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1108380","DOG","PIT BULL","AD 029","AVAILABLE",,,"1","P0851601",,,"OWNER SURRENDER","APPOINT","MEDICAL","IFM","2020-10-03T00:00:00.000","13:08:00","2020-10-03T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514062",,,"SCAN NO CHIP","OVER THE COUNTER",,"5","NEXT_FY","NEXT_FY"
"A1107368","DOG","BLACK MOUTH CUR","LOST","IMPOUNDED",,,"0","P0937343",,,"STRAY","WEB",,"WEB","2020-09-12T00:00:00.000","19:25:00","2020-09-13T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512865",,,,,,"26","SEP.2020","FY2020"
"A1105661","DOG","PIT BULL","AD 040","AVAILABLE",,"A20-232806","1","P0934493","8703","4","STRAY","AT LARGE","OTHRINTAKS","MAW1723","2020-08-08T00:00:00.000","14:10:00","2020-08-12T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-510678",,,"SCAN NO CHIP","FIELD",,"61","AUG.2020","FY2020"
"A1108526","CAT","DOMESTIC SH","QC 02","IMPOUNDED",,"A20-238874","1","P0939180","4800","1","CONFISCATED","QUARANTINE","OTHRINTAKS","ATB1754","2020-10-06T00:00:00.000","17:13:00","2020-10-16T00:00:00.000","UNDERAGE","QUARANTINE","OTHER",,"00:00:00",,"K20-514231",,,"SCAN NO CHIP","FIELD",,"2","NEXT_FY","NEXT_FY"
"A1107583","CAT","DOMESTIC SH","AC 055","AVAILABLE",,"A20-236905","1","P0937685","605","14","STRAY","AT LARGE","OTHRINTAKS","KCB8445","2020-09-18T00:00:00.000","13:26:00","2020-09-22T00:00:00.000","APP INJ","ADOP RESCU","OTHER",,"00:00:00",,"K20-513116",,,"SCAN CHIP","FIELD",,"20","SEP.2020","FY2020"
"A1108311","CAT","DOMESTIC SH","N07","UNAVAILABLE",,"A20-238414","1","P9998445","6401","1","KEEPSAFE","EVICTION","OTHRINTAKS","KCB8445","2020-10-02T00:00:00.000","10:39:00","2020-10-13T00:00:00.000","APP WNL","NEONATE","OTHER",,"00:00:00",,"K20-513981",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1107215","DOG","AM PIT BULL TER","LOST","IMPOUNDED",,,"0","P0937085",,,"STRAY","WEB",,"WEB","2020-09-10T00:00:00.000","08:25:00","2020-09-11T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512673",,,,,,"28","SEP.2020","FY2020"
"A1107304","DOG","POODLE MIN","FOUND","IMPOUNDED",,,"0","P0937209",,,"STRAY","WEB",,"WEB","2020-09-12T00:00:00.000","11:25:00","2020-09-12T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512777",,,,,,"26","SEP.2020","FY2020"
"A1102811","DOG","PIT BULL","AD 066","IMPOUNDED",,"A20-238474","1","P9998455","13009","10","STRAY","CONFINED","OTHRINTAKS","DOI8455","2020-10-03T00:00:00.000","00:42:00","2020-10-09T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514029",,,"SCAN CHIP","FIELD",,"5","NEXT_FY","NEXT_FY"
"A1108522","DOG","AMER BULLDOG","LFD 080","IMPOUNDED",,,"1","P0939169","2702","7","STRAY","OTC","OTHRINTAKS","DAL","2020-10-06T00:00:00.000","15:09:00","2020-10-10T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514220",,,"SCAN NO CHIP","OVER THE COUNTER",,"2","NEXT_FY","NEXT_FY"
"A1108298","CAT","DOMESTIC SH","QC 09","UNAVAILABLE",,"A20-238414","1","P9998445","6401","1","KEEPSAFE","EVICTION","OTHRINTAKS","KCB8445","2020-10-02T00:00:00.000","10:39:00","2020-10-13T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513969",,,"SCAN CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1106059","DOG","PIT BULL","VIP28","AVAILABLE",,"A20-236734","1","P0937553","13622","11","STRAY","CONFINED","OTHER","AOB1781","2020-09-16T00:00:00.000","18:00:00","2020-09-22T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513029",,,"SCAN CHIP","FIELD",,"22","SEP.2020","FY2020"
"A0879385","DOG","GERM SHEPHERD","VIP24","AVAILABLE",,"A20-237910","1","P0499800","10801","3","OWNER SURRENDER","FIELD","PERSNLISSU","TMB1736","2020-09-27T00:00:00.000","11:36:00","2020-09-27T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513670",,,"SCAN CHIP","FIELD",,"11","SEP.2020","FY2020"
"A1107338","DOG","YORKSHIRE TERR","FOUND","IMPOUNDED",,,"0","P0937260",,,"STRAY","WEB",,"WEB","2020-09-11T00:00:00.000","19:25:00","2020-09-12T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512820",,,,,,"27","SEP.2020","FY2020"
"A1107978","DOG","AM PIT BULL TER","LOST","IMPOUNDED",,,"0","P0938256",,,"STRAY","WEB",,"WEB","2020-08-16T00:00:00.000","13:25:00","2020-09-25T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513564",,,,,,"53","AUG.2020","FY2020"
"A1108266","DOG","FOX TERR WIRE","LOST","IMPOUNDED",,,"0","P0938748",,,"STRAY","WEB",,"WEB","2020-09-30T00:00:00.000","16:25:00","2020-10-01T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513937",,,,,,"8","SEP.2020","FY2020"
"A1107174","DOG","PIT BULL","LFD 131","UNAVAILABLE",,"A20-236002","1","P0937027","20400","2","KEEPSAFE","DISASTER","OTHER","MWG1718","2020-09-10T00:00:00.000","13:23:00","2020-10-11T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-512630",,,"SCAN NO CHIP","FIELD",,"28","SEP.2020","FY2020"
"A1108610","CAT","DOMESTIC SH","N01","IMPOUNDED",,"A20-239006","1","P0939262","4700","1","STRAY","CONFINED","OTHRINTAKS","ROB1772","2020-10-07T00:00:00.000","17:19:00","2020-10-07T00:00:00.000","APP WNL","NEONATE","OTHER",,"00:00:00",,"K20-514313",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108613","BIRD","CHICKEN","BAY 24","IMPOUNDED",,"A20-239023","1","P0939275","5200","1","WILDLIFE","NON-RABIES","OTHRINTAKS","ATB1754","2020-10-07T00:00:00.000","17:41:00","2020-10-11T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514317",,,"WILDLIFE - UNABLE TO SCAN","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108184","CAT","DOMESTIC SH","LOST","IMPOUNDED",,,"0","P0938636",,,"STRAY","WEB",,"WEB","2020-01-04T00:00:00.000","13:25:00","2020-09-30T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513855",,,,,,"278","JAN.2020","FY2020"
"A1107771","CAT","AMER WIREHAIR","LOST","IMPOUNDED",,,"0","P0937952",,,"STRAY","WEB",,"WEB","2020-09-20T00:00:00.000","22:25:00","2020-09-21T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513319",,,,,,"18","SEP.2020","FY2020"
"A1108116","DOG","CHIHUAHUA SH","LOST","IMPOUNDED",,,"0","P0938541",,,"STRAY","WEB",,"WEB","2020-09-28T00:00:00.000","01:25:00","2020-09-29T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513753",,,,,,"10","SEP.2020","FY2020"
"A1108040","DOG","PIT BULL","FOUND","IMPOUNDED",,,"0","P0938406",,,"STRAY","WEB",,"WEB","2020-09-27T00:00:00.000","02:25:00","2020-09-27T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513648",,,,,,"11","SEP.2020","FY2020"
"A1107122","DOG","AMERICAN STAFF","LOST","IMPOUNDED",,,"0","P0936941",,,"STRAY","WEB",,"WEB","2020-09-08T00:00:00.000","14:25:00","2020-09-09T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512570",,,,,,"30","SEP.2020","FY2020"
"A1107503","CAT","AMER SH","LOST","IMPOUNDED",,,"0","P0937528",,,"STRAY","WEB",,"WEB","2020-08-30T00:00:00.000","11:25:00","2020-09-16T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513001",,,,,,"39","AUG.2020","FY2020"
"A1106166","DOG","LABRADOR RETR","AD 060","PRE-LAB",,,"1","P0544963",,,"OWNER SURRENDER","OTC","BEHAVIOR","SDW","2020-09-18T00:00:00.000","08:47:00","2020-09-18T00:00:00.000","APP WNL","RESCU ONLY","OTHER",,"00:00:00",,"K20-513098",,,"SCAN CHIP","OVER THE COUNTER",,"20","SEP.2020","FY2020"
"A1108036","DOG","PIT BULL","PCD 17","IMPOUNDED",,"A20-237873","1","P9991765","11702","8","STRAY","AT LARGE","OTHRINTAKS","RKB1765","2020-09-26T00:00:00.000","21:24:00","2020-10-06T00:00:00.000","APP WNL","QUARANTINE","OTHER",,"00:00:00",,"K20-513644",,,"SCAN NO CHIP","FIELD",,"12","SEP.2020","FY2020"
"A1107833","DOG","ROTTWEILER","FOUND","IMPOUNDED",,,"0","P0938056",,,"STRAY","WEB",,"WEB","2020-09-21T00:00:00.000","10:25:00","2020-09-23T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513397",,,,,,"17","SEP.2020","FY2020"
"A1108571","CAT","DOMESTIC SH","N04","IMPOUNDED",,,"1","P0829822",,,"OWNER SURRENDER","APPOINT","HOUSING","BBW","2020-10-07T00:00:00.000","12:05:00","2020-10-07T00:00:00.000","APP WNL","NEONATE","OTHER",,"00:00:00",,"K20-514277",,,"SCAN NO CHIP","OVER THE COUNTER",,"1","NEXT_FY","NEXT_FY"
