Business Name,Address,Zip Code,Occupancy,Date Approved,Date Issued,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
ATLANTIC HOTEL MANAGEMENT,1601 BRYAN ST Ste:MEZ200,75201,B,09/20/2017,09/21/2017,"1601 BRYAN ST Ste:MEZ20075201
(32.782908, -96.798732)",12,3
WHITE WAVE FOODS,3333 DAN MORTON DR,75236,S1,09/20/2017,,"3333 DAN MORTON DR75236
(32.704332, -96.918306)",3,3
VALENTINO CHINESE RESTAURANT,428 E JEFFERSON BLVD Ste:125,75203,A2,09/20/2017,11/02/2017,"428 E JEFFERSON BLVD Ste:12575203
(32.745854, -96.818193)",1,3
RUBY RESTAURANT LLC.,3211 N BUCKNER BLVD,75228,A2,09/20/2017,01/23/2018,"3211 N BUCKNER BLVD75228
(32.806317, -96.682665)",7,3
MUSE FAMILY ENTERPRISES,3131 TURTLE CREEK BLVD Ste:1020,75219,B,09/20/2017,01/09/2018,"3131 TURTLE CREEK BLVD Ste:102075219
(32.805844, -96.803967)",12,3
AHF PHARMACY,7777 FOREST LN Ste:B A80,,M,09/20/2017,12/12/2017,"7777 FOREST LN Ste:B A80
(32.909447, -96.772089)",10,3
PRISM HEALTH NORTH TEXAS,4922 SPRING AVE,75210,B,09/20/2017,02/15/2018,"4922 SPRING AVE75210
(32.777267, -96.738749)",7,3
WILD ABOUT HARRY,3107 KNOX ST,75205,M,09/20/2017,,"3107 KNOX ST75205
(32.822855, -96.78809)",12,3
SLIPSTREAM AVIATION,5435 SATURN DR Ste:200,75237,B,09/20/2017,09/21/2017,"5435 SATURN DR Ste:20075237
(32.681411, -96.863571)",3,3
CARL HAYS LAW OFFICE,400 S ZANG BLVD Ste:802,75208,B,09/20/2017,09/22/2017,"400 S ZANG BLVD Ste:80275208
(32.741905, -96.82451)",1,3
VERIZON WIRELESS,41002 L B J FWY Ste:D,75236,B,09/20/2017,07/06/2018,41002 L B J FWY Ste:D75236,,
EASY FOOD MART,3744 W LEDBETTER DR Ste:106,75237,M,09/19/2017,09/20/2017,"3744 W LEDBETTER DR Ste:10675237
(32.691257, -96.882786)",3,3
SIGNET SUPPORT BUILDING,9797 ROMBAUER RD,75019,B,09/19/2017,08/28/2018,9797 ROMBAUER RD75019,,
NATIONAL LLOYDS,325 N ST PAUL ST Ste:1000,75201,B,09/19/2017,11/02/2017,"325 N ST PAUL ST Ste:100075201
(32.783366, -96.796939)",12,3
KUAI  ASIAN KITCHEN,13710 DALLAS PKWY Ste:G,75240,A2,09/19/2017,12/20/2017,"13710 DALLAS PKWY Ste:G75240
(32.934553, -96.821633)",10,3
NATIONAL LLOYDS,325 N ST PAUL ST Ste:900,75201,B,09/19/2017,11/02/2017,"325 N ST PAUL ST Ste:90075201
(32.783366, -96.796939)",12,3
STEDY POPPING POPCORN,1235 E RED BIRD LN,75241,M,09/19/2017,06/15/2018,"1235 E RED BIRD LN75241
(32.674976, -96.804993)",3,3
FOX FUELS,180 MURDOCK RD,75217,M,09/19/2017,09/19/2017,"180 MURDOCK RD75217
(32.711672, -96.683115)",8,3
J.C.'S ONE STOP SHOP,2743 CEDAR CREST BLVD,75203,M,09/19/2017,09/21/2017,"2743 CEDAR CREST BLVD75203
(32.740362, -96.788991)",4,3
VERIZON WIRELESS,6518 E NORTHWEST HWY Ste:D,75214,U,09/19/2017,10/11/2017,6518 E NORTHWEST HWY Ste:D75214,,
BURCH FINCHER,14785 PRESTON RD Ste:650,75254,B,09/19/2017,10/31/2017,"14785 PRESTON RD Ste:65075254
(32.949489, -96.80362)",10,3
ASCENT,2588 N HOUSTON ST,75201,MIX,09/19/2017,09/20/2017,2588 N HOUSTON ST75201,,
DART,2101 MEDICAL DISTRICT DR Ste:B,75235,B,09/19/2017,03/27/2018,"2101 MEDICAL DISTRICT DR Ste:B75235
(32.812349, -96.832218)",2,3
CONOCO,9763 WEBB CHAPEL RD,75220,M,09/19/2017,09/18/2018,"9763 WEBB CHAPEL RD75220
(32.869076, -96.864801)",6,3
JACK'S AUTO SERVICE,13209 C F HAWN FWY Ste:200,75253,S1,09/19/2017,09/20/2017,"13209 C F HAWN FWY Ste:20075253
(32.677407, -96.604119)",8,3
SIGNET SUPPORT BUILDING,9797 ROMBAUER RD,75019,B,09/19/2017,08/28/2018,9797 ROMBAUER RD75019,,
BERACA PRODUCTIONS,9888 FERGUSON RD Ste:153,75228,M,09/19/2017,09/20/2017,"9888 FERGUSON RD Ste:15375228
(32.82273, -96.678004)",13,3
ONE STOP SHOP FOOD STORE,3613 RAMONA AVE,75216,M,09/19/2017,10/02/2017,"3613 RAMONA AVE75216
(32.701048, -96.805907)",4,3
SIGNET SUPPORT BUILDING,9797 ROMBAUER RD,75019,B,09/19/2017,08/28/2018,9797 ROMBAUER RD75019,,
CLARA'S HELPING HANDS OF DALLAS,6540 VICTORIA AVE,75209,A3,09/19/2017,10/11/2017,"6540 VICTORIA AVE75209
(32.838, -96.831207)",2,3
BISHOP CIDER CO. LLC,2777 IRVING BLVD Ste:208,75207,S1,09/19/2017,09/21/2017,"2777 IRVING BLVD Ste:20875207
(32.806269, -96.845909)",6,3
"FETAL CARE CONSULTANTS, LLC",3801 GASTON AVE,75204,B,09/19/2017,11/08/2017,"3801 GASTON AVE75204
(32.792084, -96.77901)",2,3
"HOMEWARD BOUND, INC.",5300 UNIVERSITY HILLS BLVD,75241,I2,09/19/2017,09/20/2017,"5300 UNIVERSITY HILLS BLVD75241
(32.681148, -96.805489)",3,3
SIGNET SUPPORT BUILDING,9797 ROMBAUER RD,75019,B,09/19/2017,08/28/2018,9797 ROMBAUER RD75019,,
Q HAIR & WIGS,3152 E LEDBETTER DR,75216,M,09/18/2017,09/19/2017,"3152 E LEDBETTER DR75216
(32.697423, -96.766167)",4,3
NEEMA'S,3720 WALNUT HILL LN Ste:209,75220,B,09/18/2017,10/12/2017,3720 WALNUT HILL LN Ste:20975220,,
AMLI FOUNTAIN PLACE,1800 FIELD ST,75202,MIX,09/18/2017,,"1800 FIELD ST75202
(32.785074, -96.803531)",12,3
SHELL,603 MUNGER AVE,75202,B,09/18/2017,09/18/2017,"603 MUNGER AVE75202
(32.782833, -96.807591)",12,3
FLOORING AND MOOR,11056 SHADY TRL Ste:113,75229,S1,09/18/2017,09/19/2017,"11056 SHADY TRL Ste:11375229
(32.883287, -96.890438)",6,3
BAZACO ENTERPRISES CORPORATION,11141 SHADY TRL,75229,S1,09/18/2017,09/19/2017,"11141 SHADY TRL75229
(32.886526, -96.890429)",6,3
CHALLAS GROUP INC,1251 S SHERMAN ST Ste:101,75081,B,09/18/2017,09/19/2017,"1251 S SHERMAN ST Ste:10175081
(32.93424, -96.743667)",10,3
,401 N HOUSTON ST,75219,B,09/18/2017,,401 N HOUSTON ST75219,,
,401 N HOUSTON ST,75219,B,09/18/2017,,401 N HOUSTON ST75219,,
8 BALL POOL HALL,11500 HARRY HINES BLVD Ste:118,75229,A3,09/18/2017,09/20/2017,"11500 HARRY HINES BLVD Ste:11875229
(32.900007, -96.892574)",6,3
GLASS GUS,11245 GOODNIGHT LN Ste:18,75229,S1,09/18/2017,09/21/2017,"11245 GOODNIGHT LN Ste:1875229
(32.892059, -96.901837)",6,3
XPRESS TIRE SHOP & WINDOW TINT,9757 WEBB CHAPEL RD Ste:B,75220,S1,09/18/2017,10/02/2017,"9757 WEBB CHAPEL RD Ste:B75220
(32.868545, -96.864806)",6,3
,401 N HOUSTON ST,75219,B,09/18/2017,,401 N HOUSTON ST75219,,
TRUMPO 42 TACO & WINE BAR,213 W 8TH ST,75208,B,09/18/2017,05/30/2018,"213 W 8TH ST75208
(32.748052, -96.825182)",1,3
EVERYTHING BUT WATER,6139 LUTHER LN,75225,M,09/18/2017,11/09/2017,"6139 LUTHER LN75225
(32.863615, -96.80502)",11,3
"JASON M. TYRA, CPA PLLC",1700 PACIFIC AVE Ste:4710,75201,B,09/18/2017,09/19/2017,"1700 PACIFIC AVE Ste:471075201
(32.782576, -96.797558)",12,3
STUDIO Y&L,7114 MILITARY PKWY,75227,B,09/18/2017,09/21/2017,"7114 MILITARY PKWY75227
(32.771996, -96.697477)",5,3
VELVET,3230 KNOX ST Ste:110,75205,M,09/18/2017,10/06/2017,"3230 KNOX ST Ste:11075205
(32.823423, -96.789537)",12,3
CACTUS MEXICAN CUISINE,1409 FERNDALE AVE,75224,B,09/18/2017,,"1409 FERNDALE AVE75224
(32.726159, -96.845059)",1,3
,401 N HOUSTON ST,75219,B,09/18/2017,,401 N HOUSTON ST75219,,
TAQUERO CALLE Y SABOR,1601 SINGLETON BLVD,75212,A2,09/15/2017,11/06/2017,"1601 SINGLETON BLVD75212
(32.778529, -96.845737)",6,3
THE BRISCO,12639 COIT RD,75251,R2,09/15/2017,09/18/2017,"12639 COIT RD75251
(32.920698, -96.769216)",10,3
ELLIS HILL LLC,5001 W LOVERS LN,75209,M,09/15/2017,01/19/2018,"5001 W LOVERS LN75209
(32.851271, -96.825005)",11,3
DEUTSCHE BANK SECURITIES INC,200 CRESCENT CT Ste:540,75201,B,09/15/2017,10/10/2017,"200 CRESCENT CT Ste:54075201
(32.793886, -96.804201)",12,3
T-MOBILE,3720 WALNUT HILL LN Ste:E,75220,U,09/15/2017,,3720 WALNUT HILL LN Ste:E75220,,
TRINITY GREEN FLATS,1212 SINGLETON BLVD,75212,MIX,09/15/2017,09/18/2017,"1212 SINGLETON BLVD75212
(32.778518, -96.841037)",6,3
POST-TENSION SERVICES OF TEXAS,2218 CROWN RD,75229,S1,09/15/2017,,"2218 CROWN RD75229
(32.900464, -96.90604)",6,3
BOOST MOBILE,8224 PARK LN Ste:112,75231,M,09/15/2017,09/18/2017,"8224 PARK LN Ste:11275231
(32.871454, -96.763247)",11,3
GREENWOOD FLATS,5710 MCCOMMAS BLVD,75206,MIX,09/15/2017,09/18/2017,"5710 MCCOMMAS BLVD75206
(32.829915, -96.769929)",12,3
LINCOLN KESSLER PARK,2408 FORT WORTH AVE,75211,R2,09/15/2017,09/15/2017,"2408 FORT WORTH AVE75211
(32.759858, -96.86118)",1,3
BOOST MOBILE,1401 S BUCKNER BLVD Ste:143,75217,M,09/15/2017,09/18/2017,"1401 S BUCKNER BLVD Ste:14375217
(32.736269, -96.682977)",5,3
KOA APARTMENTS,4115 SAN JACINTO ST,75204,R2,09/15/2017,09/15/2017,"4115 SAN JACINTO ST75204
(32.799363, -96.78224)",2,3
SOFTIMA INC,3530 FOREST LN Ste:314,75229,B,09/15/2017,09/18/2017,3530 FOREST LN Ste:31475229,,
BOOST MOBILE,8433 LAKE JUNE RD Ste:A,75217,M,09/15/2017,09/18/2017,"8433 LAKE JUNE RD Ste:A75217
(32.734247, -96.675399)",5,3
CITY OF DALLAS - CRAWFORD REGIONAL FAMILY AQUATIC CENTER,375 S PRAIRIE CREEK RD,75217,A3,09/15/2017,,"375 S PRAIRIE CREEK RD75217
(32.70774, -96.665586)",5,3
LUD COFFEE,2650 N FITZHUGH AVE Ste:100,75206,A2,09/15/2017,12/18/2017,2650 N FITZHUGH AVE Ste:10075206,,
SHOT HOLLOW,1700 PACIFIC AVE Ste:4690,75201,B,09/15/2017,09/18/2017,"1700 PACIFIC AVE Ste:469075201
(32.782576, -96.797558)",12,3
GOLDEN FALLS PROPERTIES,12655 N CENTRAL EXPY Ste:275,75251,B,09/15/2017,10/20/2017,12655 N CENTRAL EXPY Ste:27575251,,
GOMEZ TIRE SHOP,1600 STOREY LN Ste:150,75220,S1,09/15/2017,09/21/2017,"1600 STOREY LN Ste:15075220
(32.852266, -96.88714)",6,3
BARBER & BEAUTY SHOP,4719 S MALCOLM X BLVD,75215,B,09/15/2017,09/22/2017,"4719 S MALCOLM X BLVD75215
(32.755685, -96.752534)",7,3
SIMPLY UNIQUE NAILS AND BEAUTY LOUNGE,13999 GOLDMARK DR Ste:133,75240,B,09/15/2017,09/19/2017,"13999 GOLDMARK DR Ste:13375240
(32.938324, -96.752001)",10,3
KWIK KAR,8280 SPRING VALLEY RD,75240,S1,09/15/2017,10/06/2017,"8280 SPRING VALLEY RD75240
(32.939801, -96.762882)",,
SPRINT,10818 C F HAWN FWY Ste:C,75217,U,09/15/2017,,"10818 C F HAWN FWY Ste:C75217
(32.694991, -96.640024)",8,3
NETWORK BAR,331 SINGLETON BLVD Ste:130,75212,A2,09/15/2017,09/18/2017,"331 SINGLETON BLVD Ste:13075212
(32.778588, -96.829048)",6,3
STEWART WIEGAND & OWENS PC,325 N ST PAUL ST Ste:3750,75201,B,09/14/2017,10/27/2017,"325 N ST PAUL ST Ste:375075201
(32.783366, -96.796939)",12,3
SOPHIA SALON SUITES & SPA,15340 DALLAS PKWY Ste:2220,75248,B,09/14/2017,03/07/2018,"15340 DALLAS PKWY Ste:222075248
(32.958351, -96.820944)",10,3
FORTUNE MOBILE 1 INC,10909 WEBB CHAPEL RD Ste:142,75229,M,09/14/2017,09/15/2017,"10909 WEBB CHAPEL RD Ste:14275229
(32.897231, -96.871038)",11,3
KUSTOMZ VEHICLE ENHANCEMENT,3680 DILIDO RD Ste:112,75228,S1,09/14/2017,09/15/2017,"3680 DILIDO RD Ste:11275228
(32.800284, -96.688214)",7,3
S & S SOLUTIONS,9147 SKILLMAN ST Ste:130,75243,B,09/14/2017,09/15/2017,"9147 SKILLMAN ST Ste:13075243
(32.902101, -96.717073)",9,3
FUTURA ENTERPRISES,11857 JUDD CT Ste:214,75243,S1,09/14/2017,09/15/2017,"11857 JUDD CT Ste:21475243
(32.911089, -96.74306)",9,3
AVANGUARD,7920 BELT LINE RD Ste:150,75254,B,09/14/2017,10/27/2017,"7920 BELT LINE RD Ste:15075254
(32.950624, -96.770448)",10,3
A SISTER'S GIFT WOMEN'S CENTER,8035 E R L THORNTON FWY Ste:519,75228,B,09/14/2017,,"8035 E R L THORNTON FWY Ste:51975228
(32.794356, -96.703789)",7,3
SUNNY STREET CAFE,18101 PRESTON RD Ste:106,,A2,09/14/2017,12/29/2017,"18101 PRESTON RD Ste:106
(32.998725, -96.797565)",14,3
ASH AT THE BRANCH,4646 AMESBURY DR,75206,MIX,09/14/2017,09/15/2017,"4646 AMESBURY DR75206
(32.842555, -96.763345)",12,3
MEND NO. 1,701 COMMERCE ST Ste:728,75202,B,09/14/2017,09/15/2017,"701 COMMERCE ST Ste:72875202
(32.778528, -96.805611)",12,3
AUTO IMPERIO,8300 C F HAWN FWY Ste:BU2,75217,MIX,09/14/2017,09/25/2017,"8300 C F HAWN FWY Ste:BU275217
(32.709603, -96.677226)",5,3
ZAMORA'S INCOME TAX,1408 FORT WORTH AVE,75208,B,09/14/2017,11/07/2017,"1408 FORT WORTH AVE75208
(32.765937, -96.843448)",6,3
NORTHWOOD HILLS ELEMENTRY,14532 MEANDERING WAY,75254,E,09/14/2017,,"14532 MEANDERING WAY75254
(32.947348, -96.778565)",10,3
BROADSTONE LTD,305 W COMMERCE ST,75208,MIX,09/14/2017,09/15/2017,"305 W COMMERCE ST75208
(32.773909, -96.827724)",6,3
KIDZ KOLLEGE II,8020 FORNEY RD Ste:D,75227,E,09/14/2017,09/29/2017,"8020 FORNEY RD Ste:D75227
(32.778033, -96.683633)",7,3
PORTAMEDIC INC,9101 L B J FWY Ste:500,75243,B,09/14/2017,09/22/2017,9101 L B J FWY Ste:50075243,,
ROAM FINE GOODS,6025 ROYAL LN Ste:126,75230,M,09/14/2017,10/23/2017,"6025 ROYAL LN Ste:12675230
(32.894884, -96.802798)",11,3
UNITED UNIVERSE INC.,4022 S BUCKNER BLVD Ste:C,75227,B,09/14/2017,09/15/2017,"4022 S BUCKNER BLVD Ste:C75227
(32.773519, -96.682638)",7,3
NOVA MAINTENANCE & REMODELING,2324 JOE FIELD RD Ste:215,75229,S1,09/14/2017,09/15/2017,"2324 JOE FIELD RD Ste:21575229
(32.892945, -96.900653)",6,3
FUTURA ENTERPRISES,11857 JUDD CT Ste:216,75243,S1,09/14/2017,09/20/2017,"11857 JUDD CT Ste:21675243
(32.911089, -96.74306)",9,3
"GIRLING HEALTHCARE, INC.",8131 L B J FWY Ste:200,75240,B,09/14/2017,10/26/2017,8131 L B J FWY Ste:20075240,,
"AUTO IMPERIO, INC",8300 C F HAWN FWY Ste:BU1,75217,B,09/14/2017,09/25/2017,"8300 C F HAWN FWY Ste:BU175217
(32.709603, -96.677226)",5,3
MINITA BEAUTY SALON,3530 W DAVIS ST Ste:B,75211,B,09/14/2017,09/15/2017,"3530 W DAVIS ST Ste:B75211
(32.749515, -96.878076)",1,3
FORTUNE MOBILE 1 INC.,10704 GARLAND RD Ste:110,75218,M,09/14/2017,09/15/2017,"10704 GARLAND RD Ste:11075218
(32.844512, -96.688884)",13,3
PREMIER ENDOVASCULAR,3500 OAK LAWN AVE,75219,B,09/14/2017,10/17/2017,"3500 OAK LAWN AVE75219
(32.812197, -96.805198)",12,3
ASCENT,2588 N HOUSTON ST,75201,MIX,09/14/2017,09/15/2017,2588 N HOUSTON ST75201,,
FORTUNE MOBILE 1 INC.,10325 LAKE JUNE RD Ste:580,75217,M,09/14/2017,09/15/2017,"10325 LAKE JUNE RD Ste:58075217
(32.73414, -96.646616)",5,3
GREYSTONE RETIREMENT & INSURANCE SOLUTIONS,4925 GREENVILLE AVE Ste:465,75206,B,09/13/2017,09/14/2017,"4925 GREENVILLE AVE Ste:46575206
(32.847048, -96.770142)",12,3
PARK PLACE,6214 CEDAR SPRINGS RD,75235,,09/13/2017,09/15/2017,"6214 CEDAR SPRINGS RD75235
(32.829571, -96.835697)",2,3
GRANITE PROPERTIES,603 MUNGER AVE,75202,B,09/13/2017,09/14/2017,"603 MUNGER AVE75202
(32.782833, -96.807591)",12,3
1 ABC BEER WINE,9625 WEBB CHAPEL RD Ste:100A,75220,M,09/13/2017,,"9625 WEBB CHAPEL RD Ste:100A75220
(32.864594, -96.862133)",2,3
JACK IN THE BOX,2720 W NORTHWEST HWY,75220,A2,09/13/2017,,"2720 W NORTHWEST HWY75220
(32.858253, -96.875929)",6,3
ALTA STATE THOMAS,2828 WOODSIDE ST,75204,MIX,09/13/2017,09/14/2017,"2828 WOODSIDE ST75204
(32.797928, -96.800026)",12,3
JACK IN THE BOX,10107 MARSH LN,75229,A2,09/13/2017,,"10107 MARSH LN75229
(32.883095, -96.856252)",11,3
JOSIE ICE CREAM & FRUIT,500 S FITZHUGH AVE,75223,B,09/13/2017,02/14/2018,"500 S FITZHUGH AVE75223
(32.792427, -96.760508)",2,3
FASTENER INERNATIONAL LLC,10720 MILLER RD Ste:220,75238,S1,09/13/2017,09/15/2017,"10720 MILLER RD Ste:22075238
(32.89443, -96.698782)",9,3
"MUSTANG WRECKER SERVICE, LLC",8035 E R L THORNTON FWY Ste:440,75228,B,09/13/2017,09/14/2017,"8035 E R L THORNTON FWY Ste:44075228
(32.794356, -96.703789)",7,3
ADOLPHUS HOTEL,1321 COMMERCE ST,75202,MIX,09/13/2017,,"1321 COMMERCE ST75202
(32.779748, -96.799795)",12,3
THAI TANEE & SUSHI,5635 ALPHA RD,75240,A2,09/13/2017,09/15/2017,"5635 ALPHA RD75240
(32.932883, -96.810761)",10,3
GENERAL MERCAHNDISE,10894 FERGUSON RD Ste:B,75228,M,09/13/2017,09/14/2017,"10894 FERGUSON RD Ste:B75228
(32.843203, -96.663704)",13,3
METRO PCS,9901 ROYAL LN Ste:103,75243,M,09/13/2017,09/14/2017,"9901 ROYAL LN Ste:10375243
(32.892664, -96.73801)",9,3
TATOOS BY BY HUGO OLVERA,9334 E R L THORNTON FWY Ste:V10,75228,B,09/13/2017,09/14/2017,"9334 E R L THORNTON FWY Ste:V1075228
(32.797067, -96.68472)",7,3
MY SALON SUITE,6780 ABRAMS RD Ste:209,75231,B,09/13/2017,01/02/2018,"6780 ABRAMS RD Ste:20975231
(32.867491, -96.742726)",11,3
CIVITAS CAPITAL GROUP,1722 ROUTH ST Ste:800,75201,B,09/13/2017,09/14/2017,"1722 ROUTH ST Ste:80075201
(32.791198, -96.795534)",12,3
HIGH STREET RESIDENTIAL,3220 MCKINNEY AVE Ste:110,75204,NA,09/13/2017,09/14/2017,"3220 MCKINNEY AVE Ste:11075204
(32.803253, -96.800064)",12,3
AMERICAN CAPITAL PARTNERS,14755 PRESTON RD Ste:745,75254,A5,09/13/2017,,"14755 PRESTON RD Ste:74575254
(32.948558, -96.803618)",10,3
ORTIZ AUTOMOTIVE,2682 MYRTLE SPRINGS AVE Ste:117,75220,S1,09/13/2017,09/15/2017,"2682 MYRTLE SPRINGS AVE Ste:11775220
(32.868472, -96.883153)",6,3
WYCLIFF PHARMACY,4309 LEMMON AVE,75219,M,09/13/2017,09/14/2017,"4309 LEMMON AVE75219
(32.816966, -96.811609)",12,3
DALLAS NAIL BAR & SPA,5909 BELT LINE RD Ste:105,75248,B,09/13/2017,09/14/2017,5909 BELT LINE RD Ste:10575248,,
LAQUINTA,13175 N CENTRAL EXPY,75240,R1,09/13/2017,09/14/2017,13175 N CENTRAL EXPY75240,,
KING ALI JEWELERS,3662 W CAMP WISDOM RD Ste:2063,75237,M,09/12/2017,09/13/2017,"3662 W CAMP WISDOM RD Ste:206375237
(32.662038, -96.878952)",8,3
CHARCO BLANCO,1332 GUARD DR,75217,MIX,09/12/2017,,"1332 GUARD DR75217
(32.735869, -96.711711)",5,3
NY 80 TEXAS CORP DBA VAPORSCAPE,1325 W DAVIS ST,75208,M,09/12/2017,09/14/2017,"1325 W DAVIS ST75208
(32.74951, -96.843522)",1,3
TORTILLERIA LOS GALLITOS,2261 SINGLETON BLVD Ste:107,,MIX,09/12/2017,12/19/2017,"2261 SINGLETON BLVD Ste:107
(32.778779, -96.856938)",6,3
MEGA LO LIQUOR,7735 GREENVILLE AVE,75231,M,09/12/2017,,"7735 GREENVILLE AVE75231
(32.886787, -96.75792)",11,3
DENTURGENT,13021 COIT RD Ste:100,75240,B,09/12/2017,01/23/2018,"13021 COIT RD Ste:10075240
(32.925977, -96.769243)",10,3
FUZZY TACOS,6760 ABRAMS RD Ste:101,75231,A2,09/12/2017,03/01/2018,"6760 ABRAMS RD Ste:10175231
(32.867394, -96.74276)",11,3
THE KATY,4719 COLE AVE,75205,R2,09/12/2017,09/12/2017,"4719 COLE AVE75205
(32.825902, -96.787311)",12,3
CIM GROUP,4849 GREENVILLE AVE Ste:1235,75206,B,09/12/2017,09/14/2017,"4849 GREENVILLE AVE Ste:123575206
(32.845663, -96.770313)",12,3
FORTUNE MOBILE 1 INC,9575 SCYENE RD Ste:102,75227,M,09/12/2017,09/13/2017,"9575 SCYENE RD Ste:10275227
(32.763395, -96.658726)",7,3
KIDZ CHOICE PEDIATRICS,610 E JEFFERSON BLVD Ste:110,75203,B,09/12/2017,09/13/2017,"610 E JEFFERSON BLVD Ste:11075203
(32.74732, -96.815286)",1,3
VAPOR STORE,2525 INWOOD RD Ste:125,75235,M,09/12/2017,09/13/2017,"2525 INWOOD RD Ste:12575235
(32.821561, -96.836197)",2,3
DULCE LAND GIFT SHOP,2445 S BUCKNER BLVD Ste:160,75227,M,09/12/2017,11/27/2017,"2445 S BUCKNER BLVD Ste:16075227
(32.753994, -96.682934)",5,3
VERIZON WIRELESS,5681 BELMONT AVE Ste:D,75206,NA,09/12/2017,11/28/2017,"5681 BELMONT AVE Ste:D75206
(32.817338, -96.770653)",12,3
STATION ONE DELIVERY,11041 ABLES LN,75229,S1,09/12/2017,09/18/2017,"11041 ABLES LN75229
(32.884354, -96.894403)",6,3
M.A.C. COSMETICS,8687 N CENTRAL EXPY Ste:1128,75225,M,09/12/2017,11/29/2017,"8687 N CENTRAL EXPY Ste:112875225
(32.86875, -96.770691)",11,3
TACO BELL,10310 LAKE JUNE RD,75217,A2,09/12/2017,01/24/2018,"10310 LAKE JUNE RD75217
(32.733996, -96.645899)",5,3
BURGER KING,4820 W ILLINOIS AVE,75211,A2,09/12/2017,,"4820 W ILLINOIS AVE75211
(32.720365, -96.905934)",3,3
SPRINT BY BRIGHTSTAR WIRELESS,3434 W ILLINOIS AVE Ste:302,75211,M,09/12/2017,09/27/2017,"3434 W ILLINOIS AVE Ste:30275211
(32.720256, -96.87734)",3,3
ESP,2727 N HARWOOD ST Ste:350,75201,B,09/12/2017,12/01/2017,"2727 N HARWOOD ST Ste:35075201
(32.793175, -96.807321)",12,3
PROSPECT TAX SERVICES LLC,4210 W CAMP WISDOM RD Ste:210,75237,B,09/12/2017,09/13/2017,"4210 W CAMP WISDOM RD Ste:21075237
(32.66189, -96.88849)",8,3
SAKHUU THAI CUISINE,4801 BRYAN ST Ste:100,75204,A2,09/12/2017,09/19/2017,"4801 BRYAN ST Ste:10075204
(32.803323, -96.774107)",2,3
VERIZON,5331 E MOCKINGBIRD LN Ste:180,75206,M,09/12/2017,12/13/2017,"5331 E MOCKINGBIRD LN Ste:18075206
(32.836642, -96.776347)",12,3
ROMA FOUNDATION,10238 E NORTHWEST HWY,75218,M,09/12/2017,09/13/2017,"10238 E NORTHWEST HWY75218
(32.864087, -96.709537)",13,3
COMMERCIAL PRINTING INC.,9995 MONROE DR Ste:115,75220,B,09/12/2017,09/14/2017,"9995 MONROE DR Ste:11575220
(32.880343, -96.878289)",6,3
24 HOUR STORE,8455 PARK LN,75231,M,09/12/2017,10/05/2017,"8455 PARK LN75231
(32.870998, -96.758962)",11,3
OAKCLIFF TACO GARAGE,2518 S BECKLEY AVE Ste:1,75216,M,09/12/2017,02/21/2018,2518 S BECKLEY AVE Ste:175216,,
CRIS WORLEY FINE ARTS LLC,1845 LEVEE ST Ste:110,75207,A3,09/12/2017,09/19/2017,"1845 LEVEE ST Ste:11075207
(32.791519, -96.828257)",6,3
WELLS AUTO GROUP,2620 NOVA DR,75229,MIX,09/11/2017,09/13/2017,"2620 NOVA DR75229
(32.905608, -96.888892)",6,3
OMNI,1717 MCKINNEY AVE Ste:860,75202,B,09/11/2017,10/31/2017,"1717 MCKINNEY AVE Ste:86075202
(32.788397, -96.804305)",12,3
CITYWIDE ROOFING,1408 S AKARD ST Ste:140,75215,B,09/11/2017,,"1408 S AKARD ST Ste:14075215
(32.770131, -96.792373)",2,3
CITYWIDE ROOFING,1408 S AKARD ST Ste:160,75215,B,09/11/2017,,"1408 S AKARD ST Ste:16075215
(32.770131, -96.792373)",2,3
DEPT OF AVIATION,2128 HAWES AVE,75235,NA,09/11/2017,09/11/2017,"2128 HAWES AVE75235
(32.825779, -96.850208)",2,3
COLOR CAL,11111 ABLES LN Ste:118,75229,B,09/11/2017,09/12/2017,"11111 ABLES LN Ste:11875229
(32.887161, -96.894011)",6,3
CITYWIDE ROOFING,1408 S AKARD ST Ste:100,75215,B,09/11/2017,,"1408 S AKARD ST Ste:10075215
(32.770131, -96.792373)",2,3
KWIK CAR AUTO REPAIR,5020 LEMMON AVE,75209,S2,09/11/2017,09/12/2017,"5020 LEMMON AVE75209
(32.823672, -96.819232)",2,3
PHENIX MV,2042 IRVING BLVD Ste:130,75207,B,09/11/2017,09/12/2017,"2042 IRVING BLVD Ste:13075207
(32.795295, -96.829372)",6,3
BREAKTIME,1155 E RED BIRD LN,75241,M,09/11/2017,06/11/2018,"1155 E RED BIRD LN75241
(32.67496, -96.806298)",3,3
CAPTAIN BILLY'S,5333 W KIEST BLVD Ste:A,75211,M,09/11/2017,12/20/2017,5333 W KIEST BLVD Ste:A75211,,
RISING STAR RESOURCE DEVELOPMENT CORPORATION,9635 WENDELL RD,75243,S1,09/11/2017,09/13/2017,"9635 WENDELL RD75243
(32.90708, -96.7054)",9,3
CITYWIDE ROOFING,1408 S AKARD ST Ste:120,75215,B,09/11/2017,,"1408 S AKARD ST Ste:12075215
(32.770131, -96.792373)",2,3
