"precinct","race","legislativedistrict","countycouncil","congressionaldistrict","countergroup","countertype","sumofcount"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Under Voted","0"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Yes","142"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","No","50"
"SEA 43-1819","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Over Voted","0"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Registered Voters","236"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Counted","84"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Under Voted","0"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Yes","61"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","No","23"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Over Voted","0"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Registered Voters","236"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Counted","84"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Under Voted","0"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Yes","62"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","No","22"
"SEA 43-1821","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Over Voted","0"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 1","37","8","7","Total","Registered Voters","181"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 1","37","8","7","Total","Times Counted","9"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 1","37","8","7","Total","Times Under Voted","0"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 1","37","8","7","Total","Yes","8"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 1","37","8","7","Total","No","1"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 1","37","8","7","Total","Times Over Voted","0"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 2","37","8","7","Total","Registered Voters","181"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 2","37","8","7","Total","Times Counted","9"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 2","37","8","7","Total","Times Under Voted","0"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 2","37","8","7","Total","Yes","7"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 2","37","8","7","Total","No","2"
"SEA 37-1823","Seattle School District No. 1 Proposition No. 2","37","8","7","Total","Times Over Voted","0"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 1","37","2","7","Total","Registered Voters","409"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 1","37","2","7","Total","Times Counted","175"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 1","37","2","7","Total","Times Under Voted","1"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 1","37","2","7","Total","Yes","142"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 1","37","2","7","Total","No","32"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 1","37","2","7","Total","Times Over Voted","0"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 2","37","2","7","Total","Registered Voters","409"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 2","37","2","7","Total","Times Counted","175"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 2","37","2","7","Total","Times Under Voted","1"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 2","37","2","7","Total","Yes","145"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 2","37","2","7","Total","No","29"
"SEA 37-1824","Seattle School District No. 1 Proposition No. 2","37","2","7","Total","Times Over Voted","0"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 1","37","8","9","Total","Registered Voters","830"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 1","37","8","9","Total","Times Counted","210"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 1","37","8","9","Total","Times Under Voted","2"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 1","37","8","9","Total","Yes","158"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 1","37","8","9","Total","No","50"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 1","37","8","9","Total","Times Over Voted","0"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 2","37","8","9","Total","Registered Voters","830"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 2","37","8","9","Total","Times Counted","210"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 2","37","8","9","Total","Times Under Voted","1"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 2","37","8","9","Total","Yes","156"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 2","37","8","9","Total","No","53"
"SEA 37-1825","Seattle School District No. 1 Proposition No. 2","37","8","9","Total","Times Over Voted","0"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Registered Voters","562"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Counted","237"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Under Voted","1"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Yes","201"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","No","35"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 1","43","2","7","Total","Times Over Voted","0"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Registered Voters","562"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Counted","237"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Under Voted","1"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Yes","200"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","No","36"
"SEA 43-1826","Seattle School District No. 1 Proposition No. 2","43","2","7","Total","Times Over Voted","0"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Registered Voters","750"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Counted","144"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Under Voted","0"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Yes","120"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","No","24"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Over Voted","0"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Registered Voters","750"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Counted","144"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Under Voted","1"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Yes","119"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","No","24"
"SEA 37-1827","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Over Voted","0"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Registered Voters","416"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Counted","126"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Under Voted","1"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Yes","103"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","No","22"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Over Voted","0"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Registered Voters","416"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Counted","126"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Under Voted","2"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Yes","103"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","No","21"
"SEA 37-1831","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Over Voted","0"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Registered Voters","616"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Counted","187"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Under Voted","0"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Yes","114"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","No","73"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Over Voted","0"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Registered Voters","616"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Counted","187"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Under Voted","0"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Yes","108"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","No","79"
"BEL 48-0218","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Over Voted","0"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Registered Voters","857"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Counted","200"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Under Voted","0"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Yes","160"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","No","40"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Over Voted","0"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Registered Voters","857"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Counted","200"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Under Voted","0"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Yes","161"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","No","39"
"SEA 37-1833","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Over Voted","0"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Registered Voters","486"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Counted","132"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Under Voted","1"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Yes","102"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","No","29"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 1","37","2","9","Total","Times Over Voted","0"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Registered Voters","486"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Counted","132"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Under Voted","0"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Yes","106"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","No","26"
"SEA 37-1834","Seattle School District No. 1 Proposition No. 2","37","2","9","Total","Times Over Voted","0"
"SEA 43-1835","Seattle School District No. 1 Proposition No. 1","43","8","9","Total","Registered Voters","714"
"SEA 43-1835","Seattle School District No. 1 Proposition No. 1","43","8","9","Total","Times Counted","274"
"SEA 43-1835","Seattle School District No. 1 Proposition No. 1","43","8","9","Total","Times Under Voted","1"
"SEA 43-1835","Seattle School District No. 1 Proposition No. 1","43","8","9","Total","Yes","247"
