"impound_no","data_source","record_type","link","current_location","animal_name","animal_type","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-150832","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672213","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","Male","Siberian Husky","Black / White","2022-09-10T00:00:00.000","Received on","400 block of  E SMITH ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672213","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 400 block of  E SMITH ST<p/> Description: Black / White Male Siberian Husky Dog<p/> Age: 9 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149998","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670878","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Greenland","Cat","Spayed Female","Domestic Shorthair","Black","2022-08-22T00:00:00.000","Received on","31200 block of  228TH AVE SE","BLACK DIAMOND","WA","98010","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670878","Image Copyright HLP Inc. 2022","Received on: 2022-08-22<p/> Found Near: 31200 block of  228TH AVE SE<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150828","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672201","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Shorthair","Gray / White","2022-09-10T00:00:00.000","Received on","19600 block of  84TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672201","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 19600 block of  84TH AVE S<p/> Description: Gray / White Male Domestic Shorthair Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150843","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672253","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Unknown","Domestic Shorthair","Gray Tabby","2022-09-11T00:00:00.000","Received on","14600 block of  SE 213TH ST","KENT","WA","98042","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672253","Image Copyright HLP Inc. 2022","Received on: 2022-09-11<p/> Found Near: 14600 block of  SE 213TH ST<p/> Description: Gray Tabby Unknown Domestic Shorthair Cat<p/> Age: 10 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149648","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480989","In Public Home",,"Dog","Male","Flat Coat Retriever","Black","2022-08-11T00:00:00.000","Date Found","23RD  AND INTERLAKEN",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480989","Image Copyright HLP Inc. 2022","Description: Medium large dog, black with brown puzzle and paws. Very friendly and well behaved <p/>Age: Over 1 year<p/>Found Near: 23rd and Interlaken, Seattle WA  98112<p/>Found Date: 2022-08-11<p/>"
"K22-150678","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671906","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Midge","Dog","Spayed Female","Labrador Retriever / Mix","Silver","2022-09-06T00:00:00.000","Received on","28500 block of  210TH AVE SE","KENT","WA","98042","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671906","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 28500 block of  210TH AVE SE<p/> Description: Silver Spayed Female Labrador Retriever / Mix Dog<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149957","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2484787","In Public Home","Anton Anders","Cat","Male","Birman","Unknown","2022-08-20T00:00:00.000","Date Found","15700 block of  CEDAR GROVE RD SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2484787","Image Copyright HLP Inc. 2022","Description: Tigard stripe gray kitten. A cream underside.<p/>Age: Under 1 year<p/>Found Near: 15700 block of  CEDAR GROVE RD SE<p/>Found Date: 2022-08-20<p/>"
"K22-150711","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671957","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Tiramisu","Dog","Spayed Female","German Shepherd","Red / Black","2022-09-07T00:00:00.000","Received on","21200 block of  MILITARY RD S","SEATAC","WA","98198","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671957","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 21200 block of  MILITARY RD S<p/> Description: Red / Black Spayed Female German Shepherd Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150656","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Male","Domestic Shorthair","Black / White","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671885","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150644","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671871","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Remy","Cat","Male","Domestic Shorthair","Orange","2022-09-06T00:00:00.000","Received on","4000 block of  S 172ND ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671871","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 4000 block of  S 172ND ST<p/> Description: Orange Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149570","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670193","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Samosa","Cat","Female","Domestic Shorthair","Dilute Tor","2022-08-10T00:00:00.000","Received on","14100 block of  SE 171ST WAY","RENTON","WA","98058","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670193","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 14100 block of  SE 171ST WAY<p/> Description: Dilute Tor Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150422","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488652","In Public Home","Sophia Etzko",,"Unknown",,"Unknown","2022-08-29T00:00:00.000","Date Found","133RD  AND 8TH AVE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488652","Image Copyright HLP Inc. 2022","Description: European rabbit, grey with erect ears<p/>Age: Unknown<p/>Found Near: 133rd and 8th Ave, Seattle WA  98146<p/>Found Date: 2022-08-29<p/>"
"K22-150596","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Male","Domestic Shorthair","Blue Pt","2022-09-03T00:00:00.000","Received on","20100 block of  ORILLIA RD S","KENT","WA","98032","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671776","Image Copyright HLP Inc. 2022","Received on: 2022-09-03<p/> Found Near: 20100 block of  ORILLIA RD S<p/> Description: Blue Pt Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150779","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672077","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Longhair","Seal Pt","2022-09-09T00:00:00.000","Received on","2000 block of  W MEEKER ST","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672077","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 2000 block of  W MEEKER ST<p/> Description: Seal Pt Female Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149314","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478067","In Public Home",,"Dog","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478067","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>"
"K22-150612","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671805","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Reggie","Cat","Neutered Male","Domestic Shorthair","Black","2022-09-04T00:00:00.000","Received on","200 block of  NOBLE FIR CIR","ENUMCLAW","WA","98022","ENUMCLAW",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671805","Image Copyright HLP Inc. 2022","Received on: 2022-09-04<p/> Found Near: 200 block of  NOBLE FIR CIR<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 12 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150143","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486871","In Public Home",,"Cat","Unknown","Persian","Unknown","2022-08-24T00:00:00.000","Date Found","14100 block of  SOMERSET BLVD SE","BELLEVUE","WA","98006","BELLEVUE","47.562334","-122.152364","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486871","Image Copyright HLP Inc. 2022","Description: A Grey and white cat was Found at night. No microchip or name tag. The cat is friendly. <p/>Age: Unknown<p/>Found Near: 14100 block of  SOMERSET BLVD SE<p/>Found Date: 2022-08-24<p/>"
"K22-150353","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488054","In Public Home",,"Cat","Male","American Shorthair","Unknown","2022-08-24T00:00:00.000","Date Found","SE  80 TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488054","Image Copyright HLP Inc. 2022","Description: Male? Light great tabby, green eyes, pink nose, large. <p/>Age: Unknown<p/>Found Near:  SE 80 th st , Snoqualmie WA  98065<p/>Found Date: Aug 24 202<p/>"
"K22-150861","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672312","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Longhair","Gray","2022-09-12T00:00:00.000","Received on","6300 block of  S 212TH ST","KENT","WA","98032","KENT","47.410578","-122.25862","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672312","Image Copyright HLP Inc. 2022","Received on: 2022-09-12<p/> Found Near: 6300 block of  S 212TH ST<p/> Description: Gray Male Domestic Longhair Cat<p/> Age: 6 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149988","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485450","In Public Home","Cheeba","Dog","Female","Papillon","Black","2022-08-21T00:00:00.000","Date Found","TIGER  MOUNTAIN ROAD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485450","Image Copyright HLP Inc. 2022","<p/>"
"K22-150534","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671689","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Yonko","Cat","Male","Domestic Shorthair","Black / White","2022-09-01T00:00:00.000","Received on","6200 block of  S LANGSTON RD","SEATTLE","WA","98178","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671689","Image Copyright HLP Inc. 2022","Received on: 2022-09-01<p/> Found Near: 6200 block of  S LANGSTON RD<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150208","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Unknown","Domestic Shorthair","Black","2022-08-27T00:00:00.000","Received on","15200 block of  DAYTON AVE N","SHORELINE","WA","98133","SHORELINE","47.739237","-122.354241",,"Image Copyright HLP Inc. 2022","Received on: 2022-08-27<p/> Found Near: 15200 block of  DAYTON AVE N<p/> Description: Black Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-150889","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672399","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Mediumhair","Brn Tabby / White","2022-09-12T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.381307","-122.261142","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672399","Image Copyright HLP Inc. 2022","Received on: 2022-09-12<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Brn Tabby / White Female Domestic Mediumhair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150191","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487467","In Public Home",,,"Unknown",,"Unknown","2022-08-26T00:00:00.000","Date Found","WILBURTON  PARK BELLEVUE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487467","Image Copyright HLP Inc. 2022","Description: Hi! My husband Found a budgerigar in Wilburton Park (Bellevue) today. If it is yours, please DM me. <p/>Age: Unknown<p/>Found Near: Wilburton park Bellevue, Sammamish WA  98075<p/>Found Date: 2022-08-26<p/>"
"K22-149780","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482551","In Public Home",,,"Unknown",,"Unknown","2022-08-15T00:00:00.000","Date Found","105TH  AVE SE & SE 219TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482551","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 105th AVE SE & SE 219th ST, Kent WA  98031<p/>Found Date: 2022-08-15<p/>"
"K22-150603","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Male","Domestic Shorthair","Brn Tabby","2022-09-04T00:00:00.000","Received on","27400 block of  220TH PL SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671790","Image Copyright HLP Inc. 2022","Received on: 2022-09-04<p/> Found Near: 27400 block of  220TH PL SE<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149143","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2476244","In Public Home",,,"Male",,"Unknown","2022-08-01T00:00:00.000","Date Found","290TH  PL S AND 15TH PL S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2476244","Image Copyright HLP Inc. 2022","Description: Brown rabbit<p/>Age: Unknown<p/>Found Near: 290th Pl S and 15th Pl S, Federal Way WA  98003<p/>Found Date: 2022-08-01<p/>"
"K22-150694","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671926","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Kenobi","Cat","Neutered Male","Domestic Shorthair","Brn Tabby / White","2022-09-07T00:00:00.000","Received on","14100 block of  SE 144TH ST","RENTON","WA","98059","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671926","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 14100 block of  SE 144TH ST<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150907","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672459","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","Female","Chihuahua - Smooth Coated / Mix","Tan","2022-09-13T00:00:00.000","Received on","21000 block of  100TH AVE SE","KENT","WA","98031","KENT","0","0","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672459","Image Copyright HLP Inc. 2022","Received on: 2022-09-13<p/> Found Near: 21000 block of  100TH AVE SE<p/> Description: Tan Female Chihuahua - Smooth Coated / Mix Dog<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150909","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672469","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Shorthair","Tortie / White","2022-09-13T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.221577","-121.99102","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672469","Image Copyright HLP Inc. 2022","Received on: 2022-09-13<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Tortie / White Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150796","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Female","Domestic Shorthair","Calico","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672104","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150187","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487401","In Public Home",,"Dog","Male","Chihuahua - Smooth Coated","White","2022-08-26T00:00:00.000","Date Found","NORMAN  AND LAKESIDE AVE S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487401","Image Copyright HLP Inc. 2022","Description: Beige chihuahua (perhaps mix). Small size and height but somewhat overweight (perhaps 15 lbs or so)<p/>Age: Over 1 year<p/>Found Near: Norman and Lakeside Ave S, Seattle WA  98144<p/>Found Date: 2022-08-26<p/>"
"K22-149840","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483069","In Public Home","Angela Lynn","Dog","Female","American Pit Bull Terrier","Unknown","2022-08-15T00:00:00.000","Date Found","1100 block of  UNION AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483069","Image Copyright HLP Inc. 2022","Description: Lilac tri color, cropped ears, extremely loose belly skin<p/>Age: Over 1 year<p/>Found Near: 1100 block of  UNION AVE NE <p/>Found Date: 2022-08-15<p/>"
"K22-150824","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672188","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","Male","Staffordshire Bull Terrier","Brown / White","2022-09-10T00:00:00.000","Received on","22100 block of  109TH PL SE","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672188","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 22100 block of  109TH PL SE<p/> Description: Brown / White Male Staffordshire Bull Terrier Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150192","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487600","In Public Home",,"Dog","Female","Boxer","Brown","2022-08-27T00:00:00.000","Date Found","HENDERSON  ST AND 34TH AVE SW",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487600","Image Copyright HLP Inc. 2022","Description: Medium sized (maybe 30-40 lbs) mostly brown dog with erect pointy black ears, a black muzzle, and some black coloring in her long tail. Short coat. Seems young, with puppy-like soft coat, slightly wiry. Wearing a red bandana. No collar.<p/>Age: Under 1 year<p/>Found Near: Henderson St and 34th Ave SW, Seattle WA  98126<p/>Found Date: 2022-08-27<p/>"
"K22-150773","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672063","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Pinky","Cat","Male","Domestic Shorthair","White / Black","2022-09-09T00:00:00.000","Received on","2400 block of  S 260TH ST","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672063","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 2400 block of  S 260TH ST<p/> Description: White / Black Male Domestic Shorthair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150805","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672139","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Max","Dog","Male","Pit Bull","Gray / White","2022-09-09T00:00:00.000","Received on","17400 block of  SOUTHCENTER PKWY","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672139","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 17400 block of  SOUTHCENTER PKWY<p/> Description: Gray / White Male Pit Bull Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150816","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672177","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Frannny","Cat","Female","Domestic Longhair","Lynx Pt","2022-09-10T00:00:00.000","Received on","23300 block of  147TH AVE SE","KENT","WA","98042","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672177","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 23300 block of  147TH AVE SE<p/> Description: Lynx Pt Female Domestic Longhair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150740","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A642799","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Tofu","Cat","Spayed Female","Domestic Longhair","Black","2022-09-08T00:00:00.000","Received on","23900 block of  111TH PL SE","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A642799","Image Copyright HLP Inc. 2022","Received on: 2022-09-08<p/> Found Near: 23900 block of  111TH PL SE<p/> Description: Black Spayed Female Domestic Longhair Cat<p/> Age: 1 YEAR 7 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149357","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478452","In Public Home","Chrissy Hitc","Cat","Female","Domestic Shorthair","Unknown","2022-07-31T00:00:00.000","Date Found","14500 block of  166TH PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478452","Image Copyright HLP Inc. 2022","Description: Sweet female orange tabby short hair and has a lump on her left side.<p/>Age: Over 1 year<p/>Found Near: 14500 block of  166TH PL SE<p/>Found Date: 2022-07-31<p/>"
"K22-150626","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Male","Domestic Shorthair","Black / White","2022-09-06T00:00:00.000","Received on","27400 block of  220TH PL SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671848","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 27400 block of  220TH PL SE<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150166","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Unknown","Domestic Longhair","No Prvided","2022-08-26T00:00:00.000","Received on","32200 block of  157TH AVE SE","AUBURN","WA","98092","KING COUNTY","47.312776","-122.132994",,"Image Copyright HLP Inc. 2022","Received on: 2022-08-26<p/> Found Near: 32200 block of  157TH AVE SE<p/> Description: No Prvided Unknown Domestic Longhair Cat<p/> Age: NO AGE<p/>"
