"impound_no","data_source","record_type","link","current_location","animal_name","animal_type","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-149840","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483069","In Public Home","Angela Lynn","Dog","Female","American Pit Bull Terrier","Unknown","2022-08-15T00:00:00.000","Date Found","1100 block of  UNION AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483069","Image Copyright HLP Inc. 2022","<p/>"
"K22-150827","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672194","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Jimmy Joe Jr","Cat","Female","Domestic Shorthair","Brn Tabby","2022-09-10T00:00:00.000","Received on","19200 block of  SE 281ST PL","KENT","WA","98042","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672194","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 19200 block of  SE 281ST PL<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149217","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477042","In Public Home","Carl Nelson","Dog","Male","Alaskan Husky","Unknown","2022-08-01T00:00:00.000","Date Found","7600 block of  141ST AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477042","Image Copyright HLP Inc. 2022","Description: Red collar that says coastal <p/>Age: Unknown<p/>Found Near: 7600 block of  141ST AVE NE<p/>Found Date: 2022-08-01<p/>"
"K22-150794","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672102","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Shorthair","Black","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672102","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149975","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670837","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Vrul","Cat","Neutered Male","Domestic Shorthair","Brn Tabby","2022-08-21T00:00:00.000","Received on","16600 block of  35TH AVE S","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670837","Image Copyright HLP Inc. 2022","Received on: 2022-08-21<p/> Found Near: 16600 block of  35TH AVE S<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150911","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672471","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Shorthair","White / Black","2022-09-13T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.221577","-121.99102","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672471","Image Copyright HLP Inc. 2022","Received on: 2022-09-13<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: White / Black Male Domestic Shorthair Cat<p/> Age: 9 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149345","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478210","In Public Home",,"Dog","Female","Pit Bull","Brown","2022-08-05T00:00:00.000","Date Found","12800 block of  CARNATION DUVALL RD NE","DUVALL","WA","98019","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478210","Image Copyright HLP Inc. 2022","Description: Brown/black (Brindle with white on nose and chest) solid color female, about 60 pounds.  No collar.  Very friendly. Pit bull mix.<p/>Age: Over 1 year<p/>Found Near: 12800 block of  CARNATION DUVALL RD NE<p/>Found Date: 2022-08-05<p/>"
"K22-150417","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488553","In Public Home",,"Cat","Unknown","Domestic Longhair","Unknown","2022-08-27T00:00:00.000","Date Found","4400 block of  45TH AVENUE NORTHEAST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488553","Image Copyright HLP Inc. 2022","<p/>"
"K22-149606","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480707","In Public Home","?","Cat","Female","Domestic Longhair","Unknown","2022-08-06T00:00:00.000","Date Found","304TH  AND 23RD AVE SW FEDERAL WAY, WA",,,,"FEDERAL WAY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480707","Image Copyright HLP Inc. 2022","Description: Female cat, with long hair, gray/brown/white calico with distinctive markings on both side of her nose. She has recently had her belly, back legs and part of her tail shaved, with some re-growth. Appears to have Lost a lot of weight and had a lot of extra belly skin. Very friendly.<p/>Age: Over 1 year<p/>Found Near: 304th and 23rd Ave SW Federal Way, WA , Federal Way WA  98023<p/>Found Date: 2022-08-06<p/>"
"K22-150814","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Female","Domestic Shorthair","Brn Tabby","2022-09-10T00:00:00.000","Received on","4200 block of  LIND AVE SW","RENTON","WA","98057","RENTON",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 4200 block of  LIND AVE SW<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/>"
"K22-150460","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Unknown","Domestic Longhair","Brown","2022-08-30T00:00:00.000","Received on","13200 block of  SE 264TH PL","KENT","WA","98042","KENT","47.36442","-122.164722",,"Image Copyright HLP Inc. 2022","Received on: 2022-08-30<p/> Found Near: 13200 block of  SE 264TH PL<p/> Description: Brown Unknown Domestic Longhair Cat<p/> Age: NO AGE<p/>"
"K22-149362","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478549","In Public Home",,"Cat","Female","American Shorthair","Unknown","2022-08-05T00:00:00.000","Date Found","20TH  AVE S AND S 284TH PL",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478549","Image Copyright HLP Inc. 2022","Description: Young female cat, grey with green eyes. No microchip. Very friendly toward people but very afraid of cars. She seemed very hungry and glad to be indoors. <p/>Age: Under 1 year<p/>Found Near: 20th Ave S and S 284th Pl, Federal Way WA  98003<p/>Found Date: 2022-08-05<p/>"
"K22-150606","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671800","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Mater","Dog","Neutered Male","Mastiff / Mix","Tan / White","2022-09-04T00:00:00.000","Received on","16800 block of  SE 376TH ST","AUBURN","WA","98092","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671800","Image Copyright HLP Inc. 2022","Received on: 2022-09-04<p/> Found Near: 16800 block of  SE 376TH ST<p/> Description: Tan / White Neutered Male Mastiff / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149692","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481643","In Public Home",,"Dog","Male","American Pit Bull Terrier","White","2022-07-31T00:00:00.000","Date Found","N/A N/A",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481643","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Found Near: N/a, Kent WA  98030<p/>Found Date: 2022-07-31<p/>"
"K22-150491","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Trusty","Cat","Spayed Female","Domestic Shorthair","Black","2022-08-31T00:00:00.000","Received on","3000 block of  W CONCORD WAY","MERCER ISLAND","WA","98040","MERCER ISLAND",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588931","Image Copyright HLP Inc. 2022","Received on: 2022-08-31<p/> Found Near: 3000 block of  W CONCORD WAY<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 4 YEARS 1 MONTH<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149745","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482202","In Public Home",,"Dog","Male","Miniature Poodle","White","2022-08-14T00:00:00.000","Date Found","320TH  AND 23RD AVE S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482202","Image Copyright HLP Inc. 2022","Description: It is a small white male dog.  It looks to be recently groomed.  <p/>Age: Over 1 year<p/>Found Near: 320th and 23rd Ave S, Federal Way WA  98003<p/>Found Date: 2022-08-14<p/>"
"K22-150887","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672396","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Shorthair","Tortie / Calico","2022-09-12T00:00:00.000","Received on","21200 block of  100TH PL SE","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672396","Image Copyright HLP Inc. 2022","Received on: 2022-09-12<p/> Found Near: 21200 block of  100TH PL SE<p/> Description: Tortie / Calico Female Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150628","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Male","Domestic Longhair","Org Tabby","2022-09-06T00:00:00.000","Received on","35700 block of  26TH AVE S","FEDERAL WAY","WA","98003","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671851","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 35700 block of  26TH AVE S<p/> Description: Org Tabby Male Domestic Longhair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150371","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488353","In Public Home",,"Dog","Male","Labrador Retriever","White","2022-08-22T00:00:00.000","Date Found","210TH  AVE NE AND NE 165 ST.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488353","Image Copyright HLP Inc. 2022","Description: Appears to be a white puppy. Not chipped<p/>Age: Under 1 year<p/>Found Near: 210th Ave NE and NE 165 St., Woodinville WA  98077<p/>Found Date: 2022-08-22<p/>"
"K22-150490","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,"Boy","Dead Cat","Neutered Male","Domestic Longhair","Black","2022-08-31T00:00:00.000","Received on","19200 block of  SE 269TH ST","COVINGTON","WA","98042","COVINGTON",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-31<p/> Found Near: 19200 block of  SE 269TH ST<p/> Description: Black Neutered Male Domestic Longhair Cat<p/> Age: 10 YEARS<p/>"
"K22-149800","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670582","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Apricot","Cat","Neutered Male","Domestic Shorthair","Flame Pt","2022-08-16T00:00:00.000","Received on","25900 block of  129TH PL SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670582","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 25900 block of  129TH PL SE<p/> Description: Flame Pt Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149545","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480082","In Public Home","Derrick Diet","Dog","Female","German Shepherd","Brown","2022-08-09T00:00:00.000","Date Found","13200 block of  SE 49TH ST","BELLEVUE","WA","98006","BELLEVUE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480082","Image Copyright HLP Inc. 2022","Description: Brown / Tan mixed breed? Female and has recently been spayed with sutures still visible. <p/>Age: Under 1 year<p/>Found Near: 13200 block of  SE 49TH ST<p/>Found Date: 2022-08-10<p/>"
"K22-150122","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671208","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Meme","Cat","Female","Domestic Shorthair","Black","2022-08-25T00:00:00.000","Received on","13100 block of  LITTLE BEAR CREEK PL","WOODINVILLE","WA","98072","WOODINVILLE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671208","Image Copyright HLP Inc. 2022","Received on: 2022-08-25<p/> Found Near: 13100 block of  LITTLE BEAR CREEK PL<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 2 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150737","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672003","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Sage","Cat","Female","Domestic Shorthair","Black","2022-09-08T00:00:00.000","Received on","1200 block of  E GUIBERSON ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672003","Image Copyright HLP Inc. 2022","Received on: 2022-09-08<p/> Found Near: 1200 block of  E GUIBERSON ST<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150657","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671886","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Pisces","Cat","Neutered Male","Domestic Shorthair","Black / White","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671886","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150636","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671859","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Dooku","Cat","Neutered Male","Domestic Mediumhair","Brn Tabby","2022-09-06T00:00:00.000","Received on","15800 block of  REDMOND WAY","REDMOND","WA","98052","REDMOND","47.6729","-122.131562","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671859","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 15800 block of  REDMOND WAY<p/> Description: Brn Tabby Neutered Male Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150492","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Terrific","Cat","Neutered Male","Domestic Shorthair","Black","2022-08-31T00:00:00.000","Received on","3000 block of  W CONCORD WAY","MERCER ISLAND","WA","98040","MERCER ISLAND",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588932","Image Copyright HLP Inc. 2022","Received on: 2022-08-31<p/> Found Near: 3000 block of  W CONCORD WAY<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 4 YEARS 1 MONTH<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150103","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671178","North Gate Petco 318 NE NORTHGATE WAY SEATTLE, WA 98125","French Fry","Cat","Spayed Female","Domestic Shorthair","Brn Tabby","2022-08-24T00:00:00.000","Received on","18700 block of  139TH WAY SE","RENTON","WA","98058","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671178","Image Copyright HLP Inc. 2022","Received on: 2022-08-24<p/> Found Near: 18700 block of  139TH WAY SE<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 7 YEARS<p/> Current Location: North Gate Petco 318 NE NORTHGATE WAY SEATTLE, WA 98125<p/>"
"K22-150444","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671527","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Molly","Lop-Holland","Spayed Female","Lop-Holland","White / Gray","2022-08-30T00:00:00.000","Received on","12400 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671527","Image Copyright HLP Inc. 2022","Received on: 2022-08-30<p/> Found Near: 12400 block of  SE 208TH ST<p/> Description: White / Gray Spayed Female Lop-Holland Lop-Holland<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150005","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670898","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Rachel","Cat","Spayed Female","Domestic Shorthair","White","2022-08-22T00:00:00.000","Received on","31000 block of  144TH AVE SE","KENT","WA","98042","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670898","Image Copyright HLP Inc. 2022","Received on: 2022-08-22<p/> Found Near: 31000 block of  144TH AVE SE<p/> Description: White Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
