"race","precinct","leg","cc","countergroup","countertype","count"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-3540","47","9","Absentee","REJECTED","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-3540","47","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-3540","47","9","Absentee","Times Counted","2"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 47-3540","47","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ROWAN","37","2","Absentee","APPROVED","49"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ROWAN","37","2","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ROWAN","37","2","Absentee","REJECTED","54"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ROWAN","37","2","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ROWAN","37","2","Absentee","Times Counted","103"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ROWAN","37","2","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SET 33-3068","33","5","Absentee","APPROVED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SET 33-3068","33","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SET 33-3068","33","5","Absentee","REJECTED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SET 33-3068","33","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SET 33-3068","33","5","Absentee","Times Counted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SET 33-3068","33","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SHAMROCK","37","5","Absentee","APPROVED","95"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SHAMROCK","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SHAMROCK","37","5","Absentee","REJECTED","97"
"BLACK RIVER","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"61",,
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SHAMROCK","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SHAMROCK","37","5","Absentee","Times Counted","192"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","SHAMROCK","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TANYA","41","9","Absentee","APPROVED","16"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TANYA","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TANYA","41","9","Absentee","REJECTED","23"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TANYA","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TANYA","41","9","Absentee","Times Counted","39"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TANYA","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1165","11","8","Absentee","APPROVED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1165","11","8","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1165","11","8","Absentee","REJECTED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1165","11","8","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1165","11","8","Absentee","Times Counted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1165","11","8","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1167","11","5","Absentee","APPROVED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1167","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1167","11","5","Absentee","REJECTED","3"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1167","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1167","11","5","Absentee","Times Counted","3"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-1167","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-2949","11","8","Absentee","APPROVED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-2949","11","8","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-2949","11","8","Absentee","REJECTED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-2949","11","8","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-2949","11","8","Absentee","Times Counted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-2949","11","8","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-3233","11","5","Absentee","APPROVED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-3233","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-3233","11","5","Absentee","REJECTED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-3233","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-3233","11","5","Absentee","Times Counted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","TUK 11-3233","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","VALENCIA","41","9","Absentee","APPROVED","24"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","VALENCIA","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","VALENCIA","41","9","Absentee","REJECTED","11"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","VALENCIA","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","VALENCIA","41","9","Absentee","Times Counted","35"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","VALENCIA","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","WALLACE","37","5","Absentee","APPROVED","101"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","WALLACE","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","WALLACE","37","5","Absentee","REJECTED","81"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","WALLACE","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","WALLACE","37","5","Absentee","Times Counted","182"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","WALLACE","37","5","Absentee","Times Over Voted","0"
"ALDER SPRINGS","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"104",,
"ANGEL CITY","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"639",,
"BACUS","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"497",,
"BEL 41-0305","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"262",,
"BEL 41-0475","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"244",,
"BEL 41-0505","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"240",,
"BEL 41-2386","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"277",,
"BRIAR","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"646",,
"BRIGID","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"18",,
"BROKEN HILL","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"510",,
"BROOKS","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"209",,
"BRYN MAWR","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"345",,
"CAMPBELL HILL","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"609",,
"CEDAR PARK","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"31",,
"CHERRY VALLEY","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"425",,
"CORNELL","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"525",,
"CROW","KING COUNTY FIRE DISTRICT NO. 17 PROPOSITION NO. 1",,,"210",,
"DANIEL","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"540",,
"DIPPER","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"324",,
"DUV 45-0389","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"660",,
"DUV 45-3218","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"689",,
"DUV 45-3219","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"823",,
"DUV 45-3481","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"505",,
"DUV 45-3502","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"377",,
"EARLINGTON","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"361",,
"EASTWOOD","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"546",,
"ELLIOTT","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"890",,
"FOOTHILLS","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"151",,
"GAILE","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"170",,
"GRANDVIEW","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"0",,
"GREEN RIVER","KING COUNTY FIRE DISTRICT NO. 17 PROPOSITION NO. 1",,,"0",,
"IMPALA","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"764",,
"KEN 33-0582","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"0",,
"KEN 33-0586","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"9",,
"KENTLAKE","KING COUNTY FIRE DISTRICT NO. 17 PROPOSITION NO. 1",,,"364",,
"LAKE JOY","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"272",,
"LAKERIDGE","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"494",,
"LANGSTON","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"641",,
"LOIS","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"404",,
"LORA","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"323",,
"LYNN","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"442",,
"MARCEL","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"416",,
"MCDIVITT","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"65",,
"MERGANSER","KING COUNTY FIRE DISTRICT NO. 17 PROPOSITION NO. 1",,,"20",,
"MERRIHILL","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"358",,
