"race","precinct","leg","cc","countergroup","countertype","count"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BRIGID","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BRIGID","41","9","Absentee","Times Counted","6"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BRIGID","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROKEN HILL","37","2","Absentee","APPROVED","62"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROKEN HILL","37","2","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROKEN HILL","37","2","Absentee","REJECTED","70"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROKEN HILL","37","2","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROKEN HILL","37","2","Absentee","Times Counted","132"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROKEN HILL","37","2","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROOKS","37","2","Absentee","APPROVED","32"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROOKS","37","2","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROOKS","37","2","Absentee","REJECTED","23"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROOKS","37","2","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROOKS","37","2","Absentee","Times Counted","55"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BROOKS","37","2","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BRYN MAWR","37","5","Absentee","APPROVED","80"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BRYN MAWR","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BRYN MAWR","37","5","Absentee","REJECTED","53"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BRYN MAWR","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BRYN MAWR","37","5","Absentee","Times Counted","133"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","BRYN MAWR","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CAMPBELL HILL","11","8","Absentee","APPROVED","79"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CAMPBELL HILL","11","8","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CAMPBELL HILL","11","8","Absentee","REJECTED","58"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CAMPBELL HILL","11","8","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CAMPBELL HILL","11","8","Absentee","Times Counted","137"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CAMPBELL HILL","11","8","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CEDAR PARK","41","9","Absentee","APPROVED","6"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CEDAR PARK","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CEDAR PARK","41","9","Absentee","REJECTED","5"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CEDAR PARK","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CEDAR PARK","41","9","Absentee","Times Counted","11"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CEDAR PARK","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CORNELL","37","2","Absentee","APPROVED","102"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CORNELL","37","2","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CORNELL","37","2","Absentee","REJECTED","54"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CORNELL","37","2","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CORNELL","37","2","Absentee","Times Counted","157"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","CORNELL","37","2","Absentee","Times Over Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","DANIEL","41","9","Absentee","APPROVED","156"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","DANIEL","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","DANIEL","41","9","Absentee","REJECTED","69"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","DANIEL","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","DANIEL","41","9","Absentee","Times Counted","225"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","DANIEL","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EARLINGTON","37","5","Absentee","APPROVED","49"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EARLINGTON","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EARLINGTON","37","5","Absentee","REJECTED","37"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EARLINGTON","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EARLINGTON","37","5","Absentee","Times Counted","86"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EARLINGTON","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EASTWOOD","41","9","Absentee","APPROVED","105"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EASTWOOD","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EASTWOOD","41","9","Absentee","REJECTED","92"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EASTWOOD","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EASTWOOD","41","9","Absentee","Times Counted","197"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","EASTWOOD","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ELLIOTT","5","9","Absentee","APPROVED","197"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ELLIOTT","5","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ELLIOTT","5","9","Absentee","REJECTED","113"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ELLIOTT","5","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ELLIOTT","5","9","Absentee","Times Counted","310"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","ELLIOTT","5","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","FOOTHILLS","47","9","Absentee","APPROVED","24"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","FOOTHILLS","47","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","FOOTHILLS","47","9","Absentee","REJECTED","10"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","FOOTHILLS","47","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","FOOTHILLS","47","9","Absentee","Times Counted","34"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","FOOTHILLS","47","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GAILE","11","5","Absentee","APPROVED","28"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GAILE","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GAILE","11","5","Absentee","REJECTED","19"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GAILE","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GAILE","11","5","Absentee","Times Counted","47"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GAILE","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GRANDVIEW","33","5","Absentee","APPROVED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GRANDVIEW","33","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GRANDVIEW","33","5","Absentee","REJECTED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GRANDVIEW","33","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GRANDVIEW","33","5","Absentee","Times Counted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","GRANDVIEW","33","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","IMPALA","11","9","Absentee","APPROVED","138"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","IMPALA","11","9","Absentee","Registered Voters","0"
"BEL 41-2812","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"316",,
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","IMPALA","11","9","Absentee","REJECTED","95"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","IMPALA","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","IMPALA","11","9","Absentee","Times Counted","233"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","IMPALA","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0582","33","5","Absentee","APPROVED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0582","33","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0582","33","5","Absentee","REJECTED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0582","33","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0582","33","5","Absentee","Times Counted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0582","33","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0586","33","5","Absentee","APPROVED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0586","33","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0586","33","5","Absentee","REJECTED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0586","33","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0586","33","5","Absentee","Times Counted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","KEN 33-0586","33","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LAKERIDGE","37","2","Absentee","APPROVED","96"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LAKERIDGE","37","2","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LAKERIDGE","37","2","Absentee","REJECTED","66"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LAKERIDGE","37","2","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LAKERIDGE","37","2","Absentee","Times Counted","162"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LAKERIDGE","37","2","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LANGSTON","37","5","Absentee","APPROVED","93"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LANGSTON","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LANGSTON","37","5","Absentee","REJECTED","89"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LANGSTON","37","5","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LANGSTON","37","5","Absentee","Times Counted","183"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LANGSTON","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LOIS","37","5","Absentee","APPROVED","78"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LOIS","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LOIS","37","5","Absentee","REJECTED","63"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LOIS","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LOIS","37","5","Absentee","Times Counted","141"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LOIS","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LYNN","5","9","Absentee","APPROVED","59"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LYNN","5","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LYNN","5","9","Absentee","REJECTED","54"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LYNN","5","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LYNN","5","9","Absentee","Times Counted","113"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","LYNN","5","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MCDIVITT","41","9","Absentee","APPROVED","9"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MCDIVITT","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MCDIVITT","41","9","Absentee","REJECTED","17"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MCDIVITT","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MCDIVITT","41","9","Absentee","Times Counted","26"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MCDIVITT","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MERRIHILL","11","9","Absentee","APPROVED","74"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MERRIHILL","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MERRIHILL","11","9","Absentee","REJECTED","47"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MERRIHILL","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MERRIHILL","11","9","Absentee","Times Counted","121"
"BEL 41-2906","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"221",,
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MERRIHILL","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MORRIS","5","9","Absentee","APPROVED","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MORRIS","5","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MORRIS","5","9","Absentee","REJECTED","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MORRIS","5","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MORRIS","5","9","Absentee","Times Counted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","MORRIS","5","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0248","41","9","Absentee","APPROVED","27"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0248","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0248","41","9","Absentee","REJECTED","8"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0248","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0248","41","9","Absentee","Times Counted","35"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0248","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0878","41","9","Absentee","APPROVED","94"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0878","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0878","41","9","Absentee","REJECTED","49"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0878","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0878","41","9","Absentee","Times Counted","143"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-0878","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-1115","41","9","Absentee","APPROVED","157"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-1115","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-1115","41","9","Absentee","REJECTED","75"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-1115","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-1115","41","9","Absentee","Times Counted","232"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-1115","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-2811","41","9","Absentee","APPROVED","77"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-2811","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-2811","41","9","Absentee","REJECTED","32"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-2811","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-2811","41","9","Absentee","Times Counted","109"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-2811","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3227","41","9","Absentee","APPROVED","105"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3227","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3227","41","9","Absentee","REJECTED","64"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3227","41","9","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3227","41","9","Absentee","Times Counted","170"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3227","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3228","41","9","Absentee","APPROVED","110"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3228","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3228","41","9","Absentee","REJECTED","44"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3228","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3228","41","9","Absentee","Times Counted","154"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3228","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3261","41","9","Absentee","APPROVED","156"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3261","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3261","41","9","Absentee","REJECTED","88"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3261","41","9","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3261","41","9","Absentee","Times Counted","245"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","NEW 41-3261","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","PTARMIGAN","41","9","Absentee","APPROVED","79"
"BETTY","RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1",,,"619",,
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","PTARMIGAN","41","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","PTARMIGAN","41","9","Absentee","REJECTED","56"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","PTARMIGAN","41","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","PTARMIGAN","41","9","Absentee","Times Counted","135"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","PTARMIGAN","41","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RAINIER","37","5","Absentee","APPROVED","13"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RAINIER","37","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RAINIER","37","5","Absentee","REJECTED","14"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RAINIER","37","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RAINIER","37","5","Absentee","Times Counted","27"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RAINIER","37","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RIVERTON","11","2","Absentee","APPROVED","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RIVERTON","11","2","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RIVERTON","11","2","Absentee","REJECTED","6"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RIVERTON","11","2","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RIVERTON","11","2","Absentee","Times Counted","7"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RIVERTON","11","2","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0031","11","5","Absentee","APPROVED","138"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0031","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0031","11","5","Absentee","REJECTED","125"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0031","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0031","11","5","Absentee","Times Counted","263"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0031","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0354","11","9","Absentee","APPROVED","121"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0354","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0354","11","9","Absentee","REJECTED","110"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0354","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0354","11","9","Absentee","Times Counted","231"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0354","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0502","11","5","Absentee","APPROVED","119"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0502","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0502","11","5","Absentee","REJECTED","100"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0502","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0502","11","5","Absentee","Times Counted","219"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0502","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0539","11","5","Absentee","APPROVED","59"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0539","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0539","11","5","Absentee","REJECTED","51"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0539","11","5","Absentee","Times Blank Voted","0"
