"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-148095","A667504","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2461839","In Public Home",,"Dog","Unknown<p/>","Unknown","Cardigan Welsh Corgi","White","2022-07-05T00:00:00.000","Date Found","SE  COVINGTON SAWYER AND 181ST NEAR GRASS LAKE ELEMENTARY",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2461839","Image Copyright HLP Inc. 2022","Description: A Corgi I think.   Tan and White.  Docked Tail.  Clearly a house dog. Very Friendly<p/>Age: Unknown<p/>Found Near: Se Covington Sawyer and 181st    Near Grass Lake Elementary, Kent WA  98042<p/>Found Date: 2022-07-05<p/>"
"K22-149619","A670259","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670259","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Dream","Cat","NO AGE","Female","Domestic Shorthair","Tortie","2022-08-11T00:00:00.000","Received on","25800 block of  138TH AVE SE","KENT","WA","98042","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670259","Image Copyright HLP Inc. 2022","Received on: 2022-08-11<p/> Found Near: 25800 block of  138TH AVE SE<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149706","A670411","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670411","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Empanada","Cat","1 YEAR","Neutered Male","Domestic Shorthair","Org Tabby","2022-08-13T00:00:00.000","Received on","1000 block of  ANDOVER PARK E","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670411","Image Copyright HLP Inc. 2022","Received on: 2022-08-13<p/> Found Near: 1000 block of  ANDOVER PARK E<p/> Description: Org Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149587","A670207","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Rabbit Sh","9 WEEKS","Female","Rabbit Sh","Brown","2022-08-10T00:00:00.000","Received on","27500 block of  MAPLE VALLEY BLACK DIAMOND RD SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670207","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 27500 block of  MAPLE VALLEY BLACK DIAMOND RD SE<p/> Description: Brown Female Rabbit Sh Rabbit Sh<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149408","A669931","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669931","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Googoo","Barn Cat","9 WEEKS","Spayed Female","Domestic Shorthair","Orange","2022-08-07T00:00:00.000","Received on","20300 block of  131ST PL SE","KENT","WA","98031","KENT","47.420778","-122.16772","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669931","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 20300 block of  131ST PL SE<p/> Description: Orange Spayed Female Domestic Shorthair Barn Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149318","A669753","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478120","In Public Home",,"Dog","Unknown<p/>","Female","German Shepherd","Brown","2022-08-05T00:00:00.000","Date Found","POINT  DEFIANCE PARK",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478120","Image Copyright HLP Inc. 2022","Description: Young female with shepherd coloring. Pretty sure she is mixed. Was wearing a collar, hopefully the owner can provide details on what it looks like. <p/>Age: Unknown<p/>Found Near: Point defiance park, Tacoma WA  98407<p/>Found Date: 2022-08-05<p/>"
"K22-149471","A670038","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","2 YEARS 1 MONTH","Female","Domestic Shorthair","Calico / White","2022-08-08T00:00:00.000","Received on","30800 block of  MILITARY RD S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670038","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 30800 block of  MILITARY RD S<p/> Description: Calico / White Female Domestic Shorthair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149435","A669982","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669982","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Joyce","Cat","1 YEAR","Spayed Female","Domestic Shorthair","Black","2022-08-08T00:00:00.000","Received on","35700 block of  26TH AVE S","FEDERAL WAY","WA","98003","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669982","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 35700 block of  26TH AVE S<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149832","A670613","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670613","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","13 WEEKS","Male","Domestic Shorthair","Orange / White","2022-08-16T00:00:00.000","Received on","25300 block of  68TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670613","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 25300 block of  68TH AVE S<p/> Description: Orange / White Male Domestic Shorthair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149439","A669986","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669986","Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042","Charm","Cat","9 WEEKS","Spayed Female","Domestic Shorthair","Black","2022-08-08T00:00:00.000","Received on","35700 block of  26TH AVE S","FEDERAL WAY","WA","98003","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669986","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 35700 block of  26TH AVE S<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042<p/>"
"K22-149817","A670593","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Rowan","Cat","16 WEEKS","Male","Siamese","Lynx Pt","2022-08-16T00:00:00.000","Received on","16100 block of  SE 180TH PL","RENTON","WA","98058","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670593","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 16100 block of  SE 180TH PL<p/> Description: Lynx Pt Male Siamese Cat<p/> Age: 16 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-148232","A667708","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2463994","In Public Home",,"Dog","Unknown<p/>","Female","German Shepherd","Unknown","2022-07-07T00:00:00.000","Date Found","MILITARY  ROAD S","S 268",,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2463994","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: Military Road S, S 268th st, Kent WA  98032<p/>Found Date: 2022-07-07<p/>"
"K22-148840","A668797","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2472723","In Public Home","Alicia Frank","Dog","Unknown<p/>","Male","Chihuahua - Smooth Coated","Unknown","2022-07-24T00:00:00.000","Date Found","S  202ND ST & 200TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2472723","Image Copyright HLP Inc. 2022","Description: Missing lower right canine tooth. Light brown. Found without collar or harness<p/>Age: Unknown<p/>Found Near: S 202nd St & 200th st, Seattle WA  98198<p/>Found Date: 2022-07-24<p/>"
"K22-149440","A669988","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Hex","Cat","7 WEEKS","Male","Domestic Shorthair","Black / White","2022-08-08T00:00:00.000","Received on","35700 block of  26TH AVE S","FEDERAL WAY","WA","98003","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669988","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 35700 block of  26TH AVE S<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-147441","A666482","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A666482","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Toby","Dog","2 YEARS 2 MONTHS","Neutered Male","German Shepherd / Siberian Husky","Black / Tan","2022-06-18T00:00:00.000","Received on","25400 block of  LAKE WILDERNESS LN SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A666482","Image Copyright HLP Inc. 2022","Received on: 2022-06-18<p/> Found Near: 25400 block of  LAKE WILDERNESS LN SE<p/> Description: Black / Tan Neutered Male German Shepherd / Siberian Husky Dog<p/> Age: 2 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149401","A669922","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Jasper","Cat","9 WEEKS","Male","Domestic Mediumhair","Blk Smoke","2022-08-07T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.381307","-122.261142","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669922","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Blk Smoke Male Domestic Mediumhair Cat<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149404","A669925","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669925","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Korokke","Cat","6 WEEKS","Male","Domestic Shorthair","Brn Tabby","2022-08-07T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.381307","-122.261142","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669925","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149532","A670100","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Raul","Cat","1 WEEK","Male","Domestic Shorthair","Black","2022-08-09T00:00:00.000","Received on","900 block of  E WALNUT ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670100","Image Copyright HLP Inc. 2022","Received on: 2022-08-09<p/> Found Near: 900 block of  E WALNUT ST<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 1 WEEK<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149647","A670305","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480968","In Public Home",,"Dog","Unknown<p/>","Unknown","Chihuahua - Smooth Coated","Unknown","2022-08-11T00:00:00.000","Date Found","148TH  AVE NE & NE 3RD ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480968","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 148th AVE NE & NE 3RD ST, Bellevue WA  98007<p/>Found Date: 2022-08-11<p/>"
"K22-149736","A670456","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482059","In Public Home","Mark D Tombo",,"Unknown<p/>","Unknown",,"Unknown","2022-08-14T00:00:00.000","Date Found","1200 block of  N 171ST ST","SHORELINE","WA","98133","SHORELINE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482059","Image Copyright HLP Inc. 2022","Description: female golden pheasant appeared in my back yard 4 hours ago.  No leg band.  Currently lightly fenced in with food and water<p/>Age: Unknown<p/>Found Near: 1200 block of  N 171ST ST<p/>Found Date: 2022-08-14<p/>"
"K22-149466","A670031","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","4 WEEKS","Female","Domestic Shorthair","Calico","2022-08-08T00:00:00.000","Received on","30800 block of  MILITARY RD S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670031","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 30800 block of  MILITARY RD S<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-148913","A668934","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668934","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Clancy","Dog","2 YEARS","Neutered Male","Siberian Husky","Black / White","2022-07-25T00:00:00.000","Received on","29000 block of  190TH PL SE","KENT","WA","98042","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668934","Image Copyright HLP Inc. 2022","Received on: 2022-07-25<p/> Found Near: 29000 block of  190TH PL SE<p/> Description: Black / White Neutered Male Siberian Husky Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149855","A670643","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483315","In Public Home",,"Cat","Unknown<p/>","Unknown","Domestic Shorthair","Black","2022-08-17T00:00:00.000","Date Found","124TH  AVE SE AND SE 216TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483315","Image Copyright HLP Inc. 2022","Description: Small black kitty.  Not feral for sure.<p/>Age: Unknown<p/>Found Near: 124th Ave SE and SE 216th, Kent WA  98031<p/>Found Date: 2022-08-17<p/>"
"K22-149852","A670640","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670640","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","3 YEARS","Male","American Eskimo","White","2022-08-17T00:00:00.000","Received on","23900 block of  39TH AVE S","KENT","WA","98032","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670640","Image Copyright HLP Inc. 2022","Received on: 2022-08-17<p/> Found Near: 23900 block of  39TH AVE S<p/> Description: White Male American Eskimo Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148805","A668745","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668745","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Janis","Cat","4 MONTHS","Spayed Female","Domestic Shorthair","Gray","2022-07-23T00:00:00.000","Received on","15200 block of  40TH AVE S","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668745","Image Copyright HLP Inc. 2022","Received on: 2022-07-23<p/> Found Near: 15200 block of  40TH AVE S<p/> Description: Gray Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149400","A669921","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Hodgy","Cat","9 WEEKS","Male","Domestic Mediumhair","Black","2022-08-07T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.381307","-122.261142","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669921","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Black Male Domestic Mediumhair Cat<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149430","A669971","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669971","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Skyler","Cat","10 WEEKS","Unknown","Domestic Shorthair","Gray / White","2022-08-08T00:00:00.000","Received on","6100 block of  S 126TH PL","SEATTLE","WA","98178","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669971","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 6100 block of  S 126TH PL<p/> Description: Gray / White Unknown Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
