"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-149093","A669355","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2475620","In Public Home","?","Dog","Over 1 year<p/>","Female","German Shepherd","Unknown","2022-07-30T00:00:00.000","Date Found","116TH  AVE SE AND SE 157TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2475620","Image Copyright HLP Inc. 2022","Description: Mixed breed, looks like some German Shepard, some Husky...? Black coat, white markings. One blue eye. <p/>Age: Over 1 year<p/>Found Near: 116th Ave SE and SE 157th St, Renton WA  98058<p/>Found Date: 2022-07-30<p/>"
"K22-149094","A669363","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2475732","In Public Home",,"Dog","Over 1 year<p/>","Male","Labrador Retriever","Unknown","2022-07-30T00:00:00.000","Date Found","96TH  AVE SE AND SE SEVENTH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2475732","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Found Near: 96th Ave se and se seventh street, Bellevue WA  98004<p/>Found Date: 2022-07-30<p/>"
"K22-149648","A670306","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480989","In Public Home",,"Dog","Over 1 year<p/>","Male","Flat Coat Retriever","Black","2022-08-11T00:00:00.000","Date Found","23RD  AND INTERLAKEN",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480989","Image Copyright HLP Inc. 2022","Description: Medium large dog, black with brown puzzle and paws. Very friendly and well behaved <p/>Age: Over 1 year<p/>Found Near: 23rd and Interlaken, Seattle WA  98112<p/>Found Date: 2022-08-11<p/>"
"K22-149584","A670204","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Rabbit Sh","9 WEEKS","Female","Rabbit Sh","Black","2022-08-10T00:00:00.000","Received on","27500 block of  MAPLE VALLEY BLACK DIAMOND RD SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670204","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 27500 block of  MAPLE VALLEY BLACK DIAMOND RD SE<p/> Description: Black Female Rabbit Sh Rabbit Sh<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149516","A670080","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Bird","NO AGE","Unknown","Duck","Brown","2022-08-09T00:00:00.000","Received on","27100 block of  132ND AVE SE","KENT","WA","98042","KENT",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-09<p/> Found Near: 27100 block of  132ND AVE SE<p/> Description: Brown Unknown Duck Bird<p/> Age: NO AGE<p/>"
"K22-149320","A669754","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669754","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Takoyaki","Cat","10 WEEKS","Neutered Male","Domestic Shorthair","Black / White","2022-08-05T00:00:00.000","Received on","23300 block of  PACIFIC HWY S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669754","Image Copyright HLP Inc. 2022","Received on: 2022-08-05<p/> Found Near: 23300 block of  PACIFIC HWY S<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148473","A668144","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2467534","In Public Home","Amelia J Edw","Dog","Unknown<p/>","Female","Staffordshire Bull Terrier","Unknown","2022-07-13T00:00:00.000","Date Found","CEDAR  GROVE RD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2467534","Image Copyright HLP Inc. 2022","Description: Young Female terrier mix.  Black and White.<p/>Age: Unknown<p/>Found Near: Cedar Grove Rd, Issaquah WA  98027<p/>Found Date: 2022-07-13<p/>"
"K22-149700","A670404","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670404","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Guinea Pig","NO AGE","Unknown","Guinea Pig","Brown / White","2022-08-13T00:00:00.000","Received on","10600 block of  22ND PL S","SEATTLE","WA","98168","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670404","Image Copyright HLP Inc. 2022","Received on: 2022-08-13<p/> Found Near: 10600 block of  22ND PL S<p/> Description: Brown / White Unknown Guinea Pig Guinea Pig<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149467","A670033","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","4 WEEKS","Female","Domestic Shorthair","Calico / Gray","2022-08-08T00:00:00.000","Received on","30800 block of  MILITARY RD S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670033","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 30800 block of  MILITARY RD S<p/> Description: Calico / Gray Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149101","A669386","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669386","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Steve Wilkos","Cat","15 WEEKS","Neutered Male","Domestic Shorthair","Black","2022-07-31T00:00:00.000","Received on","15200 block of  30TH AVE S","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669386","Image Copyright HLP Inc. 2022","Received on: 2022-07-31<p/> Found Near: 15200 block of  30TH AVE S<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 15 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149487","A670054","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","One","Cat","6 WEEKS","Female","Domestic Shorthair","Gray Tabby / White","2022-08-08T00:00:00.000","Received on","18100 block of  ANDOVER PARK W","TUKWILA","WA","98188","TUKWILA","47.439627","-122.255358","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670054","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 18100 block of  ANDOVER PARK W<p/> Description: Gray Tabby / White Female Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149460","A670022","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670022","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Kat","Cat","6 WEEKS","Male","Domestic Mediumhair","Orange","2022-08-08T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.382778","-122.25942","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670022","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Orange Male Domestic Mediumhair Cat<p/> Age: 6 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149482","A670051","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670051","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Madeline","Dog","3 YEARS","Spayed Female","Siberian Husky","Black / White","2022-08-08T00:00:00.000","Received on","16000 block of  48TH AVE S","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670051","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 16000 block of  48TH AVE S<p/> Description: Black / White Spayed Female Siberian Husky Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149774","A670533","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670533","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Mama Two","Cat","2 YEARS","Female","Domestic Shorthair","Gray Tabby / White","2022-08-15T00:00:00.000","Received on","20300 block of  SE 228TH ST","MAPLE VALLEY","WA","98038","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670533","Image Copyright HLP Inc. 2022","Received on: 2022-08-15<p/> Found Near: 20300 block of  SE 228TH ST<p/> Description: Gray Tabby / White Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149314","A669748","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478067","In Public Home",,"Dog","Unknown<p/>","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478067","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>"
"K22-148216","A667691","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2463723","In Public Home","Marybeth Arl","Dog","Over 1 year<p/>","Male","Labrador Retriever","Brown","2022-07-07T00:00:00.000","Date Found","4700 block of  SOMERSET PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2463723","Image Copyright HLP Inc. 2022","Description: Mixed older brindle male - maybe has some lab in him,  lumps all over body, brown collar, very sweet temperament<p/>Age: Over 1 year<p/>Found Near: 4700 block of  SOMERSET PL SE<p/>Found Date: 2022-07-07<p/>"
"K22-149100","A669380","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669380","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Orin","Cat","14 WEEKS","Female","Domestic Shorthair","Black","2022-07-31T00:00:00.000","Received on","15200 block of  30TH AVE S","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669380","Image Copyright HLP Inc. 2022","Received on: 2022-07-31<p/> Found Near: 15200 block of  30TH AVE S<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 14 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149780","A670537","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482551","In Public Home",,,"Unknown<p/>","Unknown",,"Unknown","2022-08-15T00:00:00.000","Date Found","105TH  AVE SE & SE 219TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482551","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 105th AVE SE & SE 219th ST, Kent WA  98031<p/>Found Date: 2022-08-15<p/>"
"K22-149143","A669450","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2476244","In Public Home",,,"Unknown<p/>","Male",,"Unknown","2022-08-01T00:00:00.000","Date Found","290TH  PL S AND 15TH PL S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2476244","Image Copyright HLP Inc. 2022","Description: Brown rabbit<p/>Age: Unknown<p/>Found Near: 290th Pl S and 15th Pl S, Federal Way WA  98003<p/>Found Date: 2022-08-01<p/>"
"K22-149364","A669838","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","12 WEEKS","Female","Domestic Shorthair","Seal Pt / White","2022-08-06T00:00:00.000","Received on","4200 block of  S 164TH ST","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669838","Image Copyright HLP Inc. 2022","Received on: 2022-08-06<p/> Found Near: 4200 block of  S 164TH ST<p/> Description: Seal Pt / White Female Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149394","A669903","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Aja","Cat","6 MONTHS","Spayed Female","Domestic Shorthair","Black / White","2022-08-07T00:00:00.000","Received on","25400 block of  115TH AVE SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669903","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 25400 block of  115TH AVE SE<p/> Description: Black / White Spayed Female Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149840","A670624","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483069","In Public Home","Angela Lynn","Dog","Over 1 year<p/>","Female","American Pit Bull Terrier","Unknown","2022-08-15T00:00:00.000","Date Found","1100 block of  UNION AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483069","Image Copyright HLP Inc. 2022","Description: Lilac tri color, cropped ears, extremely loose belly skin<p/>Age: Over 1 year<p/>Found Near: 1100 block of  UNION AVE NE <p/>Found Date: 2022-08-15<p/>"
"K22-148736","A668621","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","NO AGE","Unknown","Domestic Shorthair","Black","2022-07-21T00:00:00.000","Received on","22100 block of  88TH WAY S","KENT","WA","98031","KENT","47.404721","-122.220427",,"Image Copyright HLP Inc. 2022","Received on: 2022-07-21<p/> Found Near: 22100 block of  88TH WAY S<p/> Description: Black Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-149528","A670098","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Ronnie","Cat","1 WEEK","Male","Domestic Shorthair","Brn Tabby","2022-08-09T00:00:00.000","Received on","900 block of  E WALNUT ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670098","Image Copyright HLP Inc. 2022","Received on: 2022-08-09<p/> Found Near: 900 block of  E WALNUT ST<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 1 WEEK<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149721","A670432","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670432","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Alfie","Dog","10 YEARS","Neutered Male","Labrador Retriever / Mix","Gray / Br Brindle","2022-08-14T00:00:00.000","Received on","100 block of  163RD PL SE","BELLEVUE","WA","98008","BELLEVUE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670432","Image Copyright HLP Inc. 2022","Received on: 2022-08-14<p/> Found Near: 100 block of  163RD PL SE<p/> Description: Gray / Br Brindle Neutered Male Labrador Retriever / Mix Dog<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149469","A670035","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","4 WEEKS","Male","Domestic Shorthair","Black / White","2022-08-08T00:00:00.000","Received on","30800 block of  MILITARY RD S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670035","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 30800 block of  MILITARY RD S<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149488","A670055","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670055","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Two","Cat","6 WEEKS","Neutered Male","Domestic Shorthair","Black","2022-08-08T00:00:00.000","Received on","18100 block of  ANDOVER PARK W","TUKWILA","WA","98188","TUKWILA","47.439778","-122.25412","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670055","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 18100 block of  ANDOVER PARK W<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149243","A669640","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669640","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Jazzadelic","Cat","3 YEARS","Neutered Male","Domestic Shorthair","Brn Tabby","2022-08-03T00:00:00.000","Received on","3000 block of  S 204TH ST","SEATAC","WA","98198","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669640","Image Copyright HLP Inc. 2022","Received on: 2022-08-03<p/> Found Near: 3000 block of  S 204TH ST<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149732","A670451","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670451","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Bramble","Rabbit Lh","NO AGE","Unknown","Rabbit Lh","Gray","2022-08-14T00:00:00.000","Received on","17800 block of  140TH AVE SE","RENTON","WA","98058","KING COUNTY","47.442808","-122.153862","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670451","Image Copyright HLP Inc. 2022","Received on: 2022-08-14<p/> Found Near: 17800 block of  140TH AVE SE<p/> Description: Gray Unknown Rabbit Lh Rabbit Lh<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149825","A670601","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","3 DAYS","Male","Domestic Shorthair","Orange","2022-08-16T00:00:00.000","Received on","43300 block of  SE 77TH ST","SNOQUALMIE","WA","98065","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670601","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 43300 block of  SE 77TH ST<p/> Description: Orange Male Domestic Shorthair Cat<p/> Age: 3 DAYS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-148701","A668563","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668563","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Pluto","Rabbit Sh","1 YEAR","Neutered Male","Rabbit Sh","Br Brindle","2022-07-20T00:00:00.000","Received on","23000 block of  64TH AVE S","KENT","WA","98032","KENT","47.395481","-122.253845","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668563","Image Copyright HLP Inc. 2022","Received on: 2022-07-20<p/> Found Near: 23000 block of  64TH AVE S<p/> Description: Br Brindle Neutered Male Rabbit Sh Rabbit Sh<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149459","A670020","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670020","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Kit","Cat","6 WEEKS","Male","Domestic Mediumhair","Black / White","2022-08-08T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.381307","-122.261142","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670020","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Black / White Male Domestic Mediumhair Cat<p/> Age: 6 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149433","A669977","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669977","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Robbie","Cat","10 WEEKS","Unknown","Domestic Shorthair","Gray / White","2022-08-08T00:00:00.000","Received on","6100 block of  S 126TH PL","SEATTLE","WA","98178","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669977","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 6100 block of  S 126TH PL<p/> Description: Gray / White Unknown Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148537","A668280","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668280","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Zen","Cat","2 YEARS 1 MONTH","Spayed Female","Domestic Shorthair","Brn Tabby","2022-07-16T00:00:00.000","Received on","2700 block of  S 256TH ST","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668280","Image Copyright HLP Inc. 2022","Received on: 2022-07-16<p/> Found Near: 2700 block of  S 256TH ST<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149357","A669822","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478452","In Public Home","Chrissy Hitc","Cat","Over 1 year<p/>","Female","Domestic Shorthair","Unknown","2022-07-31T00:00:00.000","Date Found","14500 block of  166TH PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478452","Image Copyright HLP Inc. 2022","Description: Sweet female orange tabby short hair and has a lump on her left side.<p/>Age: Over 1 year<p/>Found Near: 14500 block of  166TH PL SE<p/>Found Date: 2022-07-31<p/>"
"K22-149393","A669902","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Afiyah","Cat","6 MONTHS","Spayed Female","Domestic Shorthair","Black / White","2022-08-07T00:00:00.000","Received on","25400 block of  115TH AVE SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669902","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 25400 block of  115TH AVE SE<p/> Description: Black / White Spayed Female Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149392","A669900","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Pearson","Cat","6 MONTHS","Neutered Male","Domestic Shorthair","Black / White","2022-08-07T00:00:00.000","Received on","25400 block of  115TH AVE SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669900","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 25400 block of  115TH AVE SE<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149448","A670003","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Comet","Cat","3 WEEKS","Female","Domestic Shorthair","Brn Tabby","2022-08-08T00:00:00.000","Received on","11100 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670003","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 11100 block of  SE 208TH ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149683","A670384","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670384","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Cutie","Cat","1 YEAR","Spayed Female","Domestic Shorthair","Brn Tabby / Tortie","2022-08-13T00:00:00.000","Received on","14200 block of  SE 6TH ST","BELLEVUE","WA","98007","BELLEVUE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670384","Image Copyright HLP Inc. 2022","Received on: 2022-08-13<p/> Found Near: 14200 block of  SE 6TH ST<p/> Description: Brn Tabby / Tortie Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148691","A668531","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2470434","In Public Home",,"Dog","Over 1 year<p/>","Male","German Shepherd","Black","2022-07-20T00:00:00.000","Date Found","SE  32ND WAY AND ISSAQUAH PINE LAKE RD SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2470434","Image Copyright HLP Inc. 2022","Description: Dog has a shock collar as well as a black spiked collar. No tags or microchip. Dog has shepherd-like ears, black medium length coat, 4 white paws, brindle coloring on his legs. <p/>Age: Over 1 year<p/>Found Near: SE 32nd Way and Issaquah Pine Lake Rd SE, Sammamish WA  98075<p/>Found Date: 2022-07-20<p/>"
