"race","precinct","leg","cc","countertype","countergroup","count"
"Attorney General","BOT 01-3321","1","1","Times Counted","Polling","1"
"Attorney General","BOT 01-3321","1","1","Times Counted","Absentee","216"
"Attorney General","BOT 01-3321","1","1","Times Over Voted","Absentee","0"
"Attorney General","BOT 01-3321","1","1","Times Over Voted","Polling","0"
"Attorney General","BOT 01-3321","1","1","Times Over Voted","Polling","0"
"Attorney General","BOT 01-3321","1","1","Times Over Voted","Total","0"
"Attorney General","BOT 01-3398","1","1","John Ladenburg","Polling","0"
"Attorney General","BOT 01-3398","1","1","John Ladenburg","Absentee","35"
"Attorney General","BOT 01-3398","1","1","John Ladenburg","Total","38"
"Attorney General","BOT 01-3398","1","1","John Ladenburg","Polling","3"
"Attorney General","BOT 01-3398","1","1","Registered Voters","Polling","0"
"Attorney General","BOT 01-3398","1","1","Registered Voters","Total","470"
"Attorney General","BOT 01-3398","1","1","Registered Voters","Polling","0"
"Attorney General","BOT 01-3398","1","1","Registered Voters","Absentee","0"
"Attorney General","BOT 01-3398","1","1","Rob McKenna","Absentee","67"
"Attorney General","BOT 01-3398","1","1","Rob McKenna","Polling","0"
"Attorney General","BOT 01-3398","1","1","Rob McKenna","Total","83"
"Attorney General","BOT 01-3398","1","1","Rob McKenna","Polling","16"
"Attorney General","BOT 01-3398","1","1","Times Blank Voted","Polling","0"
"Attorney General","BOT 01-3398","1","1","Times Blank Voted","Absentee","3"
"Attorney General","BOT 01-3398","1","1","Times Blank Voted","Total","5"
"Attorney General","BOT 01-3398","1","1","Times Blank Voted","Polling","2"
"Attorney General","BOT 01-3398","1","1","Times Counted","Absentee","105"
"Attorney General","BOT 01-3398","1","1","Times Counted","Polling","21"
"Attorney General","BOT 01-3398","1","1","Times Counted","Total","126"
"Attorney General","BOT 01-3398","1","1","Times Counted","Polling","0"
"Attorney General","BOT 01-3398","1","1","Times Over Voted","Total","0"
"Attorney General","BOT 01-3398","1","1","Times Over Voted","Polling","0"
"Attorney General","BOT 01-3398","1","1","Times Over Voted","Absentee","0"
"Attorney General","BOT 01-3398","1","1","Times Over Voted","Polling","0"
"Attorney General","BOT 01-3399","1","1","John Ladenburg","Total","60"
"Attorney General","BOT 01-3399","1","1","John Ladenburg","Polling","0"
"Attorney General","BOT 01-3399","1","1","John Ladenburg","Polling","4"
"Attorney General","BOT 01-3399","1","1","John Ladenburg","Absentee","56"
"Attorney General","BOT 01-3399","1","1","Registered Voters","Total","310"
"Attorney General","BOT 01-3399","1","1","Registered Voters","Polling","0"
"Attorney General","BOT 01-3399","1","1","Registered Voters","Polling","0"
"Attorney General","BOT 01-3399","1","1","Registered Voters","Absentee","0"
"Attorney General","BOT 01-3399","1","1","Rob McKenna","Absentee","57"
"Attorney General","BOT 01-3399","1","1","Rob McKenna","Polling","8"
"Attorney General","BOT 01-3399","1","1","Rob McKenna","Polling","0"
"Attorney General","BOT 01-3399","1","1","Rob McKenna","Total","65"
"Attorney General","BOT 01-3399","1","1","Times Blank Voted","Total","3"
"Attorney General","BOT 01-3399","1","1","Times Blank Voted","Polling","0"
"Attorney General","BOT 01-3399","1","1","Times Blank Voted","Absentee","3"
"Attorney General","BOT 01-3399","1","1","Times Blank Voted","Polling","0"
"Attorney General","BOT 01-3399","1","1","Times Counted","Total","128"
"Attorney General","BOT 01-3399","1","1","Times Counted","Polling","12"
"Attorney General","BOT 01-3399","1","1","Times Counted","Polling","0"
"Attorney General","BOT 01-3399","1","1","Times Counted","Absentee","116"
"Attorney General","BOT 01-3399","1","1","Times Over Voted","Absentee","0"
"Attorney General","BOT 01-3399","1","1","Times Over Voted","Polling","0"
"Attorney General","BOT 01-3399","1","1","Times Over Voted","Polling","0"
"Attorney General","BOT 01-3399","1","1","Times Over Voted","Total","0"
"Attorney General","CARLYLE","1","1","John Ladenburg","Polling","10"
"Attorney General","CARLYLE","1","1","John Ladenburg","Absentee","65"
"Attorney General","CARLYLE","1","1","John Ladenburg","Total","77"
"Attorney General","CARLYLE","1","1","John Ladenburg","Polling","2"
"Attorney General","CARLYLE","1","1","Registered Voters","Total","645"
"Attorney General","CARLYLE","1","1","Registered Voters","Polling","0"
"Attorney General","CARLYLE","1","1","Registered Voters","Polling","0"
"Attorney General","CARLYLE","1","1","Registered Voters","Absentee","0"
"Attorney General","CARLYLE","1","1","Rob McKenna","Total","120"
"Attorney General","CARLYLE","1","1","Rob McKenna","Polling","18"
"Attorney General","CARLYLE","1","1","Rob McKenna","Absentee","102"
"Attorney General","CARLYLE","1","1","Rob McKenna","Polling","0"
"Attorney General","CARLYLE","1","1","Times Blank Voted","Total","6"
"Attorney General","CARLYLE","1","1","Times Blank Voted","Absentee","3"
"Attorney General","CARLYLE","1","1","Times Blank Voted","Polling","0"
"Attorney General","CARLYLE","1","1","Times Blank Voted","Polling","3"
"Attorney General","CARLYLE","1","1","Times Counted","Total","203"
"Attorney General","CARLYLE","1","1","Times Counted","Absentee","170"
"Attorney General","CARLYLE","1","1","Times Counted","Polling","31"
"Attorney General","CARLYLE","1","1","Times Counted","Polling","2"
"Attorney General","CARLYLE","1","1","Times Over Voted","Absentee","0"
"Attorney General","CARLYLE","1","1","Times Over Voted","Polling","0"
"Attorney General","CARLYLE","1","1","Times Over Voted","Total","0"
"Attorney General","CARLYLE","1","1","Times Over Voted","Polling","0"
"Attorney General","CASCADE VIEW","1","1","John Ladenburg","Absentee","16"
"Attorney General","CASCADE VIEW","1","1","John Ladenburg","Polling","0"
"Attorney General","CASCADE VIEW","1","1","John Ladenburg","Total","16"
"Attorney General","CASCADE VIEW","1","1","John Ladenburg","Polling","0"
"Attorney General","CASCADE VIEW","1","1","Registered Voters","Total","120"
"Attorney General","CASCADE VIEW","1","1","Registered Voters","Polling","0"
"Attorney General","CASCADE VIEW","1","1","Registered Voters","Polling","0"
"Attorney General","CASCADE VIEW","1","1","Registered Voters","Absentee","0"
"Attorney General","CASCADE VIEW","1","1","Rob McKenna","Total","21"
"Attorney General","CASCADE VIEW","1","1","Rob McKenna","Polling","0"
"Attorney General","CASCADE VIEW","1","1","Rob McKenna","Absentee","21"
"Attorney General","CASCADE VIEW","1","1","Rob McKenna","Polling","0"
"Attorney General","CASCADE VIEW","1","1","Times Blank Voted","Absentee","1"
"Attorney General","CASCADE VIEW","1","1","Times Blank Voted","Total","1"
"Attorney General","CASCADE VIEW","1","1","Times Blank Voted","Polling","0"
"Attorney General","CASCADE VIEW","1","1","Times Blank Voted","Polling","0"
"Attorney General","CASCADE VIEW","1","1","Times Counted","Total","38"
"Attorney General","CASCADE VIEW","1","1","Times Counted","Polling","0"
"Attorney General","CASCADE VIEW","1","1","Times Counted","Polling","0"
"Attorney General","CASCADE VIEW","1","1","Times Counted","Absentee","38"
"Attorney General","CASCADE VIEW","1","1","Times Over Voted","Total","0"
"Attorney General","CASCADE VIEW","1","1","Times Over Voted","Polling","0"
"Attorney General","CASCADE VIEW","1","1","Times Over Voted","Absentee","0"
"Attorney General","CASCADE VIEW","1","1","Times Over Voted","Polling","0"
"Attorney General","DUCHESS","1","1","John Ladenburg","Absentee","37"
"Attorney General","DUCHESS","1","1","John Ladenburg","Polling","0"
"Attorney General","DUCHESS","1","1","John Ladenburg","Polling","0"
"Attorney General","DUCHESS","1","1","John Ladenburg","Total","37"
"Attorney General","DUCHESS","1","1","Registered Voters","Polling","0"
"Attorney General","DUCHESS","1","1","Registered Voters","Absentee","0"
"Attorney General","DUCHESS","1","1","Registered Voters","Polling","0"
"Attorney General","DUCHESS","1","1","Registered Voters","Total","410"
"Attorney General","DUCHESS","1","1","Rob McKenna","Polling","11"
"Attorney General","DUCHESS","1","1","Rob McKenna","Total","67"
"Attorney General","DUCHESS","1","1","Rob McKenna","Polling","0"
"Attorney General","DUCHESS","1","1","Rob McKenna","Absentee","56"
"Attorney General","DUCHESS","1","1","Times Blank Voted","Total","6"
"Attorney General","DUCHESS","1","1","Times Blank Voted","Absentee","6"
"Attorney General","DUCHESS","1","1","Times Blank Voted","Polling","0"
"Attorney General","DUCHESS","1","1","Times Blank Voted","Polling","0"
"Attorney General","DUCHESS","1","1","Times Counted","Total","110"
"Attorney General","DUCHESS","1","1","Times Counted","Polling","11"
"Attorney General","DUCHESS","1","1","Times Counted","Polling","0"
"Attorney General","DUCHESS","1","1","Times Counted","Absentee","99"
"Attorney General","DUCHESS","1","1","Times Over Voted","Polling","0"
"Attorney General","DUCHESS","1","1","Times Over Voted","Polling","0"
"Attorney General","DUCHESS","1","1","Times Over Voted","Total","0"
"Attorney General","DUCHESS","1","1","Times Over Voted","Absentee","0"
"Attorney General","KINGSWOOD","1","1","John Ladenburg","Polling","6"
"Attorney General","KINGSWOOD","1","1","John Ladenburg","Total","57"
"Attorney General","KINGSWOOD","1","1","John Ladenburg","Polling","0"
"Attorney General","KINGSWOOD","1","1","John Ladenburg","Absentee","51"
"Attorney General","KINGSWOOD","1","1","Registered Voters","Absentee","0"
"Attorney General","KINGSWOOD","1","1","Registered Voters","Polling","0"
"Attorney General","KINGSWOOD","1","1","Registered Voters","Polling","0"
"Attorney General","KINGSWOOD","1","1","Registered Voters","Total","501"
"Attorney General","KINGSWOOD","1","1","Rob McKenna","Polling","1"
"Attorney General","KINGSWOOD","1","1","Rob McKenna","Total","127"
"Attorney General","KINGSWOOD","1","1","Rob McKenna","Absentee","107"
"Attorney General","KINGSWOOD","1","1","Rob McKenna","Polling","19"
"Attorney General","KINGSWOOD","1","1","Times Blank Voted","Polling","1"
"Attorney General","KINGSWOOD","1","1","Times Blank Voted","Total","8"
"Attorney General","KINGSWOOD","1","1","Times Blank Voted","Polling","0"
"Attorney General","KINGSWOOD","1","1","Times Blank Voted","Absentee","7"
"Attorney General","KINGSWOOD","1","1","Times Counted","Polling","1"
"Attorney General","KINGSWOOD","1","1","Times Counted","Absentee","165"
"Attorney General","KINGSWOOD","1","1","Times Counted","Total","192"
"Attorney General","KINGSWOOD","1","1","Times Counted","Polling","26"
"Attorney General","KINGSWOOD","1","1","Times Over Voted","Total","0"
"Attorney General","KINGSWOOD","1","1","Times Over Voted","Polling","0"
"Attorney General","KINGSWOOD","1","1","Times Over Voted","Polling","0"
"Attorney General","KINGSWOOD","1","1","Times Over Voted","Absentee","0"
"Attorney General","NORWAY HILL","1","1","John Ladenburg","Absentee","49"
"Attorney General","NORWAY HILL","1","1","John Ladenburg","Polling","8"
"Attorney General","NORWAY HILL","1","1","John Ladenburg","Polling","0"
"Attorney General","NORWAY HILL","1","1","John Ladenburg","Total","57"
"Attorney General","NORWAY HILL","1","1","Registered Voters","Polling","0"
"Attorney General","NORWAY HILL","1","1","Registered Voters","Total","615"
"Attorney General","NORWAY HILL","1","1","Registered Voters","Polling","0"
"Attorney General","NORWAY HILL","1","1","Registered Voters","Absentee","0"
"Attorney General","NORWAY HILL","1","1","Rob McKenna","Total","93"
"Attorney General","NORWAY HILL","1","1","Rob McKenna","Polling","0"
"Attorney General","NORWAY HILL","1","1","Rob McKenna","Polling","11"
"Attorney General","NORWAY HILL","1","1","Rob McKenna","Absentee","82"
"Attorney General","NORWAY HILL","1","1","Times Blank Voted","Polling","0"
"Attorney General","NORWAY HILL","1","1","Times Blank Voted","Polling","0"
"Attorney General","NORWAY HILL","1","1","Times Blank Voted","Total","7"
"Attorney General","NORWAY HILL","1","1","Times Blank Voted","Absentee","7"
"Attorney General","NORWAY HILL","1","1","Times Counted","Total","157"
"Attorney General","NORWAY HILL","1","1","Times Counted","Polling","19"
"Attorney General","NORWAY HILL","1","1","Times Counted","Polling","0"
"Attorney General","NORWAY HILL","1","1","Times Counted","Absentee","138"
"Attorney General","NORWAY HILL","1","1","Times Over Voted","Polling","0"
"Attorney General","NORWAY HILL","1","1","Times Over Voted","Absentee","0"
"Attorney General","NORWAY HILL","1","1","Times Over Voted","Total","0"
"Attorney General","NORWAY HILL","1","1","Times Over Voted","Polling","0"
"Attorney General","SIMONDS","1","1","John Ladenburg","Polling","0"
"Attorney General","SIMONDS","1","1","John Ladenburg","Absentee","0"
"Attorney General","SIMONDS","1","1","John Ladenburg","Total","0"
"Attorney General","SIMONDS","1","1","John Ladenburg","Polling","0"
"Attorney General","SIMONDS","1","1","Registered Voters","Polling","0"
"Attorney General","SIMONDS","1","1","Registered Voters","Total","14"
"Attorney General","SIMONDS","1","1","Registered Voters","Polling","0"
"Attorney General","SIMONDS","1","1","Registered Voters","Absentee","0"
"Attorney General","SIMONDS","1","1","Rob McKenna","Total","4"
"Attorney General","SIMONDS","1","1","Rob McKenna","Polling","0"
"Attorney General","SIMONDS","1","1","Rob McKenna","Absentee","4"
"Attorney General","SIMONDS","1","1","Rob McKenna","Polling","0"
"Attorney General","SIMONDS","1","1","Times Blank Voted","Total","0"
"Attorney General","SIMONDS","1","1","Times Blank Voted","Absentee","0"
"Attorney General","SIMONDS","1","1","Times Blank Voted","Polling","0"
"Attorney General","SIMONDS","1","1","Times Blank Voted","Polling","0"
"Attorney General","SIMONDS","1","1","Times Counted","Total","4"
"Attorney General","SIMONDS","1","1","Times Counted","Absentee","4"
"Attorney General","SIMONDS","1","1","Times Counted","Polling","0"
"Attorney General","SIMONDS","1","1","Times Counted","Polling","0"
"Attorney General","SIMONDS","1","1","Times Over Voted","Polling","0"
"Attorney General","SIMONDS","1","1","Times Over Voted","Absentee","0"
"Attorney General","SIMONDS","1","1","Times Over Voted","Total","0"
"Attorney General","SIMONDS","1","1","Times Over Voted","Polling","0"
"Attorney General","WESBO","1","1","John Ladenburg","Polling","0"
"Attorney General","WESBO","1","1","John Ladenburg","Polling","0"
"Attorney General","WESBO","1","1","John Ladenburg","Total","13"
"Attorney General","WESBO","1","1","John Ladenburg","Absentee","13"
"Attorney General","WESBO","1","1","Registered Voters","Absentee","0"
"Attorney General","WESBO","1","1","Registered Voters","Total","61"
"Attorney General","WESBO","1","1","Registered Voters","Polling","0"
"Attorney General","WESBO","1","1","Registered Voters","Polling","0"
"Attorney General","WESBO","1","1","Rob McKenna","Absentee","17"
"Attorney General","WESBO","1","1","Rob McKenna","Polling","0"
"Attorney General","WESBO","1","1","Rob McKenna","Total","17"
"Attorney General","WESBO","1","1","Rob McKenna","Polling","0"
"Attorney General","WESBO","1","1","Times Blank Voted","Absentee","0"
"Attorney General","WESBO","1","1","Times Blank Voted","Polling","0"
"Attorney General","WESBO","1","1","Times Blank Voted","Total","0"
"Attorney General","WESBO","1","1","Times Blank Voted","Polling","0"
"Attorney General","WESBO","1","1","Times Counted","Total","30"
"Attorney General","WESBO","1","1","Times Counted","Absentee","30"
"Attorney General","WESBO","1","1","Times Counted","Polling","0"
"Attorney General","WESBO","1","1","Times Counted","Polling","0"
"Attorney General","WESBO","1","1","Times Over Voted","Polling","0"
"Attorney General","WESBO","1","1","Times Over Voted","Polling","0"
"Attorney General","WESBO","1","1","Times Over Voted","Absentee","0"
"Attorney General","WESBO","1","1","Times Over Voted","Total","0"
"Attorney General","WEST HILL","1","1","John Ladenburg","Polling","18"
"Attorney General","WEST HILL","1","1","John Ladenburg","Polling","0"
"Attorney General","WEST HILL","1","1","John Ladenburg","Absentee","86"
"Attorney General","WEST HILL","1","1","John Ladenburg","Total","104"
"Attorney General","WEST HILL","1","1","Registered Voters","Absentee","0"
"Attorney General","WEST HILL","1","1","Registered Voters","Polling","0"
"Attorney General","WEST HILL","1","1","Registered Voters","Total","779"
"Attorney General","WEST HILL","1","1","Registered Voters","Polling","0"
"Attorney General","WEST HILL","1","1","Rob McKenna","Absentee","93"
"Attorney General","WEST HILL","1","1","Rob McKenna","Polling","0"
"Attorney General","WEST HILL","1","1","Rob McKenna","Total","105"
"Attorney General","WEST HILL","1","1","Rob McKenna","Polling","12"
"Attorney General","WEST HILL","1","1","Times Blank Voted","Absentee","8"
"Attorney General","WEST HILL","1","1","Times Blank Voted","Polling","0"
"Attorney General","WEST HILL","1","1","Times Blank Voted","Total","9"
"Attorney General","WEST HILL","1","1","Times Blank Voted","Polling","1"
"Attorney General","WEST HILL","1","1","Times Counted","Total","219"
"Attorney General","WEST HILL","1","1","Times Counted","Absentee","188"
"Attorney General","WEST HILL","1","1","Times Counted","Polling","0"
"Attorney General","WEST HILL","1","1","Times Counted","Polling","31"
"Attorney General","WEST HILL","1","1","Times Over Voted","Polling","0"
"Attorney General","WEST HILL","1","1","Times Over Voted","Absentee","0"
"Attorney General","WEST HILL","1","1","Times Over Voted","Total","0"
"Attorney General","WEST HILL","1","1","Times Over Voted","Polling","0"
"Attorney General","WINDSOR","1","1","John Ladenburg","Polling","5"
"Attorney General","WINDSOR","1","1","John Ladenburg","Polling","4"
"Attorney General","WINDSOR","1","1","John Ladenburg","Absentee","59"
"Attorney General","WINDSOR","1","1","John Ladenburg","Total","68"
"Attorney General","WINDSOR","1","1","Registered Voters","Absentee","0"
"Attorney General","WINDSOR","1","1","Registered Voters","Polling","0"
"Attorney General","WINDSOR","1","1","Registered Voters","Total","483"
"Attorney General","WINDSOR","1","1","Registered Voters","Polling","0"
"Attorney General","WINDSOR","1","1","Rob McKenna","Absentee","100"
"Attorney General","WINDSOR","1","1","Rob McKenna","Polling","2"
"Attorney General","WINDSOR","1","1","Rob McKenna","Total","119"
"Attorney General","WINDSOR","1","1","Rob McKenna","Polling","17"
"Attorney General","WINDSOR","1","1","Times Blank Voted","Absentee","3"
"Attorney General","WINDSOR","1","1","Times Blank Voted","Total","3"
"Attorney General","WINDSOR","1","1","Times Blank Voted","Polling","0"
"Attorney General","WINDSOR","1","1","Times Blank Voted","Polling","0"
"Attorney General","WINDSOR","1","1","Times Counted","Total","190"
"Attorney General","WINDSOR","1","1","Times Counted","Polling","22"
"Attorney General","WINDSOR","1","1","Times Counted","Polling","6"
"Attorney General","WINDSOR","1","1","Times Counted","Absentee","162"
"Attorney General","WINDSOR","1","1","Times Over Voted","Polling","0"
"Attorney General","WINDSOR","1","1","Times Over Voted","Polling","0"
"Attorney General","WINDSOR","1","1","Times Over Voted","Absentee","0"
"Attorney General","WINDSOR","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Doug Sutherland","Absentee","94"
"Commissioner of Public Lands","BOT 01-0252","1","1","Doug Sutherland","Polling","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Doug Sutherland","Polling","14"
"Commissioner of Public Lands","BOT 01-0252","1","1","Doug Sutherland","Total","108"
"Commissioner of Public Lands","BOT 01-0252","1","1","Peter J. Goldmark","Polling","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Peter J. Goldmark","Total","82"
"Commissioner of Public Lands","BOT 01-0252","1","1","Peter J. Goldmark","Absentee","68"
"Commissioner of Public Lands","BOT 01-0252","1","1","Peter J. Goldmark","Polling","14"
"Commissioner of Public Lands","BOT 01-0252","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Registered Voters","Total","510"
"Commissioner of Public Lands","BOT 01-0252","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Blank Voted","Absentee","8"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Blank Voted","Polling","2"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Blank Voted","Total","10"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Counted","Total","200"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Counted","Polling","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Counted","Absentee","170"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Counted","Polling","30"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0252","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Doug Sutherland","Absentee","23"
"Commissioner of Public Lands","BOT 01-0253","1","1","Doug Sutherland","Polling","10"
"Commissioner of Public Lands","BOT 01-0253","1","1","Doug Sutherland","Polling","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Doug Sutherland","Total","33"
"Commissioner of Public Lands","BOT 01-0253","1","1","Peter J. Goldmark","Polling","10"
"Commissioner of Public Lands","BOT 01-0253","1","1","Peter J. Goldmark","Total","42"
"Commissioner of Public Lands","BOT 01-0253","1","1","Peter J. Goldmark","Polling","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Peter J. Goldmark","Absentee","32"
"Commissioner of Public Lands","BOT 01-0253","1","1","Registered Voters","Total","323"
"Commissioner of Public Lands","BOT 01-0253","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Blank Voted","Polling","1"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Blank Voted","Total","8"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Blank Voted","Absentee","7"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Counted","Total","83"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Counted","Polling","21"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Counted","Polling","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Counted","Absentee","62"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0253","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Doug Sutherland","Absentee","50"
"Commissioner of Public Lands","BOT 01-0254","1","1","Doug Sutherland","Polling","19"
"Commissioner of Public Lands","BOT 01-0254","1","1","Doug Sutherland","Polling","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Doug Sutherland","Total","69"
"Commissioner of Public Lands","BOT 01-0254","1","1","Peter J. Goldmark","Polling","18"
"Commissioner of Public Lands","BOT 01-0254","1","1","Peter J. Goldmark","Total","121"
"Commissioner of Public Lands","BOT 01-0254","1","1","Peter J. Goldmark","Polling","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Peter J. Goldmark","Absentee","103"
"Commissioner of Public Lands","BOT 01-0254","1","1","Registered Voters","Total","524"
"Commissioner of Public Lands","BOT 01-0254","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Blank Voted","Polling","4"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Blank Voted","Total","17"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Blank Voted","Absentee","13"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Counted","Total","207"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Counted","Polling","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Counted","Absentee","166"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Counted","Polling","41"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0254","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Doug Sutherland","Absentee","52"
"Commissioner of Public Lands","BOT 01-0255","1","1","Doug Sutherland","Total","56"
"Commissioner of Public Lands","BOT 01-0255","1","1","Doug Sutherland","Polling","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Doug Sutherland","Polling","4"
"Commissioner of Public Lands","BOT 01-0255","1","1","Peter J. Goldmark","Polling","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Peter J. Goldmark","Polling","18"
"Commissioner of Public Lands","BOT 01-0255","1","1","Peter J. Goldmark","Total","80"
"Commissioner of Public Lands","BOT 01-0255","1","1","Peter J. Goldmark","Absentee","62"
"Commissioner of Public Lands","BOT 01-0255","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Registered Voters","Total","477"
"Commissioner of Public Lands","BOT 01-0255","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Blank Voted","Absentee","6"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Blank Voted","Polling","1"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Blank Voted","Total","7"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Counted","Total","143"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Counted","Polling","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Counted","Absentee","120"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Counted","Polling","23"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Over Voted","Total","0"
"Commissioner of Public Lands","BOT 01-0255","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0256","1","1","Doug Sutherland","Absentee","74"
"Commissioner of Public Lands","BOT 01-0256","1","1","Doug Sutherland","Polling","0"
"Commissioner of Public Lands","BOT 01-0256","1","1","Doug Sutherland","Polling","11"
"Commissioner of Public Lands","BOT 01-0256","1","1","Doug Sutherland","Total","85"
"Commissioner of Public Lands","BOT 01-0256","1","1","Peter J. Goldmark","Polling","0"
"Commissioner of Public Lands","BOT 01-0256","1","1","Peter J. Goldmark","Total","124"
"Commissioner of Public Lands","BOT 01-0256","1","1","Peter J. Goldmark","Absentee","107"
"Commissioner of Public Lands","BOT 01-0256","1","1","Peter J. Goldmark","Polling","17"
"Commissioner of Public Lands","BOT 01-0256","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0256","1","1","Registered Voters","Polling","0"
"Commissioner of Public Lands","BOT 01-0256","1","1","Registered Voters","Total","702"
"Commissioner of Public Lands","BOT 01-0256","1","1","Registered Voters","Absentee","0"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Blank Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Blank Voted","Absentee","9"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Blank Voted","Polling","2"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Blank Voted","Total","11"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Counted","Total","220"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Counted","Polling","0"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Counted","Absentee","190"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Counted","Polling","30"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Over Voted","Polling","0"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Over Voted","Absentee","0"
"Commissioner of Public Lands","BOT 01-0256","1","1","Times Over Voted","Polling","0"
