"sex","age","latinx","race_ethnicity","language","city","geocoded_column","count","limited_english_proficiency","people_of_color"
"Female",,,"Asian","Other","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Male","56","1","White","Spanish","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","62",,"White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","61",,"White","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Male",,,"White",,"San Carlos","POINT (-122.264927 37.503733)","1",,
"Male","56",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","66",,,"English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Female","62",,"White","English","Brisbane","POINT (-122.400522 37.682669)","1",,
"Male","48","1","White","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Male","33",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","45",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","53","1","Latinx","Spanish","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Female","63",,"Asian","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","64","1","White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","75","1","White","Spanish","San Carlos","POINT (-122.264927 37.503733)","1",,
"Female","59",,"Black","English",,,"1",,
"Male","30","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","54","1","Latinx","Spanish","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Female","50",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","29",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","40","1","Latinx","Spanish","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Male","73",,"White","English",,,"1",,
"Male","28",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","60","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male",,,"White","English",,,"1",,
"Male","56",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","67",,"Asian","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","59",,"White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","73","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","37",,"White","English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Female","62",,"Black","English",,,"1",,
"Male","65","1","White","Spanish","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male",,,"White",,"Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","26",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","28",,,,,,"1",,
"Female","51","1","Latinx","Spanish","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","74",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","34",,"White","English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Female","61",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","19","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","51","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","77","1","White","Spanish","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","67","1","White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","47",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","29",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","76",,"Black","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","50",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","37",,"Asian","Other","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","25","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","48",,"Black","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","49","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","30",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","78",,"White","English",,,"1",,
"Male","53",,"White","English",,,"1",,
"Female","37",,"White","English","Pacifica","POINT (-122.48704 37.613823)","1",,
"Female","71",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","29",,"White","English","San Carlos","POINT (-122.264927 37.503733)","1",,
"Female","58",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","44",,"Asian","English",,,"1",,
"Male","49",,"Black","English",,,"1",,
"Male","70",,"White","English",,,"1",,
"Female","58",,"White","English",,,"1",,
"Male","38",,"Asian","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","63",,"White","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Female","26","1","Latinx","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","62",,"White","English",,,"1",,
"Female","38",,,"English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","70",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","42",,"Black","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","69",,"White","English","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","65",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","36",,"White","English",,,"1",,
"Female","75","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","54",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","72",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","50","1","White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","61",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","60",,"White","English",,,"1",,
"Female","65",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","44",,"Black","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","67","1","White","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","42","1","Latinx","English",,,"1",,
"Female","55",,"Black","English","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Male","42",,"White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","54",,"Black","English","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Female","50","1","Latinx","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","40",,,"English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","29","1","Latinx","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","33","1","White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","93","1","White","Spanish",,,"1",,
,,,,,"San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","31",,"White","English",,,"1",,
"Male","64","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","65",,"Black","English",,,"1",,
"Male","53",,"White","English",,,"1",,
"Male","58",,"Black","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","62",,"Black","English",,,"1",,
"Male","50","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male",,,,,"Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Male","36","1","White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","33","1","Latinx","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","27","1","Latinx","Spanish","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female",,,,,"Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Female","60",,"Black","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","33","1","White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","37","1","White","English",,,"1",,
"Female","28","1","White","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","75",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","33",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male",,,,,"Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","53","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","53","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","60",,"White","English","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Female","26","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","61","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","23",,,"English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","77","1","Latinx","Spanish","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Female",,,"Asian","English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Female","85",,"Asian","Other","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","89",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","68",,"White","English","El Granada","POINT (-122.46948599999999 37.502528)","1",,
"Male","48",,"White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female",,,,,,,"1",,
"Female","66",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","50","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","55",,"Asian","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","36","1","White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","58",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male",,,"Asian","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","46",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male",,"1","Latinx","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","28",,,"English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","61",,"Asian","English","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Female","25","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","45","1","White","English",,,"1",,
"Female","51",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","23","1","Latinx","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","25","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","34",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","57","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","69",,"White","Other","Pacifica","POINT (-122.48704 37.613823)","1",,
"Female","93",,"White","English","Montara","POINT (-122.51525800000002 37.542)","1",,
"Female","57",,"White","English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Male","58",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","69",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","38",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","88",,"American Indian/Alaska Native",,"San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","77",,"Asian","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","72",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","31","1","White","Spanish","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","54",,"White","English","Pacifica","POINT (-122.48704 37.613823)","1",,
"Male","85",,"Asian","Other","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Female","65",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","65",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","33",,"Black","English",,,"1",,
"Male","23","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","47",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","72",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","33",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","57",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","50",,"White","English",,,"1",,
"Female","25","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","29","1","Latinx","Spanish","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","36","1","Latinx","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","43","1","White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","82","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","43","1","Latinx","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","28",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","62",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","74",,"Black","English",,,"1",,
"Male",,,,,"South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","69",,"White","English",,,"1",,
"Male","55",,"Black","English",,,"1",,
"Female","39","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","65",,,"English","El Granada","POINT (-122.46948599999999 37.502528)","1",,
"Male","73",,"Asian","Other","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female",,,"White",,"San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","65",,"White","English",,,"1",,
"Male","63",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","44",,"White","English",,,"1",,
"Male","40",,"Black","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","56",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","70",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","66","1","White","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","53","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","63",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","52",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","27",,"White","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Female","23","1","White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","24","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male",,,,,,,"1",,
"Male","65","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","28","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","33",,"Asian","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male",,,"Black","English",,,"1",,
"Female","64",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","68",,"Asian","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female",,,"Asian","English",,,"1",,
"Female","38","1","White","Spanish","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","31","1","Latinx","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","35","1","Latinx","English",,,"1",,
"Male","50","1","White","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Female","33",,"Asian","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","56",,"Asian","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","42","1","White","Spanish","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Female","36",,,"English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","58",,"Black","English",,,"1",,
"Female",,,,"English",,,"1",,
"Male",,,"Black",,"Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","74",,"White","English","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Female","60",,"Black","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","80",,"Black","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","71",,"Asian","English",,,"1",,
"Male",,,,"English",,,"1",,
"Female","87","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","33","1","White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","49","1","Latinx","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","58",,"Asian","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","64",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","51",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","87","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","48",,"Black","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","54",,"Black","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","40","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","40",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","67","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male",,,,,"San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","65","1","White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","63","1","Latinx","Spanish","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","79",,"White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","74",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","52",,"White","English",,,"1",,
"Female",,,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","36",,"White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","60","1","White","Spanish",,,"1",,
"Male","20",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","77","1","White","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","39",,"Black","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","59",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","66",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","31",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","42",,"Black","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","65",,"Asian","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","53",,"Black","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","33",,"Black","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","51",,"White","English","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Male","67",,"Black","English","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Female","52",,"White","English",,,"1",,
"Female","54","1","White","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male",,,,"English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","44","1","White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","38",,"White","English",,,"1",,
"Male",,,,,"Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","24",,"White","English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Female","42",,"Black","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","85","1","Latinx","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","57",,"White","English",,,"1",,
"Male","51",,"Asian","English",,,"1",,
"Male","45",,"Native Hawaiian/Pacific Islander","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","61","1","White","Spanish","Foster City","POINT (-122.26644500000002 37.561881)","1",,
"Male","58",,"Black","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Female","84","1","White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","63",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","63",,"Asian","Other","Pacifica","POINT (-122.48704 37.613823)","1",,
"Female","25",,"White",,"Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","26","1","Latinx","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","27",,"White","English","Pacifica","POINT (-122.48704 37.613823)","1",,
"Male",,,"Black",,"Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Male","55",,"White",,"Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","66",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","72","1","White","Spanish","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","65",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","39",,"Asian","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","65",,"Asian","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","70",,"Native Hawaiian/Pacific Islander","English","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male",,,"White",,"San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","33",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","70",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male",,,,,,,"1",,
"Female","40","1","Latinx","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","48",,"White","English",,,"1",,
"Male","57",,"White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","32",,"White","English","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","30",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","51",,"White","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","58",,"Asian","Other","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","42",,"Black","English",,,"1",,
"Male","53",,"Asian",,"Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","45","1","White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","52","1","White","Spanish",,,"1",,
"Female","34",,"White","Other",,,"1",,
"Female","74",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","60",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","65","1","Latinx","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male",,,"White",,"Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","47","1","White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","35",,"White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","39",,"White","English","San Carlos","POINT (-122.264927 37.503733)","1",,
"Male","57",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","55","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","49",,,"English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","30",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","40",,"Asian","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","76",,"White","English","Half Moon Bay","POINT (-122.429242 37.463638)","1",,
"Male","76",,"White","English","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Female","44","1","Latinx","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","93",,"Asian","Other","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","47",,"Asian","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","34","1","Latinx","Spanish","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Female",,,,"English",,,"1",,
"Male","37",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","49",,"Black","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Female","29","1","Latinx","Spanish","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","41",,"White","English","El Granada","POINT (-122.46948599999999 37.502528)","1",,
"Male","43","1","Latinx","Spanish","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","67","1","White","Spanish","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
"Female",,,"White","English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Female","68",,"White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","61","1","White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Male","22","1","White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","30","1","Latinx","Spanish","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","61","1","White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","69","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","61","1","Latinx","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","31",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","62",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","38",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","40",,"Black","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Female","34",,"White","English",,,"1",,
"Female","22","1","White","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","62",,"White","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","53",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","73","1","White","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","63",,"White","English","Brisbane","POINT (-122.400522 37.682669)","1",,
"Female","33",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","57",,"White","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Female","52",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","61","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","55",,"White","English","San Carlos","POINT (-122.264927 37.503733)","1",,
"Female","54",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","49",,,,"Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","34","1","Latinx","English","Colma","POINT (-122.452872 37.68073)","1",,
"Female","55",,"White","English","Menlo Park","POINT (-122.18296000000001 37.453629)","1",,
"Female","70",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","27","1","White","English",,,"1",,
"Female","56",,"White","English",,,"1",,
"Male","64",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","56",,"White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","45",,"White","English",,,"1",,
"Male","27","1","Latinx","Spanish","Redwood City","POINT (-122.22815 37.484778)","1",,
"Male","58",,"White","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","39",,"Asian","English","San Bruno","POINT (-122.416148 37.627277)","1",,
"Male","35",,"White",,"Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","63","1","White","Spanish","East Palo Alto","POINT (-122.139284 37.464162)","1",,
"Male","50",,"Black","English","Belmont","POINT (-122.29195100000001 37.508536)","1",,
"Female","63",,"White","English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Male","74",,"Asian","English","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","20","1","White","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female","36","1","Latinx","Spanish","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","44",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","53",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Female","55",,"White","English","Millbrae","POINT (-122.39719900000001 37.603633)","1",,
"Male","70","1","White","Spanish","Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","69",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","36",,"Asian","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","63",,"White","English","San Mateo","POINT (-122.314351 37.547166)","1",,
"Male","51",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","63",,"White","English","South San Francisco","POINT (-122.41248200000001 37.65568)","1",,
"Male","63",,"Black","English","Redwood City","POINT (-122.22815 37.484778)","1",,
"Female",,,,,"Daly City","POINT (-122.47222100000002 37.691113)","1",,
"Male","56","1","White","English","Pacifica","POINT (-122.48704 37.613823)","1",,
"Female","51",,"Asian","English","Burlingame","POINT (-122.36626500000001 37.584195)","1",,
