"schoolyear","esd","county","districtcode","district","schoolcode","school","subgroup","readingproficiency","readingtargetproficiency","readingmetproficiency","mathproficiency","mathtargetproficiency","mathmetproficiency","readingmetparticipation","mathmetparticipation","otherindicatormet","title_i"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3018","Glenwood Heights Primary","Limited English","53.2","44.5","On/Above*","46.8","34.2","On/Above*","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3018","Glenwood Heights Primary","Special Education","37.5","35.6","On/Above","22.9","27.6","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3018","Glenwood Heights Primary","Low Income","56.6","59.3","Below","49.1","44.4","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","All","84.6","85.6","On/Above","51","63.9","Below","On/Above","On/Above","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","American Indian",,,"No Students",,,"No Students","N<Required","N<Required","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","Black",,,"No Students",,,"No Students","No Students","No Students","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","White","84.7","86","Below","54.8","65.1","Below","On/Above","On/Above","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1875","Homelink River","Low Income","74.1","77.1","Below","37","60.7","Below","On/Above","On/Above","Below",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","All","73.7","76.1","Below","62.2","53.9","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","White","74.6","79.2","Below","63.8","55.9","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","1597","Homelink Schools","Low Income","70.6","49.3","On/Above","69.4","45.5","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","All","66.8","69","Below","53.2","58.8","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","Asian","63","57.7","On/Above","51.9","57.7","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","Hispanic","50.8","58.8","Below","41.3","43.5","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","White","68","70.3","Below","55.4","62","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","Two or More Races","86.1","82.2","On/Above","55.6","51.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","Limited English","32.3","26.1","On/Above*","13.9","32","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","Special Education","32","25.5","On/Above*","23.5","16.9","On/Above*","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3545","Laurin Middle School","Low Income","59.6","62","Below","43.7","51.8","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","All","67.1","64.9","On/Above","45.5","48.7","Below","On/Above","On/Above",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","American Indian",,,"No Students",,,"No Students","N<Required","N<Required",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","Black",,,"N<Required",,,"N<Required","N<Required","N<Required",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","Hispanic","81.1","62.3","On/Above","43.4","47.9","Below","On/Above","On/Above",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","White","65","64.4","On/Above","45.3","47.7","Below","On/Above","On/Above",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","Two or More Races","64","81.7","Below","48","59.7","Below","On/Above","On/Above",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","Limited English","41.7","25.2","On/Above*","22.9","18","On/Above*","On/Above","On/Above",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","Special Education","27.6","32.6","Below","19.7","25.9","Below","On/Above","On/Above",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4351","Maple Grove Middle","Low Income","59.1","59.3","Below","36.3","44.2","Below","On/Above","On/Above",,
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4144","Maple Grove Primary","All","61.8","69.2","Below","54.2","58.7","Below","On/Above","On/Above",,"true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4144","Maple Grove Primary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required",,"true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4144","Maple Grove Primary","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students",,"true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4144","Maple Grove Primary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required",,"true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4144","Maple Grove Primary","Hispanic","66.7","60.1","On/Above","42.9","44.2","Below","On/Above","On/Above",,"true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4144","Maple Grove Primary","White","63.5","71.1","Below","55.1","61.9","Below","On/Above","On/Above",,"true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4144","Maple Grove Primary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required",,"true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4144","Maple Grove Primary","Limited English","38.3","34.9","On/Above*","42.6","40.9","On/Above*","On/Above","On/Above",,"true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4144","Maple Grove Primary","Special Education","53.3","61.1","Below","46.7","50","Below","On/Above","On/Above",,"true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4144","Maple Grove Primary","Low Income","50","59.4","Below","41.5","49.7","Below","On/Above","On/Above",,"true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","All","72.3","75.5","Below","70.1","72.9","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","Hispanic","76.5","75.7","On/Above","68.6","83.8","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","White","70.8","75.2","Below","69.5","72.7","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","Two or More Races","83.3","82.7","On/Above","80.6","72.7","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","Special Education","23.8","38.3","Below","27","38.3","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3997","Pleasant Valley Middle","Low Income","60.8","66.3","Below","62","63.8","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","All","67.6","66.1","On/Above","52.9","51.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","Pacific Islander",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","Hispanic",,"67.9","N<Required",,"35.8","N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","White","68.6","65.5","On/Above","53.3","54.5","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","Special Education","36.1","34.1","On/Above*","25","31.3","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","3996","Pleasant Valley Primary","Low Income","55.7","49.6","On/Above","42.9","34.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","All","87.6","89.9","On/Above","81.1","75.4","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","American Indian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","Pacific Islander",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","Hispanic","69.6","78.2","Below","82.6",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","White","89.8","90.3","On/Above","82.5","75.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","Special Education","54.5","60.1","Below","40","31.3","On/Above","On/Above","Below","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4104","Prairie High School","Low Income","79.1","86.6","On/Above","67.9","70.2","Below","On/Above","Below","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","All","65.5","67.9","Below","32.7","24.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","American Indian",,,"No Students",,,"No Students","No Students","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","Asian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","Black",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","White","69.2","65","On/Above","34","22.4","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","Two or More Races",,,"N<Required",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","4450","Summit View High School","Low Income","72.7",,"N<Required","42.9",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","All","76.1","78.1","Below","70.7","74.7","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","Pacific Islander",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","Hispanic","68.2",,"N<Required","68.2",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","White","77.8","78.6","Below","71.9","76.2","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","Two or More Races","66.7","77.1","Below","66.7","65.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","Special Education","24.1","39.5","Below","37.8","27.4","On/Above*","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5131","Tukes Valley Middle School","Low Income","64.7","71.6","Below","61.7","69.7","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","All","73.8","76.2","Below","67.8","69.2","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","White","74","77.3","Below","69.7","71.4","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","Special Education","52.9","49.1","On/Above*","47.5","43","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","5132","Tukes Valley Primary","Low Income","55.6","68.6","Below","55.6","63.3","Below","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","All","65","75.4","Below","57.9","69","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","Asian",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","White","64.4","76.1","Below","57.7","70.1","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","Limited English",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","Special Education","36.2","46.3","Below","31.9","44.1","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 112","Clark","6119","Battle Ground School District","2910","Yacolt Primary","Low Income","59.9","70.8","Below","56.1","64.6","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","All","61.1","58.8","On/Above","51.6","58.1","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","Asian",,,"N<Required",,,"N<Required","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","Hispanic","44","51.8","Below","28","39.7","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","White","69.2","60.1","On/Above","64.1","68.1","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","Limited English","29","20.3","On/Above","33.3","24.3","On/Above*","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","Special Education","20","27.8","Below","20","22.2","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3633","Ardmore Elementary School","Low Income","46.8","54.2","Below","35.4","51.6","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","All","77.5",,"No Students","61.4",,"No Students","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","Asian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","Black",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","Hispanic",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","White","84.1",,"No Students","56.8",,"No Students","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","Two or More Races",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","Limited English",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","Special Education",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","5240","Bellevue Big Picture School","Low Income",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","All","91.2","92.9","On/Above","93.1","92.9","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","Asian","86.3","87.9","Below","97.4","93.8","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","Hispanic","79.2",,"N<Required","82.6",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","White","95.6","95.9","On/Above","94.2","93.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","Limited English",,"60.7","N<Required",,"95.8","N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","Special Education","60.6","72.8","Below","51.9","55.9","Below","On/Above","On/Above","On/Above",
