"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","studentlowestgradelevel","studenthighestgradelevel","iscombinedgrade","teacherqualificationid","teacherqualification","teachertotalcount","teachercount","teacherpercent","sectiontotalcount","sectioncount","sectionpercent","iseevalidated","dataasof"
"406","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","12","1","4","Experienced","440","359","0.816","821","664","0.809","1","2021-02-22T00:00:00.000"
"407","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","12","1","5","In-Field","446","417","0.935","821","773","0.942","1","2021-02-22T00:00:00.000"
"408","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","12","1","6","Full Certificate","443","415","0.937","821","769","0.937","1","2021-02-22T00:00:00.000"
"409","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","8","0","1","Inexperienced","9203","2223","0.242","46810","10722","0.229","1","2021-02-22T00:00:00.000"
"410","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","8","0","2","Out-of-Field","9592","599","0.062","46810","1853","0.04","1","2021-02-22T00:00:00.000"
"411","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","8","0","3","Limited Certificate","9347","539","0.058","46810","2035","0.043","1","2021-02-22T00:00:00.000"
"412","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","8","0","4","Experienced","9203","6986","0.759","46810","36088","0.771","1","2021-02-22T00:00:00.000"
"413","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","8","0","5","In-Field","9592","8993","0.938","46810","44957","0.96","1","2021-02-22T00:00:00.000"
"414","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","8","0","6","Full Certificate","9347","8808","0.942","46810","44775","0.957","1","2021-02-22T00:00:00.000"
"415","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","9","1","1","Inexperienced","344","69","0.201","884","168","0.19","1","2021-02-22T00:00:00.000"
"416","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","9","1","2","Out-of-Field","351","33","0.094","884","67","0.076","1","2021-02-22T00:00:00.000"
"417","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","9","1","3","Limited Certificate","347","18","0.052","884","39","0.044","1","2021-02-22T00:00:00.000"
"418","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","9","1","4","Experienced","344","275","0.799","884","716","0.81","1","2021-02-22T00:00:00.000"
"419","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","9","1","5","In-Field","351","318","0.906","884","817","0.924","1","2021-02-22T00:00:00.000"
"420","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","9","1","6","Full Certificate","347","329","0.948","884","845","0.956","1","2021-02-22T00:00:00.000"
"421","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","10","1","1","Inexperienced","4929","1316","0.267","11721","3242","0.277","1","2021-02-22T00:00:00.000"
"422","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","10","1","2","Out-of-Field","4998","300","0.06","11721","634","0.054","1","2021-02-22T00:00:00.000"
"423","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","10","1","3","Limited Certificate","4961","299","0.06","11721","635","0.054","1","2021-02-22T00:00:00.000"
"424","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","10","1","4","Experienced","4929","3616","0.734","11721","8479","0.723","1","2021-02-22T00:00:00.000"
"425","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","10","1","5","In-Field","4998","4698","0.94","11721","11087","0.946","1","2021-02-22T00:00:00.000"
"426","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","10","1","6","Full Certificate","4961","4662","0.94","11721","11086","0.946","1","2021-02-22T00:00:00.000"
"427","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","11","1","1","Inexperienced","6610","1694","0.256","17322","4683","0.27","1","2021-02-22T00:00:00.000"
"428","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","11","1","2","Out-of-Field","6781","445","0.066","17322","978","0.056","1","2021-02-22T00:00:00.000"
"429","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","11","1","3","Limited Certificate","6657","429","0.064","17322","983","0.057","1","2021-02-22T00:00:00.000"
"430","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","11","1","4","Experienced","6610","4919","0.744","17322","12639","0.73","1","2021-02-22T00:00:00.000"
"431","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","11","1","5","In-Field","6781","6336","0.934","17322","16344","0.944","1","2021-02-22T00:00:00.000"
"432","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","11","1","6","Full Certificate","6657","6228","0.936","17322","16339","0.943","1","2021-02-22T00:00:00.000"
"433","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","12","1","1","Inexperienced","11081","2639","0.238","50945","11898","0.234","1","2021-02-22T00:00:00.000"
"434","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","12","1","2","Out-of-Field","11569","844","0.073","50945","2651","0.052","1","2021-02-22T00:00:00.000"
"435","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","12","1","3","Limited Certificate","11235","687","0.061","50945","2771","0.054","1","2021-02-22T00:00:00.000"
"436","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","12","1","4","Experienced","11081","8452","0.763","50945","39047","0.766","1","2021-02-22T00:00:00.000"
"437","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","12","1","5","In-Field","11569","10725","0.927","50945","48294","0.948","1","2021-02-22T00:00:00.000"
"438","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","12","1","6","Full Certificate","11235","10548","0.939","50945","48174","0.946","1","2021-02-22T00:00:00.000"
"439","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","9","0","1","Inexperienced","6647","1723","0.259","22989","6390","0.278","1","2021-02-22T00:00:00.000"
"440","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","9","0","2","Out-of-Field","6823","408","0.06","22989","1204","0.052","1","2021-02-22T00:00:00.000"
"441","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","9","0","3","Limited Certificate","6692","405","0.061","22989","1203","0.052","1","2021-02-22T00:00:00.000"
"442","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","9","0","4","Experienced","6647","4931","0.742","22989","16599","0.722","1","2021-02-22T00:00:00.000"
"443","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","9","0","5","In-Field","6823","6415","0.94","22989","21785","0.948","1","2021-02-22T00:00:00.000"
"444","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","9","0","6","Full Certificate","6692","6287","0.939","22989","21786","0.948","1","2021-02-22T00:00:00.000"
"445","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","1","1","1","Inexperienced","711","198","0.278","1483","474","0.32","1","2021-02-22T00:00:00.000"
"446","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","1","1","2","Out-of-Field","714","118","0.165","1483","187","0.126","1","2021-02-22T00:00:00.000"
"447","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","1","1","3","Limited Certificate","712","67","0.094","1483","95","0.064","1","2021-02-22T00:00:00.000"
"448","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","1","1","4","Experienced","711","513","0.722","1483","1009","0.68","1","2021-02-22T00:00:00.000"
"449","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","1","1","5","In-Field","714","596","0.835","1483","1296","0.874","1","2021-02-22T00:00:00.000"
"450","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","1","1","6","Full Certificate","712","645","0.906","1483","1388","0.936","1","2021-02-22T00:00:00.000"
"451","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","10","1","1","Inexperienced","11","3","0.273","11","3","0.273","1","2021-02-22T00:00:00.000"
"452","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","10","1","2","Out-of-Field","11","0","0","11","0","0","1","2021-02-22T00:00:00.000"
"453","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","10","1","3","Limited Certificate","11","0","0","11","0","0","1","2021-02-22T00:00:00.000"
"454","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","10","1","4","Experienced","11","8","0.727","11","8","0.727","1","2021-02-22T00:00:00.000"
"455","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","10","1","5","In-Field","11","11","1","11","11","1","1","2021-02-22T00:00:00.000"
"456","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","10","1","6","Full Certificate","11","11","1","11","11","1","1","2021-02-22T00:00:00.000"
"457","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","11","1","1","Inexperienced","8","1","0.125","8","1","0.125","1","2021-02-22T00:00:00.000"
"458","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","11","1","2","Out-of-Field","8","3","0.375","8","3","0.375","1","2021-02-22T00:00:00.000"
"459","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","11","1","3","Limited Certificate","8","0","0","8","0","0","1","2021-02-22T00:00:00.000"
"460","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","11","1","4","Experienced","8","7","0.875","8","7","0.875","1","2021-02-22T00:00:00.000"
"461","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","11","1","5","In-Field","8","5","0.625","8","5","0.625","1","2021-02-22T00:00:00.000"
"462","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","11","1","6","Full Certificate","8","8","1","8","8","1","1","2021-02-22T00:00:00.000"
"463","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","12","1","1","Inexperienced","3","0","0","5","0","0","1","2021-02-22T00:00:00.000"
"464","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","12","1","2","Out-of-Field","3","0","0","5","0","0","1","2021-02-22T00:00:00.000"
"465","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","12","1","3","Limited Certificate","3","0","0","5","0","0","1","2021-02-22T00:00:00.000"
"466","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","12","1","4","Experienced","3","3","1","5","5","1","1","2021-02-22T00:00:00.000"
"467","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","12","1","5","In-Field","3","3","1","5","5","1","1","2021-02-22T00:00:00.000"
"468","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","12","1","6","Full Certificate","3","3","1","5","5","1","1","2021-02-22T00:00:00.000"
"469","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","2","1","1","Inexperienced","333","102","0.306","466","156","0.335","1","2021-02-22T00:00:00.000"
"470","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","2","1","2","Out-of-Field","334","72","0.216","466","83","0.178","1","2021-02-22T00:00:00.000"
"471","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","2","1","3","Limited Certificate","333","40","0.12","466","52","0.112","1","2021-02-22T00:00:00.000"
"472","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","2","1","4","Experienced","333","231","0.694","466","310","0.665","1","2021-02-22T00:00:00.000"
"473","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","2","1","5","In-Field","334","262","0.784","466","383","0.822","1","2021-02-22T00:00:00.000"
"474","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","2","1","6","Full Certificate","333","293","0.88","466","414","0.888","1","2021-02-22T00:00:00.000"
"475","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","3","1","1","Inexperienced","160","56","0.35","255","69","0.271","1","2021-02-22T00:00:00.000"
"476","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","3","1","2","Out-of-Field","160","31","0.194","255","46","0.18","1","2021-02-22T00:00:00.000"
"477","2017-18","State","103300","Washington State","Multiple","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","K","3","1","3","Limited Certificate","160","20","0.125","255","30","0.118","1","2021-02-22T00:00:00.000"
