"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","male","gender_x","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof","fostercare","non_fostercare"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","3rd Grade","12","10","2","0","0","0","0","1","0","0","11","0","0","0","4","0","0","0","1","2","12","12","12","8","12","12","12","11","10","2022-04-22T00:00:00.000","0","12"
"2020-21","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","3rd Grade","5","3","2","0","0","0","0","0","0","2","3","0","2","0","2","0","0","0","0","0","5","3","5","3","5","5","5","5","5","2022-04-22T00:00:00.000","0","5"
"2019-20","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","3rd Grade","10","4","6","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","10","10","10","10","10","10","10","10","10","2022-04-22T00:00:00.000","0","10"
"2018-19","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","3rd Grade","9","7","2","0","0","0","0","0","0","2","7","0","0","0","5","0","0","0","0","0","9","9","9","4","9","9","9","9","9","2022-04-22T00:00:00.000","0","9"
"2017-18","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","3rd Grade","6","4","2","0","0","0","0","1","0","2","3","0","0","0","1","0","0","0","0","1","6","6","6","5","6","6","6","6","5","2022-04-22T00:00:00.000","0","6"
"2016-17","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","3rd Grade","5","2","3","0","0","0","0","0","0","0","5","0","0","0","2","0","0","0","0","1","5","5","5","3","5","5","5","5","4","2022-04-22T00:00:00.000","0","5"
"2015-16","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","3rd Grade","6","2","4","0","0","0","0","1","0","0","5","0","0","0","3","0","0","0","0","0","6","6","6","3","6","6","6","6","6","2022-04-22T00:00:00.000","0","6"
"2014-15","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","3rd Grade","7","5","2","0","0","0","0","1","0","1","5","0","0","0","4","0","0","0","0","3","7","7","7","3","7","7","7","7","4","2022-04-22T00:00:00.000","0","7"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","4th Grade","6","4","2","0","0","0","0","1","0","2","3","0","0","0","3","0","0","0","0","0","6","6","6","3","6","6","6","6","6","2022-04-22T00:00:00.000","0","6"
"2020-21","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","4th Grade","11","5","6","0","0","0","0","0","0","0","11","0","0","0","1","0","0","0","0","1","11","11","11","10","11","11","11","11","10","2022-04-22T00:00:00.000","0","11"
"2019-20","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","4th Grade","7","5","2","0","0","0","0","0","0","0","7","0","0","0","2","0","0","0","0","0","7","7","7","5","7","7","7","7","7","2022-04-22T00:00:00.000","0","7"
"2018-19","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","4th Grade","7","4","3","0","0","0","0","0","0","2","5","0","0","0","2","0","0","0","0","2","7","7","7","5","7","7","7","7","5","2022-04-22T00:00:00.000","0","7"
"2017-18","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","4th Grade","6","2","4","0","0","0","0","0","0","0","6","0","0","0","3","0","0","0","0","1","6","6","6","3","6","6","6","6","5","2022-04-22T00:00:00.000","0","6"
"2016-17","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","4th Grade","6","2","4","0","0","0","0","1","0","0","5","0","0","0","2","0","0","0","0","0","6","6","6","4","6","6","6","6","6","2022-04-22T00:00:00.000","0","6"
"2015-16","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","4th Grade","8","6","2","0","0","0","0","1","0","2","5","0","0","0","5","0","0","0","0","3","8","8","8","3","8","8","8","8","5","2022-04-22T00:00:00.000","0","8"
"2014-15","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","4th Grade","5","3","2","0","0","0","0","0","0","0","5","0","0","0","2","0","0","0","0","0","5","5","5","3","5","5","5","5","5","2022-04-22T00:00:00.000","0","4"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","5th Grade","12","5","7","0","0","0","0","0","0","0","12","0","0","0","2","0","0","0","1","1","12","12","12","10","12","12","12","11","11","2022-04-22T00:00:00.000","0","12"
"2020-21","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","5th Grade","11","7","4","0","0","0","0","0","0","2","9","0","0","0","5","0","0","0","0","0","11","11","11","6","11","11","11","11","11","2022-04-22T00:00:00.000","0","11"
"2019-20","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","5th Grade","10","5","5","0","0","0","0","0","0","3","7","0","0","0","3","0","0","1","0","2","10","10","10","7","10","10","9","10","8","2022-04-22T00:00:00.000","0","10"
"2018-19","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","5th Grade","7","2","5","0","0","0","0","0","0","0","7","0","0","0","2","0","0","0","0","0","7","7","7","5","7","7","7","7","7","2022-04-22T00:00:00.000","0","7"
"2017-18","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","5th Grade","5","1","4","0","0","0","0","1","0","0","4","0","0","0","2","0","0","0","0","0","5","5","5","3","5","5","5","5","5","2022-04-22T00:00:00.000","0","5"
"2016-17","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","5th Grade","8","6","2","0","0","0","0","1","0","1","6","0","0","0","4","0","0","0","0","2","8","8","8","4","8","8","8","8","6","2022-04-22T00:00:00.000","0","8"
"2015-16","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","5th Grade","5","4","1","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","5","5","5","4","5","5","5","5","5","2022-04-22T00:00:00.000","0","5"
"2014-15","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","5th Grade","6","4","2","0","0","0","0","0","0","0","6","0","0","0","3","0","0","1","0","0","6","6","6","3","6","6","5","6","6","2022-04-22T00:00:00.000","0","6"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","6th Grade","27","13","14","0","0","0","0","2","0","2","23","0","0","0","13","0","0","1","0","4","27","27","27","14","27","27","26","27","23","2022-04-22T00:00:00.000","0","27"
"2020-21","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","6th Grade","25","11","14","0","0","0","0","2","0","4","19","0","1","0","9","0","0","2","1","4","25","24","25","16","25","25","23","24","21","2022-04-22T00:00:00.000","0","25"
"2019-20","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","6th Grade","20","8","12","0","0","0","0","1","0","1","18","0","0","0","8","0","0","0","0","0","20","20","20","12","20","20","20","20","20","2022-04-22T00:00:00.000","0","20"
"2018-19","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","6th Grade","19","6","13","0","0","0","0","3","0","0","16","0","0","0","8","0","0","0","2","1","19","19","19","11","19","19","19","17","18","2022-04-22T00:00:00.000","0","19"
"2017-18","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","6th Grade","25","17","8","0","0","0","0","3","0","4","18","0","0","0","13","1","0","1","0","5","25","25","25","12","24","25","24","25","20","2022-04-22T00:00:00.000","0","24"
"2016-17","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","6th Grade","19","12","7","0","0","0","0","2","0","0","17","0","0","0","11","0","0","1","0","1","19","19","19","8","19","19","18","19","18","2022-04-22T00:00:00.000","0","17"
"2015-16","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","6th Grade","25","13","12","0","0","0","0","2","0","1","22","0","0","0","11","0","0","0","2","0","25","25","25","14","25","25","25","23","25","2022-04-22T00:00:00.000","0","25"
"2014-15","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","6th Grade","27","17","10","0","0","1","0","1","0","0","25","0","0","0","9","0","0","2","0","6","27","27","27","18","27","27","25","27","21","2022-04-22T00:00:00.000","0","27"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","7th Grade","25","12","13","0","0","0","0","3","0","4","18","0","0","0","10","0","0","0","2","3","25","25","25","15","25","25","25","23","22","2022-04-22T00:00:00.000","0","25"
"2020-21","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","7th Grade","23","12","11","0","0","0","0","1","0","2","20","0","3","1","11","0","0","0","1","2","23","20","22","12","23","23","23","22","21","2022-04-22T00:00:00.000","0","23"
"2019-20","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","7th Grade","24","7","17","0","0","0","0","2","0","2","20","0","0","0","12","0","0","3","0","1","24","24","24","12","24","24","21","24","23","2022-04-22T00:00:00.000","0","22"
"2018-19","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","7th Grade","23","16","7","0","0","0","0","2","0","4","17","0","0","0","10","0","0","0","0","5","23","23","23","13","23","23","23","23","18","2022-04-22T00:00:00.000","0","22"
"2017-18","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","7th Grade","18","12","6","0","0","0","0","0","0","1","17","0","0","0","10","0","0","2","0","1","18","18","18","8","18","18","16","18","17","2022-04-22T00:00:00.000","0","17"
"2016-17","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","7th Grade","23","12","11","0","0","0","0","0","0","1","22","0","0","0","10","0","0","0","1","0","23","23","23","13","23","23","23","22","23","2022-04-22T00:00:00.000","0","23"
"2015-16","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","7th Grade","26","16","10","0","0","0","0","0","0","0","26","0","0","0","7","0","0","1","0","3","26","26","26","19","26","26","25","26","23","2022-04-22T00:00:00.000","0","26"
"2014-15","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","7th Grade","19","6","13","0","0","0","0","3","0","0","16","0","0","0","7","0","0","1","0","2","19","19","19","12","19","19","18","19","17","2022-04-22T00:00:00.000","0","18"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","8th Grade","25","13","12","0","0","0","0","3","0","2","20","0","0","0","12","0","0","0","1","2","25","25","25","13","25","25","25","24","23","2022-04-22T00:00:00.000","0","25"
"2020-21","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","8th Grade","21","6","15","0","0","0","0","2","0","1","18","0","0","0","10","0","0","4","0","2","21","21","21","11","21","21","17","21","19","2022-04-22T00:00:00.000","0","21"
"2019-20","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","8th Grade","24","17","7","0","0","0","0","3","0","5","16","0","0","0","10","0","0","0","0","4","24","24","24","14","24","24","24","24","20","2022-04-22T00:00:00.000","0","23"
"2018-19","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","8th Grade","17","12","5","0","0","0","0","0","0","2","15","0","0","0","10","0","0","0","0","1","17","17","17","7","17","17","17","17","16","2022-04-22T00:00:00.000","0","16"
"2017-18","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","8th Grade","25","13","12","0","0","0","0","2","0","2","21","0","0","0","10","1","0","0","1","0","25","25","25","15","24","25","25","24","25","2022-04-22T00:00:00.000","0","25"
"2016-17","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","8th Grade","23","16","7","0","0","0","0","1","0","0","22","0","0","0","6","0","0","0","0","3","23","23","23","17","23","23","23","23","20","2022-04-22T00:00:00.000","0","23"
"2015-16","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","8th Grade","19","6","13","0","0","0","0","3","0","0","16","0","0","0","6","0","0","0","0","2","19","19","19","13","19","19","19","19","17","2022-04-22T00:00:00.000","0","18"
"2014-15","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","8th Grade","29","12","17","0","0","1","1","1","0","1","25","0","0","0","9","0","0","0","0","2","29","29","29","20","29","29","29","29","27","2022-04-22T00:00:00.000","0","28"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","AllGrades","137","70","67","0","0","1","0","12","0","13","111","0","0","0","55","0","0","1","5","19","137","137","137","82","137","137","136","132","118","2022-04-22T00:00:00.000","0","137"
"2020-21","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","AllGrades","121","57","64","0","0","1","0","7","0","13","100","0","7","1","44","0","0","6","2","15","121","114","120","77","121","121","115","119","106","2022-04-22T00:00:00.000","0","121"
"2019-20","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","AllGrades","124","62","62","0","0","1","0","7","0","14","102","0","0","0","41","0","0","4","0","14","124","124","124","83","124","124","120","124","110","2022-04-22T00:00:00.000","0","121"
"2018-19","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","AllGrades","116","66","50","0","0","0","0","6","0","11","99","0","0","0","43","0","0","0","4","17","116","116","116","73","116","116","116","112","99","2022-04-22T00:00:00.000","0","114"
"2017-18","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","AllGrades","114","66","48","0","0","0","0","9","0","9","96","0","0","0","44","2","0","3","1","14","114","114","114","70","112","114","111","113","100","2022-04-22T00:00:00.000","0","112"
"2016-17","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","AllGrades","115","63","52","0","0","0","1","8","0","3","103","0","0","0","46","0","0","2","1","10","115","115","115","69","115","115","113","114","105","2022-04-22T00:00:00.000","0","113"
"2015-16","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","AllGrades","120","62","58","0","0","0","0","9","0","4","107","0","0","0","45","0","0","2","2","12","120","120","120","75","120","120","118","118","108","2022-04-22T00:00:00.000","0","119"
"2014-15","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","AllGrades","119","56","63","0","0","2","1","8","0","4","104","0","0","0","50","0","0","6","0","17","119","119","119","69","119","119","113","119","102","2022-04-22T00:00:00.000","0","116"
"2016-17","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Half-day Kindergarten","10","4","6","0","0","0","0","1","0","0","9","0","0","0","1","0","0","0","0","1","10","10","10","9","10","10","10","10","9","2022-04-22T00:00:00.000","0","10"
"2015-16","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Half-day Kindergarten","5","3","2","0","0","0","0","0","0","0","5","0","0","0","2","0","0","0","0","0","5","5","5","3","5","5","5","5","5","2022-04-22T00:00:00.000","0","5"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Kindergarten","11","7","4","0","0","0","0","0","0","1","10","0","0","0","5","0","0","0","0","2","11","11","11","6","11","11","11","11","9","2022-04-22T00:00:00.000","0","11"
"2020-21","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Kindergarten","7","3","4","0","0","1","0","0","0","2","4","0","0","0","2","0","0","0","0","2","7","7","7","5","7","7","7","7","5","2022-04-22T00:00:00.000","0","7"
"2019-20","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Kindergarten","5","1","4","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","1","5","5","5","4","5","5","5","5","4","2022-04-22T00:00:00.000","0","5"
"2018-19","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Kindergarten","11","8","3","0","0","0","0","1","0","0","10","0","0","0","2","0","0","0","0","2","11","11","11","9","11","11","11","11","9","2022-04-22T00:00:00.000","0","11"
"2017-18","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Kindergarten","3","2","1","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","3","3","3","2","3","3","3","3","3","2022-04-22T00:00:00.000","0","3"
"2016-17","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Kindergarten","3","2","1","0","0","0","1","0","0","0","2","0","0","0","3","0","0","1","0","0","3","3","3","0","3","3","2","3","3","2022-04-22T00:00:00.000","0","3"
"2015-16","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Kindergarten","2","2","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","2","2","2","1","2","2","1","2","2","2022-04-22T00:00:00.000","0","2"
"2014-15","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Kindergarten","7","3","4","0","0","0","0","0","0","2","5","0","0","0","5","0","0","0","0","1","7","7","7","2","7","7","7","7","6","2022-04-22T00:00:00.000","0","7"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Pre-Kindergarten","4","1","3","0","0","0","0","1","0","0","3","0","0","0","1","0","0","0","0","0","4","4","4","3","4","4","4","4","4","2022-04-22T00:00:00.000","0","4"
"2020-21","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Pre-Kindergarten","3","1","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","3","3","3","3","3","3","3","3","2","2022-04-22T00:00:00.000","0","3"
"2019-20","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Pre-Kindergarten","11","6","5","0","0","1","0","0","0","1","9","0","0","0","1","0","0","0","0","4","11","11","11","10","11","11","11","11","7","2022-04-22T00:00:00.000","0","11"
"2018-19","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Pre-Kindergarten","8","4","4","0","0","0","0","0","0","0","8","0","0","0","2","0","0","0","0","5","8","8","8","6","8","8","8","8","3","2022-04-22T00:00:00.000","0","8"
"2017-18","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Pre-Kindergarten","10","8","2","0","0","0","0","1","0","0","9","0","0","0","1","0","0","0","0","5","10","10","10","9","10","10","10","10","5","2022-04-22T00:00:00.000","0","10"
"2016-17","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Pre-Kindergarten","7","3","4","0","0","0","0","1","0","0","6","0","0","0","3","0","0","0","0","1","7","7","7","4","7","7","7","7","6","2022-04-22T00:00:00.000","0","7"
"2015-16","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Pre-Kindergarten","13","7","6","0","0","0","0","0","0","0","13","0","0","0","5","0","0","0","0","2","13","13","13","8","13","13","13","13","11","2022-04-22T00:00:00.000","0","13"
"2014-15","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Pre-Kindergarten","7","4","3","0","0","0","0","0","0","0","7","0","0","0","5","0","0","1","0","2","7","7","7","2","7","7","6","7","5","2022-04-22T00:00:00.000","0","7"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","10th Grade","183","85","98","0","2","7","3","21","0","11","139","0","20","3","50","0","14","10","18","12","183","163","180","133","183","169","173","165","171","2022-04-22T00:00:00.000","0","182"
"2020-21","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","10th Grade","215","106","108","1","2","5","1","27","0","16","164","5","33","2","38","1","15","4","9","21","210","182","213","177","214","200","211","206","194","2022-04-22T00:00:00.000","0","215"
"2019-20","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","10th Grade","171","74","97","0","1","6","1","17","0","6","140","3","20","3","40","0","18","7","15","16","168","151","168","131","171","153","164","156","155","2022-04-22T00:00:00.000","0","171"
"2018-19","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","10th Grade","223","116","107","0","3","8","6","20","0","11","175","4","26","4","49","2","30","9","14","27","219","197","219","174","221","193","214","209","196","2022-04-22T00:00:00.000","0","222"
"2017-18","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","10th Grade","211","100","111","0","3","15","1","15","0","4","173","2","16","3","58","1","2","12","11","10","209","195","208","153","210","209","199","200","201","2022-04-22T00:00:00.000","0","210"
"2016-17","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","10th Grade","203","91","112","0","1","10","1","22","1","6","162","3","0","1","54","1","2","10","6","16","200","203","202","149","202","201","193","197","187","2022-04-22T00:00:00.000","0","203"
"2015-16","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","10th Grade","183","101","82","0","3","8","3","13","0","2","154","1","0","0","48","1","0","4","8","14","182","183","183","135","182","183","179","175","169","2022-04-22T00:00:00.000","0","183"
"2014-15","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","10th Grade","205","105","100","0","3","6","5","21","0","3","167","0","0","2","67","1","0","8","19","13","205","205","203","138","204","205","197","186","192","2022-04-22T00:00:00.000","0","204"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","11th Grade","202","95","106","1","2","6","1","24","0","15","154","4","32","2","39","1","13","14","10","18","198","170","200","163","201","189","188","192","184","2022-04-22T00:00:00.000","0","202"
"2020-21","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","11th Grade","163","70","93","0","0","5","2","19","0","8","129","6","20","3","37","0","14","8","12","15","157","143","160","126","163","149","155","151","148","2022-04-22T00:00:00.000","0","163"
"2019-20","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","11th Grade","193","102","91","0","3","9","4","17","0","10","150","4","25","3","36","2","23","1","15","22","189","168","190","157","191","170","192","178","171","2022-04-22T00:00:00.000","0","193"
"2018-19","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","11th Grade","196","89","107","0","1","13","3","11","0","3","165","3","15","2","43","0","9","1","16","9","193","181","194","153","196","187","195","180","187","2022-04-22T00:00:00.000","0","196"
"2017-18","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","11th Grade","193","94","99","0","1","9","2","20","1","6","154","3","28","1","41","1","5","6","6","15","190","165","192","152","192","188","187","187","178","2022-04-22T00:00:00.000","0","193"
"2016-17","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","11th Grade","172","93","79","0","3","9","1","10","0","2","147","1","0","2","38","1","0","4","8","13","171","172","170","134","171","172","168","164","159","2022-04-22T00:00:00.000","0","172"
"2015-16","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","11th Grade","193","97","96","0","3","6","4","21","0","3","156","1","0","4","56","1","0","12","11","12","192","193","189","137","192","193","181","182","181","2022-04-22T00:00:00.000","0","193"
"2014-15","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","11th Grade","225","105","120","0","2","7","2","24","0","0","190","2","0","1","66","1","0","9","19","10","223","225","224","159","224","225","216","206","215","2022-04-22T00:00:00.000","0","225"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","12th Grade","163","71","92","0","0","4","3","21","1","9","125","3","20","3","39","0","8","9","14","18","160","143","160","124","163","155","154","149","145","2022-04-22T00:00:00.000","0","163"
"2020-21","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","12th Grade","186","98","87","1","3","7","2","17","0","18","139","1","0","6","32","2","22","2","13","24","185","186","180","154","184","164","184","173","162","2022-04-22T00:00:00.000","0","186"
"2019-20","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","12th Grade","185","87","98","0","1","14","3","11","0","3","153","1","0","2","32","0","12","6","13","12","184","185","183","153","185","173","179","172","173","2022-04-22T00:00:00.000","0","184"
"2018-19","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","12th Grade","176","85","91","0","1","9","1","18","0","3","144","5","0","0","37","0","14","4","6","18","171","176","176","139","176","162","172","170","158","2022-04-22T00:00:00.000","0","176"
"2017-18","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","12th Grade","157","85","72","0","2","9","2","8","0","1","135","1","24","0","30","1","1","2","8","9","156","133","157","127","156","156","155","149","148","2022-04-22T00:00:00.000","0","157"
"2016-17","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","12th Grade","183","92","91","0","3","6","3","20","0","4","147","1","0","1","45","2","0","7","10","10","182","183","182","138","181","183","176","173","173","2022-04-22T00:00:00.000","0","183"
"2015-16","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","12th Grade","203","92","111","0","2","7","2","19","0","0","173","0","0","2","44","1","0","13","8","10","203","203","201","159","202","203","190","195","193","2022-04-22T00:00:00.000","0","203"
