"business","id"
"Credit Acceptance Corporation","18"
"Santiago Sunset Estates","18"
"Bishop, White, Marshall & Weibel PS","18"
"Peninsula Subaru","18"
"Radius Global Solutions fka Northland Group","18"
"US Asset Forfeiture & Seizures Inc","18"
"425 Fitness","18"
"Zelle","18"
"DMZ Group LLC, dba Great Expectations / Seattle Singles","18"
"Springleaf Financial Services","18"
"AutoNation Subaru - Spokane Valley","18"
"Chevrolet Cadillac of Bellevue","18"
"Wendle Ford","17"
"Greystar","17"
"Diamond Resorts","17"
"Life Alert","17"
"Rairdon Alfa Romeo and Fiat of Kirkland","17"
"Alumniclass.com","17"
"Protect America","17"
"Vacation Choices","17"
"Verity Credit Union","17"
"Smilebox","17"
"Snohomish County Sheriff's Office","17"
"Medicare","17"
"Northwest Auto Loan","17"
"Tacoma Auto Outlet","17"
"DoorDash","17"
"Gilchrist Chevrolet Buick GMC","17"
"Car Pros Renton Kia","17"
"Neptune Society","17"
"Information","17"
"Seattle Executive Fitness","17"
"Cascade Arms Company","17"
"Jimmy Z Appliance Services","17"
"Filing Labor Compliance Services/FLCS","17"
"Jack Carroll's Skagit Hyundai","17"
"Car Pros Chrysler Jeep Dodge Ram","17"
"Lincoln Towing Enterprises","17"
"Regnal Media LLC","17"
"SAFE Security aka Security Alarm Financing","17"
"Global Tel Link","17"
"Comerica Bank","17"
"King County Superior Court","17"
"Starbridge International/Toplinetvs.com","17"
"Pitney Bowes","17"
"Hidden Glen Estates","17"
"Nationwide Security Solutions","17"
"BSI Financial Services","17"
"Rio Verde Mobile Estates","17"
"Events and Adventures","17"
"Honda of Fife","17"
"Superior Web Concepts dba Optimal Web Solutions","17"
"Auto Service Agency","17"
"Progressive Business Publications","17"
"Friendly Village","17"
"Active Network dba Active Outdoors","17"
"West Hills Ford - Bremerton","17"
"Washington Energy Services","17"
"Burien Chevrolet","17"
"Robin Lane Mobile Home Park","17"
"CLA Estate Services Inc & CLA USA, Inc c/o David J. Elkanich","17"
"Washington State Bar Association","17"
"APX Autobrokers","17"
"Evergreen Ford","17"
"Autoplex Motors","17"
"Standard Parking","17"
"Postmates Inc","17"
"Dishman Dodge","16"
"Cabela's","16"
"McCurley Integrity Dealerships","16"
"Kenmore Village Mobile Home Park","16"
"Northwest Justice Project","16"
"Overstock.com","16"
"Carroll's Creek Landing","16"
"Rust Consulting - National Mortgage Settlement","16"
"New York Times","16"
"EA Sports/Electronic Arts Inc","16"
"West Valley Place Mobile Home Park","16"
"Monterey Collections","16"
"Resurgent Capital Services dba LVNV","16"
"Aliera Healthcare Inc","16"
"BMW Northwest","16"
"GrubHub","16"
"National Credit Systems","16"
"PetSmart","16"
"Haselwood Volkswagen Hyundai","16"
"Intuit Inc / Intuit Software / Turbo Tax / PayCycle","16"
"Federal Bureau of Investigation","16"
"Evergreen Chevrolet","16"
"Evergreen Note Servicing","16"
"405 Motors","16"
"Family Fresh Air","16"
"University of Phoenix/Office of Dispute Management","16"
"Audi of Bellevue","16"
"Precision Motors","16"
"West Coast Auto Center","16"
"Sweepstakes","16"
"Initiative 522","16"
"Lucash Motors","16"
"Kadlec Regional Medical Center","16"
"Correctional Billing Services / SECURUS","16"
"Sleep Train fka Sleep Country USA","16"
"Blade Chevrolet","16"
"Battle Ground Mobile Estates","16"
"EZ Auto Sales","16"
"Frontier Ford","16"
"Home Safety Research","16"
"Mercedes Benz USA","16"
"VACASA","16"
"Clickit RV","16"
"Rainier Dodge","16"
"Jim Dandy Sewer & Plumbing","16"
"Nissan Motor Acceptance","16"
"America's Credit Union a Federal Credit Union","16"
"Ashley Furniture/Ashley Homestore - Burlington","16"
"Village Park","16"
"HomeStreet Bank","16"
"Health Services Asset Management","16"
"Budget PrePay Inc dba Budget Mobile","16"
"Seattle Pain Center","16"
"Smile Direct Club","16"
"Richland Mobile Home Park","16"
"DataSphere Technologies","16"
"Fairway Collection Services","16"
"Rainy Days and Wooly Dogs","16"
"Valley Medical Center","16"
"Lumber Liquidators","16"
"Country Mobile Estates","16"
"Ruddell Auto Mall","16"
"TicketOffices.com","16"
"Waste Connections","16"
"Big Lots","16"
"I-5 Motors","16"
"Savers/Value Village","15"
"Asus Computer International","15"
"Waypoint Resource Group LLC","15"
"Doxon Toyota of Auburn","15"
"Riverstone Residential Group","15"
"Remitly Inc","15"
