"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","totalteachercount","totalstudentcount","teachertostudentratio","studenttoteacherratio","teachertostudentpercent","averageclasssize","program","programformalname","programteachercount","programteacherpercent","programfte","certificatetype","certificatetypecount","certificatetypepercent","limitedcertificatetype","limitedcertificatetypecount","limitedcertificatetypepercent","iseevalidated","dataasof"
"223","2017-2018","District","100025","Boistfort School District","Lewis","Capital Region ESD 113","100004","21234","Boistfort School District","100025","NULL","NULL","NULL","NULL","5","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","1","0.200","0.508","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"224","2017-2018","District","100025","Boistfort School District","Lewis","Capital Region ESD 113","100004","21234","Boistfort School District","100025","NULL","NULL","NULL","NULL","5","NULL","NULL","NULL","NULL","NULL","Other","Other","4","0.800","0.390","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"225","2017-2018","District","100025","Boistfort School District","Lewis","Capital Region ESD 113","100004","21234","Boistfort School District","100025","NULL","NULL","NULL","NULL","5","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","4","0.800","4.053","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"226","2017-2018","District","100025","Boistfort School District","Lewis","Capital Region ESD 113","100004","21234","Boistfort School District","100025","NULL","NULL","NULL","NULL","5","92","0.05435","18.40000","0.05435","8.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"227","2017-2018","District","100025","Boistfort School District","Lewis","Capital Region ESD 113","100004","21234","Boistfort School District","100025","NULL","NULL","NULL","NULL","5","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","1","0.200","1","2022-03-06T13:16:14.820"
"3129","2017-2018","District","100269","Toppenish School District","Yakima","Educational Service District 105","100002","39202","Toppenish School District","100269","NULL","NULL","NULL","NULL","212","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","19","0.090","35.126","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"3152","2017-2018","District","100271","Toutle Lake School District","Cowlitz","Educational Service District 112","100003","08130","Toutle Lake School District","100271","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","Other","Other","23","0.561","3.270","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"3153","2017-2018","District","100271","Toutle Lake School District","Cowlitz","Educational Service District 112","100003","08130","Toutle Lake School District","100271","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","3","0.073","2.000","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"3176","2017-2018","District","100273","Tumwater School District","Thurston","Capital Region ESD 113","100004","34033","Tumwater School District","100273","NULL","NULL","NULL","NULL","396","NULL","NULL","NULL","NULL","NULL","Other","Other","164","0.414","74.343","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"3265","2017-2018","District","100281","Wahluke School District","Grant","Educational Service District 105","100002","13073","Wahluke School District","100281","NULL","NULL","NULL","NULL","144","NULL","NULL","NULL","NULL","NULL","Other","Other","58","0.403","17.161","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"3266","2017-2018","District","100281","Wahluke School District","Grant","Educational Service District 105","100002","13073","Wahluke School District","100281","NULL","NULL","NULL","NULL","144","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","126","0.875","141.070","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"3267","2017-2018","District","100281","Wahluke School District","Grant","Educational Service District 105","100002","13073","Wahluke School District","100281","NULL","NULL","NULL","NULL","144","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","114","0.792","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"3312","2017-2018","District","100284","Wapato School District","Yakima","Educational Service District 105","100002","39207","Wapato School District","100284","NULL","NULL","NULL","NULL","199","NULL","NULL","NULL","NULL","NULL","Other","Other","106","0.533","43.995","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"228","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","7","0.020","1","2022-03-06T13:16:14.820"
"3313","2017-2018","District","100284","Wapato School District","Yakima","Educational Service District 105","100002","39207","Wapato School District","100284","NULL","NULL","NULL","NULL","199","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","19","0.095","43.693","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"3336","2017-2018","District","100286","Washougal School District","Clark","Educational Service District 112","100003","06112","Washougal School District","100286","NULL","NULL","NULL","NULL","182","3219","0.05654","17.68681","0.05654","18.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"3337","2017-2018","District","100286","Washougal School District","Clark","Educational Service District 112","100003","06112","Washougal School District","100286","NULL","NULL","NULL","NULL","182","NULL","NULL","NULL","NULL","NULL","Other","Other","75","0.412","25.019","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"229","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","23","0.067","1","2022-03-06T13:16:14.820"
"446","2017-2018","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","46","NULL","NULL","NULL","NULL","NULL","Other","Other","35","0.761","15.737","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"469","2017-2018","District","100045","Clarkston School District","Asotin","Educational Service District 123","100007","02250","Clarkston School District","100045","NULL","NULL","NULL","NULL","153","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","18","0.118","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"130","2017-2018","District","100017","Bainbridge Island School District","Kitsap","Puget Sound Educational Service District 121","100006","18303","Bainbridge Island School District","100017","NULL","NULL","NULL","NULL","225","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","8","0.036","1.219","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"131","2017-2018","District","100017","Bainbridge Island School District","Kitsap","Puget Sound Educational Service District 121","100006","18303","Bainbridge Island School District","100017","NULL","NULL","NULL","NULL","225","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","22","0.098","1","2022-03-06T13:16:14.820"
"132","2017-2018","District","100017","Bainbridge Island School District","Kitsap","Puget Sound Educational Service District 121","100006","18303","Bainbridge Island School District","100017","NULL","NULL","NULL","NULL","225","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","4","0.018","1","2022-03-06T13:16:14.820"
"133","2017-2018","District","100017","Bainbridge Island School District","Kitsap","Puget Sound Educational Service District 121","100006","18303","Bainbridge Island School District","100017","NULL","NULL","NULL","NULL","225","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","68","0.302","1","2022-03-06T13:16:14.820"
"134","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","8","0.010","1","2022-03-06T13:16:14.820"
"135","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","30","0.037","1","2022-03-06T13:16:14.820"
"136","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Certificate","2","0.002","1","2022-03-06T13:16:14.820"
"137","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","16","0.020","1","2022-03-06T13:16:14.820"
"138","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","5","0.006","1","2022-03-06T13:16:14.820"
"470","2017-2018","District","100045","Clarkston School District","Asotin","Educational Service District 123","100007","02250","Clarkston School District","100045","NULL","NULL","NULL","NULL","153","2699","0.05669","17.64052","0.05669","14.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"139","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","183","0.227","1","2022-03-06T13:16:14.820"
"140","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","13377","0.06033","16.57621","0.06033","16.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"141","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","Other","Other","273","0.338","61.330","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"142","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","65","0.081","75.694","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"471","2017-2018","District","100045","Clarkston School District","Asotin","Educational Service District 123","100007","02250","Clarkston School District","100045","NULL","NULL","NULL","NULL","153","NULL","NULL","NULL","NULL","NULL","Other","Other","68","0.444","40.572","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"472","2017-2018","District","100045","Clarkston School District","Asotin","Educational Service District 123","100007","02250","Clarkston School District","100045","NULL","NULL","NULL","NULL","153","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","6","0.039","11.200","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"473","2017-2018","District","100045","Clarkston School District","Asotin","Educational Service District 123","100007","02250","Clarkston School District","100045","NULL","NULL","NULL","NULL","153","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","9","0.059","11.570","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"143","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","84","0.104","115.212","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"474","2017-2018","District","100045","Clarkston School District","Asotin","Educational Service District 123","100007","02250","Clarkston School District","100045","NULL","NULL","NULL","NULL","153","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","137","0.895","172.155","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"144","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","726","0.900","801.718","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"517","2017-2018","District","100048","Colfax School District","Whitman","Educational Service District 101","100001","38300","Colfax School District","100048","NULL","NULL","NULL","NULL","38","NULL","NULL","NULL","NULL","NULL","Other","Other","20","0.526","7.090","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"145","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","12","0.015","5.418","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"146","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","95","0.118","92.761","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"147","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","759","0.941","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"518","2017-2018","District","100048","Colfax School District","Whitman","Educational Service District 101","100001","38300","Colfax School District","100048","NULL","NULL","NULL","NULL","38","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","4","0.105","15.063","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"519","2017-2018","District","100048","Colfax School District","Whitman","Educational Service District 101","100001","38300","Colfax School District","100048","NULL","NULL","NULL","NULL","38","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","36","0.947","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"542","2017-2018","District","100050","Colton School District","Whitman","Educational Service District 101","100001","38306","Colton School District","100050","NULL","NULL","NULL","NULL","29","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","27","0.931","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"608","2017-2018","District","100056","Cosmopolis School District","Grays Harbor","Capital Region ESD 113","100004","14099","Cosmopolis School District","100056","NULL","NULL","NULL","NULL","12","NULL","NULL","NULL","NULL","NULL","Other","Other","4","0.333","1.390","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"609","2017-2018","District","100056","Cosmopolis School District","Grays Harbor","Capital Region ESD 113","100004","14099","Cosmopolis School District","100056","NULL","NULL","NULL","NULL","12","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","1","0.083","0.887","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"610","2017-2018","District","100056","Cosmopolis School District","Grays Harbor","Capital Region ESD 113","100004","14099","Cosmopolis School District","100056","NULL","NULL","NULL","NULL","12","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","11","0.917","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"632","2017-2018","District","100059","Crescent School District","Clallam","Olympic Educational Service District 114","100005","05313","Crescent School District","100059","NULL","NULL","NULL","NULL","36","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","36","1.000","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"655","2017-2018","District","100061","Curlew School District","Ferry","Educational Service District 101","100001","10050","Curlew School District","100061","NULL","NULL","NULL","NULL","17","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","1","0.059","0.000","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"656","2017-2018","District","100061","Curlew School District","Ferry","Educational Service District 101","100001","10050","Curlew School District","100061","NULL","NULL","NULL","NULL","17","NULL","NULL","NULL","NULL","NULL","Other","Other","8","0.471","6.220","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"657","2017-2018","District","100061","Curlew School District","Ferry","Educational Service District 101","100001","10050","Curlew School District","100061","NULL","NULL","NULL","NULL","17","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","3","0.176","8.189","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"702","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","2","0.061","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"725","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","83","0.965","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"790","2017-2018","District","100074","Eatonville School District","Pierce","Puget Sound Educational Service District 121","100006","27404","Eatonville School District","100074","NULL","NULL","NULL","NULL","112","1905","0.05879","17.00893","0.05879","17.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"857","2017-2018","District","100079","Entiat School District","Chelan","North Central Educational Service District 171","100008","04127","Entiat School District","100079","NULL","NULL","NULL","NULL","25","325","0.07692","13.00000","0.07692","12.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"858","2017-2018","District","100079","Entiat School District","Chelan","North Central Educational Service District 171","100008","04127","Entiat School District","100079","NULL","NULL","NULL","NULL","25","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","1","0.040","2.772","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"148","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","230","0.285","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"149","2017-2018","District","100018","Battle Ground School District","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","NULL","NULL","NULL","NULL","807","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","39","0.048","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"859","2017-2018","District","100079","Entiat School District","Chelan","North Central Educational Service District 171","100008","04127","Entiat School District","100079","NULL","NULL","NULL","NULL","25","NULL","NULL","NULL","NULL","NULL","Other","Other","20","0.800","15.483","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"881","2017-2018","District","100081","Ephrata School District","Grant","North Central Educational Service District 171","100008","13165","Ephrata School District","100081","NULL","NULL","NULL","NULL","153","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","137","0.895","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"166","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","49","0.060","1","2022-03-06T13:16:14.820"
"167","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","5","0.006","1","2022-03-06T13:16:14.820"
"168","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","18","0.022","1","2022-03-06T13:16:14.820"
"169","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","148","0.181","1","2022-03-06T13:16:14.820"
"170","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","11814","0.06916","14.46022","0.06916","18.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"171","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","691","0.846","1107.076","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"172","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","17","0.021","30.045","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"173","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","Other","Other","342","0.419","129.944","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"174","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","14","0.017","10.201","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"175","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","88","0.108","122.058","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"176","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","85","0.104","266.341","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"177","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","794","0.972","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"178","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","216","0.264","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"179","2017-2018","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","817","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","141","0.173","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"180","2017-2018","District","100021","Benge School District","Adams","Educational Service District 101","100001","01122","Benge School District","100021","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","2","1.000","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"181","2017-2018","District","100021","Benge School District","Adams","Educational Service District 101","100001","01122","Benge School District","100021","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","1","0.500","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"182","2017-2018","District","100021","Benge School District","Adams","Educational Service District 101","100001","01122","Benge School District","100021","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","2","1.000","1.840","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"183","2017-2018","District","100021","Benge School District","Adams","Educational Service District 101","100001","01122","Benge School District","100021","NULL","NULL","NULL","NULL","2","12","0.16667","6.00000","0.16667","NULL","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"184","2017-2018","District","100021","Benge School District","Adams","Educational Service District 101","100001","01122","Benge School District","100021","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","1","0.500","1","2022-03-06T13:16:14.820"
"185","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","44","0.041","1","2022-03-06T13:16:14.820"
"186","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","26","0.024","1","2022-03-06T13:16:14.820"
"1033","2017-2018","District","100094","Goldendale School District","Klickitat","Educational Service District 105","100002","20404","Goldendale School District","100094","NULL","NULL","NULL","NULL","63","977","0.06448","15.50794","0.06448","14.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"188","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","54","0.050","1","2022-03-06T13:16:14.820"
"189","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","30","0.028","1","2022-03-06T13:16:14.820"
