"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","foster_care","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_foster_care","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Kindergarten","59","31","0","28","0","0","0","24","0","4","31","15","0","0","0","52","2","1","5","3","8","44","59","59","59","7","57","58","54","56","51","2022-04-22T00:00:00.000"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Pre-Kindergarten","41","20","0","21","2","0","1","20","0","2","16","0","0","0","1","40","1","0","2","0","13","41","41","41","40","1","40","41","39","41","28","2022-04-22T00:00:00.000"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5208","Twin Harbors, A Branch of New Market Skills Center","105217","V","11th Grade","2","2","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","2","2","2","1","2","2","2","2","2","2022-04-22T00:00:00.000"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5208","Twin Harbors, A Branch of New Market Skills Center","105217","V","AllGrades","2","2","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","2","2","2","1","2","2","2","2","2","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","1st Grade","40","22","1","17","0","1","0","2","0","0","37","1","0","0","0","10","0","0","0","0","8","39","40","40","40","30","40","40","40","40","32","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","2nd Grade","42","20","0","22","0","0","0","5","0","1","36","0","0","0","0","10","0","1","1","0","11","42","42","42","42","32","42","41","41","42","31","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","3rd Grade","39","21","0","18","0","0","0","4","0","0","35","1","0","0","0","10","0","0","0","0","7","38","39","39","39","29","39","39","39","39","32","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","4th Grade","44","24","1","19","1","0","1","6","0","2","34","2","0","0","0","9","0","0","2","0","6","42","44","44","44","35","44","44","42","44","38","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","5th Grade","45","25","0","20","0","0","2","0","0","1","42","0","0","0","0","15","0","0","2","0","5","45","45","45","45","30","45","45","43","45","40","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","AllGrades","254","135","2","117","1","3","4","19","0","4","223","4","0","0","0","61","0","3","9","0","46","250","254","254","254","193","254","251","245","254","208","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","Kindergarten","42","23","0","19","0","2","1","1","0","0","38","0","0","0","0","7","0","2","4","0","7","42","42","42","42","35","42","40","38","42","35","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","Pre-Kindergarten","2","0","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","0","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","10th Grade","63","29","0","34","0","1","1","7","0","1","53","1","0","0","0","14","0","1","0","4","4","62","63","63","63","49","63","62","63","59","59","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","11th Grade","44","19","0","25","1","2","0","3","0","1","37","1","0","0","2","14","0","0","0","0","2","43","44","44","42","30","44","44","44","44","42","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","12th Grade","51","31","0","20","1","2","0","1","0","2","45","0","0","0","1","11","0","1","0","1","6","51","50","51","50","40","51","50","51","50","45","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","6th Grade","41","18","0","23","1","0","0","3","0","0","37","1","0","0","2","14","0","1","3","1","6","40","40","41","39","27","41","40","38","40","35","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","7th Grade","53","21","0","32","1","0","2","5","0","1","44","0","0","0","1","14","0","0","1","0","8","53","53","53","52","39","53","53","52","53","45","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","8th Grade","50","25","0","25","1","0","0","8","0","0","41","1","0","0","2","15","0","1","1","1","6","49","49","50","48","35","50","49","49","49","44","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","9th Grade","72","36","0","36","1","0","0","4","0","0","67","1","0","0","2","22","0","3","4","4","9","71","71","72","70","50","72","69","68","68","63","2022-04-22T00:00:00.000"
"2021-22","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","AllGrades","374","179","0","195","6","5","3","31","0","5","324","5","0","0","10","104","0","7","9","11","41","369","370","374","364","270","374","367","365","363","333","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","1st Grade","8","4","0","4","0","1","0","0","0","1","6","0","0","0","0","3","0","0","0","0","2","8","8","8","8","5","8","8","8","8","6","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","2nd Grade","7","1","0","6","0","0","0","1","0","1","5","0","0","0","0","2","0","0","0","0","3","7","7","7","7","5","7","7","7","7","4","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","3rd Grade","12","10","0","2","0","0","0","1","0","0","11","0","0","0","0","4","0","0","0","1","2","12","12","12","12","8","12","12","12","11","10","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","4th Grade","6","4","0","2","0","0","0","1","0","2","3","0","0","0","0","3","0","0","0","0","0","6","6","6","6","3","6","6","6","6","6","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","5th Grade","12","5","0","7","0","0","0","0","0","0","12","0","0","0","0","2","0","0","0","1","1","12","12","12","12","10","12","12","12","11","11","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","6th Grade","27","13","0","14","0","0","0","2","0","2","23","0","0","0","0","13","0","0","1","0","4","27","27","27","27","14","27","27","26","27","23","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","7th Grade","25","12","0","13","0","0","0","3","0","4","18","0","0","0","0","10","0","0","0","2","3","25","25","25","25","15","25","25","25","23","22","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","8th Grade","25","13","0","12","0","0","0","3","0","2","20","0","0","0","0","12","0","0","0","1","2","25","25","25","25","13","25","25","25","24","23","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","AllGrades","137","70","0","67","0","1","0","12","0","13","111","0","0","0","0","55","0","0","1","5","19","137","137","137","137","82","137","137","136","132","118","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Kindergarten","11","7","0","4","0","0","0","0","0","1","10","0","0","0","0","5","0","0","0","0","2","11","11","11","11","6","11","11","11","11","9","2022-04-22T00:00:00.000"
"2021-22","School","Lincoln","Educational Service District 101","100001","22017","Almira School District","100012","2860","Almira Elementary School","101885","P","Pre-Kindergarten","4","1","0","3","0","0","0","1","0","0","3","0","0","0","0","1","0","0","0","0","0","4","4","4","4","3","4","4","4","4","4","2022-04-22T00:00:00.000"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","10th Grade","183","85","0","98","2","7","3","21","0","11","139","0","0","20","3","50","0","14","10","18","12","183","182","163","180","133","183","169","173","165","171","2022-04-22T00:00:00.000"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","11th Grade","202","95","1","106","2","6","1","24","0","15","154","4","0","32","2","39","1","13","14","10","18","198","202","170","200","163","201","189","188","192","184","2022-04-22T00:00:00.000"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","12th Grade","163","71","0","92","0","4","3","21","1","9","125","3","0","20","3","39","0","8","9","14","18","160","163","143","160","124","163","155","154","149","145","2022-04-22T00:00:00.000"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","9th Grade","230","118","1","111","0","3","3","36","0","17","171","5","0","26","1","63","3","20","14","13","22","225","230","204","229","167","227","210","216","217","208","2022-04-22T00:00:00.000"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2467","Anacortes High School","102391","P","AllGrades","778","369","2","407","4","20","10","102","1","52","589","12","0","98","9","191","4","55","47","55","70","766","777","680","769","587","774","723","731","723","708","2022-04-22T00:00:00.000"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","5th Grade","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2022-04-22T00:00:00.000"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","6th Grade","196","95","1","100","1","4","3","24","0","16","148","6","0","23","2","66","0","22","11","11","27","190","195","173","194","130","196","174","185","185","169","2022-04-22T00:00:00.000"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","7th Grade","191","95","0","96","2","6","1","23","0","18","141","3","0","23","2","71","0","19","4","20","20","188","190","168","189","120","191","172","187","171","171","2022-04-22T00:00:00.000"
"2021-22","School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","2707","Anacortes Middle School","102392","P","8th Grade","210","114","0","96","5","7","0","21","0","25","152","5","0","33","2","65","2","17","11","13","18","205","210","177","208","145","208","193","199","197","192","2022-04-22T00:00:00.000"
