"school_year","school_name","city","public_private","public_school_district","enrollment","reported","calculated_all_pbe_count","calculated_all_pbe_percent","hc_practitioner_counseled_pbe_count","hc_practitioner_counseled_pbe_percent","pre_jan_pbe_count","pre_jan_pbe_percent","personal_beliefs_exemption_count","personal_beliefs_exemption_percent","religious_pbe_count","religious_pbe_percent","conditional_count","conditional_percent","dtp_count","dtp_percent","hepb_count","hepb_percent","mmr_count","mmr_percent","polio_count","polio_percent","permanent_medical_exemption_count","permanent_medical_exemption_percent","up_to_date_count","up_to_date_percent","vari_count","vari_percent","overdue_count","overdue_percent","others_count","others_percent","location","latitude","longitude","school_code","unique_id"
"2015-2016","OLIVE ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","58","Y","0","0","0","0",,,"0","0","0","0","0","0","58","100","58","100","58","100","58","100","0","0","58","100","58","100","0","0",,,"
,  
(38.1097318, -122.5575354)","38.1097318","-122.5575354","6024558","6024558_2015-2016"
"2014-2015","OLIVE ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","60","Y","0","0","0","0","0","0","0","0","0","0","1","1.67","60","100","59","98.33","60","100","60","100","0","0","59","98.33","60","100",,,,,"
,  
(38.1097318, -122.5575354)","38.1097318","-122.5575354","6024558","6024558_2014-2015"
"2013-2014","OLIVE ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","59","Y","2","3.39","0","0","0","0","2","3.39","0","0","1","1.69","57","96.61","56","94.92","57","96.61","57","96.61","0","0","56","94.92","57","96.61",,,,,"
,  
(38.1097318, -122.5575354)","38.1097318","-122.5575354","6024558","6024558_2013-2014"
"2018-2019","OUR LADY OF LORETTO","NOVATO","PRIVATE",,"19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.1088997, -122.5839265)","38.1088997","-122.5839265","6970719","6970719_2018-2019"
"2017-2018","OUR LADY OF LORETTO","NOVATO","PRIVATE",,"13","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.1088997, -122.5839265)","38.1088997","-122.5839265","6970719","6970719_2017-2018"
"2016-2017","OUR LADY OF LORETTO","NOVATO","PRIVATE",,"25","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.1088997, -122.5839265)","38.1088997","-122.5839265","6970719","6970719_2016-2017"
"2015-2016","OUR LADY OF LORETTO","NOVATO","PRIVATE",,"21","Y","1","4.76","1","4.76",,,"1","4.76","0","0","0","0","20","95.24","20","95.24","20","95.24","20","95.24","0","0","20","95.24","20","95.24","0","0",,,"
,  
(38.1088997, -122.5839265)","38.1088997","-122.5839265","6970719","6970719_2015-2016"
"2014-2015","OUR LADY OF LORETTO","NOVATO","PRIVATE",,"17","Y","0","0","0","0","0","0","0","0","0","0","0","0","17","100","17","100","17","100","17","100","0","0","17","100","17","100",,,,,"
,  
(38.1088997, -122.5839265)","38.1088997","-122.5839265","6970719","6970719_2014-2015"
"2013-2014","OUR LADY OF LORETTO","NOVATO","PRIVATE",,"33","Y","0","0","0","0","0","0","0","0","0","0","0","0","33","100","33","100","33","100","33","100","0","0","33","100","33","100",,,,,"
,  
(38.1088997, -122.5839265)","38.1088997","-122.5839265","6970719","6970719_2013-2014"
"2018-2019","PARK ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","43","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(37.9034462, -122.5371741)","37.9034462","-122.5371741","6024459","6024459_2018-2019"
"2017-2018","PARK ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","47","Y",,,,,,,,,,,"3","6",,"95","44","94",,"95",,"95","1","2","43","91",,"95",,,"0","0","
,  
(37.9034462, -122.5371741)","37.9034462","-122.5371741","6024459","6024459_2017-2018"
"2016-2017","PARK ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","44","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.9034462, -122.5371741)","37.9034462","-122.5371741","6024459","6024459_2016-2017"
"2015-2016","PARK ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","61","Y","8","13.11","8","13.11",,,"8","13.11","0","0","1","1.64","53","86.89","53","86.89","53","86.89","52","85.25","0","0","52","85.25","53","86.89","0","0",,,"
,  
(37.9034462, -122.5371741)","37.9034462","-122.5371741","6024459","6024459_2015-2016"
"2014-2015","PARK ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","58","Y","1","1.72","1","1.72","0","0","1","1.72","0","0","7","12.07","56","96.55","52","89.66","55","94.83","57","98.28","0","0","50","86.21","56","96.55",,,,,"
,  
(37.9034462, -122.5371741)","37.9034462","-122.5371741","6024459","6024459_2014-2015"
"2013-2014","PARK ELEMENTARY","MILL VALLEY","PUBLIC","MILL VALLEY ELEMENTARY","59","Y","6","10.17","0","0","0","0","6","10.17","0","0","3","5.08","53","89.83","52","88.14","53","89.83","51","86.44","0","0","50","84.75","53","89.83",,,,,"
,  
(37.9034462, -122.5371741)","37.9034462","-122.5371741","6024459","6024459_2013-2014"
"2018-2019","PLEASANT VALLEY ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","80","Y",,,,,,,,,,,"1","1",,"98",,"98",,"98",,"98","2","3","77","96",,"98",,,,,"
,  
(38.1080658, -122.6143205)","38.1080658","-122.6143205","6024574","6024574_2018-2019"
"2017-2018","PLEASANT VALLEY ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","80","Y",,,,,,,,,,,"4","5","77","96","77","96","77","96","75","94","1","1","75","94","77","96",,,"0","0","
,  
(38.1080658, -122.6143205)","38.1080658","-122.6143205","6024574","6024574_2017-2018"
"2016-2017","PLEASANT VALLEY ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","85","Y","0","0",,,,,"0","0",,,"4","5","82","97",,,,,"82","97","0","0","81","95",,,"0","0","0","0","
,  
(38.1080658, -122.6143205)","38.1080658","-122.6143205","6024574","6024574_2016-2017"
"2015-2016","PLEASANT VALLEY ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","69","Y","3","4.35","3","4.35",,,"3","4.35","0","0","0","0","66","95.65","66","95.65","66","95.65","66","95.65","0","0","66","95.65","66","95.65","0","0",,,"
,  
(38.1080658, -122.6143205)","38.1080658","-122.6143205","6024574","6024574_2015-2016"
"2014-2015","PLEASANT VALLEY ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","96","Y","4","4.17","2","2.08","1","1.04","3","3.13","0","0","0","0","93","96.88","93","96.88","93","96.88","93","96.88","0","0","93","96.88","93","96.88",,,,,"
,  
(38.1080658, -122.6143205)","38.1080658","-122.6143205","6024574","6024574_2014-2015"
"2013-2014","PLEASANT VALLEY ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","80","Y","7","8.75","0","0","0","0","7","8.75","0","0","0","0","73","91.25","73","91.25","73","91.25","73","91.25","0","0","73","91.25","73","91.25",,,,,"
,  
(38.1080658, -122.6143205)","38.1080658","-122.6143205","6024574","6024574_2013-2014"
"2018-2019","RANCHO ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","63","Y",,,,,,,,,,,"0","0","61","97",,"98",,"98","61","97","2","3","58","92",,"98","3","5",,,"
,  
(38.0947296, -122.5715592)","38.0947296","-122.5715592","6024582","6024582_2018-2019"
"2017-2018","RANCHO ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","62","Y",,,,,,,,,,,"0","0",,"98",,"98",,"98",,"98","0","0","60","97",,"98",,,"0","0","
,  
(38.0947296, -122.5715592)","38.0947296","-122.5715592","6024582","6024582_2017-2018"
"2016-2017","RANCHO ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","57","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0947296, -122.5715592)","38.0947296","-122.5715592","6024582","6024582_2016-2017"
"2015-2016","RANCHO ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","55","Y","1","1.82","1","1.82",,,"1","1.82","0","0","0","0","53","96.36","53","96.36","53","96.36","53","96.36","1","1.82","53","96.36","53","96.36","0","0",,,"
,  
(38.0947296, -122.5715592)","38.0947296","-122.5715592","6024582","6024582_2015-2016"
"2014-2015","RANCHO ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","77","Y","0","0","0","0","0","0","0","0","0","0","7","9.09","71","92.21","77","100","72","93.51","74","96.1","0","0","70","90.91","77","100",,,,,"
,  
(38.0947296, -122.5715592)","38.0947296","-122.5715592","6024582","6024582_2014-2015"
"2013-2014","RANCHO ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","82","Y","0","0","0","0","0","0","0","0","0","0","11","13.41","76","92.68","79","96.34","78","95.12","77","93.9","0","0","71","86.59","81","98.78",,,,,"
,  
(38.0947296, -122.5715592)","38.0947296","-122.5715592","6024582","6024582_2013-2014"
"2018-2019","REED ELEMENTARY","TIBURON","PUBLIC","REED UNION ELEMENTARY","132","Y",,,,,,,,,,,"3","2","129","98","126","95","128","97","129","98","4","3","125","95","128","97",,,,,"
,  
(37.8812821, -122.4647266)","37.8812821","-122.4647266","6024657","6024657_2018-2019"
"2017-2018","REED ELEMENTARY","TIBURON","PUBLIC","REED UNION ELEMENTARY","97","Y",,,,,,,,,,,"3","3",,"98",,"98",,"98",,"98","0","0","94","97",,"98",,,"0","0","
,  
(37.8812821, -122.4647266)","37.8812821","-122.4647266","6024657","6024657_2017-2018"
"2016-2017","REED ELEMENTARY","TIBURON","PUBLIC","REED UNION ELEMENTARY","134","Y","0","0",,,,,"0","0",,,"3","2",,,,,,,,,"1","1","130","97",,,"0","0","0","0","
,  
(37.8812821, -122.4647266)","37.8812821","-122.4647266","6024657","6024657_2016-2017"
"2015-2016","REED ELEMENTARY","TIBURON","PUBLIC","REED UNION ELEMENTARY","120","Y","6","5","6","5",,,"6","5","0","0","3","2.5","113","94.17","112","93.33","113","94.17","113","94.17","0","0","111","92.5","113","94.17","0","0",,,"
,  
(37.8812821, -122.4647266)","37.8812821","-122.4647266","6024657","6024657_2015-2016"
"2014-2015","REED ELEMENTARY","TIBURON","PUBLIC","REED UNION ELEMENTARY","147","Y","11","7.48","11","7.48","0","0","11","7.48","0","0","17","11.56","123","83.67","130","88.44","127","86.39","129","87.76","0","0","119","80.95","133","90.48",,,,,"
,  
(37.8812821, -122.4647266)","37.8812821","-122.4647266","6024657","6024657_2014-2015"
"2013-2014","REED ELEMENTARY","TIBURON","PUBLIC","REED UNION ELEMENTARY","175","Y","10","5.71","0","0","0","0","10","5.71","0","0","16","9.14","160","91.43","156","89.14","158","90.29","158","90.29","1","0.57","148","84.57","158","90.29",,,,,"
,  
(37.8812821, -122.4647266)","37.8812821","-122.4647266","6024657","6024657_2013-2014"
"2018-2019","ROSS ELEMENTARY","ROSS","PUBLIC","ROSS ELEMENTARY","47","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(37.9615379, -122.5581705)","37.9615379","-122.5581705","6024673","6024673_2018-2019"
"2017-2018","ROSS ELEMENTARY","ROSS","PUBLIC","ROSS ELEMENTARY","30","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,"5","
,  
(37.9615379, -122.5581705)","37.9615379","-122.5581705","6024673","6024673_2017-2018"
"2016-2017","ROSS ELEMENTARY","ROSS","PUBLIC","ROSS ELEMENTARY","27","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.9615379, -122.5581705)","37.9615379","-122.5581705","6024673","6024673_2016-2017"
"2015-2016","ROSS ELEMENTARY","ROSS","PUBLIC","ROSS ELEMENTARY","46","Y","2","4.35","2","4.35",,,"2","4.35","0","0","1","2.17","44","95.65","43","93.48","44","95.65","44","95.65","0","0","43","93.48","44","95.65","0","0",,,"
,  
(37.9615379, -122.5581705)","37.9615379","-122.5581705","6024673","6024673_2015-2016"
"2014-2015","ROSS ELEMENTARY","ROSS","PUBLIC","ROSS ELEMENTARY","38","Y","3","7.89","3","7.89","0","0","3","7.89","0","0","0","0","35","92.11","35","92.11","35","92.11","35","92.11","0","0","35","92.11","35","92.11",,,,,"
,  
(37.9615379, -122.5581705)","37.9615379","-122.5581705","6024673","6024673_2014-2015"
"2013-2014","ROSS ELEMENTARY","ROSS","PUBLIC","ROSS ELEMENTARY","49","Y","2","4.08","0","0","0","0","2","4.08","0","0","2","4.08","47","95.92","45","91.84","47","95.92","47","95.92","0","0","45","91.84","47","95.92",,,,,"
,  
(37.9615379, -122.5581705)","37.9615379","-122.5581705","6024673","6024673_2013-2014"
"2018-2019","ROSS VALLEY CHARTER","FAIRFAX","PUBLIC","SBE - Ross Valley Elementary","31","Y",,,,,,,,,,,"2","6","29","94",,"95","29","94","29","94","4","13","25","81",,"95",,,,,"
,  
(37.9897877, -122.5925325)","37.9897877","-122.5925325","135350","0135350_2018-2019"
"2017-2018","ROSS VALLEY CHARTER","FAIRFAX","PUBLIC","SBE - Ross Valley Elementary","27","Y",,,,,,,,,,,"9","33","23","85",,"95","21","78","23","85","3","11","15","56","25","93",,,"0","0","
,  
(37.9897877, -122.5925325)","37.9897877","-122.5925325","135350","0135350_2017-2018"
"2018-2019","SAINT HILARY ELEMENTARY","TIBURON","PRIVATE",,"28","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(37.8880629, -122.4743478)","37.8880629","-122.4743478","6978084","6978084_2018-2019"
"2017-2018","SAINT HILARY ELEMENTARY","TIBURON","PRIVATE",,"20","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,"5","
,  
(37.8880629, -122.4743478)","37.8880629","-122.4743478","6978084","6978084_2017-2018"
"2016-2017","SAINT HILARY ELEMENTARY","TIBURON","PRIVATE",,"24","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.8880629, -122.4743478)","37.8880629","-122.4743478","6978084","6978084_2016-2017"
"2015-2016","SAINT HILARY ELEMENTARY","TIBURON","PRIVATE",,"31","Y","0","0","0","0",,,"0","0","0","0","0","0","30","96.77","30","96.77","30","96.77","30","96.77","1","3.23","30","96.77","30","96.77","0","0",,,"
,  
(37.8880629, -122.4743478)","37.8880629","-122.4743478","6978084","6978084_2015-2016"
"2014-2015","SAINT HILARY ELEMENTARY","TIBURON","PRIVATE",,"42","Y","2","4.76","0","0","0","0","1","2.38","1","2.38","0","0","41","97.62","41","97.62","41","97.62","41","97.62","0","0","41","97.62","41","97.62",,,,,"
,  
(37.8880629, -122.4743478)","37.8880629","-122.4743478","6978084","6978084_2014-2015"
"2013-2014","SAINT HILARY ELEMENTARY","TIBURON","PRIVATE",,"26","Y","0","0","0","0","0","0","0","0","0","0","0","0","26","100","26","100","26","100","26","100","0","0","26","100","26","100",,,,,"
,  
(37.8880629, -122.4743478)","37.8880629","-122.4743478","6978084","6978084_2013-2014"
"2018-2019","SAINT ISABELLA SCHOOL","SAN RAFAEL","PRIVATE",,"21","Y",,,,,,,,,,,"4","19","18","86",,"95","19","90",,"95","1","5","16","76","19","90",,,,,"
,  
(38.0095684, -122.5547529)","38.0095684","-122.5547529","6974406","6974406_2018-2019"
"2017-2018","SAINT ISABELLA SCHOOL","SAN RAFAEL","PRIVATE",,"25","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,"5","
,  
(38.0095684, -122.5547529)","38.0095684","-122.5547529","6974406","6974406_2017-2018"
"2016-2017","SAINT ISABELLA SCHOOL","SAN RAFAEL","PRIVATE",,"12","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0095684, -122.5547529)","38.0095684","-122.5547529","6974406","6974406_2016-2017"
"2014-2015","SAINT MARKS SCHOOL","SAN RAFAEL","PRIVATE",,"39","Y","13","33.33","1","2.56","0","0","7","17.95","6","15.38","0","0","32","82.05","32","82.05","32","82.05","32","82.05","0","0","32","82.05","32","82.05",,,,,"
,  
(38.0066773, -122.5553937)","38.0066773","-122.5553937","6911184","6911184_2014-2015"
"2013-2014","SAINT MARKS SCHOOL","SAN RAFAEL","PRIVATE",,"42","Y","8","19.05","0","0","0","0","8","19.05","0","0","0","0","34","80.95","34","80.95","34","80.95","34","80.95","0","0","34","80.95","34","80.95",,,,,"
,  
(38.0066773, -122.5553937)","38.0066773","-122.5553937","6911184","6911184_2013-2014"
"2018-2019","SAINT RAPHAEL ELEMENTARY","SAN RAFAEL","PRIVATE",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.974354, -122.5274683)","37.974354","-122.5274683","6974414","6974414_2018-2019"
"2017-2018","SAINT RAPHAEL ELEMENTARY","SAN RAFAEL","PRIVATE",,"25","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,"5","
,  
(37.974354, -122.5274683)","37.974354","-122.5274683","6974414","6974414_2017-2018"
"2016-2017","SAINT RAPHAEL ELEMENTARY","SAN RAFAEL","PRIVATE",,"16","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.974354, -122.5274683)","37.974354","-122.5274683","6974414","6974414_2016-2017"
"2015-2016","SAINT RAPHAEL ELEMENTARY","SAN RAFAEL","PRIVATE",,"22","Y","0","0","0","0",,,"0","0","0","0","0","0","22","100","22","100","22","100","22","100","0","0","22","100","22","100","0","0",,,"
,  
(37.974354, -122.5274683)","37.974354","-122.5274683","6974414","6974414_2015-2016"
"2014-2015","SAINT RAPHAEL ELEMENTARY","SAN RAFAEL","PRIVATE",,"19","Y","0","0","0","0","0","0","0","0","0","0","0","0","19","100","19","100","19","100","19","100","0","0","19","100","19","100",,,,,"
,  
(37.974354, -122.5274683)","37.974354","-122.5274683","6974414","6974414_2014-2015"
"2013-2014","SAINT RAPHAEL ELEMENTARY","SAN RAFAEL","PRIVATE",,"19","Y","0","0","0","0","0","0","0","0","0","0","0","0","19","100","19","100","19","100","19","100","0","0","19","100","19","100",,,,,"
,  
(37.974354, -122.5274683)","37.974354","-122.5274683","6974414","6974414_2013-2014"
"2015-2016","SAN DOMENICO PRIMARY MIDDLE","SAN ANSELMO","PRIVATE",,"24","Y","5","20.83","5","20.83",,,"5","20.83","0","0","0","0","19","79.17","19","79.17","19","79.17","19","79.17","0","0","19","79.17","19","79.17","0","0",,,"
,  
(38.015707, -122.585535)","38.015707","-122.585535","6974448","6974448_2015-2016"
"2014-2015","SAN DOMENICO PRIMARY MIDDLE","SAN ANSELMO","PRIVATE",,"23","Y","5","21.74","5","21.74","0","0","5","21.74","0","0","3","13.04","17","73.91","15","65.22","17","73.91","18","78.26","0","0","15","65.22","18","78.26",,,,,"
,  
(38.015707, -122.585535)","38.015707","-122.585535","6974448","6974448_2014-2015"
"2018-2019","SAN DOMENICO PRIMARY / MIDDLE","SAN ANSELMO","PRIVATE",,"20","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(38.015707, -122.585535)","38.015707","-122.585535","6974448","6974448_2018-2019"
"2017-2018","SAN DOMENICO PRIMARY / MIDDLE","SAN ANSELMO","PRIVATE",,"19","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.015707, -122.585535)","38.015707","-122.585535","6974448","6974448_2017-2018"
"2016-2017","SAN DOMENICO PRIMARY / MIDDLE","SAN ANSELMO","PRIVATE",,"28","Y","0","0",,,,,"0","0",,,"4","14",,,"24","86",,,,,"0","0","24","86",,,"0","0","0","0","
,  
(38.015707, -122.585535)","38.015707","-122.585535","6974448","6974448_2016-2017"
"2013-2014","SAN DOMENICO PRIMARY / MIDDLE","SAN ANSELMO","PRIVATE",,"26","Y","6","23.08","0","0","0","0","6","23.08","0","0","2","7.69","20","76.92","20","76.92","19","73.08","18","69.23","0","0","18","69.23","20","76.92",,,,,"
,  
(38.015707, -122.585535)","38.015707","-122.585535","6974448","6974448_2013-2014"
"2018-2019","SAN GERONIMO VALLEY ELEMENTARY","SAN GERONIMO","PUBLIC","LAGUNITAS ELEMENTARY","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0177776, -122.6754399)","38.0177776","-122.6754399","6024343","6024343_2018-2019"
"2017-2018","SAN GERONIMO VALLEY ELEMENTARY","SAN GERONIMO","PUBLIC","LAGUNITAS ELEMENTARY","11","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0177776, -122.6754399)","38.0177776","-122.6754399","6024343","6024343_2017-2018"
"2016-2017","SAN GERONIMO VALLEY ELEMENTARY","SAN GERONIMO","PUBLIC","LAGUNITAS ELEMENTARY","13","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(38.0177776, -122.6754399)","38.0177776","-122.6754399","6024343","6024343_2016-2017"
"2015-2016","SAN GERONIMO VALLEY ELEMENTARY","SAN GERONIMO","PUBLIC","LAGUNITAS ELEMENTARY","17","Y","0","0","0","0",,,"0","0","0","0","1","5.88","17","100","16","94.12","17","100","17","100","0","0","16","94.12","17","100","0","0",,,"
,  
(38.0177776, -122.6754399)","38.0177776","-122.6754399","6024343","6024343_2015-2016"
"2014-2015","SAN GERONIMO VALLEY ELEMENTARY","SAN GERONIMO","PUBLIC","LAGUNITAS ELEMENTARY","19","Y","11","57.89","11","57.89","0","0","11","57.89","0","0","5","26.32","7","36.84","6","31.58","5","26.32","7","36.84","0","0","3","15.79","8","42.11",,,,,"
,  
(38.0177776, -122.6754399)","38.0177776","-122.6754399","6024343","6024343_2014-2015"
"2013-2014","SAN GERONIMO VALLEY ELEMENTARY","SAN GERONIMO","PUBLIC","LAGUNITAS ELEMENTARY","19","Y","15","78.95","0","0","0","0","15","78.95","0","0","1","5.26","4","21.05","3","15.79","4","21.05","3","15.79","0","0","3","15.79","4","21.05",,,,,"
,  
(38.0177776, -122.6754399)","38.0177776","-122.6754399","6024343","6024343_2013-2014"
"2018-2019","SAN PEDRO ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","104","Y",,,,,,,,,,,"6","6","101","97","100","96","102","98","100","96","0","0","98","94",,"99",,,,,"
,  
(37.9743705, -122.4895328)","37.9743705","-122.4895328","6024830","6024830_2018-2019"
"2017-2018","SAN PEDRO ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","112","Y",,,,,,,,,,,"2","2","110","98","110","98",,"99","109","97","1","1","109","97",,"99",,,"0","0","
,  
(37.9743705, -122.4895328)","37.9743705","-122.4895328","6024830","6024830_2017-2018"
"2016-2017","SAN PEDRO ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","108","Y","0","0",,,,,"0","0",,,"3","3","106","98","106","98",,,,,"0","0","105","97",,,"0","0","0","0","
,  
(37.9743705, -122.4895328)","37.9743705","-122.4895328","6024830","6024830_2016-2017"
"2015-2016","SAN PEDRO ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","91","Y","0","0","0","0",,,"0","0","0","0","3","3.3","90","98.9","90","98.9","89","97.8","90","98.9","0","0","88","96.7","91","100","0","0",,,"
,  
(37.9743705, -122.4895328)","37.9743705","-122.4895328","6024830","6024830_2015-2016"
"2014-2015","SAN PEDRO ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","119","Y","0","0","0","0","0","0","0","0","0","0","15","12.61","107","89.92","115","96.64","110","92.44","110","92.44","0","0","104","87.39","118","99.16",,,,,"
,  
(37.9743705, -122.4895328)","37.9743705","-122.4895328","6024830","6024830_2014-2015"
"2013-2014","SAN PEDRO ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","113","Y","1","0.88","0","0","0","0","1","0.88","0","0","18","15.93","98","86.73","105","92.92","97","85.84","101","89.38","0","0","94","83.19","107","94.69",,,,,"
,  
(37.9743705, -122.4895328)","37.9743705","-122.4895328","6024830","6024830_2013-2014"
"2018-2019","SAN RAMON ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","95","Y",,,,,,,,,,,,"2",,"98",,"98",,"98",,"98",,"2",,"98",,"98",,,,,"
,  
(38.1194514, -122.6053553)","38.1194514","-122.6053553","6024590","6024590_2018-2019"
"2017-2018","SAN RAMON ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","97","Y",,,,,,,,,,,"2","2",,"98","94","97",,"98",,"98","1","1","94","97",,"98",,,"0","0","
,  
(38.1194514, -122.6053553)","38.1194514","-122.6053553","6024590","6024590_2017-2018"
"2016-2017","SAN RAMON ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","85","Y","0","0",,,,,"0","0",,,"5","6","80","94","78","92","81","95","80","94","3","4","77","91","80","94","0","0","0","0","
,  
(38.1194514, -122.6053553)","38.1194514","-122.6053553","6024590","6024590_2016-2017"
"2015-2016","SAN RAMON ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","105","Y","1","0.95","1","0.95",,,"1","0.95","0","0","0","0","104","99.05","104","99.05","104","99.05","104","99.05","0","0","104","99.05","104","99.05","0","0",,,"
,  
(38.1194514, -122.6053553)","38.1194514","-122.6053553","6024590","6024590_2015-2016"
"2014-2015","SAN RAMON ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","85","Y","1","1.18","1","1.18","0","0","1","1.18","0","0","3","3.53","83","97.65","83","97.65","82","96.47","82","96.47","0","0","81","95.29","83","97.65",,,,,"
,  
(38.1194514, -122.6053553)","38.1194514","-122.6053553","6024590","6024590_2014-2015"
"2013-2014","SAN RAMON ELEMENTARY","NOVATO","PUBLIC","NOVATO UNIFIED","80","Y","3","3.75","0","0","0","0","3","3.75","0","0","3","3.75","76","95","77","96.25","75","93.75","76","95","0","0","74","92.5","77","96.25",,,,,"
,  
(38.1194514, -122.6053553)","38.1194514","-122.6053553","6024590","6024590_2013-2014"
"2018-2019","SHORT ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","21","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,,"
,  
(37.9676359, -122.5355188)","37.9676359","-122.5355188","121517","0121517_2018-2019"
"2017-2018","SHORT ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","24","Y",,,,,,,,,,,,"5",,"95",,"95",,"95",,"95",,"5",,"95",,"95",,,,"5","
,  
(37.9676359, -122.5355188)","37.9676359","-122.5355188","121517","0121517_2017-2018"
"2016-2017","SHORT ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","24","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,  
(37.9676359, -122.5355188)","37.9676359","-122.5355188","121517","121517_2016-2017"
"2015-2016","SHORT ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","47","Y","1","2.13","1","2.13",,,"1","2.13","0","0","9","19.15","39","82.98","44","93.62","43","91.49","43","91.49","0","0","37","78.72","44","93.62","0","0",,,"
,  
(37.9676359, -122.5355188)","37.9676359","-122.5355188","121517","121517_2015-2016"
"2014-2015","SHORT ELEMENTARY","SAN RAFAEL","PUBLIC","SAN RAFAEL CITY ELEMENTARY","39","Y","0","0","0","0","0","0","0","0","0","0","11","28.21","31","79.49","36","92.31","32","82.05","34","87.18","0","0","28","71.79","36","92.31",,,,,"
,  
(37.9676359, -122.5355188)","37.9676359","-122.5355188","121517","121517_2014-2015"
