"defendant_identifier","number_text_notifications","court_date_time","crime_type","age_range","gender","ethnicity","message_type","defendant_appeared","unique_id"
"50245","2","2022-07-27T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Order To Appear","Appeared","50245_0727229"
"113553","1","2022-07-27T09:30:00.000","Misdemeanor","25 to 34","M","Black","Regular","Appeared","113553_0727229"
"108011","1","2022-07-27T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","108011_0727229"
"94770","1","2022-07-27T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","94770_0727229"
"97586","1","2022-07-27T09:30:00.000","Misdemeanor","45 to 54","F","Black","Regular","Appeared","97586_0727229"
"102923","1","2022-07-27T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","102923_0727229"
"15795","2","2022-07-27T09:00:00.000","Misdemeanor","45 to 54","F","Black","Order To Appear","Appeared","15795_0727229"
"107283","1","2022-07-27T09:00:00.000","Felony","45 to 54","F","Black","Order To Appear","Appeared","107283_0727229"
"70284","1","2022-07-27T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","70284_0727229"
"111208","1","2022-07-27T09:00:00.000","Felony","18 to 24","M","Hispanic","Regular","Appeared","111208_0727229"
"113110","1","2022-07-27T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","113110_0727229"
"102546","1","2022-07-27T09:00:00.000","Felony","18 to 24","M","Hispanic","Regular","Appeared","102546_0727229"
"109712","1","2022-07-27T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","109712_0727229"
"104892","1","2022-07-27T09:00:00.000","Felony","45 to 54","M","Hispanic","Order To Appear","Appeared","104892_0727229"
"112494","2","2022-07-26T13:30:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","112494_07262213"
"16053","2","2022-07-26T13:30:00.000","Felony","65 or older","M","White","Order To Appear","Appeared","16053_07262213"
"86016","2","2022-07-26T13:30:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","86016_07262213"
"12833","2","2022-07-26T13:30:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","12833_07262213"
"113840","2","2022-07-26T13:30:00.000","Felony","35 to 44","F","White","Order To Appear","Appeared","113840_07262213"
"27370","2","2022-07-26T13:30:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","27370_07262213"
"20146","2","2022-07-26T13:30:00.000","Felony","45 to 54","F","White","Order To Appear","Appeared","20146_07262213"
"99456","2","2022-07-26T13:30:00.000","Misdemeanor","55 to 64","M","White","Order To Appear","Appeared","99456_07262213"
"104829","2","2022-07-26T09:00:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","104829_0726229"
"37115","2","2022-07-26T09:00:00.000","Felony","35 to 44","M","Black","Order To Appear","Appeared","37115_0726229"
"109871","2","2022-07-26T09:00:00.000","Misdemeanor","35 to 44","F","Hispanic","Dept 66 with Order","Appeared","109871_0726229"
"99337","2","2022-07-26T09:00:00.000","Felony","25 to 34","M","Hispanic","Regular","Appeared","99337_0726229"
"83870","2","2022-07-25T14:30:00.000","Misdemeanor","25 to 34","M","Black","Order To Appear","Appeared","83870_07252214"
"112308","2","2022-07-25T09:30:00.000","Misdemeanor","25 to 34","F","White","Regular","Appeared","112308_0725229"
"113585","2","2022-07-25T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Regular","Appeared","113585_0725229"
"26229","2","2022-07-25T09:30:00.000","Misdemeanor","65 or older","F","Black","Regular","Appeared","26229_0725229"
"102379","2","2022-07-25T09:30:00.000","Misdemeanor","35 to 44","M","Unknown","Order To Appear","Appeared","102379_0725229"
"89350","2","2022-07-25T09:30:00.000","Misdemeanor","45 to 54","M","Hispanic","Regular","Appeared","89350_0725229"
"112936","2","2022-07-25T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","112936_0725229"
"98785","2","2022-07-25T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","98785_0725229"
"107608","2","2022-07-25T09:30:00.000","Misdemeanor","25 to 34","M",,"Regular","Appeared","107608_0725229"
"107429","1","2022-07-25T09:00:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","107429_0725229"
"46384","2","2022-07-25T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","46384_0725229"
"94726","2","2022-07-25T09:00:00.000","Felony","25 to 34","F","Hispanic","Order To Appear","Did not Appear","94726_0725229"
"114230","4","2022-07-25T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Did not Appear","114230_0725229"
"78143","2","2022-07-25T09:00:00.000","Misdemeanor","35 to 44","M","Black","Order To Appear","Appeared","78143_0725229"
"81705","2","2022-07-25T09:00:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","81705_0725229"
"111327","2","2022-07-25T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","111327_0725229"
"114210","2","2022-07-25T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","114210_0725229"
"113970","2","2022-07-25T09:00:00.000","Misdemeanor","25 to 34","F",,"Order To Appear","Appeared","113970_0725229"
"114415","2","2022-07-25T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","114415_0725229"
"92671","2","2022-07-25T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","92671_0725229"
"111670","2","2022-07-25T09:00:00.000","Felony","55 to 64","F",,"Order To Appear","Appeared","111670_0725229"
"115697","2","2022-07-25T09:00:00.000","Felony","55 to 64","M","Black","Order To Appear","Appeared","115697_0725229"
"102410","1","2022-07-25T09:00:00.000","Felony","45 to 54","M","White","Regular","Appeared","102410_0725229"
"106723","2","2022-07-25T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","106723_0725229"
"115028","1","2022-07-25T09:00:00.000","Felony","45 to 54","M","Black","Regular","Appeared","115028_0725229"
"115227","2","2022-07-25T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","115227_0725229"
"114705","2","2022-07-25T09:00:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","114705_0725229"
"111611","2","2022-07-22T09:30:00.000","Misdemeanor","18 to 24","F","White","Regular","Appeared","111611_0722229"
"99030","2","2022-07-22T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Appeared","99030_0722229"
"106219","2","2022-07-22T09:30:00.000","Misdemeanor","18 to 24","F","White","Order To Appear","Appeared","106219_0722229"
"102379","1","2022-07-22T09:30:00.000","Misdemeanor","35 to 44","M","Unknown","Regular","Appeared","102379_0722229"
"113603","2","2022-07-22T09:30:00.000","Misdemeanor","25 to 34","F","Black","Regular","Appeared","113603_0722229"
"107429","2","2022-07-22T09:00:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","107429_0722229"
"43603","2","2022-07-22T09:00:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","43603_0722229"
"26161","2","2022-07-22T09:00:00.000","Misdemeanor","45 to 54","M","White","Order To Appear","Appeared","26161_0722229"
"81705","1","2022-07-22T09:00:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","81705_0722229"
"96693","1","2022-07-22T09:00:00.000","Felony","25 to 34","M","Black","Regular","Appeared","96693_0722229"
"108392","2","2022-07-22T09:00:00.000","Misdemeanor","35 to 44","M","Hispanic","Order To Appear","Appeared","108392_0722229"
"108042","2","2022-07-22T09:00:00.000","Misdemeanor","25 to 34","F","White","Order To Appear","Appeared","108042_0722229"
"109068","2","2022-07-22T09:00:00.000","Felony","35 to 44","F","Black","Order To Appear","Appeared","109068_0722229"
"88514","2","2022-07-22T09:00:00.000","Felony","25 to 34","F","Hispanic","Order To Appear","Appeared","88514_0722229"
"110479","1","2022-07-22T09:00:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","110479_0722229"
"106424","1","2022-07-21T15:00:00.000","Felony","55 to 64","F","White","Regular","Appeared","106424_07212215"
"108873","2","2022-07-21T14:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","108873_07212214"
"112650","2","2022-07-21T14:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","112650_07212214"
"114559","2","2022-07-21T13:30:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","114559_07212213"
"102342","2","2022-07-21T09:30:00.000","Misdemeanor","25 to 34","F","White","Order To Appear","Did not Appear","102342_0721229"
"282","2","2022-07-21T09:00:00.000","Felony","45 to 54","F","White","Order To Appear","Appeared","282_0721229"
"88514","2","2022-07-21T09:00:00.000","Felony","25 to 34","F","Hispanic","Regular","Appeared","88514_0721229"
"9010","2","2022-07-21T09:00:00.000","Felony","35 to 44","M","Black","Order To Appear","Appeared","9010_0721229"
"87627","1","2022-07-21T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","87627_0721229"
"114970","2","2022-07-21T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","114970_0721229"
"107429","2","2022-07-20T14:30:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","107429_07202214"
"108042","2","2022-07-20T14:30:00.000","Misdemeanor","25 to 34","F","White","Order To Appear","Appeared","108042_07202214"
"110479","2","2022-07-20T14:30:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","110479_07202214"
"12824","2","2022-07-20T13:30:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","12824_07202213"
"114239","2","2022-07-20T13:30:00.000","Felony","18 to 24","M","Black","Order To Appear","Appeared","114239_07202213"
"113231","2","2022-07-20T13:30:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","113231_07202213"
"44894","2","2022-07-20T09:30:00.000","Misdemeanor","35 to 44","M","Black","Order To Appear","Appeared","44894_0720229"
"106537","2","2022-07-20T09:00:00.000","Felony","18 to 24","M","Black","Order To Appear","Appeared","106537_0720229"
"6134","2","2022-07-20T09:00:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","6134_0720229"
"107645","2","2022-07-20T09:00:00.000","Felony","25 to 34","M",,"Order To Appear","Appeared","107645_0720229"
"111208","2","2022-07-20T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Did not Appear","111208_0720229"
"115071","1","2022-07-20T09:00:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","115071_0720229"
"14926","2","2022-07-20T09:00:00.000","Felony","55 to 64","F","Black","Order To Appear","Appeared","14926_0720229"
"113110","2","2022-07-20T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","113110_0720229"
"97879","2","2022-07-20T08:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Did not Appear","97879_0720228"
"108041","2","2022-07-19T15:00:00.000","Felony","55 to 64","F","White","Order To Appear","Appeared","108041_07192215"
"111920","2","2022-07-19T15:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","111920_07192215"
"29952","2","2022-07-19T15:00:00.000","Misdemeanor","55 to 64","M","White","Order To Appear","Appeared","29952_07192215"
"110366","2","2022-07-19T15:00:00.000","Misdemeanor","55 to 64","M","Black","Order To Appear","Appeared","110366_07192215"
"114029","2","2022-07-19T15:00:00.000","Felony","45 to 54","M","White","Order To Appear","Appeared","114029_07192215"
"95886","2","2022-07-19T15:00:00.000","Felony","35 to 44","M","White","Order To Appear","Did not Appear","95886_07192215"
"110247","2","2022-07-19T13:30:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","110247_07192213"
"108268","2","2022-07-19T13:30:00.000","Felony","35 to 44","M","Black","Order To Appear","Appeared","108268_07192213"
"37115","2","2022-07-19T13:30:00.000","Felony","35 to 44","M","Black","Order To Appear","Appeared","37115_07192213"
"103063","2","2022-07-19T09:30:00.000","Misdemeanor","25 to 34","F","Black","Regular","Appeared","103063_0719229"
"115209","2","2022-07-19T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","115209_0719229"
"113205","2","2022-07-19T09:00:00.000","Felony","35 to 44","F","Hispanic","Order To Appear","Appeared","113205_0719229"
"109712","2","2022-07-19T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","109712_0719229"
"115520","2","2022-07-19T09:00:00.000","Felony","35 to 44","F","Black","Order To Appear","Appeared","115520_0719229"
"95077","2","2022-07-19T09:00:00.000","Felony","65 or older","M","Black","Regular","Appeared","95077_0719229"
"109195","2","2022-07-19T09:00:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","109195_0719229"
"112257","2","2022-07-19T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","112257_0719229"
"28591","2","2022-07-18T13:30:00.000","Misdemeanor","45 to 54","M","Hispanic","Order To Appear","Appeared","28591_07182213"
"99894","2","2022-07-18T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","99894_0718229"
"112445","1","2022-07-18T09:30:00.000","Misdemeanor","18 to 24","F","Hispanic","Regular","Appeared","112445_0718229"
"95809","2","2022-07-18T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","95809_0718229"
"109338","2","2022-07-18T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Appeared","109338_0718229"
"112922","1","2022-07-18T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","112922_0718229"
"110547","2","2022-07-18T09:30:00.000","Misdemeanor","35 to 44","M","Black","Regular","Appeared","110547_0718229"
"115249","1","2022-07-18T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","115249_0718229"
"8818","2","2022-07-18T09:00:00.000","Misdemeanor","65 or older","M","Black","Order To Appear","Appeared","8818_0718229"
"113781","1","2022-07-18T09:00:00.000","Felony","18 to 24","F","Black","Order To Appear","Appeared","113781_0718229"
"115071","1","2022-07-18T09:00:00.000","Felony","25 to 34","M","Hispanic","Regular","Appeared","115071_0718229"
"115066","1","2022-07-18T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","115066_0718229"
"78718","1","2022-07-18T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","78718_0718229"
"115697","1","2022-07-18T09:00:00.000","Felony","55 to 64","M","Black","Regular","Appeared","115697_0718229"
"42292","2","2022-07-18T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","42292_0718229"
"109326","2","2022-07-18T09:00:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Appeared","109326_0718229"
"112928","1","2022-07-18T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","112928_0718229"
"97022","2","2022-07-18T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","97022_0718229"
"115248","1","2022-07-18T09:00:00.000","Felony","18 to 24","F","Hispanic","Order To Appear","Appeared","115248_0718229"
"85965","1","2022-07-15T09:30:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","85965_0715229"
"81386","1","2022-07-15T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Regular","Appeared","81386_0715229"
"105071","1","2022-07-15T09:30:00.000","Misdemeanor","55 to 64","M","Black","Regular","Appeared","105071_0715229"
"17846","1","2022-07-15T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","17846_0715229"
"68479","1","2022-07-15T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","68479_0715229"
"107873","1","2022-07-15T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","107873_0715229"
"109608","1","2022-07-15T09:30:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","109608_0715229"
"78718","1","2022-07-15T09:00:00.000","Felony","35 to 44","M","Hispanic","Regular","Appeared","78718_0715229"
"111787","2","2022-07-14T14:30:00.000","Misdemeanor","18 to 24","M",,"Regular","Appeared","111787_07142214"
"111992","2","2022-07-14T14:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","111992_07142214"
"112121","2","2022-07-14T14:30:00.000","Misdemeanor","55 to 64","M","White","Regular","Appeared","112121_07142214"
"112830","2","2022-07-14T14:30:00.000","Felony","18 to 24","M","White","Regular","Appeared","112830_07142214"
"112013","2","2022-07-14T09:30:00.000","Misdemeanor","55 to 64","M",,"Regular","Appeared","112013_0714229"
"113201","2","2022-07-14T09:30:00.000","Misdemeanor","Under 18","M","White","Regular","Appeared","113201_0714229"
"113219","2","2022-07-14T09:30:00.000","Misdemeanor","25 to 34","F","Black","Order To Appear","Appeared","113219_0714229"
"111800","2","2022-07-14T09:30:00.000","Misdemeanor","35 to 44","F",,"Regular","Appeared","111800_0714229"
"17539","2","2022-07-14T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","17539_0714229"
"78386","1","2022-07-14T09:30:00.000","Misdemeanor","65 or older","M","White","Regular","Appeared","78386_0714229"
"107873","2","2022-07-14T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","107873_0714229"
"109673","2","2022-07-14T09:30:00.000","Misdemeanor","25 to 34","M","Black","Regular","Appeared","109673_0714229"
"37057","2","2022-07-14T09:30:00.000","Misdemeanor","45 to 54","F","Black","Regular","Appeared","37057_0714229"
"112329","2","2022-07-14T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","112329_0714229"
"87627","2","2022-07-14T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","87627_0714229"
"1864","2","2022-07-14T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","1864_0714229"
"282","1","2022-07-14T09:00:00.000","Felony","45 to 54","F","White","Order To Appear","Appeared","282_0714229"
"110429","2","2022-07-13T14:30:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","110429_07132214"
"111582","2","2022-07-13T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","111582_0713229"
"1956","2","2022-07-13T09:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","1956_0713229"
"108042","2","2022-07-13T09:30:00.000","Misdemeanor","25 to 34","F","White","Regular","Appeared","108042_0713229"
"22630","1","2022-07-13T09:00:00.000","Felony","45 to 54","F","White","Order To Appear","Appeared","22630_0713229"
"109878","1","2022-07-13T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","109878_0713229"
"110945","2","2022-07-13T09:00:00.000","Felony","45 to 54","F","White","Order To Appear","Appeared","110945_0713229"
"15795","2","2022-07-13T09:00:00.000","Misdemeanor","45 to 54","F","Black","Order To Appear","Appeared","15795_0713229"
"109871","2","2022-07-13T09:00:00.000","Misdemeanor","35 to 44","F","Hispanic","Dept 66 with Order","Appeared","109871_0713229"
"111512","2","2022-07-13T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","111512_0713229"
"107283","2","2022-07-13T09:00:00.000","Felony","45 to 54","F","Black","Order To Appear","Appeared","107283_0713229"
"110944","2","2022-07-13T09:00:00.000","Felony","45 to 54","F","White","Order To Appear","Appeared","110944_0713229"
"107485","1","2022-07-13T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","107485_0713229"
"99373","2","2022-07-13T09:00:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Appeared","99373_0713229"
"110092","2","2022-07-13T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","110092_0713229"
"102546","2","2022-07-13T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","102546_0713229"
"78143","2","2022-07-12T13:30:00.000","Felony","35 to 44","M","Black","Order To Appear","Did not Appear","78143_07122213"
"113840","2","2022-07-12T13:30:00.000","Felony","35 to 44","F","White","Order To Appear","Appeared","113840_07122213"
"12833","2","2022-07-12T13:30:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","12833_07122213"
"109987","2","2022-07-12T13:30:00.000","Felony","25 to 34","M","White","Regular","Appeared","109987_07122213"
"113149","2","2022-07-12T13:30:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","113149_07122213"
"86016","2","2022-07-12T13:30:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","86016_07122213"
"109871","2","2022-07-12T09:30:00.000","Misdemeanor","35 to 44","F","Hispanic","Regular","Appeared","109871_0712229"
"43848","2","2022-07-12T09:30:00.000","Misdemeanor","55 to 64","F","White","Order To Appear","Appeared","43848_0712229"
"93155","2","2022-07-12T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","93155_0712229"
"51962","2","2022-07-12T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","51962_0712229"
"113970","2","2022-07-12T09:00:00.000","Misdemeanor","25 to 34","F",,"Order To Appear","Appeared","113970_0712229"
"115066","2","2022-07-12T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","115066_0712229"
"97463","2","2022-07-12T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","97463_0712229"
"113150","2","2022-07-12T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","113150_0712229"
"92671","2","2022-07-11T15:30:00.000","Felony","35 to 44","M","Hispanic","Regular","Appeared","92671_07112215"
"28591","2","2022-07-11T13:30:00.000","Felony","45 to 54","M","Hispanic","Order To Appear","Appeared","28591_07112213"
"88268","2","2022-07-11T13:30:00.000","Felony","25 to 34","M","White","Order To Appear","Did not Appear","88268_07112213"
"102182","2","2022-07-11T13:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Order To Appear","Appeared","102182_07112213"
"19649","2","2022-07-11T13:00:00.000","Felony","55 to 64","M","Black","Regular","Appeared","19649_07112213"
"112632","2","2022-07-11T09:30:00.000","Misdemeanor","45 to 54","M","Hispanic","Regular","Appeared","112632_0711229"
"111089","2","2022-07-11T09:30:00.000","Misdemeanor","65 or older","M","White","Regular","Appeared","111089_0711229"
"109952","2","2022-07-11T09:30:00.000","Misdemeanor","18 to 24","F","Hispanic","Regular","Appeared","109952_0711229"
"10465","2","2022-07-11T09:30:00.000","Misdemeanor","55 to 64","F","Black","Order To Appear","Appeared","10465_0711229"
"108653","2","2022-07-11T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","108653_0711229"
"94770","2","2022-07-11T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","94770_0711229"
"76249","3","2022-07-11T09:00:00.000","Misdemeanor","45 to 54","F","White","Dept 66 with Order","Appeared","76249_0711229"
"113150","2","2022-07-11T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","113150_0711229"
"104829","2","2022-07-11T09:00:00.000","Felony","25 to 34","M","Hispanic","Regular","Appeared","104829_0711229"
"94726","2","2022-07-11T09:00:00.000","Felony","25 to 34","F","Hispanic","Regular","Appeared","94726_0711229"
"78386","2","2022-07-11T09:00:00.000","Misdemeanor","65 or older","M","White","Regular","Appeared","78386_0711229"
"71878","2","2022-07-11T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","71878_0711229"
"105955","1","2022-07-11T09:00:00.000","Felony","35 to 44","M","White","Regular","Appeared","105955_0711229"
"22630","2","2022-07-11T09:00:00.000","Misdemeanor","45 to 54","F","White","Order To Appear","Appeared","22630_0711229"
"115066","2","2022-07-11T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","115066_0711229"
"90261","2","2022-07-11T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","90261_0711229"
"15174","2","2022-07-11T09:00:00.000","Felony","55 to 64","F","Black","Order To Appear","Appeared","15174_0711229"
"14915","2","2022-07-11T09:00:00.000","Felony","45 to 54","M","White","Regular","Appeared","14915_0711229"
"114484","2","2022-07-11T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","114484_0711229"
"5988","2","2022-07-11T09:00:00.000","Felony","45 to 54","M","Black","Order To Appear","Appeared","5988_0711229"
"78718","2","2022-07-11T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","78718_0711229"
"109878","1","2022-07-11T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","109878_0711229"
"114290","2","2022-07-11T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","114290_0711229"
"113006","2","2022-07-08T09:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","113006_0708229"
"112367","2","2022-07-08T09:30:00.000","Misdemeanor","25 to 34","M","Black","Regular","Did not Appear","112367_0708229"
"102379","2","2022-07-08T09:30:00.000","Misdemeanor","35 to 44","M","Unknown","Regular","Appeared","102379_0708229"
"108407","2","2022-07-08T09:30:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","108407_0708229"
"110703","2","2022-07-08T09:30:00.000","Misdemeanor","25 to 34","M",,"Regular","Appeared","110703_0708229"
"77623","2","2022-07-08T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","77623_0708229"
"109986","1","2022-07-08T09:00:00.000","Felony","25 to 34","F","Hispanic","Regular","Appeared","109986_0708229"
"110823","1","2022-07-08T09:00:00.000","Misdemeanor","25 to 34","M","Black","Order To Appear","Appeared","110823_0708229"
"51500","2","2022-07-08T09:00:00.000","Felony","25 to 34","M","White","Regular","Appeared","51500_0708229"
"14926","2","2022-07-08T09:00:00.000","Felony","55 to 64","F","Black","Order To Appear","Appeared","14926_0708229"
"92682","2","2022-07-08T09:00:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","92682_0708229"
"112135","2","2022-07-07T14:30:00.000","Misdemeanor","18 to 24","M","Black","Regular","Appeared","112135_07072214"
"111992","2","2022-07-07T14:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","111992_07072214"
"97028","2","2022-07-07T14:30:00.000","Misdemeanor","65 or older","M","Black","Regular","Appeared","97028_07072214"
"111645","2","2022-07-07T14:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","111645_07072214"
"93224","2","2022-07-07T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","93224_0707229"
"113219","2","2022-07-07T09:30:00.000","Misdemeanor","25 to 34","F","Black","Order To Appear","Appeared","113219_0707229"
"111573","2","2022-07-07T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Regular","Appeared","111573_0707229"
"112939","2","2022-07-07T09:30:00.000","Misdemeanor","55 to 64","M","Hispanic","Regular","Appeared","112939_0707229"
"115548","2","2022-07-07T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","115548_0707229"
"4713","2","2022-07-07T09:00:00.000","Felony","35 to 44","M",,"Order To Appear","Appeared","4713_0707229"
"9485","1","2022-07-07T09:00:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","9485_0707229"
"106723","2","2022-07-07T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","106723_0707229"
"109712","2","2022-07-07T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","109712_0707229"
"111933","2","2022-07-07T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","111933_0707229"
"110823","2","2022-07-06T14:30:00.000","Misdemeanor","25 to 34","M","Black","Order To Appear","Did not Appear","110823_07062214"
"110269","2","2022-07-06T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Regular","Appeared","110269_0706229"
"112117","2","2022-07-06T09:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","112117_0706229"
"43848","2","2022-07-06T09:30:00.000","Felony","55 to 64","F","White","Regular","Appeared","43848_0706229"
