"q908whatistherespondents","q907whatistheparticipants","q913consentformiamnowgo","q947imgoingtoreadyoual","q951imgoingtoreadyoual","q1183_1governmentcensusdata","q1183_2lineministrydata","q1183_3budgettransparencypo","q1183_4centralbankdata","q1183_5demographichealthsur","q1183_6worldbankworlddev","q1183_7aidtransparencyporta","q1183_8informationonaidact","q1183_9monitoringandevaluat","q1183_10peerreviewedacademi","q1183_11projectevaluationre","q1183_12developmentpolicypu","q1184_1governmentcensusdata","q1184_2lineministrydata","q1184_3budgettransparencypo","q1184_4centralbankdata","q1184_5demographichealthsur","q1184_6worldbankworlddev","q1184_7aidtransparencyporta","q1184_8informationonaidact","q1184_9monitoringandevaluat","q1184_10peerreviewedacademi","q1184_11projectevaluationre","q1184_12developmentpolicypu","q953whydoyouchoosethegov","q956whydoyouchoosethelin","q959whydoyouchoosethebud","q962whydoyouchoosethecen","q965whydoyouchoosethedem","q968whydoyouchoosethewor","q971whydoyouchoosetheaid","q1027howoftendoyouusethe","q1026howusefulistheatpfo","q980whydoyouchoosetheinf","q983whydoyouchoosemonitor","q986whydoyouchoosethepee","q989whydoyouchoosethepro","q992whydoyouchoosethedev","q995whydoyouchoosetheqi","q997whywouldyounotusethe","q998whywouldyounotusethe","q999whywouldyounotusethe","q1000whywouldyounotuseth","q1001whywouldyounotuseth","q1002whywouldyounotuseth","q1003whywouldyounotuseth","q1006whywouldyounotuse","q1007whywouldyounotuseth","q1010whywouldyounotuseth","q1011whywouldyounotuseth","q1012whywouldyounotuseth","q1014doyouuseinformationo","q1015ifyeshowoften","q1016imgoingtoreadyoua","q1017_1iati","q1017_2oecd","q1017_3aidtransparencyporta","q1017_4easttimoractionnetw","q1017_5belundatabase","q1017_6workinggroups","q1017_7inpersonconsultation","q1017_8directinformationreq","q1017_9askingacolleague","q1017_10wordofmouth","q1018howdoyouusethisinfo","q1019doyoufrequentlyusean","q1020_1rawdataonprojectfu","q1020_2rawdataonprojectlo","q1020_3rawdataonprojectlo","q1020_4qualitativeinformatio","q1020_5maps","q1020_6projectreportsandpu","q1020_7aggregatestatisticso","q1020_8aggregatestatisticso","q1020_9qid1019choicetextent","q1022haveyoupreviouslyrece","q1043doyouworkdirectlywit","q1044whendidyoulastworkw","q1045howoftendoyoutalkto","q1046whenwereyoulastina","q1052haveyoueverreceivedd","q1054whendidyoureceivethi","q1055howusefulwasthisdata","q1057haveyouevershareddat","q1058whatkindofdataorana","q1059whendidyousharethis","q1060haveyoueverprovidedf","q1062onascalefromveryli","q1065whatistherelationship","q1066doyoutalktothispers","q1067howoftendoyoutalkto","q2227doyouworkdirectlywit","q2228whendidyoulastworkw","q2229howoftendoyoutalkto","q2230whenwereyoulastina","q2231haveyoueverreceivedd","q2233whendidyoureceivethi","q2234howusefulwasthisdata","q2235haveyouevershareddat","q2237whendidyousharethis","q2238haveyoueverprovidedf","q2239onascalefromveryli","q2240whatistherelationship","q2241doyoutalktothispers","q2242howoftendoyoutalkto","q2245doyouworkdirectlywit","q2246whendidyoulastworkw","q2247howoftendoyoutalkto","q2248whenwereyoulastina","q2249haveyoueverreceivedd","q2251whendidyoureceivethi","q2252howusefulwasthisdata","q2253haveyouevershareddat","q2255whendidyousharethis","q2256haveyoueverprovidedf","q2257onascalefromveryli","q2258whatistherelationship","q2259doyoutalktothispers","q2260howoftendoyoutalkto","q2263doyouworkdirectlywit","q2264whendidyoulastworkw","q2265howoftendoyoutalkto","q2266whenwereyoulastina","q2267haveyoueverreceivedd","q2269whendidyoureceivethi","q2270howusefulwasthisdata","q2271haveyouevershareddat","q2273whendidyousharethis","q2274haveyoueverprovidedf","q2275onascalefromveryli","q2276whatistherelationship","q2277doyoutalktothispers","q2278howoftendoyoutalkto","q2281doyouworkdirectlywit","q2282whendidyoulastworkw","q2283howoftendoyoutalkto","q2284whenwereyoulastina","q2285haveyoueverreceivedd","q2287whendidyoureceivethi","q2288howusefulwasthisdata","q2289haveyouevershareddat","q2291whendidyousharethis","q2292haveyoueverprovidedf","q2293onascalefromveryli","q2294whatistherelationship","q2295doyoutalktothispers","q2296howoftendoyoutalkto","q2299doyouworkdirectlywit","q2300whendidyoulastworkw","q2301howoftendoyoutalkto","q2302whenwereyoulastina","q2303haveyoueverreceivedd","q2305whendidyoureceivethi","q2306howusefulwasthisdata","q2307haveyouevershareddat","q2309whendidyousharethis","q2310haveyoueverprovidedf","q2311onascalefromveryli","q2312whatistherelationship","q2313doyoutalktothispers","q2314howoftendoyoutalkto","q2317doyouworkdirectlywit","q2318whendidyoulastworkw","q2319howoftendoyoutalkto","q2320whenwereyoulastina","q2321haveyoueverreceivedd","q2323whendidyoureceivethi","q2324howusefulwasthisdata","q2325haveyouevershareddat","q2327whendidyousharethis","q2328haveyoueverprovidedf","q2329onascalefromveryli","q2330whatistherelationship","q2331doyoutalktothispers","q2332howoftendoyoutalkto","q2335doyouworkdirectlywit","q2336whendidyoulastworkw","q2337howoftendoyoutalkto","q2338whenwereyoulastina","q2339haveyoueverreceivedd","q2341whendidyoureceivethi","q2342howusefulwasthisdata","q2343haveyouevershareddat","q2345whendidyousharethis","q2346haveyoueverprovidedf","q2347onascalefromveryli","q2348whatistherelationship","q2349doyoutalktothispers","q2350howoftendoyoutalkto","q2353doyouworkdirectlywit","q2354whendidyoulastworkw","q2355howoftendoyoutalkto","q2356whenwereyoulastina","q2357haveyoueverreceivedd","q2359whendidyoureceivethi","q2360howusefulwasthisdata","q2361haveyouevershareddat","q2363whendidyousharethis","q2364haveyoueverprovidedf","q2365onascalefromveryli","q2366whatistherelationship","q2367doyoutalktothispers","q2368howoftendoyoutalkto","q2371doyouworkdirectlywit","q2372whendidyoulastworkw","q2373howoftendoyoutalkto","q2374whenwereyoulastina","q2375haveyoueverreceivedd","q2377whendidyoureceivethi","q2378howusefulwasthisdata","q2379haveyouevershareddat","q2381whendidyousharethis","q2382haveyoueverprovidedf","q2383onascalefromveryli","q2384whatistherelationship","q2385doyoutalktothispers","q2386howoftendoyoutalkto","q1032inyourworkinggroupq","q1033whatdatasourcesdoyou","q1034inyourworkinggroupq","q1035whatdatasourcesdoyou","q1036inyourworkinggroupq","q1037whatdatasourcesdoyou","q1038inyourworkinggroupq","q1039whatdatasourcesdoyou","q1603didyougivethecorrect","q1604wereanyotherlanguages","q1607inyourviewhowdidth","q1608didtherespondenttalk","q1320_1bobonaro","q1320_5liquica","q1320_6dili","q1320_7baucau","q1320_2mantuto","q1320_3lautem","q1320_4covalima","q1320_8ainaro","q1320_9manufahi","q1320_10viqueque","q1320_11ermera","q1320_12aileu","q1320_13oecussiambeno","q1320_14refusedtoanswer","q1322whatinformationsources","q1324whydidyouchooseatpd","q1325whydidyouchoosecensu","q1326whydidyouchoosecensu","q1327whydidyouchoosemulti","q1328whydidyouchoosedhsd","q1335ifyouweregoingtomak","q1337_1donorshavebeeneffec","q1337_2thegovernmentoftimo","q1337_3donorcoordinationhas","q1340_firstclickfirstclick","q1340_lastclicklastclick","q1340_pagesubmitpagesubmit","q1340_clickcountclickcount","q1342_firstclickfirstclick","q1342_lastclicklastclick","q1342_pagesubmitpagesubmit","q1342_clickcountclickcount","q1344_firstclickfirstclick","q1344_lastclicklastclick","q1344_pagesubmitpagesubmit","q1344_clickcountclickcount","q1346_firstclickfirstclick","q1346_lastclicklastclick","q1346_pagesubmitpagesubmit","q1346_clickcountclickcount","q1348_firstclickfirstclick","q1348_lastclicklastclick","q1348_pagesubmitpagesubmit","q1348_clickcountclickcount","q1312theministryofeducatio","q1313theministryofeducatio","language"
"774103","1","1","26","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,,,"13","13",,"13","13","13","13","13","13","13","13","13","1","4","11",,,,,,,,,,,"10","6",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","5","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"3774213","1","1","249","101114152",,,,,,,,,,,,,,,,,,,,,,,,,,"112",,,,,,,,"13","13","11","12",,,"10",,"10","10","10","10","10",,"10",,,"10","1","5","10",,,,,,,,,,,"5","2368",,"7","7",,,"5",,"7",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","17",,,,,,,"1","No","2","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"2484203","2","1","1236","1011153",,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,"13","2",,"10112",,,"10","10",,"10","10","10","10",,"10","102",,"10","2",,,,,,,,,,,,,,"9",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"1405213","2","1","235","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,"10",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"191303","2","1","134","115267",,,,,,,,,,,,,,,,,,,,,,,,,"34","12",,,,"14","34","8","1",,,,"1",,,,,"14","14","14",,,"14","14","14",,"14","2",,,,,,,,,,,,,,"467",,,,"10",,"8","10",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"2111213","1","1","12345678","11015",,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,"14",,,"14",,,,"14","14","14","14","14","14",,"14","14",,"14","1","4","13",,,,,,,,,,,,"5",,,,,"8",,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","2","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"21632213","1","1","12345789","15",,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,"5",,,,,,,,,,,,"5","57","5",,"5","5","5","9","9","9","9","1","1","78",,,,,,,,,,,"12","5",,,,,"10",,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","2","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"2304203","1","1","135","1011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","11",,,,,"9","14","13","13","14","14","14",,"3","14",,"14","2",,,,,,,,,,,,,,"11",,,,,,,,,"5","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"834213","1","1","1234678","101114161723",,,,,,,,,,,,,,,,,,,,,,,,,,"7","11",,,,,,,"123","13","34",,"1123","127","10",,,"10","10","10","10",,"10",,"10",,"1","4","107",,,,,,,,,,,"1234569","3456",,,"7","5","7","9",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1117","1","1217","1","17","1","17","1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"3201103","2","1","1345","1117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39",,,,"239","13","13","8","9","9","9","7","11","7","9","14",,"1","3","113",,,,,,,,,,,"7","7",,,,,,,"8",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","13","1","10","2","15","3","12137","1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"2004213","2","1","1478","102",,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,"11",,,,,,"105",,"10","10","10","10","10",,"10","10","10","10","1","4","11",,,,,,,,,,,"27","11",,,,,,,,,"7","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","17","1","17","2","17","3","17","1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"1511113","1","1","8","116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,"236",,,,,"123","10","123","123","123",,"13","13","123","13","13","13","1","1","108",,,,,,,,,,,"16","126","5","5",,,,"5",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"2771203","1","1","10","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111223","9","9","9","9","5","9","9","9","10","109","9","9","2",,,,,,,,,,,,,,"11",,,,,,,,,"10","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","2","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"1323203","2","1","13589","125",,,,,,,,,,,,,,,,,,,,,,,,,"2","2",,,"2",,,,,,,,,,,,,"4","1013",,"1013","13","13",,,,"13","1","3","46",,,,,,,,,,,"9","8",,,,,,,,"7",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","35","2","35",,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"1853203","2","1","267","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236",,,,,,,,,,"110","13","13","13","13",,"13","13","13","13","13","13","1","5","11",,,,,,,,,,,"1","236",,"2","8",,,"3",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"243113","1","1","78","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13","11","9","11","11","11","11","11","8","9","9","9","9","2",,,,,,,,,,,,,,"119",,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"4144204","1","1","2","11011141516234567",,,,,,,,,,,,,,,,,,,,,,,,,"1","2","4","1","3","2","4","2","1","1","1","2","1","2",,,,,,,,,,"3",,,,"2",,,,,,,,,,,,,,"11",,,,,,,,,"0","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"3814104","1","1","13589","10111415162",,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,"2","2","2","2","2",,"11134",,"1","13","12","12","12",,"13",,,,"1","5","1069",,,,,,,,,,,"3","7",,,,,,,"7",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"1523114","1","1","38","111141516256",,,,,,,,,,,,,,,,,,,,,,,,,"1138","1138",,,"11","11",,,,,"1112","11","11","11",,,,"10","10",,,"110","10","10",,,,"1","4","1011",,,,,,,,,,,"234567","12345678","7","8","9","8","9","9","7","8",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","17","1","17","1","17","1","17","1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"1025204","2","1","123","1111525",,,,,,,,,,,,,,,,,,,,,,,,,"23","34",,,"14",,,,,,"12",,"3",,,,,"14","14",,"14","14","14","14","14",,"14","1","1","104678",,,,,,,,,,,"1234569","256",,"10",,,"10","10",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","5","2","11","2","11",,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"3784214","1","1","6","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,"14","14","14","14","14","14","14","14","14","14","14","14","2",,,,,,,,,,,,,,"10",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","19","2","19",,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"4114104","1","1","234","11153",,,,,,,,,,,,,,,,,,,,,,,,,,,"23",,,,,,,,"23",,"23",,,"9","9",,"9","9","7","11","14","1","9",,"14","2",,,,,,,,,,,,,,"46",,,,"10",,"10",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","10",,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"4094104","1","1","13458","13",,,,,,,,,,,,,,,,,,,,,,,,,"118",,"118",,,,,,,,,,,,,,"14",,"14","14","14","14","14","14","14","14","14","1","5","10",,,,,,,,,,,"69","9",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"3121114","1","1","123478","11011141525",,,,,,,,,,,,,,,,,,,,,,,,,"12","117",,,"13",,,,,"117","10112","11","101127",,,,,"109","10",,"102","138",,"10",,,"1013","1","4","89",,,,,,,,,,,"123569","12467","8","9",,"8",,"9","8",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","11011121315162","1","110111213152",,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"3794204","1","1","239","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","14","14","14","14","14","14","14","14","14","14","14","14","2",,,,,,,,,,,,,,"10",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"2914204","1","1","2478","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,"14","14","14","14","14","14","14","14","14","14",,"14","2",,,,,,,,,,,,,,"56",,,,,"10","10",,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"2322214","1","1","123678","156",,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,"28","8",,,,,,,,,,,"1","1","9",,,"9","1","1","9","1","1","1","4","1046",,,,,,,,,,,"12356","134567","3",,"4","4","6","3","6",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"553104","1","1","1235678","1011153",,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,"6","7",,"10",,,"8","8",,"11","5","8","5",,"7","7",,"11","1","2","78",,,,,,,,,,,"26","12345678","8","5","8","8","10","10","5","7",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","2","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"2205214","1","1","28","110152567",,,,,,,,,,,,,,,,,,,,,,,,,"23","23",,,"23","23","23","2","1","23",,,"23",,,,,"9","9",,,,,"9","9",,"9","1","2","34678",,,,,,,,,,,"12569","13568","6",,"6",,"7","6",,"6",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"951204","1","1","24568","11011141516234567",,,,,,,,,,,,,,,,,,,,,,,,,"2","3","1","2","1","2","2","5","1","3","38","3","24","13",,,,,,,,,,"14",,,,"1","2","108",,,,,,,,,,,"1467","12345678","10","10","10","10","10","10","10","10",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1417","1","12479",,,,,"1","No","1","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
