"idnum","pais","estratopri","upm","prov","municipio","parmunicipio","parsegmento","cluster","ur","tamano","idiomaq","horainicio","fecha","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b16","b17","b37","b46","b47","b48","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","vb10","vb11","pol1","vb20","clien1","clien2","ed","q2","y1","y2","y3","haicr1","q3c","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","horafin","ti4","intid","sexi","colori","paridioq","fecha2","dig","newnro","year","weight1500"
"903","12","1204","502","1205","1209","2","7","90007","1","2","1",,"2010-01-26T00:00:00.000","2","1.0","14.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","2.0","2.0","2.0","2.0","4.0","4.0","4.0","8.0","8.0","2.0","5.0","2.0",,,"1.0","1.0","2.0","2.0","2.0","2",,,,"2","1.0","2.0","1.0","3.0","2.0","2.0","4.0","2.0","6.0","4.0","3.0","3.0","3.0","3.0","4.0","3.0","7.0","1.0","3.0","7.0","3.0","5.0","7.0","3","5.0","5.0","3","3.0","3.0","6.0","5.0","5.0","6.0","6.0","5.0","1.0","1.0","2.0","2.0","4.0","3.0","2.0","3.0","3.0","4.0","2.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","2.0","3.0","4.0","2.0","3.0","1.0","1.0","1.0","3.0","4.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0","0.0","1.0","6.0","1.0","7.0","1.0","4.0","4.0","7.0","6.0","4.0","1.0","2.0","1.0","2.0","2.0",,"2.0",,"4.0","4.0","3.0",,"13.0","36",,,,,"1.0","2.0","1.0","5.0","2.0",,,,,"2.0","3.0","2.0",,"3.0","3.0","3.0","2.0","1202.0","5.0","1.0",,,,"1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","5.0",,"3.0","2.0","2.0",,,"2.0",,,"8","9.4","43","25","1","3","2","2010-01-26T00:00:00.000","11","903","2010","0.99866844"
"904","12","1204","502","1205","1209","2","7","90007","1","2","1",,"2010-01-26T00:00:00.000","2","1.0","27.0","3.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","1.0","4.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","2.0","9.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","1","1.0","7.0","1.0","2","2.0","4.0","1.0","4.0","2.0","2.0","3.0","1.0","3.0","3.0","1.0","1.0","3.0",,"6.0","1.0","7.0","1.0","1.0","7.0","4.0","6.0","7.0","3",,"5.0","98","1.0","5.0","2.0","3.0","2.0","6.0","2.0","3.0","1.0","2.0","2.0","4.0","4.0","5.0","5.0","3.0","2.0","2.0","3.0","3.0","4.0","5.0","5.0","7.0","6.0","7.0","7.0","3.0","2.0","8.0","9.0","3.0","1.0","1.0","1.0","7.0","6.0","3.0","2.0","2.0","1.0","1.0","3.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0","0.0",,"0.0","0.0","0.0","1.0","7.0","1.0","7.0","3.0","6.0","3.0","6.0","2.0","7.0","1.0","1.0","1.0","1.0","1.0","1203.0","2.0",,"3.0","2.0","3.0",,"7.0","40",,,,,"1.0","4.0","1.0","3.0","2.0",,,"4.0",,"2.0","3.0","2.0",,"2.0","4.0","4.0","2.0","1202.0","5.0","1.0",,,"1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"5","8.37","45","26","1","6","1","2010-01-26T00:00:00.000","11","904","2010","0.99866844"
"905","12","1204","502","1205","1209","2","7","90007","1","2","1",,"2010-01-26T00:00:00.000","2","2.0","3.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0",,"2.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","6.0","8.0",,"7.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"1","1.0","3.0","2.0","2.0","2.0","5.0","6.0","4.0","4.0","4.0","3.0","4.0","4.0",,"3.0","3.0","6.0","1.0","3.0","3.0","3.0","4.0","6.0","4","4.0","4.0","3","5.0","4.0","4.0","4.0","3.0","4.0","3.0","3.0","2.0","3.0","2.0","2.0","5.0","4.0","4.0","3.0","3.0","4.0","3.0","3.0","3.0","4.0","5.0","5.0","5.0","5.0","6.0","2.0","2.0","6.0","6.0","4.0","3.0","3.0","3.0","2.0","3.0","7.0","7.0","6.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,"0.0",,"0.0","2.0","3.0","2.0","4.0","3.0","3.0","3.0","4.0","2.0","3.0","4.0","2.0","1.0","1.0","1.0","1202.0","2.0",,"2.0","3.0","3.0",,"12.0","22","4.0",,,"1.0","1.0","3.0","1.0","3.0","2.0",,,"4.0",,"1.0","2.0","2.0",,"2.0","0.0",,"2.0","1201.0","4.0","2.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5.0",,"3.0","1.0","2.0",,,"2.0",,,"6","9.34","48","26","1","6","2","2010-01-26T00:00:00.000","11","905","2010","0.99866844"
"906","12","1204","502","1205","1209","2","7","90007","1","2","1",,"2010-01-26T00:00:00.000","2","1.0","15.0","4.0","3.0","3.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","2.0","4.0","4.0","4.0","2.0","4.0",,"8.0","7.0","3.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"1","2.0","3.0","1.0","2.0","2.0","4.0","6.0","3.0","2.0","2.0","4.0","4.0",,"3.0","1.0","1.0","7.0","1.0","3.0","5.0","3.0","5.0","7.0","4","4.0","7.0","4","5.0","5.0","2.0","2.0","3.0","3.0","3.0","1.0","2.0","3.0","3.0","4.0","4.0","1.0","2.0","1.0","1.0","1.0","3.0","6.0","5.0","1.0","7.0","7.0","7.0","5.0","7.0","3.0","2.0","8.0","8.0","8.0","1.0","1.0","1.0","1.0","5.0","4.0","1.0","1.0","5.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","1.0","5.0","1.0","7.0","5.0","7.0","1.0","6.0","1.0","7.0","1.0","2.0","7.0","1.0","1.0","77.0","2.0",,"2.0",,"3.0",,"18.0","26",,,,,"1.0","2.0","1.0","6.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","0.0",,"2.0","1202.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"3","8.31","41","29","1","4","1","2010-01-26T00:00:00.000","11","906","2010","0.99866844"
"907","12","1204","502","1205","1209","2","7","90007","1","2","1",,"2010-01-26T00:00:00.000","1","2.0","27.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","4.0","4.0","4.0","4.0","4.0",,"10.0","8.0","2.0","9.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","1.0","2.0","1.0","2.0","2.0","6.0","6.0","6.0","6.0","6.0","5.0","4.0","4.0","3.0","3.0","1.0","6.0","6.0","5.0","7.0","6.0","7.0","7.0","2","3.0","4.0","4","5.0","4.0","1.0","1.0","2.0","2.0","2.0","2.0","4.0","4.0","2.0","1.0","1.0","1.0","1.0","1.0","4.0","2.0","4.0","6.0","6.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","8.0","1.0","1.0","1.0","1.0","4.0","3.0","3.0","3.0","3.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","2.0","3.0","6.0","6.0","3.0","6.0","3.0","3.0","1.0","6.0","4.0","1.0","1.0","1.0","1.0","77.0","1.0","1201.0","2.0","1.0","3.0",,"13.0","21","4.0","5.0","1.0","1.0","1.0","5.0","2.0","6.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","0.0",,"1.0","1201.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"3","9.33","40","29","1","4","1","2010-01-26T00:00:00.000","11","907","2010","0.99866844"
"908","12","1204","502","1205","1209","2","7","90007","1","2","1",,"2010-01-26T00:00:00.000","2","1.0","3.0","4.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","2.0","2.0","3.0","4.0","4.0","4.0","4.0","7.0",,"1.0",,"2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"2","2.0","2.0","1.0","4.0","3.0","1.0","7.0","1.0","1.0","3.0","1.0","1.0","3.0","3.0","4.0","5.0","7.0","1.0","1.0","4.0","3.0","4.0","7.0","3","3.0","5.0","4","3.0","3.0","4.0","2.0","4.0","3.0","2.0","2.0","5.0","3.0","2.0","3.0","2.0","2.0","2.0","5.0","5.0","2.0","1.0","2.0","5.0","1.0","7.0","7.0","6.0","7.0","7.0","3.0",,"5.0","4.0","1.0","5.0","1.0","1.0","1.0","5.0","5.0","1.0","1.0","1.0","1.0",,"2.0","2.0","4.0","2.0","0.0","0.0",,,,,"1.0","0.0","1.0","7.0","1.0","7.0","1.0","7.0","5.0","7.0","1.0","7.0","5.0","2.0","4.0","2.0","2.0",,"2.0",,"4.0","1.0","3.0",,"12.0","35",,,,,"1.0","1.0","1.0","5.0","2.0",,,"4.0",,"1.0","3.0","2.0",,"5.0","3.0","1.0","2.0","1201.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","4.0","1.0","1.0","2.0",,,"2.0",,,"4","9.4","40","23","1","6","1","2010-01-26T00:00:00.000","11","908","2010","0.99866844"
"909","12","1204","502","1205","1209","2","7","90007","1","2","1",,"2010-01-26T00:00:00.000","1","3.0","61.0","4.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0",,"3.0","3.0","1.0","4.0","4.0","4.0","4.0",,"3.0",,"4.0","5.0","2.0",,,,"1.0","1.0","1.0","1.0","2",,,,"1","1.0","3.0","1.0","3.0","3.0","2.0","7.0","1.0","1.0","2.0","1.0","1.0","5.0","2.0","3.0","2.0","7.0","4.0","1.0","3.0","2.0","5.0","7.0","2","1.0","6.0","98",,"1.0","3.0","1.0","1.0","1.0","1.0",,"3.0","3.0","3.0","4.0","3.0","7.0","7.0","6.0","4.0","1.0","2.0","5.0","5.0","7.0","3.0","7.0","7.0","7.0","7.0","4.0","4.0","10.0","10.0","10.0","10.0","10.0","1.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","1.0","1.0",,,"1.0","0.0","1.0","4.0","4.0","6.0","1.0","7.0","4.0","7.0","1.0","7.0","1.0","2.0","1.0","1.0","2.0",,"1.0","1206.0","1.0","3.0","3.0",,"21.0","28",,,,,"2.0","1.0","1.0","3.0","2.0",,,"3.0","3.0","1.0","3.0","3.0","1.0","1.0","2.0","2.0","1.0","1202.0","3.0","3.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","2.0","4.0","1.0","1.0","2.0",,,"2.0",,,"3","8.42","42","23","1","6","2","2010-01-26T00:00:00.000","11","909","2010","0.99866844"
"910","12","1204","502","1205","1209","2","13","90013","1","2","1",,"2010-01-26T00:00:00.000","2","2.0","3.0","3.0","2.0","2.0","3.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0","3.0","3.0","3.0","2.0","2.0","4.0","4.0","4.0","7.0","4.0","2.0","6.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"2","1.0","3.0","1.0","2.0","1.0","3.0","6.0","4.0","4.0","6.0","3.0","3.0","5.0","3.0","5.0","3.0","7.0","5.0","2.0","5.0","4.0","4.0","6.0","4","4.0","5.0","4","3.0","6.0","4.0","5.0","6.0","5.0","4.0","3.0","1.0","1.0","2.0","3.0","2.0","3.0","3.0","4.0","2.0","4.0","4.0","5.0","4.0","4.0","5.0","6.0","4.0","5.0","6.0","3.0","2.0","4.0","8.0","4.0","3.0","3.0","3.0","2.0","4.0","3.0","3.0","3.0","3.0","3.0","3.0","1.0","1.0","4.0","2.0","1.0","0.0",,,,,,"0.0","1.0","6.0","2.0","7.0","6.0","6.0","5.0","7.0","1.0","5.0","3.0","2.0","7.0","2.0","2.0",,"2.0",,"2.0","4.0","3.0",,"12.0","30",,,,,"1.0","3.0","1.0","5.0","2.0",,,"4.0",,"2.0","2.0","1.0",,"2.0","2.0","2.0","2.0","1202.0","5.0","1.0","1.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","5.0",,"3.0","2.0","2.0",,,"1.0","1.0","2.0","7","12.09","46","25","1","3","2","2010-01-26T00:00:00.000","12","910","2010","0.99866844"
"911","12","1204","502","1205","1209","2","13","90013","1","2","1",,"2010-01-26T00:00:00.000","1","1.0","4.0","5.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","0.0","5.0","1.0","1.0","2.0","1.0","4.0","4.0",,"10.0","6.0","2.0","5.0","2.0",,,"2.0","1.0","1.0","1.0","1.0","2",,,,"2","1.0","4.0","1.0","1.0","1.0","4.0","7.0","3.0","5.0","7.0","3.0","4.0","5.0","3.0","4.0","5.0","6.0","7.0","2.0","6.0","4.0","4.0","7.0","5","6.0","7.0","6","2.0","3.0","6.0","5.0","6.0","5.0","3.0","5.0","5.0","5.0","2.0","5.0","6.0","5.0","3.0","6.0","4.0","3.0","2.0","5.0","7.0","6.0","4.0","6.0","7.0","7.0","7.0","4.0","4.0","4.0","6.0","6.0","1.0","1.0","1.0","1.0","5.0","6.0","4.0","2.0","1.0","1.0","3.0","1.0","2.0","4.0","1.0","0.0","0.0","0.0","0.0","0.0",,"0.0","0.0","3.0","7.0","1.0","7.0","7.0","6.0","5.0","7.0","1.0","6.0","5.0","1.0","1.0","1.0","1.0","1203.0","1.0","1203.0","4.0","2.0","3.0",,"10.0","45",,,,,"5.0","1.0","1.0","7.0","2.0",,,"4.0",,"2.0","3.0","1.0",,"2.0","6.0","5.0","1.0","1201.0","5.0","1.0",,"1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","4.0","1.0","2.0","2.0",,,"2.0",,,"2","13.09","44","25","1","3","2","2010-01-26T00:00:00.000","12","911","2010","0.99866844"
"912","12","1204","502","1205","1209","2","13","90013","1","2","1",,"2010-01-26T00:00:00.000","2","2.0","3.0","4.0","3.0","3.0","4.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0",,"5.0","4.0","4.0","2.0","2.0","4.0","4.0","4.0","4.0","8.0","3.0",,"2.0",,,"2.0","1.0","1.0","2.0","2.0","1","1.0","4.0","3.0","2","1.0","3.0","1.0","3.0","2.0","1.0","4.0","1.0","1.0","1.0","1.0","4.0","3.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1","1.0","5.0","1","5.0","3.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","4.0","4.0","3.0","3.0","4.0","4.0","3.0","2.0","3.0","3.0","3.0","5.0","5.0","7.0","5.0","6.0","7.0","3.0","2.0","5.0","10.0","5.0","5.0","1.0","1.0","1.0","4.0","8.0","5.0","3.0","3.0","2.0","2.0","1.0","1.0","4.0","2.0","0.0","1.0","1.0",,"0.0","1.0",,"0.0","1.0","6.0","1.0","7.0","6.0","7.0","4.0","6.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0",,"2.0",,"3.0","3.0","3.0",,"15.0","23","4.0","1.0","2.0","1.0","1.0","3.0","2.0","7.0","2.0",,,"4.0",,"1.0","3.0","3.0","2.0","1.0","0.0",,"1.0","1201.0","2.0","1.0",,"1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","3.0",,"1.0","2.0","2.0",,,"2.0",,,"4","11.44","32","26","1","6","1","2010-01-26T00:00:00.000","12","912","2010","0.99866844"
"913","12","1204","502","1205","1209","2","13","90013","1","2","1",,"2010-01-26T00:00:00.000","1","3.0","27.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","2.0","4.0","4.0","4.0","4.0",,"4.0","7.0","3.0","5.0","2.0",,,"1.0","1.0","2.0","2.0","2.0","1","1.0","3.0","3.0","2",,"3.0","1.0","4.0","1.0","3.0","3.0","3.0","1.0","3.0","1.0","1.0","4.0","1.0","3.0","1.0","5.0","1.0","1.0","3.0","1.0","2.0","7.0","1","2.0","4.0","2","5.0",,"4.0",,"5.0","3.0","4.0","3.0","3.0","3.0","3.0","3.0","7.0","6.0","3.0","3.0","3.0","2.0","2.0","3.0","1.0","7.0","7.0","7.0","7.0","6.0","7.0","2.0","3.0","6.0","5.0","6.0","1.0","1.0","1.0","6.0","6.0","5.0","4.0","4.0","2.0","1.0","1.0","1.0","2.0","3.0","2.0","0.0","0.0",,"0.0",,,,"0.0","1.0","5.0","2.0","5.0","4.0","5.0","5.0","5.0","4.0","4.0","5.0","2.0","1.0","1.0","1.0",,"2.0",,"4.0",,"3.0",,"8.0","46",,,,,"1.0","3.0","1.0",,"2.0",,,"4.0",,"1.0","4.0","3.0","8.0","3.0","1.0","1.0","2.0","1202.0","5.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"7","12.36","32","26","1","6","2","2010-01-26T00:00:00.000","12","913","2010","0.99866844"
"914","12","1204","502","1205","1209","2","13","90013","1","2","1",,"2010-01-26T00:00:00.000","1","4.0","1.0","4.0","3.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0",,"6.0","4.0","3.0",,"2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","1.0","2.0","1.0","2.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","5.0","1.0","7.0","4.0","4.0","6.0","4.0","7.0","7.0","4","4.0","3.0","2","1.0","4.0","1.0","2.0","2.0","2.0","2.0","3.0","4.0","4.0","2.0","3.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","6.0","6.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","4.0","2.0","0.0","0.0",,,,,,"0.0","1.0","3.0","3.0","3.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0",,"2.0",,"4.0","1.0","3.0",,"0.0","41",,,,,"1.0","5.0","2.0","2.0","2.0",,,"4.0",,"2.0","3.0","3.0","9.0","3.0","3.0","3.0","2.0","1202.0","5.0","2.0","2.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","4.0",,"2.0","2.0",,,"2.0",,,"3","10.55","45","29","1","4","2","2010-01-26T00:00:00.000","12","914","2010","0.99866844"
"915","12","1204","502","1205","1209","2","13","90013","1","2","1",,"2010-01-26T00:00:00.000","2","2.0","27.0","2.0","2.0","2.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","2.0","4.0","4.0","4.0","4.0","5.0","9.0",,"5.0","2.0",,,"1.0","1.0","1.0",,"2.0","1","5.0","2.0","4.0","2",,"2.0","1.0","1.0","1.0","1.0","4.0","3.0","1.0","1.0","1.0","1.0","5.0","4.0","4.0","1.0","7.0","1.0","1.0","4.0","1.0","3.0","7.0","4","4.0","6.0","3","4.0","4.0","1.0","5.0","4.0","4.0","3.0","4.0","1.0","1.0","2.0","4.0","1.0","4.0","1.0","1.0","7.0","1.0","1.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","4.0","1.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","2.0","7.0","1.0","7.0","1.0","7.0","1.0","7.0","3.0","7.0","3.0","1.0","1.0","1.0","1.0","1201.0","2.0",,"4.0","2.0","2.0","2.0","6.0","36",,,,,"1.0","2.0","1.0","5.0","2.0",,,"4.0",,"2.0","3.0","3.0","8.0","2.0","3.0","3.0","2.0","1201.0","5.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5.0",,"3.0","2.0","2.0",,,"2.0",,,"5","11.46","46","29","1","4","2","2010-01-26T00:00:00.000","12","915","2010","0.99866844"
"916","12","1204","502","1205","1209","2","13","90013","1","2","1",,"2010-01-26T00:00:00.000","2","2.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","2.0","3.0","4.0","4.0","3.0","4.0","7.0","0.0","2.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","1.0","3.0","1.0","2.0","2.0","1.0","3.0","3.0","2.0","3.0","2.0","2.0","6.0","2.0","2.0","2.0","7.0","5.0","1.0","2.0","1.0","6.0","7.0","2","2.0","6.0","88","1.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0","3.0","3.0","3.0","3.0","1.0","4.0","4.0","5.0","4.0","1.0","2.0","5.0","5.0","3.0","6.0","6.0","3.0","6.0","6.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","6.0",,"8.0","10.0","10.0","8.0","1.0","3.0","1.0","1.0","4.0","2.0","0.0","0.0",,,,,,"0.0","1.0","7.0","3.0","6.0","3.0","7.0","3.0","6.0","3.0","6.0","3.0","1.0","6.0","1.0","2.0",,"2.0",,"3.0","3.0","3.0",,"11.0","39",,,,,"1.0","3.0","2.0",,"2.0",,,"4.0",,"2.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","1201.0","5.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","5.0",,"3.0","2.0","2.0",,,"2.0",,,"4","11.45","45","23","1","6","1","2010-01-26T00:00:00.000","12","916","2010","0.99866844"
"917","12","1204","502","1205","1209","2","13","90013","1","2","1",,"2010-01-26T00:00:00.000","1","2.0","27.0","4.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","3.0","4.0","2.0","4.0","4.0","4.0",,"6.0","0.0","2.0","5.0","2.0",,,"2.0","1.0","2.0","2.0","2.0","2",,,,"2","1.0","3.0","2.0","3.0","3.0","4.0","6.0","5.0","4.0","7.0","4.0","5.0","6.0","5.0","5.0","3.0","5.0","4.0","2.0","5.0","4.0","6.0","7.0","6","5.0","5.0","4","6.0","4.0","6.0","6.0","6.0","5.0","3.0","4.0","5.0","3.0","2.0","3.0","4.0","5.0","3.0","1.0","2.0","3.0","1.0","5.0","4.0","6.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","7.0","3.0","2.0","1.0","3.0","5.0","9.0","8.0","6.0","7.0","6.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","1.0","1.0",,"1.0",,"0.0","2.0","5.0","2.0","6.0","4.0","6.0","3.0","5.0","2.0","6.0","3.0","2.0","4.0","1.0","1.0","1204.0","2.0",,"4.0","4.0","3.0",,"15.0","21","4.0","1.0","1.0","1.0","1.0","4.0","2.0",,"2.0",,,"4.0",,"1.0","1.0","1.0",,"1.0","0.0",,"2.0","1202.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","4.0",,"3.0","1.0","2.0",,,"2.0",,,"4","12.34","39","23","1","6","1","2010-01-26T00:00:00.000","12","917","2010","0.99866844"
"918","12","1204","502","1205","1209","2","340","90340","2","5","1",,"2010-01-27T00:00:00.000","2","1.0","27.0","3.0","1.0","2.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","3.0","1.0","3.0","4.0","4.0","4.0","4.0","5.0","5.0","2.0",,"2.0",,,"2.0","1.0","2.0","1.0",,"2",,,,"2","1.0","3.0","1.0","3.0","1.0","3.0","7.0","2.0","2.0","1.0","1.0","1.0",,,"3.0","3.0","5.0","5.0","2.0","2.0","2.0","3.0","7.0","3","3.0","5.0","5","2.0","3.0","4.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","3.0",,,,,,,"1.0","1.0",,,"3.0","6.0","5.0","5.0",,"6.0",,,"10.0","8.0","5.0","1.0","1.0","3.0","5.0","6.0","5.0","3.0","3.0","1.0","1.0","2.0","1.0","1.0","4.0","2.0","0.0","0.0","0.0",,"0.0","0.0","0.0","0.0","1.0","4.0","4.0","7.0","7.0","7.0","1.0","4.0","1.0","4.0","2.0","2.0","8.0","1.0","1.0","1201.0","2.0",,"3.0","4.0","1.0","2.0","4.0","40",,,,,"1.0","2.0","1.0","1.0","2.0",,,"3.0","3.0","2.0","4.0","2.0",,"2.0","6.0","3.0","2.0","1202.0","5.0","1.0",,,"1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5.0",,"3.0","2.0","2.0",,,"2.0",,,"8","8.2","53","25","1","3","2","2010-01-27T00:00:00.000","11","918","2010","0.99866844"
