SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-1523456941,12/31/2019 03:11:00 PM,01/04/2020 11:50:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,NC,01/04/2020 12:00:00 AM,01/04/2020 11:49:00 AM,Y,N,"1025 S NORTON AVE, 90019",1025,S,NORTON,AVE,90019,34.0532307151,-118.32125466,"(34.0532307151, -118.32125466)",633,G,4,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,OLYMPIC,23080,612,1229,,12,52
1-1523454924,12/31/2019 03:11:00 PM,01/04/2020 07:39:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/04/2020 12:00:00 AM,01/04/2020 07:39:00 AM,Y,,"716 S BERENDO ST, 90005",716,S,BERENDO,ST,90005,34.0591628455,-118.294034096,"(34.0591628455, -118.294034096)",634,A,3,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22722,602,684,,12,89
1-1523456811,12/31/2019 03:11:00 PM,01/06/2020 07:17:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/06/2020 12:00:00 AM,01/06/2020 10:07:00 AM,Y,N,"18801 W VINTAGE ST, 91324",18801,W,VINTAGE,ST,91324,34.2511197992,-118.542957944,"(34.2511197992, -118.542957944)",500,H,5,North Valley APC,12,John Lee,113,NORTHRIDGE WEST,DEVONSHIRE,18513,81,299,,2,77
1-1523456891,12/31/2019 03:11:00 PM,01/25/2020 11:21:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/08/2020 12:00:00 AM,01/25/2020 11:21:00 AM,Y,N,"1217 N CYPRESS AVE, 90065",1217,N,CYPRESS,AVE,90065,34.0956536653,-118.228149535,"(34.0956536653, -118.228149535)",594,H,5,East Los Angeles APC,1,Gilbert Cedillo,102,GREATER CYPRESS PARK NC,NORTHEAST,24030,380,1364,,11,94
1-1523457721,12/31/2019 03:11:00 PM,01/06/2020 07:40:00 AM,SR Created,BOS,Bulky Items,Closed,Call,ITA,,N,WLA,01/06/2020 12:00:00 AM,01/06/2020 07:40:00 AM,Y,N,"13016 W PSOMAS WAY, 90066",13016,W,PSOMAS,WAY,90066,34.0085377957,-118.450727812,"(34.0085377957, -118.450727812)",672,A,3,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,891,855,10,10,27
1-1523456861,12/31/2019 03:11:00 PM,01/03/2020 03:23:00 PM,SR Created,BOS,Bulky Items,Closed,Call,ITA,,N,NC,01/03/2020 12:00:00 AM,01/03/2020 03:23:00 PM,Y,N,"4126 W LOS FELIZ BLVD, 90027",4126,W,LOS FELIZ,BLVD,90027,34.1126576567,-118.281845944,"(34.1126576567, -118.281845944)",594,B,2,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST,23445,396,1218,,7,3
1-1523457591,12/31/2019 03:10:00 PM,01/04/2020 12:06:00 PM,SR Created,BOS,Electronic Waste,Closed,Call,BOS,,N,NC,01/04/2020 12:00:00 AM,01/04/2020 12:06:00 PM,Y,N,"738 S LORRAINE BLVD, 90005",738,S,LORRAINE,BLVD,90005,34.0596683133,-118.321324705,"(34.0596683133, -118.321324705)",633,G,3,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,WILSHIRE,22722,613,1344,36,7,86
1-1523457491,12/31/2019 03:10:00 PM,01/08/2020 02:07:00 PM,SR Created,OCB,Graffiti Removal,Closed,Call,OCB,,Y,CCAC,12/31/2019 03:10:00 PM,01/08/2020 02:07:00 PM,Y,N,"1700 N ALVARADO ST, 90026",1700,N,ALVARADO,ST,90026,34.08534322,-118.2585663,"(34.0853432159, -118.25856628)",594,E,6,East Los Angeles APC,13,Mitch O'Farrell,44,ECHO PARK NC,NORTHEAST,23444,481,621,,8,31
1-1523449980,12/31/2019 03:10:00 PM,01/02/2020 01:14:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,WVA,01/02/2020 10:00:00 AM,01/02/2020 01:14:00 PM,Y,N,"LEMAY ST AT HAZELTINE AVE, 91405",,,,,91405,34.19194122,-118.4400275,"(34.1919412179, -118.440027461)",532,B,6,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS,19733,236,316,,5,18
1-1523456591,12/31/2019 03:10:00 PM,01/04/2020 12:06:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,NC,01/04/2020 12:00:00 AM,01/04/2020 12:06:00 PM,Y,N,"738 S LORRAINE BLVD, 90005",738,S,LORRAINE,BLVD,90005,34.0596683133,-118.321324705,"(34.0596683133, -118.321324705)",633,G,3,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,WILSHIRE,22722,613,1344,36,7,86
1-1523457551,12/31/2019 03:10:00 PM,01/04/2020 07:48:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/04/2020 12:00:00 AM,01/04/2020 07:48:00 AM,Y,N,"1025 S NORTON AVE, 90019",1025,S,NORTON,AVE,90019,34.0532307151,-118.32125466,"(34.0532307151, -118.32125466)",633,G,4,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,OLYMPIC,23080,612,1229,,12,52
1-1523455542,12/31/2019 03:10:00 PM,01/03/2020 07:13:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/03/2020 12:00:00 AM,01/03/2020 07:13:00 AM,Y,,"6551 N VANALDEN AVE, 91335",6551,N,VANALDEN,AVE,91335,34.1891861696,-118.549308049,"(34.1891861696, -118.549308049)",530,G,6,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,266,309,,4,12
1-1523457461,12/31/2019 03:10:00 PM,01/04/2020 07:16:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service,,N,SLA,01/04/2020 12:00:00 AM,01/04/2020 07:13:00 AM,Y,N,"8501 S WALL ST, 90003",8501,S,WALL,ST,90003,33.9609693832,-118.271829911,"(33.9609693832, -118.271829911)",704,D,2,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,77TH STREET,22352,795,1001,7,13,45
1-1523456648,12/31/2019 03:10:00 PM,01/03/2020 02:06:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/03/2020 12:00:00 AM,01/03/2020 11:18:00 AM,Y,,"LEMAY ST AT HAZELTINE AVE, 91405",,,,,91405,34.1919412179,-118.440027461,"(34.1919412179, -118.440027461)",532,B,6,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS,19733,236,316,,5,18
1-1523455512,12/31/2019 03:09:00 PM,01/03/2020 02:35:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/03/2020 12:00:00 AM,01/03/2020 11:16:00 AM,Y,,"GILMORE ST AT HAZELTINE AVE, 91401",,,,,91401,34.187643415,-118.440024737,"(34.187643415, -118.440024737)",532,B,6,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19729,236,290,,3,18
1-1523456411,12/31/2019 03:09:00 PM,01/02/2020 07:52:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,WV,01/02/2020 12:00:00 AM,01/02/2020 07:52:00 AM,Y,N,"17025 W STARE ST, 91325",17025,W,STARE,ST,91325,34.2529926715,-118.503420544,"(34.2529926715, -118.503420544)",501,C,4,North Valley APC,12,John Lee,120,NORTHRIDGE EAST,DEVONSHIRE,18514,84,1420,,2,87
1-1523457351,12/31/2019 03:09:00 PM,01/06/2020 10:17:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,WV,01/06/2020 12:00:00 AM,01/06/2020 10:17:00 AM,Y,N,"18801 W VINTAGE ST, 91324",18801,W,VINTAGE,ST,91324,34.2511197992,-118.542957944,"(34.2511197992, -118.542957944)",500,H,5,North Valley APC,12,John Lee,113,NORTHRIDGE WEST,DEVONSHIRE,18513,81,299,,2,77
1-1523456391,12/31/2019 03:09:00 PM,01/04/2020 07:56:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,NC,01/04/2020 12:00:00 AM,01/04/2020 07:56:00 AM,Y,N,"738 S LORRAINE BLVD, 90005",738,S,LORRAINE,BLVD,90005,34.0596683133,-118.321324705,"(34.0596683133, -118.321324705)",633,G,3,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,WILSHIRE,22722,613,1344,36,7,86
1-1523453161,12/31/2019 03:08:00 PM,01/03/2020 07:49:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/03/2020 12:00:00 AM,01/03/2020 07:49:00 AM,Y,N,"5947 N CORBIN AVE, 91356",5947,N,CORBIN,AVE,91356,34.178799393,-118.562503257,"(34.178799393, -118.562503257)",560,F,1,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19339,317,336,,4,49
1-1523454621,12/31/2019 03:08:00 PM,01/03/2020 01:11:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service_SAN,,N,NC,01/03/2020 12:00:00 AM,01/03/2020 01:11:00 PM,Y,N,"1832 N EDGECLIFFE DR, 90026",1832,N,EDGECLIFFE,DR,90026,34.0947606578,-118.274674715,"(34.0947606578, -118.274674715)",594,C,5,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,NORTHEAST,23444,467,596,,8,90
1-1523455261,12/31/2019 03:07:00 PM,01/04/2020 11:37:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,NC,01/04/2020 12:00:00 AM,01/04/2020 11:37:00 AM,Y,,"100 S BEACHWOOD DR, 90004",100,S,BEACHWOOD,DR,90004,34.0733962146,-118.321677517,"(34.0733962146, -118.321677517)",633,G,1,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,WILSHIRE,22721,577,348,,7,86
1-1523455281,12/31/2019 03:07:00 PM,01/02/2020 07:52:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/02/2020 12:00:00 AM,01/02/2020 07:52:00 AM,Y,N,"17025 W STARE ST, 91325",17025,W,STARE,ST,91325,34.2529926715,-118.503420544,"(34.2529926715, -118.503420544)",501,C,4,North Valley APC,12,John Lee,120,NORTHRIDGE EAST,DEVONSHIRE,18514,84,1420,,2,87
1-1523454421,12/31/2019 03:07:00 PM,01/03/2020 07:54:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service,,N,WV,01/03/2020 12:00:00 AM,01/03/2020 07:54:00 AM,Y,N,"5343 N PENFIELD AVE, 91364",5343,N,PENFIELD,AVE,91364,34.1671371165,-118.568657853,"(34.1671371165, -118.568657853)",560,E,2,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,311,1492,,4,49
1-1523451020,12/31/2019 03:07:00 PM,01/03/2020 02:08:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/03/2020 12:00:00 AM,01/03/2020 11:15:00 AM,Y,,"6310 N HAZELTINE AVE, 91401",6310,N,HAZELTINE,AVE,91401,34.1851877611,-118.439888627,"(34.1851877611, -118.439888627)",532,B,7,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,238,292,,5,70
1-1523454481,12/31/2019 03:07:00 PM,01/02/2020 02:52:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,NC,01/02/2020 12:00:00 AM,01/02/2020 02:52:00 PM,Y,N,"NAOMI AVE AT 16TH ST, 90021",,,,,90021,34.0252898459,-118.246986812,"(34.0252898459, -118.246986812)",634,F,7,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON,23082,703,1018,,9,76
1-1523454401,12/31/2019 03:07:00 PM,01/04/2020 07:44:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/04/2020 12:00:00 AM,01/04/2020 07:44:00 AM,Y,N,"9545 S CROESUS AVE, 90002",9545,S,CROESUS,AVE,90002,33.9492050389,-118.234199908,"(33.9492050389, -118.234199908)",704,H,4,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,22351,819,1179,7,15,40
1-1523451001,12/31/2019 03:06:00 PM,01/02/2020 01:13:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,WVA,01/02/2020 10:44:00 AM,01/02/2020 01:13:00 PM,Y,N,"6310 N HAZELTINE AVE, 91401",6310,N,HAZELTINE,AVE,91401,34.18518776,-118.4398886,"(34.1851877611, -118.439888627)",532,B,7,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,238,292,,5,70
1-1523454351,12/31/2019 03:06:00 PM,01/06/2020 08:49:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/06/2020 12:00:00 AM,01/06/2020 09:50:00 AM,Y,N,"18801 W VINTAGE ST, 91324",18801,W,VINTAGE,ST,91324,34.2511197992,-118.542957944,"(34.2511197992, -118.542957944)",500,H,5,North Valley APC,12,John Lee,113,NORTHRIDGE WEST,DEVONSHIRE,18513,81,299,,2,77
1-1523451061,12/31/2019 03:06:00 PM,01/06/2020 12:56:00 PM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service_SAN,,N,SLA,01/06/2020 12:00:00 AM,01/06/2020 12:56:00 PM,Y,N,"2612 S PALM GROVE AVE, 90016",2612,S,PALM GROVE,AVE,90016,34.0320087632,-118.344936575,"(34.0320087632, -118.344936575)",633,D,7,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,664,924,7,12,17
1-1523451761,12/31/2019 03:05:00 PM,01/07/2020 12:48:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/07/2020 12:48:00 PM,Y,N,"GAGE AVE AT CENTRAL AVE, 90001",,,,,90001,33.9818490779,-118.256478896,"(33.9818490779, -118.256478896)",674,E,6,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),NEWTON,22350,789,996,7,13,46
1-1523452611,12/31/2019 03:04:00 PM,01/04/2020 08:17:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 08:01:00 AM,Y,N,"3516 S JASMINE AVE, 90034",3516,S,JASMINE,AVE,90034,34.0271672091,-118.40598982,"(34.0271672091, -118.40598982)",632,F,7,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,884,1130,9,6,74
1-1523450681,12/31/2019 03:04:00 PM,01/04/2020 11:42:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,NC,01/04/2020 12:00:00 AM,01/04/2020 11:42:00 AM,Y,N,"6615 W FRANKLIN AVE, 90028",6615,W,FRANKLIN,AVE,90028,34.1052995849,-118.333960529,"(34.1052995849, -118.333960529)",593,E,3,Central APC,4,David Ryu,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD,23446,406,718,,7,82
1-1523451731,12/31/2019 03:04:00 PM,01/03/2020 02:10:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 02:10:00 PM,Y,N,"1841 W FLORENCE AVE, 90047",1841,W,FLORENCE,AVE,90047,33.9747209927,-118.310466119,"(33.9747209927, -118.310466119)",673,H,7,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET,23678,770,1061,7,14,35
1-1523452591,12/31/2019 03:04:00 PM,01/04/2020 09:47:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/04/2020 12:00:00 AM,01/04/2020 09:35:00 AM,Y,N,"22849 W COHASSET ST, 91307",22849,W,COHASSET,ST,91307,34.2058361818,-118.625207398,"(34.2058361818, -118.625207398)",529,H,4,South Valley APC,12,John Lee,11,WEST HILLS NC,TOPANGA,4283,283,1470,,2,44
1-1523450591,12/31/2019 03:03:00 PM,01/04/2020 10:31:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,WV,01/04/2020 12:00:00 AM,01/04/2020 10:31:00 AM,Y,N,"22849 W COHASSET ST, 91307",22849,W,COHASSET,ST,91307,34.2058361818,-118.625207398,"(34.2058361818, -118.625207398)",529,H,4,South Valley APC,12,John Lee,11,WEST HILLS NC,TOPANGA,4283,283,1470,,2,44
1-1523450531,12/31/2019 03:03:00 PM,01/06/2020 01:17:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,ITA,,Y,NC,01/06/2020 12:00:00 AM,01/06/2020 01:17:00 PM,Y,N,"MOTT ST AT 1ST ST, 90033",,,,,90033,34.0420300969,-118.206042428,"(34.0420300969, -118.206042428)",635,B,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,520,239,,9,38
1-1523452331,12/31/2019 03:02:00 PM,01/04/2020 12:49:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/04/2020 12:00:00 AM,01/04/2020 12:49:00 PM,Y,N,"6615 W FRANKLIN AVE, 90028",6615,W,FRANKLIN,AVE,90028,34.1052995849,-118.333960529,"(34.1052995849, -118.333960529)",593,E,3,Central APC,4,David Ryu,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD,23446,406,718,,7,82
1-1523451241,12/31/2019 03:01:00 PM,01/03/2020 02:16:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/03/2020 12:00:00 AM,01/03/2020 02:16:00 PM,Y,N,"3815 W LOS FELIZ BLVD, 90027",3815,W,LOS FELIZ,BLVD,90027,34.1147078866,-118.275837497,"(34.1147078866, -118.275837497)",594,C,2,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST,23445,397,545,,7,3
1-1523448151,12/31/2019 03:01:00 PM,01/06/2020 07:30:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,ITA,,Y,NC,01/06/2020 12:00:00 AM,01/06/2020 07:30:00 AM,Y,N,"219 N SARATOGA ST, 90033",219,N,SARATOGA,ST,90033,34.0428834293,-118.204188728,"(34.0428834293, -118.204188728)",635,B,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,519,945,,9,38
1-1523446181,12/31/2019 03:01:00 PM,01/06/2020 08:46:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,NC,01/06/2020 12:00:00 AM,01/06/2020 09:22:00 AM,Y,N,"130 W AVENUE 27, 90031",130,W,AVENUE 27,,90031,34.0786954581,-118.21624069,"(34.0786954581, -118.21624069)",595,A,7,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,485,648,,11,1
1-1523447543,12/31/2019 03:00:49 PM,04/13/2020 02:46:39 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,N,EV,01/08/2020 12:00:00 AM,04/13/2020 01:43:40 PM,Y,,"11801 W VENTURA BLVD, 91604",11801,W,VENTURA,BLVD,91604,34.1421105433,-118.389203656,"(34.1421105433, -118.389203656)",562,H,6,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8492,347,390,6,5,84
1-1523444101,12/31/2019 03:00:00 PM,01/06/2020 03:41:00 PM,SR Created,BOS,Electronic Waste,Closed,Call,BOS,,N,WV,01/06/2020 12:00:00 AM,01/06/2020 03:41:00 PM,Y,N,"12030 N ELNORA PL, 91344",12030,N,ELNORA,PL,91344,34.2896727754,-118.509137872,"(34.2896727754, -118.509137872)",481,C,6,North Valley APC,12,John Lee,4,GRANADA HILLS NORTH NC,DEVONSHIRE,19329,53,911,,2,78
1-1523445542,12/31/2019 03:00:00 PM,01/02/2020 01:10:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,Android,Y,WLA,01/02/2020 12:00:00 AM,01/02/2020 01:10:00 PM,Y,,"2412 S FEDERAL AVE, 90064",2412,S,FEDERAL,AVE,90064,34.0322191612,-118.443128249,"(34.0322191612, -118.443128249)",632,B,7,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES,24029,889,1128,9,10,50
1-1523448560,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"2614 W SUNSET BLVD, 90026",,W,,BLVD,90026,34.08001499,-118.2702775,"(34.0800149859, -118.270277462)",594,C,7,East Los Angeles APC,13,,38,SILVER LAKE NC,RAMPART,23444,474,594,,8,90
1-1523448532,12/31/2019 02:59:00 PM,01/02/2020 02:40:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,01/02/2020 02:40:00 PM,Y,,"1294 W SUNSET BLVD, 90026",,W,,BLVD,90026,34.07115973,-118.2508384,"(34.0711597314, -118.250838358)",634,F,1,East Los Angeles APC,1,,44,ECHO PARK NC,RAMPART,23444,483,1010,,11,31
1-1523448481,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"720 S LAKE ST, 90057",,S,,ST,90057,34.05628988,-118.2782328,"(34.0562898834, -118.278232786)",634,C,3,Central APC,1,,54,MACARTHUR PARK NC,RAMPART,24352,570,628,,11,63
1-1523448548,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"1411 W SUNSET BLVD, 90026",,W,,BLVD,90026,34.07459836,-118.2519334,"(34.0745983583, -118.251933355)",634,F,1,East Los Angeles APC,13,,44,ECHO PARK NC,NORTHEAST,23444,479,1366,,8,31
1-1523448261,12/31/2019 02:59:00 PM,01/03/2020 03:55:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,WV,01/03/2020 12:00:00 AM,01/03/2020 03:55:00 PM,Y,N,"4500 N CONCHITA WAY, 91356",4500,N,CONCHITA,WAY,91356,34.1521931572,-118.559249925,"(34.1521931572, -118.559249925)",560,F,4,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY,19339,330,659,,4,10
1-1523448466,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"726 S BONNIE BRAE ST, 90057",,S,,ST,90057,34.05460761,-118.2749733,"(34.0546076102, -118.274973284)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,571,628,,11,68
1-1523448511,12/31/2019 02:59:00 PM,01/02/2020 02:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,01/02/2020 02:45:00 PM,Y,,"8TH ST AT BURLINGTON AVE, 90017",,,,,90017,34.05336124,-118.2745252,"(34.0533612372, -118.274525169)",634,C,4,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,571,628,,11,68
1-1523443921,12/31/2019 02:59:00 PM,01/03/2020 04:24:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,EV,01/03/2020 12:00:00 AM,01/03/2020 04:24:00 PM,Y,N,"5622 N TYRONE AVE, 91401",5622,N,TYRONE,AVE,91401,34.1727809058,-118.444240868,"(34.1727809058, -118.444240868)",562,A,1,South Valley APC,4,David Ryu,20,VAN NUYS NC,VAN NUYS,19729,242,948,,7,18
1-1523448486,12/31/2019 02:59:00 PM,01/02/2020 02:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,01/02/2020 02:45:00 PM,Y,,"8TH ST AT BURLINGTON AVE, 90017",,,,,90017,34.05336124,-118.2745252,"(34.0533612372, -118.274525169)",634,C,4,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,571,628,,11,68
1-1523448527,12/31/2019 02:59:00 PM,01/02/2020 02:40:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,01/02/2020 02:40:00 PM,Y,,"1298 W SUNSET BLVD, 90026",,W,,BLVD,90026,34.0712004,-118.2509294,"(34.0712003971, -118.250929353)",634,F,1,East Los Angeles APC,1,,44,ECHO PARK NC,RAMPART,23444,483,1010,,11,31
1-1523448594,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"1308 N GLENDALE BLVD, 90026",,N,,BLVD,90026,34.07840228,-118.2601015,"(34.0784022761, -118.260101539)",594,E,7,East Los Angeles APC,13,,44,ECHO PARK NC,NORTHEAST,23444,481,254,,8,31
1-1523448491,12/31/2019 02:59:00 PM,12/31/2019 03:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:00:00 PM,Y,,"1907 W PICO BLVD, 90006",,W,,BLVD,90006,34.04644286,-118.2805887,"(34.0464428583, -118.280588745)",634,B,4,Central APC,1,,76,PICO UNION NC,RAMPART,22723,575,908,,11,8
1-1523448604,12/31/2019 02:59:00 PM,12/31/2019 03:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 03:01:00 PM,Y,,"1725 W SUNSET BLVD, 90026",,W,,BLVD,90026,34.07740854,-118.2586519,"(34.0774085352, -118.258651932)",594,E,7,East Los Angeles APC,13,,44,ECHO PARK NC,NORTHEAST,23444,481,254,,8,31
1-1523447521,12/31/2019 02:59:00 PM,01/03/2020 08:26:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/03/2020 12:00:00 AM,01/03/2020 08:24:00 AM,Y,N,"13931 W BESSEMER ST, 91401",13931,W,BESSEMER,ST,91401,34.1813230665,-118.436763344,"(34.1813230665, -118.436763344)",532,B,7,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,238,292,,5,70
