SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-1523542591,12/31/2019 05:04:00 PM,01/03/2020 03:13:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/03/2020 12:00:00 AM,01/03/2020 03:13:00 PM,Y,,"4800 N WOODLEY AVE, 91436",4800,N,WOODLEY,AVE,91436,34.1573549873,-118.483495313,"(34.1573549873, -118.483495313)",561,F,4,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,19737,338,665,,6,62
1-1523541911,12/31/2019 05:04:00 PM,01/02/2020 01:10:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,N,WVA,01/02/2020 08:40:00 AM,01/02/2020 01:10:00 PM,Y,N,"13833 W VANOWEN ST, 91405",13833,W,VANOWEN,ST,91405,34.19406453,-118.4347054,"(34.19406453, -118.43470535)",532,B,5,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS,19733,234,506,,5,18
1-1523542581,12/31/2019 05:04:00 PM,01/02/2020 01:42:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/02/2020 12:00:00 AM,01/02/2020 01:42:00 PM,Y,N,"200 W 50TH ST, 90037",200,W,50TH,ST,90037,33.9972896716,-118.276328216,"(33.9972896716, -118.276328216)",674,C,4,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,23668,737,988,7,13,
1-1523540081,12/31/2019 05:03:00 PM,01/06/2020 11:28:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,SLA,01/06/2020 12:00:00 AM,01/06/2020 11:28:00 AM,Y,N,"752 W 117TH ST, 90044",752,W,117TH,ST,90044,33.9272004384,-118.288994568,"(33.9272004384, -118.288994568)",704,B,7,South Los Angeles APC,15,Joe Buscaino,90,HARBOR GATEWAY NORTH NC,SOUTHEAST,23675,815,735,7,15,53
1-1523541891,12/31/2019 05:03:00 PM,01/02/2020 09:11:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,SLA,01/02/2020 12:00:00 AM,01/02/2020 08:07:00 AM,Y,N,"200 W 50TH ST, 90037",200,W,50TH,ST,90037,33.9972896716,-118.276328216,"(33.9972896716, -118.276328216)",674,C,4,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,23668,737,988,7,13,
1-1523540971,12/31/2019 05:01:00 PM,01/02/2020 08:58:00 AM,SR Created,BOS,Electronic Waste,Closed,Call,BOS,,N,SLA,01/02/2020 12:00:00 AM,01/02/2020 08:58:00 AM,Y,N,"200 W 50TH ST, 90037",200,W,50TH,ST,90037,33.9972896716,-118.276328216,"(33.9972896716, -118.276328216)",674,C,4,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,23668,737,988,7,13,
1-1523539981,12/31/2019 05:01:00 PM,01/07/2020 07:21:00 AM,SR Created,BOS,Metal/Household Appliances,Closed,Self Service,Self Service,,N,NC,01/07/2020 12:00:00 AM,01/07/2020 07:21:00 AM,Y,N,"5814 E EATON ST, 90042",5814,E,EATON,ST,90042,34.1245292792,-118.191536808,"(34.1245292792, -118.191536808)",595,C,1,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,363,1224,,9,93
1-1523539855,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"7249 N OWENSMOUTH AVE, 91303",,N,,AVE,91303,34.20242097,-118.6017779,"(34.2024209728, -118.601777889)",530,A,5,South Valley APC,3,,13,CANOGA PARK NC,TOPANGA,4278,288,1465,,4,37
1-1523539887,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"7100 N ALABAMA AVE, 91303",,N,,AVE,91303,34.19931595,-118.5989241,"(34.1993159451, -118.598924129)",530,B,5,South Valley APC,3,,13,CANOGA PARK NC,TOPANGA,4278,286,1472,,4,37
1-1523539894,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"21300 W SHERMAN WAY, 91303",,W,,WAY,91303,34.2007593,-118.5957181,"(34.2007592967, -118.595718111)",530,B,5,South Valley APC,3,,13,CANOGA PARK NC,TOPANGA,4278,286,951,,4,37
1-1523539848,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"7100 N VASSAR AVE, 91303",,N,,AVE,91303,34.19923791,-118.6043171,"(34.1992379147, -118.60431713)",530,A,5,South Valley APC,3,,13,CANOGA PARK NC,TOPANGA,4278,286,1472,,4,37
1-1523539901,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"5300 N SAN FELICIANO DR, 91364",,N,,DR,91364,34.16680142,-118.6103197,"(34.1668014199, -118.610319739)",559,J,3,South Valley APC,3,,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,309,1486,,4,49
1-1523539841,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"7000 N TOPANGA CANYON BLVD, 91303",,N,,BLVD,91303,34.19751243,-118.6057091,"(34.197512427, -118.60570912)",530,A,5,South Valley APC,3,,13,CANOGA PARK NC,TOPANGA,4278,286,1472,,4,37
1-1523539919,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"5600 N CAPISTRANO AVE, 91367",,N,,AVE,91367,34.1722782,-118.6166122,"(34.1722781951, -118.616612181)",559,J,2,South Valley APC,3,,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,306,1485,,4,49
1-1523539873,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"7248 N OWENSMOUTH AVE, 91303",,N,,AVE,91303,34.20248819,-118.6014531,"(34.2024881941, -118.601453063)",530,A,5,South Valley APC,3,,13,CANOGA PARK NC,TOPANGA,4278,288,1465,,4,37
1-1523539934,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"22300 W VICTORY BLVD, 91367",,W,,BLVD,91367,34.18634844,-118.6125099,"(34.1863484373, -118.612509917)",529,J,7,South Valley APC,3,,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,299,333,,4,49
1-1523539911,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"5600 N SHOUP AVE, 91367",,N,,AVE,91367,34.1719835,-118.6145097,"(34.1719834985, -118.61450968)",559,J,2,South Valley APC,3,,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,306,1485,,4,49
1-1523539880,12/31/2019 05:00:00 PM,12/31/2019 10:45:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 10:45:00 PM,Y,,"7223 N OWENSMOUTH AVE, 91303",,N,,AVE,91303,34.20173782,-118.6018525,"(34.2017378205, -118.601852543)",530,A,5,South Valley APC,3,,13,CANOGA PARK NC,TOPANGA,4278,288,1465,,4,37
1-1523539941,12/31/2019 05:00:00 PM,01/03/2020 08:34:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,BOS,,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 08:34:00 AM,Y,N,"3480 W 67TH ST, 90043",3480,W,67TH,ST,90043,33.9780015933,-118.333207934,"(33.9780015933, -118.333207934)",673,F,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,759,353,7,14,24
1-1523539927,12/31/2019 05:00:00 PM,12/31/2019 05:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:52:00 PM,12/31/2019 05:05:00 PM,Y,,"6300 N SHOUP AVE, 91367",,N,,AVE,91367,34.18479401,-118.6143877,"(34.1847940142, -118.614387724)",529,J,7,South Valley APC,3,,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,299,333,,4,49
1-1523540831,12/31/2019 04:59:00 PM,01/02/2020 03:38:00 PM,SR Created,ITA,Other,Closed,Mobile App,Self Service,iOS,N,,,01/02/2020 03:38:00 PM,Y,N,"1255 N TAMARIND AVE, 90038",1255,N,TAMARIND,AVE,90038,34.0940515665,-118.319207043,"(34.0940515665, -118.319207043)",593,G,5,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD,23669,426,517,,8,57
1-1523540801,12/31/2019 04:57:00 PM,01/02/2020 01:08:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/02/2020 12:00:00 AM,01/02/2020 01:08:00 PM,Y,N,"7535 N WHITE OAK AVE, 91335",7535,N,WHITE OAK,AVE,91335,34.2075950493,-118.518834217,"(34.2075950493, -118.518834217)",531,B,4,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,258,914,,4,12
1-1523541701,12/31/2019 04:57:00 PM,01/06/2020 08:26:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service,,Y,WV,01/06/2020 12:00:00 AM,01/06/2020 08:26:00 AM,Y,N,"12249 N BRADFORD PL, 91344",12249,N,BRADFORD,PL,91344,34.2933409467,-118.510970853,"(34.2933409467, -118.510970853)",481,B,6,North Valley APC,12,John Lee,4,GRANADA HILLS NORTH NC,DEVONSHIRE,19329,53,911,,2,78
1-1523540761,12/31/2019 04:56:00 PM,01/03/2020 03:35:00 PM,SR Created,BOS,Bulky Items,Closed,Call,ITA,,Y,SLA,01/03/2020 12:00:00 AM,01/03/2020 03:35:00 PM,Y,N,"1533 W 83RD ST, 90047",1533,W,83RD,ST,90047,33.9637813858,-118.303612102,"(33.9637813858, -118.303612102)",703,J,2,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,781,1242,7,14,20
1-1523535067,12/31/2019 04:56:00 PM,01/06/2020 11:52:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/06/2020 12:00:00 AM,01/06/2020 10:25:00 AM,Y,,"14059 W FOOTHILL BLVD, 91342",14059,W,FOOTHILL,BLVD,91342,34.3149907898,-118.439762454,"(34.3149907898, -118.439762454)",482,B,3,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,47,1399,,1,47
1-1523540711,12/31/2019 04:56:00 PM,01/02/2020 02:26:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/02/2020 12:00:00 AM,01/02/2020 09:27:00 AM,Y,N,"3620 W MARATHON ST, 90026",3620,W,MARATHON,ST,90026,34.083245495,-118.28163643,"(34.083245495, -118.28163643)",594,B,6,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,RAMPART,23444,477,632,,8,90
1-1523542231,12/31/2019 04:55:00 PM,01/03/2020 03:35:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,ITA,,Y,SLA,01/03/2020 12:00:00 AM,01/03/2020 03:35:00 PM,Y,N,"1530 W 83RD ST, 90047",1530,W,83RD,ST,90047,33.9635069222,-118.30356627,"(33.9635069222, -118.30356627)",703,J,2,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,781,1242,7,14,20
1-1523540600,12/31/2019 04:54:00 PM,01/02/2020 12:29:00 PM,SR Created,BOS,Electronic Waste,Closed,Mobile App,Self Service,Android,N,NC,01/02/2020 12:00:00 AM,01/02/2020 12:29:00 PM,Y,,"2117 N WOLLAM ST, 90065",2117,N,WOLLAM,ST,90065,34.1065386296,-118.229620669,"(34.1065386296, -118.229620669)",594,H,3,East Los Angeles APC,1,Gilbert Cedillo,39,GLASSELL PARK NC,NORTHEAST,24030,387,1431,13,11,56
1-1523540539,12/31/2019 04:54:00 PM,01/02/2020 11:49:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/02/2020 12:00:00 AM,01/02/2020 11:49:00 AM,Y,,"1544 N SARGENT PL, 90026",1544,N,SARGENT,PL,90026,34.0800398818,-118.252444614,"(34.0800398818, -118.252444614)",594,F,7,East Los Angeles APC,13,Mitch O'Farrell,44,ECHO PARK NC,NORTHEAST,23444,479,1366,,8,31
1-1523539451,12/31/2019 04:53:00 PM,01/04/2020 01:06:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/04/2020 12:00:00 AM,01/04/2020 01:06:00 PM,Y,N,"5616 N FALLBROOK AVE, 91367",5616,N,FALLBROOK,AVE,91367,34.1723941714,-118.623137517,"(34.1723941714, -118.623137517)",559,H,2,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,306,1484,,4,49
1-1523541491,12/31/2019 04:53:00 PM,01/04/2020 11:18:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/03/2020 12:00:00 AM,01/04/2020 11:15:00 AM,Y,N,"8745 N CEDROS AVE, 91402",8745,N,CEDROS,AVE,91402,34.2296607814,-118.453850403,"(34.2296607814, -118.453850403)",531,J,1,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION,19730,149,667,,3,59
1-1523538126,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"7111 N WOODLEY AVE, 91406",,N,,AVE,91406,34.19950403,-118.4838991,"(34.1995040283, -118.483899148)",531,F,5,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,224,300,,3,61
1-1523538138,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"16105 W VICTORY BLVD, 91406",,W,,BLVD,91406,34.1868492,-118.4841671,"(34.1868492049, -118.48416712)",531,F,7,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,225,298,,3,61
1-1523538107,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"15848 W VANOWEN ST, 91406",,W,,ST,91406,34.19369158,-118.4788078,"(34.193691576, -118.478807786)",531,F,6,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,226,296,,3,61
1-1523538101,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"7127 N BALBOA BLVD, 91406",,N,,BLVD,91406,34.20028146,-118.5013628,"(34.2002814571, -118.501362778)",531,D,5,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-1523538119,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"7000 N WOODLEY AVE, 91406",,N,,AVE,91406,34.19754984,-118.483583,"(34.1975498436, -118.483583004)",531,F,5,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,224,294,,3,61
1-1523538133,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"6425 N WOODLEY AVE, 91406",,N,,AVE,91406,34.187433,-118.4839504,"(34.1874329991, -118.48395039)",531,F,6,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,225,298,,3,61
1-1523538114,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"16726 W VANOWEN ST, 91406",,W,,ST,91406,34.19376537,-118.5162881,"(34.193765369, -118.516288071)",531,B,6,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,260,571,,3,61
1-1523538167,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"16054 W SHERMAN WAY, 91406",,W,,WAY,91406,34.20093196,-118.4832786,"(34.2009319597, -118.4832786)",531,F,5,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,224,294,,3,61
1-1523538160,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"16056 W SHERMAN WAY, 91406",,W,,WAY,91406,34.20092579,-118.4832976,"(34.2009257855, -118.483297582)",531,F,5,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,224,294,,3,61
1-1523540441,12/31/2019 04:52:00 PM,01/25/2020 12:59:00 PM,SR Created,BOS,Homeless Encampment,Closed,Self Service,Self Service,,N,NC,01/08/2020 12:00:00 AM,01/25/2020 12:58:00 PM,Y,Y,"2001 N CAHUENGA BLVD, 90068",2001,N,CAHUENGA,BLVD,90068,34.107479405,-118.33102367,"(34.107479405, -118.33102367)",593,E,3,Central APC,4,David Ryu,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD,24033,406,718,,7,82
1-1523538152,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"15946 W VANOWEN ST, 91406",,W,,ST,91406,34.19369135,-118.4809307,"(34.1936913501, -118.480930665)",531,F,6,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,226,296,,3,61
1-1523538145,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"16053 W VICTORY BLVD, 91406",,W,,BLVD,91406,34.18684102,-118.4833936,"(34.186841018, -118.483393633)",531,F,7,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,225,298,,3,61
1-1523538174,12/31/2019 04:52:00 PM,12/31/2019 04:55:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,WVA,12/31/2019 04:46:00 PM,12/31/2019 04:55:00 PM,Y,,"16060 W SHERMAN WAY, 91406",,W,,WAY,91406,34.20093112,-118.4833539,"(34.2009311231, -118.483353892)",531,F,5,South Valley APC,6,,19,LAKE BALBOA NC,WEST VALLEY,19734,224,294,,3,61
1-1523540381,12/31/2019 04:51:00 PM,01/02/2020 02:50:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,HB,01/02/2020 12:00:00 AM,01/02/2020 02:50:00 PM,Y,N,"3625 S CAROLINA ST, 90731",3625,S,CAROLINA,ST,90731,33.7109399952,-118.290845589,"(33.7109399952, -118.290845589)",854,B,2,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,987,1522,15,15,33
1-1523540250,12/31/2019 04:50:00 PM,01/02/2020 03:06:00 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,LACC,01/02/2020 12:00:00 AM,01/02/2020 03:06:00 PM,Y,N,"3942 S WALTON AVE, 90037",3942,S,WALTON,AVE,90037,34.01428186,-118.29471,"(34.0142818619, -118.294709974)",674,A,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23668,729,1150,7,14,32
1-1523541321,12/31/2019 04:50:00 PM,01/02/2020 02:50:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,HB,01/02/2020 12:00:00 AM,01/02/2020 02:50:00 PM,Y,N,"3625 S CAROLINA ST, 90731",3625,S,CAROLINA,ST,90731,33.7109399952,-118.290845589,"(33.7109399952, -118.290845589)",854,B,2,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,987,1522,15,15,33
1-1523536167,12/31/2019 04:49:00 PM,01/02/2020 03:10:00 PM,SR Created,ITA,Other,Closed,Mobile App,Self Service,iOS,N,,,01/02/2020 03:10:00 PM,Y,N,"2346 S PURDUE AVE, 90064",2346,S,PURDUE,AVE,90064,34.0346336526,-118.440971999,"(34.0346336526, -118.440971999)",632,B,6,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES,24029,868,1518,9,10,50
1-1523540201,12/31/2019 04:49:00 PM,01/02/2020 02:18:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WV,01/02/2020 12:00:00 AM,01/02/2020 02:18:00 PM,Y,N,"7535 N WHITE OAK AVE, 91335",7535,N,WHITE OAK,AVE,91335,34.2075950493,-118.518834217,"(34.2075950493, -118.518834217)",531,B,4,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,258,914,,4,12
1-1523534087,12/31/2019 04:49:00 PM,01/04/2020 01:51:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/03/2020 12:00:00 AM,01/04/2020 01:51:00 PM,Y,,"8910 N NOBLE AVE, 91343",8910,N,NOBLE,AVE,91343,34.2322432302,-118.460980389,"(34.2322432302, -118.460980389)",501,H,7,North Valley APC,6,Nury Martinez,112,NORTH HILLS EAST,MISSION,18914,125,667,,3,73
1-1523536141,12/31/2019 04:49:00 PM,01/02/2020 07:58:00 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,iOS,Y,NEGB,01/02/2020 12:00:00 AM,01/02/2020 07:58:00 AM,Y,N,"8910 N NOBLE AVE, 91343",8910,N,NOBLE,AVE,91343,34.23224323,-118.4609804,"(34.2322432302, -118.460980389)",501,H,7,North Valley APC,6,Nury Martinez,112,NORTH HILLS EAST,MISSION,18914,125,667,,3,73
1-1523539261,12/31/2019 04:49:00 PM,01/03/2020 02:35:00 PM,SR Created,BOS,Bulky Items,Closed,Call,ITA,,N,NC,01/03/2020 12:00:00 AM,01/03/2020 12:09:00 PM,Y,N,"1155 N KENMORE AVE, 90029",1155,N,KENMORE,AVE,90029,34.0924586255,-118.297538844,"(34.0924586255, -118.297538844)",593,J,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST,23447,432,460,,8,58
1-1523539281,12/31/2019 04:49:00 PM,01/03/2020 12:45:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,WLA,01/03/2020 12:00:00 AM,01/03/2020 12:45:00 PM,Y,N,"5818 W 8TH ST, 90036",5818,W,8TH,ST,90036,34.0606310844,-118.356344367,"(34.0606310844, -118.356344367)",633,C,3,Central APC,4,David Ryu,58,MID CITY WEST CC,WILSHIRE,23667,638,1293,,7,26
1-1523536121,12/31/2019 04:48:00 PM,01/03/2020 12:59:00 PM,SR Created,BOS,Bulky Items,Closed,Call,ITA,,N,NC,01/03/2020 12:00:00 AM,01/03/2020 12:59:00 PM,Y,N,"1155 N KENMORE AVE, 90029",1155,N,KENMORE,AVE,90029,34.0924586255,-118.297538844,"(34.0924586255, -118.297538844)",593,J,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST,23447,432,460,,8,58
1-1523535980,12/31/2019 04:48:00 PM,01/02/2020 08:23:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,Android,N,NC,01/02/2020 12:00:00 AM,01/02/2020 08:23:00 AM,Y,,"2702 W 6TH ST, 90057",2702,W,6TH,ST,90057,34.0623558157,-118.281593109,"(34.0623558157, -118.281593109)",634,B,2,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,RAMPART,24352,558,884,,11,63
1-1523536011,12/31/2019 04:48:00 PM,01/04/2020 01:51:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,EV,01/03/2020 12:00:00 AM,01/04/2020 01:51:00 PM,Y,,"8910 N NOBLE AVE, 91343",8910,N,NOBLE,AVE,91343,34.2322432302,-118.460980389,"(34.2322432302, -118.460980389)",501,H,7,North Valley APC,6,Nury Martinez,112,NORTH HILLS EAST,MISSION,18914,125,667,,3,73
1-1523535949,12/31/2019 04:47:00 PM,01/03/2020 03:17:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,SLA,01/03/2020 12:00:00 AM,01/03/2020 03:17:00 PM,Y,,"2311 W SOUTHWEST DR, 90043",2311,W,SOUTHWEST,DR,90043,33.982940578,-118.318915645,"(33.982940578, -118.318915645)",673,G,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,754,1059,7,14,24
1-1523537510,12/31/2019 04:47:00 PM,01/07/2020 12:16:00 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/07/2020 12:00:00 AM,01/07/2020 11:29:00 AM,Y,,"1301 W YOSEMITE DR, 90041",1301,W,YOSEMITE,DR,90041,34.1333502641,-118.193703477,"(34.1333502641, -118.193703477)",565,C,6,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,357,512,,9,60
