SRNumber,CreatedDate,RequestType,RequestSource,Address,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-870121711,12/30/2017 11:13:00 AM,Bulky Items,Mobile App,"17036 W SHERMAN WAY, 91406",SHERMAN,WAY,91406,34.20092635,-118.5046645,"(34.2009263482, -118.504664472)",531,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-870124661,12/30/2017 11:12:00 AM,Bulky Items,Mobile App,"6446 N WINNETKA AVE, 91367",WINNETKA,AVE,91367,34.18791149,-118.5707701,"(34.1879114874, -118.570770051)",530,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,292,318,,4,49
1-870124111,12/30/2017 11:08:00 AM,Bulky Items,Call,"1876 W CORDOVA ST, 90007",CORDOVA,ST,90007,34.03890268,-118.2997282,"(34.0389026818, -118.299728201)",633,South Los Angeles APC,1,Gilbert Cedillo,76,PICO UNION NC,OLYMPIC,22724,681,1282,,11,8
1-870118056,12/30/2017 11:05:00 AM,Bulky Items,Mobile App,"10944 W ROCHESTER AVE, 90024",ROCHESTER,AVE,90024,34.05557436,-118.4440334,"(34.055574364, -118.44403335)",632,West Los Angeles APC,5,Paul Koretz,63,WESTWOOD NC,WEST LOS ANGELES,23442,854,744,9,6,72
1-870120841,12/30/2017 11:04:00 AM,Bulky Items,Call,"5195 N JEFFDALE AVE, 91364",JEFFDALE,AVE,91364,34.16416372,-118.6227415,"(34.1641637164, -118.622741509)",559,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,310,1486,,4,49
1-870117871,12/30/2017 11:01:00 AM,Bulky Items,Call,"2904 S RIMPAU BLVD, 90016",RIMPAU,BLVD,90016,34.0275585,-118.3508345,"(34.0275584955, -118.35083446)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,664,924,7,12,17
1-870114369,12/30/2017 11:00:00 AM,Bulky Items,Mobile App,"422 S DETROIT ST, 90036",DETROIT,ST,90036,34.06610249,-118.3450179,"(34.0661024862, -118.345017886)",633,Central APC,4,David Ryu,58,MID CITY WEST CC,WILSHIRE,23667,635,1347,,7,26
1-870115501,12/30/2017 11:00:00 AM,Bulky Items,Self Service,"7833 N IRVINE AVE, 91605",IRVINE,AVE,91605,34.21297977,-118.3857692,"(34.2129797724, -118.385769238)",532,North Valley APC,6,Nury Martinez,23,NORTH HOLLYWOOD NORTHEAST NC,FOOTHILL,8888,162,475,,3,14
1-870114080,12/30/2017 11:00:00 AM,Bulky Items,Mobile App,"1250 N FRIES AVE, 90744",FRIES,AVE,90744,33.78804656,-118.265407,"(33.7880465595, -118.265406969)",794,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,960,1200,,15,15
1-870115881,12/30/2017 10:57:00 AM,Bulky Items,Call,"5149 S 7TH AVE, 90043",7TH,AVE,90043,33.99542564,-118.324881,"(33.995425643, -118.32488098)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,SOUTHWEST,23674,750,1045,7,14,24
1-870108741,12/30/2017 10:55:00 AM,Bulky Items,Call,"3257 S CATTARAUGUS AVE, 90034",CATTARAUGUS,AVE,90034,34.03108078,-118.3817591,"(34.0310807785, -118.381759138)",632,South Los Angeles APC,10,Herb J. Wesson Jr.,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23451,886,987,,12,95
1-870112871,12/30/2017 10:55:00 AM,Bulky Items,Self Service,"1625 S GRANVILLE AVE, 90025",GRANVILLE,AVE,90025,34.04076107,-118.4567169,"(34.0407610708, -118.456716932)",631,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES,23443,865,751,9,10,50
1-870112411,12/30/2017 10:54:00 AM,Bulky Items,Self Service,"11564 N KISMET AVE, 91342",KISMET,AVE,91342,34.280217,-118.3872014,"(34.2802169978, -118.387201384)",482,North Valley APC,7,Monica Rodriguez,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL,18912,19,668,,1,9
1-870106577,12/30/2017 10:54:00 AM,Bulky Items,Mobile App,"7350 N LANKERSHIM BLVD, 91605",LANKERSHIM,BLVD,91605,34.20453351,-118.3876243,"(34.2045335084, -118.387624256)",532,North Valley APC,2,Paul Krekorian,23,NORTH HOLLYWOOD NORTHEAST NC,NORTH HOLLYWOOD,8888,169,478,,5,14
1-870109551,12/30/2017 10:54:00 AM,Bulky Items,Self Service,"2249 S WELLESLEY AVE, 90064",WELLESLEY,AVE,90064,34.02991656,-118.4539335,"(34.0299165612, -118.453933523)",632,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES,24029,867,1128,9,10,50
1-870111141,12/30/2017 10:51:00 AM,Bulky Items,Call,"17164 W LOS ALIMOS ST, 91344",LOS ALIMOS,ST,91344,34.26590466,-118.5075103,"(34.2659046628, -118.507510303)",501,North Valley APC,12,Mitchell Englander,118,GRANADA HILLS SOUTH NC,DEVONSHIRE,19329,79,934,,2,79
1-870109031,12/30/2017 10:49:00 AM,Bulky Items,Call,"3619 S MUIRFIELD ROAD, 90016",MUIRFIELD,ROAD,90016,34.02081682,-118.3424129,"(34.0208168152, -118.342412879)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,663,1007,7,12,17
1-870106223,12/30/2017 10:49:00 AM,Bulky Items,Mobile App,"206 E ST LOUIS ST, 90033",ST LOUIS,ST,90033,34.04355094,-118.2145181,"(34.0435509355, -118.214518143)",635,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,522,350,,9,38
1-870103367,12/30/2017 10:47:00 AM,Bulky Items,Mobile App,"1500 W TEMPLE ST, 90026",TEMPLE,ST,90026,34.06757836,-118.259236,"(34.0675783617, -118.25923599)",634,Central APC,1,Gilbert Cedillo,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,23444,548,397,54,11,31
1-870106421,12/30/2017 10:46:00 AM,Bulky Items,Call,"1428 W 30TH ST, 90007",30TH,ST,90007,34.0269196,-118.2954214,"(34.0269196016, -118.295421414)",634,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,22724,685,651,7,14,32
1-870102321,12/30/2017 10:45:00 AM,Bulky Items,Mobile App,"20155 W KESWICK ST, 91306",KESWICK,ST,91306,34.20962744,-118.5731688,"(34.2096274443, -118.573168788)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,275,1544,,4,66
1-870104072,12/30/2017 10:44:00 AM,Bulky Items,Mobile App,"311 S ARDEN BLVD, 90020",ARDEN,BLVD,90020,34.06846457,-118.3260635,"(34.0684645655, -118.326063509)",633,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,WILSHIRE,23081,577,874,,7,86
1-870101331,12/30/2017 10:43:00 AM,Bulky Items,Call,"13031 W LOUVRE ST, 91331",LOUVRE,ST,91331,34.27664773,-118.4166246,"(34.2766477282, -118.416624561)",502,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18907,24,369,,1,11
1-870098700,12/30/2017 10:42:00 AM,Bulky Items,Mobile App,"251 S MARIPOSA AVE, 90004",MARIPOSA,AVE,90004,34.0696925,-118.2993452,"(34.0696924966, -118.299345183)",633,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22721,583,937,,8,89
1-870097701,12/30/2017 10:40:00 AM,Bulky Items,Call,"12083 N EDDLESTON DR, 91326",EDDLESTON,DR,91326,34.29222489,-118.5394884,"(34.2922248932, -118.539488363)",480,North Valley APC,12,Mitchell Englander,114,PORTER RANCH NC,DEVONSHIRE,18905,63,1410,,2,48
1-870095970,12/30/2017 10:40:00 AM,Bulky Items,Mobile App,"20135 W KESWICK ST, 91306",KESWICK,ST,91306,34.20964722,-118.5721988,"(34.2096472202, -118.57219879)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,275,1544,,4,66
1-870100241,12/30/2017 10:40:00 AM,Bulky Items,Call,"13031 W LOUVRE ST, 91331",LOUVRE,ST,91331,34.27664773,-118.4166246,"(34.2766477282, -118.416624561)",502,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18907,24,369,,1,11
1-870097251,12/30/2017 10:39:00 AM,Bulky Items,Self Service,"2507 S CAROLINA ST, 90731",CAROLINA,ST,90731,33.72088338,-118.2909442,"(33.7208833784, -118.290944188)",824,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,987,827,15,15,33
1-870099881,12/30/2017 10:37:00 AM,Bulky Items,Call,"6220 W SAN VICENTE BLVD, 90048",SAN VICENTE,BLVD,90048,34.0601255,-118.3664019,"(34.0601255017, -118.366401858)",633,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE,23679,638,812,,6,26
1-870097991,12/30/2017 10:37:00 AM,Bulky Items,Self Service,"4856 N DENNY AVE, 91601",DENNY,AVE,91601,34.15922353,-118.3647005,"(34.1592235343, -118.364700496)",563,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8489,213,338,,5,13
1-870096291,12/30/2017 10:36:00 AM,Bulky Items,Self Service,"3955 N COLDWATER CANYON AVE, 91604",COLDWATER CANYON,AVE,91604,34.14227281,-118.4138895,"(34.1422728148, -118.413889474)",562,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,VAN NUYS,8492,353,421,,5,84
1-870095861,12/30/2017 10:35:00 AM,Bulky Items,Call,"738 N DILLON ST, 90026",DILLON,ST,90026,34.08085972,-118.2774428,"(34.0808597236, -118.27744275)",594,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,RAMPART,23444,473,632,,8,90
1-870091651,12/30/2017 10:35:00 AM,Bulky Items,Call,"6451 W TOKAY ROAD, 91042",TOKAY,ROAD,91042,34.25349812,-118.2728473,"(34.2534981198, -118.272847283)",504,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3222,5,534,8,1,7
1-870095651,12/30/2017 10:35:00 AM,Bulky Items,Call,"2807 E WINTER ST, 90033",WINTER,ST,90033,34.04808304,-118.1991782,"(34.0480830353, -118.199178225)",635,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,513,944,,9,38
1-870095272,12/30/2017 10:34:00 AM,Bulky Items,Mobile App,"7020 N COLDWATER CANYON AVE, 91605",COLDWATER CANYON,AVE,91605,34.19810278,-118.4136301,"(34.1981027772, -118.413630134)",532,South Valley APC,2,Paul Krekorian,22,NOHO WEST NC,NORTH HOLLYWOOD,8888,179,493,,5,71
1-870089711,12/30/2017 10:31:00 AM,Bulky Items,Self Service,"5929 N TYRONE AVE, 91401",TYRONE,AVE,91401,34.17842963,-118.4445016,"(34.1784296326, -118.444501556)",562,South Valley APC,4,David Ryu,20,VAN NUYS NC,VAN NUYS,19729,243,948,,7,18
1-870094811,12/30/2017 10:31:00 AM,Bulky Items,Call,"3102 N DURAND DR, 90068",DURAND,DR,90068,34.12558536,-118.3233303,"(34.1255853583, -118.323330338)",593,Central APC,4,David Ryu,30,HOLLYWOOD UNITED NC,HOLLYWOOD,24033,404,543,42,7,64
1-870090289,12/30/2017 10:30:00 AM,Bulky Items,Mobile App,"11022 W OLINDA ST, 91352",OLINDA,ST,91352,34.22406803,-118.3709025,"(34.2240680345, -118.370902497)",533,North Valley APC,6,Nury Martinez,8,SUN VALLEY AREA NC,FOOTHILL,19335,154,1371,,3,21
1-870091031,12/30/2017 10:29:00 AM,Bulky Items,Self Service,"6660 W 81ST ST, 90045",81ST,ST,90045,33.96489187,-118.4066539,"(33.9648918744, -118.406653904)",702,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,927,443,10,10,16
1-870091931,12/30/2017 10:28:00 AM,Bulky Items,Self Service,"9729 N HAYVENHURST AVE, 91343",HAYVENHURST,AVE,91343,34.24735786,-118.4939034,"(34.2473578597, -118.493903406)",501,North Valley APC,12,Mitchell Englander,120,NORTHRIDGE EAST,DEVONSHIRE,18914,119,1281,,2,87
1-870089939,12/30/2017 10:27:00 AM,Bulky Items,Mobile App,"4500 W EXPOSITION BLVD, 90016",EXPOSITION,BLVD,90016,34.02358645,-118.3453712,"(34.0235864544, -118.345371207)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,663,1008,7,12,17
1-870090182,12/30/2017 10:27:00 AM,Bulky Items,Mobile App,"3628 E NOAKES ST, 90023",NOAKES,ST,90023,34.01428255,-118.1996813,"(34.0142825534, -118.199681306)",675,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23441,528,1269,,9,38
1-870087751,12/30/2017 10:26:00 AM,Bulky Items,Self Service,"114 N MANSFIELD AVE, 90036",MANSFIELD,AVE,90036,34.07382603,-118.3407043,"(34.0738260303, -118.340704268)",633,Central APC,5,Paul Koretz,119,GREATER WILSHIRE NC,WILSHIRE,23667,624,871,,6,86
1-870088889,12/30/2017 10:26:00 AM,Bulky Items,Mobile App,"251 S MARIPOSA AVE, 90004",MARIPOSA,AVE,90004,34.0696925,-118.2993452,"(34.0696924966, -118.299345183)",633,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22721,583,937,,8,89
1-870086551,12/30/2017 10:23:00 AM,Bulky Items,Self Service,"1803 S BELOIT AVE, 90025",BELOIT,AVE,90025,34.04434548,-118.4453211,"(34.0443454846, -118.445321075)",632,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES,23443,868,746,9,10,50
1-870087351,12/30/2017 10:23:00 AM,Bulky Items,Call,"934 N RONAN AVE, 90744",RONAN,AVE,90744,33.78186238,-118.2723553,"(33.78186238, -118.272355288)",794,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,964,641,,15,15
1-870082751,12/30/2017 10:18:00 AM,Bulky Items,Call,"9910 N ARLETA AVE, 91331",ARLETA,AVE,91331,34.25040094,-118.4346737,"(34.25040094, -118.434673744)",502,North Valley APC,6,Nury Martinez,6,ARLETA NC,MISSION,18907,129,403,,3,41
1-870083191,12/30/2017 10:18:00 AM,Bulky Items,Call,"232 E 83RD ST, 90003",83RD,ST,90003,33.96361282,-118.2706229,"(33.9636128224, -118.270622886)",704,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET,22352,795,1001,7,13,46
1-870083061,12/30/2017 10:17:00 AM,Bulky Items,Self Service,"19439 W LEMAY ST, 91335",LEMAY,ST,91335,34.19157797,-118.5571521,"(34.1915779718, -118.557152065)",530,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,269,1467,,4,12
1-870075681,12/30/2017 10:10:00 AM,Bulky Items,Self Service,"6527 N LANGDON AVE, 91406",LANGDON,AVE,91406,34.1896004,-118.4694406,"(34.1896003983, -118.469440595)",531,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19734,227,560,,3,18
1-870073661,12/30/2017 10:09:00 AM,Bulky Items,Call,"1800 N WORKMAN ST, 90031",WORKMAN,ST,90031,34.06387938,-118.2140137,"(34.0638793754, -118.214013721)",635,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,494,721,,11,1
1-870075351,12/30/2017 10:07:00 AM,Bulky Items,Call,"11755 N CASTILLO LANE, 91326",CASTILLO,LANE,91326,34.28441942,-118.5369572,"(34.2844194198, -118.536957167)",480,North Valley APC,12,Mitchell Englander,114,PORTER RANCH NC,DEVONSHIRE,18905,63,1532,,2,48
1-870073321,12/30/2017 10:06:00 AM,Bulky Items,Self Service,"3439 N ANDRITA ST, 90065",ANDRITA,ST,90065,34.11960966,-118.2390729,"(34.1196096599, -118.239072852)",594,East Los Angeles APC,13,Mitch O'Farrell,39,GLASSELL PARK NC,NORTHEAST,24030,386,476,,8,56
1-870075105,12/30/2017 10:06:00 AM,Bulky Items,Mobile App,"1504 S GRAND AVE, 90015",GRAND,AVE,90015,34.03606816,-118.2658034,"(34.0360681628, -118.265803444)",634,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL,23076,693,1291,,9,76
1-870073826,12/30/2017 10:03:00 AM,Bulky Items,Mobile App,"6708 N CAMELLIA AVE, 91606",CAMELLIA,AVE,91606,34.19236528,-118.3822493,"(34.1923652787, -118.382249307)",532,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8889,176,275,,5,13
1-870069811,12/30/2017 09:56:00 AM,Bulky Items,Call,"3119 S DURANGO AVE, 90034",DURANGO,AVE,90034,34.03237196,-118.3931892,"(34.0323719594, -118.393189181)",632,South Los Angeles APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23451,878,1362,,6,95
1-870065281,12/30/2017 09:54:00 AM,Bulky Items,Self Service,"15650 W VIEWRIDGE LANE, 91344",VIEWRIDGE,LANE,91344,34.28132805,-118.4732419,"(34.2813280504, -118.473241919)",481,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE,19329,68,385,,2,78
1-870066011,12/30/2017 09:53:00 AM,Bulky Items,Call,"3920 W SANTA ROSALIA DR, 90008",SANTA ROSALIA,DR,90008,34.01176379,-118.3419041,"(34.0117637864, -118.341904086)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,761,1032,7,12,54
1-870063541,12/30/2017 09:53:00 AM,Bulky Items,Call,"14906 W POLK ST, 91342",POLK,ST,91342,34.3006475,-118.4573724,"(34.3006474986, -118.457372361)",481,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,60,363,,1,47
1-870064961,12/30/2017 09:52:00 AM,Bulky Items,Self Service,"3765 S BAGLEY AVE, 90034",BAGLEY,AVE,90034,34.02601704,-118.3956996,"(34.0260170377, -118.395699579)",672,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,885,688,,6,74
1-870061481,12/30/2017 09:51:00 AM,Bulky Items,Self Service,"8308 S WESTLAWN AVE, 90045",WESTLAWN,AVE,90045,33.96303931,-118.4071625,"(33.9630393117, -118.40716245)",702,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,927,443,10,10,16
1-870062681,12/30/2017 09:51:00 AM,Bulky Items,Call,"6717 N WILKINSON AVE, 91606",WILKINSON,AVE,91606,34.19255189,-118.4042918,"(34.1925518929, -118.40429184)",532,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,NORTH HOLLYWOOD,8889,180,406,,5,70
1-870061691,12/30/2017 09:51:00 AM,Bulky Items,Call,"3946 S BLEDSOE AVE, 90066",BLEDSOE,AVE,90066,34.00759048,-118.4191196,"(34.0075904767, -118.419119565)",672,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,903,707,10,10,27
1-870063001,12/30/2017 09:50:00 AM,Bulky Items,Call,"5117 S ASCOT AVE, 90011",ASCOT,AVE,90011,33.99601802,-118.2504105,"(33.9960180218, -118.250410483)",674,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON,22727,719,983,7,13,51
1-870061811,12/30/2017 09:46:00 AM,Bulky Items,Call,"5117 S ASCOT AVE, 90011",ASCOT,AVE,90011,33.99601802,-118.2504105,"(33.9960180218, -118.250410483)",674,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON,22727,719,983,7,13,51
1-870053135,12/30/2017 09:45:00 AM,Bulky Items,Mobile App,"12563 N BRADLEY AVE, 91342",BRADLEY,AVE,91342,34.29868037,-118.4513149,"(34.2986803732, -118.451314857)",481,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,60,1225,,1,47
1-870060181,12/30/2017 09:44:00 AM,Bulky Items,Self Service,"7326 S DUNFIELD AVE, 90045",DUNFIELD,AVE,90045,33.97502492,-118.3978901,"(33.975024923, -118.397890079)",702,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,932,1148,10,10,16
1-870057601,12/30/2017 09:44:00 AM,Bulky Items,Call,"4551 W FOUNTAIN AVE, 90029",FOUNTAIN,AVE,90029,34.09580427,-118.288026,"(34.0958042711, -118.288025956)",594,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST,23445,434,1285,16,8,58
1-870056301,12/30/2017 09:42:00 AM,Bulky Items,Mobile App,"920 N LILLIAN WAY, 90038",LILLIAN,WAY,90038,34.0875024,-118.3276474,"(34.0875024024, -118.327647385)",593,Central APC,13,Mitch O'Farrell,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD,23669,442,535,,8,34
1-870053581,12/30/2017 09:41:00 AM,Bulky Items,Call,"12831 W OSBORNE ST, 91331",OSBORNE,ST,91331,34.25244998,-118.4122594,"(34.2524499788, -118.412259381)",502,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18907,34,451,,1,11
1-870055911,12/30/2017 09:39:00 AM,Bulky Items,Call,"312 E 104TH ST, 90003",104TH,ST,90003,33.94182742,-118.2692429,"(33.9418274201, -118.269242894)",704,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,807,359,7,14,45
1-870053000,12/30/2017 09:37:00 AM,Bulky Items,Mobile App,"3344 N CHAPMAN ST, 90065",CHAPMAN,ST,90065,34.12182934,-118.2428238,"(34.121829344, -118.242823794)",594,East Los Angeles APC,13,Mitch O'Farrell,39,GLASSELL PARK NC,NORTHEAST,24030,386,476,,8,56
1-870051471,12/30/2017 09:37:00 AM,Bulky Items,Self Service,"10468 W EASTBORNE AVE, 90024",EASTBORNE,AVE,90024,34.0569289,-118.4266277,"(34.0569288954, -118.426627727)",632,West Los Angeles APC,5,Paul Koretz,63,WESTWOOD NC,WEST LOS ANGELES,23442,858,501,9,6,72
1-870052931,12/30/2017 09:36:00 AM,Bulky Items,Mobile App,"1530 N OCCIDENTAL BLVD, 90026",OCCIDENTAL,BLVD,90026,34.08732348,-118.2691716,"(34.0873234816, -118.269171593)",594,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,NORTHEAST,23444,468,905,,8,90
1-870050191,12/30/2017 09:34:00 AM,Bulky Items,Call,"312 E 104TH ST, 90003",104TH,ST,90003,33.94182742,-118.2692429,"(33.9418274201, -118.269242894)",704,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,807,359,7,14,45
1-870048531,12/30/2017 09:34:00 AM,Bulky Items,Call,"10210 N MOUNTAIR AVE, 91042",MOUNTAIR,AVE,91042,34.25446001,-118.2931049,"(34.2544600141, -118.293104851)",503,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3222,3,1270,18,1,7
1-870047621,12/30/2017 09:31:00 AM,Bulky Items,Call,"8103 N WHITSETT AVE, 91605",WHITSETT,AVE,91605,34.21806124,-118.4054671,"(34.2180612382, -118.405467053)",532,North Valley APC,2,Paul Krekorian,22,NOHO WEST NC,FOOTHILL,8888,152,1101,,5,71
1-870041697,12/30/2017 09:27:00 AM,Bulky Items,Mobile App,"UNION PL AT 2ND ST, 90026",,,90026,34.06266401,-118.2651647,"(34.0626640074, -118.265164736)",634,Central APC,13,Mitch O'Farrell,97,WESTLAKE NORTH NC,RAMPART,23444,549,942,,8,67
1-870042601,12/30/2017 09:24:00 AM,Bulky Items,Call,"12436 N CASCADE CANYON DR, 91344",CASCADE CANYON,DR,91344,34.29583649,-118.5193666,"(34.2958364856, -118.519366633)",481,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE,19329,54,1408,,2,78
1-870039287,12/30/2017 09:21:00 AM,Bulky Items,Mobile App,"10860 N TOPANGA CANYON BLVD, 91311",TOPANGA CANYON,BLVD,91311,34.26772031,-118.605903,"(34.2677203092, -118.605903037)",500,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,88,1276,,2,43
1-870041832,12/30/2017 09:21:00 AM,Bulky Items,Mobile App,"3245 W AVENUE 32, 90065",AVENUE 32,,90065,34.11946463,-118.2457376,"(34.1194646268, -118.245737581)",594,East Los Angeles APC,13,Mitch O'Farrell,39,GLASSELL PARK NC,NORTHEAST,24030,388,476,,8,56
1-870039421,12/30/2017 09:20:00 AM,Bulky Items,Call,"18251 W SUNBURST ST, 91325",SUNBURST,ST,91325,34.23464779,-118.5312595,"(34.2346477911, -118.531259487)",500,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18514,108,1539,,2,65
1-870038961,12/30/2017 09:16:00 AM,Bulky Items,Call,"12TH ST AT BEACON ST, 90731",,,90731,33.73327858,-118.2805015,"(33.7332785789, -118.280501535)",824,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,979,1271,15,15,36
1-870033423,12/30/2017 09:13:00 AM,Bulky Items,Mobile App,"14444 W MERCER ST, 91331",MERCER,ST,91331,34.25057312,-118.4476796,"(34.2505731157, -118.44767962)",502,North Valley APC,6,Nury Martinez,6,ARLETA NC,MISSION,18907,131,402,,3,41
1-870035391,12/30/2017 09:13:00 AM,Bulky Items,Self Service,"14255 W TYLER ST, 91342",TYLER,ST,91342,34.31893508,-118.4438155,"(34.3189350831, -118.443815481)",482,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,44,1529,,1,47
1-870032661,12/30/2017 09:12:00 AM,Bulky Items,Call,"18435 W KESWICK ST, 91335",KESWICK,ST,91335,34.21033913,-118.5348449,"(34.210339126, -118.534844891)",530,South Valley APC,12,Mitchell Englander,15,RESEDA NC,WEST VALLEY,18909,254,283,,2,12
1-870034921,12/30/2017 09:12:00 AM,Bulky Items,Call,"6559 N FIGUEROA ST, 90042",FIGUEROA,ST,90042,34.12167813,-118.1846624,"(34.1216781284, -118.184662354)",595,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,362,598,,9,93
1-870032852,12/30/2017 09:11:00 AM,Bulky Items,Mobile App,"14437 W MERCER ST, 91331",MERCER,ST,91331,34.25084176,-118.4476848,"(34.2508417647, -118.447684775)",502,North Valley APC,6,Nury Martinez,6,ARLETA NC,MISSION,18907,131,402,,3,41
1-870029771,12/30/2017 09:11:00 AM,Bulky Items,Call,"3518 S FARMDALE AVE, 90016",FARMDALE,AVE,90016,34.02320567,-118.3459421,"(34.023205674, -118.345942117)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,663,1008,7,12,17
