SRNumber,CreatedDate,RequestType,RequestSource,Address,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-870570098,12/31/2017 01:48:00 PM,Bulky Items,Mobile App,"4104 N VAN HORNE AVE, 90032",VAN HORNE,AVE,90032,34.09321738,-118.1703445,"(34.093217381, -118.170344504)",595,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,495,623,,9,91
1-870570001,12/31/2017 01:43:00 PM,Bulky Items,Self Service,"2026 W 78TH ST, 90047",78TH,ST,90047,33.96895828,-118.314353,"(33.9689582808, -118.314352982)",703,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,778,354,7,14,20
1-870568734,12/31/2017 01:43:00 PM,Bulky Items,Mobile App,"21ST ST AT PACIFIC AVE, 90731",,,90731,33.72514167,-118.288011,"(33.7251416744, -118.288011044)",824,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,981,1248,,15,33
1-870568901,12/31/2017 01:41:00 PM,Bulky Items,Call,"14436 W VALERIO ST, 91405",VALERIO,ST,91405,34.20471428,-118.4476293,"(34.204714282, -118.447629344)",532,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS,19733,215,458,,5,18
1-870561791,12/31/2017 01:39:00 PM,Bulky Items,Self Service,"23455 W LADRILLO ST, 91367",LADRILLO,ST,91367,34.16704094,-118.6384194,"(34.167040937, -118.638419357)",559,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,303,1553,,4,49
1-870565561,12/31/2017 01:38:00 PM,Bulky Items,Self Service,"4105 N DIVISION PL, 90065",DIVISION,PL,90065,34.11732491,-118.22311,"(34.1173249097, -118.223109999)",594,East Los Angeles APC,1,Gilbert Cedillo,39,GLASSELL PARK NC,NORTHEAST,24030,384,1432,13,11,56
1-870565551,12/31/2017 01:38:00 PM,Bulky Items,Call,"4188 N GREENBUSH AVE, 91423",GREENBUSH,AVE,91423,34.14643658,-118.4259867,"(34.1464365799, -118.425986669)",562,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,332,697,,7,83
1-870568191,12/31/2017 01:36:00 PM,Bulky Items,Call,"2036 S OXFORD AVE, 90018",OXFORD,AVE,90018,34.03849417,-118.3077643,"(34.0384941729, -118.307764256)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,23079,678,906,,12,19
1-870565361,12/31/2017 01:35:00 PM,Bulky Items,Call,"719 W 76TH ST, 90044",76TH,ST,90044,33.9708452,-118.2861383,"(33.9708451992, -118.286138313)",704,South Los Angeles APC,8,Marqueece Harris-Dawson,,,77TH STREET,23675,775,756,7,14,
1-870561431,12/31/2017 01:33:00 PM,Bulky Items,Call,"5209 N BABCOCK AVE, 91607",BABCOCK,AVE,91607,34.16517036,-118.4065336,"(34.1651703573, -118.406533646)",562,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD,8890,191,636,17,5,39
1-870564714,12/31/2017 01:31:00 PM,Bulky Items,Mobile App,"14560 W CLARK ST, 91411",CLARK,ST,91411,34.16833611,-118.4506931,"(34.1683361087, -118.450693056)",562,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19735,247,346,,7,83
1-870564641,12/31/2017 01:28:00 PM,Bulky Items,Mobile App,"6512 N CORBIN AVE, 91335",CORBIN,AVE,91335,34.18862866,-118.5620221,"(34.1886286554, -118.562022108)",530,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,292,313,,4,12
1-870558718,12/31/2017 01:27:00 PM,Bulky Items,Mobile App,"6435 N CORBIN AVE, 91367",CORBIN,AVE,91367,34.18767054,-118.5625174,"(34.18767054, -118.562517412)",530,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,292,318,,4,49
1-870562241,12/31/2017 01:27:00 PM,Bulky Items,Call,"5760 N WHITSETT AVE, 91607",WHITSETT,AVE,91607,34.17550524,-118.4051133,"(34.1755052396, -118.405113345)",562,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,NORTH HOLLYWOOD,8890,188,504,,5,70
1-870564401,12/31/2017 01:26:00 PM,Bulky Items,Call,"1905 N THOMAS ST, 90031",THOMAS,ST,90031,34.06679449,-118.2052332,"(34.0667944854, -118.205233207)",635,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,494,619,,11,1
1-870562031,12/31/2017 01:25:00 PM,Bulky Items,Mobile App,"3193 S BARRINGTON AVE, 90066",BARRINGTON,AVE,90066,34.01932796,-118.436302,"(34.0193279559, -118.436301984)",672,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,892,843,9,10,27
1-870564271,12/31/2017 01:25:00 PM,Bulky Items,Mobile App,"20547 W VANOWEN ST, 91306",VANOWEN,ST,91306,34.19391914,-118.5812566,"(34.1939191388, -118.581256636)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,294,1547,,4,66
1-870564181,12/31/2017 01:25:00 PM,Bulky Items,Self Service,"1639 W 38TH PL, 90062",38TH,PL,90062,34.0165362,-118.3102834,"(34.016536195, -118.310283388)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,24027,731,1016,7,14,32
1-870555721,12/31/2017 01:16:00 PM,Bulky Items,Call,"8441 W FENWICK ST, 91040",FENWICK,ST,91040,34.26160193,-118.3171253,"(34.2616019274, -118.31712531)",503,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,13,531,,1,7
1-870557381,12/31/2017 01:09:00 PM,Bulky Items,Mobile App,"9525 N SYLMAR AVE, 91402",SYLMAR,AVE,91402,34.24308017,-118.4482138,"(34.2430801717, -118.448213784)",502,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION,19730,132,958,,3,59
1-870557037,12/31/2017 01:03:00 PM,Bulky Items,Mobile App,"318 N CHESTNUT AVE, 90042",CHESTNUT,AVE,90042,34.11448868,-118.1752717,"(34.1144886838, -118.175271662)",595,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,360,577,,9,93
1-870552561,12/31/2017 12:57:00 PM,Bulky Items,Mobile App,"6461 N WINNETKA AVE, 91306",WINNETKA,AVE,91306,34.18827386,-118.5712562,"(34.1882738624, -118.571256234)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,294,318,,4,66
1-870552321,12/31/2017 12:55:00 PM,Bulky Items,Call,"2346 N ALTA ST, 90031",ALTA,ST,90031,34.07339231,-118.2038044,"(34.0733923119, -118.203804382)",635,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,487,337,,11,1
1-870552201,12/31/2017 12:54:00 PM,Bulky Items,Call,"506 N ECHANDIA ST, 90033",ECHANDIA,ST,90033,34.05201282,-118.2184936,"(34.0520128163, -118.218493554)",634,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,511,1033,,9,38
1-870552081,12/31/2017 12:53:00 PM,Bulky Items,Call,"2346 N ALTA ST, 90031",ALTA,ST,90031,34.07339231,-118.2038044,"(34.0733923119, -118.203804382)",635,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,487,337,,11,1
1-870553941,12/31/2017 12:52:00 PM,Bulky Items,Self Service,"7077 W DAY ST, 91042",DAY,ST,91042,34.25474452,-118.2854217,"(34.2547445219, -118.285421717)",504,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3222,4,538,18,1,7
1-870554021,12/31/2017 12:52:00 PM,Bulky Items,Self Service,"15431 W LABRADOR ST, 91343",LABRADOR,ST,91343,34.24929502,-118.468907,"(34.2492950166, -118.468907031)",501,North Valley APC,7,Monica Rodriguez,112,NORTH HILLS EAST,MISSION,18914,116,639,,1,73
1-870552841,12/31/2017 12:48:00 PM,Bulky Items,Call,"18759 W LANARK ST, 91335",LANARK,ST,91335,34.21755127,-118.5422829,"(34.2175512673, -118.542282854)",530,South Valley APC,12,Mitchell Englander,15,RESEDA NC,WEST VALLEY,18909,249,274,,2,12
1-870548387,12/31/2017 12:46:00 PM,Bulky Items,Mobile App,"316 N SAN PASCUAL AVE, 90042",SAN PASCUAL,AVE,90042,34.11539203,-118.1760943,"(34.115392029, -118.176094317)",595,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,360,577,,9,93
1-870547631,12/31/2017 12:44:00 PM,Bulky Items,Call,"10632 N BATON ROUGE PL, 91326",BATON ROUGE,PL,91326,34.26372366,-118.5531764,"(34.263723659, -118.553176375)",500,North Valley APC,12,Mitchell Englander,113,NORTHRIDGE WEST,DEVONSHIRE,18905,80,524,,2,77
1-870545611,12/31/2017 12:43:00 PM,Bulky Items,Call,"3128 S THATCHER AVE, 90292",THATCHER,AVE,90292,33.9870593,-118.4487027,"(33.9870592998, -118.448702654)",672,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC,25074,914,1134,10,10,30
1-870548291,12/31/2017 12:40:00 PM,Bulky Items,Mobile App,"10140 N MCVINE AVE, 91040",MCVINE,AVE,91040,34.25370219,-118.3113081,"(34.2537021932, -118.311308051)",503,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,15,537,,1,7
1-870548211,12/31/2017 12:40:00 PM,Bulky Items,Self Service,"3839 S LA SALLE AVE, 90062",LA SALLE,AVE,90062,34.01613308,-118.3058334,"(34.016133078, -118.305833353)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,24027,730,1011,7,14,32
1-870548904,12/31/2017 12:38:00 PM,Bulky Items,Mobile App,"126 N SAN PASCUAL AVE, 90042",SAN PASCUAL,AVE,90042,34.11402782,-118.1781739,"(34.1140278203, -118.178173933)",595,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST,23673,360,577,,9,93
1-870547361,12/31/2017 12:38:00 PM,Bulky Items,Call,"4445 N COLBATH AVE, 91423",COLBATH,AVE,91423,34.15162248,-118.4367438,"(34.1516224802, -118.43674383)",562,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,333,692,,7,83
1-870548913,12/31/2017 12:38:00 PM,Bulky Items,Mobile App,"EXPOSITION BOULEVARD N/R AT 9TH AVE, 90018",,,90018,34.02105138,-118.3271893,"(34.0210513796, -118.327189259)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,748,1015,7,12,19
1-870547814,12/31/2017 12:36:00 PM,Bulky Items,Mobile App,"EXPOSITION BOULEVARD N/R AT 3RD AVE, 90018",,,90018,34.01937297,-118.3201722,"(34.0193729721, -118.32017218)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,661,1015,7,12,19
1-870544641,12/31/2017 12:34:00 PM,Bulky Items,Call,"13242 W DEWEY ST, 90066",DEWEY,ST,90066,34.00970701,-118.4554173,"(34.0097070107, -118.455417253)",671,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,891,855,10,10,27
1-870547831,12/31/2017 12:34:00 PM,Bulky Items,Self Service,"6040 N ETIWANDA AVE, 91356",ETIWANDA,AVE,91356,34.17950527,-118.5307338,"(34.1795052741, -118.530733797)",560,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY,19339,316,341,,4,10
1-870543280,12/31/2017 12:31:00 PM,Bulky Items,Mobile App,"13353 W TREGO ST, 91342",TREGO,ST,91342,34.32934693,-118.4239486,"(34.3293469341, -118.42394857)",482,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,38,376,,1,47
1-870546841,12/31/2017 12:31:00 PM,Bulky Items,Call,"8700 S AIRLANE AVE, 90045",AIRLANE,AVE,90045,33.9587848,-118.3903878,"(33.9587847985, -118.390387757)",702,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,936,791,10,10,16
1-870543481,12/31/2017 12:31:00 PM,Bulky Items,Mobile App,"7901 N GEYSER AVE, 91335",GEYSER,AVE,91335,34.21398096,-118.5427633,"(34.2139809574, -118.542763313)",530,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,249,551,,4,12
1-870543421,12/31/2017 12:31:00 PM,Bulky Items,Self Service,"13134 N WHISTLER AVE, 91344",WHISTLER,AVE,91344,34.30839391,-118.5042323,"(34.3083939137, -118.504232329)",481,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE,19329,50,1406,,2,78
1-870544851,12/31/2017 12:30:00 PM,Bulky Items,Mobile App,"7022 N DE CELIS PL, 91406",DE CELIS,PL,91406,34.19811303,-118.4944693,"(34.1981130252, -118.494469276)",531,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,263,300,,3,61
1-870544000,12/31/2017 12:28:00 PM,Bulky Items,Mobile App,"530 S LINDLEY PL, 90013",LINDLEY,PL,90013,34.04790679,-118.2516181,"(34.0479067939, -118.251618097)",634,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL,23074,541,683,,9,76
1-870544143,12/31/2017 12:28:00 PM,Bulky Items,Mobile App,"1836 W CHICKASAW AVE, 90041",CHICKASAW,AVE,90041,34.13757268,-118.207084,"(34.1375726758, -118.207084008)",565,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,356,401,,9,60
1-870543021,12/31/2017 12:27:00 PM,Bulky Items,Call,"5040 N HAYVENHURST AVE, 91436",HAYVENHURST,AVE,91436,34.16232239,-118.492178,"(34.162322392, -118.49217804)",561,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,19737,326,1363,,6,62
1-870542561,12/31/2017 12:27:00 PM,Bulky Items,Call,"10418 N NEVADA AVE, 91311",NEVADA,AVE,91311,34.25940859,-118.6091831,"(34.259408587, -118.609183104)",499,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE,4284,89,365,,2,43
1-870541411,12/31/2017 12:25:00 PM,Bulky Items,Call,"193 W 41ST PL, 90037",41ST,PL,90037,34.00830091,-118.2761309,"(34.0083009123, -118.276130906)",674,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,23668,736,978,7,13,
1-870542301,12/31/2017 12:24:00 PM,Bulky Items,Call,"915 S BERENDO ST, 90006",BERENDO,ST,90006,34.05538888,-118.2943201,"(34.0553888841, -118.294320104)",634,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22723,605,1246,,12,89
1-870539663,12/31/2017 12:24:00 PM,Bulky Items,Mobile App,"1141 S WEST BLVD, 90019",WEST,BLVD,90019,34.05345378,-118.332104,"(34.053453784, -118.332104032)",633,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,WILSHIRE,23080,614,894,,12,52
1-870542181,12/31/2017 12:23:00 PM,Bulky Items,Call,"3855 S VICTORIA AVE, 90008",VICTORIA,AVE,90008,34.01584132,-118.3368274,"(34.0158413249, -118.336827372)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,761,1024,7,12,54
1-870534771,12/31/2017 12:17:00 PM,Bulky Items,Self Service,"2284 W 29TH ST, 90018",29TH,ST,90018,34.02895257,-118.3172838,"(34.0289525662, -118.317283831)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,686,919,7,12,19
1-870534749,12/31/2017 12:17:00 PM,Bulky Items,Mobile App,"2050 N SICHEL ST, 90031",SICHEL,ST,90031,34.06903427,-118.2128823,"(34.0690342746, -118.212882287)",635,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,493,721,,11,1
1-870534681,12/31/2017 12:16:00 PM,Bulky Items,Mobile App,"2050 N SICHEL ST, 90031",SICHEL,ST,90031,34.06903427,-118.2128823,"(34.0690342746, -118.212882287)",635,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,493,721,,11,1
1-870540921,12/31/2017 12:15:00 PM,Bulky Items,Call,"915 S BERENDO ST, 90006",BERENDO,ST,90006,34.05538888,-118.2943201,"(34.0553888841, -118.294320104)",634,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22723,605,1246,,12,89
1-870534461,12/31/2017 12:15:00 PM,Bulky Items,Self Service,"5531 N CORTEEN PL, 91607",CORTEEN,PL,91607,34.17124438,-118.4021398,"(34.1712443838, -118.402139774)",562,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD,8890,204,1235,17,5,39
1-870538889,12/31/2017 12:13:00 PM,Bulky Items,Mobile App,"11001 N GLENOAKS BLVD, 91331",GLENOAKS,BLVD,91331,34.2695023,-118.4076563,"(34.2695022956, -118.407656345)",502,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18907,33,1370,,1,11
1-870538891,12/31/2017 12:10:00 PM,Bulky Items,Self Service,"1205 S ST ANDREWS PL, 90019",ST ANDREWS,PL,90019,34.04905972,-118.3118556,"(34.0490597207, -118.31185562)",633,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,OLYMPIC,23080,616,823,,12,52
1-870536521,12/31/2017 12:07:00 PM,Bulky Items,Self Service,"4211 N LAUREL CANYON BLVD, 91604",LAUREL CANYON,BLVD,91604,34.14720393,-118.3966954,"(34.1472039324, -118.396695429)",562,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8492,346,1504,,5,84
1-870536073,12/31/2017 12:07:00 PM,Bulky Items,Mobile App,"215 S STATE ST, 90033",STATE,ST,90033,34.04530648,-118.2184592,"(34.0453064834, -118.218459153)",635,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,534,349,,9,38
1-870536191,12/31/2017 12:06:00 PM,Bulky Items,Call,"2625 S HALLDALE AVE, 90018",HALLDALE,AVE,90018,34.03179959,-118.3030398,"(34.0317995853, -118.303039777)",633,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,689,654,7,14,32
1-870535981,12/31/2017 12:04:00 PM,Bulky Items,Mobile App,"1141 1/2 S WEST BLVD, 90019",WEST,BLVD,90019,34.05345378,-118.332104,"(34.053453784, -118.332104032)",633,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,WILSHIRE,23080,614,894,,12,52
1-870531571,12/31/2017 12:02:00 PM,Bulky Items,Call,"2625 S HALLDALE AVE, 90018",HALLDALE,AVE,90018,34.03179959,-118.3030398,"(34.0317995853, -118.303039777)",633,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,689,654,7,14,32
1-870532304,12/31/2017 12:01:00 PM,Bulky Items,Mobile App,"1104 S WEST BLVD, 90019",WEST,BLVD,90019,34.05426652,-118.3313908,"(34.0542665151, -118.331390778)",633,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,WILSHIRE,23080,614,1345,,12,52
1-870527763,12/31/2017 11:58:00 AM,Bulky Items,Mobile App,"4560 W EDGEWOOD PL, 90019",EDGEWOOD,PL,90019,34.05417953,-118.3307327,"(34.0541795279, -118.330732745)",633,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,WILSHIRE,23080,614,1345,,12,52
1-870532001,12/31/2017 11:58:00 AM,Bulky Items,Self Service,"3011 N HUMBOLDT ST, 90031",HUMBOLDT,ST,90031,34.08165039,-118.2164254,"(34.0816503939, -118.216425353)",595,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,485,648,1,11,1
1-870531351,12/31/2017 11:58:00 AM,Bulky Items,Call,"5856 W 77TH PL, 90045",77TH,PL,90045,33.97044778,-118.3857356,"(33.9704477847, -118.38573555)",702,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,925,1062,10,10,16
1-870527326,12/31/2017 11:55:00 AM,Bulky Items,Mobile App,"346 W 9TH ST, 90731",9TH,ST,90731,33.7361321,-118.2845778,"(33.7361320986, -118.284577847)",824,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,979,1271,,15,36
1-870525421,12/31/2017 11:55:00 AM,Bulky Items,Self Service,"10124 N HAINES CANYON AVE, 91042",HAINES CANYON,AVE,91042,34.2524404,-118.2793254,"(34.2524404007, -118.279325359)",504,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3222,4,538,,1,7
1-870525511,12/31/2017 11:55:00 AM,Bulky Items,Self Service,"9456 N LASAINE AVE, 91325",LASAINE,AVE,91325,34.24277636,-118.5125311,"(34.242776361, -118.512531094)",501,North Valley APC,12,Mitchell Englander,120,NORTHRIDGE EAST,DEVONSHIRE,18514,104,1422,,2,87
1-870522451,12/31/2017 11:44:00 AM,Bulky Items,Self Service,"11725 W GILMORE ST, 91606",GILMORE,ST,91606,34.18759006,-118.3887965,"(34.1875900631, -118.388796536)",532,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8889,189,489,,5,13
1-870522446,12/31/2017 11:44:00 AM,Bulky Items,Mobile App,"1134 N NEW HAMPSHIRE AVE, 90029",NEW HAMPSHIRE,AVE,90029,34.09200257,-118.2927046,"(34.0920025705, -118.292704601)",594,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST,23447,431,460,16,8,58
1-870523411,12/31/2017 11:43:00 AM,Bulky Items,Call,"11577 N AMBOY AVE, 91340",AMBOY,AVE,91340,34.28052035,-118.4520456,"(34.280520345, -118.452045605)",501,North Valley APC,7,Monica Rodriguez,101,MISSION HILLS NC,MISSION,18910,71,1405,,1,4
1-870522130,12/31/2017 11:42:00 AM,Bulky Items,Mobile App,"3702 W 59TH ST, 90043",59TH,ST,90043,33.9870436,-118.3380529,"(33.9870435955, -118.338052878)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,757,1035,7,14,24
1-870518711,12/31/2017 11:40:00 AM,Bulky Items,Call,"14023 W OXNARD ST, 91401",OXNARD,ST,91401,34.1795234,-118.4383755,"(34.1795234039, -118.438375499)",532,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,243,510,,5,70
1-870522968,12/31/2017 11:39:00 AM,Bulky Items,Mobile App,"1149 N NEW HAMPSHIRE AVE, 90029",NEW HAMPSHIRE,AVE,90029,34.09224735,-118.2929779,"(34.0922473502, -118.292977886)",594,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST,23447,431,460,16,8,58
1-870517779,12/31/2017 11:38:00 AM,Bulky Items,Mobile App,"203 S BONNIE BRAE ST, 90057",BONNIE BRAE,ST,90057,34.06422676,-118.2689309,"(34.0642267567, -118.268930889)",634,Central APC,13,Mitch O'Farrell,97,WESTLAKE NORTH NC,RAMPART,24352,551,518,,8,67
1-870518301,12/31/2017 11:35:00 AM,Bulky Items,Call,"4587 W DON TOMASO DR, 90008",DON TOMASO,DR,90008,34.00166884,-118.3552811,"(34.0016688449, -118.355281101)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,765,1027,7,14,54
1-870520161,12/31/2017 11:34:00 AM,Bulky Items,Call,"11578 N AMBOY AVE, 91340",AMBOY,AVE,91340,34.28067735,-118.4517611,"(34.2806773494, -118.451761075)",501,North Valley APC,7,Monica Rodriguez,101,MISSION HILLS NC,MISSION,18910,71,1405,,1,4
1-870516501,12/31/2017 11:32:00 AM,Bulky Items,Self Service,"13134 N WHISTLER AVE, 91344",WHISTLER,AVE,91344,34.30839391,-118.5042323,"(34.3083939137, -118.504232329)",481,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE,19329,50,1406,,2,78
1-870518091,12/31/2017 11:32:00 AM,Bulky Items,Call,"14440 W DICKENS ST, 91423",DICKENS,ST,91423,34.14954551,-118.447592,"(34.1495455081, -118.447592021)",562,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,334,681,,7,83
1-870516409,12/31/2017 11:32:00 AM,Bulky Items,Mobile App,"1149 N NEW HAMPSHIRE AVE, 90029",NEW HAMPSHIRE,AVE,90029,34.09224735,-118.2929779,"(34.0922473502, -118.292977886)",594,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST,23447,431,460,16,8,58
1-870517521,12/31/2017 11:32:00 AM,Bulky Items,Mobile App,"1911 W 2ND ST, 90057",2ND,ST,90057,34.06455976,-118.2688228,"(34.0645597595, -118.26882276)",634,Central APC,13,Mitch O'Farrell,97,WESTLAKE NORTH NC,RAMPART,24352,551,518,,8,67
1-870517271,12/31/2017 11:29:00 AM,Bulky Items,Call,"12100 W MARSHALL ST, 90230",MARSHALL,ST,90230,33.9907635,-118.4154489,"(33.990763499, -118.415448897)",672,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24678,922,833,10,10,85
1-870515671,12/31/2017 11:27:00 AM,Bulky Items,Call,"6642 N ORION AVE, 91406",ORION,AVE,91406,34.19160648,-118.4704027,"(34.1916064834, -118.470402687)",531,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19734,227,560,,3,18
1-870516136,12/31/2017 11:26:00 AM,Bulky Items,Mobile App,"3702 W 59TH ST, 90043",59TH,ST,90043,33.9870436,-118.3380529,"(33.9870435955, -118.338052878)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,757,1035,7,14,24
