SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-2155055011,01/01/2022 09:23:35 AM,01/03/2022 07:45:34 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WV,01/03/2022 12:00:00 AM,01/03/2022 07:42:54 AM,Y,N,"18715 W MERRIDY ST, 91324",18715,W,MERRIDY,ST,91324,34.2519219484,-118.541240051,"(34.2519219484, -118.541240051)",500,H,5,North Valley APC,12,John Lee,113,Northridge West,DEVONSHIRE
1-2155055851,01/01/2022 09:25:22 AM,01/05/2022 10:49:37 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,NC,01/05/2022 12:00:00 AM,01/05/2022 11:13:10 AM,Y,N,"3459 W WINSLOW DR, 90026",3459,W,WINSLOW,DR,90026,34.0875010656,-118.278005563,"(34.0875010656, -118.278005563)",594,C,6,East Los Angeles APC,13,Mitch O'Farrell,38,Silver Lake,RAMPART
1-2155055141,01/01/2022 09:25:52 AM,01/03/2022 10:09:46 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 11:25:06 AM,Y,,"7919 S KENYON AVE, 90045",7919,S,KENYON,AVE,90045,33.9674828921,-118.411590112,"(33.9674828921, -118.411590112)",702,F,2,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-2155054171,01/01/2022 09:28:43 AM,01/06/2022 07:40:47 AM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Self Service,iOS,N,SLA,01/05/2022 12:00:00 AM,01/06/2022 07:36:36 AM,Y,,"3600 S SAN PEDRO ST, 90011",3600,S,SAN PEDRO,ST,90011,34.0135498233,-118.266320492,"(34.0135498233, -118.266320492)",674,D,2,South Los Angeles APC,9,Curren D. Price Jr.,78,South Central,NEWTON
1-2155055281,01/01/2022 09:29:04 AM,02/07/2022 10:40:07 AM,SR Created,BSL,Multiple Streetlight Issue,Closed,Call,ITA,,N,CENTRAL,02/04/2022 12:00:00 AM,02/07/2022 10:40:07 AM,Y,N,"530 E 6TH ST, 90021",530,E,6TH,ST,90021,34.0416776135,-118.244597179,"(34.0416776135, -118.244597179)",634,G,5,Central APC,14,Kevin de León,52,Downtown Los Angeles,CENTRAL
1-2155058521,01/01/2022 09:31:02 AM,01/01/2022 09:31:04 AM,SR Created,BSL,Multiple Streetlight Issue,Open,Call,ITA,,N,CENTRAL,,,Y,N,"660 S SAN PEDRO ST, 90014",660,S,SAN PEDRO,ST,90014,34.0408640079,-118.246342562,"(34.0408640079, -118.246342562)",634,F,5,Central APC,14,Kevin de León,52,Downtown Los Angeles,CENTRAL
1-2155054321,01/01/2022 09:32:56 AM,01/07/2022 02:21:50 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,WLA,01/06/2022 12:00:00 AM,01/06/2022 11:17:04 AM,Y,N,"1117 S ORANGE GROVE AVE, 90019",1117,S,ORANGE GROVE,AVE,90019,34.0549711347,-118.3642589,"(34.0549711347, -118.3642589)",633,B,3,Central APC,10,Office of District 10,60,P.I.C.O.,WILSHIRE
1-2155056191,01/01/2022 09:35:00 AM,01/07/2022 08:31:09 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/06/2022 12:00:00 AM,01/07/2022 12:43:57 PM,Y,,"6216 N HESPERIA AVE, 91316",6216,N,HESPERIA,AVE,91316,34.1823454255,-118.526228426,"(34.1823454255, -118.526228426)",531,A,7,South Valley APC,4,Nithya Raman,18,Encino,WEST VALLEY
1-2155058701,01/01/2022 09:35:19 AM,01/05/2022 02:32:46 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/05/2022 12:00:00 AM,01/05/2022 02:32:07 PM,Y,,"2816 N GLENVIEW AVE, 90039",2816,N,GLENVIEW,AVE,90039,34.1054223434,-118.25108753,"(34.1054223434, -118.25108753)",594,F,3,East Los Angeles APC,13,Mitch O'Farrell,43,Elysian Valley Riverside,NORTHEAST
1-2155061481,01/01/2022 09:40:12 AM,01/04/2022 10:58:46 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,EV,01/04/2022 12:00:00 AM,01/04/2022 10:56:32 AM,Y,,"4958 N RIVERTON AVE, 91601",4958,N,RIVERTON,AVE,91601,34.1610703212,-118.365786014,"(34.1610703212, -118.365786014)",563,A,3,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-2155061511,01/01/2022 09:40:32 AM,01/04/2022 11:13:22 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,PGS,01/03/2022 12:00:00 AM,01/04/2022 11:13:20 AM,Y,N,"5733 W 6TH ST, 90036",5733,W,6TH,ST,90036,34.0649691525,-118.352929893,"(34.0649691525, -118.352929893)",633,C,2,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155063451,01/01/2022 09:41:25 AM,01/03/2022 02:05:42 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,EV,01/03/2022 12:00:00 AM,01/03/2022 10:10:04 AM,Y,N,"10310 N WHITEGATE AVE, 91040",10310,N,WHITEGATE,AVE,91040,34.2563796235,-118.304795553,"(34.2563796235, -118.304795553)",503,H,4,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-2155058991,01/01/2022 09:41:31 AM,01/05/2022 04:35:36 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,NC,01/05/2022 12:00:00 AM,01/05/2022 04:32:16 PM,Y,N,"726 N OCCIDENTAL BLVD, 90026",726,N,OCCIDENTAL,BLVD,90026,34.0791675633,-118.274258428,"(34.0791675633, -118.274258428)",594,C,7,East Los Angeles APC,13,Mitch O'Farrell,38,Silver Lake,RAMPART
1-2155060811,01/01/2022 09:42:59 AM,01/06/2022 10:35:41 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/06/2022 12:00:00 AM,01/06/2022 10:33:04 AM,Y,,"5709 W 6TH ST, 90036",5709,W,6TH,ST,90036,34.0649697528,-118.352688894,"(34.0649697528, -118.352688894)",633,C,2,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155059111,01/01/2022 09:43:21 AM,01/03/2022 07:15:49 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,HB,01/03/2022 12:00:00 AM,01/03/2022 11:30:02 AM,Y,N,"21711 S NORMANDIE AVE, 90501",21711,S,NORMANDIE,AVE,90501,33.8310166836,-118.299432373,"(33.8310166836, -118.299432373)",764,A,6,Harbor APC,15,Joe Buscaino,91,Harbor Gateway South,HARBOR
1-2155059141,01/01/2022 09:43:40 AM,01/03/2022 05:21:47 PM,SR Created,LASAN,Electronic Waste,Closed,Self Service,Self Service_SAN,,N,EV,01/03/2022 12:00:00 AM,01/03/2022 11:35:08 AM,Y,N,"10310 N WHITEGATE AVE, 91040",10310,N,WHITEGATE,AVE,91040,34.2563796235,-118.304795553,"(34.2563796235, -118.304795553)",503,H,4,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-2155059171,01/01/2022 09:43:46 AM,01/06/2022 05:27:56 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/06/2022 12:00:00 AM,01/06/2022 05:18:32 PM,Y,,"8377 W WARING AVE, 90069",8377,W,WARING,AVE,90069,34.0854550497,-118.372545192,"(34.0854550497, -118.372545192)",593,A,6,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155059191,01/01/2022 09:43:55 AM,01/04/2022 11:14:49 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,PGS,01/03/2022 10:40:00 AM,01/04/2022 11:14:48 AM,Y,N,"5709 W 6TH ST, 90036",5709,W,6TH,ST,90036,34.0649697528,-118.352688894,"(34.0649697528, -118.352688894)",633,C,2,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155061761,01/01/2022 09:44:55 AM,01/05/2022 01:57:17 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,Y,KYCC,01/05/2022 12:00:00 AM,01/05/2022 01:57:17 PM,Y,N,"250 N WILTON PL, 90004",250,N,WILTON,PL,90004,34.0760154087,-118.313407637,"(34.0760154087, -118.313407637)",593,H,7,Central APC,13,Mitch O'Farrell,119,Greater Wilshire,OLYMPIC
1-2155060931,01/01/2022 09:45:31 AM,01/06/2022 07:52:43 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,EV,01/06/2022 12:00:00 AM,01/06/2022 09:59:08 AM,Y,N,"15225 W RAYEN ST, 91343",15225,W,RAYEN,ST,91343,34.2319784533,-118.464342529,"(34.2319784533, -118.464342529)",501,H,7,North Valley APC,7,Monica Rodriguez,112,North Hills East,MISSION
1-2155061021,01/01/2022 09:46:32 AM,01/04/2022 11:10:20 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,PGS,01/03/2022 12:00:00 AM,01/04/2022 11:10:19 AM,Y,N,"5696 W 6TH ST, 90036",5696,W,6TH,ST,90036,34.0647779536,-118.352471261,"(34.0647779536, -118.352471261)",633,C,2,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155061901,01/01/2022 09:46:47 AM,01/05/2022 07:11:21 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,EV,01/05/2022 12:00:00 AM,01/05/2022 03:12:09 PM,Y,N,"5505 N VESPER AVE, 91411",5505,N,VESPER,AVE,91411,34.1706292454,-118.451106541,"(34.1706292454, -118.451106541)",562,A,2,South Valley APC,4,Nithya Raman,26,Sherman Oaks,VAN NUYS
1-2155061961,01/01/2022 09:47:34 AM,01/08/2022 10:20:19 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,WV,01/07/2022 12:00:00 AM,01/08/2022 10:06:34 AM,Y,N,"23354 W GILMORE ST, 91307",23354,W,GILMORE,ST,91307,34.1872119577,-118.636482149,"(34.1872119577, -118.636482149)",529,F,7,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-2155061981,01/01/2022 09:47:40 AM,01/02/2022 01:08:10 PM,SR Created,LASAN,Dead Animal Removal,Closed,Self Service,Self Service_SAN,,N,NC,,01/02/2022 01:08:10 PM,Y,N,"3703 N FLETCHER DR, 90065",3703,N,FLETCHER,DR,90065,34.1192062859,-118.234383087,"(34.1192062859, -118.234383087)",594,G,1,East Los Angeles APC,13,Mitch O'Farrell,39,Glassell Park,NORTHEAST
1-2155061161,01/01/2022 09:47:42 AM,01/06/2022 10:34:23 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/06/2022 12:00:00 AM,01/06/2022 10:33:12 AM,Y,,"5696 W 6TH ST, 90036",5696,W,6TH,ST,90036,34.0647779536,-118.352471261,"(34.0647779536, -118.352471261)",633,C,2,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155062031,01/01/2022 09:48:09 AM,01/13/2022 04:23:46 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Self Service,iOS,N,CCAC,01/13/2022 12:00:00 AM,01/13/2022 04:23:45 PM,Y,N,"850 N FIGUEROA TER, 90012",850,N,FIGUEROA,TER,90012,34.0656134692,-118.244775526,"(34.0656134692, -118.244775526)",634,F,2,Central APC,1,Gilbert Cedillo,128,Historic Cultural North,CENTRAL
1-2155066451,01/01/2022 09:48:47 AM,01/04/2022 11:02:07 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,PGS,01/03/2022 12:15:00 PM,01/04/2022 11:02:06 AM,Y,N,"538 S HAUSER BLVD, 90036",538,S,HAUSER,BLVD,90036,34.0652066365,-118.351312059,"(34.0652066365, -118.351312059)",633,C,2,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155062121,01/01/2022 09:49:14 AM,01/03/2022 03:47:25 PM,SR Created,LASAN,Electronic Waste,Closed,Self Service,Self Service_SAN,,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 01:12:13 PM,Y,N,"8124 S TUSCANY AVE, 90293",8124,S,TUSCANY,AVE,90293,33.9611491862,-118.440615138,"(33.9611491862, -118.440615138)",702,B,3,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-2155063861,01/01/2022 09:49:30 AM,01/06/2022 02:30:30 PM,SR Created,ITA,Other,Cancelled,Self Service,Self Service,,N,,,01/06/2022 02:30:29 PM,Y,N,"7713 N AURA AVE, 91335",7713,N,AURA,AVE,91335,34.2105516087,-118.554763113,"(34.2105516087, -118.554763113)",530,G,3,South Valley APC,3,Bob Blumenfield,15,Reseda,WEST VALLEY
1-2155066541,01/01/2022 09:49:47 AM,01/03/2022 08:28:21 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 03:22:01 PM,Y,N,"4340 S GLENCOE AVE, 90292",4340,S,GLENCOE,AVE,90292,33.9865240054,-118.439373921,"(33.9865240054, -118.439373921)",672,B,6,West Los Angeles APC,11,Mike Bonin,70,Del Rey,PACIFIC
1-2155061351,01/01/2022 09:50:17 AM,01/03/2022 04:51:18 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service_SAN,,N,WV,01/03/2022 12:00:00 AM,01/03/2022 01:37:04 PM,Y,N,"11423 N ETIWANDA AVE, 91326",11423,N,ETIWANDA,AVE,91326,34.2783879559,-118.534063163,"(34.2783879559, -118.534063163)",500,J,1,North Valley APC,12,John Lee,114,Porter Ranch,DEVONSHIRE
1-2155062201,01/01/2022 09:50:24 AM,01/04/2022 08:48:19 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WV,01/03/2022 12:00:00 AM,01/04/2022 03:07:14 PM,Y,,"18557 W PLUMMER ST, 91324",18557,W,PLUMMER,ST,91324,34.2428935028,-118.537993841,"(34.2428935028, -118.537993841)",500,H,6,North Valley APC,12,John Lee,113,Northridge West,DEVONSHIRE
1-2155063951,01/01/2022 09:51:15 AM,01/06/2022 08:27:43 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,CCAC,01/06/2022 08:27:41 AM,01/06/2022 08:27:43 AM,Y,,"850 N FIGUEROA TER, 90012",850,N,FIGUEROA,TER,90012,34.0656134692,-118.244775526,"(34.0656134692, -118.244775526)",634,F,2,Central APC,1,Gilbert Cedillo,128,Historic Cultural North,CENTRAL
1-2155064011,01/01/2022 09:52:15 AM,01/02/2022 06:26:02 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,NEGB_ELA,01/02/2022 06:25:58 AM,01/02/2022 06:26:00 AM,Y,,"5201 E MONTE VISTA ST, 90042",5201,E,MONTE VISTA,ST,90042,34.1086591376,-118.201037231,"(34.1086591376, -118.201037231)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-2155069521,01/01/2022 09:53:56 AM,01/03/2022 07:22:44 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,SLA,01/03/2022 12:00:00 AM,01/03/2022 11:45:24 AM,Y,N,"1312 1/2 S VICTORIA AVE, 90019",1312,S,VICTORIA,AVE,90019,34.0474575646,-118.32809875,"(34.0474575646, -118.32809875)",633,F,4,South Los Angeles APC,10,Office of District 10,73,Mid City,WILSHIRE
1-2155069591,01/01/2022 09:54:33 AM,01/07/2022 06:39:25 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/07/2022 12:00:00 AM,01/07/2022 11:02:46 AM,Y,,"11465 W VENICE BLVD, 90066",11465,W,VENICE,BLVD,90066,34.0097868723,-118.423238443,"(34.0097868723, -118.423238443)",672,D,3,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-2155064131,01/01/2022 09:54:38 AM,01/07/2022 08:02:29 AM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,SLA,01/06/2022 12:00:00 AM,01/07/2022 07:49:21 AM,Y,N,"6752 S 3RD AVE, 90043",6752,S,3RD,AVE,90043,33.9767556774,-118.320583695,"(33.9767556774, -118.320583695)",673,G,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,Park Mesa Heights,77TH STREET
1-2155064151,01/01/2022 09:54:46 AM,01/06/2022 05:15:14 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,Self Service,iOS,Y,HB,01/06/2022 12:00:00 AM,01/06/2022 05:13:57 PM,Y,,"1442 N RAVENNA AVE, 90744",1442,N,RAVENNA,AVE,90744,33.7921144133,-118.268802626,"(33.7921144133, -118.268802626)",794,D,5,Harbor APC,15,Joe Buscaino,93,Wilmington,HARBOR
1-2155070451,01/01/2022 09:55:00 AM,01/06/2022 06:51:19 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/06/2022 12:00:00 AM,01/06/2022 11:35:58 AM,Y,N,"1540 N POINSETTIA PL, 90046",1540,N,POINSETTIA,PL,90046,34.0992597,-118.347771897,"(34.0992597, -118.347771897)",593,D,4,Central APC,4,Nithya Raman,29,Hollywood Hills West,HOLLYWOOD
1-2155066801,01/01/2022 09:55:36 AM,01/06/2022 07:03:56 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,NC,01/06/2022 12:00:00 AM,01/06/2022 07:03:13 AM,Y,N,"3531 N GRIFFITH PARK BLVD, 90027",3531,N,GRIFFITH PARK,BLVD,90027,34.1162692134,-118.275092368,"(34.1162692134, -118.275092368)",594,C,2,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-2155066821,01/01/2022 09:56:01 AM,01/06/2022 07:32:38 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Self Service,iOS,N,PGS,01/03/2022 12:35:00 PM,01/06/2022 07:32:37 AM,Y,N,"5729 LINDENHURST AV, 90036",5729,,LINDENHURST,AV,90036,34.0657555301,-118.352216472,"(34.0657555301, -118.352216472)",633,C,2,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155069721,01/01/2022 09:56:02 AM,01/04/2022 12:46:46 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,Y,PGS,01/03/2022 09:10:00 AM,01/04/2022 12:46:45 PM,Y,N,"1835 S STONER AVE, 90025",1835,S,STONER,AVE,90025,34.0384473634,-118.453290181,"(34.0384473634, -118.453290181)",632,A,6,West Los Angeles APC,11,Mike Bonin,66,West LA - Sawtelle,WEST LOS ANGELES
1-2155066851,01/01/2022 09:56:41 AM,01/04/2022 07:46:15 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/04/2022 12:00:00 AM,01/04/2022 07:43:23 AM,Y,,"281 S AVENUE 52, 90042",281,S,AVENUE 52,,90042,34.1034654772,-118.196784669,"(34.1034654772, -118.196784669)",595,C,3,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-2155066871,01/01/2022 09:56:50 AM,01/08/2022 12:55:48 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/07/2022 12:00:00 AM,01/08/2022 12:35:46 PM,Y,,"3613 S GLENDON AVE, 90034",3613,S,GLENDON,AVE,90034,34.0209763181,-118.411676181,"(34.0209763181, -118.411676181)",672,E,1,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-2155064341,01/01/2022 09:57:04 AM,01/03/2022 06:34:23 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 07:55:12 AM,Y,N,"12308 W MARSHALL ST, 90230",12308,W,MARSHALL,ST,90230,33.9897223581,-118.41710742,"(33.9897223581, -118.41710742)",672,E,6,West Los Angeles APC,11,Mike Bonin,70,Del Rey,PACIFIC
1-2155069801,01/01/2022 09:57:04 AM,01/03/2022 10:56:08 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,Android,Y,EV,01/03/2022 12:00:00 AM,01/03/2022 05:49:55 PM,Y,,"10425 N PLAINVIEW AVE, 91042",10425,N,PLAINVIEW,AVE,91042,34.2582266394,-118.298077721,"(34.2582266394, -118.298077721)",503,J,3,North Valley APC,7,Monica Rodriguez,10,Sunland-Tujunga,FOOTHILL
1-2155066951,01/01/2022 09:57:24 AM,01/04/2022 11:52:09 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,WLA,01/04/2022 12:00:00 AM,01/04/2022 11:50:26 AM,Y,,"1038 N FISKE ST, 90272",1038,N,FISKE,ST,90272,34.0482795706,-118.52230052,"(34.0482795706, -118.52230052)",631,B,5,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-2155070611,01/01/2022 09:57:30 AM,01/04/2022 07:54:08 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/04/2022 12:00:00 AM,01/04/2022 04:13:45 PM,Y,N,"6256 N BECK AVE, 91606",6256,N,BECK,AVE,91606,34.184642462,-118.383317362,"(34.184642462, -118.383317362)",532,H,7,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-2155069871,01/01/2022 09:58:02 AM,01/01/2022 02:00:07 PM,SR Created,LASAN,Dead Animal Removal,Closed,Call,ITA,,N,EV,,01/01/2022 02:00:07 PM,Y,N,"14169 W DAVENTRY ST, 91331",14169,W,DAVENTRY,ST,91331,34.26058403,-118.442819574,"(34.26058403, -118.442819574)",502,A,3,North Valley APC,6,Nury Martinez,6,Arleta,MISSION
1-2155071401,01/01/2022 09:58:21 AM,01/04/2022 11:22:16 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/04/2022 12:00:00 AM,01/04/2022 07:42:50 AM,Y,,"5225 E GLEN ELLEN PL, 90042",5225,E,GLEN ELLEN,PL,90042,34.1035679087,-118.196194495,"(34.1035679087, -118.196194495)",595,C,3,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-2155067051,01/01/2022 09:58:25 AM,01/04/2022 07:54:19 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/04/2022 12:00:00 AM,01/04/2022 04:13:53 PM,Y,N,"6256 N BECK AVE, 91606",6256,N,BECK,AVE,91606,34.184642462,-118.383317362,"(34.184642462, -118.383317362)",532,H,7,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-2155069921,01/01/2022 09:58:27 AM,01/03/2022 10:33:22 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,N,WVA,01/03/2022 10:33:20 AM,01/03/2022 10:33:22 AM,Y,N,"22968 W VICTORY BLVD, 91367",22968,W,VICTORY,BLVD,91367,34.186227553,-118.6274039,"(34.186227553, -118.6274039)",529,G,7,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-2155071511,01/01/2022 10:00:59 AM,01/03/2022 10:52:36 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,Self Service,,N,WVA,01/03/2022 10:52:34 AM,01/03/2022 10:52:36 AM,Y,N,"23003 W FRIAR ST, 91367",23003,W,FRIAR,ST,91367,34.1855643328,-118.627979703,"(34.1855643328, -118.627979703)",529,G,7,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-2155070791,01/01/2022 10:01:07 AM,01/03/2022 01:58:19 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/03/2022 12:00:00 AM,01/03/2022 01:10:35 PM,Y,,"8714 N GLENOAKS BLVD, 91352",8714,N,GLENOAKS,BLVD,91352,34.2279018611,-118.364346517,"(34.2279018611, -118.364346517)",533,A,1,North Valley APC,2,Paul Krekorian,8,Sun Valley,FOOTHILL
1-2155067181,01/01/2022 10:01:39 AM,01/20/2022 02:31:55 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Self Service,Android,Y,WV,01/12/2022 12:00:00 AM,01/20/2022 02:30:48 PM,Y,,"SAN DIEGO FRWY AT PLUMMER ST, 91343",,,,,91343,34.2428075189,-118.473027211,"(34.2428075189, -118.473027211)",501,G,6,North Valley APC,12,John Lee,111,North Hills West,DEVONSHIRE
1-2155070061,01/01/2022 10:02:13 AM,01/03/2022 03:58:32 PM,SR Created,LASAN,Electronic Waste,Closed,Mobile App,Self Service,iOS,N,WLA,01/03/2022 12:00:00 AM,01/03/2022 03:56:08 PM,Y,,"6265 S MORLEY AVE, 90056",6265,S,MORLEY,AVE,90056,33.9822620724,-118.365650564,"(33.9822620724, -118.365650564)",673,B,7,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-2155067231,01/01/2022 10:03:34 AM,01/04/2022 04:25:58 PM,SR Created,LASAN,Bulky Items,Closed,Call,LASAN,,N,EV,01/04/2022 12:00:00 AM,01/04/2022 04:23:12 PM,Y,N,"11127 W CANTARA ST, 91352",11127,W,CANTARA,ST,91352,34.2194101902,-118.373170919,"(34.2194101902, -118.373170919)",532,J,2,North Valley APC,6,Nury Martinez,8,Sun Valley,FOOTHILL
1-2155070951,01/01/2022 10:04:02 AM,01/04/2022 07:45:27 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,NC,01/04/2022 12:00:00 AM,01/04/2022 07:43:14 AM,Y,,"287 S AVENUE 52, 90042",287,S,AVENUE 52,,90042,34.1034120272,-118.196730288,"(34.1034120272, -118.196730288)",595,C,3,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-2155071671,01/01/2022 10:04:24 AM,01/19/2022 08:29:00 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Self Service,Android,Y,WLA,01/07/2022 12:00:00 AM,01/19/2022 08:26:59 PM,Y,,"HAYWORTH AVE AT BEVERLY BLVD, 90048",,,,,90048,34.0760888977,-118.362671379,"(34.0760888977, -118.362671379)",633,B,1,Central APC,5,Paul Koretz,58,Mid City West,WILSHIRE
1-2155071691,01/01/2022 10:04:32 AM,01/07/2022 04:54:56 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,Self Service,,N,WLA,01/07/2022 12:00:00 AM,01/07/2022 02:32:24 PM,Y,N,"3759 S BOISE AVE, 90066",3759,S,BOISE,AVE,90066,34.0034537298,-118.437325092,"(34.0034537298, -118.437325092)",672,B,4,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-2155067391,01/01/2022 10:05:57 AM,01/04/2022 03:37:13 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Mobile App,Self Service,iOS,N,NC,01/04/2022 12:00:00 AM,01/04/2022 03:33:26 PM,Y,,"154 S AVENUE 54, 90042",154,S,AVENUE 54,,90042,34.105855301,-118.196415152,"(34.105855301, -118.196415152)",595,C,3,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
