"year","geography","sex","age_group","age","number","percent","location_1"
"2010","Washington","Both sexes","5 to 9 years","9 years","3600","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Female","5 to 9 years","9 years","1748","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Male","10 to 14 years","10 years","1816","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Female","10 to 14 years","11 years","1842","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Female","10 to 14 years","12 years","1828","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Female","10 to 14 years","14 years","1864","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Male","35 to 39 years","39 years","1800","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Male","40 to 44 years","40 years","1802","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Male","40 to 44 years","41 years","1772","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","40 to 44 years","42 years","3613","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Male","40 to 44 years","42 years","1750","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Female","40 to 44 years","42 years","1863","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Male","40 to 44 years","43 years","1796","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","50 to 54 years","54 years","3636","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Male","50 to 54 years","54 years","1769","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Both sexes","55 to 59 years","55 years","3471","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Male","55 to 59 years","55 years","1717","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Female","55 to 59 years","55 years","1754","1.5","(45.0386235, -92.88380951)"
"2010","Washington","Female","80 to 84 years","All","1842","1.5","(45.0386235, -92.88380951)"
"2010","Anoka","Male","Under 5 years","1 year","2246","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","Under 5 years","2 years","2304","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","Under 5 years","3 years","4587","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","Under 5 years","3 years","2287","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","Under 5 years","3 years","2300","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","Under 5 years","4 years","4586","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","Under 5 years","4 years","2341","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","Under 5 years","4 years","2245","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","5 to 9 years","5 years","4720","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","5 to 9 years","5 years","2320","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","5 to 9 years","6 years","2393","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","5 to 9 years","7 years","4694","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","5 to 9 years","7 years","2380","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","5 to 9 years","7 years","2314","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","5 to 9 years","8 years","4718","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","5 to 9 years","8 years","2260","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","5 to 9 years","9 years","4791","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","5 to 9 years","9 years","2343","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","10 to 14 years","10 years","4782","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","10 to 14 years","10 years","2300","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","10 to 14 years","12 years","4706","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","10 to 14 years","12 years","2292","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","10 to 14 years","14 years","2380","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","15  to 19 years","18 years","4649","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","25 to 29 years","28 years","4566","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","25 to 29 years","28 years","2307","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","25 to 29 years","28 years","2259","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","25 to 29 years","29 years","2243","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","30 to 34 years","30 years","4621","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","30 to 34 years","30 years","2312","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","30 to 34 years","30 years","2309","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","30 to 34 years","31 years","4562","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","30 to 34 years","31 years","2336","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","30 to 34 years","32 years","2251","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","35 to 39 years","35 years","2262","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","35 to 39 years","38 years","4728","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","35 to 39 years","38 years","2322","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","50 to 54 years","54 years","2338","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Both sexes","55 to 59 years","55 years","4614","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Male","55 to 59 years","55 years","2285","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","55 to 59 years","55 years","2329","1.4","(45.27330228, -93.24636902)"
"2010","Anoka","Female","80 to 84 years","All","2243","1.4","(45.27330228, -93.24636902)"
"2010","Carver","Both sexes","Under 5 years","1 year","1261","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Male","Under 5 years","1 year","641","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Female","Under 5 years","1 year","620","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Female","Under 5 years","2 years","644","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","15  to 19 years","18 years","1251","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","35 to 39 years","35 years","1230","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Female","35 to 39 years","35 years","650","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Female","35 to 39 years","36 years","619","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Male","35 to 39 years","37 years","630","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Male","35 to 39 years","38 years","622","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","50 to 54 years","54 years","1253","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Male","50 to 54 years","54 years","646","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Both sexes","55 to 59 years","55 years","1288","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Female","55 to 59 years","55 years","620","1.4","(44.82074979, -93.80249803)"
"2010","Carver","Female","80 to 84 years","All","651","1.4","(44.82074979, -93.80249803)"
"2010","Dakota","Male","Under 5 years","Under 1 year","2738","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","Under 5 years","1 year","5464","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Male","Under 5 years","1 year","2804","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","Under 5 years","2 years","5611","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Male","Under 5 years","2 years","2806","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","Under 5 years","2 years","2805","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","Under 5 years","3 years","5726","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","Under 5 years","3 years","2834","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","Under 5 years","4 years","5697","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","Under 5 years","4 years","2762","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","5 to 9 years","5 years","2897","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","5 to 9 years","6 years","2813","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","5 to 9 years","7 years","2827","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","5 to 9 years","8 years","5706","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","5 to 9 years","8 years","2867","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","5 to 9 years","9 years","5767","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","5 to 9 years","9 years","2805","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","10 to 14 years","10 years","2874","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","10 to 14 years","11 years","2839","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","10 to 14 years","12 years","2936","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","10 to 14 years","14 years","2907","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","15  to 19 years","17 years","2884","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Male","15  to 19 years","18 years","2714","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","25 to 29 years","25 years","5419","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Male","25 to 29 years","25 years","2650","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Female","25 to 29 years","25 years","2769","1.4","(44.67180826, -93.06548987)"
"2010","Dakota","Both sexes","25 to 29 years","28 years","5619","1.4","(44.67180826, -93.06548987)"
