"year_month","geographic_area","labor_force","employment","unemployment","unemployment_rate","year","month"
"2002/04","Hennepin County","659013","629368","29645","4.5","2002","4"
"2002/11","Anoka County","183950","176612","7338","4","2002","11"
"1991/09","Washington County","85340","82020","3320","3.9","1991","9"
"2001/08","Ramsey County","285274","274974","10300","3.6","2001","8"
"1991/06","Ramsey County","272989","259930","13059","4.8","1991","6"
"1995/04","7 County Metro","1446176","1404228","41948","3","1995","4"
"1991/05","Washington County","85003","81851","3152","3.7","1991","5"
"1995/11","Scott County","41428","40432","996","2.4","1995","11"
"1990/03","7 County Metro","1330131","1278577","51554","4.2","1990","3"
"1996/08","Ramsey County","281486","272410","9076","3.2","1996","8"
"1990/05","Hennepin County","615433","592398","23035","3.7","1990","5"
"2004/08","Dakota County","227600","218388","9212","4","2004","8"
"2000/04","Dakota County","215848","211078","4770","2.2","2000","4"
"1994/10","Ramsey County","275799","267281","8518","3.1","1994","10"
"1990/04","Hennepin County","613742","590735","23007","3.7","1990","4"
"1990/09","Scott County","33288","31910","1378","4.1","1990","9"
"1993/07","Ramsey County","276954","265641","11313","4.1","1993","7"
"1995/12","Anoka County","167888","163000","4888","2.9","1995","12"
"2001/08","Scott County","57711","55875","1836","3.2","2001","8"
"2014/07","7 County Metro","1652081","1587205","64876","3.8","2014","7"
"1997/11","Carver County","38305","37693","612","1.6","1997","11"
"1990/12","Carver County","28350","27291","1059","3.7","1990","12"
"2015/07","7 County Metro","1662396","1604596","57800","3.4","2015","7"
"1997/03","Carver County","37673","36671","1002","2.7","1997","3"
"2000/06","Carver County","41271","40283","988","2.4","2000","6"
"1992/09","7 County Metro","1386033","1321895","64138","4.3","1992","9"
"1997/06","Ramsey County","281909","273004","8905","3.2","1997","6"
"1991/11","Scott County","34761","33183","1578","4.5","1991","11"
"1996/06","7 County Metro","1492118","1444336","47782","3","1996","6"
"1996/02","Hennepin County","632728","615030","17698","2.8","1996","2"
"2004/04","Carver County","46406","44607","1799","3.9","2004","4"
"1991/10","Dakota County","171917","164850","7067","4.1","1991","10"
"1999/12","Scott County","49958","48832","1126","2.3","1999","12"
"1996/03","Anoka County","168849","162636","6213","3.7","1996","3"
"1991/03","Anoka County","148355","139926","8429","5.7","1991","3"
"2000/03","Scott County","53910","52228","1682","3.1","2000","3"
"1996/05","Carver County","36471","35713","758","2.1","1996","5"
"2015/06","7 County Metro","1650089","1590671","59418","3.5","2015","6"
"2004/11","Scott County","67416","65192","2224","3.3","2004","11"
"1995/10","Scott County","41288","40363","925","2.2","1995","10"
"2004/07","Washington County","125099","120040","5059","4","2004","7"
"1998/07","Anoka County","179374","176067","3307","1.8","1998","7"
"1992/04","Dakota County","175342","168921","6421","3.7","1992","4"
"1993/09","Anoka County","155760","148963","6797","4.4","1993","9"
"2001/06","7 County Metro","1579291","1521922","57369","3.5","2001","6"
"1993/03","Ramsey County","268845","257016","11829","4.4","1993","3"
"2004/03","Washington County","123298","117240","6058","4.9","2004","3"
"2003/04","7 County Metro","1571602","1502640","68962","4.3","2003","4"
"2007/09","Dakota County","230020","220349","9671","4.2","2007","9"
"1991/04","Scott County","34528","32669","1859","5.4","1991","4"
"2002/04","Ramsey County","281065","268500","12565","4.5","2002","4"
"1999/08","Carver County","41456","40656","800","1.9","1999","8"
"2003/06","Anoka County","187109","177486","9623","5.1","2003","6"
"1998/12","Scott County","47588","46543","1045","2.2","1998","12"
"1990/12","Scott County","33916","32111","1805","5.3","1990","12"
"2003/04","Washington County","122243","117295","4948","4","2003","4"
"2001/03","Washington County","120234","116430","3804","3.2","2001","3"
"1999/06","Scott County","49471","48289","1182","2.4","1999","6"
"1995/02","Ramsey County","273022","264797","8225","3","1995","2"
"2008/02","7 County Metro","1582815","1512143","70672","4.7","2008","2"
"1992/07","Anoka County","155379","148199","7180","4.6","1992","7"
"2009/10","7 County Metro","1600015","1484037","115978","7.2","2009","10"
"1997/09","Dakota County","206942","202634","4308","2.1","1997","9"
"1997/12","Ramsey County","280725","275129","5596","2","1997","12"
"1990/09","Washington County","82875","79643","3232","3.9","1990","9"
"2003/03","Dakota County","221376","211624","9752","4.4","2003","3"
"1991/06","Dakota County","172470","164739","7731","4.5","1991","6"
"1999/06","Anoka County","183255","178569","4686","2.6","1999","6"
"1990/08","7 County Metro","1364159","1307527","56632","3.9","1990","8"
"1991/12","Scott County","34887","33013","1874","5.4","1991","12"
"1994/05","Carver County","33199","32474","725","2.2","1994","5"
"1995/11","Hennepin County","649713","633328","16385","2.5","1995","11"
"2007/06","Carver County","49732","47842","1890","3.8","2007","6"
"2004/09","Dakota County","226204","217191","9013","4","2004","9"
"2009/02","7 County Metro","1595284","1477807","117477","7.5","2009","2"
"1999/03","7 County Metro","1533196","1502415","30781","2.1","1999","3"
"2000/01","Anoka County","177010","171236","5774","3.3","2000","1"
"1993/10","Ramsey County","274840","264576","10264","3.7","1993","10"
"1993/04","Carver County","31432","30262","1170","3.7","1993","4"
"1992/10","Anoka County","153222","147007","6215","4.1","1992","10"
"1994/06","Dakota County","187790","182180","5610","3","1994","6"
"1998/05","Washington County","114116","112481","1635","1.4","1998","5"
"2000/05","Dakota County","215988","211173","4815","2.2","2000","5"
"1991/12","Dakota County","171549","164944","6605","3.9","1991","12"
"2001/04","Scott County","57702","55935","1767","3.1","2001","4"
"1996/05","Dakota County","199538","194833","4705","2.4","1996","5"
"1990/02","Washington County","81961","78718","3243","4","1990","2"
"1993/12","Ramsey County","274310","265667","8643","3.2","1993","12"
"1993/02","Hennepin County","614721","588586","26135","4.3","1993","2"
"2015/02","7 County Metro","1627421","1565181","62240","3.9","2015","2"
"2004/12","Ramsey County","275344","264539","10805","3.9","2004","12"
"1996/12","Carver County","37287","36423","864","2.3","1996","12"
"1991/07","Anoka County","151040","143758","7282","4.8","1991","7"
"1992/10","Washington County","89902","86524","3378","3.8","1992","10"
"1997/12","Washington County","112047","110177","1870","1.7","1997","12"
"2004/01","7 County Metro","1565975","1487343","78632","5","2004","1"
"2000/03","7 County Metro","1546819","1501600","45219","2.9","2000","3"
"1994/01","Hennepin County","621760","598238","23522","3.8","1994","1"
"1996/05","Washington County","107297","104802","2495","2.3","1996","5"
"1997/08","Ramsey County","283311","275768","7543","2.7","1997","8"
"1994/12","7 County Metro","1443528","1405590","37938","2.7","1994","12"
"2001/08","Anoka County","181770","175288","6482","3.6","2001","8"
"2007/02","Anoka County","188510","179278","9232","4.9","2007","2"
"1993/09","Scott County","37050","35724","1326","3.6","1993","9"
"2001/05","7 County Metro","1560977","1516065","44912","2.7","2001","5"
"2013/05","7 County Metro","1621282","1548776","72506","4.4","2013","5"
"2003/04","Ramsey County","277516","264945","12571","4.5","2003","4"
"1994/07","Hennepin County","645792","625065","20727","3.2","1994","7"
