"name","age","war_or_conflict","war_start_date","war_end_date","location","link"
"George Arthur Filkins",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Charles R. Finigan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"James M. Finnie",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Albert R. Fischbeck",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Frank Fischer",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Alebert R. Fishbeck",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Arthur J. Fisher",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"George John Fisher",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Francis P. Fleming",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Richard E. Fleming",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Kenneth L. Fletcher",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"George M. Footh",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Irving F. Fortmeyer",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Kenneth F. Foss",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert G. Franks",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Dean O. Frederick",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Lilburn C. Frischkorn",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Karl J. Frissell",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John J. Gallagher",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John R. Ganfield",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Benton C. Gant",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Wilfred Garber",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Francis E. Gardner",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Allan W. Garlick",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John D. Garvik",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Manuel M. Gelao",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Francis J. Gellerman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Norman R. Gellerman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William G. Gerga",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Malcolm P. Getchell",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"David C. Giblin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Frederick Geissert",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Frederick Geissert",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Martin J. Glynn",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Paul Andrew Goering",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Joseph F. Goffin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Edmond E. Golden",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Mildred Goldish",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Cletus J. Gombold",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John E. Goodson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Leland R. Gorman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William A. Gorman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"James P. Grant",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Thomas J. Gratzek",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Wallace S. Green",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert G. Greene",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Thomas A. Gregory",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Frank G. Greschner",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Arthur H. Griesbach",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Lyle H. Grigsby",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Fred Joseph Griswold",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Morrie Grodin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William M. Gross",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Beauford Jesse Grothe",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Raymond M. Gruber",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"George Grui",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Albert R. Grundtner",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John J. Guider",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Neal I. Gulbrandson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Warren E. Gulsveg",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Edward Gulsvick",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Allen O. Gustafson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Oscar W. Gustafson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Richard P. Gustafson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Joseph G. Gustanczik",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Richard F. Guthmann",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Roy H. Haas",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert T. Hachkett",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"George M. Hafner",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Thomas A. Hager",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Stanley Martin Halweg",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Frank C. Hamilton",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Albert Hempel",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Marvin M. Handlos",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Peter T. Hanggi",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"George R. Hannon",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert L. Hanrahan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Harry C. Hansen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Irvin Hansen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"James W. Hansen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Carl G. Hanson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Harvey J. Hanson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Martin F. Hanson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Wallace H. Hanson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John Paul Hartigan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"James J. Harvey",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Loyd S. Harvik",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John B. Haselbeck",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Henry M. Haslett",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Ervin W. Hatfield",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Leroy B. Hauge",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Lodowic Hause",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Harry D. Heikkila",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John T. Helberg",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Edward M. Helbig",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Raymond M. Heller",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Lawrence E. Hendrickson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Donald F. Hennessy",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John E. Hennessy",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"George Herman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Richard J. Herzog",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William P. Hess",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Everett L. Hetrick",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert C. Hicks",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Daniel M. Hiriza",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Donald H. Hitzemann",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Gerald Hodgin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John F. Hoffman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Gilman C. Holien",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Henry H. Holland",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Eugene C. Holm",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Jack Lester Hoover",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Jack W. Hornback",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Joseph P. Horwath",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Meridith L. Hough",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Vernon M. Houlihan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Clarence H. Housman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"James F.Hovey",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Leo F. Hovorak",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Garth E. Howard",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Gordon N. Howe",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Francis G. Howland",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Donald J. Huberty",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Raymond Leroy Huelsman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"James W. Hulburt",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Richard Huna",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Kenneth R. Hunt",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Francis A. Hurley",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Frank Benedict Iannazzo",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Morgan Iverson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert D. Jacobi",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Gerald L. Jacobsen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert L. Jacobsen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Charles O. Jahn",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Werner A. Jahr",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert E. Jamme",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Lyle Joseph Jansen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Earl Julius Joseph Jaskowiak",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Howard F. Jaspersen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Walter L. Jeansen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Earl A. Jeanson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Francis R. Jelacic",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Knute P. Johanson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Lawrence C. Johns",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Carl. H. Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Donald Milton Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Earl Vincent Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Edward A. Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Gordon W. Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Gunnar Elmer Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Herman Andrew Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Harold Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Kenneth G. Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Kenneth I. Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Lawrence R. Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Raymond V. Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert E. Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert Eugene Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Sidney A Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Walter A. Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William Edward Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William John Johnson",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Hugh D. Jones",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Hillary R. Jordan",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Richard L. Jorgensen",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John W. Joyce",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Thomas S. Joyce",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Arthur T. Altman, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Glenn L. Fadden, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Arthur H. Patet, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Carl J. Branlund, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Charles H. Janssen, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Donald R. Wright, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"Harry F.  Carlson, jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"James W. Hendricks, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John M. Nearhood, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Joseph L. Lauth Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"Robert C. Dahl, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"Robert D. Sinclair, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor, East Pillars",
"William H. Baumeister, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, West Pillars",
"William Henry Morisette, Jr.",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","Second Floor,West Pillars",
"George R. Juaire",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Gilbert B. Juarez",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Charles A. Juenemann",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Martin P. Kahle",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Lawrence F. Kaiser",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Alva E. Kaliher",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Joseph F. Kalin",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Anthony T. Kalisko",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Alvin Kamalman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Walter G. Karschnia",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William F. Karth",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Vernon C. Kassekert",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Ben D. Katz",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Kenneth Segius Kaufenberg",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Adrian F. Kaufhold",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Arthur Kaufman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John Clarence Kaufman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Thomas W. Keane",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Philip E. Keefe",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Arthur H. Kees",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Joseph J. Keilbasa",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John W. Keller",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Edgar L. Kelley",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Gordon L.  Kelley",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Lauren L. Kelley",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William J. kelley",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Jerome C. Kelliher",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Andrew J. Kelly",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Arthur T. Kelly",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert E. Kelly",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Glen H. Kemble",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Edward J. Kemmick",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Roger W. Kemp",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John Kemper",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Wayne A. Kempf",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Warren L. Kendrick",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Irving S Kerbs",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Walter B. Kerr",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Frederic M. Keyworth",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Roger F. Kilburg",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Arnold J. Kimbrel",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Harley B. Kinney",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Patrick J. Kirby",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Robert J. Klainert",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Harold K. Klanderman",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Henry N. Klein",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"John P. Knighton",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Harold F. Knodt",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Everell Charles Knospe",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Richard T. Kobilka",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"George S. Kobler",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"Charles W. Koch",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
"William C. Koch",,"World War II","1941-12-07T00:00:00.000","1946-12-31T00:00:00.000","First Floor, East Pillars",
