"sex","province","district","product","n_startdate","n_plantdate","n_harvestdate","area","t_production_kg","t_prodcosts","num_participants"
"M","Mashonaland Central","Mount Darwin","Maize","2012-01-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","1.2","2000","75","1"
"M","Mashonaland Central","Mount Darwin","Maize","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.2","300","321","1"
"M","Mashonaland Central","Mount Darwin","Maize","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1.5","5600","576","2"
"M","Mashonaland Central","Mount Darwin","Maize","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","3","6000","1091","3"
"M","Mashonaland Central","Mount Darwin","Maize","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","3","7950","1106","3"
"M","Mashonaland Central","Mount Darwin","Maize","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.5","1225","216","1"
"M","Mashonaland Central","Mount Darwin","Maize","2011-10-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.6","500","355","1"
"M","Mashonaland Central","Mount Darwin","Maize","2011-10-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","1.2","500","338","1"
"M","Mashonaland Central","Mount Darwin","Roundnuts","2012-01-01T00:00:00.000","2012-01-01T00:00:00.000","06/2012","0.09","50","550","1"
"M","Mashonaland Central","Mount Darwin","Roundnuts","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.4","270","387","1"
"M","Mashonaland Central","Mount Darwin","Sweet potato","2012-01-01T00:00:00.000","2012-01-01T00:00:00.000","08/2012","0.4","1190","1","1"
"M","Mashonaland Central","Mount Darwin","Tomato","2012-01-01T00:00:00.000","2011-09-01T00:00:00.000","02/2012","0.05","1000","299","1"
"M","Mashonaland Central","Mount Darwin","Tomato","2012-03-01T00:00:00.000","2012-01-01T00:00:00.000","03/2012","0.01","160","283","1"
"M","Mashonaland East","Hwedza","Cotton","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","06/2012","5","1800","170","1"
"M","Mashonaland East","Hwedza","Groundnuts","2011-12-01T00:00:00.000","2011-10-01T00:00:00.000","05/2012","0.5","1000","208","1"
"M","Mashonaland East","Hwedza","Maize","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.1","85","400","1"
"M","Mashonaland East","Hwedza","Maize","2011-12-01T00:00:00.000","2011-10-01T00:00:00.000","03/2012","1","500","452","1"
"M","Mashonaland East","Hwedza","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","2","1500","554","1"
"M","Mashonaland East","Hwedza","Paprika","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.1","82","400","1"
"M","Mashonaland East","Hwedza","Paprika","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.4","1500","536","1"
"M","Mashonaland East","Hwedza","Paprika","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","1","150","333","1"
"M","Mashonaland East","Hwedza","Paprika","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","07/2012","1","20","62","1"
"M","Mashonaland East","Hwedza","Tobacco","2011-12-01T00:00:00.000","2011-09-01T00:00:00.000","01/2012","0.5","398","111","1"
"M","Mashonaland East","Murehwa","Covo","2011-11-01T00:00:00.000","2011-10-01T00:00:00.000","10/2011","0.4","600","544","1"
"M","Mashonaland East","Murehwa","Covo","2011-12-01T00:00:00.000","2012-03-01T00:00:00.000","05/2012","0.1","1000","299","1"
"M","Mashonaland East","Murehwa","Cow peas","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","02/2012","0.25","150","439","1"
"M","Mashonaland East","Murehwa","Green maize","2011-07-01T00:00:00.000","2011-09-01T00:00:00.000","12/2011","0.1","540","53","1"
"M","Mashonaland East","Murehwa","Groundnuts","2011-07-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.1","250","550","1"
"M","Mashonaland East","Murehwa","Groundnuts","2011-11-01T00:00:00.000","2011-10-01T00:00:00.000","03/2012","0.6","255","464","1"
"M","Mashonaland East","Murehwa","Groundnuts","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.2","1200","294","1"
"M","Mashonaland East","Murehwa","Groundnuts","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","02/2012","0.2","150","382","1"
"M","Mashonaland East","Murehwa","Groundnuts","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.2","100","569","1"
"M","Mashonaland East","Murehwa","Maize","2011-07-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","1","2500","326","1"
"M","Mashonaland East","Murehwa","Maize","2011-11-01T00:00:00.000","2011-10-01T00:00:00.000","04/2012","0.8","3050","437","1"
"M","Mashonaland East","Murehwa","Maize","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","2","7000","462","1"
"M","Mashonaland East","Murehwa","Maize","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.25","450","22","1"
"M","Mashonaland East","Murehwa","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.5","350","536","1"
"M","Mashonaland East","Murehwa","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","1.6","1400","585","3"
"M","Mashonaland East","Murehwa","Maize","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.6","900","248","1"
"M","Mashonaland East","Murehwa","Sorghum","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.1","500","3","1"
"M","Mashonaland East","Murehwa","Sunflower","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1","300","482","1"
"M","Mashonaland East","Murehwa","Sweet potato","2011-12-01T00:00:00.000","2012-03-01T00:00:00.000","05/2012","0.3","1100","531","1"
"M","Mashonaland East","Murehwa","Sweet potato","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","07/2012","0.4","1300","410","1"
"M","Mashonaland East","Murehwa","Tomato","2011-12-01T00:00:00.000","2012-03-01T00:00:00.000","07/2012","0.05","400","91","1"
"M","Mashonaland East","Murehwa","Vegetables","2011-07-01T00:00:00.000","2011-06-01T00:00:00.000","08/2012","0.1","120","148","1"
"M","Mashonaland East","Mutoko","Carrots","2011-08-01T00:00:00.000","2012-04-01T00:00:00.000","06/2012","0.3","4500","560","1"
"M","Mashonaland East","Mutoko","Cotton","2012-01-01T00:00:00.000","2011-10-01T00:00:00.000","02/2012","1.5","2400","136","1"
"M","Mashonaland East","Mutoko","Cotton","2012-01-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.4","500","514","1"
"M","Mashonaland East","Mutoko","Cotton","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.2","300","276","1"
"M","Mashonaland East","Mutoko","Cotton","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","2.5","1575","36","1"
"M","Mashonaland East","Mutoko","Cotton","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","2","400","206","1"
"M","Mashonaland East","Mutoko","Cotton","2012-04-01T00:00:00.000","2011-11-01T00:00:00.000","06/2012","1","1100","436","1"
"M","Mashonaland East","Mutoko","Cotton","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","1","452.5","240","1"
"M","Mashonaland East","Mutoko","Cotton","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","1","2151","504","1"
"M","Mashonaland East","Mutoko","Cotton","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.15","200","65","1"
"M","Mashonaland East","Mutoko","Cotton","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","1","400","152","1"
"M","Mashonaland East","Mutoko","Covo","2012-02-01T00:00:00.000","2012-02-01T00:00:00.000","04/2012","0.25","974","471","1"
"M","Mashonaland East","Mutoko","Covo","2011-11-01T00:00:00.000","2012-03-01T00:00:00.000","06/2012","0.12","62","290","1"
"M","Mashonaland East","Mutoko","Cow peas","2012-02-01T00:00:00.000","2012-01-01T00:00:00.000","05/2012","0.2","184","382","1"
"M","Mashonaland East","Mutoko","Cow peas","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.1","800","438","1"
"M","Mashonaland East","Mutoko","Fine beans","2011-08-01T00:00:00.000","2012-02-01T00:00:00.000","04/2012","0.1","550","116","1"
"M","Mashonaland East","Mutoko","Groundnuts","2012-01-01T00:00:00.000","2011-10-01T00:00:00.000","01/2012","0.2","268","569","1"
"M","Mashonaland East","Mutoko","Groundnuts","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.8","158","543","2"
"M","Mashonaland East","Mutoko","Groundnuts","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.3","30","57","1"
"M","Mashonaland East","Mutoko","Groundnuts","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.3","30","66","1"
"M","Mashonaland East","Mutoko","Groundnuts","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","1.2","1050","574","2"
"M","Mashonaland East","Mutoko","Groundnuts","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.7","260","118","2"
"M","Mashonaland East","Mutoko","Groundnuts","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.3","48","55","1"
"M","Mashonaland East","Mutoko","Groundnuts","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.3","75","111","1"
"M","Mashonaland East","Mutoko","Groundnuts","2012-04-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","2","500","412","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.5","196","230","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","2","500","258","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-10-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.6","150","575","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-10-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.5","253","58","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","02/2012","0.4","1600","569","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","1","900","548","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.2","280","269","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.12","1000","106","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.3","48","58","1"
"M","Mashonaland East","Mutoko","Groundnuts","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.5","20","215","1"
"M","Mashonaland East","Mutoko","Maize","2012-01-01T00:00:00.000","2011-10-01T00:00:00.000","02/2012","1","4900","100","1"
"M","Mashonaland East","Mutoko","Maize","2012-01-01T00:00:00.000","2011-10-01T00:00:00.000","03/2012","2","2500","347","1"
"M","Mashonaland East","Mutoko","Maize","2012-01-01T00:00:00.000","2011-10-01T00:00:00.000","04/2012","2","1700","125","1"
"M","Mashonaland East","Mutoko","Maize","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1","800","382","1"
"M","Mashonaland East","Mutoko","Maize","2012-02-01T00:00:00.000","2011-10-01T00:00:00.000","03/2012","3","4150","470","1"
"M","Mashonaland East","Mutoko","Maize","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.4","250","111","1"
"M","Mashonaland East","Mutoko","Maize","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","06/2012","2","750","532","1"
"M","Mashonaland East","Mutoko","Maize","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","1.3","2550","259","3"
"M","Mashonaland East","Mutoko","Maize","2012-03-01T00:00:00.000","2011-10-01T00:00:00.000","04/2012","0.7","700","163","1"
"M","Mashonaland East","Mutoko","Maize","2012-03-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","1.61","5000","374","1"
"M","Mashonaland East","Mutoko","Maize","2012-03-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.7","1000","104","1"
"M","Mashonaland East","Mutoko","Maize","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1","450","828","2"
"M","Mashonaland East","Mutoko","Maize","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","2","5000","9","1"
"M","Mashonaland East","Mutoko","Maize","2012-04-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","1","1500","395","1"
"M","Mashonaland East","Mutoko","Maize","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1.6","1610","195","2"
"M","Mashonaland East","Mutoko","Maize","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","3","1000","497","1"
"M","Mashonaland East","Mutoko","Maize","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","1","8000","341","1"
"M","Mashonaland East","Mutoko","Maize","2011-10-01T00:00:00.000","2011-10-01T00:00:00.000","01/2012","2","600","242","1"
"M","Mashonaland East","Mutoko","Maize","2011-10-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.8","100","124","1"
"M","Mashonaland East","Mutoko","Maize","2011-10-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.4","200","135","1"
"M","Mashonaland East","Mutoko","Maize","2011-11-01T00:00:00.000","2011-10-01T00:00:00.000","04/2012","0.5","700","184","1"
"M","Mashonaland East","Mutoko","Maize","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","3","8000","499","1"
"M","Mashonaland East","Mutoko","Maize","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","2","4000","562","1"
"M","Mashonaland East","Mutoko","Maize","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.4","400","442","1"
"M","Mashonaland East","Mutoko","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","3","3000","406","1"
"M","Mashonaland East","Mutoko","Maize","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.2","150","330","1"
"M","Mashonaland East","Mutoko","Maize","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","2","350","511","1"
"M","Mashonaland East","Mutoko","Onion","2012-02-01T00:00:00.000","2012-04-01T00:00:00.000","07/2012","0.03","300","87","1"
"M","Mashonaland East","Mutoko","Onion","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","07/2012","0.2","508","460","1"
"M","Mashonaland East","Mutoko","Peas","2012-02-01T00:00:00.000","2012-04-01T00:00:00.000","07/2012","0.1","1150","450","1"
"M","Mashonaland East","Mutoko","Rape","2012-02-01T00:00:00.000","2012-02-01T00:00:00.000","04/2012","0.1","315","584","1"
"M","Mashonaland East","Mutoko","Rape","2012-02-01T00:00:00.000","2012-04-01T00:00:00.000","07/2012","0.25","4400","67","1"
"M","Mashonaland East","Mutoko","Rape","2011-08-01T00:00:00.000","2012-05-01T00:00:00.000","06/2012","0.25","810","362","1"
"M","Mashonaland East","Mutoko","Rape","2011-08-01T00:00:00.000","2012-06-01T00:00:00.000","07/2012","0.25","600","235","1"
"M","Mashonaland East","Mutoko","Rape","2011-11-01T00:00:00.000","2012-03-01T00:00:00.000","05/2012","0.1","66","465","1"
"M","Mashonaland East","Mutoko","Roundnuts","2011-11-01T00:00:00.000","2012-03-01T00:00:00.000","04/2012","0.2","260","120","1"
"M","Mashonaland East","Mutoko","Sorghum","2011-10-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.02","58.75","2","1"
"M","Mashonaland East","Mutoko","Soya beans","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.5","300","119","1"
"M","Mashonaland East","Mutoko","Sugar beans (dryland)","2012-02-01T00:00:00.000","2012-01-01T00:00:00.000","03/2012","0.01","30","438","1"
"M","Mashonaland East","Mutoko","Sugar beans (dryland)","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.01","30","519","1"
"M","Mashonaland East","Mutoko","Sugar beans (dryland)","2011-08-01T00:00:00.000","2012-01-01T00:00:00.000","04/2012","1","500","49","1"
"M","Mashonaland East","Mutoko","Sugar beans (dryland)","2011-11-01T00:00:00.000","2012-03-01T00:00:00.000","07/2012","0.1","150","374","1"
"M","Mashonaland East","Mutoko","Sugar beans (irrigated)","2012-02-01T00:00:00.000","2012-06-01T00:00:00.000","NA","0.6","180","322","1"
"M","Mashonaland East","Mutoko","Sunflower","2011-06-01T00:00:00.000","2011-04-01T00:00:00.000","08/2011","1","500","290","1"
"M","Mashonaland East","Mutoko","Sunflower","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","1","900","250","1"
"M","Mashonaland East","Mutoko","Sunflower","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.5","40","181","1"
"M","Mashonaland East","Mutoko","Sweet potato","2012-03-01T00:00:00.000","2012-01-01T00:00:00.000","03/2012","0.4","2000","541","1"
"M","Mashonaland East","Mutoko","Sweet potato","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","2.2","3350","163","2"
"M","Mashonaland East","Mutoko","Sweet potato","2011-08-01T00:00:00.000","2012-02-01T00:00:00.000","06/2012","0.2","4000","504","1"
"M","Mashonaland East","Mutoko","Sweet potato","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.8","1800","411","1"
"M","Mashonaland East","Mutoko","Sweet potato","2011-11-01T00:00:00.000","2012-05-01T00:00:00.000","05/2012","0.4","900","548","1"
"M","Mashonaland East","Mutoko","Tobacco","2012-01-01T00:00:00.000","2011-10-01T00:00:00.000","02/2012","0.4","1000","35","1"
"M","Mashonaland East","Mutoko","Tobacco","2012-04-01T00:00:00.000","2011-10-01T00:00:00.000","05/2012","0.6","1067","461","1"
"M","Mashonaland East","Mutoko","Tomato","2012-02-01T00:00:00.000","2012-01-01T00:00:00.000","05/2012","0.35","3168","858","2"
"M","Mashonaland East","Mutoko","Tomato","2012-03-01T00:00:00.000","2012-02-01T00:00:00.000","07/2012","0.5","610","83","1"
"M","Mashonaland East","Mutoko","Tomato","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.45","212","315","1"
"M","Mashonaland East","Mutoko","Tomato","2011-10-01T00:00:00.000","2012-01-01T00:00:00.000","05/2012","0.01","40","483","1"
"M","Mashonaland East","Mutoko","Vegetables","2012-01-01T00:00:00.000","2011-11-01T00:00:00.000","NA","0.1","1010","382","1"
"M","Mashonaland West","Hurungwe","Cotton","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","2","2500","538","1"
"M","Mashonaland West","Hurungwe","Cotton","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","1","1400","345","1"
"M","Mashonaland West","Hurungwe","Cotton","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","06/2012","2.5","3899","660","2"
"M","Mashonaland West","Hurungwe","Cotton","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","07/2012","2","1003","319","1"
"M","Mashonaland West","Hurungwe","Cotton","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.4","600","171","1"
"M","Mashonaland West","Hurungwe","Cotton","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","1","500","247","1"
"M","Mashonaland West","Hurungwe","Cotton","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","06/2012","1.4","1529","348","2"
"M","Mashonaland West","Hurungwe","Cotton","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.75","610","109","1"
"M","Mashonaland West","Hurungwe","Cotton","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.5","500","80","1"
"M","Mashonaland West","Hurungwe","Groundnuts","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.2","400","16","1"
"M","Mashonaland West","Hurungwe","Groundnuts","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.2","500","438","1"
"M","Mashonaland West","Hurungwe","Groundnuts","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.4","180","484","1"
"M","Mashonaland West","Hurungwe","Maize","2012-01-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1","1640","102","1"
"M","Mashonaland West","Hurungwe","Maize","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","2","2000","408","1"
"M","Mashonaland West","Hurungwe","Maize","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.25","750","541","1"
"M","Mashonaland West","Hurungwe","Maize","2012-03-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","7","25000","289","1"
"M","Mashonaland West","Hurungwe","Maize","2011-06-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1","3100","467","1"
"M","Mashonaland West","Hurungwe","Maize","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","1","5500","296","1"
"M","Mashonaland West","Hurungwe","Maize","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","1","2000","169","1"
"M","Mashonaland West","Hurungwe","Maize","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1","1000","548","1"
"M","Mashonaland West","Hurungwe","Maize","2011-11-01T00:00:00.000","2012-01-01T00:00:00.000","06/2012","1","3000","136","1"
"M","Mashonaland West","Hurungwe","Maize","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.5","2500","320","1"
"M","Mashonaland West","Hurungwe","Maize","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","2.5","5100","552","2"
"M","Mashonaland West","Hurungwe","Maize","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","2.5","7700","793","2"
"M","Mashonaland West","Hurungwe","Maize","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.2","1000","111","1"
"M","Mashonaland West","Hurungwe","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","4.2","8100","1047","3"
"M","Mashonaland West","Hurungwe","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","2.25","3000","297","2"
"M","Mashonaland West","Hurungwe","Maize","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","06/2012","3","6000","457","1"
"M","Mashonaland West","Hurungwe","Maize","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","4.5","8758","1056","4"
"M","Mashonaland West","Hurungwe","Onion","2011-05-01T00:00:00.000","2012-05-01T00:00:00.000","08/2012","0.02","10","338","1"
"M","Mashonaland West","Hurungwe","Paprika","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.5","1100","245","1"
"M","Mashonaland West","Hurungwe","Paprika","2012-02-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.25","250","240","1"
"M","Mashonaland West","Hurungwe","Paprika","2012-03-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.5","1696","403","1"
"M","Mashonaland West","Hurungwe","Paprika","2011-05-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.15","55","50","1"
"M","Mashonaland West","Hurungwe","Paprika","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.25","600","434","1"
"M","Mashonaland West","Hurungwe","Paprika","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","06/2012","1","980","429","1"
"M","Mashonaland West","Hurungwe","Paprika","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","07/2012","0.5","291","278","1"
"M","Mashonaland West","Hurungwe","Paprika","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.5","634","278","1"
"M","Mashonaland West","Hurungwe","Paprika","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","0.25","207","156","1"
"M","Mashonaland West","Hurungwe","Paprika","2011-12-01T00:00:00.000","2011-09-01T00:00:00.000","06/2012","0.75","801","458","1"
"M","Mashonaland West","Hurungwe","Paprika","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","05/2012","0.75","528","273","2"
"M","Mashonaland West","Hurungwe","Paprika","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1","1003","485","3"
"M","Mashonaland West","Hurungwe","Paprika","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","06/2012","2.5","2860","968","3"
"M","Mashonaland West","Hurungwe","Rape","2011-05-01T00:00:00.000","2012-05-01T00:00:00.000","06/2012","0.02","70","405","1"
"M","Mashonaland West","Hurungwe","Soya beans","2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.25","250","482","1"
"M","Mashonaland West","Hurungwe","Sugar beans (dryland)","2011-06-01T00:00:00.000","2012-01-01T00:00:00.000","04/2012","0.5","500","186","1"
"M","Mashonaland West","Hurungwe","Sugar beans (dryland)","2011-08-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","0.7","451","166","2"
"M","Mashonaland West","Hurungwe","Tobacco","2012-03-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","1.5","5679","11","1"
"M","Mashonaland West","Hurungwe","Tobacco","2011-06-01T00:00:00.000","2011-09-01T00:00:00.000","03/2012","1","2000","10","1"
"M","Mashonaland West","Hurungwe","Tobacco","2011-08-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","1.5","2150","543","2"
"M","Mashonaland West","Hurungwe","Tobacco","2011-11-01T00:00:00.000","2011-09-01T00:00:00.000","03/2012","0.45","150","369","1"
"M","Mashonaland West","Hurungwe","Tobacco","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.5","850","256","1"
"M","Mashonaland West","Hurungwe","Tobacco","2011-11-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","0.25","488","339","1"
"M","Mashonaland West","Hurungwe","Tobacco","2011-12-01T00:00:00.000","2011-08-01T00:00:00.000","04/2012","0.25","108","31","1"
"M","Mashonaland West","Hurungwe","Tobacco","2011-12-01T00:00:00.000","2011-10-01T00:00:00.000","02/2012","1","230","145","1"
"M","Mashonaland West","Hurungwe","Tobacco","2011-12-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","0.1","100","583","1"
"M","Mashonaland West","Hurungwe","Tomato","2011-05-01T00:00:00.000","2012-05-01T00:00:00.000","09/2012","0.07","800","485","1"
"M","Mashonaland West","Hurungwe","Wheat","2011-05-01T00:00:00.000","2012-05-01T00:00:00.000","NA","0.1","0","548","1"
"M","Masvingo","Bikita","Groundnuts","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.5","250","569","1"
"M","Masvingo","Bikita","Maize","2012-02-01T00:00:00.000","2011-12-01T00:00:00.000","05/2012","1","650","501","1"
"M","Masvingo","Bikita","Maize","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","03/2012","2.5","2000","422","1"
"M","Masvingo","Bikita","Roundnuts","2011-11-01T00:00:00.000","2011-11-01T00:00:00.000","04/2012","0.5","50","482","1"
"M","Masvingo","Chivi","Groundnuts","2011-09-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.25","150","519","1"
"M","Masvingo","Chivi","Groundnuts","2011-10-01T00:00:00.000","2011-12-01T00:00:00.000","03/2012","0.03","50","5","1"
"M","Masvingo","Chivi","Maize","2011-09-01T00:00:00.000","2011-12-01T00:00:00.000","04/2012","2","500","545","1"
