"sex","province","district","product","n_startdate","plantedarea_ha","actual_production_kg","productioncost_usd","volume_of_sales_kg","value_of_sales_usd","num_participants"
"F","Masvingo","Chiredzi","ABE Chillies","2013-05-01T00:00:00.000","0.4","2319","1076","2319","434","2"
"F","Masvingo","Chiredzi","ABE Chillies","2013-11-01T00:00:00.000","0.1","2070","434","2070","61","1"
"F","Masvingo","Chiredzi","Cherry Pepper","2013-05-01T00:00:00.000","0.05","600","407","600","372","1"
"F","Masvingo","Chiredzi","Maize","2013-02-01T00:00:00.000","1","5000","703","0","1","1"
"F","Masvingo","Chiredzi","Maize","2013-03-01T00:00:00.000","3","7840","1839","6600","335","2"
"F","Masvingo","Chiredzi","Maize","2013-05-01T00:00:00.000","2","1900","1252","520","124","2"
"F","Masvingo","Chiredzi","Maize","2013-11-01T00:00:00.000","1","2200","396","750","227","1"
"F","Masvingo","Chiredzi","Tomatoes","2013-11-01T00:00:00.000","0.02","1708","812","1708","544","1"
"F","Masvingo","Gutu","Carrots","2012-02-01T00:00:00.000","0.25","800","199","800","366","1"
"F","Masvingo","Gutu","Cowpeas","2013-01-01T00:00:00.000","0.5","50","311","0","1","1"
"F","Masvingo","Gutu","Cowpeas","2013-09-01T00:00:00.000","0.5","50","65","0","1","1"
"F","Masvingo","Gutu","Cowpeas","2012-11-01T00:00:00.000","1.5","230","1706","100","414","2"
"F","Masvingo","Gutu","Cowpeas","2013-11-01T00:00:00.000","0.3","150","676","100","413","1"
"F","Masvingo","Gutu","Cowpeas","2012-12-01T00:00:00.000","0.1","50","1","0","1","1"
"F","Masvingo","Gutu","Groundnuts","2013-01-01T00:00:00.000","0.2","63","314","0","1","1"
"F","Masvingo","Gutu","Groundnuts","2012-02-01T00:00:00.000","0.25","1000","486","0","1","1"
"F","Masvingo","Gutu","Groundnuts","2012-05-01T00:00:00.000","0.2","50","1","0","1","1"
"F","Masvingo","Gutu","Groundnuts","2013-05-01T00:00:00.000","0.05","40","716","0","1","1"
"F","Masvingo","Gutu","Groundnuts","2013-09-01T00:00:00.000","1","544","1369","0","3","3"
"F","Masvingo","Gutu","Groundnuts","2011-11-01T00:00:00.000","0.2","400","586","50","389","1"
"F","Masvingo","Gutu","Groundnuts","2012-11-01T00:00:00.000","0.95","1208","1805","0","3","3"
"F","Masvingo","Gutu","Groundnuts","2013-11-01T00:00:00.000","0.4","250","793","0","1","1"
"F","Masvingo","Gutu","Groundnuts","2012-12-01T00:00:00.000","0.1","150","314","0","1","1"
"F","Masvingo","Gutu","Leafy vegetables","2012-02-01T00:00:00.000","0.13","360","254","360","379","1"
"F","Masvingo","Gutu","Maize","2013-01-01T00:00:00.000","1","550","886","0","1","1"
"F","Masvingo","Gutu","Maize","2012-02-01T00:00:00.000","2","1000","682","200","389","1"
"F","Masvingo","Gutu","Maize","2012-05-01T00:00:00.000","1.8","2550","587","0","2","2"
"F","Masvingo","Gutu","Maize","2013-05-01T00:00:00.000","0.8","500","776","0","1","1"
"F","Masvingo","Gutu","Maize","2013-09-01T00:00:00.000","2.6","5650","1111","0","3","3"
"F","Masvingo","Gutu","Maize","2012-11-01T00:00:00.000","7.4","12200","2192","2350","572","6"
"F","Masvingo","Gutu","Maize","2013-11-01T00:00:00.000","2","2050","182","0","1","1"
"F","Masvingo","Gutu","Maize","2012-12-01T00:00:00.000","0.8","2500","930","0","1","1"
"F","Masvingo","Gutu","Millet","2013-09-01T00:00:00.000","0.1","50","485","0","1","1"
"F","Masvingo","Gutu","Millet","2013-11-01T00:00:00.000","0.2","170","611","0","1","1"
"F","Masvingo","Gutu","Roundnuts","2012-05-01T00:00:00.000","0.1","50","195","0","1","1"
"F","Masvingo","Gutu","Roundnuts","2013-05-01T00:00:00.000","0.1","200","1","0","1","1"
"F","Masvingo","Gutu","Roundnuts","2013-09-01T00:00:00.000","0.4","236","1329","0","3","3"
"F","Masvingo","Gutu","Roundnuts","2012-11-01T00:00:00.000","0.9","895","1749","0","6","6"
"F","Masvingo","Gutu","Roundnuts","2012-12-01T00:00:00.000","0.4","350","314","0","1","1"
"F","Masvingo","Gutu","Sorghum","2012-11-01T00:00:00.000","2","1950","314","0","1","1"
"F","Masvingo","Gutu","Sugar Beans","2011-11-01T00:00:00.000","1.8","2765","687","1350","506","2"
"F","Masvingo","Gutu","Sunflower","2012-05-01T00:00:00.000","0.1","12","195","0","1","1"
"F","Masvingo","Gutu","Sweet Potatoes","2012-11-01T00:00:00.000","0.05","578","1","0","1","1"
"F","Masvingo","Zaka","ABE Chillies","2014-03-01T00:00:00.000","0.75","5037","1653","5037.7","1511","4"
"F","Masvingo","Zaka","Groundnuts","2014-03-01T00:00:00.000","0.2","51","1","0","1","1"
"F","Masvingo","Zaka","Maize","2014-03-01T00:00:00.000","1.2","3500","2035","120","429","3"
"F","Masvingo","Zaka","Navy Beans","2014-03-01T00:00:00.000","0.4","290","211","180.8","1085","2"
"F","Masvingo","Zaka","Rice","2014-03-01T00:00:00.000","0.25","160","316","0","1","1"
"F","Masvingo","Zaka","Roundnuts","2014-03-01T00:00:00.000","0.5","450","470","0","1","1"
"F","Masvingo","Zaka","Sorghum","2014-03-01T00:00:00.000","0.25","80","851","0","1","1"
"F","Masvingo","Zaka","Sugar Beans","2014-03-01T00:00:00.000","0.95","650","2881","140","525","5"
"F","Matabeleland North","Hwange","Leafy vegetables","2011-06-01T00:00:00.000","0.02","750","941","650","738","2"
"F","Matabeleland North","Hwange","Leafy vegetables","2011-09-01T00:00:00.000","0.01","300","504","300","117","1"
"F","Matabeleland North","Hwange","Maize","2011-11-01T00:00:00.000","0.2","750","1901","0","2","2"
"F","Matabeleland North","Hwange","Onion","2011-06-01T00:00:00.000","0.01","250","221","200","109","1"
"F","Matabeleland North","Hwange","Onion","2011-11-01T00:00:00.000","0.02","100","472","100","413","1"
"F","Matabeleland North","Hwange","Tomatoes","2011-06-01T00:00:00.000","0.02","222","1441","160","777","2"
"F","Matabeleland North","Hwange","Tomatoes","2011-09-01T00:00:00.000","0.01","520","471","440","224","1"
"F","Matabeleland North","Hwange","Tomatoes","2011-11-01T00:00:00.000","0.05","1000","669","1000","384","1"
"F","Matabeleland North","Nkayi","Cowpeas","2012-03-01T00:00:00.000","0.04","60","550","0","2","2"
"F","Matabeleland North","Nkayi","Maize","2012-03-01T00:00:00.000","3.6","140","652","0","2","2"
"F","Matabeleland North","Nkayi","Maize","2013-03-01T00:00:00.000","0.2","202","72","0","1","1"
"F","Matabeleland North","Nkayi","Maize","2012-10-01T00:00:00.000","1","600","171","0","1","1"
"F","Matabeleland North","Nkayi","Maize","2011-12-01T00:00:00.000","1.5","2320","302","0","1","1"
"F","Matabeleland North","Nkayi","Sorghum","2012-03-01T00:00:00.000","0.25","0","67","0","1","1"
"F","Matabeleland North","Nkayi","Sorghum","2012-10-01T00:00:00.000","0.5","100","313","0","1","1"
"F","Matabeleland South","Bulilima","Butternuts","2013-04-01T00:00:00.000","0.05","500","741","430","219","1"
"F","Matabeleland South","Bulilima","Cowpeas","2013-01-01T00:00:00.000","0.05","40","69","0","1","1"
"F","Matabeleland South","Bulilima","Groundnuts","2013-02-01T00:00:00.000","0.05","160","1","0","1","1"
"F","Matabeleland South","Bulilima","Leafy vegetables","2013-02-01T00:00:00.000","0.02","22","373","22","223","1"
"F","Matabeleland South","Bulilima","Leafy vegetables","2013-04-01T00:00:00.000","0.02","36","668","33","299","1"
"F","Matabeleland South","Bulilima","Maize","2013-01-01T00:00:00.000","1","240","69","0","1","1"
"F","Matabeleland South","Bulilima","Maize","2013-02-01T00:00:00.000","2.01","1970","1616","180","444","4"
"F","Matabeleland South","Bulilima","Maize","2013-04-01T00:00:00.000","1.62","240","314","0","1","1"
"F","Matabeleland South","Bulilima","Maize","2013-09-01T00:00:00.000","0.1","200","409","0","1","1"
"F","Matabeleland South","Bulilima","Millet","2013-01-01T00:00:00.000","2.6","200","70","0","2","2"
"F","Matabeleland South","Bulilima","Millet","2013-02-01T00:00:00.000","3.63","2450","788","0","5","5"
"F","Matabeleland South","Bulilima","Millet","2013-09-01T00:00:00.000","1","240","314","0","1","1"
"F","Matabeleland South","Bulilima","Roundnuts","2013-02-01T00:00:00.000","0.05","120","1","0","1","1"
"F","Matabeleland South","Bulilima","Sorghum","2013-02-01T00:00:00.000","1.6","660","70","0","2","2"
"F","Matabeleland South","Bulilima","Sorghum","2013-03-01T00:00:00.000","1","360","716","0","1","1"
"F","Matabeleland South","Bulilima","Sugar Beans","2013-01-01T00:00:00.000","0.3","145","357","60","744","3"
"F","Matabeleland South","Bulilima","Sugar Beans","2013-02-01T00:00:00.000","0.6","128","1369","60","747","6"
"F","Matabeleland South","Bulilima","Sugar Beans","2013-04-01T00:00:00.000","0.1","35","945","0","1","1"
"F","Matabeleland South","Bulilima","Sugar Beans","2013-05-01T00:00:00.000","0.1","60","910","40","457","1"
"F","Matabeleland South","Bulilima","Sugar Beans","2013-09-01T00:00:00.000","0.1","45","473","0","1","1"
"F","Matabeleland South","Gwanda","Cowpeas","2012-03-01T00:00:00.000","0.03","300","691","200","213","1"
"F","Matabeleland South","Gwanda","Cowpeas","2011-07-01T00:00:00.000","0.03","300","763","280","493","1"
"F","Matabeleland South","Gwanda","Groundnuts","2013-01-01T00:00:00.000","0.1","612","228","510","458","1"
"F","Matabeleland South","Gwanda","Groundnuts","2012-04-01T00:00:00.000","0.03","200","599","150","542","1"
"F","Matabeleland South","Gwanda","Groundnuts","2011-07-01T00:00:00.000","0.06","200","983","200","117","1"
"F","Matabeleland South","Gwanda","Leafy vegetables","2011-07-01T00:00:00.000","0.03","162","639","130","123","1"
"F","Matabeleland South","Gwanda","Maize","2012-03-01T00:00:00.000","0.1","1190","321","200","517","1"
"F","Matabeleland South","Gwanda","Maize","2012-04-01T00:00:00.000","0.4","2250","612","1350","519","2"
"F","Matabeleland South","Gwanda","Maize","2011-07-01T00:00:00.000","1.53","9511","3110","4634","2431","10"
"F","Matabeleland South","Gwanda","Maize","2013-11-01T00:00:00.000","0.1","700","248","700","252","1"
"F","Matabeleland South","Gwanda","Sugar Beans","2013-01-01T00:00:00.000","0.2","200","551","150","152","1"
"F","Matabeleland South","Gwanda","Sugar Beans","2012-02-01T00:00:00.000","0.1","100","256","50","542","1"
"F","Matabeleland South","Gwanda","Sugar Beans","2012-04-01T00:00:00.000","0.1","200","188","150","152","1"
"F","Matabeleland South","Gwanda","Sugar Beans","2011-07-01T00:00:00.000","1.79","2325","3043","1680","1767","8"
"F","Matabeleland South","Gwanda","Sweet Potatoes","2011-07-01T00:00:00.000","0.09","616","2062","485","551","3"
"F","Matabeleland South","Gwanda","Tomatoes","2011-07-01T00:00:00.000","0.03","1600","349","1363","445","1"
"F","Matabeleland South","Insiza","Cabbage","2012-01-01T00:00:00.000","0.05","2870","353","2660","328","1"
"F","Matabeleland South","Insiza","Cabbage","2011-09-01T00:00:00.000","0.05","720","693","476","153","1"
"F","Matabeleland South","Insiza","Cowpeas","2012-01-01T00:00:00.000","0.5","1000","675","0","1","1"
"F","Matabeleland South","Insiza","Cowpeas","2012-06-01T00:00:00.000","0.4","100","586","20","212","1"
"F","Matabeleland South","Insiza","Cowpeas","2013-10-01T00:00:00.000","0.08","50","311","0","1","1"
"F","Matabeleland South","Insiza","Garlic","2013-10-01T00:00:00.000","0.2","348","258","13","156","1"
"F","Matabeleland South","Insiza","Groundnuts","2013-02-01T00:00:00.000","0.5","400","675","0","1","1"
"F","Matabeleland South","Insiza","Groundnuts","2011-09-01T00:00:00.000","0.1","400","675","0","1","1"
"F","Matabeleland South","Insiza","Groundnuts","2012-11-01T00:00:00.000","0.03","85","357","0","1","1"
"F","Matabeleland South","Insiza","Leafy vegetables","2013-01-01T00:00:00.000","0.05","255","487","235","241","1"
"F","Matabeleland South","Insiza","Leafy vegetables","2012-06-01T00:00:00.000","0.07","357","796","275","304","1"
"F","Matabeleland South","Insiza","Leafy Vegetables","2011-09-01T00:00:00.000","0.1","96","616","77","327","1"
"F","Matabeleland South","Insiza","Maize","2012-01-01T00:00:00.000","2.5","6450","2866","400","237","5"
"F","Matabeleland South","Insiza","Maize","2013-01-01T00:00:00.000","0.2","1440","209","1440","366","1"
"F","Matabeleland South","Insiza","Maize","2012-02-01T00:00:00.000","0.4","1050","325","1000","330","1"
"F","Matabeleland South","Insiza","Maize","2013-02-01T00:00:00.000","0.2","800","148","0","1","1"
"F","Matabeleland South","Insiza","Maize","2013-04-01T00:00:00.000","1","850","837","150","319","2"
"F","Matabeleland South","Insiza","Maize","2012-06-01T00:00:00.000","1","3050","948","100","331","3"
"F","Matabeleland South","Insiza","Maize","2011-09-01T00:00:00.000","4.9","18700","3486","5126","2205","10"
"F","Matabeleland South","Insiza","Maize","2010-10-01T00:00:00.000","0.2","1400","263","300","502","1"
"F","Matabeleland South","Insiza","Maize","2012-10-01T00:00:00.000","2.3","6300","1579","850","383","4"
"F","Matabeleland South","Insiza","Maize","2013-10-01T00:00:00.000","0.5","3040","397","1120","388","2"
"F","Matabeleland South","Insiza","Maize","2011-11-01T00:00:00.000","1.1","4400","2193","1000","239","4"
"F","Matabeleland South","Insiza","Maize","2012-11-01T00:00:00.000","0.3","1917","1555","300","560","2"
"F","Matabeleland South","Insiza","Sorghum","2012-01-01T00:00:00.000","0.6","1500","169","1250","371","1"
"F","Matabeleland South","Insiza","Sorghum","2012-06-01T00:00:00.000","0.2","250","393","0","1","1"
"F","Matabeleland South","Insiza","Sorghum","2012-10-01T00:00:00.000","0.4","750","195","0","1","1"
"F","Matabeleland South","Insiza","Sugar Beans","2013-01-01T00:00:00.000","0.18","300","947","0","1","1"
"F","Matabeleland South","Insiza","Sugar Beans","2012-02-01T00:00:00.000","0.1","216","964","54","491","1"
"F","Matabeleland South","Insiza","Sugar Beans","2013-02-01T00:00:00.000","0.1","140","961","120","135","1"
"F","Matabeleland South","Insiza","Sugar Beans","2012-06-01T00:00:00.000","0.1","300","95","300","382","1"
"F","Matabeleland South","Insiza","Sugar Beans","2011-09-01T00:00:00.000","1.2","1200","3515","545","665","6"
"F","Matabeleland South","Insiza","Sugar Beans","2013-10-01T00:00:00.000","0.25","480","1078","100","134","2"
"F","Matabeleland South","Insiza","Sugar Beans","2011-11-01T00:00:00.000","0.3","300","348","0","1","1"
"F","Matabeleland South","Insiza","Sugar Beans","2012-11-01T00:00:00.000","0.4","690","1468","350","884","2"
"F","Matabeleland South","Insiza","Sweet Potatoes","2011-09-01T00:00:00.000","0.03","200","485","100","413","1"
"F","Matabeleland South","Insiza","Tomatoes","2012-01-01T00:00:00.000","0.05","893","614","658","301","1"
"F","Matabeleland South","Insiza","Tomatoes","2013-01-01T00:00:00.000","0.04","822","580","681.5","242","1"
"F","Matabeleland South","Insiza","Tomatoes","2012-06-01T00:00:00.000","0.05","1665","355","945","548","1"
"F","Midlands","Chirumhanzu","Maize","2014-02-01T00:00:00.000","0.3","600","769","0","1","1"
"F","Midlands","Chirumhanzu","Sugar Beans","2014-02-01T00:00:00.000","0.6","1700","849","0","1","1"
"F","Midlands","Chirumhanzu","Sugar Beans","2012-07-01T00:00:00.000","0.8","1350","871","700","493","1"
"F","Midlands","Gokwe North","Cotton","2013-10-01T00:00:00.000","2.8","1000","1799","600","289","2"
"F","Midlands","Gokwe North","Cowpeas","2013-10-01T00:00:00.000","1.2","999","1812","111","437","3"
"F","Midlands","Gokwe North","Groundnuts","2013-02-01T00:00:00.000","0.5","194","1","0","1","1"
"F","Midlands","Gokwe North","Groundnuts","2013-10-01T00:00:00.000","1.4","887","2573","97","515","4"
"F","Midlands","Gokwe North","Maize","2013-02-01T00:00:00.000","1","1000","314","0","1","1"
"F","Midlands","Gokwe North","Maize","2013-10-01T00:00:00.000","7.2","8750","2881","3980","1062","5"
"F","Midlands","Gokwe North","Millet","2013-10-01T00:00:00.000","0.8","60","719","0","1","1"
"F","Midlands","Gokwe North","Roundnuts","2013-10-01T00:00:00.000","0.1","430","716","17","136","1"
"F","Midlands","Gokwe North","Tomatoes","2013-10-01T00:00:00.000","0.2","300","485","84","117","1"
"F","Midlands","Gokwe South","Cotton","2013-01-01T00:00:00.000","0.8","750","173","750","133","1"
"F","Midlands","Gokwe South","Cotton","2013-03-01T00:00:00.000","0.2","250","439","250","123","1"
"F","Midlands","Gokwe South","Cotton","2013-04-01T00:00:00.000","0.2","125","733","125","473","1"
"F","Midlands","Gokwe South","Groundnuts","2013-01-01T00:00:00.000","0.6","425","914","0","1","1"
"F","Midlands","Gokwe South","Groundnuts","2013-03-01T00:00:00.000","1.2","234","1234","85","366","2"
"F","Midlands","Gokwe South","Groundnuts","2013-04-01T00:00:00.000","0.2","43","69","0","1","1"
"F","Midlands","Gokwe South","Groundnuts","2012-08-01T00:00:00.000","2.5","7650","539","5270","268","1"
"F","Midlands","Gokwe South","Maize","2013-01-01T00:00:00.000","0.6","100","130","0","1","1"
"F","Midlands","Gokwe South","Maize","2013-03-01T00:00:00.000","1.8","650","976","0","2","2"
"F","Midlands","Gokwe South","Maize","2013-04-01T00:00:00.000","0.4","200","1","0","1","1"
"F","Midlands","Gokwe South","Maize","2012-08-01T00:00:00.000","4.5","5000","14","3500","48","1"
"F","Midlands","Gokwe South","Sorghum","2013-04-01T00:00:00.000","0.6","300","798","0","1","1"
"F","Midlands","Gweru","Butternuts","2012-05-01T00:00:00.000","0.05","300","98","200","457","1"
"F","Midlands","Gweru","Butternuts","2011-11-01T00:00:00.000","0.4","2360","2212","1665","792","4"
"F","Midlands","Gweru","Cabbage","2012-05-01T00:00:00.000","0.05","1200","861","730","393","1"
"F","Midlands","Gweru","Cabbage","2011-11-01T00:00:00.000","0.1","1700","897","1100","316","1"
"F","Midlands","Gweru","Groundnuts","2012-06-01T00:00:00.000","0.05","21","850","0","1","1"
"F","Midlands","Gweru","Groundnuts","2011-11-01T00:00:00.000","0.01","10","154","0","1","1"
"F","Midlands","Gweru","Leafy vegetables","2012-06-01T00:00:00.000","0.2","743","515","743","343","2"
"F","Midlands","Gweru","Leafy vegetables","2011-11-01T00:00:00.000","0.05","53","98","53","287","1"
"F","Midlands","Gweru","Maize","2012-02-01T00:00:00.000","0.3","600","336","273.6","549","1"
"F","Midlands","Gweru","Maize","2012-04-01T00:00:00.000","0.5","3000","921","123","319","2"
"F","Midlands","Gweru","Maize","2012-05-01T00:00:00.000","2","1500","551","0","1","1"
"F","Midlands","Gweru","Maize","2012-06-01T00:00:00.000","0.5","600","137","0","1","1"
"F","Midlands","Gweru","Maize","2011-11-01T00:00:00.000","3.05","8665","5700","2368.8","2067","12"
"F","Midlands","Gweru","Roundnuts","2012-06-01T00:00:00.000","0.1","50","69","12.5","516","1"
"F","Midlands","Gweru","Sorghum","2011-11-01T00:00:00.000","0.01","40","958","0","1","1"
"F","Midlands","Gweru","Sugar Beans","2012-02-01T00:00:00.000","0.15","165","977","98","557","1"
"F","Midlands","Gweru","Sugar Beans","2014-02-01T00:00:00.000","0.6","1350","698","0","1","1"
"F","Midlands","Gweru","Sugar Beans","2012-05-01T00:00:00.000","0.1","100","503","0","1","1"
"F","Midlands","Gweru","Sugar Beans","2012-06-01T00:00:00.000","0.05","50","352","0","1","1"
"F","Midlands","Gweru","Sugar Beans","2011-11-01T00:00:00.000","0.55","816","2433","407","799","5"
"F","Midlands","Gweru","Tomatoes","2012-06-01T00:00:00.000","0.05","800","515","800","133","1"
"F","Midlands","Kwekwe","Cabbage","2013-05-01T00:00:00.000","0.09","4935","106","4935","513","1"
"F","Midlands","Kwekwe","Green maize","2013-05-01T00:00:00.000","0.1","119","85","118.8","522","1"
"F","Midlands","Kwekwe","Groundnuts","2013-03-01T00:00:00.000","0.1","187","76","0","1","1"
"F","Midlands","Kwekwe","Leafy vegetables","2013-05-01T00:00:00.000","0.1","60","454","20","212","1"
"F","Midlands","Kwekwe","Maize","2013-01-01T00:00:00.000","1","1000","780","0","1","1"
"F","Midlands","Kwekwe","Maize","2013-02-01T00:00:00.000","0.07","180","685","0","1","1"
"F","Midlands","Kwekwe","Maize","2013-03-01T00:00:00.000","1.5","1300","869","400","110","2"
"F","Midlands","Kwekwe","Maize","2013-05-01T00:00:00.000","0.3","350","183","0","1","1"
"F","Midlands","Kwekwe","Maize","2013-06-01T00:00:00.000","2","1800","240","0","1","1"
"F","Midlands","Kwekwe","Maize","2013-08-01T00:00:00.000","0.1","600","160","0","1","1"
"F","Midlands","Kwekwe","Sugar Beans","2013-01-01T00:00:00.000","0.2","140","949","60","457","1"
"F","Midlands","Kwekwe","Sugar Beans","2013-03-01T00:00:00.000","0.4","354","1009","300","301","2"
"F","Midlands","Kwekwe","Sugar Beans","2013-06-01T00:00:00.000","0.2","225","307","0","1","1"
"F","Midlands","Kwekwe","Sugar Beans","2013-08-01T00:00:00.000","0.1","144","156","144","154","1"
"F","Midlands","Kwekwe","Tomatoes","2013-02-01T00:00:00.000","0.01","120","176","100","381","1"
"F","Midlands","Kwekwe","Tomatoes","2013-03-01T00:00:00.000","0.1","2140","124","2140","10","1"
"F","Midlands","Kwekwe","Tomatoes","2013-05-01T00:00:00.000","0.1","118","909","117.5","413","1"
"M","Manicaland","Chimanimani","Irish potatoes","2011-09-01T00:00:00.000","0.1","1500","541","1125","544","1"
"M","Manicaland","Chimanimani","Maize","2011-08-01T00:00:00.000","2","5000","954","500","110","2"
"M","Manicaland","Chimanimani","Maize","2011-09-01T00:00:00.000","0.8","4000","729","2000","366","1"
"M","Manicaland","Chimanimani","Maize","2012-10-01T00:00:00.000","0.8","4500","266","0","1","1"
"M","Manicaland","Chimanimani","Paprika","2011-08-01T00:00:00.000","0.7","830","1074","430","897","2"
"M","Manicaland","Chimanimani","Paprika","2011-09-01T00:00:00.000","0.1","60","237","52","535","1"
"M","Manicaland","Chimanimani","Paprika","2012-10-01T00:00:00.000","0.3","550","539","281","388","1"
"M","Manicaland","Chimanimani","Sugar Beans","2011-08-01T00:00:00.000","0.2","160","450","40","365","1"
"M","Manicaland","Chimanimani","Sugar Beans","2011-09-01T00:00:00.000","0.1","150","751","60","502","1"
"M","Manicaland","Chimanimani","Sugar Beans","2012-10-01T00:00:00.000","0.3","400","107","200","213","1"
"M","Manicaland","Chimanimani","Tomatoes","2011-08-01T00:00:00.000","0.8","10095","784","4795","521","3"
"M","Manicaland","Chimanimani","Tomatoes","2012-10-01T00:00:00.000","0.3","4725","96","4025","184","1"
"M","Manicaland","Chipinge","Banana","2012-02-01T00:00:00.000","0.4","7433","1381","7433.38","490","2"
"M","Manicaland","Chipinge","Banana","2012-03-01T00:00:00.000","0.25","16398","43","16397.81","357","1"
"M","Manicaland","Chipinge","Banana","2012-05-01T00:00:00.000","0.2","3555","626","3554.99","556","1"
"M","Manicaland","Chipinge","Banana","2011-06-01T00:00:00.000","2.75","134341","7241","129040.76","2055","13"
"M","Manicaland","Chipinge","Banana","2011-07-01T00:00:00.000","0.2","13913","712","13913","203","1"
"M","Manicaland","Chipinge","Banana","2012-07-01T00:00:00.000","0.7","47282","1820","47282.62","914","3"
"M","Manicaland","Chipinge","Banana","2011-08-01T00:00:00.000","0.7","43832","1806","43832.32","877","3"
"M","Manicaland","Chipinge","Banana","2011-09-01T00:00:00.000","0.5","49242","53","32941.75","680","2"
"M","Manicaland","Chipinge","Banana","2011-10-01T00:00:00.000","0.2","4457","645","4456.86","37","1"
"M","Manicaland","Chipinge","Banana","2012-10-01T00:00:00.000","0.2","8080","872","8080.15","165","1"
"M","Manicaland","Chipinge","Groundnuts","2011-06-01T00:00:00.000","2.05","1351","3313","591","714","6"
"M","Manicaland","Chipinge","Groundnuts","2012-07-01T00:00:00.000","0.13","21","352","0","1","1"
"M","Manicaland","Chipinge","Groundnuts","2011-08-01T00:00:00.000","0.4","380","738","200","213","1"
"M","Manicaland","Chipinge","Groundnuts","2011-10-01T00:00:00.000","0.1","350","935","250","133","1"
"M","Manicaland","Chipinge","Groundnuts","2012-10-01T00:00:00.000","0.1","250","811","0","1","1"
"M","Manicaland","Chipinge","Maize","2012-02-01T00:00:00.000","0.6","3500","411","2000","576","2"
"M","Manicaland","Chipinge","Maize","2012-05-01T00:00:00.000","0.4","450","296","0","1","1"
"M","Manicaland","Chipinge","Maize","2011-06-01T00:00:00.000","8.05","14370","6231","4620","1512","13"
"M","Manicaland","Chipinge","Maize","2012-07-01T00:00:00.000","3.1","5800","1271","2900","1418","5"
"M","Manicaland","Chipinge","Maize","2011-08-01T00:00:00.000","3.25","7700","3638","3340","1567","7"
"M","Manicaland","Chipinge","Maize","2011-09-01T00:00:00.000","1","5240","708","0","2","2"
"M","Manicaland","Chipinge","Maize","2011-10-01T00:00:00.000","1.2","1000","521","0","1","1"
"M","Manicaland","Chipinge","Maize","2012-10-01T00:00:00.000","0.2","800","384","500","133","1"
"M","Manicaland","Chipinge","Millet","2011-06-01T00:00:00.000","0.45","450","886","0","1","1"
"M","Manicaland","Chipinge","Millet","2011-08-01T00:00:00.000","1","1000","919","0","1","1"
"M","Manicaland","Chipinge","Paprika","2011-06-01T00:00:00.000","0.4","350","614","350","527","2"
"M","Manicaland","Chipinge","Paprika","2012-07-01T00:00:00.000","0.2","350","298","350","425","1"
"M","Manicaland","Chipinge","Paprika","2011-08-01T00:00:00.000","0.55","580","815","530","737","3"
"M","Manicaland","Chipinge","Roundnuts","2011-06-01T00:00:00.000","0.1","500","859","0","1","1"
"M","Manicaland","Chipinge","Sorghum","2011-06-01T00:00:00.000","1.3","1272","420","0","2","2"
"M","Manicaland","Chipinge","Sorghum","2011-08-01T00:00:00.000","1.2","700","1050","0","2","2"
"M","Manicaland","Chipinge","Sugar Beans","2012-02-01T00:00:00.000","0.4","750","379","700","493","1"
"M","Manicaland","Chipinge","Sugar Beans","2012-05-01T00:00:00.000","0.8","700","229","600","458","1"
"M","Manicaland","Chipinge","Sugar Beans","2011-06-01T00:00:00.000","6.9","7250","3682","6050","4447","11"
"M","Manicaland","Chipinge","Sugar Beans","2011-07-01T00:00:00.000","1.6","1550","719","1450","372","2"
"M","Manicaland","Chipinge","Sugar Beans","2012-07-01T00:00:00.000","0.8","680","1434","400","368","3"
"M","Manicaland","Chipinge","Sugar Beans","2011-08-01T00:00:00.000","3.17","4508","2017","2790","1011","5"
"M","Manicaland","Chipinge","Sugar Beans","2012-10-01T00:00:00.000","0.4","500","203","400","366","1"
"M","Manicaland","Chipinge","Tomatoes","2011-06-01T00:00:00.000","0.12","2120","1710","1320","582","2"
"M","Manicaland","Chipinge","Tomatoes","2011-08-01T00:00:00.000","0.2","494","874","493.5","121","1"
"M","Manicaland","Makoni","Groundnuts","2012-01-01T00:00:00.000","0.7","1320","883","360","429","2"
"M","Manicaland","Makoni","Groundnuts","2011-04-01T00:00:00.000","0.4","360","1","150","227","1"
"M","Manicaland","Makoni","Groundnuts","2013-04-01T00:00:00.000","0.4","250","1","0","1","1"
"M","Manicaland","Makoni","Groundnuts","2014-09-01T00:00:00.000","0.4","210","314","120","152","1"
"M","Manicaland","Makoni","Groundnuts","2013-11-01T00:00:00.000","0.3","360","1","0","1","1"
"M","Manicaland","Makoni","Groundnuts","2011-12-01T00:00:00.000","0.3","650","1","400","458","1"
"M","Manicaland","Makoni","Leafy vegetables","2011-04-01T00:00:00.000","0.03","100","356","0","1","1"
"M","Manicaland","Makoni","Maize","2012-01-01T00:00:00.000","3.5","9500","1056","6700","610","2"
"M","Manicaland","Makoni","Maize","2011-04-01T00:00:00.000","2","5000","722","5000","208","1"
"M","Manicaland","Makoni","Maize","2013-04-01T00:00:00.000","0.7","1000","908","0","1","1"
"M","Manicaland","Makoni","Maize","2014-09-01T00:00:00.000","0.4","1000","252","400","520","1"
"M","Manicaland","Makoni","Maize","2012-10-01T00:00:00.000","0.8","3000","247","1400","429","1"
