"county","countyfips","year","week","week_ending","initial_claims","change_from_prior_week","pcnt_change","location","geocoded_column","reporting_week"
"MASON COUNTY","45","2020","Week 01","01/05/20 - 01/11/20","80","3","0.0389610389610389","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-01-05T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 45","11/08/20 - 11/14/20","34","-25","-0.423728813559322","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-11-08T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 22","05/31/20 - 06/06/20","801","-158","-0.164754953076121","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-05-31T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 47","11/22/20 - 11/28/20","1066","-253","-0.191811978771797","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-11-22T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 41","10/11/20 - 10/17/20","71","-25","-0.260416666666667","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-10-11T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 52","12/27/20 - 01/02/21","12","4","0.5","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-12-27T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 29","07/19/20 - 07/25/20","151","20","0.152671755725191","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-07-19T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 46","11/15/20 - 11/21/20","262","150","1.33928571428571","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-11-15T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 51","12/20/20 - 12/26/20","16","0","0","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-12-20T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 43","10/25/20 - 10/31/49","21","7","0.5","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-10-25T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 49","12/06/20 - 12/12/20","44","-31","-0.413333333333333","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-12-06T00:00:00.000"
"CLARK COUNTY","11","2020","Week 39","09/27/20 - 10/03/20","821","-328","-0.285465622280244","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-09-27T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 28","07/12/20 - 07/18/20","16","3","0.230769230769231","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-07-12T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 41","10/11/20 - 10/17/20","213","-2","-0.00930232558139532","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-10-11T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 35","08/30/20 - 09/05/20","45","-5","-0.1","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-08-30T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 46","11/15/20 - 11/21/20","985","503","1.04356846473029","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-11-15T00:00:00.000"
"MASON COUNTY","45","2020","Week 39","09/27/20 - 10/03/20","117","-13","-0.1","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-09-27T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 09","03/01/20 - 03/07/20","63","21","0.5","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-03-01T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 16","04/19/20 - 04/25/20","51","29","1.31818181818182","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-04-19T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 36","09/06/20 - 09/12/20","60","1","0.0169491525423728","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-09-06T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 38","09/20/20 - 09/26/20","35","-46","-0.567901234567901","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-09-20T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 32","08/09/20 - 08/15/20","209","-15","-0.0669642857142857","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-08-09T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 29","07/19/20 - 07/25/20","443","-17","-0.0369565217391304","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-07-19T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 50","12/13/20 - 12/19/20","260","-33","-0.112627986348123","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-12-13T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 19","05/10/20 - 05/16/20","220","29","0.151832460732984","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-05-10T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 47","11/22/20 - 11/28/20","17","3","0.214285714285714","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-11-22T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 22","05/31/20 - 06/06/20","22","-11","-0.333333333333333","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-05-31T00:00:00.000"
"MASON COUNTY","45","2020","Week 23","06/07/20 - 06/13/20","193","-47","-0.195833333333333","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-06-07T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 33","08/16/20 - 08/22/20","187","-45","-0.193965517241379","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-08-16T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 32","08/09/20 - 08/15/20","2617","-423","-0.139144736842105","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-08-09T00:00:00.000"
"GRANT COUNTY","25","2020","Week 18","05/03/20 - 05/09/20","927","58","0.0667433831990794","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-05-03T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 43","10/25/20 - 10/31/50","1506","-52","-0.0333761232349166","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-10-25T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 15","04/12/20 - 04/18/20","191","-80","-0.29520295202952","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-04-12T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 03","01/19/20 - 01/25/20","130","-22","-0.144736842105263","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-01-19T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 09","03/01/20 - 03/07/20","459","17","0.0384615384615385","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-03-01T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 07","02/16/20 - 02/22/20","130","-31","-0.192546583850932","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-02-16T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 47","11/22/20 - 11/28/20","37","-14","-0.274509803921569","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-11-22T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 43","10/25/20 - 10/31/35","40","-22","-0.354838709677419","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-10-25T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 19","05/10/20 - 05/16/20","250","30","0.136363636363636","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-05-10T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 39","09/27/20 - 10/03/20","24","-7","-0.225806451612903","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-09-27T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 50","12/13/20 - 12/19/20","60","-1","-0.0163934426229508","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-12-13T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 25","06/21/20 - 06/27/20","201","-7","-0.0336538461538461","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-06-21T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 08","02/23/20 - 02/29/20","78","-13","-0.142857142857143","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-02-23T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 07","02/16/20 - 02/22/20","67","-26","-0.279569892473118","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-02-16T00:00:00.000"
"GRANT COUNTY","25","2020","Week 34","08/23/20 - 08/29/20","199","-41","-0.170833333333333","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-08-23T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 05","02/02/20 - 02/08/20","48","-3","-0.0588235294117647","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-02-02T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 01","01/05/20 - 01/11/20","7","5","2.5","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-01-05T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 11","03/15/20 - 03/21/20","282","271","24.6363636363636","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-03-15T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 26","06/28/20 - 07/04/20","1121","88","0.085188770571152","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-06-28T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 08","02/23/20 - 02/29/20","42","2","0.05","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-02-23T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 32","08/09/20 - 08/15/20","124","2","0.0163934426229508","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-08-09T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 25","06/21/20 - 06/27/20","258","63","0.323076923076923","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-06-21T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 23","06/07/20 - 06/13/20","91","-11","-0.107843137254902","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-06-07T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 20","05/17/20 - 05/23/20","6348","-9892","1.55828607435413","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-05-17T00:00:00.000"
"MASON COUNTY","45","2020","Week 44","11/01/20 - 11/07/20","191","81","0.736363636363636","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-11-01T00:00:00.000"
"MASON COUNTY","45","2020","Week 17","04/26/20 - 05/02/20","687","-244","-0.262083780880773","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-04-26T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 04","01/26/20 - 02/01/20","138","-121","-0.467181467181467","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-01-26T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 08","02/23/20 - 02/29/20","124","-5","-0.0387596899224806","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-02-23T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 29","07/19/20 - 07/25/20","297","14","0.0494699646643109","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-07-19T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 28","07/12/20 - 07/18/20","17","-8","-0.32","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-07-12T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 21","05/24/20 - 05/30/20","238","-148","-0.383419689119171","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-05-24T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 30","07/26/20 - 08/01/20","702","-189","-0.212121212121212","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-07-26T00:00:00.000"
"CLARK COUNTY","11","2020","Week 33","08/16/20 - 08/22/20","818","-268","-0.246777163904236","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-08-16T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 25","06/21/20 - 06/27/20","1077","74","0.0737786640079761","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-06-21T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 31","08/02/20 - 08/08/20","9","1","0.125","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-08-02T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 18","05/03/20 - 05/09/20","2995","131","0.0457402234636872","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-05-03T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 26","06/28/20 - 07/04/20","365","-52","-0.124700239808153","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-06-28T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 33","08/16/20 - 08/22/20","46","-6","-0.115384615384615","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-08-16T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 26","06/28/20 - 07/04/20","449","-124","-0.216404886561955","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-06-28T00:00:00.000"
"KING COUNTY","33","2020","Week 28","07/12/20 - 07/18/20","8207","-3168","-0.278505494505495","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-07-12T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 14","04/05/20 - 04/11/20","275","-163","-0.372146118721461","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-04-05T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 18","05/03/20 - 05/09/20","110","-8","-0.0677966101694916","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-05-03T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 12","03/22/20 - 03/28/20","1825","731","0.66819012797075","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-03-22T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 20","05/17/20 - 05/23/20","549","-997","1.816029143898","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-05-17T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 45","11/08/20 - 11/14/20","18","-11","-0.379310344827586","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-11-08T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 46","11/15/20 - 11/21/20","3646","1594","0.776803118908382","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-11-15T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 24","06/14/20 - 06/20/20","1789","172","0.106369820655535","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-06-14T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 30","07/26/20 - 08/01/20","174","-30","-0.147058823529412","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-07-26T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 44","11/01/20 - 11/07/20","59","18","0.439024390243902","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-11-01T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 12","03/22/20 - 03/28/20","1648","544","0.492753623188406","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-03-22T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 22","05/31/20 - 06/06/20","237","-13","-0.052","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-05-31T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 52","12/27/20 - 01/02/21","476","126","0.36","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-12-27T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 10","03/08/20 - 03/14/20","265","-74","-0.218289085545723","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-03-08T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 52","12/27/20 - 01/02/21","1699","539","0.464655172413793","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-12-27T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 21","05/24/20 - 05/30/20","129","-81","-0.385714285714286","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-05-24T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 37","09/13/20 - 09/19/20","262","9","0.0355731225296443","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-09-13T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 48","11/29/20 - 12/05/20","235","36","0.180904522613065","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-11-29T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 14","04/05/20 - 04/11/20","1153","-550","-0.322959483264827","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-04-05T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 08","02/23/20 - 02/29/20","41","9","0.28125","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-02-23T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 31","08/02/20 - 08/08/20","20","0","0","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-08-02T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 38","09/20/20 - 09/26/20","41","-14","-0.254545454545455","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-09-20T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 10","03/08/20 - 03/14/20","163","36","0.283464566929134","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-03-08T00:00:00.000"
"BENTON COUNTY","5","2020","Week 42","10/18/20 - 10/24/20","332","-116","-0.258928571428571","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-10-18T00:00:00.000"
"CLARK COUNTY","11","2020","Week 14","04/05/20 - 04/11/20","5591","-3787","-0.40381744508424","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-04-05T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 45","11/08/20 - 11/14/20","42","-24","-0.363636363636364","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-11-08T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 51","12/20/20 - 12/26/20","1306","-60","-0.0439238653001464","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-12-20T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 42","10/18/20 - 10/24/20","4","3","3","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-10-18T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 48","11/29/20 - 12/05/20","745","83","0.125377643504532","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-11-29T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 42","10/18/20 - 10/24/20","343","-74","-0.177458033573141","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-10-18T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 35","08/30/20 - 09/05/20","2391","480","0.251177394034537","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-08-30T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 36","09/06/20 - 09/12/20","9","0","0","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-09-06T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 41","10/11/20 - 10/17/20","32","-2","-0.0588235294117647","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-10-11T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 06","02/09/20 - 02/15/20","757","-55","-0.0677339901477833","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-02-09T00:00:00.000"
"BENTON COUNTY","5","2020","Week 45","11/08/20 - 11/14/20","522","-133","-0.203053435114504","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-11-08T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 32","08/09/20 - 08/15/20","154","31","0.252032520325203","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-08-09T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 52","12/27/20 - 01/02/21","41","25","1.5625","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-12-27T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 11","03/15/20 - 03/21/20","1094","1002","10.8913043478261","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-03-15T00:00:00.000"
"CLARK COUNTY","11","2020","Week 17","04/26/20 - 05/02/20","4842","-1450","-0.230451366815003","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-04-26T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 49","12/06/20 - 12/12/20","213","-32","-0.130612244897959","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-12-06T00:00:00.000"
"FERRY COUNTY","19","2020","Week 48","11/29/20 - 12/05/20","18","-3","-0.142857142857143","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-11-29T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 32","08/09/20 - 08/15/20","119","-2","-0.0165289256198347","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-08-09T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 34","08/23/20 - 08/29/20","23","-12","-0.342857142857143","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-08-23T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 52","12/27/20 - 01/02/21","1042","378","0.569277108433735","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-12-27T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 21","05/24/20 - 05/30/20","33","-4","-0.108108108108108","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-05-24T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 01","01/05/20 - 01/11/20","1221","319","0.353658536585366","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-01-05T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 04","01/26/20 - 02/01/20","1","1",,"Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-01-26T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 12","03/22/20 - 03/28/20","176","22","0.142857142857143","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-03-22T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 50","12/13/20 - 12/19/20","134","-30","-0.182926829268293","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-12-13T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 16","04/19/20 - 04/25/20","234","103","0.786259541984733","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-04-19T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 29","07/19/20 - 07/25/20","37","0","0","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-07-19T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 41","10/11/20 - 10/17/20","624","-228","-0.267605633802817","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-10-11T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 03","01/19/20 - 01/25/20","9","-20","-0.689655172413793","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-01-19T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 47","11/22/20 - 11/28/20","5","-6","-0.545454545454545","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-11-22T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 31","08/02/20 - 08/08/20","336","-95","-0.220417633410673","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-08-02T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 38","09/20/20 - 09/26/20","179","-53","-0.228448275862069","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-09-20T00:00:00.000"
"KING COUNTY","33","2020","Week 40","10/04/20 - 10/10/20","5982","1869","0.454412837345004","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-10-04T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 26","06/28/20 - 07/04/20","180","-9","-0.0476190476190477","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-06-28T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 46","11/15/20 - 11/21/20","320","221","2.23232323232323","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-11-15T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 05","02/02/20 - 02/08/20","92","35","0.614035087719298","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-02-02T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 11","03/15/20 - 03/21/20","1473","1363","12.3909090909091","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-03-15T00:00:00.000"
"BENTON COUNTY","5","2020","Week 47","11/22/20 - 11/28/20","718","-137","-0.160233918128655","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-11-22T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 43","10/25/20 - 10/31/30","213","53","0.33125","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-10-25T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 17","04/26/20 - 05/02/20","259","-33","-0.113013698630137","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-04-26T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 51","12/20/20 - 12/26/20","2297","89","0.0403079710144927","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-12-20T00:00:00.000"
"FERRY COUNTY","19","2020","Week 03","01/19/20 - 01/25/20","15","8","1.14285714285714","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-01-19T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 36","09/06/20 - 09/12/20","14","-8","-0.363636363636364","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-09-06T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 02","01/12/20 - 01/18/20","78","-10","-0.113636363636364","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-01-12T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 30","07/26/20 - 08/01/20","18","2","0.125","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-07-26T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 31","08/02/20 - 08/08/20","741","-137","-0.156036446469248","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-08-02T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 13","03/29/20 - 04/04/20","45","18","0.666666666666667","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-03-29T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 41","10/11/20 - 10/17/20","6","-2","-0.25","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-10-11T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 50","12/13/20 - 12/19/20","36","-4","-0.1","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-12-13T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 44","11/01/20 - 11/07/20","598","272","0.834355828220859","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-11-01T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 22","05/31/20 - 06/06/20","172","43","0.333333333333333","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-05-31T00:00:00.000"
