"county","countyfips","year","week","week_ending","initial_claims","change_from_prior_week","pcnt_change","location","geocoded_column","reporting_week"
"DOUGLAS COUNTY","17","2020","Week 18","05/03/20 - 05/09/20","397","-172","-0.302284710017575","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-05-03T00:00:00.000"
"KING COUNTY","33","2020","Week 47","11/22/20 - 11/28/20","4982","-1278","-0.204153354632588","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-11-22T00:00:00.000"
"MASON COUNTY","45","2020","Week 36","09/06/20 - 09/12/20","159","-40","-0.201005025125628","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-09-06T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 46","11/15/20 - 11/21/20","64","30","0.882352941176471","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-11-15T00:00:00.000"
"CLARK COUNTY","11","2020","Week 09","03/01/20 - 03/07/20","309","-13","-0.0403726708074534","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-03-01T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 40","10/04/20 - 10/10/20","585","216","0.585365853658537","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-10-04T00:00:00.000"
"CLARK COUNTY","11","2020","Week 23","06/07/20 - 06/13/20","1215","-210","-0.147368421052632","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-06-07T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 31","08/02/20 - 08/08/20","73","-6","-0.0759493670886076","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-08-02T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 05","02/02/20 - 02/08/20","17","0","0","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-02-02T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 05","02/02/20 - 02/08/20","575","-11","-0.0187713310580204","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-02-02T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 50","12/13/20 - 12/19/20","320","4","0.0126582278481013","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-12-13T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 46","11/15/20 - 11/21/20","352","222","1.70769230769231","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-11-15T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 06","02/09/20 - 02/15/20","2","-1","-0.333333333333333","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-02-09T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 02","01/12/20 - 01/18/20","268","42","0.185840707964602","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-01-12T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 49","12/06/20 - 12/12/20","190","-45","-0.191489361702128","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-12-06T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 39","09/27/20 - 10/03/20","220","-56","-0.202898550724638","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-09-27T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 23","06/07/20 - 06/13/20","246","-41","-0.142857142857143","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-06-07T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 28","07/12/20 - 07/18/20","20","-13","-0.393939393939394","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-07-12T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 17","04/26/20 - 05/02/20","510","-190","-0.271428571428571","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-04-26T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 26","06/28/20 - 07/04/20","11","0","0","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-06-28T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 44","11/01/20 - 11/07/20","694","314","0.826315789473684","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-11-01T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 38","09/20/20 - 09/26/20","245","-57","-0.188741721854305","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-09-20T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 09","03/01/20 - 03/07/20","20","-17","-0.459459459459459","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-03-01T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 02","01/12/20 - 01/18/20","151","5","0.0342465753424657","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-01-12T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 32","08/09/20 - 08/15/20","2776","5","0.00180440274269222","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-08-09T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 50","12/13/20 - 12/19/20","11","0","0","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-12-13T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 12","03/22/20 - 03/28/20","117","58","0.983050847457627","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-03-22T00:00:00.000"
"BENTON COUNTY","5","2020","Week 43","10/25/20 - 10/31/22","418","86","0.259036144578313","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-10-25T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 28","07/12/20 - 07/18/20","3499","-1115","-0.241655830082358","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-07-12T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 22","05/31/20 - 06/06/20","285","-4","-0.013840830449827","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-05-31T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 20","05/17/20 - 05/23/20","300","-568","1.89333333333333","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-05-17T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 26","06/28/20 - 07/04/20","36","-49","-0.576470588235294","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-06-28T00:00:00.000"
"BENTON COUNTY","5","2020","Week 31","08/02/20 - 08/08/20","505","-185","-0.268115942028985","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-08-02T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 01","01/05/20 - 01/11/20","226","49","0.27683615819209","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-01-05T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 29","07/19/20 - 07/25/20","172","0","0","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-07-19T00:00:00.000"
"GRANT COUNTY","25","2020","Week 40","10/04/20 - 10/10/20","263","99","0.603658536585366","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-10-04T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 37","09/13/20 - 09/19/20","512","-2","-0.00389105058365757","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-09-13T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 27","07/05/20 - 07/11/20","13","2","0.181818181818182","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-07-05T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 33","08/16/20 - 08/22/20","18","-8","-0.307692307692308","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-08-16T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 49","12/06/20 - 12/12/20","1916","-543","-0.220821472143148","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-12-06T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 05","02/02/20 - 02/08/20","92","-14","-0.132075471698113","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-02-02T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 23","06/07/20 - 06/13/20","958","-182","-0.159649122807018","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-06-07T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 42","10/18/20 - 10/24/20","201","-60","-0.229885057471264","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-10-18T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 35","08/30/20 - 09/05/20","40","0","0","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-08-30T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 03","01/19/20 - 01/25/20","211","10","0.0497512437810945","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-01-19T00:00:00.000"
"GRANT COUNTY","25","2020","Week 17","04/26/20 - 05/02/20","869","-114","-0.115971515768057","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-04-26T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 45","11/08/20 - 11/14/20","262","-86","-0.247126436781609","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-11-08T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 21","05/24/20 - 05/30/20","18","-4","-0.181818181818182","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-05-24T00:00:00.000"
"MASON COUNTY","45","2020","Week 51","12/20/20 - 12/26/20","155","30","0.24","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-12-20T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 36","09/06/20 - 09/12/20","179","-18","-0.0913705583756346","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-09-06T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 04","01/26/20 - 02/01/20","19","-3","-0.136363636363636","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-01-26T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 30","07/26/20 - 08/01/20","37","0","0","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-07-26T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 35","08/30/20 - 09/05/20","34","-2","-0.0555555555555556","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-08-30T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 34","08/23/20 - 08/29/20","65","-13","-0.166666666666667","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-08-23T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 47","11/22/20 - 11/28/20","2718","-928","-0.254525507405376","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-11-22T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 15","04/12/20 - 04/18/20","683","-262","-0.277248677248677","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-04-12T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 45","11/08/20 - 11/14/20","178","-78","-0.3046875","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-11-08T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 28","07/12/20 - 07/18/20","294","-104","-0.261306532663317","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-07-12T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 30","07/26/20 - 08/01/20","197","25","0.145348837209302","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-07-26T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 04","01/26/20 - 02/01/20","51","-13","-0.203125","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-01-26T00:00:00.000"
"BENTON COUNTY","5","2020","Week 06","02/09/20 - 02/15/20","181","-31","-0.14622641509434","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-02-09T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 25","06/21/20 - 06/27/20","54","2","0.0384615384615385","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-06-21T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 41","10/11/20 - 10/17/20","42","-22","-0.34375","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-10-11T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 24","06/14/20 - 06/20/20","43","6","0.162162162162162","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-06-14T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 49","12/06/20 - 12/12/20","78","-7","-0.0823529411764706","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-12-06T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 11","03/15/20 - 03/21/20","357","279","3.57692307692308","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-03-15T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 33","08/16/20 - 08/22/20","676","-40","-0.0558659217877095","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-08-16T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 17","04/26/20 - 05/02/20","118","-37","-0.238709677419355","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-04-26T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 42","10/18/20 - 10/24/20","5","-1","-0.166666666666667","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-10-18T00:00:00.000"
"CLARK COUNTY","11","2020","Week 13","03/29/20 - 04/04/20","9378","717","0.0827848978178038","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-03-29T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 50","12/13/20 - 12/19/20","3","2","2","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-12-13T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 18","05/03/20 - 05/09/20","95","-9","-0.0865384615384616","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-05-03T00:00:00.000"
"KING COUNTY","33","2020","Week 49","12/06/20 - 12/12/20","4529","-805","-0.150918635170604","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-12-06T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 36","09/06/20 - 09/12/20","549","-80","-0.127186009538951","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-09-06T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 01","01/05/20 - 01/11/20","134","21","0.185840707964602","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-01-05T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 27","07/05/20 - 07/11/20","155","40","0.347826086956522","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-07-05T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 42","10/18/20 - 10/24/20","11","-5","-0.3125","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-10-18T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 18","05/03/20 - 05/09/20","191","32","0.20125786163522","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-05-03T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 27","07/05/20 - 07/11/20","443","188","0.737254901960784","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-07-05T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 16","04/19/20 - 04/25/20","155","68","0.781609195402299","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-04-19T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 50","12/13/20 - 12/19/20","973","52","0.0564603691639523","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-12-13T00:00:00.000"
"FERRY COUNTY","19","2020","Week 46","11/15/20 - 11/21/20","32","22","2.2","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-11-15T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 16","04/19/20 - 04/25/20","145","27","0.228813559322034","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-04-19T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 03","01/19/20 - 01/25/20","84","7","0.0909090909090908","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-01-19T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 42","10/18/20 - 10/24/20","548","-76","-0.121794871794872","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-10-18T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 22","05/31/20 - 06/06/20","1765","-28","-0.0156162855549359","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-05-31T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 52","12/27/20 - 01/02/21","45","26","1.36842105263158","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-12-27T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 11","03/15/20 - 03/21/20","113","105","13.125","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-03-15T00:00:00.000"
"GRANT COUNTY","25","2020","Week 24","06/14/20 - 06/20/20","392","28","0.0769230769230769","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-06-14T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 09","03/01/20 - 03/07/20","120","42","0.538461538461539","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-03-01T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 21","05/24/20 - 05/30/20","1011","-753","-0.42687074829932","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-05-24T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 46","11/15/20 - 11/21/20","2507","1400","1.2646793134598","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-11-15T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 31","08/02/20 - 08/08/20","3040","151","0.0522672204915196","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-08-02T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 13","03/29/20 - 04/04/20","202","26","0.147727272727273","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-03-29T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 39","09/27/20 - 10/03/20","28","-7","-0.2","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-09-27T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 39","09/27/20 - 10/03/20","168","-11","-0.0614525139664804","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-09-27T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 44","11/01/20 - 11/07/20","77","35","0.833333333333333","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-11-01T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 51","12/20/20 - 12/26/20","121","-1","-0.00819672131147542","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-12-20T00:00:00.000"
"KLICKITAT COUNTY","39","2020","Week 09","03/01/20 - 03/07/20","9","-8","-0.470588235294118","Point(45.86951, -120.780118)","POINT (-120.780118 45.86951)","2020-03-01T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 47","11/22/20 - 11/28/20","2","-7","-0.777777777777778","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-11-22T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 02","01/12/20 - 01/18/20","22","12","1.2","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-01-12T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 12","03/22/20 - 03/28/20","1827","680","0.592850915431561","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-03-22T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 05","02/02/20 - 02/08/20","812","174","0.272727272727273","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-02-02T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 45","11/08/20 - 11/14/20","3","-6","-0.666666666666667","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-11-08T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 10","03/08/20 - 03/14/20","122","25","0.257731958762887","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-03-08T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 25","06/21/20 - 06/27/20","22","2","0.1","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-06-21T00:00:00.000"
