"name","board","city","province","grades","postsecond","data_source","elem","junior_h","senior_h","postal_cod"
"Dr. Gordon Higgins School","The Calgary School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T1Y2W9"
"Britannia Children's Center","Montessori Education Preschool & ECS Institute of Alberta","Calgary","AB","ECS","N","N","N","N","N","T2V1V4"
"Rosemont School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2K1N6"
"West Dover School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2B0G9"
"North Middle School Campus","Foundations for the Future Charter Academy Charter School Society","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2E5S7"
"St. Wilfrid Elementary School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T1Y4Y1"
"Deer Run School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2J6P8"
"Ian Bazalgette School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2B0C6"
"Huntington Hills School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2K0M5"
"Our Lady of the Evergreens Catholic School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2Y0L5"
"Grant MacEwan School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3J3A5"
"St. Philip School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2J5A8"
"Thornhill Community Building Early Childhood Society","Thornhill Child Care Society","Calgary","AB","ECS","N","N","N","N","N","T2K4Y5"
"CUPS One World Child Development Centre","Calgary Urban Project Society","Calgary","AB","ECS","N","N","N","N","N","T2R0B7"
"Mount View School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2E3T8"
"The Hamptons School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3A6G2"
"Montessori Alberta","2128607 Alberta Ltd.","Calgary","AB","ECS","N","N","N","N","N","T2N0Z3"
"Heritage Christian Academy","The Palliser School Division","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2E6L2"
"Richmond School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2T5G5"
"Peter Lougheed School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3J5J1"
"Braeside School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2W0C3"
"Bonavista Children's Centre","Montessori Education Preschool & ECS Institute of Alberta","Calgary","AB","ECS","N","N","N","N","N","T2J3L5"
"St. Jean Brebeuf School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T2L2J6"
"One World Child Development Centre","Calgary Urban Project Society","Calgary","AB","ECS","N","N","N","N","N","T2R0E2"
"St. Teresa of Calcutta School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2X1T7"
"Ranchlands Montessori Children's Centre","Montessori Education Preschool & ECS Institute of Alberta","Calgary","AB","ECS","N","N","N","N","N","T3G1E8"
"Monsignor J. S. Smith School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2Z2H9"
"St. Michael School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3C0G9"
"Foothills Alliance ECS","Foothills Alliance Kindergarten Society","Calgary","AB","ECS","N","N","N","N","N","T3A4K4"
"Haultain Memorial School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2J4S8"
"Altadore School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2T4H9"
"Oaks and Acorns Montessori Kindergarten","Montessori Projects of Alberta Ltd.","Calgary","AB","ECS","N","N","N","N","N","T2X3S3"
"Almadina Language Charter Academy, Mountain View Campus","Almadina School Society","Calgary","AB","Elementary","N","N","Y","N","N","T2B1R9"
"St. Isabella School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2Z4W8"
"Dr. Freda Miller School","The Calgary School Division","Calgary","AB","Unknown","N","N","N","N","N","T2Y0E8"
"Scenic Acres School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3L1T2"
"New Brighton School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2Z4B2"
"Ted Harrison School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3J4L1"
"Greek Community School","Hellenic Society of Calgary and District","Calgary","AB","Senior High","N","N","N","N","N","T3C3B7"
"Dr. Roberta Bondar School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3H5B1"
"Marshall Springs School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2Y4X5"
"Monsignor Neville Anderson School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3K4B2"
"Louise Dean School","The Calgary School Division","Calgary","AB","Junior High/Senior High","N","N","N","Y","Y","T2N2P1"
"Southwest Elementary Campus","Foundations for the Future Charter Academy Charter School Society","Calgary","AB","Elementary","N","N","Y","N","N","T2W0R7"
"Hugh A. Bennett School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3J0V1"
"Colonel Macleod School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2E3Y9"
"Holy Family School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A0Z1"
"Horizon Heritage Arabic School","Horizon Academy Institute","Calgary","AB","Senior High","N","N","N","N","N","T3C3P1"
"St. Rose of Lima Junior High School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T1Y1Z5"
"Erin Woods School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2B2Z9"
"Buffalo Rubbing Stone School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3K0X2"
"Our Lady of Fatima","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3J5C4"
"Apple Tree Preschool","Trail Kids Ltd.","Calgary","AB","ECS","N","N","N","N","N","T2Y4S6"
"University of Calgary - Main Campus",,"Calgary","AB",,"Y","Y",,,,
"Banff Trail School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2M4J3"
"Chaparral School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2X3S2"
"CLS Lord Shaughnessy Writing Centre","The Calgary School Division","Calgary","AB","Unknown","N","N","N","N","N","T3E1L2"
"Calgary Chinese Alliance School","Calgary Chinese Alliance School Society","Calgary","AB","Senior High","N","N","N","N","N","T3K2E2"
"Holy Trinity School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A1L2"
"Calgary Jewish Academy","The Calgary Jewish Academy","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2V1P7"
"Briar Hill School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2N2L8"
"James Short Memorial School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A3V7"
"Dalhousie School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3A1K3"
"Madeleine D' Houet Bilingual School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T2N2M8"
"St. Anne Academic Centre","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2G1N2"
"Glenmore Christian Academy Elementary","GCA Educational Society","Calgary","AB","Elementary","N","N","Y","N","N","T2Y4W2"
"Midnapore School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2X1L7"
"Wilma Hansen School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y",
"Calgary Islamic School, Omar Bin Al-Khattab Campus","The Palliser School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2A5K4"
"Terry Fox School","The Calgary School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T3J1P7"
"Alex Ferguson School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3C1K5"
"AADAC Youth Services","The Calgary School Division","Calgary","AB","Unknown","N","N","N","N","N","T2N2E5"
"Clear Water Academy","Clear Water Academy Foundation","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T3E7J9"
"Blessed Marie-Rose","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3R1M9"
"Glenmeadows School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3E4G4"
"Janus Academy (Holy Cross Site)","Janus Academy Society","Calgary","AB","Junior High/Senior High","N","N","N","Y","Y","T2H1S1"
"William Roper Hull School","The Calgary School Division","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2W2Z8"
"Chief Justice Milvain School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T1Y6A3"
"Project Trust","The Calgary School Division","Calgary","AB","Senior High","N","N","N","N","N","T2M4P6"
"Thorncliffe School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2K3B9"
"École du Nouveau-Monde","The Southern Francophone Education Region","Calgary","AB","Elementary","N","N","Y","N","N","T3L0E7"
"R. T. Alderman School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2J1S1"
"Aspen Hill Montessori School","Aspen Hill Montessori Casa","Calgary","AB","ECS","N","N","N","N","N","T3H4C7"
"St. Joan of Arc Elementary/Junior High School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3H0K2"
"CLS Lord Beaverbrook Writing Centre","The Calgary School Division","Calgary","AB","Unknown","N","N","N","N","N","T2H0Z4"
"Aurora Learning Calgary","Aurora Learning Foundation (Calgary)","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2E7N7"
"St. Joseph Elementary Junior High School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2M3C7"
"Rundle School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T1Y4W9"
"St. Gianna School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Unknown","N","N","N","N","N","T3M0H7"
"Balmoral School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2M0H4"
"Notre Dame High School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Senior High","N","N","N","N","N","T3K6E4"
"Highwood School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2K2G5"
"Colonel J. Fred Scott School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T1Y3C4"
"Pineridge School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T1Y4W6"
"Bowness High School","The Calgary School Division","Calgary","AB","Senior High","N","N","N","N","N","T3B2N6"
"University of Calgary - Foothills Campus",,"Calgary","AB",,"Y","Y",,,,"T2N4N1"
"McKenzie Towne School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2Z0V3"
"Master's College","The Palliser School Division","Calgary","AB","Junior High/Senior High","N","N","N","Y","Y","T2T5J4"
"Holy Angels School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2C3T5"
"Bishop O'Byrne High School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Senior High","N","N","N","N","N","T2Y4H3"
"Branton School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2M3W1"
"Renfrew Thomas W. Buchanan Centre","Renfrew Educational Services Society","Calgary","AB","Elementary","N","N","Y","N","N","T2X3V4"
"Connaught School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2R0J8"
"University Day Care Centre","University Child Care Centre Society","Calgary","AB","ECS","N","N","N","N","N",
"St. Benedict School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2V1R2"
"Asasa Academy","Asasa Learning","Calgary","AB","Elementary","N","N","Y","N","N","T2K3J6"
"Sacred Heart Elementary School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3C0T6"
"Annie Gale School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T1Y4S8"
"Calgary Home Education","The Calgary School Division","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2V0Z7"
"Christine Meikle School","The Calgary School Division","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T3A2Y5"
"Robert Warren School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2W1H2"
"River Valley School ECS","River Valley School Society","Calgary","AB","Unknown","N","N","N","N","N","T3B2E7"
"Providence Children's Centre - Hawkwood","Providence Child Development Society","Calgary","AB","ECS","N","N","N","N","N","T3G3K2"
"Belvedere Parkway School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3B2R8"
"Rosscarrock School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3C1W7"
"Big Plans for Little Kids","Big Plans for Little Kids Ltd.","Calgary","AB","ECS","N","N","N","N","N","T3B0L9"
"Mayland Heights School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2E6A2"
"St. Martha School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2A4B1"
"Abbeydale School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A6W2"
"Silver Springs School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3B3V1"
"Renert School","The Renert School Foundation","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T3R0K4"
"Canadian Montessori School West","The Canadian Montessori School Ltd.","Calgary","AB","Unknown","N","N","N","N","N","T2V0P6"
"Playcare ECS","Playcare ECS Ltd.","Calgary","AB","ECS","N","N","N","N","N","T2W2A7"
"Cappy Smart School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A4P5"
"Delta West Academy","Delta West Academy Society","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2E4P3"
"Glendale School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3E3Z8"
"Janet Johnstone School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2Y1M1"
"Our Lady of the Assumption School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3B1N5"
"Calgary French & International School","Calgary French & International School Society","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T3H5R1"
"Le Roi Daniels School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2H1B9"
"All Saints School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Senior High","N","N","N","N","N","T2X4K9"
"Crossing Park School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3J4W8"
"Ernest Morrow School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2A1R3"
"Providence Children's Centre","Providence Child Development Society","Calgary","AB","ECS","N","N","N","N","N","T2V0Z4"
"Children's Commons Ecological Society Nature Kindergarten","Children's Commons Ecological Society","Calgary","AB","ECS","N","N","N","N","N","T2N3J7"
"Sir Winston Churchill High School","The Calgary School Division","Calgary","AB","Senior High","N","N","N","N","N","T2L2J6"
"Vincent Massey School","The Calgary School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T3C2B9"
"Ernest Manning High School","The Calgary School Division","Calgary","AB","Senior High","N","N","N","N","N","T3H0N7"
"Tom Baines School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3A3S2"
"Our Lady of Lourdes","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2S1S3"
"Ron Southern School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2X2E2"
"Renfrew Educational Services - Park Place Centre","Renfrew Educational Services Society","Calgary","AB","Unknown","N","N","N","N","N","T2E6S5"
"St. Rita School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3G2B3"
"Vista Virtual School - Calgary Writing Centre","The Pembina Hills School Division","Calgary","AB","Unknown","N","N","N","N","N",
"All Boys Alternative Program","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3E1C2"
"Holy Name (Bilingual) School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3E2Y7"
"Children's Village School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2E5L5"
"Westmount Elementary School","Westmount Charter School Society","Calgary","AB","Elementary","N","N","Y","N","N","T2N2V9"
"Willow Park School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2J0K7"
"Hawkwood School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3G2V7"
"University of Calgary - Spy Hill Campus",,"Calgary","AB",,"Y","Y",,,,"T3R1J3"
"Carousel Children's Centre","Montessori Education Preschool & ECS Institute of Alberta","Calgary","AB","ECS","N","N","N","N","N","T3J2A1"
"Louis Riel School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2V0L1"
"St. Kateri Tekakwitha School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A7N5"
"Jennie Elliott School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3E6A9"
"Monsignor E. L. Doyle Elementary School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3L1H6"
"Copperfield School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2Z0G7"
"Calgary Academy Collegiate","Calgary Academy Society","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T3H0R3"
"Dalhousie Community Kindergarten","Dalhousie Community Kindergarten Society","Calgary","AB","ECS","N","N","N","N","N","T3A1V6"
"Earl Grey School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2T0Z1"
"Holy Cross Elementary Junior High School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2B0C6"
"Chris Akkerman School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A3J6"
"St. Boniface Elementary School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2J2P8"
"Ecole Terre des Jeunes","The Southern Francophone Education Region","Calgary","AB","Elementary","N","N","Y","N","N","T3A0C6"
"Colonel Irvine School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2K3H6"
"Maria Montessori School","Maria Montessori Education Centre of Calgary, Ltd.","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2N1K6"
"Bishop Kidd School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T2A0Y8"
"John Ware School","The Calgary School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T2V1R2"
"Canadian Montessori School North","The Canadian Montessori School Ltd.","Calgary","AB","Unknown","N","N","N","N","N","T2V0P6"
"Glenmore Christian Academy Junior High","GCA Educational Society","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2Y4W2"
"Sir Wilfrid Laurier School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2A0Y9"
"Calgary Quest School","Calgary Quest Children's Society","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T3C0A5"
"Bishop Pinkham School","The Calgary School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T3E5K1"
"Connect Society's Early Childhood Services - Calgary","Connect Society-Deafness, Education, Advocacy & Family Services","Calgary","AB","ECS","N","N","N","N","N","T3B2R8"
"Arbour Lake Middle School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3G4H3"
"McKenzie Learning Centre","Marlborough Day Nursery ECS Limited","Calgary","AB","ECS","N","N","N","N","N","T2Z3S7"
"Simon Fraser School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2L1V3"
"Providence Children's Centre - McKenzie Towne","Providence Child Development Society","Calgary","AB","ECS","N","N","N","N","N","T2Z1C2"
"H. D. Cartwright School","The Calgary School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T3A1V6"
"Nose Creek School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3K5W9"
"Belfast School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2E4V4"
"St. Vincent De Paul Elementary Junior High School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3A0K4"
"Vista Heights School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2E6J3"
"Calgary International Academy","Calgary International Academy Ltd","Calgary","AB","Unknown","N","N","N","N","N","T3G5J7"
"Sainte Marguerite Bourgeoys","The Southern Francophone Education Region","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T3E6L1"
"Father Doucet School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2Y2T5"
"Dr. Martha Cohen School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2Z0V1"
"Colonel Walker School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2G0V3"
"St. Brigid","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3G5S6"
"Phoenix Education Foundation","Phoenix Education Foundation","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2E6J6"
"Alberta University of the Arts",,"Calgary","AB",,"Y","Y",,,,
"Renfrew Educational Services - Child Development Centre","Renfrew Educational Services Society","Calgary","AB","Unknown","N","N","N","N","N","T3B2X9"
"Kenneth D. Taylor School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3P0A1"
"Montessori Children's House Academy Ltd #3","Montessori Children's House Charity Foundation of Calgary","Calgary","AB","ECS","N","N","N","N","N","T2Z3V8"
"Calgary Christian High School","The Palliser School Division","Calgary","AB","Junior High/Senior High","N","N","N","Y","Y","T3E0R5"
"St. Bede Elementary School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3K2J5"
"Patrick Airlie School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A1H9"
"Dr. E. W. Coffin School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2L1W4"
"Corpus Christi School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2K3C1"
"Ramsay School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2G4G9"
"Discovering Choices 2","The Calgary School Division","Calgary","AB","Senior High","N","N","N","N","N","T2A5H5"
"St. Francis High School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Senior High","N","N","N","N","N",
"William Reid School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2T2E9"
"Father James Whelihan","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2X2R5"
"Alex Munro School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2K0R9"
"Montessori Children's House Academy Ltd #2","Montessori Children's House Charity Foundation of Calgary","Calgary","AB","ECS","N","N","N","N","N","T2X3T2"
"A. E. Cross School","The Calgary School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T3E3C2"
"Glamorgan School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3E4W3"
"Cranston School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3M1E8"
"Radisson Park School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A0C8"
"St. Bonaventure School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T2J3X8"
"West Dalhousie School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3A2C8"
"St. Mark Elementary School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A3V8"
"St. Basil Elementary/Junior High School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T3L2T5"
"Society for Treatment of Autism","Society For Treatment of Autism (Calgary Region)","Calgary","AB","ECS","N","N","N","N","N","T2J0E8"
"Samuel W. Shaw School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2Y0K6"
"Edgemont School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3A4X1"
"Eugene Coste School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2V3K7"
"Kids at Play Preschool","Trail Kids Ltd.","Calgary","AB","ECS","N","N","N","N","N","T3M0S9"
"Lycee Louis Pasteur","Lycee Louis Pasteur Society","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2T6G2"
"Monsignor J. J. O'Brien","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2Y4J5"
"Ethel M. Johnson School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2W0W7"
"National Sport School","The Calgary School Division","Calgary","AB","Junior High/Senior High","N","N","N","Y","Y","T3B6B7"
"Juno Beach Academy of Canadian Studies","The Calgary School Division","Calgary","AB","Unknown","N","N","N","N","N","T2H1Z2"
"St. Bernadette School","The Calgary Roman Catholic Separate School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2C0T8"
"G.W. Skene School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2A6M7"
"Rideau Park School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2S0S2"
"Taradale School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N",
"Midsun School","The Calgary School Division","Calgary","AB","Junior High","N","N","N","Y","Y","T2X3R5"
"Beddington Heights School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3K2J6"
"Pacekids Programs North","Pacekids Society for Kids with Special Needs","Calgary","AB","ECS","N","N","N","N","N","T2E6Y4"
"Killarney School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T3E2T9"
"Young Adult Program","The Calgary School Division","Calgary","AB","Elementary/Junior High/Senior High","N","N","Y","Y","Y","T2N2T9"
"SAIT - Art Smith Aero Centre",,"Calgary","AB",,"Y","Y",,,,"T2E9B5"
"Guy Weadick School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T1Y4W7"
"Lead Foundation","Lead Foundation","Calgary","AB","ECS","N","N","N","N","N","T2A4V1"
"Cedarbrae School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2W2T3"
"Bob Edwards School","The Calgary School Division","Calgary","AB","Elementary/Junior High","N","N","Y","Y","Y","T2A2Z5"
"Midpark Writing Centre","The East Central Alberta Catholic Separate School Division","Calgary","AB","Unknown","N","N","N","N","N","T2X2A8"
"Capitol Hill School","The Calgary School Division","Calgary","AB","Elementary","N","N","Y","N","N","T2M3T4"
