"project_id","project_name","region","country_code","country_name","approval_fy","sector_board","agreement_type","lending_project_cost","net_commitment","exit_fy","lending_instrument_type","lending_instrument","product_line_code","product_line","ieg_evalfy","ieg_evaltype","err_at_appraisal","err_at_completion","ieg_outcome","ieg_rdo","disc_ieg_idimpact","ieg_bankqualityatentry","ieg_bankqualityofsupervision","ieg_overallbankperf","disc_ieg_borrprep","ieg_borrimplementation","ieg_borrcompliance","ieg_overallborrperf","ieg_icrquality","disc_ieg_sustainability","ieg_mequality","ieg_sourcedocumenturl"
"P100314","TZ-Tax Modernization Project","AFE","TZ","Tanzania","2006","Financial and Private Sector Development","IDA","33600000.00","12000000.00","2012","IPF","SIL","PE","IBRD/IDA","2013","ES",,,"Moderately Satisfactory","MODERATE",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"SUBSTANTIAL","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/8525682E00686037852579DF004B02FE?OpenDocument"
"P101229","TZ-PRSC 6 (3rd of 2nd series)","AFE","TZ","Tanzania","2009","Public Sector Governance","IDA","160000000.00","160000000.00","2009","DPF","DPL","PE","IBRD/IDA","2012","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"MODEST",
"P101229","TZ-PRSC 6 (3rd of 2nd series)","AFE","TZ","Tanzania","2009","Public Sector Governance","IDA","160000000.00","160000000.00","2009","DPF","DPL","PE","IBRD/IDA","2013","PAR",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"NOT AVAILABLE","NOT AVAILABLE","MODERATELY UNSATISFACTORY","NOT RATED",,"MODEST","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/22E6E2DFB8E9CC9B85257BB1006D737F/$FILE/PPAR-78188-P074072_Tanzania_PRSCs_1-8.pdf"
"P101230","TZ-PRSC 7 (4th in 2nd series)","AFE","TZ","Tanzania","2009","Public Sector Governance","IDA","190000000.00","190000000.00","2010","DPF","DPL","PE","IBRD/IDA","2012","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"MODEST",
"P101230","TZ-PRSC 7 (4th in 2nd series)","AFE","TZ","Tanzania","2009","Public Sector Governance","IDA","190000000.00","190000000.00","2010","DPF","DPL","PE","IBRD/IDA","2013","PAR",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"NOT AVAILABLE","NOT AVAILABLE","MODERATELY UNSATISFACTORY","NOT RATED",,"MODEST","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/22E6E2DFB8E9CC9B85257BB1006D737F/$FILE/PPAR-78188-P074072_Tanzania_PRSCs_1-8.pdf"
"P101645","TZ-Energy Development & Access Expansion","AFE","TZ","Tanzania","2008","Energy and Mining","IDA","105000000.00","105000000.00","2018","IPF","SIL","PE","IBRD/IDA","2019","ES",,,"Moderately Satisfactory",,,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,,,,,,"SUBSTANTIAL",
"P102262","TZ-Zanzibar Basic Educ. SIL (FY07)","AFE","TZ","Tanzania","2007","Education","IDA","48000000.00","41964241.12","2014","IPF","SIL","PE","IBRD/IDA","2016","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SATISFACTORY",,"MODEST",
"P103633","TZ-Second Central Transport Corridor","AFE","TZ","Tanzania","2008","Transport","IDA","241600000.00","189992723.06","2017","IPF","SIL","PE","IBRD/IDA","2018","ES",,,"Moderately Satisfactory","SIGNIFICANT",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SUBSTANTIAL",,"MODEST",
"P107722","TZ- NEAS STATCAP","AFE","TZ","Tanzania","2011",,"IDA","63176100.00","30000000.00","2018","IPF","IPF","PE","IBRD/IDA","2020","ES",,,"Moderately Unsatisfactory",,,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY",,,,,"SUBSTANTIAL",,"MODEST",
"P110836","TZ-PRSC-10 (2nd in a 3rd series)","AFE","TZ","Tanzania","2013","Poverty Reduction","IDA","75000000.00","75000000.00","2014","DPF","DPL","PE","IBRD/IDA","2017","ES",,,"Moderately Satisfactory","SIGNIFICANT",,"SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SUBSTANTIAL",,"SUBSTANTIAL",
"P111598","TZ- Backbone Transmission Investm.(FY11)","AFE","TZ","Tanzania","2011","Energy and Mining","IDA","468450000.00","65075177.65","2017","IPF","SIL","PE","IBRD/IDA","2018","ES",,,"Satisfactory","SIGNIFICANT",,"SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATE",,"MODEST",
"P112762","TZ PRSC-9 (1st in a 3rd series)","AFE","TZ","Tanzania","2012","Poverty Reduction","IDA","100000000.00","100000000.00","2012","DPF","DPL","PE","IBRD/IDA","2017","ES",,,"Moderately Satisfactory","SIGNIFICANT",,"SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SUBSTANTIAL",,"SUBSTANTIAL",
"P114291","TZ : Accelerated Food Security Project","AFE","TZ","Tanzania","2009","Agriculture and Rural Development","IDA","299000000.00","156293995.24","2014","IPF","ERL","PE","IBRD/IDA","2015","ES","37","53","Moderately Satisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"MODEST",
"P114866","TZ-2ndary Educ. Dev. Program II (FY10)","AFE","TZ","Tanzania","2010","Education","IDA","469300000.00","127429766.13","2017","IPF","APL","PE","IBRD/IDA","2018","ES",,,"Moderately Satisfactory","MODERATE",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SUBSTANTIAL",,"MODEST",
"P116666","TZ-PRSC 8 (5th and last in 2nd series)","AFE","TZ","Tanzania","2011","Public Sector Governance","IDA","115000000.00","115000000.00","2011","DPF","DPL","PE","IBRD/IDA","2012","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"MODEST",
"P116666","TZ-PRSC 8 (5th and last in 2nd series)","AFE","TZ","Tanzania","2011","Public Sector Governance","IDA","115000000.00","115000000.00","2011","DPF","DPL","PE","IBRD/IDA","2013","PAR",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"NOT AVAILABLE","NOT AVAILABLE","MODERATELY UNSATISFACTORY","NOT RATED",,"MODEST","http://lnweb90.worldbank.org/oed/oeddoclib.nsf/DocUNIDViewForJavaSearch/22E6E2DFB8E9CC9B85257BB1006D737F/$FILE/PPAR-78188-P074072_Tanzania_PRSCs_1-8.pdf"
"P117242","TZ-Housing Finance","AFE","TZ","Tanzania","2010","Financial and Private Sector Development","IDA","42000000.00","39257208.81","2019","IPF","IPF","PE","IBRD/IDA","2020","ES",,,"Moderately Satisfactory",,,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,,,,"SUBSTANTIAL",,"MODEST",
"P117345","TZ PRSC 7 SUPPLEMENTAL","AFE","TZ","Tanzania","2010","Public Sector Governance","IDA","170000000.00",,"2010","DPF","DPL","PE","IBRD/IDA","2012","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","SATISFACTORY","MODERATELY SATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SATISFACTORY",,"MODEST",
"P117345","TZ PRSC 7 SUPPLEMENTAL","AFE","TZ","Tanzania","2010","Public Sector Governance","IDA","170000000.00",,"2010","DPF","DPL","PE","IBRD/IDA","2013","PAR",,,"Moderately Unsatisfactory","SIGNIFICANT",,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,"NOT AVAILABLE","NOT AVAILABLE","MODERATELY UNSATISFACTORY","NOT RATED",,"MODEST",
"P120536","TZ PRSC-11 (3rd in a 3rd series)","AFE","TZ","Tanzania","2014","Economic Policy","IDA","100498000.00","85000000.00","2015","DPF","DPL","PE","IBRD/IDA","2017","ES",,,"Moderately Satisfactory","SIGNIFICANT",,"SATISFACTORY","MODERATELY SATISFACTORY","MODERATELY SATISFACTORY",,,"MODERATELY SATISFACTORY","MODERATELY SATISFACTORY","SUBSTANTIAL",,"SUBSTANTIAL",
"P143645","TZ First Power and Gas Sector DPO","AFE","TZ","Tanzania","2013","Economic Policy","IDA","100000000.00","100000000.00","2014","DPF","DPL","PE","IBRD/IDA","2018","ES",,,"Moderately Unsatisfactory","HIGH",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SUBSTANTIAL",,"SUBSTANTIAL",
"P145254","TZ-Second Power and Gas Sector DPO","AFE","TZ","Tanzania","2014","Economic Policy","IDA","100000000.00","100000000.00","2015","DPF","DPL","PE","IBRD/IDA","2018","ES",,,"Moderately Unsatisfactory","HIGH",,"MODERATELY UNSATISFACTORY","MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY",,"MODERATELY SATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY","SUBSTANTIAL",,"SUBSTANTIAL",
"P150009","TZ-Business Env & Competitivenes fr Jobs","AFE","TZ","Tanzania","2016","Competitive Industries Practice","IDA","80000000.00","80000000.00","2017","DPF","DPL","PE","IBRD/IDA","2019","ES",,,"Moderately Unsatisfactory","SIGNIFICANT",,"UNSATISFACTORY","MODERATELY UNSATISFACTORY","MODERATELY UNSATISFACTORY",,"NOT RATED","UNSATISFACTORY","UNSATISFACTORY","MODERATE",,"LOW",
