"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","supplier","supplier_contract_amount_usd"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Guantes para trabajos en incendios forestales","INFOREST SRL","1296.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Tramos de Manguera para Incendios Forestales 1&#8221; Seca","INFOREST SRL","2036.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO TOSI VICTORIA","Individual Consultant","2661.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONTRATO","RICARDO CARO","4848.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Energy and Extractives","Lote 2 &#8211; Colan Conhue &#8211; Provincia de R&#237;o Negro","SEMISA","703440.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Proyectista de Obras Hidraulicas","Individual Consultant","11156.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONTRATO","RICARDO CARO","6680.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","862 ESCUELA	CAMBA TRAPO	SAN MARTIN	REFACCIONES (SIN M&#178;)","DARSENIC DE GUSTAVO DANIEL CARDOZO","7088.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Analista Programador GIS WEB (Back End)","Individual Consultant","10892.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","832 DR.FERNANDO IRASTORZA	LIBERTAD ,EST.	MONTE CASEROS	REFACCIONES (SIN M&#178;)","IMI SRL","55776.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCME LECTURITA EDICIONES","LECTURITA EDICIONES DE ALONSO MARÍA CELINA","69781.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education",,"Individual Consultant","922.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO ROMAN Lisandro","Individual Consultant","6984.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","asistente en Monitoreo de Peces de Agua dulce y Monitoreos Ambientales","Individual Consultant","5782.0"
"2022","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Quotations","Health","Test de Sangre Oculta en Materia Fecal","ABBOTT RAPID DIAGNOSTICS ARGENTINA","102235.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Non-consulting Services","Direct Selection","Information and Communications Technologies;Public Administration","ADENDA N&#176; 1 AL CONTRATO &#8220;Adquisici&#243;n de Renovaci&#243;n Integral de la Infraestructura de Firma Digital de la Autoridad Certificante - Oficina Nacional de Tecnolog&#237;as de la Informaci&#243;n&#8221;","DATCO SA","131033.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO SOLUCIO GAST&#211;N","Individual Consultant","6634.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Goods","Direct Selection","Information and Communications Technologies;Public Administration","ADENDA N&#176; 1 AL CONTRATO N&#176; 30/21 &#8220;Adquisici&#243;n de Equipamiento Inform&#225;tico para Puntos Digitales&#8221;","DATASTAR ARGENTINA S. A.","21106.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","L&#205;DER T&#201;CNICO EN DESARROLLO Y OPERACIONES CON DATOS","Individual Consultant","2133.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","T&#201;CNICO OPERATIVO PARA EVALUACI&#211;N EDUCATIVA - POLAROLO, FLORENCIA MICAELA","Individual Consultant","1175.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","SUC. DE MOGETTA GUIDO DAVID","SUC.DE MOGETTA GUIDO DAVID","1596105.0"
"2022","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Consultant Services","Individual Consultant Selection","Energy and Extractives;Social Protection","Consultor/a Especialista en Sistemas","Individual Consultant","5452.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO DE LOS SANTOS Mercedes","Individual Consultant","10605.0"
"2022","Argentina","AR Flood Risk Management Support Project for the City of Buenos Aires","Non-consulting Services","Request for Bids","Transportation;Water, Sanitation and Waste Management;Public Administration","DISAB-GCBA","DISAB SUDAMERICANA","89370.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO CACERES Alejandro Cesar","Individual Consultant","10626.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Consultant Qualification  Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","El Objeto general del presente Servicio de Consultor&#237;a consiste en investigar y analizar
la oferta en el mercado de trabajo y la movilidad f&#237;sica de los habitantes del &#225;rea AMBA
ampliado","MARKETING & ESTADÍSTICAS","87701.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","PECAM S.A.","PECAM S.A.","3418754.0"
"2022","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Health","Lote 5: PC ALL IN ONE (primer contrato)","DINATECH","1041.0"
"2022","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Health","Lote 4: Notebooks de Alto Rendimiento (segundo contrato)","DATAWISE SA","993.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Febrero a diciembre","Individual Consultant","5885.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","SADIC S.A. - BENEDETTI DIEGO MARTIN","BENEDETTI DIEGO MARTIN","2394458.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Request for Quotations","Education","adquisici&#243;n de colchones, almohadas, frazadas","COCERES GERMAN MARCELO","5901.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Non-consulting Services","Direct Selection","Information and Communications Technologies;Public Administration","SERVICIO DE PROVISI&#211;N E INSTALACI&#211;N DE CERRAMIENTO PERIMETRAL DEL DATACENTER Y NOC","BK ALUMINIOS S.R.L.","30650.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","COORDINADOR PCIAL","Individual Consultant","2186.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Analista Funcional de Dearrollo de Sistemas","Individual Consultant","5348.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","LOTE 1 - OMEGA MLP S.R.L EMCOPAT S.A.","EMCOPAT S.A.","2740623.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","LOTE 1 - SANCO S.A. HORMICON S.R.L","HORMICON S.R.L.","1383363.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"NESTOR SILVA","6087.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","CONSTRUCTORA SAN GUILLERMO S.A.","CONSTRUCTORA SAN GUILLERMO S.A.","2053639.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","CONSULTOR INDIVIDUAL DESARROLLADOR","Individual Consultant","2129.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Non-consulting Services","Direct Selection","Information and Communications Technologies;Public Administration","&#8220;RENOVACI&#211;N DEL SOPORTE T&#201;CNICO INTEGRAL - AUTORIDAD CERTIFICANTE DE LA OFICINA NACIONAL DE TECNOLOG&#205;AS DE LA INFORMACI&#211;N&#8221;","DATCO SA","9706.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO RIOS Julieta Vanesa","Individual Consultant","1329.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","LOTE 1 - GENCO S.A.","GENCO S.A","1306634.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","CAJAL ROBERTO ADOLFO-GRUPPI E HIJOS S.A-THEBA SRL-CONSORCIO DE COOPERACI&#211;N","CAJAL ROBERTO - GRUPPI E HIJOS SA - THEBA SRL - CONSORCIO DE COOPERACION","5634397.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO NEIFF Romina Bel&#233;n","Individual Consultant","894.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","CONSULTOR INDIVIDUAL DESARROLLADOR","Individual Consultant","2129.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO CENTER D&#233;bora","Individual Consultant","1328.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO MARTINEZ Maria Emilce","Individual Consultant","1328.0"
"2022","Argentina","AR Socio-Economic Inclusion In Rural Areas","Civil Works","Request for Bids","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","Obra: &#8220;Segundo Llamado &#8211; Rehabilitaci&#243;n del sistema de riego en la chacra Ruca Choroi para el desarrollo agr&#237;cola ganadero&#8221;","OKUME SA","964988.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","LOTE 2 - EMCOPAT S.A. OMEGA MLP S.R.L.","EMCOPAT S.A.","1709527.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","ASISTENTE ADMINISTRATIVO INFORM&#193;TICO - IBARRA, SOF&#205;A BEL&#201;N","Individual Consultant","1111.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","ANALISTA FUNCIONAL DE DESARROLLO DE SISTEMAS","Individual Consultant","1604.0"
